,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
92,1,0:05.0,D. Collison makes free throw 2 of 2,,29,28
93,1,0:01.0,,J. Nelson misses 3-pt jump shot from 29 ft,29,28
94,1,0:00.0,,Offensive rebound by Team,29,28
95,2,12:00.0,G. Temple misses 2-pt layup from 2 ft,,29,28
96,2,12:00.0,Offensive rebound by Team,,29,28
97,2,11:49.0,,Loose ball foul by J. Murray (drawn by O. Casspi),29,28
98,2,11:37.0,A. Afflalo makes 2-pt jump shot from 5 ft,,31,28
99,2,11:31.0,,Turnover by W. Barton (bad pass; steal by G. Temple),31,28
100,2,11:27.0,Turnover by G. Temple (bad pass; steal by W. Chandler),,31,28
101,2,11:15.0,,J. Murray misses 3-pt jump shot from 27 ft,31,28
102,2,11:14.0,Defensive rebound by K. Koufos,,31,28
103,2,11:02.0,K. Koufos misses 2-pt jump shot from 3 ft,,31,28
104,2,11:01.0,,Defensive rebound by W. Barton,31,28
105,2,10:55.0,,J. Nelson makes 3-pt jump shot from 27 ft (assist by W. Chandler),31,31
106,2,10:34.0,K. Koufos makes 2-pt hook shot from 5 ft,,33,31
107,2,10:21.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nelson),33,34
108,2,10:06.0,A. Tolliver misses 3-pt jump shot from 26 ft,,33,34
109,2,10:05.0,,Defensive rebound by J. Nurkić,33,34
110,2,9:54.0,,W. Chandler misses 3-pt jump shot from 24 ft,33,34
111,2,9:54.0,Defensive rebound by O. Casspi,,33,34
112,2,9:33.0,K. Koufos makes 2-pt jump shot from 9 ft (assist by G. Temple),,35,34
113,2,9:20.0,,W. Chandler makes 2-pt dunk at rim (assist by J. Nelson),35,36
114,2,9:01.0,O. Casspi misses 2-pt jump shot from 3 ft,,35,36
115,2,8:59.0,Offensive rebound by O. Casspi,,35,36
116,2,8:58.0,O. Casspi misses 2-pt layup from 1 ft,,35,36
117,2,8:56.0,Offensive rebound by K. Koufos,,35,36
118,2,8:56.0,K. Koufos makes 2-pt layup from 1 ft,,37,36
119,2,8:39.0,,J. Nurkić misses 2-pt jump shot from 19 ft,37,36
120,2,8:38.0,Defensive rebound by A. Afflalo,,37,36
121,2,8:31.0,G. Temple misses 2-pt jump shot from 15 ft,,37,36
122,2,8:31.0,,Defensive rebound by W. Barton,37,36
123,2,8:29.0,,Turnover by W. Barton (bad pass),37,36
124,2,8:29.0,Official timeout,,37,36
125,2,8:29.0,,N. Jokić enters the game for J. Nurkić,37,36
126,2,8:29.0,W. Cauley-Stein enters the game for K. Koufos,,37,36
127,2,8:20.0,Turnover by W. Cauley-Stein (bad pass),,37,36
128,2,8:04.0,,W. Chandler misses 2-pt jump shot from 8 ft (block by G. Temple),37,36
129,2,8:02.0,Defensive rebound by A. Tolliver,,37,36
130,2,7:44.0,W. Cauley-Stein misses 2-pt layup from 3 ft,,37,36
131,2,7:43.0,,Defensive rebound by N. Jokić,37,36
132,2,7:37.0,,J. Nelson misses 3-pt jump shot from 26 ft,37,36
133,2,7:35.0,Defensive rebound by A. Afflalo,,37,36
134,2,7:20.0,A. Afflalo makes 2-pt jump shot from 16 ft,,39,36
135,2,7:20.0,Shooting foul by J. Murray (drawn by A. Afflalo),,39,36
136,2,7:20.0,D. Cousins enters the game for W. Cauley-Stein,,39,36
137,2,7:20.0,M. Barnes enters the game for A. Tolliver,,39,36
138,2,7:20.0,A. Afflalo makes free throw 1 of 1,,40,36
139,2,7:16.0,,Personal foul by D. Cousins (drawn by N. Jokić),40,36
140,2,7:04.0,,Turnover by N. Jokić (3 sec),40,36
141,2,6:56.0,Shooting foul by N. Jokić (drawn by D. Cousins),,40,36
142,2,6:56.0,D. Cousins makes free throw 1 of 2,,41,36
143,2,6:56.0,D. Collison enters the game for A. Afflalo,,41,36
144,2,6:56.0,D. Cousins makes free throw 2 of 2,,42,36
145,2,6:41.0,,J. Murray misses 3-pt jump shot from 24 ft,42,36
146,2,6:41.0,Defensive rebound by G. Temple,,42,36
147,2,6:41.0,Personal foul by W. Chandler (drawn by G. Temple),,42,36
148,2,6:28.0,D. Cousins makes 2-pt jump shot from 22 ft,,44,36
149,2,6:19.0,,Turnover by J. Murray (bad pass; steal by G. Temple),44,36
150,2,6:11.0,M. Barnes misses 3-pt jump shot from 26 ft,,44,36
151,2,6:11.0,,Defensive rebound by W. Barton,44,36
152,2,6:05.0,,W. Barton misses 2-pt layup from 2 ft,44,36
153,2,6:05.0,,Offensive rebound by W. Barton,44,36
154,2,6:05.0,,N. Jokić misses 2-pt jump shot from 4 ft,44,36
155,2,6:03.0,Defensive rebound by G. Temple,,44,36
156,2,6:01.0,D. Collison makes 2-pt layup from 2 ft (assist by M. Barnes),,46,36
157,2,6:01.0,,Denver full timeout,46,36
158,2,6:01.0,,D. Gallinari enters the game for J. Nelson,46,36
159,2,6:01.0,,G. Harris enters the game for W. Barton,46,36
160,2,6:01.0,,E. Mudiay enters the game for J. Murray,46,36
161,2,5:39.0,,E. Mudiay misses 3-pt jump shot from 24 ft,46,36
162,2,5:38.0,Defensive rebound by Team,,46,36
163,2,5:19.0,Shooting foul by E. Mudiay (drawn by D. Collison),,46,36
164,2,5:19.0,D. Collison makes free throw 1 of 2,,47,36
165,2,5:19.0,D. Collison makes free throw 2 of 2,,48,36
166,2,5:02.0,,D. Gallinari misses 3-pt jump shot from 26 ft,48,36
167,2,5:02.0,Defensive rebound by D. Cousins,,48,36
168,2,4:54.0,D. Cousins misses 2-pt layup from 3 ft (block by N. Jokić),,48,36
169,2,4:53.0,Offensive rebound by Team,,48,36
170,2,4:46.0,Personal foul by N. Jokić (drawn by D. Cousins),,48,36
171,2,4:46.0,D. Cousins makes free throw 1 of 2,,49,36
172,2,4:46.0,,J. Nurkić enters the game for N. Jokić,49,36
173,2,4:46.0,D. Cousins makes free throw 2 of 2,,50,36
174,2,4:26.0,,E. Mudiay misses 2-pt jump shot from 22 ft,50,36
175,2,4:25.0,Defensive rebound by Team,,50,36
176,2,4:09.0,D. Collison misses 3-pt jump shot from 28 ft,,50,36
177,2,4:09.0,,Defensive rebound by J. Nurkić,50,36
178,2,4:03.0,,Shooting foul by M. Barnes (drawn by J. Nurkić),50,36
179,2,4:03.0,,J. Nurkić makes free throw 1 of 2,50,37
180,2,4:03.0,K. Koufos enters the game for M. Barnes,,50,37
181,2,4:03.0,,J. Nurkić makes free throw 2 of 2,50,38
182,2,4:00.0,Sacramento full timeout,,50,38
183,2,4:00.0,,D. Arthur enters the game for W. Chandler,50,38
184,2,4:00.0,A. Afflalo enters the game for G. Temple,,50,38
185,2,3:45.0,D. Cousins misses 2-pt layup from 2 ft,,50,38
186,2,3:45.0,,Defensive rebound by J. Nurkić,50,38
187,2,3:42.0,,Turnover by E. Mudiay (lost ball),50,38
188,2,3:31.0,O. Casspi misses 3-pt jump shot from 26 ft,,50,38
189,2,3:31.0,,Defensive rebound by Team,50,38
190,2,3:17.0,,D. Gallinari misses 2-pt jump shot from 5 ft,50,38
191,2,3:16.0,Defensive rebound by O. Casspi,,50,38
192,2,3:03.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by K. Koufos),,53,38
193,2,2:46.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by G. Harris),53,40
194,2,2:29.0,Shooting foul by D. Arthur (drawn by K. Koufos),,53,40
195,2,2:29.0,K. Koufos misses free throw 1 of 2,,53,40
196,2,2:29.0,Offensive rebound by Team,,53,40
197,2,2:29.0,M. Barnes enters the game for O. Casspi,,53,40
198,2,2:29.0,K. Koufos makes free throw 2 of 2,,54,40
199,2,2:14.0,,G. Harris makes 2-pt jump shot from 19 ft,54,42
200,2,1:49.0,M. Barnes makes 2-pt jump shot from 21 ft (assist by A. Afflalo),,56,42
201,2,1:33.0,,J. Nurkić misses 2-pt jump shot from 6 ft,56,42
202,2,1:32.0,Defensive rebound by K. Koufos,,56,42
203,2,1:12.0,D. Collison makes 2-pt jump shot from 17 ft,,58,42
204,2,0:53.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by D. Gallinari),58,45
205,2,0:47.0,D. Cousins misses 2-pt layup from 3 ft,,58,45
206,2,0:46.0,,Defensive rebound by D. Arthur,58,45
207,2,0:43.0,,Personal foul by K. Koufos (drawn by D. Gallinari),58,45
208,2,0:38.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by J. Nurkić),58,48
209,2,0:25.0,D. Cousins makes 2-pt layup from 1 ft,,60,48
210,2,0:04.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by J. Nurkić),60,51
211,2,0:01.0,D. Cousins misses 3-pt jump shot from 26 ft,,60,51
212,2,0:00.0,Offensive rebound by Team,,60,51
213,3,11:36.0,Turnover by K. Koufos (lost ball; steal by G. Harris),,60,51
214,3,11:29.0,,G. Harris misses 2-pt layup from 3 ft,60,51
215,3,11:29.0,Defensive rebound by K. Koufos,,60,51
216,3,11:24.0,K. Koufos makes 2-pt layup from 3 ft (assist by D. Cousins),,62,51
217,3,11:24.0,Shooting foul by W. Chandler (drawn by K. Koufos),,62,51
218,3,11:24.0,K. Koufos makes free throw 1 of 1,,63,51
219,3,11:02.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),63,53
220,3,10:49.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),,66,53
221,3,10:33.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by N. Jokić),66,55
222,3,10:18.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by D. Cousins),,69,55
223,3,10:06.0,,Shooting foul by K. Koufos (drawn by N. Jokić),69,55
224,3,10:06.0,,N. Jokić makes 2-pt jump shot from 6 ft,69,57
225,3,10:06.0,,N. Jokić makes free throw 1 of 1,69,58
226,3,9:44.0,K. Koufos makes 2-pt hook shot from 5 ft,,71,58
227,3,9:29.0,,W. Chandler misses 3-pt jump shot from 23 ft,71,58
228,3,9:28.0,,Offensive rebound by N. Jokić,71,58
229,3,9:20.0,,G. Harris misses 2-pt layup from 1 ft,71,58
230,3,9:19.0,,Offensive rebound by N. Jokić,71,58
231,3,9:19.0,Loose ball foul by B. McLemore (drawn by N. Jokić),,71,58
232,3,9:11.0,,E. Mudiay makes 2-pt layup from 2 ft,71,60
233,3,8:50.0,M. Barnes misses 3-pt jump shot from 24 ft,,71,60
234,3,8:49.0,,Defensive rebound by N. Jokić,71,60
235,3,8:42.0,,D. Gallinari makes 3-pt jump shot from 22 ft (assist by W. Chandler),71,63
236,3,8:15.0,D. Cousins misses 2-pt jump shot from 17 ft,,71,63
237,3,8:14.0,,Defensive rebound by W. Chandler,71,63
238,3,8:09.0,,E. Mudiay misses 3-pt jump shot from 24 ft,71,63
239,3,8:08.0,Defensive rebound by K. Koufos,,71,63
240,3,7:58.0,D. Cousins makes 2-pt layup from 2 ft,,73,63
241,3,7:46.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by E. Mudiay),73,66
242,3,7:28.0,Personal foul by W. Chandler (drawn by D. Cousins),,73,66
243,3,7:28.0,,D. Arthur enters the game for W. Chandler,73,66
244,3,7:28.0,A. Tolliver enters the game for K. Koufos,,73,66
245,3,7:13.0,D. Cousins misses 2-pt jump shot from 21 ft,,73,66
246,3,7:11.0,Offensive rebound by D. Collison,,73,66
247,3,7:06.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. Collison),,76,66
248,3,6:58.0,,N. Jokić misses 2-pt layup from 2 ft,76,66
249,3,6:58.0,Defensive rebound by D. Cousins,,76,66
250,3,6:51.0,D. Cousins makes 2-pt layup from 2 ft,,78,66
251,3,6:50.0,,Denver full timeout,78,66
252,3,6:50.0,,J. Nurkić enters the game for N. Jokić,78,66
253,3,6:28.0,,G. Harris makes 3-pt jump shot from 27 ft (assist by E. Mudiay),78,69
254,3,6:13.0,Shooting foul by D. Gallinari (drawn by D. Cousins),,78,69
255,3,6:13.0,D. Cousins makes free throw 1 of 2,,79,69
256,3,6:13.0,D. Cousins makes free throw 2 of 2,,80,69
257,3,5:58.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Nurkić),80,72
258,3,5:42.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by D. Collison),,83,72
259,3,5:28.0,,Shooting foul by D. Cousins (drawn by D. Gallinari),83,72
260,3,5:28.0,,D. Gallinari makes free throw 1 of 2,83,73
261,3,5:28.0,,D. Gallinari makes free throw 2 of 2,83,74
262,3,5:15.0,D. Cousins misses 2-pt dunk at rim (block by J. Nurkić),,83,74
263,3,5:12.0,,Defensive rebound by D. Gallinari,83,74
264,3,5:00.0,,D. Arthur misses 3-pt jump shot from 26 ft,83,74
265,3,4:59.0,Defensive rebound by A. Tolliver,,83,74
266,3,4:42.0,D. Collison misses 3-pt jump shot from 26 ft,,83,74
267,3,4:42.0,Offensive rebound by Team,,83,74
268,3,4:42.0,Personal foul by D. Arthur (drawn by D. Cousins),,83,74
269,3,4:42.0,A. Afflalo enters the game for B. McLemore,,83,74
270,3,4:27.0,A. Afflalo makes 2-pt jump shot from 7 ft,,85,74
271,3,4:13.0,,D. Arthur misses 2-pt jump shot from 13 ft,85,74
272,3,4:11.0,,Offensive rebound by J. Nurkić,85,74
273,3,4:10.0,,J. Nurkić makes 2-pt layup from 3 ft,85,76
274,3,3:51.0,Turnover by A. Afflalo (traveling),,85,76
275,3,3:30.0,,J. Nurkić makes 2-pt hook shot from 5 ft,85,78
276,3,3:08.0,D. Cousins makes 2-pt layup from 2 ft,,87,78
277,3,2:47.0,,D. Gallinari makes 2-pt jump shot from 21 ft,87,80
278,3,2:25.0,D. Collison makes 2-pt layup from 2 ft (assist by D. Cousins),,89,80
279,3,2:17.0,,Shooting foul by D. Cousins (drawn by D. Gallinari),89,80
280,3,2:17.0,Sacramento full timeout,,89,80
281,3,2:17.0,,D. Gallinari makes free throw 1 of 2,89,81
282,3,2:17.0,,J. Nelson enters the game for E. Mudiay,89,80
283,3,2:17.0,G. Temple enters the game for M. Barnes,,89,80
284,3,2:17.0,,D. Gallinari makes free throw 2 of 2,89,82
285,3,2:02.0,Turnover by D. Collison (lost ball; steal by J. Nurkić),,89,82
286,3,2:00.0,,Shooting foul by D. Collison (drawn by J. Nurkić),89,82
287,3,2:00.0,,J. Nurkić makes free throw 1 of 2,89,83
288,3,2:00.0,,J. Nurkić makes free throw 2 of 2,89,84
289,3,1:47.0,D. Collison misses 2-pt layup from 2 ft,,89,84
290,3,1:46.0,,Defensive rebound by D. Arthur,89,84
291,3,1:36.0,,G. Harris misses 2-pt layup from 2 ft (block by D. Cousins),89,84
292,3,1:34.0,,Offensive rebound by G. Harris,89,84
293,3,1:26.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by J. Nurkić),89,86
294,3,1:04.0,D. Cousins misses 2-pt jump shot from 21 ft,,89,86
295,3,1:04.0,,Defensive rebound by Team,89,86
296,3,1:04.0,K. Koufos enters the game for D. Cousins,,89,86
297,3,0:55.0,,Turnover by J. Nurkić (bad pass; steal by A. Afflalo),89,86
298,3,0:40.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Collison),,92,86
299,3,0:27.0,,J. Nurkić makes 2-pt hook shot from 6 ft,92,88
300,3,0:06.0,D. Collison makes 2-pt jump shot from 14 ft,,94,88
301,3,0:01.0,,J. Nelson misses 2-pt jump shot from 21 ft,94,88
302,3,0:00.0,,Offensive rebound by Team,94,88
303,4,11:43.0,,J. Nelson misses 2-pt jump shot from 22 ft,94,88
304,4,11:41.0,,Offensive rebound by Team,94,88
305,4,11:25.0,,N. Jokić makes 2-pt layup from 3 ft (assist by J. Nelson),94,90
306,4,11:05.0,A. Afflalo misses 2-pt jump shot from 16 ft,,94,90
307,4,11:04.0,,Defensive rebound by W. Chandler,94,90
308,4,10:52.0,,Turnover by J. Nelson (lost ball; steal by O. Casspi),94,90
309,4,10:44.0,G. Temple makes 2-pt layup from 2 ft (assist by O. Casspi),,96,90
310,4,10:19.0,,Turnover by J. Murray (lost ball; steal by K. Koufos),96,90
311,4,10:17.0,A. Afflalo makes 2-pt jump shot from 16 ft (assist by G. Temple),,98,90
312,4,10:17.0,,Denver full timeout,98,90
313,4,9:59.0,,W. Chandler misses 2-pt jump shot from 19 ft,98,90
314,4,9:58.0,Defensive rebound by G. Temple,,98,90
315,4,9:43.0,G. Temple misses 2-pt jump shot from 19 ft,,98,90
316,4,9:42.0,,Defensive rebound by N. Jokić,98,90
317,4,9:30.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by J. Murray),98,93
318,4,9:15.0,Turnover by A. Tolliver (bad pass; steal by W. Barton),,98,93
319,4,9:12.0,,Shooting foul by A. Tolliver (drawn by W. Chandler),98,93
320,4,9:12.0,,W. Chandler makes free throw 1 of 2,98,94
321,4,9:12.0,,W. Chandler makes free throw 2 of 2,98,95
322,4,8:53.0,K. Koufos makes 2-pt jump shot from 5 ft (assist by G. Temple),,100,95
323,4,8:44.0,,W. Barton misses 2-pt jump shot from 6 ft,100,95
324,4,8:43.0,,Offensive rebound by Team,100,95
325,4,8:43.0,Loose ball foul by O. Casspi (drawn by N. Jokić),,100,95
326,4,8:30.0,,W. Chandler misses 3-pt jump shot from 25 ft,100,95
327,4,8:29.0,Defensive rebound by O. Casspi,,100,95
328,4,8:17.0,Shooting foul by N. Jokić (drawn by A. Tolliver),,100,95
329,4,8:17.0,A. Tolliver makes free throw 1 of 2,,101,95
330,4,8:17.0,A. Tolliver makes free throw 2 of 2,,102,95
331,4,7:58.0,,Shooting foul by K. Koufos (drawn by N. Jokić),102,95
332,4,7:58.0,,N. Jokić makes free throw 1 of 2,102,96
333,4,7:58.0,,N. Jokić makes free throw 2 of 2,102,97
334,4,7:34.0,G. Temple misses 3-pt jump shot from 24 ft,,102,97
335,4,7:33.0,,Defensive rebound by W. Barton,102,97
336,4,7:18.0,,Turnover by J. Nelson (offensive foul),102,97
337,4,7:18.0,,Loose ball foul by J. Nelson (drawn by G. Temple),102,97
338,4,7:07.0,Personal foul by W. Barton (drawn by A. Afflalo),,102,97
339,4,7:07.0,Sacramento full timeout,,102,97
340,4,6:56.0,G. Temple misses 3-pt jump shot from 25 ft,,102,97
341,4,6:56.0,,Defensive rebound by N. Jokić,102,97
342,4,6:46.0,,J. Nelson misses 3-pt jump shot from 25 ft,102,97
343,4,6:45.0,Defensive rebound by A. Afflalo,,102,97
344,4,6:24.0,A. Tolliver makes 2-pt jump shot from 22 ft (assist by A. Afflalo),,104,97
345,4,6:03.0,,N. Jokić makes 2-pt jump shot from 19 ft,104,99
346,4,5:39.0,G. Temple makes 2-pt jump shot from 15 ft,,106,99
347,4,5:20.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),106,101
348,4,5:02.0,Turnover by A. Afflalo (bad pass; steal by J. Murray),,106,101
349,4,4:53.0,,J. Murray misses 2-pt layup from 2 ft,106,101
350,4,4:52.0,Defensive rebound by O. Casspi,,106,101
351,4,4:49.0,K. Koufos makes 2-pt layup from 3 ft (assist by G. Temple),,108,101
352,4,4:44.0,,E. Mudiay enters the game for J. Nelson,108,101
353,4,4:44.0,,D. Gallinari enters the game for W. Barton,108,101
354,4,4:44.0,,G. Harris enters the game for J. Murray,108,101
355,4,4:44.0,D. Cousins enters the game for K. Koufos,,108,101
356,4,4:44.0,D. Collison enters the game for O. Casspi,,108,101
357,4,4:34.0,,W. Chandler misses 3-pt jump shot from 27 ft,108,101
358,4,4:33.0,,Offensive rebound by E. Mudiay,108,101
359,4,4:29.0,,E. Mudiay misses 2-pt jump shot from 9 ft,108,101
360,4,4:29.0,Defensive rebound by Team,,108,101
361,4,4:06.0,D. Cousins misses 2-pt jump shot from 13 ft,,108,101
362,4,4:05.0,,Defensive rebound by D. Gallinari,108,101
363,4,3:50.0,,N. Jokić makes 2-pt layup from 2 ft (assist by D. Gallinari),108,103
364,4,3:31.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by D. Cousins),,111,103
365,4,3:22.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by E. Mudiay),111,105
366,4,3:06.0,G. Temple makes 2-pt layup from 2 ft (assist by D. Cousins),,113,105
367,4,3:06.0,,Denver full timeout,113,105
368,4,3:06.0,M. Barnes enters the game for A. Tolliver,,113,105
369,4,2:51.0,,D. Gallinari misses 2-pt jump shot from 15 ft,113,105
370,4,2:49.0,Defensive rebound by D. Cousins,,113,105
371,4,2:29.0,D. Collison makes 3-pt jump shot from 25 ft (assist by M. Barnes),,116,105
372,4,2:22.0,Violation by D. Cousins (kicked ball),,116,105
373,4,2:22.0,Official timeout,,116,105
374,4,2:11.0,,G. Harris makes 3-pt jump shot from 28 ft (assist by E. Mudiay),116,108
375,4,1:47.0,D. Cousins misses 3-pt jump shot from 24 ft,,116,108
376,4,1:46.0,Offensive rebound by G. Temple,,116,108
