,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
103,1,0:41.0,D. Green misses 3-pt jump shot from 26 ft (block by N. Mirotić),,24,19
104,1,0:40.0,,Defensive rebound by D. Valentine,24,19
105,1,0:40.0,,Turnover by D. Valentine (lost ball; steal by S. Curry),24,19
106,1,0:34.0,S. Curry misses 3-pt jump shot from 24 ft,,24,19
107,1,0:32.0,Offensive rebound by I. Clark,,24,19
108,1,0:21.0,S. Curry makes 2-pt layup from 1 ft,,26,19
109,1,0:03.0,,Turnover by J. Butler (lost ball),26,19
110,1,0:03.0,K. Thompson enters the game for J. McGee,,26,19
111,1,0:03.0,,J. Grant enters the game for C. Felício,26,19
112,1,0:00.0,S. Curry misses 3-pt jump shot from 40 ft,,26,19
113,1,0:00.0,Offensive rebound by Team,,26,19
114,2,11:47.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,28,19
115,2,11:33.0,,C. Payne makes 2-pt layup from 3 ft,28,21
116,2,11:15.0,D. West misses 2-pt jump shot from 18 ft,,28,21
117,2,11:14.0,,Defensive rebound by C. Felício,28,21
118,2,11:03.0,,C. Payne misses 2-pt jump shot from 9 ft,28,21
119,2,11:01.0,Defensive rebound by A. Iguodala,,28,21
120,2,10:52.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Iguodala),,30,21
121,2,10:24.0,,C. Payne makes 2-pt jump shot from 9 ft (assist by D. Valentine),30,23
122,2,10:08.0,Turnover by D. Green (bad pass),,30,23
123,2,9:55.0,,N. Mirotić misses 3-pt jump shot from 26 ft,30,23
124,2,9:54.0,Defensive rebound by S. Livingston,,30,23
125,2,9:47.0,K. Thompson misses 3-pt jump shot from 26 ft,,30,23
126,2,9:46.0,,Defensive rebound by N. Mirotić,30,23
127,2,9:29.0,,N. Mirotić misses 2-pt layup from 3 ft (block by D. West),30,23
128,2,9:28.0,Defensive rebound by A. Iguodala,,30,23
129,2,9:25.0,,Violation by C. Felício (def goaltending),30,23
130,2,9:25.0,A. Iguodala makes 2-pt jump shot from 3 ft,,32,23
131,2,9:25.0,Shooting foul by P. Zipser (drawn by A. Iguodala),,32,23
132,2,9:25.0,A. Iguodala misses free throw 1 of 1,,32,23
133,2,9:24.0,,Defensive rebound by C. Felício,32,23
134,2,9:19.0,,Chicago full timeout,32,23
135,2,9:19.0,,D. Wade enters the game for D. Valentine,32,23
136,2,9:19.0,,B. Portis enters the game for N. Mirotić,32,23
137,2,9:03.0,,B. Portis misses 2-pt jump shot from 13 ft,32,23
138,2,9:01.0,,Offensive rebound by C. Felício,32,23
139,2,8:55.0,,Shooting foul by A. Iguodala (drawn by D. Wade),32,23
140,2,8:55.0,,D. Wade misses free throw 1 of 2,32,23
141,2,8:55.0,,Offensive rebound by Team,32,23
142,2,8:55.0,,D. Wade makes free throw 2 of 2,32,24
143,2,8:43.0,S. Livingston misses 2-pt jump shot from 6 ft,,32,24
144,2,8:42.0,,Defensive rebound by C. Felício,32,24
145,2,8:31.0,,C. Payne misses 3-pt jump shot from 26 ft,32,24
146,2,8:30.0,Defensive rebound by D. West,,32,24
147,2,8:18.0,S. Livingston misses 2-pt jump shot from 13 ft,,32,24
148,2,8:16.0,,Defensive rebound by C. Felício,32,24
149,2,8:04.0,,D. Wade misses 2-pt jump shot from 10 ft,32,24
150,2,8:04.0,Defensive rebound by D. West,,32,24
151,2,8:04.0,Personal foul by D. Wade (drawn by D. West),,32,24
152,2,8:04.0,M. Barnes enters the game for D. Green,,32,24
153,2,8:04.0,P. McCaw enters the game for A. Iguodala,,32,24
154,2,7:51.0,M. Barnes makes 2-pt layup from 2 ft (assist by D. West),,34,24
155,2,7:31.0,,D. Wade makes 2-pt jump shot from 10 ft,34,26
156,2,7:18.0,K. Thompson misses 2-pt layup from 2 ft,,34,26
157,2,7:17.0,,Defensive rebound by P. Zipser,34,26
158,2,7:12.0,,P. Zipser makes 2-pt layup from 2 ft (assist by C. Payne),34,28
159,2,6:52.0,P. McCaw makes 2-pt layup from 1 ft (assist by D. West),,36,28
160,2,6:34.0,,D. Wade makes 2-pt jump shot from 11 ft,36,30
161,2,6:30.0,Golden State full timeout,,36,30
162,2,6:30.0,,J. Butler enters the game for C. Payne,36,30
163,2,6:21.0,K. Thompson misses 3-pt jump shot from 25 ft,,36,30
164,2,6:19.0,,Defensive rebound by B. Portis,36,30
165,2,6:02.0,,B. Portis makes 2-pt jump shot from 13 ft (assist by P. Zipser),36,32
166,2,5:48.0,P. McCaw misses 2-pt jump shot from 14 ft,,36,32
167,2,5:47.0,,Defensive rebound by D. Wade,36,32
168,2,5:38.0,,D. Wade misses 2-pt layup from 3 ft,36,32
169,2,5:36.0,Defensive rebound by S. Livingston,,36,32
170,2,5:28.0,Turnover by S. Livingston (lost ball; steal by C. Felício),,36,32
171,2,5:23.0,,B. Portis makes 2-pt layup from 1 ft (assist by D. Wade),36,34
172,2,5:08.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. West),,39,34
173,2,4:44.0,,P. Zipser misses 3-pt jump shot from 25 ft,39,34
174,2,4:43.0,Defensive rebound by S. Livingston,,39,34
175,2,4:35.0,P. McCaw makes 2-pt layup from 2 ft (assist by D. West),,41,34
176,2,4:14.0,,P. Zipser makes 2-pt jump shot from 20 ft (assist by J. Butler),41,36
177,2,4:10.0,Turnover by M. Barnes (bad pass; steal by J. Butler),,41,36
178,2,4:00.0,,D. Wade misses 3-pt jump shot from 25 ft,41,36
179,2,4:00.0,Defensive rebound by Team,,41,36
180,2,4:00.0,S. Curry enters the game for K. Thompson,,41,36
181,2,4:00.0,D. Green enters the game for D. West,,41,36
182,2,3:46.0,Turnover by M. Barnes (lost ball; steal by P. Zipser),,41,36
183,2,3:41.0,,Personal foul by D. Green (drawn by J. Butler),41,36
184,2,3:32.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by J. Butler),41,39
185,2,3:13.0,S. Curry makes 3-pt jump shot from 23 ft (assist by P. McCaw),,44,39
186,2,2:55.0,,P. Zipser makes 2-pt layup from 2 ft (assist by D. Wade),44,41
187,2,2:38.0,S. Curry makes 2-pt layup from 1 ft,,46,41
188,2,2:19.0,,Offensive foul by C. Felício (drawn by S. Livingston),46,41
189,2,2:19.0,,Turnover by C. Felício (offensive foul),46,41
190,2,2:19.0,Golden State full timeout,,46,41
191,2,2:19.0,K. Thompson enters the game for S. Livingston,,46,41
192,2,2:19.0,A. Iguodala enters the game for M. Barnes,,46,41
193,2,2:19.0,,D. Valentine enters the game for D. Wade,46,41
194,2,2:19.0,,C. Payne enters the game for P. Zipser,46,41
195,2,2:08.0,S. Curry misses 3-pt jump shot from 25 ft,,46,41
196,2,2:07.0,,Defensive rebound by C. Felício,46,41
197,2,1:47.0,,J. Butler makes 2-pt jump shot from 8 ft,46,43
198,2,1:37.0,D. Green makes 3-pt jump shot from 24 ft (assist by S. Curry),,49,43
199,2,1:23.0,,Personal foul by S. Curry (drawn by J. Butler),49,43
200,2,1:15.0,,J. Butler makes 2-pt layup from 1 ft,49,45
201,2,1:01.0,Shooting foul by D. Valentine (drawn by P. McCaw),,49,45
202,2,1:01.0,P. McCaw makes free throw 1 of 2,,50,45
203,2,1:01.0,P. McCaw makes free throw 2 of 2,,51,45
204,2,0:48.0,,Personal foul by K. Thompson (drawn by J. Butler),51,45
205,2,0:48.0,,J. Butler makes free throw 1 of 2,51,46
206,2,0:48.0,,J. Butler makes free throw 2 of 2,51,47
207,2,0:35.0,K. Thompson misses 2-pt layup from 2 ft (block by J. Butler),,51,47
208,2,0:35.0,Offensive rebound by Team,,51,47
209,2,0:35.0,,Violation by C. Payne (kicked ball),51,47
210,2,0:23.0,A. Iguodala misses 3-pt jump shot from 26 ft,,51,47
211,2,0:22.0,,Defensive rebound by C. Felício,51,47
212,2,0:04.0,,J. Butler misses 2-pt jump shot from 15 ft,51,47
213,2,0:03.0,Defensive rebound by S. Curry,,51,47
214,2,0:00.0,S. Curry misses 3-pt jump shot from 39 ft,,51,47
215,2,0:00.0,Offensive rebound by Team,,51,47
216,3,11:41.0,Turnover by S. Curry (bad pass; steal by J. Butler),,51,47
217,3,11:38.0,,J. Butler makes 2-pt layup from 1 ft,51,49
218,3,11:22.0,S. Curry misses 2-pt layup from 3 ft,,51,49
219,3,11:20.0,Offensive rebound by Z. Pachulia,,51,49
220,3,11:20.0,Z. Pachulia makes 2-pt layup from 1 ft,,53,49
221,3,11:04.0,,R. Lopez misses 2-pt hook shot from 12 ft,53,49
222,3,11:03.0,Defensive rebound by P. McCaw,,53,49
223,3,10:57.0,K. Thompson misses 3-pt jump shot from 25 ft,,53,49
224,3,10:56.0,,Defensive rebound by R. Lopez,53,49
225,3,10:48.0,,D. Wade makes 2-pt jump shot from 18 ft,53,51
226,3,10:34.0,Z. Pachulia makes 2-pt layup from 2 ft,,55,51
227,3,10:09.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by J. Butler),55,53
228,3,9:50.0,Turnover by K. Thompson (bad pass; steal by D. Wade),,55,53
229,3,9:47.0,,Shooting foul by D. Green (drawn by D. Wade),55,53
230,3,9:47.0,,D. Wade makes free throw 1 of 2,55,54
231,3,9:47.0,,D. Wade misses free throw 2 of 2,55,54
232,3,9:45.0,Defensive rebound by Z. Pachulia,,55,54
233,3,9:36.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. McCaw),,58,54
234,3,9:20.0,,Shooting foul by S. Curry (drawn by J. Butler),58,54
235,3,9:20.0,,J. Butler makes free throw 1 of 2,58,55
236,3,9:20.0,,J. Butler makes free throw 2 of 2,58,56
237,3,9:08.0,K. Thompson misses 2-pt layup from 2 ft (block by B. Portis),,58,56
238,3,9:07.0,,Defensive rebound by J. Butler,58,56
239,3,8:59.0,,J. Butler misses 2-pt layup from 2 ft,58,56
240,3,8:59.0,,Offensive rebound by Team,58,56
241,3,8:44.0,,D. Wade misses 2-pt jump shot from 19 ft,58,56
242,3,8:43.0,Defensive rebound by P. McCaw,,58,56
243,3,8:35.0,D. Green misses 3-pt jump shot from 27 ft,,58,56
244,3,8:34.0,,Defensive rebound by J. Grant,58,56
245,3,8:25.0,,J. Grant makes 3-pt jump shot from 25 ft,58,59
246,3,8:25.0,Golden State full timeout,,58,59
247,3,8:11.0,Z. Pachulia misses 2-pt jump shot from 19 ft,,58,59
248,3,8:10.0,,Defensive rebound by B. Portis,58,59
249,3,7:48.0,,J. Butler misses 2-pt jump shot from 20 ft,58,59
250,3,7:47.0,Defensive rebound by Z. Pachulia,,58,59
251,3,7:39.0,S. Curry misses 2-pt jump shot from 21 ft,,58,59
252,3,7:38.0,,Defensive rebound by J. Butler,58,59
253,3,7:27.0,,D. Wade misses 2-pt layup from 3 ft,58,59
254,3,7:27.0,Defensive rebound by Team,,58,59
255,3,7:27.0,,Loose ball foul by B. Portis (drawn by Z. Pachulia),58,59
256,3,7:14.0,Turnover by D. Green (bad pass; steal by J. Butler),,58,59
257,3,7:07.0,,B. Portis misses 3-pt jump shot from 22 ft (block by D. Green),58,59
258,3,7:06.0,,Offensive rebound by B. Portis,58,59
259,3,7:03.0,,B. Portis misses 2-pt jump shot from 11 ft,58,59
260,3,7:02.0,Defensive rebound by K. Thompson,,58,59
261,3,6:57.0,D. Green makes 2-pt jump shot from 11 ft (assist by K. Thompson),,60,59
262,3,6:39.0,,Turnover by B. Portis (lost ball; steal by P. McCaw),60,59
263,3,6:32.0,K. Thompson misses 3-pt jump shot from 24 ft,,60,59
264,3,6:28.0,Offensive rebound by D. Green,,60,59
265,3,6:28.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,63,59
266,3,6:28.0,,Chicago full timeout,63,59
267,3,6:14.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Grant),63,61
268,3,5:55.0,K. Thompson misses 2-pt layup from 1 ft,,63,61
269,3,5:54.0,,Defensive rebound by B. Portis,63,61
270,3,5:39.0,,R. Lopez misses 2-pt jump shot from 19 ft,63,61
271,3,5:37.0,Defensive rebound by S. Curry,,63,61
272,3,5:33.0,P. McCaw makes 2-pt layup from 1 ft (assist by S. Curry),,65,61
273,3,5:13.0,,D. Wade makes 2-pt layup from 1 ft,65,63
274,3,5:02.0,Turnover by D. Green (bad pass),,65,63
275,3,5:02.0,,R. Rondo enters the game for J. Grant,65,63
276,3,4:39.0,,R. Lopez misses 2-pt jump shot from 7 ft (block by P. McCaw),65,63
277,3,4:39.0,,Offensive rebound by Team,65,63
278,3,4:39.0,A. Iguodala enters the game for D. Green,,65,63
279,3,4:39.0,J. McGee enters the game for Z. Pachulia,,65,63
280,3,4:36.0,,B. Portis makes 2-pt jump shot from 6 ft (assist by R. Rondo),65,65
281,3,4:21.0,S. Curry misses 2-pt jump shot from 23 ft,,65,65
282,3,4:19.0,,Defensive rebound by J. Butler,65,65
283,3,4:13.0,,J. Butler makes 2-pt jump shot from 6 ft,65,67
284,3,3:59.0,J. McGee misses 2-pt layup from 3 ft,,65,67
285,3,3:58.0,,Defensive rebound by D. Wade,65,67
286,3,3:56.0,,Turnover by D. Wade (lost ball; steal by P. McCaw),65,67
287,3,3:53.0,Turnover by S. Curry (lost ball; steal by D. Wade),,65,67
288,3,3:33.0,,R. Lopez makes 2-pt jump shot from 21 ft (assist by D. Wade),65,69
289,3,3:33.0,Golden State full timeout,,65,69
290,3,3:33.0,,N. Mirotić enters the game for D. Wade,65,69
291,3,3:33.0,,D. Valentine enters the game for B. Portis,65,69
292,3,3:33.0,I. Clark enters the game for K. Thompson,,65,69
293,3,3:20.0,J. McGee misses 2-pt hook shot from 6 ft,,65,69
294,3,3:18.0,,Defensive rebound by N. Mirotić,65,69
295,3,3:04.0,,R. Rondo makes 2-pt layup from 2 ft,65,71
296,3,2:48.0,S. Curry makes 2-pt jump shot from 15 ft,,67,71
297,3,2:44.0,,Personal foul by S. Curry (drawn by R. Rondo),67,71
298,3,2:31.0,,R. Lopez misses 2-pt hook shot from 6 ft,67,71
299,3,2:29.0,Defensive rebound by P. McCaw,,67,71
300,3,2:17.0,J. McGee makes 2-pt layup from 2 ft,,69,71
301,3,1:59.0,,R. Rondo makes 2-pt layup from 2 ft (assist by J. Butler),69,73
302,3,1:48.0,Turnover by S. Curry (bad pass),,69,73
303,3,1:48.0,D. Green enters the game for P. McCaw,,69,73
304,3,1:30.0,,R. Lopez misses 2-pt jump shot from 19 ft,69,73
305,3,1:29.0,Defensive rebound by A. Iguodala,,69,73
306,3,1:25.0,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),,71,73
307,3,1:05.0,,Shooting foul by S. Curry (drawn by R. Rondo),71,73
308,3,1:05.0,,R. Rondo makes free throw 1 of 2,71,74
309,3,1:05.0,S. Livingston enters the game for S. Curry,,71,74
310,3,1:05.0,,P. Zipser enters the game for J. Butler,71,74
311,3,1:05.0,,R. Rondo makes free throw 2 of 2,71,75
312,3,0:45.0,I. Clark misses 2-pt layup from 1 ft (block by R. Lopez),,71,75
313,3,0:43.0,,Defensive rebound by R. Rondo,71,75
314,3,0:41.0,,R. Rondo makes 2-pt layup from 2 ft,71,77
315,3,0:41.0,,Shooting foul by S. Livingston (drawn by R. Rondo),71,77
316,3,0:41.0,,R. Rondo misses free throw 1 of 1,71,77
317,3,0:37.0,,Offensive rebound by R. Lopez,71,77
318,3,0:37.0,,R. Lopez misses 2-pt layup from 2 ft,71,77
319,3,0:36.0,Defensive rebound by D. Green,,71,77
320,3,0:34.0,Shooting foul by P. Zipser (drawn by A. Iguodala),,71,77
321,3,0:34.0,A. Iguodala makes free throw 1 of 2,,72,77
322,3,0:34.0,A. Iguodala makes free throw 2 of 2,,73,77
323,3,0:16.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by R. Rondo),73,79
324,4,11:47.0,,Turnover by R. Rondo (bad pass),73,79
325,4,11:31.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. West),,75,79
326,4,11:15.0,,R. Rondo misses 2-pt jump shot from 15 ft,75,79
327,4,11:15.0,,Offensive rebound by D. Valentine,75,79
328,4,11:15.0,,D. Valentine misses 3-pt jump shot from 24 ft,75,79
329,4,11:13.0,Defensive rebound by Team,,75,79
330,4,11:13.0,,Loose ball foul by P. Zipser (drawn by D. West),75,79
331,4,11:05.0,Shooting foul by P. Zipser (drawn by K. Thompson),,75,79
332,4,11:05.0,K. Thompson makes free throw 1 of 2,,76,79
333,4,11:05.0,K. Thompson makes free throw 2 of 2,,77,79
334,4,10:54.0,,N. Mirotić misses 3-pt jump shot from 25 ft,77,79
335,4,10:54.0,,Offensive rebound by Team,77,79
336,4,10:54.0,Loose ball foul by A. Iguodala (drawn by C. Felício),,77,79
337,4,10:54.0,,D. Wade enters the game for D. Valentine,77,79
338,4,10:37.0,,D. Wade misses 2-pt jump shot from 20 ft,77,79
339,4,10:36.0,Defensive rebound by A. Iguodala,,77,79
340,4,10:17.0,A. Iguodala misses 3-pt jump shot from 23 ft,,77,79
341,4,10:16.0,Offensive rebound by D. West,,77,79
342,4,10:13.0,K. Thompson misses 3-pt jump shot from 25 ft,,77,79
343,4,10:08.0,,Defensive rebound by C. Felício,77,79
344,4,9:54.0,,N. Mirotić misses 3-pt jump shot from 24 ft (block by D. Green),77,79
345,4,9:53.0,,Offensive rebound by C. Felício,77,79
346,4,9:47.0,,R. Rondo misses 3-pt jump shot from 26 ft,77,79
347,4,9:46.0,Defensive rebound by A. Iguodala,,77,79
348,4,9:26.0,D. West misses 2-pt jump shot from 17 ft,,77,79
349,4,9:25.0,,Defensive rebound by R. Rondo,77,79
350,4,9:09.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by R. Rondo),77,82
351,4,8:45.0,K. Thompson misses 3-pt jump shot from 26 ft,,77,82
352,4,8:44.0,,Defensive rebound by C. Felício,77,82
353,4,8:33.0,,Offensive foul by C. Felício (drawn by S. Livingston),77,82
354,4,8:33.0,,Turnover by C. Felício (offensive foul),77,82
355,4,8:33.0,Golden State full timeout,,77,82
356,4,8:33.0,S. Curry enters the game for A. Iguodala,,77,82
357,4,8:33.0,,C. Payne enters the game for R. Rondo,77,82
358,4,8:07.0,S. Livingston misses 2-pt jump shot from 17 ft,,77,82
359,4,8:06.0,,Defensive rebound by P. Zipser,77,82
360,4,7:56.0,,D. Wade misses 3-pt jump shot from 25 ft,77,82
361,4,7:54.0,Defensive rebound by D. Green,,77,82
362,4,7:41.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,79,82
363,4,7:22.0,,C. Felício makes 2-pt dunk at rim (assist by N. Mirotić),79,84
364,4,7:11.0,S. Curry misses 3-pt jump shot from 27 ft,,79,84
365,4,7:11.0,,Defensive rebound by D. Wade,79,84
366,4,6:51.0,,Turnover by D. Wade (bad pass; steal by S. Livingston),79,84
367,4,6:46.0,S. Curry makes 2-pt layup from 1 ft (assist by S. Livingston),,81,84
368,4,6:25.0,,C. Payne misses 3-pt jump shot from 26 ft,81,84
369,4,6:24.0,Defensive rebound by D. Green,,81,84
370,4,6:08.0,S. Curry misses 2-pt jump shot from 6 ft (block by N. Mirotić),,81,84
371,4,6:05.0,Offensive rebound by S. Curry,,81,84
372,4,6:04.0,S. Curry makes 2-pt jump shot from 19 ft,,83,84
373,4,6:04.0,,Chicago full timeout,83,84
374,4,6:04.0,A. Iguodala enters the game for D. Green,,83,84
375,4,6:04.0,M. Barnes enters the game for K. Thompson,,83,84
376,4,6:04.0,,J. Butler enters the game for N. Mirotić,83,84
377,4,6:04.0,,Turnover by C. Payne (lost ball; steal by S. Curry),83,84
378,4,5:43.0,D. West makes 2-pt layup from 3 ft,,85,84
379,4,4:56.0,,Turnover by Team (shot clock),85,84
380,4,4:56.0,,B. Portis enters the game for C. Payne,85,84
381,4,4:44.0,S. Curry misses 3-pt jump shot from 25 ft,,85,84
382,4,4:43.0,,Defensive rebound by D. Wade,85,84
383,4,4:32.0,,B. Portis misses 3-pt jump shot from 23 ft,85,84
384,4,4:31.0,Defensive rebound by D. West,,85,84
385,4,4:21.0,Turnover by D. West (bad pass),,85,84
386,4,3:59.0,,D. Wade misses 2-pt jump shot from 24 ft (block by S. Livingston),85,84
387,4,3:56.0,Defensive rebound by D. West,,85,84
388,4,3:36.0,D. West misses 2-pt layup from 2 ft,,85,84
389,4,3:35.0,,Defensive rebound by P. Zipser,85,84
390,4,3:33.0,,Personal foul by D. West (drawn by P. Zipser),85,84
