,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
387,4,3:00.0,,B. Rush misses 3-pt jump shot from 23 ft,109,106
388,4,2:59.0,Defensive rebound by Team,,109,106
389,4,2:59.0,,Loose ball foul by K. Towns (drawn by L. James),109,106
390,4,2:59.0,Cleveland full timeout,,109,106
391,4,2:49.0,,Offensive charge foul by L. James (drawn by G. Dieng),109,106
392,4,2:49.0,Turnover by L. James (offensive foul),,109,106
393,4,2:27.0,,R. Rubio misses 3-pt jump shot from 25 ft,109,106
394,4,2:26.0,Defensive rebound by T. Thompson,,109,106
395,4,2:06.0,L. James makes 3-pt jump shot from 25 ft,,112,106
396,4,1:47.0,,A. Wiggins misses 2-pt jump shot from 21 ft,112,106
397,4,1:46.0,,Offensive rebound by K. Towns,112,106
398,4,1:42.0,,Turnover by K. Towns (bad pass; steal by D. Williams),112,106
399,4,1:39.0,D. Williams makes 2-pt layup from 1 ft,,114,106
400,4,1:39.0,,Minnesota full timeout,114,106
401,4,1:32.0,,Turnover by R. Rubio (bad pass; steal by K. Irving),114,106
402,4,1:29.0,Personal foul by R. Rubio (drawn by L. James),,114,106
403,4,1:11.0,K. Irving misses 2-pt jump shot from 21 ft,,114,106
404,4,1:10.0,,Defensive rebound by G. Dieng,114,106
405,4,0:51.0,,K. Towns misses 3-pt jump shot from 24 ft,114,106
406,4,0:50.0,Defensive rebound by K. Korver,,114,106
407,4,0:34.0,Turnover by L. James (bad pass; steal by R. Rubio),,114,106
408,4,0:30.0,,R. Rubio makes 2-pt layup from 1 ft,114,108
409,4,0:27.0,Cleveland full timeout,,114,108
410,4,0:27.0,C. Frye enters the game for T. Thompson,,114,108
411,4,0:19.0,L. James makes 2-pt layup from 2 ft (assist by K. Irving),,116,108
412,4,0:19.0,,Minnesota full timeout,116,108
413,4,0:19.0,T. Thompson enters the game for C. Frye,,116,108
414,4,0:19.0,I. Shumpert enters the game for K. Irving,,116,108
415,4,0:13.0,,A. Wiggins misses 3-pt jump shot from 25 ft,116,108
416,4,0:12.0,Defensive rebound by D. Williams,,116,108
