,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
63,1,4:58.0,B. Marjanović enters the game for A. Drummond,,12,19
64,1,4:53.0,Offensive charge foul by M. Harrell (drawn by I. Smith),,12,19
65,1,4:53.0,,Turnover by M. Harrell (offensive foul),12,19
66,1,4:46.0,I. Smith misses 2-pt jump shot from 14 ft,,12,19
67,1,4:43.0,Offensive rebound by Team,,12,19
68,1,4:43.0,Personal foul by T. Ariza (drawn by B. Marjanović),,12,19
69,1,4:36.0,M. Morris misses 3-pt jump shot from 24 ft,,12,19
70,1,4:34.0,,Defensive rebound by E. Gordon,12,19
71,1,4:10.0,,M. Harrell misses 2-pt jump shot from 18 ft,12,19
72,1,4:10.0,,Offensive rebound by Team,12,19
73,1,4:10.0,,Turnover by Team (shot clock),12,19
74,1,4:00.0,Turnover by K. Caldwell-Pope (bad pass; steal by T. Ariza),,12,19
75,1,3:57.0,,Shooting foul by K. Caldwell-Pope (drawn by T. Ariza),12,19
76,1,3:57.0,,T. Ariza makes free throw 1 of 2,12,20
77,1,3:57.0,,T. Ariza makes free throw 2 of 2,12,21
78,1,3:49.0,I. Smith makes 2-pt layup from 1 ft (assist by B. Marjanović),,14,21
79,1,3:32.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by T. Ariza),14,24
80,1,3:05.0,B. Marjanović misses 2-pt hook shot from 10 ft,,14,24
81,1,3:04.0,Offensive rebound by K. Caldwell-Pope,,14,24
82,1,3:04.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,16,24
83,1,2:52.0,,E. Gordon misses 3-pt jump shot from 26 ft,16,24
84,1,2:51.0,Defensive rebound by I. Smith,,16,24
85,1,2:45.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,16,24
86,1,2:44.0,,Defensive rebound by L. Williams,16,24
87,1,2:36.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Ariza),16,27
88,1,2:27.0,Detroit full timeout,,16,27
89,1,2:27.0,,Houston full timeout,16,27
90,1,2:27.0,S. Johnson enters the game for M. Morris,,16,27
91,1,2:27.0,B. Udrih enters the game for I. Smith,,16,27
92,1,2:16.0,B. Marjanović makes 2-pt hook shot from 9 ft (assist by K. Caldwell-Pope),,18,27
93,1,2:03.0,,J. Harden misses 3-pt jump shot from 26 ft,18,27
94,1,2:02.0,Defensive rebound by B. Marjanović,,18,27
95,1,1:53.0,B. Marjanović makes 2-pt jump shot from 3 ft (assist by B. Udrih),,20,27
96,1,1:41.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by J. Harden),20,30
97,1,1:19.0,B. Marjanović makes 2-pt jump shot from 10 ft,,22,30
98,1,1:09.0,,Turnover by E. Gordon (bad pass; steal by B. Udrih),22,30
99,1,0:59.0,B. Marjanović makes 2-pt hook shot from 8 ft (assist by K. Caldwell-Pope),,24,30
100,1,0:44.0,,Turnover by M. Harrell (lost ball),24,30
101,1,0:34.0,B. Marjanović misses 2-pt jump shot from 14 ft,,24,30
102,1,0:33.0,,Defensive rebound by E. Gordon,24,30
103,1,0:27.0,,J. Harden misses 3-pt jump shot from 26 ft,24,30
104,1,0:26.0,Defensive rebound by B. Marjanović,,24,30
105,1,0:07.0,B. Udrih misses 2-pt jump shot from 20 ft,,24,30
106,1,0:05.0,,Defensive rebound by E. Gordon,24,30
107,2,11:50.0,S. Johnson misses 2-pt jump shot from 19 ft,,24,30
108,2,11:49.0,,Defensive rebound by L. Williams,24,30
109,2,11:41.0,,Shooting foul by A. Drummond (drawn by M. Harrell),24,30
110,2,11:41.0,,M. Harrell misses free throw 1 of 2,24,30
111,2,11:41.0,,Offensive rebound by Team,24,30
112,2,11:41.0,,M. Harrell makes free throw 2 of 2,24,31
113,2,11:29.0,B. Udrih misses 2-pt jump shot from 5 ft (block by M. Harrell),,24,31
114,2,11:27.0,,Defensive rebound by R. Anderson,24,31
115,2,11:24.0,,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),24,33
116,2,11:12.0,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Udrih),,27,33
117,2,10:56.0,,L. Williams misses 3-pt jump shot from 24 ft,27,33
118,2,10:53.0,Defensive rebound by S. Johnson,,27,33
119,2,10:43.0,A. Drummond misses 2-pt hook shot from 8 ft,,27,33
120,2,10:42.0,,Defensive rebound by P. Beverley,27,33
121,2,10:33.0,,E. Gordon misses 3-pt jump shot from 24 ft,27,33
122,2,10:33.0,Defensive rebound by Team,,27,33
123,2,10:22.0,T. Harris misses 2-pt jump shot from 16 ft,,27,33
124,2,10:21.0,,Defensive rebound by P. Beverley,27,33
125,2,10:07.0,,Shooting foul by A. Drummond (drawn by P. Beverley),27,33
126,2,10:07.0,,P. Beverley makes free throw 1 of 2,27,34
127,2,10:07.0,,P. Beverley misses free throw 2 of 2,27,34
128,2,10:07.0,Defensive rebound by B. Marjanović,,27,34
129,2,10:07.0,B. Marjanović enters the game for A. Drummond,,27,34
130,2,9:43.0,S. Johnson makes 3-pt jump shot from 27 ft (assist by R. Bullock),,30,34
131,2,9:29.0,,L. Williams misses 2-pt jump shot from 19 ft,30,34
132,2,9:28.0,Defensive rebound by Team,,30,34
133,2,9:10.0,T. Harris makes 2-pt jump shot from 6 ft (assist by R. Bullock),,32,34
134,2,8:46.0,,E. Gordon misses 2-pt layup from 2 ft,32,34
135,2,8:45.0,Defensive rebound by B. Marjanović,,32,34
136,2,8:39.0,B. Marjanović misses 2-pt jump shot from 3 ft (block by R. Anderson),,32,34
137,2,8:39.0,Offensive rebound by Team,,32,34
138,2,8:39.0,Official timeout,,32,34
139,2,8:36.0,R. Bullock misses 2-pt jump shot from 17 ft,,32,34
140,2,8:34.0,,Defensive rebound by M. Harrell,32,34
141,2,8:20.0,,P. Beverley misses 3-pt jump shot from 24 ft,32,34
142,2,8:19.0,Defensive rebound by T. Harris,,32,34
143,2,8:03.0,R. Bullock misses 2-pt layup from 4 ft (block by P. Beverley),,32,34
144,2,8:01.0,,Defensive rebound by P. Beverley,32,34
145,2,8:01.0,,Personal take foul by B. Marjanović (drawn by P. Beverley),32,34
146,2,7:41.0,,L. Williams misses 3-pt jump shot from 25 ft,32,34
147,2,7:40.0,Defensive rebound by T. Harris,,32,34
148,2,7:31.0,B. Udrih makes 2-pt jump shot from 6 ft,,34,34
149,2,7:18.0,,R. Anderson misses 3-pt jump shot from 29 ft,34,34
150,2,7:17.0,,Offensive rebound by P. Beverley,34,34
151,2,7:00.0,,L. Williams makes 2-pt jump shot from 10 ft,34,36
152,2,6:46.0,T. Harris makes 3-pt jump shot from 26 ft (assist by B. Udrih),,37,36
153,2,6:37.0,,E. Gordon misses 3-pt jump shot from 26 ft,37,36
154,2,6:36.0,Defensive rebound by S. Johnson,,37,36
155,2,6:22.0,B. Marjanović makes 2-pt layup from 3 ft (assist by R. Bullock),,39,36
156,2,6:14.0,,P. Beverley makes 3-pt jump shot from 25 ft,39,39
157,2,5:57.0,B. Udrih makes 2-pt jump shot from 15 ft,,41,39
158,2,5:57.0,,Houston full timeout,41,39
159,2,5:57.0,,J. Harden enters the game for R. Anderson,41,39
160,2,5:57.0,,N. Hilário enters the game for P. Beverley,41,39
161,2,5:57.0,,T. Ariza enters the game for L. Williams,41,39
162,2,5:57.0,,T. Williams enters the game for M. Harrell,41,39
163,2,5:41.0,,Shooting foul by S. Johnson (drawn by J. Harden),41,39
164,2,5:41.0,,J. Harden makes free throw 1 of 2,41,40
165,2,5:41.0,,J. Harden makes free throw 2 of 2,41,41
166,2,5:26.0,B. Marjanović makes 2-pt jump shot from 7 ft (assist by T. Harris),,43,41
167,2,5:00.0,,E. Gordon misses 3-pt jump shot from 24 ft,43,41
168,2,5:00.0,,Offensive rebound by Team,43,41
169,2,5:00.0,,Turnover by Team (shot clock),43,41
170,2,5:00.0,H. Ellenson enters the game for T. Harris,,43,41
171,2,5:00.0,I. Smith enters the game for B. Udrih,,43,41
172,2,4:47.0,B. Marjanović makes 2-pt jump shot from 10 ft,,45,41
173,2,4:47.0,Shooting foul by N. Hilário (drawn by B. Marjanović),,45,41
174,2,4:47.0,B. Marjanović makes free throw 1 of 1,,46,41
175,2,4:34.0,,E. Gordon makes 2-pt jump shot from 11 ft (assist by J. Harden),46,43
176,2,4:13.0,H. Ellenson makes 2-pt jump shot from 19 ft (assist by R. Bullock),,48,43
177,2,4:06.0,,Shooting foul by B. Marjanović (drawn by J. Harden),48,43
178,2,4:06.0,,J. Harden makes free throw 1 of 2,48,44
179,2,4:06.0,,P. Beverley enters the game for E. Gordon,48,44
180,2,4:06.0,,J. Harden makes free throw 2 of 2,48,45
181,2,3:48.0,H. Ellenson misses 2-pt jump shot from 12 ft (block by J. Harden),,48,45
182,2,3:46.0,,Defensive rebound by P. Beverley,48,45
183,2,3:43.0,,Shooting foul by R. Bullock (drawn by N. Hilário),48,45
184,2,3:43.0,,N. Hilário misses free throw 1 of 2,48,45
185,2,3:43.0,,Offensive rebound by Team,48,45
186,2,3:43.0,,N. Hilário misses free throw 2 of 2,48,45
187,2,3:43.0,Defensive rebound by H. Ellenson,,48,45
188,2,3:26.0,B. Marjanović misses 2-pt jump shot from 10 ft,,48,45
189,2,3:26.0,,Defensive rebound by P. Beverley,48,45
190,2,3:21.0,,N. Hilário makes 2-pt dunk at rim (assist by P. Beverley),48,47
191,2,3:12.0,Detroit full timeout,,48,47
192,2,3:03.0,S. Johnson misses 2-pt jump shot from 20 ft,,48,47
193,2,3:02.0,,Defensive rebound by T. Williams,48,47
194,2,2:52.0,,T. Williams makes 2-pt layup from 4 ft (assist by J. Harden),48,49
195,2,2:36.0,I. Smith misses 2-pt jump shot from 21 ft,,48,49
196,2,2:35.0,,Defensive rebound by T. Ariza,48,49
197,2,2:29.0,,J. Harden makes 3-pt jump shot from 26 ft,48,52
198,2,2:15.0,H. Ellenson misses 3-pt jump shot from 25 ft,,48,52
199,2,2:14.0,Offensive rebound by R. Bullock,,48,52
200,2,2:14.0,Personal foul by T. Williams (drawn by R. Bullock),,48,52
201,2,2:14.0,,Technical foul by P. Beverley,48,52
202,2,2:14.0,Technical foul by R. Bullock,,48,52
203,2,2:00.0,B. Marjanović makes 2-pt hook shot from 6 ft (assist by I. Smith),,50,52
204,2,1:43.0,,P. Beverley misses 3-pt jump shot from 25 ft,50,52
205,2,1:42.0,Defensive rebound by B. Marjanović,,50,52
206,2,1:36.0,,Offensive charge foul by S. Johnson (drawn by P. Beverley),50,52
207,2,1:36.0,Turnover by S. Johnson (offensive foul),,50,52
208,2,1:19.0,,J. Harden makes 2-pt jump shot from 12 ft,50,54
209,2,0:58.0,I. Smith misses 3-pt jump shot from 24 ft,,50,54
210,2,0:57.0,,Defensive rebound by J. Harden,50,54
211,2,0:50.0,,J. Harden misses 3-pt jump shot from 27 ft,50,54
212,2,0:50.0,Defensive rebound by H. Ellenson,,50,54
213,2,0:39.0,H. Ellenson makes 2-pt layup from 2 ft,,52,54
214,2,0:29.0,,T. Ariza misses 3-pt jump shot from 26 ft,52,54
215,2,0:28.0,Defensive rebound by H. Ellenson,,52,54
216,2,0:05.0,H. Ellenson misses 3-pt jump shot from 24 ft,,52,54
217,2,0:04.0,Offensive rebound by R. Bullock,,52,54
218,2,0:00.0,R. Bullock misses 2-pt jump shot from 11 ft,,52,54
219,2,0:00.0,,Defensive rebound by J. Harden,52,54
220,3,11:44.0,M. Morris misses 2-pt jump shot from 16 ft,,52,54
221,3,11:41.0,,Defensive rebound by P. Beverley,52,54
222,3,11:30.0,,Personal foul by I. Smith (drawn by T. Williams),52,54
223,3,11:26.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by M. Harrell),52,57
224,3,11:07.0,I. Smith misses 2-pt jump shot from 5 ft (block by M. Harrell),,52,57
225,3,11:05.0,,Defensive rebound by P. Beverley,52,57
226,3,11:01.0,,J. Harden misses 3-pt jump shot from 25 ft,52,57
227,3,10:59.0,Defensive rebound by I. Smith,,52,57
228,3,10:55.0,I. Smith makes 2-pt layup from 1 ft,,54,57
229,3,10:43.0,,T. Williams misses 3-pt jump shot from 24 ft,54,57
230,3,10:42.0,Defensive rebound by A. Drummond,,54,57
231,3,10:37.0,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,,54,57
232,3,10:34.0,Offensive rebound by H. Ellenson,,54,57
233,3,10:32.0,Turnover by H. Ellenson (bad pass; steal by T. Williams),,54,57
234,3,10:22.0,,T. Ariza misses 3-pt jump shot from 24 ft,54,57
235,3,10:21.0,,Offensive rebound by P. Beverley,54,57
236,3,10:05.0,,Shooting foul by H. Ellenson (drawn by M. Harrell),54,57
237,3,10:05.0,,M. Harrell makes free throw 1 of 2,54,58
238,3,10:05.0,,M. Harrell makes free throw 2 of 2,54,59
239,3,9:58.0,I. Smith makes 2-pt jump shot from 17 ft (assist by A. Drummond),,56,59
240,3,9:30.0,,T. Williams misses 2-pt layup from 3 ft,56,59
241,3,9:28.0,Defensive rebound by H. Ellenson,,56,59
242,3,9:13.0,I. Smith makes 2-pt jump shot from 12 ft (assist by M. Morris),,58,59
243,3,9:07.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),58,61
244,3,9:06.0,Detroit full timeout,,58,61
245,3,8:51.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,58,61
246,3,8:50.0,,Defensive rebound by T. Ariza,58,61
247,3,8:43.0,,Shooting foul by I. Smith (drawn by P. Beverley),58,61
248,3,8:43.0,,P. Beverley makes free throw 1 of 2,58,62
249,3,8:43.0,,P. Beverley makes free throw 2 of 2,58,63
250,3,8:27.0,H. Ellenson misses 3-pt jump shot from 26 ft,,58,63
251,3,8:26.0,Offensive rebound by A. Drummond,,58,63
252,3,8:26.0,Personal foul by M. Harrell (drawn by A. Drummond),,58,63
253,3,8:14.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by I. Smith),,61,63
254,3,8:13.0,Violation by Team (jump ball),,61,63
255,3,7:53.0,,Turnover by T. Ariza (lost ball; steal by K. Caldwell-Pope),61,63
256,3,7:43.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,61,63
257,3,7:42.0,,Defensive rebound by P. Beverley,61,63
258,3,7:36.0,,T. Ariza misses 3-pt jump shot from 25 ft,61,63
259,3,7:34.0,,Offensive rebound by T. Williams,61,63
260,3,7:29.0,,Turnover by T. Williams (bad pass),61,63
261,3,7:29.0,,Houston full timeout,61,63
262,3,7:20.0,A. Drummond misses 2-pt jump shot from 7 ft,,61,63
263,3,7:20.0,Offensive rebound by A. Drummond,,61,63
264,3,7:20.0,Shooting foul by P. Beverley (drawn by A. Drummond),,61,63
265,3,7:20.0,A. Drummond misses free throw 1 of 2,,61,63
266,3,7:20.0,Offensive rebound by Team,,61,63
267,3,7:20.0,A. Drummond misses free throw 2 of 2,,61,63
268,3,7:20.0,,Defensive rebound by T. Ariza,61,63
269,3,7:00.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by M. Harrell),61,66
270,3,6:47.0,A. Drummond misses 2-pt dunk at rim,,61,66
271,3,6:46.0,,Defensive rebound by T. Ariza,61,66
272,3,6:40.0,,T. Williams misses 3-pt jump shot from 25 ft,61,66
273,3,6:38.0,Defensive rebound by H. Ellenson,,61,66
274,3,6:22.0,A. Drummond misses 2-pt hook shot from 10 ft,,61,66
275,3,6:22.0,Offensive rebound by Team,,61,66
276,3,6:22.0,Personal foul by T. Williams (drawn by M. Morris),,61,66
277,3,6:22.0,,L. Williams enters the game for P. Beverley,61,66
278,3,6:22.0,,E. Gordon enters the game for T. Williams,61,66
279,3,6:11.0,I. Smith misses 2-pt jump shot from 20 ft,,61,66
280,3,6:09.0,,Defensive rebound by T. Ariza,61,66
281,3,6:02.0,,J. Harden makes 3-pt jump shot from 25 ft,61,69
282,3,5:48.0,H. Ellenson misses 3-pt jump shot from 26 ft,,61,69
283,3,5:46.0,Offensive rebound by I. Smith,,61,69
284,3,5:43.0,I. Smith misses 2-pt jump shot from 5 ft,,61,69
285,3,5:41.0,Offensive rebound by A. Drummond,,61,69
286,3,5:40.0,A. Drummond makes 2-pt layup from 2 ft,,63,69
287,3,5:34.0,,E. Gordon misses 3-pt jump shot from 25 ft,63,69
288,3,5:33.0,Defensive rebound by A. Drummond,,63,69
289,3,5:28.0,Turnover by I. Smith (step out of bounds),,63,69
290,3,5:28.0,T. Harris enters the game for M. Morris,,63,69
291,3,5:28.0,S. Johnson enters the game for H. Ellenson,,63,69
292,3,5:28.0,B. Marjanović enters the game for A. Drummond,,63,69
293,3,5:14.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),63,71
294,3,4:51.0,I. Smith makes 2-pt layup from 5 ft,,65,71
295,3,4:38.0,,E. Gordon misses 3-pt jump shot from 24 ft,65,71
296,3,4:37.0,,Offensive rebound by J. Harden,65,71
297,3,4:34.0,,J. Harden misses 2-pt layup from 2 ft,65,71
298,3,4:33.0,,Offensive rebound by J. Harden,65,71
299,3,4:26.0,,J. Harden makes 2-pt layup from 1 ft,65,73
300,3,4:03.0,Shooting foul by M. Harrell (drawn by B. Marjanović),,65,73
301,3,4:03.0,B. Marjanović misses free throw 1 of 2,,65,73
302,3,4:03.0,Offensive rebound by Team,,65,73
303,3,4:03.0,,C. Onuaku enters the game for M. Harrell,65,73
304,3,4:03.0,B. Marjanović makes free throw 2 of 2,,66,73
305,3,3:54.0,,J. Harden makes 3-pt jump shot from 26 ft,66,76
306,3,3:35.0,T. Harris misses 2-pt jump shot from 19 ft,,66,76
307,3,3:34.0,,Defensive rebound by J. Harden,66,76
308,3,3:21.0,,T. Ariza misses 3-pt jump shot from 24 ft,66,76
309,3,3:20.0,Defensive rebound by S. Johnson,,66,76
310,3,3:09.0,T. Harris makes 2-pt jump shot from 9 ft,,68,76
311,3,2:48.0,,J. Harden misses 2-pt jump shot from 15 ft,68,76
312,3,2:47.0,Defensive rebound by B. Marjanović,,68,76
313,3,2:43.0,I. Smith makes 2-pt layup from 2 ft (assist by B. Marjanović),,70,76
314,3,2:33.0,,C. Onuaku misses 2-pt jump shot from 6 ft,70,76
315,3,2:33.0,,Offensive rebound by Team,70,76
316,3,2:33.0,B. Udrih enters the game for I. Smith,,70,76
317,3,2:27.0,,J. Harden misses 3-pt jump shot from 25 ft,70,76
318,3,2:26.0,Defensive rebound by B. Marjanović,,70,76
319,3,2:16.0,T. Harris makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,73,76
320,3,2:04.0,,Shooting foul by B. Udrih (drawn by L. Williams),73,76
321,3,2:04.0,,L. Williams makes free throw 1 of 3,73,77
322,3,2:04.0,,L. Williams makes free throw 2 of 3,73,78
323,3,2:04.0,,T. Williams enters the game for T. Ariza,73,78
324,3,2:04.0,,L. Williams makes free throw 3 of 3,73,79
325,3,1:54.0,T. Harris misses 3-pt jump shot from 26 ft,,73,79
326,3,1:53.0,Offensive rebound by B. Udrih,,73,79
327,3,1:41.0,S. Johnson misses 3-pt jump shot from 26 ft,,73,79
328,3,1:40.0,,Defensive rebound by E. Gordon,73,79
329,3,1:35.0,,L. Williams makes 2-pt layup from 1 ft (assist by J. Harden),73,81
330,3,1:35.0,Detroit full timeout,,73,81
331,3,1:21.0,T. Harris misses 2-pt jump shot from 6 ft,,73,81
332,3,1:20.0,,Defensive rebound by J. Harden,73,81
333,3,1:14.0,,T. Williams makes 2-pt layup from 2 ft (assist by J. Harden),73,83
334,3,1:01.0,Turnover by B. Udrih (bad pass; steal by C. Onuaku),,73,83
335,3,1:01.0,,Personal foul by B. Udrih (drawn by L. Williams),73,83
336,3,1:01.0,,L. Williams makes free throw 1 of 2,73,84
337,3,1:01.0,R. Bullock enters the game for K. Caldwell-Pope,,73,84
338,3,1:01.0,,L. Williams makes free throw 2 of 2,73,85
339,3,0:43.0,B. Udrih misses 2-pt layup from 3 ft (block by C. Onuaku),,73,85
340,3,0:43.0,Offensive rebound by Team,,73,85
341,3,0:39.0,Shooting foul by J. Harden (drawn by T. Harris),,73,85
342,3,0:39.0,T. Harris makes free throw 1 of 2,,74,85
343,3,0:39.0,T. Harris makes free throw 2 of 2,,75,85
344,3,0:27.0,,Turnover by C. Onuaku (bad pass; steal by T. Harris),75,85
345,3,0:08.0,B. Udrih misses 2-pt jump shot from 20 ft,,75,85
346,3,0:08.0,,Defensive rebound by Team,75,85
347,3,0:01.0,,J. Harden makes 2-pt layup from 2 ft,75,87
348,4,11:47.0,,Def 3 sec tech foul by A. Drummond,75,87
349,4,11:47.0,,P. Beverley misses technical free throw,75,87
350,4,11:47.0,,Offensive rebound by Team,75,87
351,4,11:45.0,,Turnover by E. Gordon (bad pass; steal by A. Drummond),75,87
352,4,11:38.0,A. Drummond misses 2-pt hook shot from 5 ft,,75,87
353,4,11:38.0,Offensive rebound by T. Harris,,75,87
354,4,11:38.0,T. Harris misses 2-pt layup from 1 ft,,75,87
355,4,11:36.0,Offensive rebound by S. Johnson,,75,87
356,4,11:30.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by S. Johnson),,78,87
357,4,11:22.0,,Turnover by L. Williams (lost ball),78,87
358,4,11:12.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by B. Udrih),,81,87
359,4,10:58.0,,E. Gordon makes 2-pt jump shot from 10 ft (assist by C. Onuaku),81,89
360,4,10:43.0,B. Udrih misses 2-pt jump shot from 16 ft,,81,89
361,4,10:42.0,Offensive rebound by A. Drummond,,81,89
362,4,10:30.0,T. Harris misses 2-pt jump shot from 21 ft,,81,89
363,4,10:29.0,,Defensive rebound by P. Beverley,81,89
364,4,10:09.0,,L. Williams makes 2-pt jump shot from 10 ft (assist by P. Beverley),81,91
365,4,9:53.0,R. Bullock misses 3-pt jump shot from 24 ft,,81,91
366,4,9:51.0,,Defensive rebound by P. Beverley,81,91
367,4,9:43.0,,C. Onuaku makes 2-pt dunk at rim (assist by P. Beverley),81,93
368,4,9:43.0,Detroit full timeout,,81,93
369,4,9:19.0,S. Johnson makes 2-pt jump shot from 13 ft (assist by T. Harris),,83,93
370,4,9:09.0,,Turnover by C. Onuaku (traveling),83,93
371,4,8:56.0,T. Harris misses 2-pt jump shot from 11 ft,,83,93
372,4,8:55.0,Offensive rebound by A. Drummond,,83,93
373,4,8:55.0,A. Drummond makes 2-pt layup from 1 ft,,85,93
374,4,8:45.0,,E. Gordon misses 3-pt jump shot from 26 ft,85,93
375,4,8:44.0,Defensive rebound by R. Bullock,,85,93
376,4,8:35.0,Turnover by A. Drummond (bad pass),,85,93
377,4,8:25.0,,Personal foul by T. Harris (drawn by T. Williams),85,93
378,4,8:13.0,,L. Williams misses 3-pt jump shot from 26 ft,85,93
379,4,8:12.0,Defensive rebound by Team,,85,93
380,4,7:57.0,S. Johnson misses 2-pt jump shot from 19 ft,,85,93
381,4,7:56.0,Offensive rebound by T. Harris,,85,93
382,4,7:49.0,A. Drummond makes 2-pt dunk at rim (assist by S. Johnson),,87,93
383,4,7:36.0,,Def 3 sec tech foul by A. Drummond,87,93
384,4,7:36.0,,L. Williams makes technical free throw,87,94
385,4,7:36.0,,T. Ariza enters the game for L. Williams,87,94
