,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CLEVELAND_ACTION,PORTLAND_SCORE,CLEVELAND_SCORE
125,2,9:13.0,,Offensive rebound by Team,40,51
126,2,9:13.0,Loose ball foul by M. Leonard (drawn by C. Frye),,40,51
127,2,8:59.0,,J. McRae misses 2-pt layup from 1 ft,40,51
128,2,8:58.0,,Offensive rebound by J. McRae,40,51
129,2,8:58.0,,J. McRae misses 2-pt layup from 1 ft,40,51
130,2,8:57.0,Defensive rebound by M. Leonard,,40,51
131,2,8:47.0,C. McCollum makes 2-pt jump shot from 5 ft,,42,51
132,2,8:43.0,,L. James makes 2-pt layup at rim,42,53
133,2,8:43.0,,Shooting foul by C. McCollum (drawn by L. James),42,53
134,2,8:43.0,Official timeout,,42,53
135,2,8:43.0,,L. James makes free throw 1 of 1,42,54
136,2,8:24.0,Turnover by E. Turner (bad pass; steal by J. McRae),,42,54
137,2,8:00.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),42,57
138,2,7:47.0,E. Turner makes 2-pt jump shot from 13 ft,,44,57
139,2,7:31.0,M. Harkless enters the game for N. Vonleh,,44,57
140,2,7:19.0,,L. James misses 2-pt jump shot from 10 ft,44,57
141,2,7:18.0,Defensive rebound by A. Crabbe,,44,57
142,2,7:05.0,E. Turner makes 2-pt jump shot from 4 ft,,46,57
143,2,6:58.0,,J. Smith makes 3-pt jump shot from 26 ft,46,60
144,2,6:45.0,C. McCollum misses 2-pt jump shot from 16 ft,,46,60
145,2,6:43.0,,Defensive rebound by L. James,46,60
146,2,6:37.0,,L. James makes 2-pt layup at rim,46,62
147,2,6:37.0,Portland full timeout,,46,62
148,2,6:37.0,,K. Irving enters the game for J. McRae,46,62
149,2,6:21.0,M. Leonard misses 2-pt hook shot from 8 ft,,46,62
150,2,6:19.0,Offensive rebound by M. Leonard,,46,62
151,2,6:16.0,M. Leonard misses 2-pt layup from 2 ft,,46,62
152,2,6:15.0,,Defensive rebound by C. Frye,46,62
153,2,6:10.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),46,65
154,2,5:56.0,Personal foul by K. Irving (drawn by C. McCollum),,46,65
155,2,5:56.0,D. Lillard enters the game for A. Crabbe,,46,65
156,2,5:44.0,E. Turner misses 2-pt jump shot from 15 ft,,46,65
157,2,5:42.0,,Defensive rebound by C. Frye,46,65
158,2,5:36.0,,L. James misses 2-pt jump shot from 21 ft,46,65
159,2,5:34.0,Defensive rebound by M. Leonard,,46,65
160,2,5:33.0,Turnover by M. Leonard (traveling),,46,65
161,2,5:33.0,,K. Love enters the game for R. Jefferson,46,65
162,2,5:33.0,M. Plumlee enters the game for M. Leonard,,46,65
163,2,5:24.0,,J. Smith makes 2-pt layup from 1 ft (assist by L. James),46,67
164,2,5:23.0,Portland full timeout,,46,67
165,2,5:13.0,D. Lillard misses 2-pt jump shot from 17 ft,,46,67
166,2,5:13.0,,Defensive rebound by K. Love,46,67
167,2,5:07.0,,L. James misses 2-pt layup from 2 ft,46,67
168,2,5:05.0,Defensive rebound by D. Lillard,,46,67
169,2,5:03.0,Shooting block foul by K. Love (drawn by C. McCollum),,46,67
170,2,5:03.0,C. McCollum makes free throw 1 of 2,,47,67
171,2,5:03.0,C. McCollum makes free throw 2 of 2,,48,67
172,2,4:47.0,A. Crabbe enters the game for C. McCollum,,48,67
173,2,4:41.0,,Turnover by K. Irving (bad pass; steal by M. Harkless),48,67
174,2,4:24.0,E. Turner makes 3-pt jump shot from 26 ft,,51,67
175,2,4:09.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by K. Irving),51,70
176,2,3:54.0,E. Turner misses 3-pt jump shot from 24 ft,,51,70
177,2,3:54.0,,Defensive rebound by C. Frye,51,70
178,2,3:48.0,,Turnover by K. Irving (bad pass; steal by M. Harkless),51,70
179,2,3:27.0,D. Lillard makes 2-pt layup at rim,,53,70
180,2,3:21.0,,K. Irving makes 2-pt layup at rim,53,72
181,2,3:21.0,,Shooting foul by M. Harkless (drawn by K. Irving),53,72
182,2,3:21.0,,T. Thompson enters the game for C. Frye,53,72
183,2,3:21.0,,K. Irving makes free throw 1 of 1,53,73
184,2,3:06.0,A. Crabbe misses 2-pt jump shot from 8 ft,,53,73
185,2,3:05.0,,Defensive rebound by L. James,53,73
186,2,3:00.0,,K. Love misses 3-pt jump shot from 26 ft,53,73
187,2,2:59.0,Defensive rebound by M. Harkless,,53,73
188,2,2:46.0,E. Turner misses 2-pt jump shot from 10 ft,,53,73
189,2,2:45.0,,Defensive rebound by L. James,53,73
190,2,2:26.0,,L. James misses 2-pt layup from 1 ft,53,73
191,2,2:24.0,Defensive rebound by D. Lillard,,53,73
192,2,2:18.0,M. Harkless makes 3-pt jump shot from 23 ft (assist by E. Turner),,56,73
193,2,2:18.0,,Cleveland full timeout,56,73
194,2,2:05.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),56,76
195,2,1:43.0,M. Harkless misses 3-pt jump shot from 27 ft,,56,76
196,2,1:43.0,Offensive rebound by M. Plumlee,,56,76
197,2,1:37.0,M. Plumlee makes 2-pt layup from 1 ft,,58,76
198,2,1:24.0,,L. James makes 2-pt jump shot from 5 ft,58,78
199,2,1:24.0,,Shooting foul by D. Lillard (drawn by L. James),58,78
200,2,1:24.0,C. McCollum enters the game for A. Crabbe,,58,78
201,2,1:24.0,,L. James makes free throw 1 of 1,58,79
202,2,1:09.0,M. Plumlee misses 2-pt layup at rim (block by T. Thompson),,58,79
203,2,1:06.0,,Defensive rebound by T. Thompson,58,79
204,2,1:06.0,Violation by M. Plumlee (def goaltending),,58,79
205,2,1:06.0,,L. James makes 2-pt layup from 1 ft,58,81
206,2,0:54.0,C. McCollum makes 2-pt jump shot from 14 ft (assist by D. Lillard),,60,81
207,2,0:32.0,,L. James misses 2-pt jump shot from 15 ft,60,81
208,2,0:32.0,,Offensive rebound by Team,60,81
209,2,0:32.0,Loose ball foul by M. Harkless (drawn by T. Thompson),,60,81
210,2,0:32.0,,Technical foul by T. Thompson,60,81
211,2,0:32.0,Technical foul by M. Harkless,,60,81
212,2,0:32.0,,T. Thompson misses free throw 1 of 2,60,81
213,2,0:32.0,,Offensive rebound by Team,60,81
214,2,0:32.0,,T. Thompson misses free throw 2 of 2,60,81
215,2,0:32.0,,R. Jefferson enters the game for K. Love,60,81
216,2,0:32.0,M. Leonard enters the game for M. Harkless,,60,81
217,2,0:31.0,Defensive rebound by M. Plumlee,,60,81
218,2,0:20.0,Turnover by D. Lillard (bad pass; steal by L. James),,60,81
219,2,0:01.0,,Turnover by L. James (bad pass),60,81
220,3,11:40.0,M. Plumlee makes 2-pt jump shot from 14 ft (assist by D. Lillard),,62,81
221,3,11:17.0,,K. Love misses 2-pt jump shot from 6 ft (block by M. Harkless),62,81
222,3,11:16.0,,Offensive rebound by K. Love,62,81
223,3,11:14.0,,K. Love misses 2-pt jump shot from 17 ft,62,81
224,3,11:14.0,,Offensive rebound by Team,62,81
225,3,11:14.0,,Turnover by Team (shot clock),62,81
226,3,11:01.0,Def 3 sec tech foul by T. Thompson,,62,81
227,3,11:01.0,D. Lillard makes technical free throw,,63,81
228,3,10:54.0,D. Lillard makes 3-pt jump shot from 29 ft,,66,81
229,3,10:30.0,,L. James misses 3-pt jump shot from 26 ft,66,81
230,3,10:29.0,Defensive rebound by D. Lillard,,66,81
231,3,10:21.0,M. Harkless makes 2-pt jump shot from 11 ft (assist by D. Lillard),,68,81
232,3,10:21.0,,Cleveland full timeout,68,81
233,3,10:01.0,,K. Irving makes 2-pt jump shot from 10 ft,68,83
234,3,9:45.0,M. Harkless makes 2-pt layup from 2 ft (assist by M. Plumlee),,70,83
235,3,9:33.0,,K. Love misses 3-pt jump shot from 26 ft,70,83
236,3,9:32.0,Defensive rebound by D. Lillard,,70,83
237,3,9:26.0,C. McCollum makes 2-pt jump shot from 8 ft (assist by D. Lillard),,72,83
238,3,9:12.0,,K. Irving makes 2-pt jump shot from 8 ft,72,85
239,3,8:59.0,C. McCollum misses 2-pt jump shot from 9 ft,,72,85
240,3,8:57.0,,Defensive rebound by L. James,72,85
241,3,8:49.0,,K. Irving makes 2-pt jump shot from 15 ft,72,87
242,3,8:32.0,C. McCollum misses 2-pt jump shot from 15 ft,,72,87
243,3,8:31.0,,Defensive rebound by J. Smith,72,87
244,3,8:23.0,,K. Irving misses 3-pt jump shot from 28 ft,72,87
245,3,8:23.0,,Offensive rebound by K. Love,72,87
246,3,8:10.0,,L. James misses 2-pt jump shot from 14 ft,72,87
247,3,8:10.0,Defensive rebound by D. Lillard,,72,87
248,3,8:07.0,Shooting foul by J. Smith (drawn by M. Plumlee),,72,87
249,3,8:07.0,M. Plumlee makes free throw 1 of 2,,73,87
250,3,8:07.0,M. Plumlee misses free throw 2 of 2,,73,87
251,3,8:06.0,,Defensive rebound by L. James,73,87
252,3,7:53.0,,Personal foul by D. Lillard (drawn by K. Love),73,87
253,3,7:47.0,,Shooting foul by D. Lillard (drawn by K. Love),73,87
254,3,7:47.0,,K. Love makes free throw 1 of 2,73,88
255,3,7:47.0,,K. Love makes free throw 2 of 2,73,89
256,3,7:38.0,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),,75,89
257,3,7:21.0,,K. Love misses 2-pt hook shot from 6 ft,75,89
258,3,7:20.0,,Offensive rebound by T. Thompson,75,89
259,3,7:19.0,,T. Thompson makes 2-pt dunk at rim,75,91
260,3,7:02.0,M. Plumlee makes 2-pt jump shot from 9 ft (assist by D. Lillard),,77,91
261,3,6:53.0,,Shooting foul by M. Plumlee (drawn by T. Thompson),77,91
262,3,6:53.0,,T. Thompson misses free throw 1 of 2,77,91
263,3,6:53.0,,Offensive rebound by Team,77,91
264,3,6:53.0,,T. Thompson makes free throw 2 of 2,77,92
265,3,6:36.0,E. Turner misses 2-pt jump shot from 8 ft,,77,92
266,3,6:35.0,Offensive rebound by M. Harkless,,77,92
267,3,6:29.0,E. Turner makes 2-pt dunk at rim (assist by M. Harkless),,79,92
268,3,6:06.0,,T. Thompson makes 2-pt layup at rim (assist by K. Irving),79,94
269,3,5:56.0,D. Lillard misses 3-pt jump shot from 30 ft,,79,94
270,3,5:55.0,,Defensive rebound by L. James,79,94
271,3,5:44.0,,Turnover by J. Smith (bad pass; steal by M. Harkless),79,94
272,3,5:40.0,M. Harkless misses 2-pt layup from 2 ft,,79,94
273,3,5:40.0,Offensive rebound by M. Harkless,,79,94
274,3,5:40.0,Shooting foul by K. Irving (drawn by M. Harkless),,79,94
275,3,5:40.0,M. Harkless makes free throw 1 of 2,,80,94
276,3,5:40.0,M. Harkless makes free throw 2 of 2,,81,94
277,3,5:30.0,,K. Irving misses 3-pt jump shot from 23 ft,81,94
278,3,5:29.0,Defensive rebound by Team,,81,94
279,3,5:12.0,D. Lillard makes 2-pt layup from 2 ft,,83,94
280,3,4:55.0,,L. James makes 2-pt jump shot from 7 ft (assist by K. Irving),83,96
281,3,4:48.0,D. Lillard misses 3-pt jump shot from 26 ft,,83,96
282,3,4:48.0,Offensive rebound by Team,,83,96
283,3,4:48.0,,Loose ball foul by J. Smith (drawn by M. Plumlee),83,96
284,3,4:38.0,M. Harkless misses 3-pt jump shot from 23 ft,,83,96
285,3,4:37.0,,Defensive rebound by T. Thompson,83,96
286,3,4:19.0,,L. James makes 2-pt jump shot from 5 ft,83,98
287,3,4:19.0,Portland full timeout,,83,98
288,3,4:19.0,A. Crabbe enters the game for M. Plumlee,,83,98
289,3,4:19.0,E. Davis enters the game for C. McCollum,,83,98
290,3,4:04.0,M. Harkless misses 3-pt jump shot from 25 ft,,83,98
291,3,4:03.0,,Defensive rebound by T. Thompson,83,98
292,3,3:50.0,,Shooting foul by E. Davis (drawn by L. James),83,98
293,3,3:50.0,,L. James makes free throw 1 of 2,83,99
294,3,3:50.0,,I. Shumpert enters the game for J. Smith,83,99
295,3,3:50.0,,L. James makes free throw 2 of 2,83,100
296,3,3:34.0,D. Lillard makes 2-pt jump shot from 18 ft (assist by E. Turner),,85,100
297,3,3:24.0,,K. Irving misses 2-pt jump shot from 21 ft,85,100
298,3,3:24.0,Defensive rebound by D. Lillard,,85,100
299,3,3:11.0,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),,87,100
300,3,2:55.0,,Shooting foul by M. Harkless (drawn by K. Love),87,100
301,3,2:55.0,,K. Love makes free throw 1 of 2,87,101
302,3,2:55.0,N. Vonleh enters the game for M. Harkless,,87,101
303,3,2:55.0,,R. Jefferson enters the game for L. James,87,101
304,3,2:55.0,,K. Love makes free throw 2 of 2,87,102
305,3,2:39.0,D. Lillard misses 2-pt jump shot from 18 ft,,87,102
306,3,2:38.0,,Defensive rebound by K. Irving,87,102
307,3,2:16.0,,R. Jefferson makes 2-pt jump shot from 19 ft (assist by K. Love),87,104
308,3,1:56.0,N. Vonleh misses 3-pt jump shot from 27 ft,,87,104
309,3,1:56.0,,Defensive rebound by R. Jefferson,87,104
310,3,1:44.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by T. Thompson),87,107
311,3,1:26.0,D. Lillard makes 2-pt layup at rim,,89,107
312,3,1:06.0,,K. Love makes 2-pt layup from 2 ft (assist by I. Shumpert),89,109
313,3,0:50.0,E. Turner misses 2-pt jump shot from 5 ft,,89,109
314,3,0:50.0,Offensive rebound by Team,,89,109
315,3,0:50.0,C. McCollum enters the game for E. Turner,,89,109
316,3,0:47.0,Turnover by C. McCollum (lost ball; steal by K. Irving),,89,109
317,3,0:42.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by R. Jefferson),89,112
318,3,0:33.0,Shooting foul by I. Shumpert (drawn by D. Lillard),,89,112
319,3,0:33.0,,Technical foul by I. Shumpert,89,112
320,3,0:33.0,D. Lillard makes technical free throw,,90,112
321,3,0:33.0,D. Lillard makes free throw 1 of 2,,91,112
322,3,0:33.0,D. Lillard makes free throw 2 of 2,,92,112
323,3,0:15.0,,T. Thompson misses 2-pt layup from 2 ft,92,112
324,3,0:14.0,Defensive rebound by E. Davis,,92,112
325,3,0:02.0,D. Lillard misses 2-pt layup from 1 ft,,92,112
326,3,0:01.0,,Defensive rebound by K. Love,92,112
327,4,11:41.0,M. Harkless enters the game for N. Vonleh,,92,112
328,4,11:34.0,,L. James misses 2-pt jump shot from 17 ft,92,112
329,4,11:32.0,Defensive rebound by E. Davis,,92,112
330,4,11:20.0,M. Harkless misses 2-pt layup from 1 ft,,92,112
331,4,11:19.0,,Defensive rebound by J. McRae,92,112
332,4,11:13.0,,I. Shumpert misses 3-pt jump shot from 26 ft,92,112
333,4,11:10.0,Defensive rebound by A. Crabbe,,92,112
334,4,11:06.0,Personal foul by J. McRae (drawn by D. Lillard),,92,112
335,4,10:54.0,A. Crabbe misses 2-pt jump shot from 13 ft,,92,112
336,4,10:53.0,,Defensive rebound by J. McRae,92,112
337,4,10:50.0,,Turnover by I. Shumpert (step out of bounds),92,112
338,4,10:33.0,D. Lillard makes 3-pt jump shot from 33 ft,,95,112
339,4,10:14.0,,J. McRae misses 2-pt jump shot from 17 ft,95,112
340,4,10:14.0,,Offensive rebound by Team,95,112
341,4,10:14.0,Loose ball foul by C. McCollum (drawn by C. Frye),,95,112
342,4,10:03.0,,C. Frye misses 3-pt jump shot from 23 ft,95,112
343,4,10:01.0,Defensive rebound by A. Crabbe,,95,112
344,4,9:57.0,Shooting foul by I. Shumpert (drawn by D. Lillard),,95,112
345,4,9:57.0,D. Lillard makes free throw 1 of 2,,96,112
346,4,9:57.0,D. Lillard makes free throw 2 of 2,,97,112
347,4,9:41.0,,Shooting foul by M. Harkless (drawn by L. James),97,112
348,4,9:41.0,,L. James misses free throw 1 of 2,97,112
349,4,9:41.0,,Offensive rebound by Team,97,112
350,4,9:41.0,,L. James makes free throw 2 of 2,97,113
351,4,9:31.0,D. Lillard makes 2-pt jump shot from 4 ft,,99,113
352,4,9:12.0,,R. Jefferson makes 2-pt dunk at rim (assist by C. Frye),99,115
353,4,9:00.0,D. Lillard makes 3-pt jump shot from 26 ft,,102,115
354,4,8:39.0,,L. James makes 3-pt jump shot from 26 ft,102,118
355,4,8:16.0,Turnover by E. Davis (3 sec),,102,118
356,4,8:16.0,Official timeout,,102,118
357,4,7:51.0,,J. McRae misses 2-pt jump shot from 7 ft,102,118
358,4,7:49.0,Defensive rebound by D. Lillard,,102,118
359,4,7:46.0,A. Crabbe misses 2-pt layup from 1 ft,,102,118
360,4,7:45.0,Offensive rebound by A. Crabbe,,102,118
361,4,7:34.0,D. Lillard misses 2-pt jump shot from 24 ft,,102,118
362,4,7:33.0,,Defensive rebound by L. James,102,118
363,4,7:13.0,,J. McRae misses 3-pt jump shot from 24 ft,102,118
364,4,7:13.0,Defensive rebound by C. McCollum,,102,118
365,4,7:03.0,E. Davis misses 2-pt jump shot from 9 ft,,102,118
366,4,7:01.0,,Defensive rebound by R. Jefferson,102,118
367,4,6:53.0,,I. Shumpert misses 2-pt jump shot from 14 ft,102,118
368,4,6:51.0,,Offensive rebound by L. James,102,118
369,4,6:51.0,,Cleveland full timeout,102,118
370,4,6:51.0,,K. Irving enters the game for C. Frye,102,118
371,4,6:51.0,,K. Love enters the game for J. McRae,102,118
372,4,6:51.0,E. Turner enters the game for E. Davis,,102,118
373,4,6:51.0,M. Plumlee enters the game for A. Crabbe,,102,118
374,4,6:46.0,,L. James makes 2-pt dunk at rim (assist by K. Love),102,120
375,4,6:22.0,E. Turner makes 2-pt jump shot from 14 ft (assist by D. Lillard),,104,120
376,4,6:03.0,,R. Jefferson makes 2-pt jump shot from 21 ft (assist by L. James),104,122
377,4,5:50.0,M. Plumlee makes 2-pt layup from 1 ft,,106,122
378,4,5:32.0,,R. Jefferson misses 3-pt jump shot from 22 ft,106,122
379,4,5:31.0,,Offensive rebound by K. Love,106,122
380,4,5:30.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),106,124
381,4,5:30.0,,Shooting foul by E. Turner (drawn by L. James),106,124
382,4,5:30.0,Portland full timeout,,106,124
383,4,5:30.0,,L. James makes free throw 1 of 1,106,125
384,4,5:17.0,D. Lillard misses 2-pt jump shot from 18 ft,,106,125
385,4,5:16.0,Offensive rebound by M. Harkless,,106,125
386,4,5:04.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,109,125
387,4,4:53.0,,Personal foul by D. Lillard (drawn by K. Irving),109,125
388,4,4:39.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by R. Jefferson),109,128
