,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
35,1,6:15.0,,J. Green misses 2-pt jump shot from 6 ft,10,6
36,1,6:14.0,Defensive rebound by D. Dedmon,,10,6
37,1,6:04.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by T. Parker),,12,6
38,1,6:03.0,,Orlando full timeout,12,6
39,1,6:03.0,P. Mills enters the game for D. Green,,12,6
40,1,6:03.0,M. Ginóbili enters the game for T. Parker,,12,6
41,1,5:50.0,,A. Gordon misses 2-pt layup from 2 ft (block by L. Aldridge),12,6
42,1,5:47.0,Defensive rebound by L. Aldridge,,12,6
43,1,5:39.0,Turnover by K. Leonard (lost ball; steal by C. Watson),,12,6
44,1,5:37.0,,Turnover by J. Green (bad pass),12,6
45,1,5:25.0,K. Leonard misses 3-pt jump shot from 25 ft,,12,6
46,1,5:24.0,Offensive rebound by Team,,12,6
47,1,5:17.0,L. Aldridge makes 2-pt jump shot from 14 ft,,14,6
48,1,4:53.0,,N. Vučević makes 2-pt jump shot from 13 ft,14,8
49,1,4:40.0,L. Aldridge misses 2-pt jump shot from 16 ft,,14,8
50,1,4:39.0,,Defensive rebound by A. Gordon,14,8
51,1,4:36.0,,Turnover by A. Gordon (bad pass),14,8
52,1,4:36.0,D. Lee enters the game for D. Dedmon,,14,8
53,1,4:36.0,,E. Payton enters the game for C. Watson,14,8
54,1,4:36.0,,M. Hezonja enters the game for J. Green,14,8
55,1,4:24.0,M. Ginóbili makes 2-pt layup from 2 ft,,16,8
56,1,4:11.0,,N. Vučević misses 2-pt jump shot from 19 ft,16,8
57,1,4:10.0,Defensive rebound by K. Leonard,,16,8
58,1,4:01.0,K. Leonard makes 2-pt layup from 2 ft,,18,8
59,1,4:01.0,,Orlando full timeout,18,8
60,1,3:49.0,,Turnover by E. Fournier (traveling),18,8
61,1,3:33.0,Shooting foul by N. Vučević (drawn by L. Aldridge),,18,8
62,1,3:33.0,L. Aldridge makes free throw 1 of 2,,19,8
63,1,3:33.0,L. Aldridge misses free throw 2 of 2,,19,8
64,1,3:33.0,J. Simmons enters the game for K. Leonard,,19,8
65,1,3:31.0,,Defensive rebound by E. Payton,19,8
66,1,3:16.0,,A. Gordon makes 2-pt jump shot from 11 ft,19,10
67,1,3:16.0,San Antonio full timeout,,19,10
68,1,3:16.0,,B. Biyombo enters the game for N. Vučević,19,10
69,1,3:06.0,Turnover by P. Mills (bad pass; steal by E. Fournier),,19,10
70,1,3:06.0,,Turnover by E. Fournier (bad pass),19,10
71,1,3:03.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,19,10
72,1,3:02.0,,Defensive rebound by E. Fournier,19,10
73,1,2:56.0,,E. Payton makes 2-pt jump shot from 9 ft,19,12
74,1,2:41.0,P. Mills makes 2-pt jump shot from 15 ft,,21,12
75,1,2:29.0,,Turnover by E. Payton (bad pass; steal by P. Mills),21,12
76,1,2:11.0,L. Aldridge makes 2-pt jump shot from 13 ft (assist by P. Mills),,23,12
77,1,1:51.0,,M. Hezonja misses 2-pt jump shot from 19 ft,23,12
78,1,1:50.0,Defensive rebound by J. Simmons,,23,12
79,1,1:39.0,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Lee),,26,12
80,1,1:23.0,,Shooting foul by J. Simmons (drawn by E. Fournier),26,12
81,1,1:23.0,,E. Fournier makes free throw 1 of 2,26,13
82,1,1:23.0,D. Dedmon enters the game for L. Aldridge,,26,13
83,1,1:23.0,,E. Fournier makes free throw 2 of 2,26,14
84,1,1:11.0,D. Dedmon makes 2-pt layup from 3 ft (assist by P. Mills),,28,14
85,1,0:56.0,,A. Gordon misses 3-pt jump shot from 26 ft,28,14
86,1,0:54.0,Defensive rebound by J. Simmons,,28,14
87,1,0:47.0,J. Simmons misses 2-pt jump shot from 17 ft,,28,14
88,1,0:47.0,,Defensive rebound by Team,28,14
89,1,0:47.0,Loose ball foul by D. Dedmon (drawn by B. Biyombo),,28,14
90,1,0:47.0,,B. Biyombo makes free throw 1 of 2,28,15
91,1,0:47.0,,D. Augustin enters the game for E. Fournier,28,15
92,1,0:47.0,,B. Biyombo makes free throw 2 of 2,28,16
93,1,0:29.0,P. Mills misses 3-pt jump shot from 25 ft,,28,16
94,1,0:27.0,,Defensive rebound by E. Payton,28,16
95,1,0:20.0,,A. Gordon misses 2-pt jump shot from 6 ft,28,16
96,1,0:17.0,Defensive rebound by D. Dedmon,,28,16
97,1,0:06.0,Personal take foul by M. Hezonja (drawn by J. Simmons),,28,16
98,1,0:03.0,P. Mills misses 2-pt layup from 2 ft (block by B. Biyombo),,28,16
99,1,0:03.0,Offensive rebound by Team,,28,16
100,1,0:00.0,D. Lee makes 2-pt jump shot from 15 ft (assist by P. Mills),,30,16
101,2,11:44.0,,M. Hezonja makes 2-pt layup from 3 ft (assist by E. Payton),30,18
102,2,11:31.0,D. Dedmon makes 2-pt dunk at rim (assist by D. Lee),,32,18
103,2,11:11.0,,M. Hezonja misses 2-pt jump shot from 20 ft,32,18
104,2,11:10.0,Defensive rebound by D. Dedmon,,32,18
105,2,11:00.0,P. Mills misses 3-pt jump shot from 24 ft,,32,18
106,2,10:59.0,Offensive rebound by M. Ginóbili,,32,18
107,2,10:55.0,P. Mills misses 3-pt jump shot from 25 ft,,32,18
108,2,10:55.0,,Defensive rebound by Team,32,18
109,2,10:55.0,T. Parker enters the game for P. Mills,,32,18
110,2,10:55.0,D. Green enters the game for M. Ginóbili,,32,18
111,2,10:34.0,,E. Payton misses 2-pt layup from 2 ft,32,18
112,2,10:33.0,Defensive rebound by D. Lee,,32,18
113,2,10:14.0,Turnover by D. Green (bad pass),,32,18
114,2,10:02.0,,D. Augustin misses 3-pt jump shot from 27 ft,32,18
115,2,10:01.0,Defensive rebound by D. Lee,,32,18
116,2,9:45.0,Turnover by D. Lee (lost ball),,32,18
117,2,9:37.0,,Personal foul by J. Simmons (drawn by D. Augustin),32,18
118,2,9:35.0,Violation by D. Dedmon (def goaltending),,32,18
119,2,9:35.0,,D. Augustin makes 2-pt layup from 2 ft (assist by M. Hezonja),32,20
120,2,9:35.0,,Shooting foul by T. Parker (drawn by D. Augustin),32,20
121,2,9:35.0,K. Leonard enters the game for J. Simmons,,32,20
122,2,9:35.0,,D. Augustin makes free throw 1 of 1,32,21
123,2,9:16.0,K. Leonard misses 2-pt jump shot from 11 ft,,32,21
124,2,9:16.0,Offensive rebound by Team,,32,21
125,2,9:16.0,Personal foul by J. Green (drawn by D. Lee),,32,21
126,2,9:10.0,Turnover by D. Green (bad pass),,32,21
127,2,8:53.0,,J. Green misses 2-pt layup from 2 ft,32,21
128,2,8:51.0,,Offensive rebound by B. Biyombo,32,21
129,2,8:50.0,,B. Biyombo misses 2-pt layup from 2 ft (block by D. Green),32,21
130,2,8:50.0,,Offensive rebound by Team,32,21
131,2,8:50.0,Official timeout,,32,21
132,2,8:47.0,,D. Augustin misses 3-pt jump shot from 23 ft,32,21
133,2,8:46.0,Defensive rebound by D. Green,,32,21
134,2,8:35.0,Shooting foul by B. Biyombo (drawn by K. Leonard),,32,21
135,2,8:35.0,K. Leonard makes free throw 1 of 2,,33,21
136,2,8:35.0,K. Leonard makes free throw 2 of 2,,34,21
137,2,8:16.0,,J. Green makes 2-pt layup from 2 ft (assist by D. Augustin),34,23
138,2,7:52.0,K. Leonard makes 2-pt jump shot from 16 ft,,36,23
139,2,7:34.0,,Turnover by E. Payton (bad pass; steal by D. Green),36,23
140,2,7:26.0,T. Parker makes 2-pt layup from 2 ft,,38,23
141,2,7:11.0,,E. Payton misses 2-pt layup from 2 ft (block by D. Lee),38,23
142,2,7:09.0,Defensive rebound by D. Green,,38,23
143,2,6:47.0,T. Parker misses 3-pt jump shot from 25 ft,,38,23
144,2,6:46.0,Offensive rebound by D. Green,,38,23
145,2,6:40.0,D. Green misses 3-pt jump shot from 26 ft,,38,23
146,2,6:38.0,,Defensive rebound by B. Biyombo,38,23
147,2,6:35.0,,Turnover by D. Augustin (bad pass; steal by T. Parker),38,23
148,2,6:31.0,Shooting foul by B. Biyombo (drawn by T. Parker),,38,23
149,2,6:31.0,T. Parker makes free throw 1 of 2,,39,23
150,2,6:31.0,T. Parker misses free throw 2 of 2,,39,23
151,2,6:31.0,L. Aldridge enters the game for D. Lee,,39,23
152,2,6:31.0,M. Ginóbili enters the game for D. Green,,39,23
153,2,6:27.0,,Defensive rebound by B. Biyombo,39,23
154,2,6:06.0,,J. Green misses 2-pt layup from 3 ft,39,23
155,2,6:05.0,Defensive rebound by M. Ginóbili,,39,23
156,2,5:48.0,T. Parker misses 2-pt layup from 2 ft (block by J. Green),,39,23
157,2,5:47.0,Offensive rebound by D. Dedmon,,39,23
158,2,5:47.0,Shooting foul by J. Green (drawn by D. Dedmon),,39,23
159,2,5:47.0,D. Dedmon makes 2-pt layup from 3 ft,,41,23
160,2,5:47.0,,Orlando full timeout,41,23
161,2,5:47.0,D. Dedmon misses free throw 1 of 1,,41,23
162,2,5:47.0,,A. Gordon enters the game for J. Green,41,23
163,2,5:47.0,,N. Vučević enters the game for E. Payton,41,23
164,2,5:47.0,,E. Fournier enters the game for B. Biyombo,41,23
165,2,5:47.0,,C. Watson enters the game for D. Augustin,41,23
166,2,5:45.0,,Defensive rebound by N. Vučević,41,23
167,2,5:29.0,,A. Gordon misses 2-pt jump shot from 18 ft,41,23
168,2,5:28.0,Defensive rebound by D. Dedmon,,41,23
169,2,5:14.0,Turnover by L. Aldridge (lost ball; steal by C. Watson),,41,23
170,2,4:58.0,,Turnover by N. Vučević (bad pass; steal by L. Aldridge),41,23
171,2,4:52.0,K. Leonard makes 3-pt jump shot from 26 ft,,44,23
172,2,4:38.0,,C. Watson makes 2-pt layup from 2 ft,44,25
173,2,4:09.0,Turnover by Team (shot clock),,44,25
174,2,3:55.0,,E. Fournier makes 2-pt dunk at rim,44,27
175,2,3:55.0,,Shooting foul by D. Dedmon (drawn by E. Fournier),44,27
176,2,3:55.0,,E. Fournier misses free throw 1 of 1,44,27
177,2,3:55.0,,J. Green enters the game for M. Hezonja,44,27
178,2,3:55.0,P. Mills enters the game for T. Parker,,44,27
179,2,3:54.0,Defensive rebound by D. Dedmon,,44,27
180,2,3:44.0,D. Dedmon makes 2-pt dunk at rim (assist by M. Ginóbili),,46,27
181,2,3:25.0,,Turnover by E. Fournier (lost ball; steal by P. Mills),46,27
182,2,3:20.0,K. Leonard makes 2-pt dunk at rim (assist by M. Ginóbili),,48,27
183,2,3:20.0,,Orlando full timeout,48,27
184,2,3:20.0,D. Lee enters the game for D. Dedmon,,48,27
185,2,2:56.0,,N. Vučević misses 2-pt jump shot from 8 ft,48,27
186,2,2:56.0,,Offensive rebound by Team,48,27
187,2,2:56.0,Loose ball foul by P. Mills,,48,27
188,2,2:50.0,,J. Green misses 3-pt jump shot from 24 ft,48,27
189,2,2:49.0,Defensive rebound by P. Mills,,48,27
190,2,2:47.0,D. Lee makes 2-pt dunk at rim (assist by P. Mills),,50,27
191,2,2:26.0,,N. Vučević misses 2-pt jump shot from 12 ft,50,27
192,2,2:25.0,Defensive rebound by K. Leonard,,50,27
193,2,2:12.0,D. Lee makes 2-pt layup from 2 ft (assist by L. Aldridge),,52,27
194,2,2:12.0,Shooting foul by N. Vučević (drawn by D. Lee),,52,27
195,2,2:12.0,D. Lee misses free throw 1 of 1,,52,27
196,2,2:11.0,,Defensive rebound by N. Vučević,52,27
197,2,2:00.0,,C. Watson misses 2-pt jump shot from 19 ft,52,27
198,2,1:58.0,,Offensive rebound by N. Vučević,52,27
199,2,1:56.0,,J. Green makes 2-pt jump shot from 4 ft (assist by E. Fournier),52,29
200,2,1:56.0,,Shooting foul by K. Leonard (drawn by J. Green),52,29
201,2,1:56.0,,J. Green makes free throw 1 of 1,52,30
202,2,1:41.0,L. Aldridge misses 2-pt jump shot from 19 ft,,52,30
203,2,1:40.0,,Defensive rebound by E. Fournier,52,30
204,2,1:31.0,,C. Watson makes 3-pt jump shot from 25 ft (assist by E. Fournier),52,33
205,2,1:17.0,P. Mills misses 2-pt jump shot from 15 ft,,52,33
206,2,1:16.0,,Defensive rebound by N. Vučević,52,33
207,2,1:10.0,,Turnover by C. Watson (lost ball; steal by K. Leonard),52,33
208,2,1:10.0,Personal foul by C. Watson (drawn by K. Leonard),,52,33
209,2,1:10.0,K. Leonard makes free throw 1 of 2,,53,33
210,2,1:10.0,,E. Payton enters the game for C. Watson,53,33
211,2,1:10.0,K. Leonard makes free throw 2 of 2,,54,33
212,2,0:55.0,,N. Vučević makes 2-pt hook shot at rim,54,35
213,2,0:36.0,K. Leonard misses 2-pt layup from 3 ft (block by A. Gordon),,54,35
214,2,0:35.0,,Defensive rebound by J. Green,54,35
215,2,0:18.0,,A. Gordon makes 2-pt jump shot from 22 ft,54,37
216,2,0:01.0,K. Leonard misses 3-pt jump shot from 26 ft,,54,37
217,2,0:00.0,,Defensive rebound by N. Vučević,54,37
218,3,11:50.0,,N. Vučević makes 2-pt layup from 2 ft,54,39
219,3,11:34.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Parker),,56,39
220,3,11:08.0,,J. Green misses 3-pt jump shot from 25 ft,56,39
221,3,11:07.0,Defensive rebound by D. Dedmon,,56,39
222,3,10:52.0,K. Leonard makes 2-pt jump shot from 21 ft (assist by L. Aldridge),,58,39
223,3,10:36.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),58,41
224,3,10:16.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by T. Parker),,61,41
225,3,10:04.0,,Shooting foul by D. Dedmon (drawn by A. Gordon),61,41
226,3,10:04.0,,A. Gordon makes free throw 1 of 2,61,42
227,3,10:04.0,,A. Gordon makes free throw 2 of 2,61,43
228,3,9:40.0,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Parker),,63,43
229,3,9:23.0,,E. Fournier misses 2-pt layup from 2 ft,63,43
230,3,9:22.0,Defensive rebound by L. Aldridge,,63,43
231,3,9:15.0,T. Parker misses 2-pt jump shot from 11 ft (block by N. Vučević),,63,43
232,3,9:15.0,Offensive rebound by Team,,63,43
233,3,9:02.0,K. Leonard misses 2-pt jump shot from 14 ft,,63,43
234,3,9:02.0,Offensive rebound by Team,,63,43
235,3,8:46.0,L. Aldridge makes 2-pt layup from 3 ft (assist by T. Parker),,65,43
236,3,8:36.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),65,45
237,3,8:18.0,L. Aldridge misses 2-pt jump shot from 19 ft,,65,45
238,3,8:16.0,Offensive rebound by D. Green,,65,45
239,3,7:57.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Leonard),,68,45
240,3,7:57.0,,Orlando full timeout,68,45
241,3,7:57.0,D. Lee enters the game for D. Dedmon,,68,45
242,3,7:46.0,,E. Fournier makes 2-pt jump shot from 20 ft,68,47
243,3,7:25.0,T. Parker misses 2-pt jump shot from 10 ft,,68,47
244,3,7:23.0,,Defensive rebound by N. Vučević,68,47
245,3,7:21.0,,E. Fournier misses 2-pt layup from 3 ft (block by D. Green),68,47
246,3,7:20.0,,Offensive rebound by Team,68,47
247,3,7:11.0,,Shooting foul by L. Aldridge (drawn by N. Vučević),68,47
248,3,7:11.0,,N. Vučević makes free throw 1 of 2,68,48
249,3,7:11.0,,N. Vučević makes free throw 2 of 2,68,49
250,3,6:57.0,Turnover by D. Lee (bad pass; steal by J. Green),,68,49
251,3,6:56.0,,Personal foul by D. Lee (drawn by A. Gordon),68,49
252,3,6:45.0,,N. Vučević misses 2-pt jump shot from 11 ft,68,49
253,3,6:43.0,,Offensive rebound by A. Gordon,68,49
254,3,6:43.0,,Shooting foul by D. Lee (drawn by A. Gordon),68,49
255,3,6:43.0,,A. Gordon makes free throw 1 of 2,68,50
256,3,6:43.0,,A. Gordon makes free throw 2 of 2,68,51
257,3,6:22.0,K. Leonard misses 2-pt jump shot from 16 ft,,68,51
258,3,6:21.0,,Defensive rebound by N. Vučević,68,51
259,3,6:10.0,,J. Green makes 2-pt jump shot from 5 ft,68,53
260,3,6:10.0,San Antonio full timeout,,68,53
261,3,5:47.0,K. Leonard misses 2-pt jump shot from 17 ft,,68,53
262,3,5:45.0,,Defensive rebound by A. Gordon,68,53
263,3,5:33.0,,J. Green misses 3-pt jump shot from 26 ft,68,53
264,3,5:32.0,Defensive rebound by D. Green,,68,53
265,3,5:29.0,Turnover by D. Green (bad pass),,68,53
266,3,5:29.0,P. Mills enters the game for T. Parker,,68,53
267,3,5:18.0,,A. Gordon misses 3-pt jump shot from 26 ft,68,53
268,3,5:17.0,Defensive rebound by D. Lee,,68,53
269,3,5:04.0,K. Leonard misses 3-pt jump shot from 25 ft,,68,53
270,3,5:03.0,,Defensive rebound by E. Fournier,68,53
271,3,4:51.0,,E. Payton makes 3-pt jump shot from 24 ft (assist by E. Fournier),68,56
272,3,4:50.0,San Antonio full timeout,,68,56
273,3,4:50.0,M. Ginóbili enters the game for D. Green,,68,56
274,3,4:38.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,70,56
275,3,4:19.0,,E. Fournier misses 3-pt jump shot from 25 ft,70,56
276,3,4:18.0,Defensive rebound by D. Lee,,70,56
277,3,4:05.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by P. Mills),,72,56
278,3,3:49.0,,A. Gordon makes 2-pt layup from 2 ft,72,58
279,3,3:49.0,,Shooting foul by M. Ginóbili (drawn by A. Gordon),72,58
280,3,3:49.0,D. Bertāns enters the game for D. Lee,,72,58
281,3,3:49.0,,A. Gordon makes free throw 1 of 1,72,59
282,3,3:30.0,P. Mills makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,75,59
283,3,3:07.0,,N. Vučević misses 2-pt jump shot from 9 ft,75,59
284,3,3:06.0,Defensive rebound by K. Leonard,,75,59
285,3,2:59.0,P. Mills misses 3-pt jump shot from 25 ft,,75,59
286,3,2:58.0,,Defensive rebound by A. Gordon,75,59
287,3,2:55.0,,Turnover by N. Vučević (bad pass),75,59
288,3,2:55.0,,M. Hezonja enters the game for J. Green,75,59
289,3,2:55.0,,B. Biyombo enters the game for N. Vučević,75,59
290,3,2:55.0,J. Simmons enters the game for K. Leonard,,75,59
291,3,2:44.0,Personal foul by E. Payton (drawn by M. Ginóbili),,75,59
292,3,2:44.0,K. Anderson enters the game for M. Ginóbili,,75,59
293,3,2:33.0,D. Bertāns misses 3-pt jump shot from 24 ft,,75,59
294,3,2:32.0,Offensive rebound by L. Aldridge,,75,59
295,3,2:14.0,Shooting foul by B. Biyombo (drawn by L. Aldridge),,75,59
296,3,2:14.0,L. Aldridge makes free throw 1 of 2,,76,59
297,3,2:14.0,L. Aldridge makes free throw 2 of 2,,77,59
298,3,1:58.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by A. Gordon),77,62
299,3,1:37.0,D. Bertāns misses 3-pt jump shot from 25 ft,,77,62
300,3,1:35.0,Offensive rebound by P. Mills,,77,62
301,3,1:25.0,P. Mills makes 2-pt layup from 2 ft,,79,62
302,3,1:05.0,,B. Biyombo makes 2-pt layup from 3 ft (assist by A. Gordon),79,64
303,3,1:05.0,,Shooting foul by D. Bertāns (drawn by B. Biyombo),79,64
304,3,1:05.0,,B. Biyombo misses free throw 1 of 1,79,64
305,3,1:05.0,,D. Augustin enters the game for E. Payton,79,64
306,3,1:05.0,D. Dedmon enters the game for L. Aldridge,,79,64
307,3,1:03.0,Defensive rebound by D. Dedmon,,79,64
308,3,0:55.0,P. Mills makes 3-pt jump shot from 26 ft,,82,64
309,3,0:38.0,,E. Fournier misses 3-pt jump shot from 25 ft,82,64
310,3,0:37.0,Defensive rebound by J. Simmons,,82,64
311,3,0:27.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by K. Anderson),,85,64
312,3,0:06.0,,Shooting foul by P. Mills (drawn by D. Augustin),85,64
313,3,0:06.0,,D. Augustin misses free throw 1 of 2,85,64
314,3,0:06.0,,Offensive rebound by Team,85,64
315,3,0:06.0,,D. Augustin misses free throw 2 of 2,85,64
316,3,0:06.0,Defensive rebound by K. Anderson,,85,64
317,3,0:01.0,Turnover by P. Mills (bad pass),,85,64
318,3,0:01.0,,E. Fournier misses 3-pt jump shot from 57 ft,85,64
319,3,0:00.0,,Offensive rebound by Team,85,64
320,4,11:50.0,K. Anderson misses 2-pt jump shot from 8 ft (block by M. Hezonja),,85,64
321,4,11:48.0,,Defensive rebound by J. Green,85,64
322,4,11:32.0,,Turnover by E. Payton (bad pass; steal by D. Bertāns),85,64
323,4,11:19.0,K. Anderson makes 2-pt jump shot from 8 ft,,87,64
324,4,10:56.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Payton),87,67
325,4,10:32.0,D. Bertāns misses 3-pt jump shot from 26 ft,,87,67
326,4,10:31.0,,Defensive rebound by J. Green,87,67
327,4,10:25.0,,E. Payton misses 2-pt layup from 3 ft (block by D. Dedmon),87,67
328,4,10:25.0,,Offensive rebound by Team,87,67
329,4,10:25.0,T. Parker enters the game for P. Mills,,87,67
330,4,10:13.0,,Personal foul by K. Anderson (drawn by J. Green),87,67
331,4,10:10.0,,M. Hezonja misses 2-pt jump shot from 18 ft,87,67
332,4,10:08.0,Defensive rebound by D. Dedmon,,87,67
333,4,9:58.0,J. Simmons misses 3-pt jump shot from 25 ft,,87,67
334,4,9:57.0,,Defensive rebound by D. Augustin,87,67
335,4,9:48.0,,Shooting block foul by D. Bertāns (drawn by J. Green),87,67
336,4,9:48.0,,J. Green makes free throw 1 of 2,87,68
337,4,9:48.0,,J. Green makes free throw 2 of 2,87,69
338,4,9:27.0,J. Simmons makes 2-pt layup from 2 ft,,89,69
339,4,9:08.0,,E. Payton misses 3-pt jump shot from 26 ft,89,69
340,4,9:06.0,Defensive rebound by D. Dedmon,,89,69
341,4,8:47.0,Official timeout,,89,69
342,4,8:47.0,,N. Vučević enters the game for E. Payton,89,69
343,4,8:47.0,,E. Fournier enters the game for B. Biyombo,89,69
344,4,8:45.0,D. Bertāns misses 3-pt jump shot from 25 ft,,89,69
345,4,8:44.0,Offensive rebound by Team,,89,69
346,4,8:44.0,,Loose ball foul by E. Fournier (drawn by D. Dedmon),89,69
347,4,8:37.0,D. Dedmon makes 2-pt dunk at rim (assist by T. Parker),,91,69
348,4,8:23.0,,N. Vučević misses 2-pt hook shot from 9 ft,91,69
349,4,8:20.0,Defensive rebound by K. Anderson,,91,69
350,4,8:08.0,Personal foul by E. Fournier (drawn by D. Dedmon),,91,69
351,4,7:56.0,D. Bertāns misses 2-pt hook shot from 5 ft,,91,69
352,4,7:55.0,Offensive rebound by D. Dedmon,,91,69
353,4,7:53.0,D. Dedmon misses 2-pt hook shot from 5 ft,,91,69
354,4,7:52.0,,Defensive rebound by M. Hezonja,91,69
355,4,7:40.0,,M. Hezonja misses 2-pt layup from 2 ft,91,69
356,4,7:38.0,Defensive rebound by J. Simmons,,91,69
357,4,7:24.0,Turnover by D. Dedmon (traveling),,91,69
358,4,7:09.0,,Turnover by D. Augustin (bad pass; steal by T. Parker),91,69
359,4,6:51.0,T. Parker misses 3-pt jump shot from 25 ft,,91,69
360,4,6:51.0,,Defensive rebound by Team,91,69
361,4,6:51.0,,A. Gordon enters the game for M. Hezonja,91,69
362,4,6:40.0,,N. Vučević misses 2-pt jump shot from 17 ft,91,69
363,4,6:38.0,Defensive rebound by K. Anderson,,91,69
364,4,6:27.0,D. Bertāns misses 3-pt jump shot from 25 ft,,91,69
365,4,6:26.0,Offensive rebound by K. Anderson,,91,69
366,4,6:26.0,K. Anderson makes 2-pt layup from 2 ft,,93,69
367,4,6:26.0,Shooting foul by A. Gordon (drawn by K. Anderson),,93,69
368,4,6:26.0,D. Murray enters the game for T. Parker,,93,69
369,4,6:26.0,K. Anderson makes free throw 1 of 1,,94,69
370,4,6:11.0,,N. Vučević makes 2-pt layup from 3 ft (assist by J. Green),94,71
371,4,5:47.0,K. Anderson misses 3-pt jump shot from 25 ft,,94,71
372,4,5:46.0,Offensive rebound by D. Murray,,94,71
373,4,5:40.0,K. Anderson makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,97,71
374,4,5:40.0,,Orlando full timeout,97,71
375,4,5:40.0,J. Anthony enters the game for D. Dedmon,,97,71
376,4,5:21.0,,E. Fournier misses 2-pt jump shot from 16 ft,97,71
377,4,5:20.0,Defensive rebound by K. Anderson,,97,71
378,4,5:03.0,D. Murray misses 2-pt jump shot from 8 ft,,97,71
379,4,5:02.0,,Defensive rebound by A. Gordon,97,71
380,4,4:56.0,,A. Gordon misses 2-pt layup from 3 ft (block by D. Murray),97,71
381,4,4:54.0,Defensive rebound by J. Anthony,,97,71
382,4,4:44.0,J. Simmons misses 3-pt jump shot from 24 ft,,97,71
383,4,4:42.0,,Defensive rebound by N. Vučević,97,71
384,4,4:33.0,,J. Green misses 3-pt jump shot from 25 ft,97,71
385,4,4:31.0,Defensive rebound by D. Murray,,97,71
