,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
382,4,3:11.0,Turnover by G. Dragić (bad pass; steal by W. Matthews),,89,87
383,4,3:07.0,,Turnover by W. Matthews (bad pass; steal by G. Dragić),89,87
384,4,2:53.0,W. Ellington misses 3-pt jump shot from 25 ft,,89,87
385,4,2:52.0,,Defensive rebound by N. Noel,89,87
386,4,2:29.0,,Turnover by W. Matthews (lost ball; steal by D. Waiters),89,87
387,4,2:06.0,G. Dragić misses 2-pt jump shot from 8 ft,,89,87
388,4,2:05.0,,Defensive rebound by N. Noel,89,87
389,4,1:52.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by N. Noel),89,90
390,4,1:35.0,Turnover by G. Dragić (lost ball),,89,90
391,4,1:35.0,,D. Nowitzki enters the game for N. Noel,89,90
392,4,1:35.0,T. Johnson enters the game for W. Ellington,,89,90
393,4,1:16.0,,Shooting foul by T. Johnson (drawn by H. Barnes),89,90
394,4,1:16.0,,H. Barnes makes free throw 1 of 2,89,91
395,4,1:16.0,,N. Noel enters the game for D. Nowitzki,89,91
396,4,1:16.0,,H. Barnes makes free throw 2 of 2,89,92
397,4,0:56.0,D. Waiters misses 3-pt jump shot from 25 ft,,89,92
398,4,0:56.0,,Defensive rebound by Team,89,92
399,4,0:56.0,,D. Nowitzki enters the game for N. Noel,89,92
400,4,0:37.0,,D. Nowitzki misses 3-pt jump shot from 27 ft,89,92
401,4,0:36.0,Defensive rebound by T. Johnson,,89,92
402,4,0:25.0,J. Johnson misses 3-pt jump shot from 27 ft,,89,92
403,4,0:24.0,,Defensive rebound by W. Matthews,89,92
404,4,0:24.0,,Personal foul by G. Dragić (drawn by W. Matthews),89,92
405,4,0:24.0,,W. Matthews makes free throw 1 of 2,89,93
406,4,0:24.0,,N. Noel enters the game for D. Nowitzki,89,93
407,4,0:24.0,W. Ellington enters the game for H. Whiteside,,89,94
408,4,0:24.0,,W. Matthews makes free throw 2 of 2,89,94
409,4,0:24.0,Miami full timeout,,89,94
410,4,0:22.0,G. Dragić misses 3-pt jump shot from 23 ft,,89,94
411,4,0:20.0,,Defensive rebound by W. Matthews,89,94
412,4,0:16.0,,Personal take foul by D. Waiters (drawn by W. Matthews),89,94
413,4,0:16.0,,W. Matthews makes free throw 1 of 2,89,95
414,4,0:16.0,H. Whiteside enters the game for W. Ellington,,89,95
415,4,0:16.0,W. Ellington enters the game for H. Whiteside,,89,96
416,4,0:16.0,,W. Matthews makes free throw 2 of 2,89,96
417,4,0:16.0,Miami full timeout,,89,96
418,4,0:10.0,J. Johnson misses 3-pt jump shot from 26 ft,,89,96
419,4,0:09.0,,Defensive rebound by N. Noel,89,96
