,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MEMPHIS_ACTION,ATLANTA_SCORE,MEMPHIS_SCORE
80,1,2:40.0,,Personal foul by E. İlyasova (drawn by M. Gasol),21,14
81,1,2:40.0,Atlanta full timeout,,21,14
82,1,2:40.0,,M. Gasol makes free throw 1 of 2,21,15
83,1,2:40.0,,T. Douglas enters the game for M. Conley,21,14
84,1,2:40.0,M. Muscala enters the game for P. Millsap,,21,14
85,1,2:40.0,,M. Gasol misses free throw 2 of 2,21,15
86,1,2:40.0,Defensive rebound by E. İlyasova,,21,15
87,1,2:18.0,E. İlyasova makes 2-pt jump shot from 21 ft (assist by D. Schröder),,23,15
88,1,1:55.0,,Offensive foul by Z. Randolph (drawn by M. Muscala),23,15
89,1,1:55.0,,Turnover by Z. Randolph (offensive foul),23,15
90,1,1:55.0,,J. Green enters the game for M. Gasol,23,15
91,1,1:40.0,D. Schröder makes 2-pt layup from 1 ft,,25,15
92,1,1:25.0,,Turnover by Z. Randolph (bad pass; steal by E. İlyasova),25,15
93,1,1:20.0,Shooting foul by Z. Randolph (drawn by T. Prince),,25,15
94,1,1:20.0,T. Prince makes free throw 1 of 2,,26,15
95,1,1:20.0,T. Prince makes free throw 2 of 2,,27,15
96,1,1:11.0,,T. Daniels misses 3-pt jump shot from 25 ft,27,15
97,1,1:11.0,Defensive rebound by T. Prince,,27,15
98,1,1:00.0,M. Muscala misses 2-pt jump shot from 17 ft,,27,15
99,1,1:00.0,,Defensive rebound by T. Allen,27,15
100,1,0:58.0,,Turnover by T. Allen (lost ball; steal by T. Prince),27,15
101,1,0:55.0,T. Prince makes 2-pt layup at rim,,29,15
102,1,0:55.0,,Memphis full timeout,29,15
103,1,0:54.0,,Turnover by J. Green (bad pass; steal by D. Schröder),29,15
104,1,0:53.0,D. Schröder makes 2-pt layup at rim,,31,15
105,1,0:37.0,,Z. Randolph misses 2-pt jump shot from 21 ft,31,15
106,1,0:35.0,,Offensive rebound by J. Green,31,15
107,1,0:34.0,,J. Green misses 2-pt layup from 1 ft (block by M. Muscala),31,15
108,1,0:31.0,Defensive rebound by T. Prince,,31,15
109,1,0:30.0,Turnover by T. Prince (bad pass),,31,15
110,1,0:30.0,,V. Carter enters the game for T. Allen,31,15
111,1,0:17.0,,J. Green misses 2-pt jump shot from 12 ft,31,15
112,1,0:16.0,Defensive rebound by D. Schröder,,31,15
113,1,0:02.0,Shooting foul by J. Green (drawn by E. İlyasova),,31,15
114,1,0:02.0,E. İlyasova makes free throw 1 of 2,,32,15
115,1,0:02.0,E. İlyasova makes free throw 2 of 2,,33,15
116,1,0:01.0,,T. Daniels misses 3-pt jump shot from 40 ft,33,15
117,1,0:00.0,,Offensive rebound by Team,33,15
118,2,11:43.0,,M. Gasol misses 2-pt jump shot from 7 ft,33,15
119,2,11:41.0,Defensive rebound by T. Hardaway,,33,15
120,2,11:21.0,P. Millsap misses 3-pt jump shot from 24 ft,,33,15
121,2,11:21.0,,Defensive rebound by M. Gasol,33,15
122,2,11:03.0,,M. Conley misses 2-pt layup from 1 ft,33,15
123,2,11:02.0,Defensive rebound by M. Muscala,,33,15
124,2,11:02.0,,Loose ball foul by T. Allen (drawn by M. Muscala),33,15
125,2,10:43.0,J. Calderón misses 2-pt jump shot from 17 ft,,33,15
126,2,10:42.0,,Defensive rebound by T. Allen,33,15
127,2,10:33.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by T. Allen),33,18
128,2,10:18.0,Turnover by M. Muscala (traveling),,33,18
129,2,10:06.0,,J. Green misses 2-pt layup from 1 ft (block by M. Muscala),33,18
130,2,10:04.0,Defensive rebound by P. Millsap,,33,18
131,2,9:52.0,T. Prince makes 2-pt jump shot from 19 ft,,35,18
132,2,9:34.0,,M. Conley misses 3-pt jump shot from 26 ft,35,18
133,2,9:34.0,,Offensive rebound by J. Green,35,18
134,2,9:25.0,,V. Carter misses 3-pt jump shot from 25 ft,35,18
135,2,9:25.0,Defensive rebound by Team,,35,18
136,2,9:24.0,K. Humphries enters the game for M. Muscala,,35,18
137,2,9:09.0,Turnover by J. Calderón (bad pass; steal by M. Conley),,35,18
138,2,9:04.0,,T. Allen misses 2-pt layup from 2 ft,35,18
139,2,9:01.0,,Offensive rebound by T. Allen,35,18
140,2,9:01.0,,T. Allen misses 2-pt layup from 1 ft,35,18
141,2,8:59.0,,Offensive rebound by T. Allen,35,18
142,2,8:59.0,,T. Allen misses 2-pt layup from 1 ft (block by K. Humphries),35,18
143,2,8:57.0,,Offensive rebound by J. Green,35,18
144,2,8:57.0,,J. Green makes 2-pt layup from 1 ft,35,20
145,2,8:37.0,T. Hardaway misses 2-pt jump shot from 21 ft,,35,20
146,2,8:36.0,,Defensive rebound by M. Conley,35,20
147,2,8:36.0,Loose ball foul by P. Millsap (drawn by M. Conley),,35,20
148,2,8:36.0,,Memphis full timeout,35,20
149,2,8:13.0,,V. Carter misses 3-pt jump shot from 25 ft,35,20
150,2,8:13.0,Defensive rebound by K. Humphries,,35,20
151,2,7:49.0,T. Prince makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,38,20
152,2,7:35.0,,M. Gasol misses 2-pt jump shot from 13 ft,38,20
153,2,7:34.0,,Offensive rebound by J. Green,38,20
154,2,7:22.0,,V. Carter misses 2-pt layup from 1 ft,38,20
155,2,7:20.0,Defensive rebound by P. Millsap,,38,20
156,2,7:12.0,K. Humphries misses 2-pt jump shot from 14 ft,,38,20
157,2,7:12.0,,Defensive rebound by V. Carter,38,20
158,2,7:01.0,,M. Gasol misses 2-pt layup from 2 ft,38,20
159,2,7:01.0,Defensive rebound by Team,,38,20
160,2,6:59.0,K. Bazemore enters the game for T. Hardaway,,38,20
161,2,6:49.0,Shooting foul by J. Green (drawn by P. Millsap),,38,20
162,2,6:49.0,P. Millsap makes free throw 1 of 2,,39,20
163,2,6:49.0,,Z. Randolph enters the game for J. Green,39,20
164,2,6:49.0,,C. Parsons enters the game for T. Allen,39,20
165,2,6:49.0,,A. Harrison enters the game for M. Conley,39,20
166,2,6:49.0,P. Millsap makes free throw 2 of 2,,40,20
167,2,6:30.0,,V. Carter makes 2-pt dunk at rim (assist by M. Gasol),40,22
168,2,6:05.0,P. Millsap misses 2-pt jump shot from 4 ft,,40,22
169,2,6:05.0,,Defensive rebound by Team,40,22
170,2,6:05.0,Loose ball foul by K. Humphries (drawn by M. Gasol),,40,22
171,2,6:05.0,E. İlyasova enters the game for P. Millsap,,40,22
172,2,5:51.0,,C. Parsons misses 2-pt layup from 1 ft,40,22
173,2,5:50.0,Defensive rebound by K. Humphries,,40,22
174,2,5:39.0,E. İlyasova misses 2-pt jump shot from 18 ft,,40,22
175,2,5:39.0,,Defensive rebound by M. Gasol,40,22
176,2,5:25.0,,M. Gasol makes 2-pt jump shot from 17 ft,40,24
177,2,5:01.0,K. Bazemore misses 3-pt jump shot from 27 ft,,40,24
178,2,5:01.0,,Defensive rebound by M. Gasol,40,24
179,2,4:52.0,Offensive charge foul by Z. Randolph (drawn by E. İlyasova),,40,24
180,2,4:52.0,,Turnover by Z. Randolph (offensive foul),40,24
181,2,4:52.0,,Memphis full timeout,40,24
182,2,4:52.0,,J. Ennis enters the game for Z. Randolph,40,24
183,2,4:52.0,M. Muscala enters the game for K. Humphries,,40,24
184,2,4:52.0,D. Schröder enters the game for T. Prince,,40,24
185,2,4:52.0,T. Sefolosha enters the game for J. Calderón,,40,24
186,2,4:40.0,Turnover by E. İlyasova (bad pass; steal by C. Parsons),,40,24
187,2,4:33.0,,J. Ennis makes 2-pt layup from 2 ft (assist by V. Carter),40,26
188,2,4:19.0,Personal foul by A. Harrison (drawn by M. Muscala),,40,26
189,2,4:11.0,E. İlyasova misses 3-pt jump shot from 25 ft,,40,26
190,2,4:10.0,,Defensive rebound by J. Ennis,40,26
191,2,3:55.0,,Personal foul by D. Schröder (drawn by A. Harrison),40,26
192,2,3:55.0,P. Millsap enters the game for M. Muscala,,40,26
193,2,3:43.0,,J. Ennis makes 2-pt layup from 2 ft (assist by A. Harrison),40,28
194,2,3:20.0,P. Millsap misses 2-pt jump shot from 14 ft,,40,28
195,2,3:20.0,,Defensive rebound by A. Harrison,40,28
196,2,3:12.0,,C. Parsons makes 2-pt layup from 2 ft (assist by V. Carter),40,30
197,2,3:10.0,Atlanta full timeout,,40,30
198,2,2:58.0,D. Schröder misses 3-pt jump shot from 25 ft,,40,30
199,2,2:58.0,Offensive rebound by P. Millsap,,40,30
200,2,2:58.0,Shooting foul by C. Parsons (drawn by P. Millsap),,40,30
201,2,2:58.0,P. Millsap misses free throw 1 of 2,,40,30
202,2,2:58.0,Offensive rebound by Team,,40,30
203,2,2:58.0,P. Millsap makes free throw 2 of 2,,41,30
204,2,2:43.0,,A. Harrison misses 3-pt jump shot from 25 ft,41,30
205,2,2:42.0,Defensive rebound by T. Sefolosha,,41,30
206,2,2:29.0,Personal foul by A. Harrison (drawn by D. Schröder),,41,30
207,2,2:29.0,D. Schröder misses free throw 1 of 2,,41,30
208,2,2:29.0,Offensive rebound by Team,,41,30
209,2,2:29.0,T. Hardaway enters the game for K. Bazemore,,41,30
210,2,2:29.0,,M. Conley enters the game for A. Harrison,41,30
211,2,2:29.0,D. Schröder makes free throw 2 of 2,,42,30
212,2,2:21.0,,Personal foul by E. İlyasova (drawn by M. Gasol),42,30
213,2,2:07.0,,Shooting foul by E. İlyasova (drawn by V. Carter),42,30
214,2,2:07.0,,V. Carter makes free throw 1 of 2,42,31
215,2,2:07.0,T. Prince enters the game for E. İlyasova,,42,31
216,2,2:07.0,,V. Carter makes free throw 2 of 2,42,32
217,2,1:50.0,Turnover by D. Schröder (lost ball; steal by M. Conley),,42,32
218,2,1:42.0,,J. Ennis misses 2-pt layup from 2 ft,42,32
219,2,1:39.0,Defensive rebound by P. Millsap,,42,32
220,2,1:31.0,Turnover by P. Millsap (lost ball; steal by M. Conley),,42,32
221,2,1:22.0,,M. Conley misses 3-pt jump shot from 26 ft,42,32
222,2,1:21.0,Defensive rebound by T. Sefolosha,,42,32
223,2,1:13.0,D. Schröder misses 3-pt jump shot from 27 ft,,42,32
224,2,1:10.0,,Defensive rebound by J. Ennis,42,32
225,2,1:03.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by M. Conley),42,35
226,2,0:47.0,,Violation by M. Gasol (kicked ball),42,35
227,2,0:36.0,D. Schröder misses 2-pt layup from 2 ft (block by C. Parsons),,42,35
228,2,0:36.0,,Defensive rebound by Team,42,35
229,2,0:30.0,,Turnover by M. Conley (bad pass; steal by D. Schröder),42,35
230,2,0:27.0,D. Schröder makes 2-pt layup at rim,,44,35
231,2,0:09.0,,Turnover by M. Conley (lost ball; steal by P. Millsap),44,35
232,2,0:04.0,D. Schröder misses 2-pt layup from 1 ft (block by J. Ennis),,44,35
233,2,0:02.0,Offensive rebound by T. Hardaway,,44,35
234,2,0:02.0,T. Hardaway makes 3-pt jump shot from 25 ft,,47,35
235,2,0:00.0,,M. Conley misses 3-pt jump shot from 46 ft,47,35
236,2,0:00.0,,Offensive rebound by Team,47,35
237,3,11:36.0,,J. Ennis misses 3-pt jump shot from 23 ft,47,35
238,3,11:36.0,Defensive rebound by P. Millsap,,47,35
239,3,11:24.0,K. Bazemore makes 2-pt jump shot from 21 ft (assist by D. Schröder),,49,35
240,3,11:03.0,,J. Ennis misses 3-pt jump shot from 25 ft,49,35
241,3,11:02.0,Defensive rebound by T. Sefolosha,,49,35
242,3,10:40.0,D. Schröder misses 2-pt layup at rim,,49,35
243,3,10:39.0,,Defensive rebound by J. Green,49,35
244,3,10:26.0,,M. Conley makes 2-pt layup from 2 ft,49,37
245,3,10:25.0,,Violation by Team (jump ball),49,37
246,3,10:10.0,,Violation by M. Gasol (kicked ball),49,37
247,3,9:59.0,K. Bazemore misses 3-pt jump shot from 26 ft,,49,37
248,3,9:58.0,,Defensive rebound by M. Gasol,49,37
249,3,9:49.0,,M. Gasol misses 3-pt jump shot from 26 ft,49,37
250,3,9:47.0,Defensive rebound by T. Sefolosha,,49,37
251,3,9:44.0,Personal foul by M. Gasol (drawn by T. Sefolosha),,49,37
252,3,9:32.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by P. Millsap),,52,37
253,3,9:32.0,,Memphis full timeout,52,37
254,3,9:32.0,,T. Daniels enters the game for J. Ennis,52,37
255,3,9:17.0,,Turnover by M. Gasol (bad pass; steal by T. Sefolosha),52,37
256,3,9:08.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),,55,37
257,3,8:55.0,,M. Gasol makes 2-pt jump shot from 5 ft (assist by M. Conley),55,39
258,3,8:41.0,P. Millsap makes 2-pt jump shot from 12 ft (assist by D. Schröder),,57,39
259,3,8:26.0,,M. Gasol misses 3-pt jump shot from 25 ft,57,39
260,3,8:26.0,Defensive rebound by P. Millsap,,57,39
261,3,8:20.0,K. Bazemore misses 3-pt jump shot from 27 ft,,57,39
262,3,8:17.0,,Defensive rebound by J. Green,57,39
263,3,8:10.0,Violation by P. Millsap (def goaltending),,57,39
264,3,8:10.0,,M. Conley makes 2-pt layup from 2 ft,57,41
265,3,7:48.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by P. Millsap),,60,41
266,3,7:30.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),60,43
267,3,7:17.0,K. Bazemore makes 2-pt layup from 1 ft,,62,43
268,3,6:57.0,,T. Daniels misses 2-pt jump shot from 21 ft,62,43
269,3,6:56.0,Defensive rebound by K. Humphries,,62,43
270,3,6:42.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by P. Millsap),,64,43
271,3,6:36.0,,Memphis full timeout,64,43
272,3,6:36.0,,T. Allen enters the game for C. Parsons,64,43
273,3,6:36.0,,B. Wright enters the game for J. Green,64,43
274,3,6:36.0,,Z. Randolph enters the game for M. Gasol,64,43
275,3,6:23.0,,Z. Randolph misses 3-pt jump shot from 25 ft,64,43
276,3,6:23.0,Defensive rebound by K. Humphries,,64,43
277,3,6:14.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,67,43
278,3,6:03.0,,B. Wright makes 2-pt layup from 1 ft (assist by T. Allen),67,45
279,3,5:51.0,Turnover by D. Schröder (bad pass),,67,45
280,3,5:38.0,,B. Wright makes 2-pt layup at rim (assist by T. Allen),67,47
281,3,5:25.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,67,47
282,3,5:24.0,Offensive rebound by D. Schröder,,67,47
283,3,5:16.0,K. Humphries misses 2-pt layup from 1 ft,,67,47
284,3,5:15.0,,Defensive rebound by B. Wright,67,47
285,3,5:10.0,,T. Allen makes 2-pt layup from 2 ft (assist by B. Wright),67,49
286,3,5:09.0,Atlanta full timeout,,67,49
287,3,5:09.0,T. Hardaway enters the game for T. Sefolosha,,67,49
288,3,5:09.0,E. İlyasova enters the game for K. Humphries,,67,49
289,3,4:53.0,P. Millsap misses 2-pt jump shot from 12 ft,,67,49
290,3,4:51.0,Offensive rebound by P. Millsap,,67,49
291,3,4:48.0,K. Bazemore misses 3-pt jump shot from 23 ft,,67,49
292,3,4:48.0,,Defensive rebound by Team,67,49
293,3,4:38.0,,Personal foul by T. Hardaway (drawn by T. Daniels),67,49
294,3,4:38.0,T. Prince enters the game for K. Bazemore,,67,49
295,3,4:31.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Conley),67,51
296,3,4:31.0,,Shooting foul by E. İlyasova (drawn by Z. Randolph),67,51
297,3,4:31.0,,Z. Randolph misses free throw 1 of 1,67,51
298,3,4:31.0,M. Muscala enters the game for E. İlyasova,,67,51
299,3,4:30.0,Defensive rebound by P. Millsap,,67,51
300,3,4:07.0,P. Millsap misses 2-pt jump shot from 6 ft,,67,51
301,3,4:05.0,,Defensive rebound by B. Wright,67,51
302,3,3:48.0,,B. Wright makes 2-pt layup at rim (assist by M. Conley),67,53
303,3,3:33.0,T. Hardaway makes 2-pt dunk at rim (assist by D. Schröder),,69,53
304,3,3:02.0,,T. Allen misses 2-pt layup at rim,69,53
305,3,3:01.0,,Offensive rebound by T. Allen,69,53
306,3,3:01.0,,T. Allen makes 2-pt layup from 1 ft,69,55
307,3,2:49.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),,72,55
308,3,2:30.0,,B. Wright misses 2-pt layup at rim,72,55
309,3,2:28.0,Defensive rebound by D. Schröder,,72,55
310,3,2:22.0,D. Schröder makes 2-pt layup from 1 ft,,74,55
311,3,2:04.0,,T. Daniels misses 2-pt jump shot from 17 ft,74,55
312,3,2:03.0,Defensive rebound by D. Schröder,,74,55
313,3,1:56.0,,Violation by T. Allen (kicked ball),74,55
314,3,1:56.0,T. Sefolosha enters the game for P. Millsap,,74,55
315,3,1:56.0,,A. Harrison enters the game for M. Conley,74,55
316,3,1:56.0,,V. Carter enters the game for B. Wright,74,55
317,3,1:48.0,Turnover by T. Sefolosha (offensive foul),,74,55
318,3,1:48.0,,Offensive charge foul by T. Sefolosha (drawn by V. Carter),74,55
319,3,1:38.0,,Turnover by T. Allen (bad pass; steal by T. Prince),74,55
320,3,1:18.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,77,55
321,3,1:10.0,,Memphis full timeout,77,55
322,3,0:54.0,,Z. Randolph makes 2-pt jump shot from 14 ft,77,57
323,3,0:44.0,Turnover by D. Schröder (bad pass; steal by V. Carter),,77,57
324,3,0:29.0,,Turnover by Z. Randolph (bad pass; steal by T. Hardaway),77,57
325,3,0:06.0,,Offensive charge foul by D. Schröder (drawn by A. Harrison),77,57
326,3,0:06.0,Turnover by D. Schröder (offensive foul),,77,57
327,3,0:06.0,,C. Parsons enters the game for T. Allen,77,57
328,3,0:01.0,,Personal take foul by D. Schröder (drawn by A. Harrison),77,57
329,3,0:01.0,K. Bazemore enters the game for D. Schröder,,77,57
330,4,11:37.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by T. Prince),,80,57
331,4,11:17.0,,C. Parsons misses 2-pt jump shot from 20 ft,80,57
332,4,11:17.0,Defensive rebound by T. Hardaway,,80,57
333,4,10:59.0,Shooting foul by M. Conley (drawn by J. Calderón),,80,57
334,4,10:59.0,J. Calderón makes free throw 1 of 2,,81,57
335,4,10:59.0,,T. Daniels enters the game for A. Harrison,81,57
336,4,10:59.0,J. Calderón makes free throw 2 of 2,,82,57
337,4,10:48.0,,V. Carter misses 3-pt jump shot from 25 ft,82,57
338,4,10:47.0,Defensive rebound by M. Muscala,,82,57
339,4,10:41.0,Personal foul by T. Daniels (drawn by T. Hardaway),,82,57
340,4,10:41.0,,Violation by Team (jump ball),82,57
341,4,10:41.0,,Technical foul by Team,82,57
342,4,10:41.0,J. Calderón makes technical free throw,,83,57
343,4,10:25.0,Turnover by T. Sefolosha (bad pass; steal by V. Carter),,83,57
344,4,10:21.0,,T. Daniels misses 3-pt jump shot from 26 ft,83,57
345,4,10:19.0,Defensive rebound by J. Calderón,,83,57
346,4,10:04.0,T. Prince misses 3-pt jump shot from 24 ft,,83,57
347,4,10:04.0,,Defensive rebound by B. Wright,83,57
348,4,10:01.0,,Personal foul by J. Calderón (drawn by M. Conley),83,57
349,4,9:58.0,,Shooting foul by J. Calderón (drawn by M. Conley),83,57
350,4,9:58.0,,M. Conley makes free throw 1 of 3,83,58
351,4,9:58.0,,M. Conley makes free throw 2 of 3,83,59
352,4,9:58.0,,M. Conley makes free throw 3 of 3,83,60
353,4,9:45.0,T. Hardaway misses 3-pt jump shot from 26 ft,,83,60
354,4,9:45.0,,Defensive rebound by V. Carter,83,60
355,4,9:33.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by C. Parsons),83,63
356,4,9:20.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,83,63
357,4,9:20.0,,Defensive rebound by C. Parsons,83,63
358,4,9:12.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by C. Parsons),83,66
359,4,9:11.0,Atlanta full timeout,,83,66
360,4,9:11.0,P. Millsap enters the game for T. Sefolosha,,83,66
361,4,9:11.0,E. İlyasova enters the game for T. Hardaway,,83,66
362,4,9:11.0,K. Bazemore enters the game for M. Muscala,,83,66
363,4,8:55.0,P. Millsap makes 2-pt layup from 2 ft,,85,66
364,4,8:55.0,Shooting foul by M. Conley (drawn by P. Millsap),,85,66
365,4,8:55.0,P. Millsap makes free throw 1 of 1,,86,66
366,4,8:46.0,,B. Wright makes 2-pt dunk at rim (assist by C. Parsons),86,68
367,4,8:29.0,P. Millsap makes 2-pt layup from 2 ft,,88,68
368,4,8:16.0,,T. Daniels misses 3-pt jump shot from 24 ft,88,68
369,4,8:15.0,Defensive rebound by T. Prince,,88,68
370,4,8:06.0,Shooting foul by V. Carter (drawn by T. Prince),,88,68
371,4,8:06.0,T. Prince makes free throw 1 of 2,,89,68
372,4,8:06.0,,T. Allen enters the game for V. Carter,89,68
373,4,8:06.0,T. Prince makes free throw 2 of 2,,90,68
374,4,7:56.0,,M. Conley makes 2-pt layup from 1 ft,90,70
375,4,7:40.0,J. Calderón makes 3-pt jump shot from 26 ft (assist by E. İlyasova),,93,70
376,4,7:23.0,,M. Conley misses 3-pt jump shot from 25 ft,93,70
377,4,7:23.0,Defensive rebound by J. Calderón,,93,70
378,4,7:18.0,Turnover by T. Prince (bad pass; steal by M. Conley),,93,70
379,4,7:10.0,,Turnover by M. Conley (bad pass),93,70
380,4,7:10.0,,A. Harrison enters the game for M. Conley,93,70
381,4,6:56.0,Shooting foul by B. Wright (drawn by P. Millsap),,93,70
382,4,6:56.0,P. Millsap makes free throw 1 of 2,,94,70
383,4,6:56.0,P. Millsap misses free throw 2 of 2,,94,70
384,4,6:56.0,,J. Green enters the game for C. Parsons,94,70
385,4,6:56.0,,Z. Randolph enters the game for B. Wright,94,70
386,4,6:55.0,,Defensive rebound by Z. Randolph,94,70
387,4,6:43.0,,Shooting foul by J. Calderón (drawn by J. Green),94,70
