,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
147,2,5:21.0,F. Kaminsky misses 2-pt jump shot from 3 ft (block by K. Dunn),,39,40
148,2,5:19.0,,Defensive rebound by Z. LaVine,39,40
149,2,5:11.0,,K. Towns misses 2-pt layup from 1 ft,39,40
150,2,5:10.0,,Offensive rebound by K. Towns,39,40
151,2,5:05.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by K. Dunn),39,43
152,2,4:57.0,Charlotte full timeout,,39,43
153,2,4:57.0,,A. Wiggins enters the game for N. Bjelica,39,43
154,2,4:57.0,K. Walker enters the game for R. Sessions,,39,43
155,2,4:57.0,N. Batum enters the game for M. Kidd-Gilchrist,,39,43
156,2,4:57.0,C. Zeller enters the game for F. Kaminsky,,39,43
157,2,4:51.0,M. Belinelli misses 2-pt jump shot from 19 ft,,39,43
158,2,4:50.0,,Defensive rebound by Team,39,43
159,2,4:37.0,,G. Dieng makes 2-pt dunk at rim (assist by K. Towns),39,45
160,2,4:37.0,,Shooting foul by C. Zeller (drawn by G. Dieng),39,45
161,2,4:37.0,,R. Rubio enters the game for K. Dunn,39,45
162,2,4:37.0,,G. Dieng makes free throw 1 of 1,39,46
163,2,4:26.0,C. Zeller misses 2-pt layup from 2 ft,,39,46
164,2,4:25.0,,Defensive rebound by K. Towns,39,46
165,2,4:14.0,,G. Dieng misses 2-pt jump shot from 19 ft,39,46
166,2,4:13.0,Defensive rebound by K. Walker,,39,46
167,2,4:08.0,S. Hawes enters the game for C. Zeller,,39,46
168,2,4:03.0,K. Walker misses 2-pt layup from 2 ft (block by A. Wiggins),,39,46
169,2,4:02.0,,Defensive rebound by R. Rubio,39,46
170,2,3:59.0,,Turnover by A. Wiggins (traveling),39,46
171,2,3:47.0,K. Walker misses 2-pt jump shot from 18 ft,,39,46
172,2,3:46.0,,Defensive rebound by K. Towns,39,46
173,2,3:31.0,,A. Wiggins makes 2-pt jump shot from 18 ft,39,48
174,2,3:14.0,N. Batum makes 2-pt dunk at rim (assist by S. Hawes),,41,48
175,2,3:03.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by R. Rubio),41,51
176,2,2:53.0,Charlotte full timeout,,41,51
177,2,2:53.0,,Minnesota full timeout,41,51
178,2,2:39.0,N. Batum misses 2-pt jump shot from 20 ft,,41,51
179,2,2:38.0,,Defensive rebound by Z. LaVine,41,51
180,2,2:22.0,,G. Dieng makes 2-pt jump shot from 8 ft (assist by Z. LaVine),41,53
181,2,2:07.0,N. Batum misses 2-pt jump shot from 17 ft (block by A. Wiggins),,41,53
182,2,2:07.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,41,53
183,2,2:07.0,,Defensive rebound by A. Wiggins,41,53
184,2,1:47.0,,A. Wiggins misses 2-pt jump shot from 8 ft,41,53
185,2,1:46.0,Defensive rebound by M. Kidd-Gilchrist,,41,53
186,2,1:40.0,Shooting foul by R. Rubio (drawn by M. Kidd-Gilchrist),,41,53
187,2,1:40.0,M. Kidd-Gilchrist misses free throw 1 of 2,,41,53
188,2,1:40.0,Offensive rebound by Team,,41,53
189,2,1:40.0,M. Kidd-Gilchrist makes free throw 2 of 2,,42,53
190,2,1:24.0,,Z. LaVine makes 2-pt jump shot from 18 ft (assist by K. Towns),42,55
191,2,1:06.0,Personal foul by G. Dieng (drawn by M. Williams),,42,55
192,2,1:06.0,M. Williams makes free throw 1 of 2,,43,55
193,2,1:06.0,M. Williams makes free throw 2 of 2,,44,55
194,2,0:54.0,,A. Wiggins makes 2-pt layup at rim,44,57
195,2,0:54.0,,Shooting foul by S. Hawes (drawn by A. Wiggins),44,57
196,2,0:54.0,,A. Wiggins makes free throw 1 of 1,44,58
197,2,0:36.0,K. Walker makes 2-pt layup from 1 ft,,46,58
198,2,0:25.0,,R. Rubio misses 3-pt jump shot from 26 ft,46,58
199,2,0:24.0,Defensive rebound by S. Hawes,,46,58
200,2,0:02.0,K. Walker misses 2-pt layup from 2 ft (block by G. Dieng),,46,58
201,2,0:02.0,Offensive rebound by Team,,46,58
202,2,0:01.0,M. Williams misses 3-pt jump shot from 25 ft,,46,58
203,2,0:00.0,Offensive rebound by Team,,46,58
204,3,11:47.0,C. Zeller makes 2-pt dunk at rim,,48,58
205,3,11:23.0,,G. Dieng misses 3-pt jump shot from 25 ft,48,58
206,3,11:22.0,,Offensive rebound by R. Rubio,48,58
207,3,11:21.0,,R. Rubio misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),48,58
208,3,11:18.0,Defensive rebound by M. Kidd-Gilchrist,,48,58
209,3,11:14.0,Shooting block foul by G. Dieng (drawn by C. Zeller),,48,58
210,3,11:14.0,C. Zeller makes free throw 1 of 2,,49,58
211,3,11:14.0,C. Zeller makes free throw 2 of 2,,50,58
212,3,11:07.0,,Personal foul by M. Williams (drawn by K. Towns),50,58
213,3,10:58.0,,Turnover by G. Dieng (lost ball; steal by K. Walker),50,58
214,3,10:54.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),,52,58
215,3,10:54.0,,Minnesota full timeout,52,58
216,3,10:34.0,,Z. LaVine misses 2-pt jump shot from 22 ft,52,58
217,3,10:33.0,Defensive rebound by M. Kidd-Gilchrist,,52,58
218,3,10:24.0,K. Walker makes 2-pt layup from 1 ft,,54,58
219,3,10:03.0,,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),54,60
220,3,9:47.0,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),,57,60
221,3,9:45.0,,Minnesota full timeout,57,60
222,3,9:24.0,,A. Wiggins misses 2-pt layup from 2 ft,57,60
223,3,9:23.0,,Offensive rebound by K. Towns,57,60
224,3,9:22.0,,K. Towns misses 2-pt layup from 1 ft,57,60
225,3,9:21.0,Defensive rebound by C. Zeller,,57,60
226,3,9:11.0,K. Walker misses 2-pt jump shot from 13 ft,,57,60
227,3,9:10.0,Offensive rebound by C. Zeller,,57,60
228,3,9:10.0,C. Zeller makes 2-pt layup from 2 ft,,59,60
229,3,8:48.0,,A. Wiggins misses 2-pt jump shot from 14 ft,59,60
230,3,8:48.0,Defensive rebound by Team,,59,60
231,3,8:48.0,,Loose ball foul by K. Towns (drawn by K. Walker),59,60
232,3,8:37.0,C. Zeller makes 2-pt jump shot from 6 ft (assist by K. Walker),,61,60
233,3,8:20.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by G. Dieng),61,63
234,3,7:53.0,C. Zeller misses 2-pt jump shot from 19 ft,,61,63
235,3,7:51.0,,Defensive rebound by R. Rubio,61,63
236,3,7:33.0,,Turnover by G. Dieng (bad pass; steal by N. Batum),61,63
237,3,7:20.0,M. Williams misses 3-pt jump shot from 26 ft,,61,63
238,3,7:18.0,,Defensive rebound by R. Rubio,61,63
239,3,7:14.0,,Shooting foul by K. Walker (drawn by A. Wiggins),61,63
240,3,7:14.0,,A. Wiggins makes free throw 1 of 2,61,64
241,3,7:14.0,,A. Wiggins makes free throw 2 of 2,61,65
242,3,7:02.0,M. Williams misses 3-pt jump shot from 25 ft,,61,65
243,3,7:00.0,,Defensive rebound by G. Dieng,61,65
244,3,6:56.0,,Turnover by R. Rubio (bad pass),61,65
245,3,6:38.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,61,65
246,3,6:37.0,,Defensive rebound by G. Dieng,61,65
247,3,6:26.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by K. Towns),61,67
248,3,6:26.0,Charlotte full timeout,,61,67
249,3,6:14.0,M. Williams misses 2-pt jump shot from 8 ft,,61,67
250,3,6:12.0,,Defensive rebound by G. Dieng,61,67
251,3,6:00.0,,Shooting foul by M. Kidd-Gilchrist (drawn by G. Dieng),61,67
252,3,6:00.0,,G. Dieng makes free throw 1 of 2,61,68
253,3,6:00.0,,G. Dieng makes free throw 2 of 2,61,69
254,3,5:44.0,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,,61,69
255,3,5:43.0,,Defensive rebound by R. Rubio,61,69
256,3,5:35.0,,G. Dieng misses 2-pt jump shot from 12 ft,61,69
257,3,5:34.0,Defensive rebound by C. Zeller,,61,69
258,3,5:24.0,K. Walker misses 2-pt jump shot from 15 ft (block by K. Towns),,61,69
259,3,5:22.0,,Defensive rebound by G. Dieng,61,69
260,3,5:13.0,,K. Towns misses 3-pt jump shot from 24 ft,61,69
261,3,5:12.0,Defensive rebound by M. Kidd-Gilchrist,,61,69
262,3,5:05.0,N. Batum makes 3-pt jump shot from 24 ft,,64,69
263,3,4:48.0,,Z. LaVine misses 3-pt jump shot from 25 ft,64,69
264,3,4:47.0,Defensive rebound by C. Zeller,,64,69
265,3,4:32.0,K. Walker makes 3-pt jump shot from 25 ft,,67,69
266,3,4:17.0,Offensive charge foul by A. Wiggins (drawn by C. Zeller),,67,69
267,3,4:17.0,,Turnover by A. Wiggins (offensive foul),67,69
268,3,4:17.0,F. Kaminsky enters the game for M. Williams,,67,69
269,3,4:17.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,67,69
270,3,4:17.0,,N. Bjelica enters the game for Z. LaVine,67,69
271,3,4:04.0,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),,70,69
272,3,4:03.0,,Minnesota full timeout,70,69
273,3,3:53.0,,Turnover by A. Wiggins (lost ball; steal by N. Batum),70,69
274,3,3:47.0,Turnover by K. Walker (bad pass),,70,69
275,3,3:31.0,,Shooting foul by K. Walker (drawn by R. Rubio),70,69
276,3,3:31.0,,R. Rubio makes free throw 1 of 2,70,70
277,3,3:31.0,,R. Rubio misses free throw 2 of 2,70,70
278,3,3:31.0,Defensive rebound by N. Batum,,70,70
279,3,3:18.0,Personal foul by N. Bjelica (drawn by N. Batum),,70,70
280,3,3:13.0,Shooting foul by N. Bjelica (drawn by N. Batum),,70,70
281,3,3:13.0,N. Batum makes free throw 1 of 3,,71,70
282,3,3:13.0,N. Batum misses free throw 2 of 3,,71,70
283,3,3:13.0,Offensive rebound by Team,,71,70
284,3,3:13.0,N. Batum makes free throw 3 of 3,,72,70
285,3,3:02.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),72,72
286,3,2:43.0,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),,75,72
287,3,2:22.0,,N. Bjelica misses 3-pt jump shot from 23 ft,75,72
288,3,2:21.0,Defensive rebound by N. Batum,,75,72
289,3,2:10.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),,78,72
290,3,1:51.0,,K. Towns misses 2-pt layup from 3 ft,78,72
291,3,1:49.0,Defensive rebound by F. Kaminsky,,78,72
292,3,1:36.0,F. Kaminsky makes 2-pt jump shot from 14 ft (assist by M. Belinelli),,80,72
293,3,1:22.0,,K. Towns misses 2-pt layup from 2 ft (block by C. Zeller),80,72
294,3,1:20.0,Defensive rebound by N. Batum,,80,72
295,3,1:17.0,K. Walker makes 2-pt layup from 2 ft (assist by N. Batum),,82,72
296,3,1:01.0,,Shooting foul by N. Batum (drawn by A. Wiggins),82,72
297,3,1:01.0,,A. Wiggins misses free throw 1 of 2,82,72
298,3,1:01.0,,Offensive rebound by Team,82,72
299,3,1:01.0,R. Sessions enters the game for K. Walker,,82,72
300,3,1:01.0,R. Hibbert enters the game for C. Zeller,,82,72
301,3,1:01.0,,C. Aldrich enters the game for K. Towns,82,72
302,3,1:01.0,,A. Payne enters the game for G. Dieng,82,72
303,3,1:01.0,,A. Wiggins makes free throw 2 of 2,82,73
304,3,0:51.0,Offensive foul by R. Hibbert (drawn by A. Wiggins),,82,73
305,3,0:51.0,Turnover by R. Hibbert (offensive foul),,82,73
306,3,0:42.0,,A. Payne misses 3-pt jump shot from 26 ft,82,73
307,3,0:41.0,Defensive rebound by N. Batum,,82,73
308,3,0:33.0,Turnover by F. Kaminsky (bad pass; steal by R. Rubio),,82,73
309,3,0:14.0,,A. Wiggins misses 2-pt jump shot from 19 ft,82,73
310,3,0:12.0,,Offensive rebound by Team,82,73
311,3,0:12.0,Loose ball foul by M. Belinelli (drawn by R. Rubio),,82,73
312,3,0:12.0,,R. Rubio makes free throw 1 of 2,82,74
313,3,0:12.0,,R. Rubio makes free throw 2 of 2,82,75
314,3,0:01.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,82,75
315,3,0:00.0,Offensive rebound by Team,,82,75
316,4,11:39.0,,K. Dunn misses 2-pt jump shot from 11 ft,82,75
317,4,11:38.0,,Offensive rebound by A. Payne,82,75
318,4,11:38.0,,A. Payne makes 2-pt dunk at rim,82,77
319,4,11:23.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by F. Kaminsky),,84,77
320,4,11:10.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Dunn),84,80
321,4,10:45.0,F. Kaminsky makes 2-pt jump shot from 5 ft,,86,80
322,4,10:25.0,,A. Wiggins makes 2-pt jump shot from 16 ft,86,82
323,4,10:10.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,86,82
324,4,10:09.0,Offensive rebound by R. Hibbert,,86,82
325,4,10:07.0,Shooting foul by A. Payne (drawn by R. Hibbert),,86,82
326,4,10:07.0,R. Hibbert makes free throw 1 of 2,,87,82
327,4,10:07.0,R. Hibbert misses free throw 2 of 2,,87,82
328,4,10:07.0,,Defensive rebound by C. Aldrich,87,82
329,4,9:46.0,,A. Wiggins misses 2-pt jump shot from 5 ft,87,82
330,4,9:45.0,Defensive rebound by F. Kaminsky,,87,82
331,4,9:37.0,Turnover by R. Sessions (lost ball; steal by C. Aldrich),,87,82
332,4,9:28.0,,A. Payne makes 2-pt jump shot from 12 ft (assist by A. Wiggins),87,84
333,4,9:04.0,F. Kaminsky makes 2-pt jump shot from 7 ft,,89,84
334,4,8:48.0,,A. Wiggins makes 2-pt layup from 1 ft,89,86
335,4,8:19.0,R. Hibbert makes 2-pt layup at rim (assist by F. Kaminsky),,91,86
336,4,8:02.0,,Shooting foul by F. Kaminsky (drawn by A. Payne),91,86
337,4,8:02.0,,Minnesota full timeout,91,86
338,4,8:02.0,,A. Payne makes free throw 1 of 3,91,87
339,4,8:02.0,,A. Payne makes free throw 2 of 3,91,88
340,4,8:02.0,,A. Payne makes free throw 3 of 3,91,89
341,4,7:49.0,Personal foul by A. Payne (drawn by F. Kaminsky),,91,89
342,4,7:39.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,91,89
343,4,7:37.0,,Defensive rebound by A. Wiggins,91,89
344,4,7:30.0,,A. Wiggins makes 3-pt jump shot from 27 ft,91,92
345,4,7:11.0,R. Hibbert makes 2-pt dunk at rim (assist by R. Sessions),,93,92
346,4,6:53.0,,C. Aldrich misses 2-pt hook shot from 6 ft,93,92
347,4,6:52.0,Defensive rebound by F. Kaminsky,,93,92
348,4,6:42.0,Turnover by R. Hibbert (bad pass),,93,92
349,4,6:42.0,C. Zeller enters the game for R. Hibbert,,93,92
350,4,6:42.0,K. Walker enters the game for R. Sessions,,93,92
351,4,6:42.0,N. Batum enters the game for M. Kidd-Gilchrist,,93,92
352,4,6:31.0,,A. Wiggins misses 2-pt jump shot from 19 ft,93,92
353,4,6:30.0,,Offensive rebound by C. Aldrich,93,92
354,4,6:21.0,,A. Payne misses 2-pt jump shot from 20 ft,93,92
355,4,6:20.0,Defensive rebound by M. Belinelli,,93,92
356,4,6:12.0,Personal foul by K. Dunn (drawn by K. Walker),,93,92
357,4,6:12.0,,K. Towns enters the game for A. Payne,93,92
358,4,6:12.0,,Z. LaVine enters the game for A. Wiggins,93,92
359,4,6:01.0,M. Belinelli makes 2-pt layup from 1 ft (assist by F. Kaminsky),,95,92
360,4,5:54.0,,Minnesota full timeout,95,92
361,4,5:54.0,,R. Rubio enters the game for K. Dunn,95,92
362,4,5:54.0,,A. Wiggins enters the game for N. Bjelica,95,92
363,4,5:54.0,,G. Dieng enters the game for C. Aldrich,95,92
364,4,5:44.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by Z. LaVine),95,95
365,4,5:27.0,Shooting block foul by R. Rubio (drawn by K. Walker),,95,95
366,4,5:27.0,K. Walker makes free throw 1 of 2,,96,95
367,4,5:27.0,K. Walker makes free throw 2 of 2,,97,95
368,4,5:12.0,,K. Towns misses 2-pt jump shot from 17 ft,97,95
369,4,5:11.0,,Offensive rebound by Team,97,95
370,4,5:11.0,Loose ball foul by N. Batum (drawn by A. Wiggins),,97,95
371,4,5:04.0,,Z. LaVine misses 3-pt jump shot from 25 ft,97,95
372,4,5:03.0,Defensive rebound by C. Zeller,,97,95
373,4,4:50.0,K. Walker makes 2-pt layup from 2 ft,,99,95
374,4,4:34.0,,A. Wiggins makes 2-pt jump shot from 19 ft,99,97
