,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
390,4,5:37.0,,B. Beal misses 3-pt jump shot from 26 ft,78,86
391,4,5:36.0,Defensive rebound by O. Casspi,,78,86
392,4,5:31.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),,80,86
393,4,5:12.0,,M. Morris misses 2-pt jump shot from 13 ft,80,86
394,4,5:12.0,,Offensive rebound by K. Oubre,80,86
395,4,5:12.0,,Shooting foul by W. Cauley-Stein (drawn by K. Oubre),80,86
396,4,5:12.0,Official timeout,,80,86
397,4,5:12.0,,K. Oubre makes free throw 1 of 2,80,87
398,4,5:12.0,D. Cousins enters the game for W. Cauley-Stein,,80,86
399,4,5:12.0,R. Gay enters the game for O. Casspi,,80,86
400,4,5:12.0,,M. Gortat enters the game for J. Smith,80,86
401,4,5:12.0,,K. Oubre makes free throw 2 of 2,80,88
402,4,4:46.0,D. Cousins makes 2-pt jump shot from 17 ft,,82,88
403,4,4:19.0,,B. Beal misses 3-pt jump shot from 26 ft,82,88
404,4,4:18.0,Defensive rebound by D. Cousins,,82,88
405,4,4:09.0,Turnover by T. Lawson (bad pass; steal by K. Oubre),,82,88
406,4,3:50.0,,M. Morris misses 2-pt layup from 2 ft,82,88
407,4,3:50.0,Defensive rebound by D. Cousins,,82,88
408,4,3:50.0,Personal foul by K. Oubre (drawn by D. Cousins),,82,88
409,4,3:50.0,D. Collison enters the game for T. Lawson,,82,88
410,4,3:50.0,,O. Porter enters the game for K. Oubre,82,88
411,4,3:39.0,R. Gay makes 2-pt jump shot from 17 ft (assist by D. Cousins),,84,88
412,4,3:27.0,,Offensive foul by M. Morris (drawn by R. Gay),84,88
413,4,3:27.0,,Turnover by M. Morris (offensive foul),84,88
414,4,3:05.0,M. Barnes misses 3-pt jump shot from 27 ft,,84,88
415,4,3:04.0,,Defensive rebound by B. Beal,84,88
416,4,3:00.0,,Shooting foul by M. Barnes (drawn by B. Beal),84,88
417,4,3:00.0,,B. Beal misses free throw 1 of 2,84,88
418,4,3:00.0,,Offensive rebound by Team,84,88
419,4,3:00.0,,B. Beal misses free throw 2 of 2,84,88
420,4,2:59.0,Defensive rebound by D. Cousins,,84,88
421,4,2:42.0,D. Cousins makes 2-pt layup from 1 ft (assist by M. Barnes),,86,88
422,4,2:24.0,,J. Wall makes 3-pt jump shot from 26 ft,86,91
423,4,1:56.0,D. Cousins makes 2-pt jump shot from 14 ft,,88,91
424,4,1:43.0,,J. Wall misses 2-pt jump shot from 19 ft (block by D. Collison),88,91
425,4,1:36.0,Defensive rebound by D. Collison,,88,91
426,4,1:30.0,D. Cousins misses 3-pt jump shot from 25 ft,,88,91
427,4,1:30.0,Offensive rebound by Team,,88,91
428,4,1:30.0,,Loose ball foul by J. Wall (drawn by D. Collison),88,91
429,4,1:30.0,,Washington full timeout,88,91
430,4,1:12.0,D. Cousins misses 2-pt layup from 2 ft (block by M. Gortat),,88,91
431,4,1:12.0,,Defensive rebound by M. Gortat,88,91
432,4,1:12.0,,Personal foul by D. Cousins (drawn by O. Porter),88,91
433,4,0:45.0,,B. Beal misses 2-pt jump shot from 12 ft (block by D. Cousins),88,91
434,4,0:43.0,Defensive rebound by D. Cousins,,88,91
435,4,0:34.0,D. Cousins makes 2-pt layup from 1 ft,,90,91
436,4,0:14.0,,Shooting foul by R. Gay (drawn by M. Gortat),90,91
437,4,0:14.0,,M. Gortat misses free throw 1 of 2,90,91
438,4,0:14.0,,Offensive rebound by Team,90,91
439,4,0:14.0,,M. Gortat makes free throw 2 of 2,90,92
440,4,0:14.0,Sacramento full timeout,,90,92
441,4,0:11.0,D. Cousins makes 2-pt layup from 1 ft,,92,92
442,4,0:10.0,,Washington full timeout,92,92
443,4,0:02.0,,J. Wall misses 2-pt jump shot from 18 ft,92,92
444,4,0:00.0,,Offensive rebound by Team,92,92
445,1OT,4:43.0,,M. Morris misses 2-pt jump shot from 6 ft,92,92
446,1OT,4:41.0,Defensive rebound by D. Cousins,,92,92
447,1OT,4:19.0,D. Collison misses 2-pt jump shot from 18 ft,,92,92
448,1OT,4:18.0,,Defensive rebound by M. Gortat,92,92
449,1OT,4:04.0,,M. Morris misses 2-pt jump shot from 5 ft,92,92
450,1OT,4:03.0,Defensive rebound by D. Cousins,,92,92
451,1OT,3:53.0,D. Cousins misses 3-pt jump shot from 27 ft,,92,92
452,1OT,3:51.0,,Defensive rebound by B. Beal,92,92
453,1OT,3:39.0,,J. Wall makes 2-pt layup from 2 ft,92,94
454,1OT,3:25.0,R. Gay misses 2-pt jump shot from 20 ft,,92,94
455,1OT,3:23.0,,Defensive rebound by J. Wall,92,94
456,1OT,3:05.0,,Offensive foul by M. Morris (drawn by R. Gay),92,94
457,1OT,3:05.0,,Turnover by M. Morris (offensive foul),92,94
458,1OT,3:05.0,M. Barnes enters the game for K. Koufos,,92,94
459,1OT,2:47.0,R. Gay misses 2-pt jump shot from 18 ft,,92,94
460,1OT,2:46.0,,Defensive rebound by B. Beal,92,94
461,1OT,2:46.0,,Personal foul by D. Cousins (drawn by B. Beal),92,94
462,1OT,2:33.0,,Turnover by J. Wall (step out of bounds),92,94
463,1OT,2:18.0,R. Gay misses 3-pt jump shot from 22 ft,,92,94
464,1OT,2:17.0,,Defensive rebound by B. Beal,92,94
465,1OT,2:00.0,,B. Beal misses 3-pt jump shot from 26 ft,92,94
466,1OT,1:59.0,,Offensive rebound by M. Morris,92,94
467,1OT,1:57.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Morris),92,97
468,1OT,1:57.0,Sacramento full timeout,,92,97
469,1OT,1:49.0,D. Cousins misses 2-pt jump shot from 15 ft,,92,97
470,1OT,1:49.0,,Defensive rebound by Team,92,97
471,1OT,1:30.0,,B. Beal misses 3-pt jump shot from 25 ft,92,97
472,1OT,1:28.0,,Offensive rebound by M. Morris,92,97
473,1OT,1:28.0,,M. Morris misses 2-pt layup from 1 ft,92,97
474,1OT,1:26.0,,Offensive rebound by O. Porter,92,97
475,1OT,1:18.0,,Washington full timeout,92,97
476,1OT,1:02.0,,O. Porter misses 2-pt jump shot from 22 ft (block by R. Gay),92,97
477,1OT,1:02.0,,Offensive rebound by Team,92,97
478,1OT,1:02.0,,Turnover by Team (shot clock),92,97
479,1OT,0:46.0,Turnover by D. Cousins (lost ball; steal by M. Morris),,92,97
480,1OT,0:32.0,,J. Wall misses 3-pt jump shot from 26 ft,92,97
481,1OT,0:29.0,Defensive rebound by Team,,92,97
482,1OT,0:25.0,Shooting foul by M. Gortat (drawn by D. Cousins),,92,97
483,1OT,0:25.0,D. Cousins misses free throw 1 of 2,,92,97
484,1OT,0:25.0,Offensive rebound by Team,,92,97
485,1OT,0:25.0,D. Cousins misses free throw 2 of 2,,92,97
486,1OT,0:23.0,,Defensive rebound by O. Porter,92,97
487,1OT,0:23.0,,Personal foul by D. Collison (drawn by O. Porter),92,97
488,1OT,0:23.0,,Washington full timeout,92,97
489,1OT,0:23.0,,T. Burke enters the game for M. Gortat,92,97
490,1OT,0:23.0,T. Lawson enters the game for D. Cousins,,92,97
491,1OT,0:21.0,,Personal take foul by D. Collison (drawn by J. Wall),92,97
492,1OT,0:21.0,,J. Wall makes free throw 1 of 2,92,98
493,1OT,0:21.0,D. Cousins enters the game for T. Lawson,,92,98
494,1OT,0:21.0,,J. Wall makes free throw 2 of 2,92,99
495,1OT,0:17.0,R. Gay makes 3-pt jump shot from 25 ft (assist by G. Temple),,95,99
496,1OT,0:13.0,,Personal take foul by M. Barnes (drawn by J. Wall),95,99
497,1OT,0:13.0,,J. Wall makes free throw 1 of 2,95,100
498,1OT,0:13.0,,J. Wall makes free throw 2 of 2,95,101
499,1OT,0:13.0,Sacramento full timeout,,95,101
500,1OT,0:13.0,,K. Oubre enters the game for T. Burke,95,101
501,1OT,0:09.0,D. Cousins misses 3-pt jump shot from 26 ft,,95,101
502,1OT,0:06.0,,Defensive rebound by J. Wall,95,101
