,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
45,1,6:18.0,L. Deng makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,15,16
46,1,5:58.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),15,19
47,1,5:41.0,J. Clarkson makes 2-pt jump shot from 10 ft,,17,19
48,1,5:30.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Morris),17,22
49,1,5:11.0,J. Clarkson misses 3-pt jump shot from 30 ft,,17,22
50,1,5:11.0,Offensive rebound by T. Black,,17,22
51,1,5:11.0,,Loose ball foul by M. Morris (drawn by T. Black),17,22
52,1,5:11.0,L. Nance enters the game for T. Black,,17,22
53,1,5:11.0,,K. Oubre enters the game for M. Morris,17,22
54,1,5:09.0,Personal foul by K. Oubre (drawn by L. Deng),,17,22
55,1,4:58.0,Personal foul by K. Oubre (drawn by L. Deng),,17,22
56,1,4:52.0,D. Russell misses 3-pt jump shot from 26 ft,,17,22
57,1,4:51.0,,Defensive rebound by M. Gortat,17,22
58,1,4:44.0,,B. Beal misses 2-pt jump shot from 8 ft,17,22
59,1,4:43.0,Defensive rebound by D. Russell,,17,22
60,1,4:37.0,L. Deng misses 3-pt jump shot from 25 ft,,17,22
61,1,4:35.0,Offensive rebound by L. Nance,,17,22
62,1,4:32.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Nance),,20,22
63,1,4:16.0,,M. Gortat misses 2-pt jump shot from 14 ft,20,22
64,1,4:16.0,Defensive rebound by L. Nance,,20,22
65,1,3:55.0,Turnover by T. Mozgov (traveling),,20,22
66,1,3:55.0,I. Zubac enters the game for T. Mozgov,,20,22
67,1,3:46.0,,J. Wall makes 2-pt layup from 2 ft,20,24
68,1,3:27.0,Turnover by I. Zubac (lost ball; steal by B. Beal),,20,24
69,1,3:23.0,,Personal foul by D. Russell (drawn by J. Wall),20,24
70,1,3:23.0,,T. Satoranský enters the game for B. Beal,20,24
71,1,3:23.0,B. Ingram enters the game for L. Deng,,20,24
72,1,3:17.0,,K. Oubre misses 3-pt jump shot from 23 ft,20,24
73,1,3:16.0,Defensive rebound by I. Zubac,,20,24
74,1,2:57.0,L. Nance makes 2-pt jump shot from 5 ft,,22,24
75,1,2:45.0,,J. Wall misses 3-pt jump shot from 26 ft,22,24
76,1,2:44.0,Defensive rebound by D. Russell,,22,24
77,1,2:41.0,J. Clarkson makes 2-pt dunk at rim (assist by D. Russell),,24,24
78,1,2:40.0,,Washington full timeout,24,24
79,1,2:40.0,L. Williams enters the game for D. Russell,,24,24
80,1,2:40.0,,J. Smith enters the game for M. Gortat,24,24
81,1,2:33.0,,O. Porter misses 3-pt jump shot from 27 ft,24,24
82,1,2:32.0,,Offensive rebound by K. Oubre,24,24
83,1,2:22.0,,O. Porter misses 3-pt jump shot from 26 ft,24,24
84,1,2:21.0,,Offensive rebound by T. Satoranský,24,24
85,1,2:18.0,,T. Satoranský misses 2-pt layup from 1 ft,24,24
86,1,2:17.0,,Offensive rebound by J. Smith,24,24
87,1,2:16.0,,J. Smith makes 2-pt dunk at rim,24,26
88,1,2:02.0,I. Zubac misses 2-pt jump shot from 11 ft (block by J. Smith),,24,26
89,1,2:01.0,,Defensive rebound by T. Satoranský,24,26
90,1,1:57.0,,J. Wall makes 2-pt layup at rim (assist by T. Satoranský),24,28
91,1,1:30.0,L. Williams makes 3-pt jump shot from 27 ft,,27,28
92,1,1:09.0,,J. Wall misses 2-pt jump shot from 20 ft,27,28
93,1,1:08.0,Defensive rebound by B. Ingram,,27,28
94,1,1:01.0,B. Ingram misses 2-pt jump shot from 8 ft,,27,28
95,1,1:00.0,,Defensive rebound by O. Porter,27,28
96,1,0:52.0,,T. Satoranský makes 3-pt jump shot from 23 ft (assist by J. Wall),27,31
97,1,0:40.0,L. Nance misses 2-pt jump shot from 12 ft,,27,31
98,1,0:39.0,Offensive rebound by Team,,27,31
99,1,0:31.0,I. Zubac makes 2-pt hook shot from 6 ft,,29,31
100,1,0:07.0,,J. Smith misses 2-pt layup from 3 ft (block by I. Zubac),29,31
101,1,0:06.0,,Offensive rebound by Team,29,31
102,1,0:06.0,,Turnover by Team (shot clock),29,31
103,1,0:06.0,,T. Burke enters the game for K. Oubre,29,31
104,2,11:43.0,,M. Morris misses 2-pt jump shot from 11 ft,29,31
105,2,11:42.0,Defensive rebound by B. Ingram,,29,31
106,2,11:34.0,Turnover by L. Williams (lost ball),,29,31
107,2,11:26.0,,K. Oubre makes 2-pt jump shot from 6 ft,29,33
108,2,11:08.0,L. Williams misses 3-pt jump shot from 27 ft,,29,33
109,2,11:07.0,,Defensive rebound by J. Smith,29,33
110,2,11:04.0,,Turnover by J. Smith (lost ball; steal by L. Nance),29,33
111,2,11:01.0,L. Nance misses 2-pt jump shot from 21 ft,,29,33
112,2,11:00.0,,Defensive rebound by M. Morris,29,33
113,2,10:43.0,,T. Burke misses 2-pt jump shot from 19 ft,29,33
114,2,10:41.0,Defensive rebound by I. Zubac,,29,33
115,2,10:33.0,J. Clarkson misses 3-pt jump shot from 24 ft,,29,33
116,2,10:32.0,,Defensive rebound by J. Smith,29,33
117,2,10:22.0,,T. Burke misses 2-pt layup from 1 ft,29,33
118,2,10:21.0,Defensive rebound by J. Clarkson,,29,33
119,2,10:14.0,I. Zubac misses 2-pt jump shot from 8 ft,,29,33
120,2,10:13.0,Offensive rebound by L. Nance,,29,33
121,2,10:11.0,Personal foul by T. Burke (drawn by L. Nance),,29,33
122,2,10:11.0,J. Randle enters the game for I. Zubac,,29,33
123,2,9:57.0,Turnover by L. Williams (bad pass; steal by M. Morris),,29,33
124,2,9:51.0,,J. Smith misses 2-pt jump shot from 6 ft (block by L. Williams),29,33
125,2,9:46.0,Defensive rebound by L. Nance,,29,33
126,2,9:42.0,L. Williams misses 2-pt jump shot from 6 ft,,29,33
127,2,9:39.0,,Defensive rebound by J. Smith,29,33
128,2,9:35.0,,Personal foul by B. Ingram (drawn by T. Satoranský),29,33
129,2,9:25.0,,M. Morris makes 2-pt layup from 2 ft,29,35
130,2,9:06.0,B. Ingram makes 2-pt layup from 1 ft,,31,35
131,2,8:48.0,,T. Burke makes 2-pt layup from 2 ft,31,37
132,2,8:38.0,Offensive foul by L. Williams (drawn by T. Burke),,31,37
133,2,8:38.0,Turnover by L. Williams (offensive foul),,31,37
134,2,8:38.0,Official timeout,,31,37
135,2,8:29.0,,Turnover by M. Morris (bad pass; steal by L. Nance),31,37
136,2,8:26.0,Turnover by L. Nance (discontinued dribble),,31,37
137,2,8:14.0,,J. Smith makes 2-pt layup from 1 ft (assist by T. Burke),31,39
138,2,8:03.0,Turnover by J. Randle (offensive foul),,31,39
139,2,8:03.0,Offensive foul by J. Randle (drawn by K. Oubre),,31,39
140,2,8:03.0,,B. Beal enters the game for T. Satoranský,31,39
141,2,7:52.0,,K. Oubre makes 2-pt jump shot from 19 ft (assist by T. Burke),31,41
142,2,7:38.0,L. Nance makes 2-pt jump shot from 12 ft (assist by L. Williams),,33,41
143,2,7:19.0,,Shooting foul by B. Ingram (drawn by T. Burke),33,41
144,2,7:19.0,,T. Burke misses free throw 1 of 2,33,41
145,2,7:19.0,,Offensive rebound by Team,33,41
146,2,7:19.0,,T. Burke makes free throw 2 of 2,33,42
147,2,7:06.0,Personal foul by B. Beal (drawn by L. Nance),,33,42
148,2,7:06.0,N. Young enters the game for J. Clarkson,,33,42
149,2,7:06.0,L. Deng enters the game for B. Ingram,,33,42
150,2,6:57.0,J. Randle misses 2-pt layup from 2 ft (block by M. Morris),,33,42
151,2,6:55.0,Offensive rebound by L. Nance,,33,42
152,2,6:54.0,L. Nance misses 2-pt layup from 2 ft,,33,42
153,2,6:53.0,,Defensive rebound by T. Burke,33,42
154,2,6:48.0,,K. Oubre misses 3-pt jump shot from 27 ft,33,42
155,2,6:47.0,Defensive rebound by J. Randle,,33,42
156,2,6:39.0,L. Williams misses 3-pt jump shot from 28 ft,,33,42
157,2,6:38.0,,Defensive rebound by Team,33,42
158,2,6:37.0,,J. Wall enters the game for T. Burke,33,42
159,2,6:37.0,,M. Gortat enters the game for J. Smith,33,42
160,2,6:24.0,,B. Beal makes 3-pt jump shot from 26 ft,33,45
161,2,6:05.0,L. Deng misses 3-pt jump shot from 26 ft,,33,45
162,2,6:04.0,,Defensive rebound by M. Morris,33,45
163,2,5:57.0,,M. Morris misses 3-pt jump shot from 26 ft,33,45
164,2,5:56.0,Defensive rebound by L. Williams,,33,45
165,2,5:52.0,Personal foul by M. Morris (drawn by J. Randle),,33,45
166,2,5:52.0,,Washington full timeout,33,45
167,2,5:52.0,T. Mozgov enters the game for L. Nance,,33,45
168,2,5:52.0,,O. Porter enters the game for M. Morris,33,45
169,2,5:52.0,D. Russell enters the game for L. Williams,,33,45
170,2,5:43.0,J. Randle misses 2-pt layup from 1 ft,,33,45
171,2,5:42.0,Offensive rebound by J. Randle,,33,45
172,2,5:40.0,J. Randle makes 2-pt layup from 2 ft,,35,45
173,2,5:26.0,,B. Beal makes 2-pt dunk at rim (assist by M. Gortat),35,47
174,2,5:06.0,J. Randle misses 2-pt jump shot from 13 ft,,35,47
175,2,5:05.0,,Defensive rebound by O. Porter,35,47
176,2,4:54.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),35,49
177,2,4:41.0,Turnover by D. Russell (lost ball; steal by O. Porter),,35,49
178,2,4:36.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),35,51
179,2,4:36.0,LA Lakers full timeout,,35,51
180,2,4:36.0,T. Black enters the game for J. Randle,,35,51
181,2,4:22.0,N. Young misses 3-pt jump shot from 25 ft,,35,51
182,2,4:21.0,,Defensive rebound by O. Porter,35,51
183,2,3:59.0,,Turnover by J. Wall (step out of bounds),35,51
184,2,3:50.0,Turnover by D. Russell (bad pass; steal by J. Wall),,35,51
185,2,3:42.0,,J. Wall misses 3-pt jump shot from 26 ft,35,51
186,2,3:41.0,Defensive rebound by D. Russell,,35,51
187,2,3:35.0,Offensive foul by T. Mozgov (drawn by M. Gortat),,35,51
188,2,3:35.0,Turnover by T. Mozgov (offensive foul),,35,51
189,2,3:35.0,,M. Morris enters the game for K. Oubre,35,51
190,2,3:35.0,B. Ingram enters the game for T. Mozgov,,35,51
191,2,3:22.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Gortat),35,54
192,2,3:07.0,D. Russell makes 3-pt jump shot from 27 ft,,38,54
193,2,2:51.0,,B. Beal misses 3-pt jump shot from 26 ft,38,54
194,2,2:50.0,Defensive rebound by D. Russell,,38,54
195,2,2:45.0,Shooting foul by B. Beal (drawn by L. Deng),,38,54
196,2,2:45.0,L. Deng makes free throw 1 of 2,,39,54
197,2,2:45.0,L. Deng makes free throw 2 of 2,,40,54
198,2,2:30.0,,J. Wall misses 2-pt layup from 1 ft,40,54
199,2,2:29.0,,Offensive rebound by M. Gortat,40,54
200,2,2:28.0,,M. Gortat makes 2-pt layup from 1 ft,40,56
201,2,2:17.0,T. Black makes 2-pt layup at rim (assist by D. Russell),,42,56
202,2,1:52.0,,M. Morris misses 3-pt jump shot from 27 ft,42,56
203,2,1:51.0,Defensive rebound by T. Black,,42,56
204,2,1:43.0,N. Young misses 3-pt jump shot from 26 ft,,42,56
205,2,1:42.0,,Defensive rebound by Team,42,56
206,2,1:23.0,,Turnover by M. Gortat (bad pass),42,56
207,2,1:13.0,D. Russell misses 2-pt jump shot from 6 ft,,42,56
208,2,1:12.0,Offensive rebound by D. Russell,,42,56
209,2,1:10.0,Shooting foul by B. Beal (drawn by D. Russell),,42,56
210,2,1:10.0,D. Russell misses free throw 1 of 2,,42,56
211,2,1:10.0,Offensive rebound by Team,,42,56
212,2,1:10.0,D. Russell misses free throw 2 of 2,,42,56
213,2,1:10.0,,T. Burke enters the game for B. Beal,42,56
214,2,1:09.0,Offensive rebound by B. Ingram,,42,56
215,2,1:05.0,Shooting foul by M. Gortat (drawn by B. Ingram),,42,56
216,2,1:05.0,B. Ingram makes free throw 1 of 2,,43,56
217,2,1:05.0,B. Ingram makes free throw 2 of 2,,44,56
218,2,0:42.0,,T. Burke misses 2-pt jump shot from 15 ft,44,56
219,2,0:40.0,Defensive rebound by N. Young,,44,56
220,2,0:34.0,D. Russell misses 3-pt jump shot from 27 ft,,44,56
221,2,0:33.0,,Defensive rebound by M. Gortat,44,56
222,2,0:27.0,,J. Wall makes 2-pt layup from 1 ft,44,58
223,2,0:09.0,Turnover by D. Russell (bad pass; steal by O. Porter),,44,58
224,2,0:08.0,,Personal take foul by D. Russell (drawn by J. Wall),44,58
225,2,0:01.0,,M. Morris misses 3-pt jump shot from 23 ft,44,58
226,2,0:00.0,,Offensive rebound by Team,44,58
227,3,11:44.0,,Turnover by M. Morris (step out of bounds),44,58
228,3,11:29.0,T. Black misses 2-pt jump shot from 3 ft (block by J. Wall),,44,58
229,3,11:27.0,,Defensive rebound by J. Wall,44,58
230,3,11:23.0,,M. Morris misses 2-pt layup from 1 ft (block by L. Deng),44,58
231,3,11:22.0,Defensive rebound by T. Black,,44,58
232,3,11:16.0,N. Young makes 2-pt jump shot from 16 ft (assist by D. Russell),,46,58
233,3,11:04.0,,Shooting foul by N. Young (drawn by M. Morris),46,58
234,3,11:04.0,,M. Morris makes free throw 1 of 2,46,59
235,3,11:04.0,,M. Morris makes free throw 2 of 2,46,60
236,3,10:52.0,T. Mozgov misses 2-pt jump shot from 9 ft,,46,60
237,3,10:51.0,,Defensive rebound by M. Morris,46,60
238,3,10:44.0,,M. Gortat makes 2-pt hook shot from 13 ft (assist by O. Porter),46,62
239,3,10:32.0,Turnover by D. Russell (bad pass; steal by M. Morris),,46,62
240,3,10:24.0,,B. Beal misses 3-pt jump shot from 27 ft,46,62
241,3,10:24.0,,Offensive rebound by Team,46,62
242,3,10:24.0,Loose ball foul by T. Black (drawn by M. Gortat),,46,62
243,3,10:23.0,,Personal foul by N. Young (drawn by B. Beal),46,62
244,3,10:15.0,,M. Morris misses 3-pt jump shot from 24 ft,46,62
245,3,10:14.0,Defensive rebound by L. Deng,,46,62
246,3,10:08.0,L. Deng misses 3-pt jump shot from 25 ft,,46,62
247,3,10:07.0,Offensive rebound by T. Black,,46,62
248,3,10:01.0,L. Deng makes 2-pt layup at rim (assist by D. Russell),,48,62
249,3,9:36.0,,M. Morris misses 2-pt jump shot from 20 ft,48,62
250,3,9:35.0,,Offensive rebound by Team,48,62
251,3,9:22.0,,J. Wall misses 2-pt jump shot from 15 ft (block by D. Russell),48,62
252,3,9:20.0,Defensive rebound by T. Black,,48,62
253,3,9:12.0,T. Black makes 2-pt jump shot from 5 ft,,50,62
254,3,9:12.0,Shooting foul by M. Gortat (drawn by T. Black),,50,62
255,3,9:12.0,T. Black misses free throw 1 of 1,,50,62
256,3,9:10.0,,Defensive rebound by M. Gortat,50,62
257,3,8:54.0,,B. Beal misses 3-pt jump shot from 27 ft,50,62
258,3,8:53.0,Defensive rebound by T. Black,,50,62
259,3,8:40.0,Shooting foul by O. Porter (drawn by D. Russell),,50,62
260,3,8:40.0,D. Russell misses free throw 1 of 2,,50,62
261,3,8:40.0,Offensive rebound by Team,,50,62
262,3,8:40.0,D. Russell makes free throw 2 of 2,,51,62
263,3,8:30.0,,Shooting foul by T. Mozgov (drawn by J. Wall),51,62
264,3,8:30.0,,J. Wall makes free throw 1 of 2,51,63
265,3,8:30.0,,J. Wall misses free throw 2 of 2,51,63
266,3,8:28.0,Defensive rebound by T. Black,,51,63
267,3,8:14.0,Personal foul by J. Wall (drawn by T. Mozgov),,51,63
268,3,8:06.0,L. Deng misses 2-pt jump shot from 15 ft,,51,63
269,3,8:05.0,Offensive rebound by L. Deng,,51,63
270,3,8:03.0,L. Deng makes 2-pt layup from 3 ft,,53,63
271,3,7:41.0,,Shooting foul by T. Black (drawn by M. Morris),53,63
272,3,7:41.0,,M. Morris makes free throw 1 of 2,53,64
273,3,7:41.0,,M. Morris misses free throw 2 of 2,53,64
274,3,7:40.0,Defensive rebound by L. Deng,,53,64
275,3,7:28.0,Shooting foul by M. Morris (drawn by T. Black),,53,64
276,3,7:28.0,T. Black makes free throw 1 of 2,,54,64
277,3,7:28.0,T. Black makes free throw 2 of 2,,55,64
278,3,7:11.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by M. Morris),55,67
279,3,6:56.0,N. Young makes 3-pt jump shot from 23 ft (assist by D. Russell),,58,67
280,3,6:41.0,,B. Beal misses 2-pt jump shot from 5 ft,58,67
281,3,6:40.0,Defensive rebound by Team,,58,67
282,3,6:34.0,L. Deng makes 2-pt dunk at rim (assist by D. Russell),,60,67
283,3,6:34.0,,Washington full timeout,60,67
284,3,6:18.0,,J. Wall misses 2-pt layup from 1 ft (block by T. Mozgov),60,67
285,3,6:17.0,,Offensive rebound by M. Gortat,60,67
286,3,6:13.0,,B. Beal makes 2-pt jump shot from 9 ft,60,69
287,3,6:01.0,D. Russell makes 3-pt jump shot from 26 ft,,63,69
288,3,5:43.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),63,71
289,3,5:31.0,Turnover by T. Black (bad pass),,63,71
290,3,5:21.0,,Personal foul by T. Black (drawn by J. Wall),63,71
291,3,5:21.0,,J. Wall misses free throw 1 of 2,63,71
292,3,5:21.0,,Offensive rebound by Team,63,71
293,3,5:21.0,,K. Oubre enters the game for M. Morris,63,71
294,3,5:21.0,J. Clarkson enters the game for N. Young,,63,71
295,3,5:21.0,I. Zubac enters the game for T. Mozgov,,63,71
296,3,5:21.0,,J. Wall makes free throw 2 of 2,63,72
297,3,5:10.0,Turnover by D. Russell (lost ball; steal by J. Wall),,63,72
298,3,5:05.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),63,74
299,3,4:47.0,D. Russell makes 3-pt jump shot from 28 ft,,66,74
300,3,4:35.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),66,76
301,3,4:19.0,T. Black makes 2-pt jump shot from 6 ft (assist by D. Russell),,68,76
302,3,4:07.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by M. Gortat),68,79
303,3,3:54.0,Personal foul by B. Beal (drawn by D. Russell),,68,79
304,3,3:54.0,D. Russell makes free throw 1 of 2,,69,79
305,3,3:54.0,B. Ingram enters the game for T. Black,,69,79
306,3,3:54.0,D. Russell makes free throw 2 of 2,,70,79
307,3,3:42.0,,M. Gortat makes 2-pt layup from 2 ft (assist by B. Beal),70,81
308,3,3:42.0,,Shooting foul by B. Ingram (drawn by M. Gortat),70,81
309,3,3:42.0,,T. Burke enters the game for B. Beal,70,81
310,3,3:42.0,,M. Gortat makes free throw 1 of 1,70,82
311,3,3:23.0,J. Clarkson makes 2-pt jump shot from 16 ft,,72,82
312,3,3:07.0,,M. Gortat makes 2-pt jump shot from 8 ft (assist by T. Burke),72,84
313,3,2:48.0,D. Russell misses 2-pt jump shot from 16 ft,,72,84
314,3,2:47.0,,Defensive rebound by M. Gortat,72,84
315,3,2:38.0,,T. Burke misses 3-pt jump shot from 23 ft,72,84
316,3,2:37.0,,Offensive rebound by M. Gortat,72,84
317,3,2:37.0,,M. Gortat makes 2-pt layup at rim,72,86
318,3,2:37.0,LA Lakers full timeout,,72,86
319,3,2:36.0,L. Williams enters the game for L. Deng,,72,86
320,3,2:36.0,L. Nance enters the game for D. Russell,,72,86
321,3,2:35.0,,J. Smith enters the game for M. Gortat,72,86
322,3,2:20.0,Shooting block foul by J. Wall (drawn by B. Ingram),,72,86
323,3,2:20.0,B. Ingram makes free throw 1 of 2,,73,86
324,3,2:20.0,B. Ingram misses free throw 2 of 2,,73,86
325,3,2:19.0,,Defensive rebound by O. Porter,73,86
326,3,1:58.0,,J. Wall misses 2-pt jump shot from 18 ft,73,86
327,3,1:57.0,Defensive rebound by B. Ingram,,73,86
328,3,1:47.0,J. Clarkson makes 2-pt jump shot from 18 ft,,75,86
329,3,1:22.0,,K. Oubre misses 3-pt jump shot from 24 ft,75,86
330,3,1:21.0,Defensive rebound by B. Ingram,,75,86
331,3,1:13.0,L. Williams misses 2-pt layup from 1 ft,,75,86
332,3,1:12.0,Offensive rebound by I. Zubac,,75,86
333,3,1:11.0,I. Zubac makes 2-pt dunk at rim,,77,86
334,3,1:00.0,,J. Wall makes 2-pt layup from 3 ft,77,88
335,3,0:56.0,J. Clarkson makes 2-pt layup from 1 ft,,79,88
336,3,0:40.0,,Turnover by J. Wall (lost ball; steal by B. Ingram),79,88
337,3,0:34.0,L. Williams misses 3-pt jump shot from 29 ft,,79,88
338,3,0:33.0,,Defensive rebound by J. Smith,79,88
339,3,0:10.0,,T. Burke makes 2-pt jump shot from 19 ft (assist by J. Wall),79,90
340,3,0:01.0,L. Williams misses 3-pt jump shot from 29 ft (block by T. Burke),,79,90
341,3,0:00.0,Offensive rebound by Team,,79,90
342,4,11:38.0,J. Clarkson makes 3-pt jump shot from 26 ft,,82,90
343,4,11:17.0,,Shooting foul by N. Young (drawn by M. Morris),82,90
344,4,11:17.0,,M. Morris misses free throw 1 of 2,82,90
345,4,11:17.0,,Offensive rebound by Team,82,90
346,4,11:17.0,,M. Morris makes free throw 2 of 2,82,91
347,4,11:08.0,Shooting foul by J. Smith (drawn by L. Williams),,82,91
348,4,11:08.0,L. Williams makes free throw 1 of 3,,83,91
349,4,11:08.0,L. Williams makes free throw 2 of 3,,84,91
350,4,11:08.0,L. Williams makes free throw 3 of 3,,85,91
351,4,10:44.0,,T. Burke misses 2-pt jump shot from 9 ft (block by B. Ingram),85,91
352,4,10:43.0,,Offensive rebound by M. Morris,85,91
353,4,10:43.0,,Turnover by Team (shot clock),85,91
354,4,10:33.0,B. Ingram misses 2-pt layup at rim,,85,91
355,4,10:32.0,,Defensive rebound by M. Morris,85,91
356,4,10:16.0,,T. Burke misses 2-pt jump shot from 15 ft (block by B. Ingram),85,91
357,4,10:14.0,Defensive rebound by L. Williams,,85,91
358,4,10:11.0,N. Young misses 3-pt jump shot from 27 ft,,85,91
359,4,10:08.0,,Defensive rebound by T. Satoranský,85,91
360,4,10:02.0,,Turnover by T. Satoranský (lost ball; steal by L. Nance),85,91
361,4,9:58.0,L. Nance makes 2-pt dunk at rim (assist by L. Williams),,87,91
362,4,9:58.0,,Washington full timeout,87,91
363,4,9:58.0,,J. Wall enters the game for T. Burke,87,91
364,4,9:58.0,,B. Beal enters the game for T. Satoranský,87,91
365,4,9:45.0,,M. Morris misses 2-pt hook shot from 6 ft,87,91
366,4,9:42.0,Defensive rebound by B. Ingram,,87,91
367,4,9:38.0,Shooting foul by K. Oubre (drawn by L. Williams),,87,91
368,4,9:38.0,L. Williams makes free throw 1 of 2,,88,91
369,4,9:38.0,L. Williams makes free throw 2 of 2,,89,91
370,4,9:15.0,,Turnover by K. Oubre (offensive goaltending),89,91
371,4,9:09.0,L. Williams makes 2-pt layup from 2 ft,,91,91
372,4,8:51.0,,J. Smith misses 3-pt jump shot from 25 ft,91,91
373,4,8:50.0,,Offensive rebound by M. Morris,91,91
374,4,8:44.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by B. Beal),91,94
375,4,8:32.0,L. Nance makes 2-pt jump shot from 17 ft (assist by L. Williams),,93,94
376,4,8:18.0,,J. Wall makes 2-pt layup from 1 ft,93,96
377,4,8:01.0,J. Clarkson misses 3-pt jump shot from 26 ft,,93,96
378,4,8:00.0,,Defensive rebound by J. Wall,93,96
379,4,7:59.0,,Personal take foul by L. Nance (drawn by J. Wall),93,96
380,4,7:59.0,,M. Gortat enters the game for J. Smith,93,96
381,4,7:59.0,,O. Porter enters the game for K. Oubre,93,96
382,4,7:43.0,,J. Wall makes 3-pt jump shot from 27 ft,93,99
383,4,7:26.0,J. Clarkson misses 3-pt jump shot from 24 ft,,93,99
384,4,7:26.0,,Defensive rebound by M. Gortat,93,99
385,4,7:26.0,Loose ball foul by L. Nance (drawn by M. Gortat),,93,99
386,4,7:16.0,,J. Wall misses 2-pt jump shot from 19 ft,93,99
387,4,7:15.0,Defensive rebound by L. Nance,,93,99
388,4,7:06.0,N. Young misses 3-pt jump shot from 25 ft,,93,99
389,4,7:05.0,,Defensive rebound by M. Gortat,93,99
390,4,6:49.0,,Personal foul by J. Clarkson (drawn by O. Porter),93,99
391,4,6:49.0,L. Deng enters the game for B. Ingram,,93,99
