,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DALLAS_ACTION,LA LAKERS_SCORE,DALLAS_SCORE
34,1,6:55.0,,H. Barnes misses 3-pt jump shot from 24 ft,9,13
35,1,6:54.0,Defensive rebound by N. Young,,9,13
36,1,6:47.0,J. Randle makes 2-pt layup from 2 ft,,11,13
37,1,6:46.0,,Dallas full timeout,11,13
38,1,6:27.0,,Shooting foul by J. Randle (drawn by S. Mejri),11,13
39,1,6:27.0,,S. Mejri makes free throw 1 of 2,11,14
40,1,6:27.0,,S. Mejri makes free throw 2 of 2,11,15
41,1,6:12.0,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),,14,15
42,1,6:00.0,,H. Barnes misses 2-pt jump shot from 19 ft,14,15
43,1,6:00.0,Defensive rebound by T. Mozgov,,14,15
44,1,5:50.0,J. Randle makes 2-pt jump shot from 17 ft,,16,15
45,1,5:26.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),16,18
46,1,5:10.0,Turnover by J. Randle (traveling),,16,18
47,1,5:10.0,LA Lakers full timeout,,16,18
48,1,5:10.0,B. Ingram enters the game for L. Deng,,16,18
49,1,5:10.0,T. Black enters the game for J. Randle,,16,18
50,1,5:10.0,J. Clarkson enters the game for N. Young,,16,18
51,1,4:50.0,,W. Matthews misses 2-pt jump shot from 19 ft,16,18
52,1,4:50.0,Defensive rebound by Team,,16,18
53,1,4:37.0,B. Ingram makes 2-pt jump shot from 5 ft,,18,18
54,1,4:25.0,,Personal foul by T. Mozgov (drawn by S. Curry),18,18
55,1,4:25.0,,Violation by Team (jump ball),18,18
56,1,4:16.0,,H. Barnes makes 2-pt hook shot from 8 ft (assist by D. Williams),18,20
57,1,3:59.0,B. Ingram misses 2-pt jump shot from 6 ft (block by S. Mejri),,18,20
58,1,3:59.0,Offensive rebound by Team,,18,20
59,1,3:59.0,I. Zubac enters the game for T. Mozgov,,18,20
60,1,3:54.0,,D. Harris enters the game for S. Curry,18,20
61,1,3:52.0,L. Williams enters the game for J. Calderón,,18,20
62,1,3:47.0,B. Ingram misses 2-pt jump shot from 16 ft,,18,20
63,1,3:46.0,Offensive rebound by I. Zubac,,18,20
64,1,3:33.0,J. Clarkson misses 2-pt jump shot from 18 ft,,18,20
65,1,3:32.0,,Defensive rebound by S. Mejri,18,20
66,1,3:21.0,,H. Barnes misses 3-pt jump shot from 25 ft,18,20
67,1,3:20.0,Defensive rebound by J. Clarkson,,18,20
68,1,3:12.0,J. Clarkson makes 2-pt jump shot from 21 ft,,20,20
69,1,2:58.0,,Personal foul by T. Black (drawn by D. Williams),20,20
70,1,2:58.0,,D. Finney-Smith enters the game for H. Barnes,20,20
71,1,2:58.0,,D. Nowitzki enters the game for W. Matthews,20,20
72,1,2:46.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),20,23
73,1,2:29.0,J. Clarkson makes 2-pt jump shot from 7 ft,,22,23
74,1,2:08.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,22,23
75,1,2:08.0,Defensive rebound by I. Zubac,,22,23
76,1,1:57.0,T. Black misses 2-pt jump shot from 6 ft (block by S. Mejri),,22,23
77,1,1:55.0,,Defensive rebound by D. Williams,22,23
78,1,1:51.0,,Shooting foul by B. Ingram (drawn by D. Finney-Smith),22,23
79,1,1:51.0,,D. Finney-Smith makes free throw 1 of 2,22,24
80,1,1:51.0,,S. Curry enters the game for D. Williams,22,24
81,1,1:51.0,,D. Finney-Smith makes free throw 2 of 2,22,25
82,1,1:40.0,L. Williams misses 3-pt jump shot from 25 ft,,22,25
83,1,1:39.0,,Defensive rebound by D. Finney-Smith,22,25
84,1,1:26.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by S. Curry),22,27
85,1,1:07.0,Turnover by J. Clarkson (traveling),,22,27
86,1,0:56.0,,S. Mejri misses 2-pt layup from 2 ft,22,27
87,1,0:54.0,,Offensive rebound by S. Curry,22,27
88,1,0:52.0,,S. Curry makes 2-pt layup from 2 ft,22,29
89,1,0:38.0,Turnover by L. Williams (lost ball),,22,29
90,1,0:34.0,,D. Harris misses 3-pt jump shot from 26 ft,22,29
91,1,0:33.0,Defensive rebound by J. Clarkson,,22,29
92,1,0:13.0,J. Clarkson misses 2-pt jump shot from 19 ft,,22,29
93,1,0:12.0,,Defensive rebound by S. Curry,22,29
94,1,0:01.0,,D. Nowitzki misses 3-pt jump shot from 27 ft,22,29
95,1,0:00.0,,Offensive rebound by D. Finney-Smith,22,29
96,2,11:49.0,,D. Powell misses 2-pt layup from 1 ft (block by I. Zubac),22,29
97,2,11:48.0,,Offensive rebound by D. Nowitzki,22,29
98,2,11:44.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Powell),22,31
99,2,11:24.0,Turnover by J. Clarkson (bad pass; steal by D. Powell),,22,31
100,2,11:16.0,,P. Jackson misses 2-pt jump shot from 16 ft,22,31
101,2,11:15.0,Defensive rebound by J. Clarkson,,22,31
102,2,11:10.0,B. Ingram misses 2-pt layup at rim (block by D. Nowitzki),,22,31
103,2,11:08.0,,Defensive rebound by P. Jackson,22,31
104,2,11:05.0,,Shooting foul by L. Williams (drawn by D. Harris),22,31
105,2,11:05.0,,D. Harris makes free throw 1 of 2,22,32
106,2,11:05.0,,D. Harris makes free throw 2 of 2,22,33
107,2,10:47.0,L. Williams misses 2-pt jump shot from 13 ft,,22,33
108,2,10:46.0,,Defensive rebound by D. Powell,22,33
109,2,10:36.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by P. Jackson),22,36
110,2,10:25.0,Turnover by B. Ingram (lost ball; steal by D. Powell),,22,36
111,2,10:24.0,,Personal foul by L. Nance (drawn by P. Jackson),22,36
112,2,10:24.0,LA Lakers full timeout,,22,36
113,2,10:23.0,J. Calderón enters the game for B. Ingram,,22,36
114,2,10:23.0,J. Randle enters the game for J. Clarkson,,22,36
115,2,10:23.0,T. Mozgov enters the game for I. Zubac,,22,36
116,2,10:23.0,L. Deng enters the game for L. Williams,,22,36
117,2,10:23.0,N. Young enters the game for L. Nance,,22,36
118,2,10:13.0,,D. Harris makes 2-pt layup at rim,22,38
119,2,9:50.0,T. Mozgov misses 2-pt hook shot from 5 ft,,22,38
120,2,9:48.0,,Defensive rebound by D. Nowitzki,22,38
121,2,9:37.0,,D. Harris misses 3-pt jump shot from 25 ft,22,38
122,2,9:35.0,,Offensive rebound by D. Powell,22,38
123,2,9:32.0,,P. Jackson misses 3-pt jump shot from 25 ft,22,38
124,2,9:31.0,Defensive rebound by T. Mozgov,,22,38
125,2,9:25.0,Personal foul by P. Jackson (drawn by J. Calderón),,22,38
126,2,9:14.0,Shooting foul by D. Powell (drawn by J. Randle),,22,38
127,2,9:14.0,J. Randle misses free throw 1 of 2,,22,38
128,2,9:14.0,Offensive rebound by Team,,22,38
129,2,9:14.0,,H. Barnes enters the game for D. Nowitzki,22,38
130,2,9:14.0,J. Randle makes free throw 2 of 2,,23,38
131,2,8:53.0,,H. Barnes misses 2-pt jump shot from 4 ft,23,38
132,2,8:51.0,Defensive rebound by J. Randle,,23,38
133,2,8:45.0,N. Young misses 3-pt jump shot from 24 ft,,23,38
134,2,8:43.0,,Defensive rebound by D. Harris,23,38
135,2,8:29.0,,H. Barnes misses 2-pt jump shot from 17 ft,23,38
136,2,8:29.0,Defensive rebound by J. Calderón,,23,38
137,2,8:23.0,Turnover by T. Mozgov (3 sec),,23,38
138,2,8:06.0,,Shooting foul by T. Mozgov (drawn by D. Powell),23,38
139,2,8:06.0,,D. Powell makes free throw 1 of 2,23,39
140,2,8:06.0,,S. Curry enters the game for D. Harris,23,39
141,2,8:06.0,,D. Powell makes free throw 2 of 2,23,40
142,2,7:51.0,N. Young misses 3-pt jump shot from 25 ft,,23,40
143,2,7:50.0,,Defensive rebound by D. Finney-Smith,23,40
144,2,7:41.0,,Offensive foul by D. Finney-Smith (drawn by J. Calderón),23,40
145,2,7:41.0,,Turnover by D. Finney-Smith (offensive foul),23,40
146,2,7:33.0,L. Deng makes 2-pt layup from 1 ft (assist by J. Randle),,25,40
147,2,7:32.0,,Dallas full timeout,25,40
148,2,7:19.0,,P. Jackson makes 3-pt jump shot from 24 ft,25,43
149,2,7:02.0,J. Calderón misses 3-pt jump shot from 24 ft,,25,43
150,2,7:02.0,,Defensive rebound by D. Powell,25,43
151,2,6:45.0,,P. Jackson misses 2-pt jump shot from 18 ft,25,43
152,2,6:44.0,,Offensive rebound by D. Powell,25,43
153,2,6:41.0,,S. Curry misses 3-pt jump shot from 24 ft,25,43
154,2,6:40.0,Defensive rebound by J. Randle,,25,43
155,2,6:34.0,Offensive foul by J. Randle (drawn by D. Powell),,25,43
156,2,6:34.0,Turnover by J. Randle (offensive foul),,25,43
157,2,6:34.0,,D. Williams enters the game for P. Jackson,25,43
158,2,6:34.0,,W. Matthews enters the game for D. Finney-Smith,25,43
159,2,6:24.0,,Personal foul by T. Mozgov (drawn by W. Matthews),25,43
160,2,6:08.0,,D. Williams makes 2-pt jump shot from 21 ft (assist by H. Barnes),25,45
161,2,5:53.0,Shooting block foul by D. Powell (drawn by N. Young),,25,45
162,2,5:53.0,N. Young makes free throw 1 of 2,,26,45
163,2,5:53.0,,S. Mejri enters the game for D. Powell,26,45
164,2,5:53.0,B. Ingram enters the game for T. Mozgov,,26,45
165,2,5:53.0,L. Williams enters the game for J. Calderón,,26,45
166,2,5:53.0,,D. Harris enters the game for S. Curry,26,45
167,2,5:53.0,N. Young makes free throw 2 of 2,,27,45
168,2,5:32.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Harris),27,48
169,2,5:13.0,N. Young makes 2-pt jump shot from 18 ft,,29,48
170,2,5:01.0,,H. Barnes misses 2-pt jump shot from 7 ft (block by L. Deng),29,48
171,2,4:59.0,,Offensive rebound by H. Barnes,29,48
172,2,4:46.0,,D. Williams makes 2-pt jump shot from 7 ft (assist by W. Matthews),29,50
173,2,4:23.0,B. Ingram misses 2-pt jump shot from 13 ft,,29,50
174,2,4:22.0,,Defensive rebound by S. Mejri,29,50
175,2,4:16.0,,D. Williams makes 3-pt jump shot from 25 ft,29,53
176,2,4:16.0,LA Lakers full timeout,,29,53
177,2,4:16.0,I. Zubac enters the game for L. Deng,,29,53
178,2,4:16.0,J. Clarkson enters the game for J. Randle,,29,53
179,2,4:08.0,L. Williams misses 2-pt jump shot from 24 ft,,29,53
180,2,4:07.0,,Defensive rebound by S. Mejri,29,53
181,2,3:47.0,,W. Matthews misses 2-pt jump shot from 6 ft,29,53
182,2,3:46.0,,Offensive rebound by S. Mejri,29,53
183,2,3:31.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),29,56
184,2,3:19.0,,D. Nowitzki enters the game for S. Mejri,29,56
185,2,3:19.0,L. Nance enters the game for I. Zubac,,29,56
186,2,3:16.0,J. Clarkson misses 2-pt jump shot from 19 ft,,29,56
187,2,3:16.0,,Defensive rebound by D. Harris,29,56
188,2,2:56.0,,W. Matthews misses 3-pt jump shot from 24 ft,29,56
189,2,2:55.0,,Offensive rebound by Team,29,56
190,2,2:55.0,Official timeout,,29,56
191,2,2:55.0,,S. Curry enters the game for D. Harris,29,56
192,2,2:53.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Williams),29,58
193,2,2:34.0,L. Williams makes 2-pt layup from 2 ft,,31,58
194,2,2:20.0,,Shooting foul by B. Ingram (drawn by D. Nowitzki),31,58
195,2,2:20.0,,D. Nowitzki makes free throw 1 of 2,31,59
196,2,2:20.0,,D. Nowitzki makes free throw 2 of 2,31,60
197,2,2:01.0,J. Clarkson misses 2-pt jump shot from 21 ft,,31,60
198,2,2:00.0,,Defensive rebound by D. Williams,31,60
199,2,1:43.0,,Turnover by H. Barnes (lost ball; steal by L. Williams),31,60
200,2,1:34.0,N. Young misses 2-pt jump shot from 21 ft,,31,60
201,2,1:33.0,,Defensive rebound by D. Williams,31,60
202,2,1:17.0,,W. Matthews misses 3-pt jump shot from 27 ft,31,60
203,2,1:16.0,,Offensive rebound by W. Matthews,31,60
204,2,1:16.0,,Turnover by W. Matthews (step out of bounds),31,60
205,2,1:16.0,,J. Anderson enters the game for W. Matthews,31,60
206,2,1:16.0,,D. Finney-Smith enters the game for H. Barnes,31,60
207,2,1:07.0,L. Nance makes 2-pt jump shot from 6 ft (assist by L. Williams),,33,60
208,2,0:54.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Williams),33,62
209,2,0:47.0,L. Williams misses 3-pt jump shot from 24 ft,,33,62
210,2,0:45.0,Offensive rebound by L. Nance,,33,62
211,2,0:43.0,Turnover by L. Nance (bad pass; steal by S. Curry),,33,62
212,2,0:37.0,,S. Curry makes 3-pt jump shot from 26 ft,33,65
213,2,0:18.0,J. Clarkson misses 3-pt jump shot from 25 ft,,33,65
214,2,0:16.0,,Defensive rebound by J. Anderson,33,65
215,2,0:03.0,,Shooting foul by L. Williams (drawn by J. Anderson),33,65
216,2,0:03.0,,J. Anderson makes free throw 1 of 2,33,66
217,2,0:03.0,,D. Powell enters the game for D. Nowitzki,33,66
218,2,0:03.0,,J. Anderson makes free throw 2 of 2,33,67
219,3,11:44.0,,D. Nowitzki misses 2-pt jump shot from 7 ft,33,67
220,3,11:43.0,Defensive rebound by J. Randle,,33,67
221,3,11:29.0,T. Mozgov misses 2-pt hook shot from 6 ft,,33,67
222,3,11:28.0,,Defensive rebound by D. Nowitzki,33,67
223,3,11:17.0,,Turnover by S. Curry (palming),33,67
224,3,11:03.0,B. Ingram makes 2-pt jump shot from 8 ft,,35,67
225,3,11:03.0,Shooting foul by D. Williams (drawn by B. Ingram),,35,67
226,3,11:03.0,B. Ingram makes free throw 1 of 1,,36,67
227,3,10:48.0,,D. Williams misses 3-pt jump shot from 25 ft,36,67
228,3,10:47.0,Defensive rebound by N. Young,,36,67
229,3,10:25.0,B. Ingram misses 2-pt jump shot from 13 ft,,36,67
230,3,10:24.0,,Defensive rebound by H. Barnes,36,67
231,3,10:09.0,,D. Williams makes 2-pt jump shot from 19 ft,36,69
232,3,9:54.0,N. Young misses 2-pt jump shot from 18 ft,,36,69
233,3,9:53.0,,Defensive rebound by D. Williams,36,69
234,3,9:33.0,,Turnover by D. Nowitzki (lost ball; steal by B. Ingram),36,69
235,3,9:16.0,L. Deng makes 2-pt jump shot from 18 ft (assist by J. Randle),,38,69
236,3,8:59.0,,H. Barnes misses 2-pt jump shot from 19 ft,38,69
237,3,8:59.0,Defensive rebound by T. Mozgov,,38,69
238,3,8:48.0,N. Young misses 3-pt jump shot from 24 ft,,38,69
239,3,8:45.0,,Defensive rebound by D. Williams,38,69
240,3,8:28.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,38,69
241,3,8:27.0,Defensive rebound by T. Mozgov,,38,69
242,3,8:16.0,Turnover by T. Mozgov (bad pass; steal by D. Nowitzki),,38,69
243,3,8:04.0,,D. Williams makes 2-pt jump shot from 6 ft,38,71
244,3,7:40.0,L. Deng misses 3-pt jump shot from 25 ft,,38,71
245,3,7:39.0,,Defensive rebound by D. Finney-Smith,38,71
246,3,7:25.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,38,71
247,3,7:24.0,Defensive rebound by J. Randle,,38,71
248,3,7:18.0,Personal foul by D. Nowitzki (drawn by T. Mozgov),,38,71
249,3,7:03.0,B. Ingram misses 3-pt jump shot from 23 ft,,38,71
250,3,7:02.0,Offensive rebound by T. Mozgov,,38,71
251,3,6:50.0,B. Ingram misses 3-pt jump shot from 23 ft,,38,71
252,3,6:50.0,,Defensive rebound by Team,38,71
253,3,6:50.0,Violation by Team (jump ball),,38,71
254,3,6:35.0,,H. Barnes misses 2-pt layup from 3 ft (block by L. Deng),38,71
255,3,6:35.0,Defensive rebound by J. Randle,,38,71
256,3,6:30.0,Offensive foul by J. Randle (drawn by H. Barnes),,38,71
257,3,6:30.0,Turnover by J. Randle (offensive foul),,38,71
258,3,6:13.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by H. Barnes),38,74
259,3,5:57.0,L. Deng misses 2-pt jump shot from 20 ft,,38,74
260,3,5:56.0,,Defensive rebound by H. Barnes,38,74
261,3,5:43.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,38,74
262,3,5:43.0,Defensive rebound by L. Deng,,38,74
263,3,5:33.0,,Dallas full timeout,38,74
264,3,5:33.0,,S. Mejri enters the game for D. Nowitzki,38,74
265,3,5:33.0,J. Calderón enters the game for L. Deng,,38,74
266,3,5:30.0,T. Mozgov makes 2-pt jump shot from 17 ft (assist by J. Calderón),,40,74
267,3,5:10.0,,H. Barnes makes 2-pt jump shot from 16 ft,40,76
268,3,4:48.0,J. Calderón misses 2-pt jump shot from 14 ft,,40,76
269,3,4:46.0,Offensive rebound by T. Mozgov,,40,76
270,3,4:46.0,T. Mozgov misses 2-pt layup from 2 ft,,40,76
271,3,4:45.0,Offensive rebound by T. Mozgov,,40,76
272,3,4:45.0,,Loose ball foul by S. Mejri (drawn by T. Mozgov),40,76
273,3,4:45.0,L. Nance enters the game for T. Mozgov,,40,76
274,3,4:35.0,J. Randle makes 2-pt hook shot from 7 ft,,42,76
275,3,4:21.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by D. Williams),42,78
276,3,4:12.0,Shooting block foul by S. Mejri (drawn by B. Ingram),,42,78
277,3,4:12.0,B. Ingram makes free throw 1 of 2,,43,78
278,3,4:12.0,B. Ingram misses free throw 2 of 2,,43,78
279,3,4:11.0,,Defensive rebound by S. Mejri,43,78
280,3,3:51.0,,S. Curry makes 2-pt jump shot from 17 ft,43,80
281,3,3:39.0,L. Nance makes 2-pt jump shot from 20 ft (assist by N. Young),,45,80
282,3,3:19.0,,S. Curry misses 3-pt jump shot from 24 ft,45,80
283,3,3:18.0,,Offensive rebound by H. Barnes,45,80
284,3,3:06.0,,Turnover by S. Mejri (lost ball; steal by J. Randle),45,80
285,3,3:00.0,J. Randle makes 2-pt layup at rim (assist by J. Calderón),,47,80
286,3,2:37.0,,D. Williams misses 2-pt jump shot from 20 ft,47,80
287,3,2:36.0,,Offensive rebound by D. Finney-Smith,47,80
288,3,2:20.0,,Shooting foul by L. Nance (drawn by D. Finney-Smith),47,80
289,3,2:20.0,LA Lakers full timeout,,47,80
290,3,2:20.0,,D. Finney-Smith makes free throw 1 of 2,47,81
291,3,2:20.0,,J. Anderson enters the game for H. Barnes,47,80
292,3,2:20.0,,D. Harris enters the game for D. Williams,47,80
293,3,2:20.0,J. Clarkson enters the game for J. Randle,,47,80
294,3,2:20.0,L. Williams enters the game for N. Young,,47,80
295,3,2:20.0,T. Black enters the game for B. Ingram,,47,80
296,3,2:20.0,,D. Finney-Smith makes free throw 2 of 2,47,82
297,3,2:03.0,J. Calderón makes 2-pt jump shot from 17 ft,,49,82
298,3,1:45.0,,J. Anderson makes 2-pt layup at rim (assist by S. Curry),49,84
299,3,1:33.0,Personal block foul by D. Harris,,49,84
300,3,1:33.0,L. Williams makes free throw 1 of 2,,50,84
301,3,1:33.0,L. Williams makes free throw 2 of 2,,51,84
302,3,1:20.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by S. Curry),51,87
303,3,1:10.0,J. Clarkson makes 2-pt jump shot from 18 ft,,53,87
304,3,0:55.0,,Offensive foul by S. Mejri (drawn by L. Nance),53,87
305,3,0:55.0,,Turnover by S. Mejri (offensive foul),53,87
306,3,0:42.0,Personal block foul by J. Anderson,,53,87
307,3,0:42.0,L. Williams makes free throw 1 of 2,,54,87
308,3,0:42.0,,P. Jackson enters the game for D. Harris,54,87
309,3,0:42.0,L. Williams makes free throw 2 of 2,,55,87
310,3,0:28.0,,D. Finney-Smith misses 3-pt jump shot from 22 ft (block by L. Nance),55,87
311,3,0:27.0,,Offensive rebound by Team,55,87
312,3,0:27.0,,Dallas full timeout,55,87
313,3,0:27.0,,D. Powell enters the game for S. Mejri,55,87
314,3,0:19.0,,J. Anderson makes 3-pt jump shot from 26 ft (assist by P. Jackson),55,90
315,3,0:05.0,T. Black misses 2-pt jump shot from 7 ft,,55,90
316,3,0:03.0,,Defensive rebound by D. Finney-Smith,55,90
317,3,0:00.0,,D. Finney-Smith misses 3-pt jump shot from 58 ft,55,90
318,3,0:00.0,,Offensive rebound by Team,55,90
319,4,11:47.0,L. Williams misses 3-pt jump shot from 24 ft,,55,90
320,4,11:46.0,,Defensive rebound by N. Brussino,55,90
321,4,11:26.0,,N. Brussino makes 3-pt jump shot from 25 ft (assist by J. Anderson),55,93
322,4,11:12.0,J. Clarkson makes 2-pt jump shot from 18 ft,,57,93
323,4,10:51.0,,P. Jackson makes 2-pt layup from 2 ft,57,95
324,4,10:40.0,L. Williams makes 2-pt layup from 1 ft,,59,95
325,4,10:16.0,,Shooting foul by I. Zubac (drawn by J. Anderson),59,95
326,4,10:16.0,,J. Anderson makes free throw 1 of 2,59,96
327,4,10:16.0,,J. Anderson makes free throw 2 of 2,59,97
328,4,10:01.0,J. Clarkson misses 2-pt jump shot from 11 ft,,59,97
329,4,10:00.0,,Defensive rebound by P. Jackson,59,97
330,4,9:55.0,,Shooting foul by T. Black (drawn by J. Anderson),59,97
331,4,9:55.0,,J. Anderson makes free throw 1 of 2,59,98
332,4,9:55.0,,J. Anderson makes free throw 2 of 2,59,99
333,4,9:37.0,L. Williams misses 3-pt jump shot from 25 ft,,59,99
334,4,9:37.0,,Defensive rebound by Team,59,99
335,4,9:22.0,,Turnover by J. Anderson (bad pass),59,99
336,4,9:22.0,,Dallas full timeout,59,99
337,4,9:22.0,B. Ingram enters the game for T. Black,,59,99
338,4,9:00.0,L. Williams misses 2-pt jump shot from 9 ft,,59,99
339,4,8:59.0,,Defensive rebound by J. Anderson,59,99
340,4,8:46.0,,N. Brussino makes 2-pt jump shot from 20 ft,59,101
341,4,8:24.0,J. Calderón misses 3-pt jump shot from 25 ft,,59,101
342,4,8:23.0,Offensive rebound by Team,,59,101
343,4,8:16.0,L. Williams makes 3-pt jump shot from 23 ft (assist by I. Zubac),,62,101
344,4,7:56.0,,J. Anderson misses 3-pt jump shot from 26 ft,62,101
345,4,7:55.0,Defensive rebound by J. Calderón,,62,101
346,4,7:47.0,J. Clarkson misses 2-pt jump shot from 21 ft,,62,101
347,4,7:46.0,,Defensive rebound by J. Anderson,62,101
348,4,7:46.0,,Dallas full timeout,62,101
349,4,7:46.0,M. Huertas enters the game for J. Calderón,,62,101
350,4,7:28.0,,N. Brussino makes 3-pt jump shot from 23 ft (assist by D. Powell),62,104
351,4,7:11.0,Turnover by L. Williams (bad pass; steal by D. Finney-Smith),,62,104
352,4,6:56.0,,Turnover by J. Anderson (bad pass),62,104
353,4,6:41.0,I. Zubac misses 2-pt jump shot from 7 ft,,62,104
354,4,6:40.0,,Defensive rebound by N. Brussino,62,104
355,4,6:30.0,,P. Jackson misses 2-pt layup from 2 ft,62,104
356,4,6:29.0,,Offensive rebound by D. Powell,62,104
357,4,6:25.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by D. Powell),62,107
358,4,6:11.0,Shooting foul by D. Powell (drawn by L. Williams),,62,107
359,4,6:11.0,L. Williams makes free throw 1 of 2,,63,107
360,4,6:11.0,L. Williams makes free throw 2 of 2,,64,107
361,4,6:00.0,,N. Brussino misses 3-pt jump shot from 25 ft,64,107
362,4,5:59.0,Defensive rebound by I. Zubac,,64,107
363,4,5:49.0,L. Williams makes 2-pt jump shot from 20 ft,,66,107
364,4,5:36.0,,Personal foul by B. Ingram (drawn by J. Anderson),66,107
365,4,5:36.0,T. Robinson enters the game for L. Williams,,66,107
366,4,5:28.0,,J. Anderson makes 3-pt jump shot from 26 ft (assist by P. Jackson),66,110
367,4,5:06.0,B. Ingram misses 2-pt jump shot from 5 ft (block by D. Powell),,66,110
368,4,5:05.0,,Defensive rebound by J. Anderson,66,110
369,4,5:02.0,,D. Powell makes 2-pt dunk at rim (assist by J. Anderson),66,112
370,4,5:01.0,LA Lakers full timeout,,66,112
371,4,4:45.0,Turnover by I. Zubac (bad pass; steal by D. Powell),,66,112
372,4,4:35.0,,D. Powell misses 3-pt jump shot from 25 ft,66,112
373,4,4:34.0,Defensive rebound by B. Ingram,,66,112
374,4,4:22.0,J. Clarkson makes 2-pt jump shot from 17 ft (assist by T. Robinson),,68,112
375,4,4:06.0,,D. Powell makes 3-pt jump shot from 25 ft (assist by P. Jackson),68,115
376,4,3:51.0,Offensive foul by T. Robinson (drawn by J. Anderson),,68,115
377,4,3:51.0,Turnover by T. Robinson (offensive foul),,68,115
378,4,3:44.0,,P. Jackson makes 2-pt layup from 1 ft,68,117
379,4,3:44.0,,Shooting foul by T. Robinson (drawn by P. Jackson),68,117
380,4,3:44.0,,P. Jackson makes free throw 1 of 1,68,118
381,4,3:19.0,Turnover by M. Huertas (bad pass; steal by J. Anderson),,68,118
382,4,3:16.0,,J. Anderson makes 2-pt dunk at rim (assist by P. Jackson),68,120
383,4,3:00.0,Shooting block foul by D. Powell (drawn by M. Huertas),,68,120
384,4,3:00.0,M. Huertas misses free throw 1 of 2,,68,120
385,4,3:00.0,Offensive rebound by Team,,68,120
