,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
135,2,6:51.0,,M. Beasley makes 2-pt jump shot from 8 ft,39,40
136,2,6:32.0,E. Turner misses 2-pt jump shot from 15 ft,,39,40
137,2,6:31.0,,Defensive rebound by G. Monroe,39,40
138,2,6:19.0,,M. Beasley makes 2-pt jump shot from 9 ft,39,42
139,2,6:00.0,M. Leonard makes 3-pt jump shot from 27 ft (assist by C. McCollum),,42,42
140,2,5:39.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),42,45
141,2,5:36.0,Portland full timeout,,42,45
142,2,5:36.0,,J. Henson enters the game for G. Monroe,42,45
143,2,5:36.0,,J. Terry enters the game for R. Vaughn,42,45
144,2,5:36.0,M. Harkless enters the game for C. McCollum,,42,45
145,2,5:36.0,D. Lillard enters the game for A. Aminu,,42,45
146,2,5:25.0,Def 3 sec tech foul by G. Antetokounmpo,,42,45
147,2,5:25.0,D. Lillard makes technical free throw,,43,45
148,2,5:15.0,A. Crabbe misses 3-pt jump shot from 23 ft,,43,45
149,2,5:13.0,,Defensive rebound by M. Brogdon,43,45
150,2,4:56.0,,Personal foul by M. Harkless (drawn by G. Antetokounmpo),43,45
151,2,4:56.0,M. Plumlee enters the game for M. Leonard,,43,45
152,2,4:46.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by G. Antetokounmpo),43,47
153,2,4:21.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,46,47
154,2,4:05.0,,M. Beasley misses 2-pt jump shot from 14 ft,46,47
155,2,4:03.0,Defensive rebound by E. Turner,,46,47
156,2,3:56.0,E. Turner misses 2-pt jump shot from 12 ft,,46,47
157,2,3:54.0,,Defensive rebound by M. Beasley,46,47
158,2,3:50.0,,G. Antetokounmpo misses 2-pt layup at rim,46,47
159,2,3:48.0,,Offensive rebound by J. Henson,46,47
160,2,3:48.0,,J. Henson makes 2-pt dunk at rim,46,49
161,2,3:23.0,M. Harkless misses 2-pt hook shot from 5 ft,,46,49
162,2,3:22.0,Offensive rebound by M. Plumlee,,46,49
163,2,3:20.0,M. Plumlee misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,46,49
164,2,3:18.0,,Defensive rebound by G. Antetokounmpo,46,49
165,2,3:10.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,46,49
166,2,3:08.0,Defensive rebound by E. Turner,,46,49
167,2,3:07.0,Personal foul by G. Antetokounmpo (drawn by E. Turner),,46,49
168,2,3:07.0,,J. Parker enters the game for M. Beasley,46,49
169,2,3:07.0,,M. Dellavedova enters the game for M. Brogdon,46,49
170,2,2:55.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,49,49
171,2,2:42.0,,J. Parker misses 2-pt jump shot from 5 ft (block by M. Plumlee),49,49
172,2,2:40.0,Defensive rebound by D. Lillard,,49,49
173,2,2:33.0,E. Turner misses 3-pt jump shot from 27 ft,,49,49
174,2,2:32.0,Offensive rebound by M. Harkless,,49,49
175,2,2:30.0,M. Harkless misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,49,49
176,2,2:27.0,,Defensive rebound by G. Antetokounmpo,49,49
177,2,2:25.0,,Turnover by G. Antetokounmpo (lost ball),49,49
178,2,2:25.0,,Milwaukee full timeout,49,49
179,2,2:25.0,C. McCollum enters the game for A. Crabbe,,49,49
180,2,2:25.0,A. Aminu enters the game for E. Turner,,49,49
181,2,2:09.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by M. Harkless),,52,49
182,2,1:56.0,,Personal foul by M. Harkless (drawn by J. Henson),52,49
183,2,1:48.0,,Turnover by J. Parker (bad pass; steal by M. Harkless),52,49
184,2,1:39.0,D. Lillard misses 3-pt jump shot from 30 ft,,52,49
185,2,1:38.0,,Defensive rebound by G. Antetokounmpo,52,49
186,2,1:25.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,52,49
187,2,1:24.0,Defensive rebound by A. Aminu,,52,49
188,2,1:15.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),,55,49
189,2,0:49.0,,J. Terry misses 3-pt jump shot from 27 ft,55,49
190,2,0:48.0,,Offensive rebound by J. Henson,55,49
191,2,0:34.0,,J. Henson misses 2-pt layup from 4 ft (block by M. Plumlee),55,49
192,2,0:34.0,,Offensive rebound by Team,55,49
193,2,0:30.0,,Shooting foul by M. Plumlee (drawn by J. Parker),55,49
194,2,0:30.0,,J. Parker makes free throw 1 of 2,55,50
195,2,0:30.0,,J. Parker makes free throw 2 of 2,55,51
196,2,0:07.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by C. McCollum),,58,51
197,2,0:00.0,,J. Parker misses 3-pt jump shot from 26 ft,58,51
198,2,0:00.0,,Offensive rebound by Team,58,51
199,3,11:47.0,,M. Dellavedova makes 2-pt jump shot from 13 ft,58,53
200,3,11:29.0,C. McCollum makes 2-pt jump shot from 9 ft,,60,53
201,3,11:12.0,,Shooting foul by E. Davis (drawn by J. Henson),60,53
202,3,11:12.0,,J. Henson misses free throw 1 of 2,60,53
203,3,11:12.0,,Offensive rebound by Team,60,53
204,3,11:12.0,,J. Henson misses free throw 2 of 2,60,53
205,3,11:09.0,Defensive rebound by E. Davis,,60,53
206,3,10:55.0,C. McCollum misses 3-pt jump shot from 26 ft,,60,53
207,3,10:53.0,,Defensive rebound by J. Henson,60,53
208,3,10:49.0,,Shooting foul by C. McCollum (drawn by G. Antetokounmpo),60,53
209,3,10:49.0,,G. Antetokounmpo makes free throw 1 of 2,60,54
210,3,10:49.0,,G. Antetokounmpo misses free throw 2 of 2,60,54
211,3,10:49.0,Defensive rebound by Team,,60,54
212,3,10:49.0,,Violation by G. Antetokounmpo (lane),60,54
213,3,10:37.0,M. Harkless misses 3-pt jump shot from 25 ft,,60,54
214,3,10:35.0,,Defensive rebound by J. Parker,60,54
215,3,10:28.0,,T. Snell misses 3-pt jump shot from 27 ft,60,54
216,3,10:27.0,Defensive rebound by D. Lillard,,60,54
217,3,10:18.0,D. Lillard misses 2-pt jump shot from 7 ft,,60,54
218,3,10:17.0,Offensive rebound by M. Harkless,,60,54
219,3,10:05.0,D. Lillard makes 2-pt layup from 2 ft,,62,54
220,3,9:56.0,Offensive charge foul by G. Antetokounmpo (drawn by M. Harkless),,62,54
221,3,9:56.0,,Turnover by G. Antetokounmpo (offensive foul),62,54
222,3,9:43.0,C. McCollum misses 2-pt layup at rim (block by J. Henson),,62,54
223,3,9:39.0,,Defensive rebound by M. Dellavedova,62,54
224,3,9:36.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),62,57
225,3,9:18.0,Turnover by M. Harkless (discontinued dribble),,62,57
226,3,9:09.0,,J. Parker misses 2-pt jump shot from 17 ft,62,57
227,3,9:08.0,Defensive rebound by M. Plumlee,,62,57
228,3,8:56.0,M. Plumlee misses 2-pt jump shot from 7 ft (block by J. Henson),,62,57
229,3,8:54.0,Offensive rebound by M. Plumlee,,62,57
230,3,8:48.0,M. Plumlee misses 2-pt hook shot from 8 ft,,62,57
231,3,8:48.0,,Defensive rebound by G. Antetokounmpo,62,57
232,3,8:48.0,,Personal foul by M. Plumlee (drawn by G. Antetokounmpo),62,57
233,3,8:37.0,,M. Dellavedova makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),62,60
234,3,8:10.0,C. McCollum misses 2-pt jump shot from 19 ft,,62,60
235,3,8:08.0,,Defensive rebound by J. Parker,62,60
236,3,8:04.0,,J. Parker makes 2-pt layup from 1 ft,62,62
237,3,8:03.0,Portland full timeout,,62,62
238,3,7:49.0,Shooting foul by J. Henson (drawn by M. Plumlee),,62,62
239,3,7:49.0,M. Plumlee misses free throw 1 of 2,,62,62
240,3,7:49.0,Offensive rebound by Team,,62,62
241,3,7:49.0,M. Plumlee makes free throw 2 of 2,,63,62
242,3,7:34.0,,J. Parker misses 2-pt jump shot from 19 ft,63,62
243,3,7:33.0,Defensive rebound by D. Lillard,,63,62
244,3,7:26.0,D. Lillard misses 3-pt jump shot from 29 ft,,63,62
245,3,7:25.0,,Defensive rebound by G. Antetokounmpo,63,62
246,3,7:17.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),63,65
247,3,6:53.0,C. McCollum makes 2-pt jump shot from 7 ft,,65,65
248,3,6:40.0,,J. Parker makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),65,68
249,3,6:18.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by M. Harkless),,68,68
250,3,6:06.0,,Shooting foul by E. Davis (drawn by J. Henson),68,68
251,3,6:06.0,,J. Henson makes free throw 1 of 2,68,69
252,3,6:06.0,,J. Henson misses free throw 2 of 2,68,69
253,3,6:04.0,Defensive rebound by M. Plumlee,,68,69
254,3,5:50.0,,Violation by G. Antetokounmpo (kicked ball),68,69
255,3,5:40.0,C. McCollum misses 2-pt jump shot from 4 ft,,68,69
256,3,5:39.0,Offensive rebound by E. Davis,,68,69
257,3,5:39.0,E. Davis misses 2-pt layup from 1 ft,,68,69
258,3,5:37.0,,Defensive rebound by G. Antetokounmpo,68,69
259,3,5:28.0,,T. Snell misses 3-pt jump shot from 27 ft,68,69
260,3,5:27.0,Defensive rebound by M. Plumlee,,68,69
261,3,5:19.0,D. Lillard makes 2-pt jump shot from 5 ft,,70,69
262,3,4:59.0,,J. Parker misses 2-pt hook shot from 6 ft,70,69
263,3,4:58.0,Defensive rebound by C. McCollum,,70,69
264,3,4:50.0,D. Lillard misses 3-pt jump shot from 28 ft,,70,69
265,3,4:49.0,,Defensive rebound by J. Parker,70,69
266,3,4:44.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Parker),70,72
267,3,4:22.0,M. Harkless misses 3-pt jump shot from 27 ft,,70,72
268,3,4:22.0,,Defensive rebound by Team,70,72
269,3,4:22.0,E. Turner enters the game for E. Davis,,70,72
270,3,4:22.0,A. Crabbe enters the game for C. McCollum,,70,72
271,3,4:22.0,,M. Brogdon enters the game for M. Dellavedova,70,72
272,3,3:59.0,,G. Antetokounmpo misses 3-pt jump shot from 24 ft,70,72
273,3,3:58.0,Defensive rebound by M. Plumlee,,70,72
274,3,3:36.0,E. Turner makes 2-pt jump shot from 6 ft,,72,72
275,3,3:12.0,,J. Parker makes 2-pt layup at rim,72,74
276,3,3:05.0,M. Leonard enters the game for M. Plumlee,,72,74
277,3,3:05.0,,G. Monroe enters the game for J. Henson,72,74
278,3,2:57.0,M. Leonard misses 3-pt jump shot from 26 ft,,72,74
279,3,2:56.0,,Defensive rebound by G. Monroe,72,74
280,3,2:37.0,,Shooting foul by M. Harkless (drawn by G. Monroe),72,74
281,3,2:37.0,,Milwaukee full timeout,72,74
282,3,2:37.0,,G. Monroe misses free throw 1 of 2,72,74
283,3,2:37.0,,Offensive rebound by Team,72,74
284,3,2:37.0,,M. Beasley enters the game for G. Antetokounmpo,72,74
285,3,2:37.0,A. Aminu enters the game for M. Harkless,,72,74
286,3,2:37.0,,G. Monroe makes free throw 2 of 2,72,75
287,3,2:22.0,A. Aminu misses 2-pt layup from 1 ft (block by M. Brogdon),,72,75
288,3,2:19.0,,Defensive rebound by G. Monroe,72,75
289,3,2:15.0,,J. Parker misses 2-pt layup at rim,72,75
290,3,2:13.0,Defensive rebound by M. Leonard,,72,75
291,3,2:06.0,Shooting foul by M. Brogdon (drawn by A. Crabbe),,72,75
292,3,2:06.0,A. Crabbe makes free throw 1 of 2,,73,75
293,3,2:06.0,A. Crabbe makes free throw 2 of 2,,74,75
294,3,1:57.0,,M. Brogdon makes 3-pt jump shot from 24 ft,74,78
295,3,1:40.0,Shooting foul by M. Brogdon (drawn by D. Lillard),,74,78
296,3,1:40.0,D. Lillard makes free throw 1 of 2,,75,78
297,3,1:40.0,D. Lillard makes free throw 2 of 2,,76,78
298,3,1:23.0,C. McCollum enters the game for D. Lillard,,76,78
299,3,1:23.0,,J. Terry enters the game for T. Snell,76,78
300,3,1:18.0,,G. Monroe makes 2-pt jump shot from 15 ft (assist by M. Brogdon),76,80
301,3,0:52.0,A. Aminu misses 3-pt jump shot from 24 ft,,76,80
302,3,0:51.0,,Defensive rebound by M. Beasley,76,80
303,3,0:45.0,,J. Parker makes 2-pt jump shot from 4 ft,76,82
304,3,0:45.0,,Shooting foul by A. Aminu (drawn by J. Parker),76,82
305,3,0:45.0,,J. Parker makes free throw 1 of 1,76,83
306,3,0:27.0,Turnover by E. Turner (bad pass; steal by M. Beasley),,76,83
307,3,0:23.0,,Shooting foul by M. Leonard (drawn by G. Monroe),76,83
308,3,0:23.0,,G. Monroe makes free throw 1 of 2,76,84
309,3,0:23.0,,G. Monroe makes free throw 2 of 2,76,85
310,3,0:01.0,A. Aminu misses 3-pt jump shot from 26 ft,,76,85
311,3,0:00.0,,Defensive rebound by M. Beasley,76,85
312,4,11:48.0,Turnover by C. McCollum (bad pass),,76,85
313,4,11:33.0,,Shooting foul by M. Leonard (drawn by M. Brogdon),76,85
314,4,11:33.0,,G. Monroe misses free throw 1 of 2,76,85
315,4,11:33.0,,Offensive rebound by Team,76,85
316,4,11:33.0,,G. Monroe misses free throw 2 of 2,76,85
317,4,11:33.0,Defensive rebound by M. Leonard,,76,85
318,4,11:22.0,Turnover by C. McCollum (step out of bounds),,76,85
319,4,11:07.0,,M. Brogdon misses 2-pt layup from 2 ft (block by M. Leonard),76,85
320,4,11:04.0,Defensive rebound by A. Crabbe,,76,85
321,4,10:53.0,Turnover by A. Crabbe (lost ball; steal by M. Brogdon),,76,85
322,4,10:51.0,,Shooting foul by A. Crabbe (drawn by M. Brogdon),76,85
323,4,10:51.0,,M. Brogdon makes free throw 1 of 2,76,86
324,4,10:51.0,M. Plumlee enters the game for M. Leonard,,76,86
325,4,10:51.0,D. Lillard enters the game for A. Crabbe,,76,86
326,4,10:51.0,,M. Brogdon makes free throw 2 of 2,76,87
327,4,10:30.0,C. McCollum misses 3-pt jump shot from 29 ft,,76,87
328,4,10:29.0,Offensive rebound by A. Aminu,,76,87
329,4,10:29.0,A. Aminu makes 2-pt dunk at rim,,78,87
330,4,10:12.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Terry),78,89
331,4,9:54.0,Personal foul by M. Brogdon (drawn by D. Lillard),,78,89
332,4,9:45.0,D. Lillard misses 3-pt jump shot from 25 ft,,78,89
333,4,9:44.0,,Defensive rebound by M. Beasley,78,89
334,4,9:39.0,,Shooting foul by E. Turner (drawn by G. Antetokounmpo),78,89
335,4,9:39.0,,G. Antetokounmpo misses free throw 1 of 2,78,89
336,4,9:39.0,,Offensive rebound by Team,78,89
337,4,9:39.0,,G. Antetokounmpo misses free throw 2 of 2,78,89
338,4,9:37.0,Defensive rebound by E. Turner,,78,89
339,4,9:30.0,M. Plumlee makes 2-pt dunk at rim (assist by E. Turner),,80,89
340,4,9:11.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,80,89
341,4,9:10.0,Defensive rebound by A. Aminu,,80,89
342,4,9:05.0,Shooting foul by M. Beasley (drawn by E. Turner),,80,89
343,4,9:05.0,E. Turner makes free throw 1 of 2,,81,89
344,4,9:05.0,E. Turner makes free throw 2 of 2,,82,89
345,4,8:55.0,,M. Beasley makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),82,92
346,4,8:41.0,Personal foul by J. Terry (drawn by D. Lillard),,82,92
347,4,8:41.0,Official timeout,,82,92
348,4,8:41.0,M. Harkless enters the game for A. Aminu,,82,92
349,4,8:41.0,,T. Snell enters the game for J. Terry,82,92
350,4,8:33.0,Turnover by D. Lillard (bad pass; steal by M. Brogdon),,82,92
351,4,8:30.0,,M. Brogdon makes 2-pt layup from 1 ft,82,94
352,4,8:04.0,M. Harkless makes 2-pt layup at rim (assist by E. Turner),,84,94
353,4,7:48.0,,M. Beasley makes 2-pt jump shot from 7 ft,84,96
354,4,7:37.0,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),,86,96
355,4,7:23.0,,Milwaukee full timeout,86,96
356,4,7:23.0,A. Aminu enters the game for C. McCollum,,86,96
357,4,7:23.0,C. McCollum enters the game for A. Aminu,,86,96
358,4,7:17.0,,Turnover by M. Beasley (lost ball),86,96
359,4,7:17.0,Shooting foul by G. Antetokounmpo (drawn by D. Lillard),,86,96
360,4,7:17.0,D. Lillard makes free throw 1 of 2,,87,96
361,4,7:17.0,D. Lillard makes free throw 2 of 2,,88,96
362,4,7:07.0,,Shooting foul by E. Turner (drawn by T. Snell),88,96
363,4,7:07.0,,T. Snell misses free throw 1 of 2,88,96
364,4,7:07.0,,Offensive rebound by Team,88,96
365,4,7:07.0,,J. Parker enters the game for M. Beasley,88,96
366,4,7:07.0,,T. Snell makes free throw 2 of 2,88,97
367,4,6:43.0,Turnover by Team (shot clock),,88,97
368,4,6:32.0,,J. Parker misses 2-pt jump shot from 15 ft,88,97
369,4,6:31.0,Defensive rebound by D. Lillard,,88,97
370,4,6:18.0,Turnover by M. Harkless (bad pass; steal by G. Antetokounmpo),,88,97
371,4,6:15.0,,Shooting foul by D. Lillard (drawn by T. Snell),88,97
372,4,6:15.0,,T. Snell makes free throw 1 of 2,88,98
373,4,6:15.0,A. Crabbe enters the game for E. Turner,,88,98
374,4,6:15.0,,T. Snell makes free throw 2 of 2,88,99
375,4,6:03.0,C. McCollum makes 2-pt layup from 1 ft,,90,99
376,4,5:45.0,,Turnover by M. Brogdon (bad pass; steal by M. Plumlee),90,99
377,4,5:30.0,Turnover by C. McCollum (bad pass; steal by G. Antetokounmpo),,90,99
378,4,5:27.0,,Shooting foul by A. Crabbe (drawn by G. Antetokounmpo),90,99
