,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
126,2,9:13.0,Shooting foul by B. Biyombo (drawn by L. Williams),,22,39
127,2,9:13.0,L. Williams makes free throw 1 of 2,,23,39
128,2,9:13.0,L. Williams misses free throw 2 of 2,,23,39
129,2,9:12.0,,Defensive rebound by N. Vučević,23,39
130,2,8:57.0,,B. Biyombo misses 2-pt dunk at rim,23,39
131,2,8:55.0,Defensive rebound by B. Ingram,,23,39
132,2,8:50.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by B. Ingram),,26,39
133,2,8:33.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by C. Watson),26,42
134,2,8:14.0,I. Zubac misses 2-pt layup from 2 ft,,26,42
135,2,8:13.0,Offensive rebound by J. Clarkson,,26,42
136,2,8:13.0,J. Clarkson misses 2-pt layup from 1 ft,,26,42
137,2,8:10.0,,Defensive rebound by B. Biyombo,26,42
138,2,8:03.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by C. Watson),26,44
139,2,7:42.0,Turnover by I. Zubac (bad pass),,26,44
140,2,7:42.0,Official timeout,,26,44
141,2,7:42.0,D. Russell enters the game for J. Clarkson,,26,44
142,2,7:42.0,L. Deng enters the game for L. Williams,,26,44
143,2,7:42.0,T. Mozgov enters the game for I. Zubac,,26,44
144,2,7:42.0,N. Young enters the game for T. Robinson,,26,44
145,2,7:25.0,,C. Watson makes 2-pt jump shot from 18 ft,26,46
146,2,7:08.0,B. Ingram misses 3-pt jump shot from 24 ft,,26,46
147,2,7:07.0,,Defensive rebound by E. Payton,26,46
148,2,7:02.0,,Shooting foul by B. Ingram (drawn by B. Biyombo),26,46
149,2,7:02.0,,B. Biyombo makes 2-pt dunk at rim (assist by E. Payton),26,48
150,2,7:02.0,,B. Biyombo misses free throw 1 of 1,26,48
151,2,7:01.0,Defensive rebound by T. Mozgov,,26,48
152,2,6:46.0,B. Ingram misses 2-pt layup from 1 ft,,26,48
153,2,6:43.0,Offensive rebound by B. Ingram,,26,48
154,2,6:43.0,B. Ingram misses 2-pt layup from 2 ft,,26,48
155,2,6:40.0,,Defensive rebound by C. Watson,26,48
156,2,6:34.0,,Turnover by J. Green (bad pass; steal by D. Russell),26,48
157,2,6:22.0,B. Ingram misses 3-pt jump shot from 26 ft,,26,48
158,2,6:20.0,,Defensive rebound by B. Biyombo,26,48
159,2,6:08.0,,N. Vučević misses 2-pt jump shot from 19 ft,26,48
160,2,6:06.0,Defensive rebound by N. Young,,26,48
161,2,5:54.0,Turnover by D. Russell (bad pass; steal by E. Payton),,26,48
162,2,5:45.0,,Shooting foul by B. Ingram (drawn by N. Vučević),26,48
163,2,5:45.0,,Orlando full timeout,26,48
164,2,5:45.0,,N. Vučević makes free throw 1 of 2,26,49
165,2,5:45.0,,D. Augustin enters the game for C. Watson,26,48
166,2,5:45.0,M. Huertas enters the game for B. Ingram,,26,48
167,2,5:45.0,,N. Vučević misses free throw 2 of 2,26,49
168,2,5:44.0,Defensive rebound by L. Deng,,26,49
169,2,5:33.0,M. Huertas makes 2-pt jump shot from 13 ft,,28,49
170,2,5:17.0,,Turnover by N. Vučević (bad pass),28,49
171,2,5:05.0,N. Young misses 3-pt jump shot from 25 ft,,28,49
172,2,5:04.0,,Defensive rebound by B. Biyombo,28,49
173,2,4:51.0,,E. Payton misses 3-pt jump shot from 25 ft,28,49
174,2,4:49.0,Defensive rebound by D. Russell,,28,49
175,2,4:44.0,Shooting foul by N. Vučević (drawn by N. Young),,28,49
176,2,4:44.0,N. Young misses free throw 1 of 2,,28,49
177,2,4:44.0,Offensive rebound by Team,,28,49
178,2,4:44.0,N. Young misses free throw 2 of 2,,28,49
179,2,4:44.0,,S. Ibaka enters the game for E. Payton,28,49
180,2,4:44.0,,J. Meeks enters the game for N. Vučević,28,49
181,2,4:43.0,,Defensive rebound by S. Ibaka,28,49
182,2,4:25.0,,J. Green makes 2-pt jump shot from 13 ft,28,51
183,2,4:04.0,T. Mozgov misses 2-pt jump shot from 12 ft,,28,51
184,2,4:03.0,,Defensive rebound by B. Biyombo,28,51
185,2,3:52.0,,Shooting foul by D. Russell (drawn by J. Meeks),28,51
186,2,3:52.0,,J. Meeks makes free throw 1 of 2,28,52
187,2,3:52.0,,J. Meeks makes free throw 2 of 2,28,53
188,2,3:41.0,D. Russell makes 2-pt jump shot from 6 ft,,30,53
189,2,3:41.0,Shooting foul by J. Meeks (drawn by D. Russell),,30,53
190,2,3:41.0,D. Russell makes free throw 1 of 1,,31,53
191,2,3:25.0,,Offensive foul by J. Green (drawn by N. Young),31,53
192,2,3:25.0,,Turnover by J. Green (offensive foul),31,53
193,2,3:25.0,,A. Gordon enters the game for J. Green,31,53
194,2,3:06.0,T. Mozgov makes 2-pt dunk at rim (assist by L. Deng),,33,53
195,2,2:45.0,,J. Meeks makes 2-pt jump shot from 15 ft (assist by D. Augustin),33,55
196,2,2:32.0,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Russell),,36,55
197,2,2:10.0,,S. Ibaka makes 2-pt jump shot from 16 ft,36,57
198,2,2:04.0,Offensive foul by T. Mozgov (drawn by J. Meeks),,36,57
199,2,2:04.0,Turnover by T. Mozgov (offensive foul),,36,57
200,2,2:04.0,LA Lakers full timeout,,36,57
201,2,2:04.0,,N. Vučević enters the game for B. Biyombo,36,57
202,2,1:54.0,Violation by D. Russell (kicked ball),,36,57
203,2,1:45.0,,Offensive foul by S. Ibaka (drawn by M. Huertas),36,57
204,2,1:45.0,,Turnover by S. Ibaka (offensive foul),36,57
205,2,1:30.0,M. Huertas misses 2-pt jump shot from 12 ft,,36,57
206,2,1:28.0,,Defensive rebound by D. Augustin,36,57
207,2,1:23.0,,Turnover by D. Augustin (bad pass; steal by N. Young),36,57
208,2,1:18.0,Shooting foul by S. Ibaka (drawn by L. Deng),,36,57
209,2,1:18.0,L. Deng makes free throw 1 of 2,,37,57
210,2,1:18.0,L. Deng makes free throw 2 of 2,,38,57
211,2,1:00.0,,Offensive foul by D. Augustin (drawn by L. Deng),38,57
212,2,1:00.0,,Turnover by D. Augustin (offensive foul),38,57
213,2,1:00.0,,E. Payton enters the game for D. Augustin,38,57
214,2,1:00.0,,C. Watson enters the game for S. Ibaka,38,57
215,2,0:46.0,D. Russell misses 2-pt jump shot from 22 ft,,38,57
216,2,0:45.0,Offensive rebound by Team,,38,57
217,2,0:45.0,,Loose ball foul by N. Vučević (drawn by T. Mozgov),38,57
218,2,0:45.0,T. Mozgov makes free throw 1 of 2,,39,57
219,2,0:45.0,,B. Biyombo enters the game for N. Vučević,39,57
220,2,0:45.0,T. Mozgov makes free throw 2 of 2,,40,57
221,2,0:40.0,,Orlando full timeout,40,57
222,2,0:25.0,,J. Meeks misses 3-pt jump shot from 25 ft,40,57
223,2,0:23.0,Defensive rebound by M. Huertas,,40,57
224,2,0:04.0,D. Russell misses 3-pt jump shot from 23 ft,,40,57
225,2,0:03.0,,Defensive rebound by A. Gordon,40,57
226,3,11:38.0,,Turnover by D. Augustin (bad pass; steal by D. Russell),40,57
227,3,11:37.0,D. Russell makes 2-pt layup from 2 ft,,42,57
228,3,11:37.0,Shooting foul by J. Meeks (drawn by D. Russell),,42,57
229,3,11:37.0,D. Russell makes free throw 1 of 1,,43,57
230,3,11:16.0,,Shooting foul by D. Russell (drawn by B. Biyombo),43,57
231,3,11:16.0,,B. Biyombo misses free throw 1 of 2,43,57
232,3,11:16.0,,Offensive rebound by Team,43,57
233,3,11:16.0,,B. Biyombo misses free throw 2 of 2,43,57
234,3,11:15.0,Defensive rebound by L. Deng,,43,57
235,3,10:58.0,N. Young misses 2-pt jump shot from 13 ft,,43,57
236,3,10:57.0,,Defensive rebound by S. Ibaka,43,57
237,3,10:37.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by D. Augustin),43,59
238,3,10:37.0,,Shooting foul by L. Deng (drawn by S. Ibaka),43,59
239,3,10:37.0,,S. Ibaka makes free throw 1 of 1,43,60
240,3,10:21.0,D. Russell makes 2-pt jump shot from 21 ft (assist by L. Deng),,45,60
241,3,10:06.0,,J. Meeks misses 3-pt jump shot from 25 ft,45,60
242,3,10:05.0,Defensive rebound by L. Deng,,45,60
243,3,9:58.0,D. Russell makes 3-pt jump shot from 23 ft (assist by B. Ingram),,48,60
244,3,9:32.0,,D. Augustin misses 3-pt jump shot from 25 ft,48,60
245,3,9:31.0,Defensive rebound by B. Ingram,,48,60
246,3,9:20.0,L. Deng makes 2-pt layup from 2 ft,,50,60
247,3,9:19.0,,Orlando full timeout,50,60
248,3,8:58.0,,A. Gordon misses 2-pt jump shot from 16 ft,50,60
249,3,8:57.0,,Offensive rebound by S. Ibaka,50,60
250,3,8:55.0,,S. Ibaka misses 2-pt jump shot from 3 ft (block by N. Young),50,60
251,3,8:53.0,,Offensive rebound by D. Augustin,50,60
252,3,8:48.0,,Personal foul by B. Ingram (drawn by B. Biyombo),50,60
253,3,8:43.0,,J. Meeks misses 3-pt jump shot from 26 ft,50,60
254,3,8:42.0,,Offensive rebound by A. Gordon,50,60
255,3,8:42.0,,A. Gordon makes 2-pt layup from 2 ft,50,62
256,3,8:22.0,B. Ingram makes 2-pt jump shot from 12 ft,,52,62
257,3,8:05.0,,S. Ibaka misses 3-pt jump shot from 27 ft,52,62
258,3,8:04.0,Defensive rebound by L. Deng,,52,62
259,3,7:56.0,L. Deng makes 2-pt jump shot from 23 ft (assist by D. Russell),,54,62
260,3,7:34.0,,B. Biyombo makes 2-pt jump shot from 13 ft (assist by D. Augustin),54,64
261,3,7:25.0,L. Deng misses 2-pt jump shot from 8 ft,,54,64
262,3,7:21.0,,Defensive rebound by B. Biyombo,54,64
263,3,7:05.0,,Turnover by A. Gordon (lost ball; steal by N. Young),54,64
264,3,7:01.0,D. Russell makes 2-pt layup from 2 ft (assist by L. Deng),,56,64
265,3,6:45.0,J. Clarkson enters the game for B. Ingram,,56,64
266,3,6:37.0,,A. Gordon misses 3-pt jump shot from 23 ft,56,64
267,3,6:35.0,,Offensive rebound by S. Ibaka,56,64
268,3,6:34.0,,S. Ibaka makes 2-pt dunk at rim,56,66
269,3,6:13.0,Turnover by L. Deng (bad pass; steal by J. Meeks),,56,66
270,3,6:09.0,,J. Meeks misses 2-pt layup from 3 ft (block by N. Young),56,66
271,3,6:06.0,Defensive rebound by J. Clarkson,,56,66
272,3,5:57.0,J. Clarkson misses 2-pt hook shot from 6 ft,,56,66
273,3,5:56.0,Offensive rebound by L. Deng,,56,66
274,3,5:56.0,L. Deng misses 2-pt layup from 1 ft,,56,66
275,3,5:54.0,,Defensive rebound by Team,56,66
276,3,5:39.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by J. Meeks),56,69
277,3,5:20.0,Turnover by D. Russell (bad pass; steal by S. Ibaka),,56,69
278,3,5:15.0,,Turnover by D. Augustin (lost ball),56,69
279,3,5:03.0,D. Russell makes 2-pt layup from 2 ft,,58,69
280,3,4:49.0,,S. Ibaka misses 2-pt jump shot from 16 ft,58,69
281,3,4:47.0,,Offensive rebound by B. Biyombo,58,69
282,3,4:41.0,,J. Meeks makes 2-pt layup from 2 ft (assist by D. Augustin),58,71
283,3,4:31.0,D. Russell misses 2-pt jump shot from 17 ft,,58,71
284,3,4:29.0,Offensive rebound by T. Mozgov,,58,71
285,3,4:24.0,D. Russell misses 2-pt jump shot from 5 ft,,58,71
286,3,4:20.0,,Defensive rebound by S. Ibaka,58,71
287,3,4:09.0,,B. Biyombo misses 2-pt jump shot from 14 ft,58,71
288,3,4:08.0,Defensive rebound by T. Mozgov,,58,71
289,3,4:00.0,L. Deng misses 3-pt jump shot from 26 ft,,58,71
290,3,3:59.0,,Defensive rebound by B. Biyombo,58,71
291,3,3:49.0,,A. Gordon misses 2-pt jump shot from 17 ft,58,71
292,3,3:49.0,,Offensive rebound by Team,58,71
293,3,3:49.0,Loose ball foul by L. Deng (drawn by S. Ibaka),,58,71
294,3,3:49.0,LA Lakers full timeout,,58,71
295,3,3:49.0,,J. Green enters the game for A. Gordon,58,71
296,3,3:49.0,,E. Payton enters the game for B. Biyombo,58,71
297,3,3:49.0,,N. Vučević enters the game for D. Augustin,58,71
298,3,3:49.0,T. Robinson enters the game for L. Deng,,58,71
299,3,3:49.0,I. Zubac enters the game for T. Mozgov,,58,71
300,3,3:49.0,L. Williams enters the game for N. Young,,58,71
301,3,3:38.0,,N. Vučević misses 2-pt hook shot from 8 ft,58,71
302,3,3:35.0,Defensive rebound by T. Robinson,,58,71
303,3,3:19.0,I. Zubac misses 2-pt layup from 1 ft (block by S. Ibaka),,58,71
304,3,3:15.0,,Defensive rebound by N. Vučević,58,71
305,3,3:13.0,,E. Payton misses 2-pt layup from 2 ft,58,71
306,3,3:13.0,,Offensive rebound by S. Ibaka,58,71
307,3,3:13.0,,Shooting foul by D. Russell (drawn by S. Ibaka),58,71
308,3,3:13.0,,S. Ibaka misses free throw 1 of 2,58,71
309,3,3:13.0,,Offensive rebound by Team,58,71
310,3,3:13.0,M. Huertas enters the game for D. Russell,,58,71
311,3,3:13.0,,S. Ibaka makes free throw 2 of 2,58,72
312,3,3:07.0,L. Williams makes 2-pt layup from 2 ft (assist by M. Huertas),,60,72
313,3,2:52.0,,S. Ibaka makes 2-pt jump shot from 15 ft (assist by E. Payton),60,74
314,3,2:34.0,I. Zubac misses 2-pt hook shot from 7 ft,,60,74
315,3,2:32.0,Offensive rebound by T. Robinson,,60,74
316,3,2:32.0,T. Robinson makes 2-pt layup from 1 ft,,62,74
317,3,2:22.0,,J. Green misses 3-pt jump shot from 24 ft,62,74
318,3,2:21.0,Defensive rebound by T. Robinson,,62,74
319,3,2:03.0,J. Clarkson misses 3-pt jump shot from 25 ft,,62,74
320,3,2:01.0,,Defensive rebound by S. Ibaka,62,74
321,3,1:51.0,,N. Vučević makes 2-pt jump shot from 14 ft,62,76
322,3,1:39.0,Turnover by T. Robinson (bad pass; steal by J. Meeks),,62,76
323,3,1:36.0,,J. Meeks misses 2-pt layup from 1 ft (block by M. Huertas),62,76
324,3,1:36.0,,Offensive rebound by Team,62,76
325,3,1:34.0,,C. Watson enters the game for J. Meeks,62,76
326,3,1:29.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by E. Payton),62,79
327,3,1:13.0,Shooting foul by E. Payton (drawn by L. Williams),,62,79
328,3,1:13.0,L. Williams makes free throw 1 of 3,,63,79
329,3,1:13.0,L. Williams makes free throw 2 of 3,,64,79
330,3,1:13.0,L. Williams makes free throw 3 of 3,,65,79
331,3,1:00.0,,E. Payton makes 3-pt jump shot from 25 ft (assist by J. Green),65,82
332,3,0:56.0,Shooting foul by S. Ibaka (drawn by T. Robinson),,65,82
333,3,0:56.0,T. Robinson makes free throw 1 of 2,,66,82
334,3,0:56.0,T. Robinson misses free throw 2 of 2,,66,82
335,3,0:55.0,,Defensive rebound by N. Vučević,66,82
336,3,0:42.0,,E. Payton makes 2-pt layup from 2 ft (assist by N. Vučević),66,84
337,3,0:36.0,Turnover by J. Clarkson (step out of bounds),,66,84
338,3,0:31.0,,E. Payton makes 2-pt layup from 2 ft,66,86
339,3,0:09.0,L. Williams misses 3-pt jump shot from 28 ft,,66,86
340,3,0:06.0,Offensive rebound by T. Robinson,,66,86
341,3,0:04.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by M. Huertas),,69,86
342,3,0:01.0,,C. Watson misses 2-pt jump shot from 5 ft (block by T. Robinson),69,86
343,3,0:00.0,,Offensive rebound by Team,69,86
344,4,11:43.0,I. Zubac misses 2-pt layup from 2 ft,,69,86
345,4,11:38.0,,Defensive rebound by N. Vučević,69,86
346,4,11:26.0,,Turnover by C. Watson (bad pass; steal by L. Williams),69,86
347,4,11:14.0,L. Williams misses 2-pt jump shot from 12 ft,,69,86
348,4,11:13.0,Offensive rebound by T. Robinson,,69,86
349,4,11:11.0,T. Robinson makes 2-pt dunk at rim,,71,86
350,4,11:01.0,,Turnover by J. Green (bad pass; steal by L. Williams),71,86
351,4,10:55.0,L. Williams misses 2-pt layup from 3 ft,,71,86
352,4,10:55.0,,Defensive rebound by Team,71,86
353,4,10:55.0,Loose ball foul by T. Robinson (drawn by C. Watson),,71,86
354,4,10:45.0,,Turnover by N. Vučević (bad pass; steal by M. Huertas),71,86
355,4,10:36.0,J. Clarkson misses 3-pt jump shot from 24 ft,,71,86
356,4,10:35.0,,Defensive rebound by E. Payton,71,86
357,4,10:29.0,,E. Payton makes 2-pt jump shot from 16 ft,71,88
358,4,10:10.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Williams),,74,88
359,4,9:51.0,,E. Payton misses 3-pt jump shot from 25 ft,74,88
360,4,9:51.0,Defensive rebound by Team,,74,88
361,4,9:51.0,L. Deng enters the game for I. Zubac,,74,88
362,4,9:40.0,T. Robinson misses 2-pt layup from 2 ft (block by N. Vučević),,74,88
363,4,9:38.0,Offensive rebound by T. Robinson,,74,88
364,4,9:35.0,L. Williams makes 3-pt jump shot from 23 ft (assist by T. Robinson),,77,88
365,4,9:28.0,,Orlando full timeout,77,88
366,4,9:10.0,,D. Rudež misses 2-pt jump shot from 19 ft,77,88
367,4,9:08.0,Defensive rebound by J. Clarkson,,77,88
368,4,8:48.0,M. Huertas misses 2-pt jump shot from 14 ft,,77,88
369,4,8:44.0,,Defensive rebound by E. Payton,77,88
370,4,8:35.0,,Turnover by J. Green (bad pass; steal by M. Huertas),77,88
371,4,8:31.0,J. Clarkson makes 2-pt layup from 1 ft (assist by M. Huertas),,79,88
372,4,8:11.0,,N. Vučević misses 2-pt hook shot from 3 ft,79,88
373,4,8:10.0,Defensive rebound by T. Robinson,,79,88
374,4,7:53.0,J. Clarkson makes 3-pt jump shot from 24 ft,,82,88
375,4,7:35.0,,E. Payton makes 2-pt jump shot from 19 ft,82,90
376,4,7:22.0,Turnover by M. Huertas (bad pass; steal by C. Watson),,82,90
377,4,7:17.0,,C. Watson makes 2-pt jump shot from 10 ft,82,92
378,4,6:55.0,Turnover by J. Clarkson (bad pass; steal by D. Rudež),,82,92
379,4,6:50.0,,C. Watson makes 2-pt layup from 1 ft (assist by E. Payton),82,94
380,4,6:48.0,LA Lakers full timeout,,82,94
381,4,6:48.0,T. Mozgov enters the game for T. Robinson,,82,94
382,4,6:48.0,B. Ingram enters the game for M. Huertas,,82,94
383,4,6:48.0,,J. Meeks enters the game for J. Green,82,94
384,4,6:48.0,,S. Ibaka enters the game for D. Rudež,82,94
