,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
137,2,7:40.0,,Shooting foul by I. Mahinmi (drawn by B. McLemore),35,39
138,2,7:40.0,,B. McLemore makes free throw 1 of 2,35,40
139,2,7:40.0,O. Porter enters the game for K. Oubre,,35,40
140,2,7:40.0,,B. McLemore makes free throw 2 of 2,35,41
141,2,7:29.0,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by B. Jennings),,37,41
142,2,7:21.0,,T. Lawson makes 2-pt layup from 3 ft,37,43
143,2,7:09.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by B. Jennings),,39,43
144,2,7:01.0,,Shooting foul by B. Jennings (drawn by T. Lawson),39,43
145,2,7:01.0,,T. Lawson makes free throw 1 of 2,39,44
146,2,7:01.0,,T. Lawson makes free throw 2 of 2,39,45
147,2,6:48.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,39,45
148,2,6:47.0,Offensive rebound by M. Morris,,39,45
149,2,6:43.0,B. Jennings misses 2-pt jump shot from 18 ft,,39,45
150,2,6:42.0,Offensive rebound by B. Bogdanović,,39,45
151,2,6:40.0,B. Bogdanović makes 2-pt layup from 1 ft,,41,45
152,2,6:21.0,,A. Tolliver makes 2-pt dunk at rim,41,47
153,2,6:11.0,B. Jennings misses 2-pt hook shot from 6 ft,,41,47
154,2,6:10.0,,Defensive rebound by A. Tolliver,41,47
155,2,6:00.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by T. Lawson),41,50
156,2,6:00.0,Washington full timeout,,41,50
157,2,6:00.0,J. Wall enters the game for I. Mahinmi,,41,50
158,2,6:00.0,B. Beal enters the game for B. Jennings,,41,50
159,2,6:00.0,,W. Cauley-Stein enters the game for A. Tolliver,41,50
160,2,5:44.0,B. Beal makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,44,50
161,2,5:22.0,,Turnover by T. Lawson (bad pass; steal by J. Wall),44,50
162,2,5:16.0,O. Porter makes 2-pt layup from 5 ft,,46,50
163,2,5:03.0,,G. Temple makes 3-pt jump shot from 23 ft,46,53
164,2,4:47.0,O. Porter misses 2-pt jump shot from 19 ft,,46,53
165,2,4:47.0,,Defensive rebound by S. Labissière,46,53
166,2,4:40.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,46,53
167,2,4:39.0,,Offensive rebound by W. Cauley-Stein,46,53
168,2,4:38.0,Loose ball foul by B. Bogdanović (drawn by W. Cauley-Stein),,46,53
169,2,4:38.0,,W. Cauley-Stein makes free throw 1 of 2,46,54
170,2,4:38.0,,A. Afflalo enters the game for S. Labissière,46,54
171,2,4:38.0,,W. Cauley-Stein makes free throw 2 of 2,46,55
172,2,4:27.0,J. Wall makes 2-pt layup from 2 ft,,48,55
173,2,4:16.0,,T. Lawson misses 3-pt jump shot from 26 ft,48,55
174,2,4:15.0,Defensive rebound by O. Porter,,48,55
175,2,3:59.0,J. Wall misses 3-pt jump shot from 25 ft,,48,55
176,2,3:59.0,,Defensive rebound by B. McLemore,48,55
177,2,3:40.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by G. Temple),48,58
178,2,3:32.0,B. Beal misses 2-pt layup from 3 ft,,48,58
179,2,3:30.0,Offensive rebound by B. Beal,,48,58
180,2,3:30.0,Turnover by B. Beal (lost ball; steal by T. Lawson),,48,58
181,2,3:18.0,,Shooting foul by M. Morris (drawn by W. Cauley-Stein),48,58
182,2,3:18.0,,W. Cauley-Stein makes free throw 1 of 2,48,59
183,2,3:18.0,,D. Collison enters the game for T. Lawson,48,59
184,2,3:18.0,,B. Hield enters the game for B. McLemore,48,59
185,2,3:18.0,,W. Cauley-Stein makes free throw 2 of 2,48,60
186,2,3:06.0,J. Wall misses 2-pt layup from 5 ft,,48,60
187,2,3:05.0,,Defensive rebound by W. Cauley-Stein,48,60
188,2,2:50.0,,B. Hield makes 2-pt layup from 3 ft (assist by W. Cauley-Stein),48,62
189,2,2:30.0,M. Morris makes 2-pt jump shot from 14 ft,,50,62
190,2,2:19.0,,Personal foul by O. Porter (drawn by W. Cauley-Stein),50,62
191,2,2:19.0,Official timeout,,50,62
192,2,2:19.0,,W. Cauley-Stein misses free throw 1 of 2,50,62
193,2,2:19.0,,Offensive rebound by Team,50,62
194,2,2:19.0,M. Gortat enters the game for B. Bogdanović,,50,62
195,2,2:19.0,,W. Cauley-Stein makes free throw 2 of 2,50,63
196,2,2:05.0,J. Wall makes 2-pt layup from 4 ft,,52,63
197,2,1:44.0,,A. Afflalo makes 2-pt layup from 5 ft,52,65
198,2,1:23.0,Shooting foul by A. Afflalo (drawn by J. Wall),,52,65
199,2,1:23.0,J. Wall makes free throw 1 of 2,,53,65
200,2,1:23.0,,K. Koufos enters the game for G. Temple,53,65
201,2,1:23.0,J. Wall makes free throw 2 of 2,,54,65
202,2,1:10.0,,Shooting foul by M. Morris (drawn by A. Afflalo),54,65
203,2,1:10.0,,A. Afflalo makes free throw 1 of 2,54,66
204,2,1:10.0,B. Bogdanović enters the game for M. Morris,,54,66
205,2,1:10.0,,B. McLemore enters the game for W. Cauley-Stein,54,66
206,2,1:10.0,,A. Afflalo makes free throw 2 of 2,54,67
207,2,1:04.0,J. Wall misses 2-pt layup from 3 ft (block by K. Koufos),,54,67
208,2,1:02.0,,Defensive rebound by K. Koufos,54,67
209,2,0:48.0,,D. Collison misses 3-pt jump shot from 25 ft,54,67
210,2,0:48.0,Defensive rebound by M. Gortat,,54,67
211,2,0:37.0,B. Beal misses 3-pt jump shot from 25 ft,,54,67
212,2,0:36.0,Offensive rebound by M. Gortat,,54,67
213,2,0:32.0,J. Wall misses 2-pt jump shot from 4 ft,,54,67
214,2,0:31.0,,Defensive rebound by B. McLemore,54,67
215,2,0:27.0,,D. Collison misses 2-pt jump shot from 4 ft (block by B. Beal),54,67
216,2,0:24.0,,Offensive rebound by B. McLemore,54,67
217,2,0:23.0,,B. McLemore misses 2-pt layup from 2 ft,54,67
218,2,0:22.0,Defensive rebound by M. Gortat,,54,67
219,2,0:19.0,J. Wall makes 2-pt dunk at rim (assist by M. Gortat),,56,67
220,2,0:03.0,,Shooting block foul by B. Bogdanović (drawn by D. Collison),56,67
221,2,0:03.0,,D. Collison misses free throw 1 of 2,56,67
222,2,0:03.0,,Offensive rebound by Team,56,67
223,2,0:03.0,Washington full timeout,,56,67
224,2,0:03.0,,D. Collison makes free throw 2 of 2,56,68
225,2,0:00.0,J. Wall misses 3-pt jump shot from 40 ft,,56,68
226,2,0:00.0,Offensive rebound by Team,,56,68
227,3,11:41.0,,A. Afflalo misses 3-pt jump shot from 25 ft,56,68
228,3,11:40.0,Defensive rebound by B. Beal,,56,68
229,3,11:26.0,B. Beal makes 2-pt jump shot from 20 ft,,58,68
230,3,11:07.0,,K. Koufos misses 2-pt jump shot from 6 ft,58,68
231,3,11:07.0,Defensive rebound by B. Beal,,58,68
232,3,10:58.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,61,68
233,3,10:38.0,,B. Hield misses 3-pt jump shot from 25 ft,61,68
234,3,10:38.0,Defensive rebound by M. Morris,,61,68
235,3,10:23.0,B. Beal misses 3-pt jump shot from 26 ft,,61,68
236,3,10:23.0,,Defensive rebound by W. Cauley-Stein,61,68
237,3,9:59.0,,K. Koufos misses 2-pt hook shot from 6 ft,61,68
238,3,9:59.0,Defensive rebound by M. Gortat,,61,68
239,3,9:52.0,J. Wall makes 2-pt layup from 2 ft,,63,68
240,3,9:25.0,,Turnover by Team (shot clock),63,68
241,3,9:09.0,M. Gortat misses 2-pt hook shot from 9 ft,,63,68
242,3,9:07.0,,Defensive rebound by W. Cauley-Stein,63,68
243,3,8:53.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft,63,70
244,3,8:33.0,M. Morris makes 2-pt layup from 3 ft (assist by B. Beal),,65,70
245,3,8:21.0,Violation by J. Wall (kicked ball),,65,70
246,3,8:15.0,Violation by M. Gortat (kicked ball),,65,70
247,3,8:03.0,,Turnover by W. Cauley-Stein (lost ball; steal by J. Wall),65,70
248,3,7:57.0,M. Morris makes 2-pt layup from 3 ft (assist by J. Wall),,67,70
249,3,7:35.0,,K. Koufos misses 2-pt hook shot from 6 ft,67,70
250,3,7:35.0,Defensive rebound by B. Beal,,67,70
251,3,7:31.0,O. Porter misses 2-pt layup from 2 ft,,67,70
252,3,7:30.0,,Defensive rebound by A. Afflalo,67,70
253,3,7:17.0,,D. Collison makes 2-pt jump shot from 8 ft,67,72
254,3,7:07.0,Personal foul by K. Koufos (drawn by M. Gortat),,67,72
255,3,7:06.0,Personal foul by B. Hield (drawn by B. Beal),,67,72
256,3,7:00.0,M. Morris misses 3-pt jump shot from 24 ft,,67,72
257,3,6:59.0,,Defensive rebound by D. Collison,67,72
258,3,6:51.0,,B. Hield misses 2-pt jump shot from 8 ft,67,72
259,3,6:49.0,,Offensive rebound by K. Koufos,67,72
260,3,6:48.0,,K. Koufos makes 2-pt jump shot from 4 ft,67,74
261,3,6:40.0,Turnover by J. Wall (step out of bounds),,67,74
262,3,6:28.0,,A. Afflalo makes 2-pt jump shot from 21 ft,67,76
263,3,6:28.0,Washington full timeout,,67,76
264,3,6:28.0,Technical foul by J. Wall,,67,76
265,3,6:28.0,,D. Collison makes technical free throw,67,77
266,3,6:16.0,B. Beal misses 2-pt jump shot from 4 ft,,67,77
267,3,6:15.0,Offensive rebound by M. Morris,,67,77
268,3,6:15.0,M. Morris misses 2-pt layup from 2 ft,,67,77
269,3,6:14.0,Offensive rebound by B. Beal,,67,77
270,3,6:13.0,B. Beal makes 2-pt jump shot from 5 ft,,69,77
271,3,5:43.0,,D. Collison makes 2-pt jump shot from 14 ft,69,79
272,3,5:33.0,Personal foul by B. Hield (drawn by B. Beal),,69,79
273,3,5:33.0,J. Smith enters the game for M. Morris,,69,79
274,3,5:33.0,,A. Tolliver enters the game for W. Cauley-Stein,69,79
275,3,5:25.0,B. Beal misses 2-pt jump shot from 13 ft,,69,79
276,3,5:25.0,,Defensive rebound by A. Tolliver,69,79
277,3,5:16.0,,D. Collison misses 2-pt jump shot from 11 ft,69,79
278,3,5:16.0,Defensive rebound by O. Porter,,69,79
279,3,4:58.0,O. Porter makes 2-pt jump shot from 20 ft,,71,79
280,3,4:36.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by B. Hield),71,82
281,3,4:18.0,Personal foul by A. Afflalo (drawn by J. Smith),,71,82
282,3,4:07.0,J. Wall misses 2-pt jump shot from 20 ft,,71,82
283,3,4:06.0,,Defensive rebound by K. Koufos,71,82
284,3,3:47.0,,A. Tolliver makes 2-pt dunk at rim (assist by D. Collison),71,84
285,3,3:31.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,74,84
286,3,3:16.0,,Personal block foul by J. Smith (drawn by K. Koufos),74,84
287,3,3:16.0,B. Bogdanović enters the game for B. Beal,,74,84
288,3,3:16.0,,T. Lawson enters the game for A. Afflalo,74,84
289,3,3:16.0,,G. Temple enters the game for D. Collison,74,84
290,3,3:12.0,,Turnover by A. Tolliver (lost ball; steal by B. Bogdanović),74,84
291,3,3:10.0,Shooting foul by T. Lawson (drawn by B. Bogdanović),,74,84
292,3,3:10.0,B. Bogdanović makes free throw 1 of 2,,75,84
293,3,3:10.0,B. Bogdanović makes free throw 2 of 2,,76,84
294,3,2:53.0,,B. Hield misses 2-pt jump shot from 7 ft,76,84
295,3,2:52.0,Defensive rebound by M. Gortat,,76,84
296,3,2:42.0,J. Wall makes 2-pt jump shot from 9 ft,,78,84
297,3,2:30.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by T. Lawson),78,87
298,3,2:06.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,78,87
299,3,2:06.0,,Defensive rebound by Team,78,87
300,3,2:06.0,Loose ball foul by J. Smith (drawn by A. Tolliver),,78,87
301,3,2:06.0,,Sacramento full timeout,78,87
302,3,2:06.0,B. Jennings enters the game for M. Gortat,,78,87
303,3,2:06.0,I. Mahinmi enters the game for J. Wall,,78,87
304,3,2:06.0,,W. Cauley-Stein enters the game for K. Koufos,78,87
305,3,1:44.0,,B. McLemore enters the game for B. Hield,78,87
306,3,1:41.0,,B. McLemore makes 3-pt jump shot from 22 ft (assist by G. Temple),78,90
307,3,1:31.0,Personal foul by B. McLemore (drawn by O. Porter),,78,90
308,3,1:31.0,O. Porter makes free throw 1 of 2,,79,90
309,3,1:31.0,O. Porter makes free throw 2 of 2,,80,90
310,3,1:19.0,,Turnover by T. Lawson (bad pass; steal by O. Porter),80,90
311,3,1:12.0,Offensive foul by I. Mahinmi (drawn by T. Lawson),,80,90
312,3,1:12.0,Turnover by I. Mahinmi (offensive foul),,80,90
313,3,0:51.0,,B. McLemore makes 3-pt jump shot from 26 ft (assist by G. Temple),80,93
314,3,0:37.0,Turnover by B. Bogdanović (lost ball; steal by T. Lawson),,80,93
315,3,0:33.0,,B. McLemore makes 2-pt dunk at rim (assist by T. Lawson),80,95
316,3,0:23.0,,Violation by W. Cauley-Stein (kicked ball),80,95
317,3,0:16.0,I. Mahinmi makes 2-pt dunk at rim (assist by B. Jennings),,82,95
318,3,0:04.0,,Shooting foul by B. Bogdanović (drawn by T. Lawson),82,95
319,3,0:04.0,,T. Lawson makes free throw 1 of 2,82,96
320,3,0:04.0,,T. Lawson makes free throw 2 of 2,82,97
321,3,0:00.0,B. Jennings misses 3-pt jump shot from 39 ft,,82,97
322,3,0:00.0,Offensive rebound by Team,,82,97
323,4,11:46.0,Shooting foul by B. McLemore (drawn by B. Beal),,82,97
324,4,11:46.0,B. Beal makes free throw 1 of 2,,83,97
325,4,11:46.0,B. Beal makes free throw 2 of 2,,84,97
326,4,11:33.0,,Turnover by S. Labissière (bad pass),84,97
327,4,11:14.0,Turnover by I. Mahinmi (step out of bounds),,84,97
328,4,11:04.0,,Personal foul by B. Bogdanović (drawn by T. Lawson),84,97
329,4,11:01.0,,Personal foul by I. Mahinmi (drawn by G. Temple),84,97
330,4,10:58.0,,Turnover by S. Labissière (lost ball; steal by J. Smith),84,97
331,4,10:52.0,B. Jennings misses 3-pt jump shot from 24 ft,,84,97
332,4,10:51.0,,Defensive rebound by S. Labissière,84,97
333,4,10:46.0,,Personal foul by B. Jennings (drawn by T. Lawson),84,97
334,4,10:35.0,,B. McLemore misses 3-pt jump shot from 26 ft,84,97
335,4,10:34.0,Defensive rebound by I. Mahinmi,,84,97
336,4,10:25.0,B. Beal misses 2-pt jump shot from 18 ft,,84,97
337,4,10:24.0,Offensive rebound by I. Mahinmi,,84,97
338,4,10:23.0,I. Mahinmi makes 2-pt layup from 3 ft,,86,97
339,4,10:05.0,,T. Lawson misses 2-pt layup from 2 ft,86,97
340,4,10:03.0,,Offensive rebound by W. Cauley-Stein,86,97
341,4,10:02.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,86,99
342,4,9:50.0,B. Bogdanović misses 2-pt jump shot from 5 ft,,86,99
343,4,9:49.0,Offensive rebound by B. Bogdanović,,86,99
344,4,9:49.0,B. Bogdanović makes 2-pt layup from 1 ft,,88,99
345,4,9:33.0,,S. Labissière misses 2-pt jump shot from 12 ft,88,99
346,4,9:32.0,Defensive rebound by B. Beal,,88,99
347,4,9:27.0,Turnover by B. Beal (bad pass; steal by W. Cauley-Stein),,88,99
348,4,9:23.0,,Shooting foul by B. Beal (drawn by G. Temple),88,99
349,4,9:23.0,,G. Temple makes free throw 1 of 2,88,100
350,4,9:23.0,,G. Temple misses free throw 2 of 2,88,100
351,4,9:22.0,Defensive rebound by B. Beal,,88,100
352,4,9:08.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,88,100
353,4,9:07.0,,Defensive rebound by S. Labissière,88,100
354,4,9:01.0,,Shooting foul by B. Jennings (drawn by B. McLemore),88,100
355,4,9:01.0,,B. McLemore misses free throw 1 of 2,88,100
356,4,9:01.0,,Offensive rebound by Team,88,100
357,4,9:01.0,,B. McLemore makes free throw 2 of 2,88,101
358,4,8:48.0,J. Smith makes 2-pt jump shot from 20 ft (assist by B. Beal),,90,101
359,4,8:34.0,,S. Labissière misses 2-pt jump shot from 18 ft,90,101
360,4,8:33.0,Defensive rebound by J. Smith,,90,101
361,4,8:24.0,J. Smith makes 2-pt jump shot from 20 ft (assist by B. Jennings),,92,101
362,4,8:02.0,,S. Labissière makes 2-pt dunk at rim (assist by T. Lawson),92,103
363,4,7:45.0,Personal foul by T. Lawson (drawn by B. Beal),,92,103
364,4,7:45.0,Official timeout,,92,103
365,4,7:45.0,J. Wall enters the game for B. Jennings,,92,103
366,4,7:45.0,,A. Tolliver enters the game for S. Labissière,92,103
367,4,7:38.0,J. Smith makes 3-pt jump shot from 23 ft (assist by B. Beal),,95,103
368,4,7:17.0,,A. Tolliver misses 2-pt jump shot from 5 ft,95,103
369,4,7:16.0,Defensive rebound by J. Smith,,95,103
370,4,7:10.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,95,103
371,4,7:09.0,,Defensive rebound by W. Cauley-Stein,95,103
372,4,6:59.0,,T. Lawson makes 2-pt layup from 3 ft,95,105
373,4,6:45.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,98,105
374,4,6:37.0,,Offensive foul by W. Cauley-Stein (drawn by J. Wall),98,105
375,4,6:37.0,,Turnover by W. Cauley-Stein (offensive foul),98,105
376,4,6:26.0,J. Wall misses 2-pt layup from 2 ft,,98,105
377,4,6:25.0,,Defensive rebound by W. Cauley-Stein,98,105
378,4,6:20.0,,B. McLemore misses 2-pt layup from 2 ft,98,105
