,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
33,1,7:10.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,7,9
34,1,7:08.0,Defensive rebound by L. James,,7,9
35,1,7:07.0,Personal foul by S. Dinwiddie (drawn by T. Thompson),,7,9
36,1,7:07.0,T. Thompson misses free throw 1 of 2,,7,9
37,1,7:07.0,Offensive rebound by Team,,7,9
38,1,7:07.0,T. Thompson misses free throw 2 of 2,,7,9
39,1,7:07.0,,J. Hamilton enters the game for B. Lopez,7,9
40,1,7:07.0,,S. Kilpatrick enters the game for J. Harris,7,9
41,1,7:06.0,,Defensive rebound by T. Booker,7,9
42,1,6:56.0,,S. Kilpatrick misses 2-pt jump shot from 12 ft,7,9
43,1,6:54.0,Defensive rebound by T. Thompson,,7,9
44,1,6:49.0,K. Irving misses 2-pt layup from 1 ft,,7,9
45,1,6:48.0,,Defensive rebound by T. Booker,7,9
46,1,6:42.0,,Turnover by T. Booker (bad pass; steal by L. James),7,9
47,1,6:31.0,L. James misses 2-pt layup from 2 ft (block by J. Hamilton),,7,9
48,1,6:29.0,,Defensive rebound by T. Booker,7,9
49,1,6:23.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Booker),7,11
50,1,6:09.0,K. Irving makes 2-pt jump shot from 16 ft,,9,11
51,1,6:09.0,Shooting foul by S. Dinwiddie (drawn by K. Irving),,9,11
52,1,6:09.0,,I. Whitehead enters the game for S. Dinwiddie,9,11
53,1,6:09.0,K. Irving makes free throw 1 of 1,,10,11
54,1,5:56.0,,Turnover by B. Bogdanović (bad pass; steal by T. Thompson),10,11
55,1,5:40.0,L. James makes 2-pt jump shot from 16 ft,,12,11
56,1,5:28.0,,I. Whitehead misses 2-pt jump shot from 13 ft,12,11
57,1,5:26.0,Defensive rebound by L. James,,12,11
58,1,5:20.0,D. Liggins misses 3-pt jump shot from 23 ft,,12,11
59,1,5:19.0,Offensive rebound by Team,,12,11
60,1,5:19.0,,Loose ball foul by I. Whitehead (drawn by L. James),12,11
61,1,5:19.0,L. James misses free throw 1 of 2,,12,11
62,1,5:19.0,Offensive rebound by Team,,12,11
63,1,5:19.0,,C. LeVert enters the game for B. Bogdanović,12,11
64,1,5:19.0,I. Shumpert enters the game for D. Liggins,,12,11
65,1,5:19.0,L. James makes free throw 2 of 2,,13,11
66,1,5:06.0,,J. Hamilton makes 3-pt jump shot from 23 ft (assist by C. LeVert),13,14
67,1,4:56.0,K. Irving misses 2-pt layup from 2 ft,,13,14
68,1,4:55.0,,Defensive rebound by I. Whitehead,13,14
69,1,4:50.0,,C. LeVert makes 2-pt jump shot from 14 ft (assist by I. Whitehead),13,16
70,1,4:29.0,Turnover by L. James (bad pass),,13,16
71,1,4:23.0,,Turnover by I. Whitehead (lost ball; steal by K. Irving),13,16
72,1,4:19.0,K. Irving misses 2-pt layup from 2 ft,,13,16
73,1,4:17.0,Offensive rebound by T. Thompson,,13,16
74,1,4:16.0,Shooting foul by J. Hamilton (drawn by T. Thompson),,13,16
75,1,4:16.0,T. Thompson misses free throw 1 of 2,,13,16
76,1,4:16.0,Offensive rebound by Team,,13,16
77,1,4:16.0,T. Thompson misses free throw 2 of 2,,13,16
78,1,4:16.0,,R. Hollis-Jefferson enters the game for T. Booker,13,16
79,1,4:16.0,K. Felder enters the game for K. Irving,,13,16
80,1,4:15.0,,Defensive rebound by J. Hamilton,13,16
81,1,4:03.0,,I. Whitehead misses 2-pt jump shot from 6 ft,13,16
82,1,4:02.0,Defensive rebound by K. Felder,,13,16
83,1,3:54.0,L. James makes 2-pt jump shot from 20 ft,,15,16
84,1,3:36.0,,J. Hamilton misses 2-pt jump shot from 9 ft,15,16
85,1,3:34.0,Defensive rebound by K. Love,,15,16
86,1,3:27.0,C. Frye enters the game for K. Love,,15,16
87,1,3:10.0,L. James misses 2-pt jump shot from 19 ft,,15,16
88,1,3:09.0,,Defensive rebound by S. Kilpatrick,15,16
89,1,2:58.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft,15,16
90,1,2:57.0,,Offensive rebound by J. Hamilton,15,16
91,1,2:56.0,,J. Hamilton misses 2-pt layup from 4 ft (block by T. Thompson),15,16
92,1,2:54.0,,Offensive rebound by J. Hamilton,15,16
93,1,2:52.0,,J. Hamilton makes 2-pt hook shot from 4 ft,15,18
94,1,2:52.0,,Violation by Team (jump ball),15,18
95,1,2:37.0,K. Felder misses 3-pt jump shot from 24 ft,,15,18
96,1,2:36.0,Offensive rebound by T. Thompson,,15,18
97,1,2:26.0,C. Frye makes 3-pt jump shot from 27 ft (assist by I. Shumpert),,18,18
98,1,2:19.0,,I. Whitehead misses 2-pt layup from 2 ft,18,18
99,1,2:18.0,Defensive rebound by C. Frye,,18,18
100,1,2:08.0,T. Thompson makes 2-pt layup from 3 ft,,20,18
101,1,2:08.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Thompson),,20,18
102,1,2:08.0,,Brooklyn full timeout,20,18
103,1,2:08.0,T. Thompson misses free throw 1 of 1,,20,18
104,1,2:08.0,,B. Lopez enters the game for J. Hamilton,20,18
105,1,2:07.0,,Defensive rebound by R. Hollis-Jefferson,20,18
106,1,1:49.0,,C. LeVert misses 3-pt jump shot from 25 ft,20,18
107,1,1:48.0,Defensive rebound by C. Frye,,20,18
108,1,1:37.0,L. James makes 2-pt layup from 2 ft,,22,18
109,1,1:20.0,,S. Kilpatrick makes 2-pt layup from 1 ft (assist by I. Whitehead),22,20
110,1,1:03.0,L. James makes 2-pt jump shot from 5 ft,,24,20
111,1,0:52.0,,Turnover by B. Lopez (lost ball; steal by C. Frye),24,20
112,1,0:41.0,C. Frye misses 3-pt jump shot from 25 ft,,24,20
113,1,0:40.0,,Defensive rebound by I. Whitehead,24,20
114,1,0:34.0,Violation by I. Shumpert (kicked ball),,24,20
115,1,0:34.0,R. Jefferson enters the game for L. James,,24,20
116,1,0:22.0,,C. LeVert misses 3-pt jump shot from 23 ft,24,20
117,1,0:20.0,Defensive rebound by C. Frye,,24,20
118,1,0:03.0,K. Felder misses 2-pt jump shot from 5 ft,,24,20
119,1,0:01.0,,Defensive rebound by B. Lopez,24,20
120,2,11:48.0,Personal foul by C. LeVert (drawn by K. Irving),,24,20
121,2,11:39.0,K. Love misses 3-pt jump shot from 24 ft,,24,20
122,2,11:38.0,,Defensive rebound by I. Whitehead,24,20
123,2,11:30.0,,Turnover by B. Lopez (lost ball),24,20
124,2,11:16.0,C. Frye makes 2-pt hook shot from 8 ft (assist by K. Irving),,26,20
125,2,11:06.0,,B. Bogdanović makes 2-pt layup from 3 ft,26,22
126,2,10:50.0,K. Irving misses 2-pt jump shot from 6 ft,,26,22
127,2,10:49.0,Offensive rebound by K. Love,,26,22
128,2,10:48.0,K. Love misses 2-pt layup from 2 ft,,26,22
129,2,10:47.0,,Defensive rebound by C. LeVert,26,22
130,2,10:37.0,,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,26,22
131,2,10:36.0,Defensive rebound by K. Love,,26,22
132,2,10:29.0,K. Irving misses 2-pt layup from 2 ft,,26,22
133,2,10:27.0,,Defensive rebound by R. Hollis-Jefferson,26,22
134,2,10:23.0,,Shooting foul by I. Shumpert (drawn by R. Hollis-Jefferson),26,22
135,2,10:23.0,,R. Hollis-Jefferson makes free throw 1 of 2,26,23
136,2,10:23.0,,J. Hamilton enters the game for B. Lopez,26,23
137,2,10:23.0,,R. Hollis-Jefferson makes free throw 2 of 2,26,24
138,2,10:10.0,Personal foul by R. Hollis-Jefferson (drawn by K. Love),,26,24
139,2,10:00.0,Turnover by K. Love (lost ball; steal by R. Hollis-Jefferson),,26,24
140,2,9:57.0,,Turnover by I. Whitehead (bad pass),26,24
141,2,9:53.0,Personal foul by R. Hollis-Jefferson (drawn by K. Love),,26,24
142,2,9:53.0,,T. Booker enters the game for R. Hollis-Jefferson,26,24
143,2,9:43.0,I. Shumpert makes 2-pt jump shot from 19 ft,,28,24
144,2,9:19.0,,J. Hamilton misses 3-pt jump shot from 25 ft,28,24
145,2,9:17.0,Defensive rebound by I. Shumpert,,28,24
146,2,9:06.0,Turnover by K. Love (lost ball; steal by J. Hamilton),,28,24
147,2,8:51.0,,Turnover by J. Hamilton (lost ball; steal by C. Frye),28,24
148,2,8:41.0,R. Jefferson misses 3-pt jump shot from 22 ft,,28,24
149,2,8:40.0,,Defensive rebound by T. Booker,28,24
150,2,8:32.0,,J. Hamilton makes 2-pt jump shot from 12 ft (assist by T. Booker),28,26
151,2,8:16.0,K. Irving misses 2-pt layup from 2 ft,,28,26
152,2,8:15.0,,Defensive rebound by T. Booker,28,26
153,2,8:03.0,,Shooting foul by C. Frye (drawn by C. LeVert),28,26
154,2,8:03.0,Official timeout,,28,26
155,2,8:03.0,,C. LeVert makes free throw 1 of 2,28,27
156,2,8:03.0,,C. LeVert makes free throw 2 of 2,28,28
157,2,7:47.0,C. Frye misses 2-pt jump shot from 13 ft,,28,28
158,2,7:47.0,Offensive rebound by Team,,28,28
159,2,7:47.0,,Loose ball foul by T. Booker (drawn by K. Love),28,28
160,2,7:44.0,,J. Harris enters the game for C. LeVert,28,28
161,2,7:39.0,K. Irving makes 2-pt jump shot from 20 ft,,30,28
162,2,7:30.0,,B. Bogdanović makes 2-pt jump shot from 10 ft,30,30
163,2,7:18.0,K. Irving misses 3-pt jump shot from 25 ft,,30,30
164,2,7:17.0,,Defensive rebound by T. Booker,30,30
165,2,7:12.0,T. Thompson enters the game for K. Love,,30,30
166,2,7:04.0,,I. Whitehead misses 3-pt jump shot from 24 ft,30,30
167,2,7:03.0,Defensive rebound by R. Jefferson,,30,30
168,2,6:55.0,I. Shumpert makes 2-pt jump shot from 18 ft,,32,30
169,2,6:39.0,,J. Harris misses 3-pt jump shot from 22 ft,32,30
170,2,6:37.0,Defensive rebound by C. Frye,,32,30
171,2,6:34.0,R. Jefferson misses 2-pt jump shot from 6 ft,,32,30
172,2,6:32.0,,Defensive rebound by J. Harris,32,30
173,2,6:29.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Harris),32,33
174,2,6:09.0,K. Irving misses 2-pt jump shot from 19 ft,,32,33
175,2,6:08.0,,Defensive rebound by B. Bogdanović,32,33
176,2,5:56.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,32,33
177,2,5:55.0,Defensive rebound by K. Irving,,32,33
178,2,5:52.0,K. Irving makes 2-pt layup from 2 ft,,34,33
179,2,5:50.0,,Brooklyn full timeout,34,33
180,2,5:50.0,J. McRae enters the game for C. Frye,,34,33
181,2,5:50.0,L. James enters the game for R. Jefferson,,34,33
182,2,5:50.0,,B. Lopez enters the game for B. Bogdanović,34,33
183,2,5:50.0,,S. Dinwiddie enters the game for T. Booker,34,33
184,2,5:50.0,,S. Kilpatrick enters the game for I. Whitehead,34,33
185,2,5:32.0,,Turnover by J. Harris (lost ball; steal by K. Irving),34,33
186,2,5:14.0,K. Irving misses 2-pt layup from 2 ft,,34,33
187,2,5:13.0,Offensive rebound by Team,,34,33
188,2,5:13.0,,Loose ball foul by S. Kilpatrick (drawn by T. Thompson),34,33
189,2,5:13.0,T. Thompson misses free throw 1 of 2,,34,33
190,2,5:13.0,Offensive rebound by Team,,34,33
191,2,5:13.0,T. Thompson misses free throw 2 of 2,,34,33
192,2,5:13.0,,T. Booker enters the game for J. Hamilton,34,33
193,2,5:12.0,,Defensive rebound by S. Dinwiddie,34,33
194,2,4:54.0,,T. Booker makes 2-pt dunk at rim (assist by S. Dinwiddie),34,35
195,2,4:34.0,Def 3 sec tech foul by B. Lopez,,34,35
196,2,4:34.0,K. Irving makes technical free throw,,35,35
197,2,4:28.0,K. Irving makes 2-pt jump shot from 23 ft (assist by T. Thompson),,37,35
198,2,4:11.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,37,35
199,2,4:10.0,Defensive rebound by T. Thompson,,37,35
200,2,3:53.0,J. McRae misses 3-pt jump shot from 24 ft,,37,35
201,2,3:52.0,Offensive rebound by Team,,37,35
202,2,3:52.0,,Loose ball foul by J. Harris (drawn by T. Thompson),37,35
203,2,3:52.0,T. Thompson misses free throw 1 of 2,,37,35
204,2,3:52.0,Offensive rebound by Team,,37,35
205,2,3:52.0,T. Thompson misses free throw 2 of 2,,37,35
206,2,3:52.0,K. Love enters the game for I. Shumpert,,37,35
207,2,3:50.0,,Defensive rebound by S. Dinwiddie,37,35
208,2,3:31.0,,Shooting foul by L. James (drawn by B. Lopez),37,35
209,2,3:31.0,,B. Lopez makes free throw 1 of 2,37,36
210,2,3:31.0,,B. Lopez misses free throw 2 of 2,37,36
211,2,3:30.0,Defensive rebound by K. Irving,,37,36
212,2,3:25.0,Turnover by L. James (lost ball; steal by J. Harris),,37,36
213,2,3:19.0,,T. Booker misses 2-pt jump shot from 12 ft,37,36
214,2,3:15.0,Defensive rebound by J. McRae,,37,36
215,2,3:09.0,Shooting block foul by J. Harris (drawn by L. James),,37,36
216,2,3:09.0,L. James makes free throw 1 of 2,,38,36
217,2,3:09.0,D. Liggins enters the game for K. Irving,,38,36
218,2,3:09.0,C. Frye enters the game for T. Thompson,,38,36
219,2,3:09.0,L. James makes free throw 2 of 2,,39,36
220,2,2:49.0,,B. Lopez misses 2-pt jump shot from 8 ft,39,36
221,2,2:48.0,Defensive rebound by K. Love,,39,36
222,2,2:42.0,Personal foul by B. Lopez (drawn by L. James),,39,36
223,2,2:42.0,Cleveland full timeout,,39,36
224,2,2:42.0,L. James makes free throw 1 of 2,,40,36
225,2,2:42.0,L. James makes free throw 2 of 2,,41,36
226,2,2:27.0,,J. Harris misses 3-pt jump shot from 24 ft,41,36
227,2,2:26.0,Defensive rebound by K. Love,,41,36
228,2,2:21.0,Offensive foul by L. James (drawn by S. Dinwiddie),,41,36
229,2,2:21.0,Turnover by L. James (offensive foul),,41,36
230,2,2:00.0,,Turnover by B. Lopez (lost ball; steal by C. Frye),41,36
231,2,1:56.0,L. James makes 2-pt dunk at rim (assist by J. McRae),,43,36
232,2,1:45.0,,S. Dinwiddie misses 2-pt jump shot from 16 ft,43,36
233,2,1:44.0,Defensive rebound by K. Love,,43,36
234,2,1:35.0,L. James makes 2-pt layup from 2 ft (assist by D. Liggins),,45,36
235,2,1:35.0,,Brooklyn full timeout,45,36
236,2,1:35.0,,Technical foul by Team,45,36
237,2,1:35.0,,I. Whitehead enters the game for S. Dinwiddie,45,36
238,2,1:35.0,K. Love makes technical free throw,,46,36
239,2,1:29.0,,Offensive foul by B. Lopez (drawn by J. McRae),46,36
240,2,1:29.0,,Turnover by B. Lopez (offensive foul),46,36
241,2,1:17.0,L. James makes 2-pt layup from 2 ft (assist by K. Love),,48,36
242,2,1:04.0,,Turnover by T. Booker (lost ball; steal by D. Liggins),48,36
243,2,1:00.0,D. Liggins makes 2-pt layup from 3 ft (assist by L. James),,50,36
244,2,0:47.0,,T. Booker misses 2-pt hook shot from 8 ft,50,36
245,2,0:46.0,Defensive rebound by D. Liggins,,50,36
246,2,0:42.0,K. Love misses 3-pt jump shot from 25 ft,,50,36
247,2,0:40.0,,Defensive rebound by I. Whitehead,50,36
248,2,0:35.0,,I. Whitehead misses 2-pt jump shot from 18 ft,50,36
249,2,0:35.0,,Offensive rebound by J. Harris,50,36
250,2,0:35.0,,J. Harris misses 2-pt layup from 3 ft,50,36
251,2,0:33.0,,Offensive rebound by J. Harris,50,36
252,2,0:31.0,,J. Harris misses 2-pt jump shot from 5 ft (block by C. Frye),50,36
253,2,0:28.0,,Offensive rebound by J. Harris,50,36
254,2,0:24.0,,Personal foul by C. Frye (drawn by J. Harris),50,36
255,2,0:24.0,R. Jefferson enters the game for L. James,,50,36
256,2,0:06.0,,S. Kilpatrick misses 2-pt jump shot from 9 ft,50,36
257,2,0:04.0,,Offensive rebound by T. Booker,50,36
258,2,0:04.0,,T. Booker makes 2-pt layup from 2 ft,50,38
259,2,0:04.0,Technical foul by D. Liggins,,50,38
260,2,0:04.0,,B. Lopez makes technical free throw,50,39
261,2,0:01.0,J. McRae misses 2-pt jump shot from 11 ft,,50,39
262,2,0:00.0,Offensive rebound by Team,,50,39
263,3,11:47.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,53,39
264,3,11:33.0,,Shooting foul by T. Thompson (drawn by B. Lopez),53,39
265,3,11:33.0,,B. Lopez makes free throw 1 of 2,53,40
266,3,11:33.0,,B. Lopez makes free throw 2 of 2,53,41
267,3,11:12.0,L. James misses 2-pt jump shot from 17 ft,,53,41
268,3,11:11.0,,Defensive rebound by J. Harris,53,41
269,3,11:07.0,,S. Dinwiddie makes 2-pt layup from 2 ft,53,43
270,3,11:07.0,,Shooting foul by D. Liggins (drawn by S. Dinwiddie),53,43
271,3,11:07.0,,S. Dinwiddie makes free throw 1 of 1,53,44
272,3,10:54.0,K. Irving misses 2-pt jump shot from 19 ft,,53,44
273,3,10:53.0,,Defensive rebound by T. Booker,53,44
274,3,10:47.0,,Turnover by S. Dinwiddie (bad pass),53,44
275,3,10:37.0,L. James misses 3-pt jump shot from 25 ft,,53,44
276,3,10:36.0,Offensive rebound by Team,,53,44
277,3,10:31.0,T. Thompson makes 2-pt jump shot from 11 ft (assist by K. Irving),,55,44
278,3,10:16.0,,Personal foul by T. Thompson (drawn by B. Lopez),55,44
279,3,10:09.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Booker),55,47
280,3,9:58.0,L. James makes 2-pt dunk at rim (assist by K. Love),,57,47
281,3,9:41.0,,Turnover by B. Bogdanović (bad pass; steal by D. Liggins),57,47
282,3,9:40.0,Personal foul by T. Booker (drawn by L. James),,57,47
283,3,9:28.0,Turnover by T. Thompson (step out of bounds),,57,47
284,3,9:21.0,,Shooting block foul by K. Love (drawn by S. Dinwiddie),57,47
285,3,9:21.0,,S. Dinwiddie makes free throw 1 of 2,57,48
286,3,9:21.0,,S. Dinwiddie makes free throw 2 of 2,57,49
287,3,9:00.0,K. Irving makes 3-pt jump shot from 24 ft,,60,49
288,3,8:49.0,Violation by K. Love (kicked ball),,60,49
289,3,8:42.0,,S. Dinwiddie makes 2-pt layup from 2 ft (assist by T. Booker),60,51
290,3,8:32.0,Personal foul by S. Dinwiddie (drawn by K. Irving),,60,51
291,3,8:32.0,,I. Whitehead enters the game for S. Dinwiddie,60,51
292,3,8:28.0,Shooting foul by I. Whitehead (drawn by K. Irving),,60,51
293,3,8:28.0,K. Irving makes free throw 1 of 3,,61,51
294,3,8:28.0,K. Irving makes free throw 2 of 3,,62,51
295,3,8:28.0,K. Irving makes free throw 3 of 3,,63,51
296,3,8:16.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,63,51
297,3,8:15.0,Defensive rebound by T. Thompson,,63,51
298,3,8:06.0,K. Irving misses 3-pt jump shot from 27 ft,,63,51
299,3,8:06.0,,Defensive rebound by T. Booker,63,51
300,3,7:51.0,,J. Harris misses 2-pt jump shot from 9 ft,63,51
301,3,7:50.0,Defensive rebound by K. Love,,63,51
302,3,7:41.0,K. Love misses 2-pt hook shot from 10 ft,,63,51
303,3,7:40.0,,Defensive rebound by J. Harris,63,51
304,3,7:35.0,,J. Harris makes 2-pt jump shot from 13 ft (assist by B. Bogdanović),63,53
305,3,6:57.0,D. Liggins makes 3-pt jump shot from 26 ft (assist by K. Irving),,66,53
306,3,6:37.0,,J. Harris misses 3-pt jump shot from 23 ft,66,53
307,3,6:36.0,Defensive rebound by D. Liggins,,66,53
308,3,6:27.0,K. Love makes 3-pt jump shot from 22 ft (assist by L. James),,69,53
309,3,6:27.0,,Brooklyn full timeout,69,53
310,3,6:27.0,,J. Hamilton enters the game for B. Lopez,69,53
311,3,6:27.0,,S. Kilpatrick enters the game for J. Harris,69,53
312,3,6:14.0,,J. Hamilton misses 3-pt jump shot from 24 ft,69,53
313,3,6:12.0,Defensive rebound by L. James,,69,53
314,3,6:09.0,Turnover by L. James (bad pass),,69,53
315,3,5:57.0,,Turnover by T. Booker (lost ball),69,53
316,3,5:48.0,Personal foul by B. Bogdanović (drawn by L. James),,69,53
317,3,5:48.0,,C. LeVert enters the game for B. Bogdanović,69,53
318,3,5:44.0,Turnover by T. Thompson (bad pass; steal by I. Whitehead),,69,53
319,3,5:42.0,,Shooting foul by K. Irving (drawn by I. Whitehead),69,53
320,3,5:42.0,,I. Whitehead makes 2-pt layup from 3 ft,69,55
321,3,5:42.0,,I. Whitehead misses free throw 1 of 1,69,55
322,3,5:41.0,Defensive rebound by K. Love,,69,55
323,3,5:31.0,Shooting foul by T. Booker (drawn by K. Love),,69,55
324,3,5:31.0,K. Love makes free throw 1 of 2,,70,55
325,3,5:31.0,K. Love makes free throw 2 of 2,,71,55
326,3,5:22.0,,T. Booker misses 2-pt dunk at rim (block by T. Thompson),71,55
327,3,5:20.0,Defensive rebound by D. Liggins,,71,55
328,3,5:14.0,K. Love makes 2-pt layup from 2 ft (assist by L. James),,73,55
329,3,4:57.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,73,55
330,3,4:56.0,Defensive rebound by K. Irving,,73,55
331,3,4:45.0,L. James makes 2-pt layup from 2 ft,,75,55
332,3,4:30.0,,Turnover by I. Whitehead (bad pass; steal by T. Thompson),75,55
333,3,4:28.0,,R. Hollis-Jefferson enters the game for T. Booker,75,55
334,3,4:28.0,C. Frye enters the game for K. Love,,75,55
335,3,4:28.0,J. McRae enters the game for K. Irving,,75,55
336,3,4:28.0,,Brooklyn full timeout,75,55
337,3,4:28.0,I. Shumpert enters the game for D. Liggins,,75,55
338,3,4:27.0,Personal foul by J. Hamilton (drawn by T. Thompson),,75,55
339,3,4:27.0,T. Thompson makes free throw 1 of 2,,76,55
340,3,4:27.0,T. Thompson makes free throw 2 of 2,,77,55
341,3,4:19.0,,S. Kilpatrick misses 2-pt layup from 2 ft,77,55
342,3,4:18.0,Defensive rebound by C. Frye,,77,55
343,3,4:11.0,C. Frye misses 3-pt jump shot from 25 ft,,77,55
344,3,4:10.0,,Defensive rebound by Team,77,55
345,3,4:00.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,77,55
346,3,3:58.0,Defensive rebound by L. James,,77,55
347,3,3:50.0,Personal foul by R. Hollis-Jefferson (drawn by T. Thompson),,77,55
348,3,3:50.0,T. Thompson makes free throw 1 of 2,,78,55
349,3,3:50.0,T. Thompson makes free throw 2 of 2,,79,55
350,3,3:41.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,79,55
351,3,3:40.0,,Offensive rebound by J. Hamilton,79,55
352,3,3:40.0,,J. Hamilton misses 2-pt layup from 3 ft,79,55
353,3,3:39.0,,Offensive rebound by J. Hamilton,79,55
354,3,3:37.0,,J. Hamilton makes 2-pt hook shot from 3 ft,79,57
355,3,3:19.0,L. James misses 2-pt jump shot from 19 ft,,79,57
356,3,3:19.0,,Defensive rebound by I. Whitehead,79,57
357,3,3:14.0,,I. Whitehead makes 2-pt layup from 2 ft,79,59
358,3,2:51.0,J. McRae misses 3-pt jump shot from 24 ft,,79,59
359,3,2:50.0,,Defensive rebound by J. Hamilton,79,59
360,3,2:46.0,,Turnover by I. Whitehead (bad pass; steal by C. Frye),79,59
361,3,2:41.0,L. James makes 2-pt dunk at rim (assist by T. Thompson),,81,59
362,3,2:25.0,,S. Kilpatrick makes 2-pt layup from 3 ft (assist by C. LeVert),81,61
363,3,2:10.0,Cleveland full timeout,,81,61
364,3,2:10.0,,B. Lopez enters the game for J. Hamilton,81,61
365,3,2:10.0,R. Jefferson enters the game for T. Thompson,,81,61
366,3,2:06.0,Personal foul by C. LeVert (drawn by R. Jefferson),,81,61
367,3,2:06.0,R. Jefferson makes free throw 1 of 2,,82,61
368,3,2:06.0,R. Jefferson makes free throw 2 of 2,,83,61
369,3,1:51.0,,C. LeVert makes 2-pt jump shot from 13 ft,83,63
370,3,1:35.0,J. McRae misses 2-pt layup from 2 ft,,83,63
371,3,1:34.0,,Defensive rebound by C. LeVert,83,63
372,3,1:24.0,,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,83,63
373,3,1:23.0,Defensive rebound by L. James,,83,63
374,3,1:18.0,Shooting foul by I. Whitehead (drawn by J. McRae),,83,63
375,3,1:18.0,J. McRae makes free throw 1 of 2,,84,63
376,3,1:18.0,J. McRae misses free throw 2 of 2,,84,63
377,3,1:17.0,,Defensive rebound by S. Kilpatrick,84,63
378,3,1:02.0,,S. Kilpatrick misses 2-pt layup from 3 ft,84,63
379,3,1:01.0,,Offensive rebound by R. Hollis-Jefferson,84,63
380,3,1:00.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft,84,65
381,3,0:50.0,L. James makes 2-pt layup from 1 ft,,86,65
382,3,0:38.0,,C. LeVert misses 3-pt jump shot from 25 ft,86,65
383,3,0:37.0,Defensive rebound by L. James,,86,65
384,3,0:22.0,Turnover by R. Jefferson (bad pass; steal by R. Hollis-Jefferson),,86,65
385,3,0:19.0,,C. LeVert makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),86,67
386,3,0:19.0,,Shooting foul by J. McRae (drawn by C. LeVert),86,67
387,3,0:19.0,,C. LeVert makes free throw 1 of 1,86,68
388,3,0:03.0,J. McRae misses 3-pt jump shot from 24 ft,,86,68
