,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
43,1,3:54.0,Shooting foul by L. Allen (drawn by D. Cousins),,16,19
44,1,3:54.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),,19,19
45,1,3:54.0,D. Cousins misses free throw 1 of 1,,19,19
46,1,3:53.0,Offensive rebound by D. Cousins,,19,19
47,1,3:35.0,D. Cousins misses 2-pt jump shot from 19 ft,,19,19
48,1,3:35.0,,Defensive rebound by J. Teague,19,19
49,1,3:23.0,,P. George makes 2-pt layup from 3 ft,19,21
50,1,3:07.0,Def 3 sec tech foul by M. Turner,,19,21
51,1,3:07.0,D. Collison makes technical free throw,,20,21
52,1,3:07.0,,A. Jefferson enters the game for M. Turner,20,21
53,1,3:07.0,M. Barnes enters the game for G. Temple,,20,21
54,1,2:52.0,D. Cousins makes 2-pt jump shot from 18 ft,,22,21
55,1,2:40.0,,A. Jefferson makes 2-pt layup from 4 ft (assist by M. Ellis),22,23
56,1,2:28.0,D. Cousins makes 2-pt layup from 4 ft (assist by D. Collison),,24,23
57,1,2:12.0,,A. Jefferson misses 2-pt jump shot from 8 ft,24,23
58,1,2:11.0,Defensive rebound by D. Cousins,,24,23
59,1,2:02.0,,A. Brooks enters the game for J. Teague,24,23
60,1,2:02.0,T. Lawson enters the game for D. Collison,,24,23
61,1,2:02.0,A. Tolliver enters the game for D. Cousins,,24,23
62,1,1:56.0,Turnover by T. Lawson (bad pass; steal by P. George),,24,23
63,1,1:50.0,,A. Brooks misses 3-pt jump shot from 25 ft,24,23
64,1,1:48.0,,Offensive rebound by P. George,24,23
65,1,1:48.0,,P. George makes 2-pt layup from 1 ft,24,25
66,1,1:37.0,Offensive foul by A. Afflalo (drawn by P. George),,24,25
67,1,1:37.0,Turnover by A. Afflalo (offensive foul),,24,25
68,1,1:37.0,,G. Robinson enters the game for P. George,24,25
69,1,1:37.0,M. Richardson enters the game for A. Afflalo,,24,25
70,1,1:17.0,,A. Jefferson makes 2-pt jump shot from 5 ft,24,27
71,1,1:10.0,Personal foul by M. Ellis (drawn by M. Richardson),,24,27
72,1,1:10.0,K. Koufos enters the game for W. Cauley-Stein,,24,27
73,1,0:55.0,M. Barnes misses 3-pt jump shot from 27 ft,,24,27
74,1,0:54.0,,Defensive rebound by L. Allen,24,27
75,1,0:38.0,,A. Jefferson misses 2-pt jump shot from 6 ft,24,27
76,1,0:37.0,,Offensive rebound by L. Allen,24,27
77,1,0:33.0,,L. Allen misses 2-pt hook shot from 5 ft,24,27
78,1,0:30.0,Defensive rebound by A. Tolliver,,24,27
79,1,0:28.0,M. Richardson makes 3-pt jump shot from 23 ft (assist by T. Lawson),,27,27
80,1,0:11.0,,L. Allen misses 2-pt jump shot from 20 ft,27,27
81,1,0:10.0,Defensive rebound by K. Koufos,,27,27
82,1,0:00.0,T. Lawson makes 3-pt jump shot from 26 ft,,30,27
83,2,11:52.0,,M. Ellis makes 2-pt jump shot from 15 ft,30,29
84,2,11:52.0,,Shooting foul by M. Richardson (drawn by M. Ellis),30,29
85,2,11:52.0,,M. Ellis makes free throw 1 of 1,30,30
86,2,11:37.0,K. Koufos makes 2-pt layup from 4 ft (assist by T. Lawson),,32,30
87,2,11:17.0,,M. Ellis makes 2-pt jump shot from 19 ft,32,32
88,2,10:58.0,M. Barnes misses 2-pt jump shot from 16 ft,,32,32
89,2,10:57.0,,Defensive rebound by A. Brooks,32,32
90,2,10:43.0,,A. Jefferson makes 2-pt layup from 3 ft,32,34
91,2,10:26.0,Turnover by K. Koufos (bad pass; steal by G. Robinson),,32,34
92,2,10:23.0,,G. Robinson makes 2-pt dunk from 3 ft,32,36
93,2,10:23.0,Sacramento full timeout,,32,36
94,2,10:23.0,,T. Young enters the game for L. Allen,32,36
95,2,10:05.0,M. Richardson misses 2-pt layup from 4 ft,,32,36
96,2,10:05.0,,Defensive rebound by A. Jefferson,32,36
97,2,9:47.0,D. Collison enters the game for M. Richardson,,32,36
98,2,9:42.0,,A. Jefferson misses 2-pt jump shot from 4 ft,32,36
99,2,9:41.0,Defensive rebound by M. Barnes,,32,36
100,2,9:27.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by T. Lawson),,35,36
101,2,8:57.0,,A. Brooks misses 3-pt jump shot from 28 ft,35,36
102,2,8:57.0,Defensive rebound by K. Koufos,,35,36
103,2,8:49.0,Shooting foul by A. Brooks (drawn by T. Lawson),,35,36
104,2,8:49.0,T. Lawson makes free throw 1 of 2,,36,36
105,2,8:49.0,T. Lawson makes free throw 2 of 2,,37,36
106,2,8:30.0,,A. Brooks misses 2-pt layup from 5 ft,37,36
107,2,8:29.0,Defensive rebound by K. Koufos,,37,36
108,2,8:05.0,D. Collison makes 2-pt jump shot from 19 ft,,39,36
109,2,7:45.0,,A. Jefferson misses 2-pt jump shot from 5 ft,39,36
110,2,7:44.0,Defensive rebound by K. Koufos,,39,36
111,2,7:39.0,D. Collison misses 2-pt layup from 3 ft (block by M. Ellis),,39,36
112,2,7:39.0,Offensive rebound by Team,,39,36
113,2,7:39.0,,Technical foul by A. Brooks,39,36
114,2,7:39.0,,P. George enters the game for A. Jefferson,39,36
115,2,7:39.0,,M. Turner enters the game for A. Brooks,39,36
116,2,7:39.0,,J. Teague enters the game for G. Robinson,39,36
117,2,7:39.0,D. Collison makes technical free throw,,40,36
118,2,7:30.0,K. Koufos misses 2-pt layup from 3 ft,,40,36
119,2,7:29.0,Offensive rebound by K. Koufos,,40,36
120,2,7:29.0,K. Koufos makes 2-pt layup from 2 ft,,42,36
121,2,7:29.0,Violation by Team (jump ball),,42,36
122,2,7:10.0,,T. Young misses 3-pt jump shot from 23 ft,42,36
123,2,7:10.0,Defensive rebound by K. Koufos,,42,36
124,2,7:04.0,T. Lawson misses 2-pt layup from 4 ft,,42,36
125,2,7:03.0,Offensive rebound by A. Tolliver,,42,36
126,2,7:03.0,A. Tolliver misses 2-pt layup from 2 ft,,42,36
127,2,7:02.0,,Defensive rebound by J. Teague,42,36
128,2,7:01.0,,Personal foul by D. Collison (drawn by J. Teague),42,36
129,2,6:52.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by J. Teague),42,38
130,2,6:29.0,K. Koufos makes 2-pt jump shot from 5 ft (assist by T. Lawson),,44,38
131,2,6:12.0,,Shooting block foul by K. Koufos (drawn by P. George),44,38
132,2,6:12.0,,P. George makes free throw 1 of 2,44,39
133,2,6:12.0,D. Cousins enters the game for K. Koufos,,44,39
134,2,6:12.0,,P. George makes free throw 2 of 2,44,40
135,2,5:54.0,Shooting foul by J. Teague (drawn by A. Tolliver),,44,40
136,2,5:54.0,Official timeout,,44,40
137,2,5:54.0,A. Tolliver makes free throw 1 of 2,,45,40
138,2,5:54.0,A. Tolliver makes free throw 2 of 2,,46,40
139,2,5:37.0,,Turnover by P. George (lost ball; steal by D. Collison),46,40
140,2,5:35.0,Shooting block foul by J. Teague (drawn by M. Barnes),,46,40
141,2,5:35.0,M. Barnes makes free throw 1 of 2,,47,40
142,2,5:35.0,,C. Miles enters the game for M. Ellis,47,40
143,2,5:35.0,M. Barnes makes free throw 2 of 2,,48,40
144,2,5:23.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by P. George),48,43
145,2,5:01.0,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),,51,43
146,2,4:44.0,,M. Turner misses 2-pt jump shot from 18 ft,51,43
147,2,4:43.0,Defensive rebound by D. Cousins,,51,43
148,2,4:34.0,T. Lawson makes 3-pt jump shot from 25 ft (assist by D. Cousins),,54,43
149,2,4:34.0,,Indiana full timeout,54,43
150,2,4:34.0,A. Afflalo enters the game for M. Barnes,,54,43
151,2,4:23.0,,Personal foul by A. Afflalo (drawn by M. Turner),54,43
152,2,4:10.0,,P. George makes 2-pt jump shot from 3 ft,54,45
153,2,3:51.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Cousins),,57,45
154,2,3:36.0,,P. George misses 3-pt jump shot from 26 ft,57,45
155,2,3:36.0,Defensive rebound by D. Cousins,,57,45
156,2,3:16.0,D. Cousins misses 3-pt jump shot from 25 ft,,57,45
157,2,3:16.0,,Defensive rebound by Team,57,45
158,2,3:16.0,G. Temple enters the game for T. Lawson,,57,45
159,2,3:02.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by M. Turner),57,48
160,2,2:41.0,Shooting foul by T. Young (drawn by D. Cousins),,57,48
161,2,2:41.0,D. Cousins makes free throw 1 of 2,,58,48
162,2,2:41.0,D. Cousins makes free throw 2 of 2,,59,48
163,2,2:26.0,,T. Young makes 2-pt layup from 1 ft (assist by M. Turner),59,50
164,2,2:08.0,,Offensive charge foul by A. Tolliver (drawn by T. Young),59,50
165,2,2:08.0,Turnover by A. Tolliver (offensive foul),,59,50
166,2,1:56.0,,J. Teague misses 3-pt jump shot from 25 ft,59,50
167,2,1:55.0,Defensive rebound by D. Cousins,,59,50
168,2,1:45.0,Turnover by D. Collison (bad pass; steal by P. George),,59,50
169,2,1:40.0,,Turnover by P. George (bad pass; steal by G. Temple),59,50
170,2,1:36.0,D. Collison makes 2-pt layup from 2 ft (assist by G. Temple),,61,50
171,2,1:14.0,,T. Young misses 3-pt jump shot from 26 ft,61,50
172,2,1:13.0,Defensive rebound by D. Cousins,,61,50
173,2,1:04.0,D. Cousins makes 2-pt layup from 1 ft,,63,50
174,2,0:52.0,,M. Turner misses 3-pt jump shot from 25 ft,63,50
175,2,0:50.0,Defensive rebound by D. Collison,,63,50
176,2,0:34.0,Turnover by D. Cousins (bad pass; steal by M. Turner),,63,50
177,2,0:26.0,,C. Miles misses 3-pt jump shot from 25 ft,63,50
178,2,0:26.0,,Offensive rebound by T. Young,63,50
179,2,0:26.0,,Personal foul by G. Temple (drawn by T. Young),63,50
180,2,0:26.0,,T. Young makes free throw 1 of 2,63,51
181,2,0:26.0,Sacramento full timeout,,63,51
182,2,0:26.0,,A. Brooks enters the game for J. Teague,63,51
183,2,0:26.0,,G. Robinson enters the game for C. Miles,63,51
184,2,0:26.0,,T. Young makes free throw 2 of 2,63,52
185,2,0:04.0,Shooting foul by G. Robinson (drawn by D. Cousins),,63,52
186,2,0:04.0,D. Cousins misses free throw 1 of 2,,63,52
187,2,0:04.0,Offensive rebound by Team,,63,52
188,2,0:04.0,,Indiana full timeout,63,52
189,2,0:04.0,T. Lawson enters the game for A. Afflalo,,63,52
190,2,0:04.0,M. Barnes enters the game for A. Tolliver,,63,52
191,2,0:04.0,,C. Miles enters the game for G. Robinson,63,52
192,2,0:04.0,D. Cousins makes free throw 2 of 2,,64,52
193,2,0:00.0,,P. George makes 3-pt jump shot from 26 ft,64,55
194,3,11:36.0,,Turnover by C. Miles (dbl dribble),64,55
195,3,11:15.0,D. Cousins makes 2-pt jump shot from 6 ft (assist by D. Collison),,66,55
196,3,11:06.0,,Turnover by P. George (bad pass),66,55
197,3,10:43.0,,Violation by M. Turner (kicked ball),66,55
198,3,10:34.0,A. Afflalo makes 2-pt jump shot from 16 ft,,68,55
199,3,10:18.0,,P. George misses 2-pt jump shot from 21 ft,68,55
200,3,10:17.0,Defensive rebound by K. Koufos,,68,55
201,3,10:08.0,Personal foul by P. George (drawn by A. Afflalo),,68,55
202,3,10:00.0,Shooting foul by M. Turner (drawn by D. Cousins),,68,55
203,3,10:00.0,D. Cousins makes free throw 1 of 2,,69,55
204,3,10:00.0,D. Cousins misses free throw 2 of 2,,69,55
205,3,10:00.0,,Defensive rebound by T. Young,69,55
206,3,9:43.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by T. Young),69,58
207,3,9:24.0,G. Temple misses 2-pt jump shot from 21 ft,,69,58
208,3,9:23.0,Offensive rebound by K. Koufos,,69,58
209,3,9:05.0,Shooting foul by T. Young (drawn by K. Koufos),,69,58
210,3,9:05.0,K. Koufos misses free throw 1 of 2,,69,58
211,3,9:05.0,Offensive rebound by Team,,69,58
212,3,9:05.0,K. Koufos misses free throw 2 of 2,,69,58
213,3,9:05.0,,Defensive rebound by T. Young,69,58
214,3,8:52.0,,Personal foul by D. Cousins (drawn by T. Young),69,58
215,3,8:43.0,,C. Miles misses 3-pt jump shot from 24 ft,69,58
216,3,8:41.0,Defensive rebound by D. Cousins,,69,58
217,3,8:29.0,Turnover by D. Cousins (lost ball; steal by T. Young),,69,58
218,3,8:18.0,,C. Miles misses 3-pt jump shot from 23 ft,69,58
219,3,8:17.0,Defensive rebound by D. Cousins,,69,58
220,3,8:12.0,D. Collison makes 2-pt layup from 4 ft (assist by G. Temple),,71,58
221,3,8:12.0,,Indiana full timeout,71,58
222,3,8:12.0,W. Cauley-Stein enters the game for K. Koufos,,71,58
223,3,8:00.0,,T. Young misses 2-pt dunk from 4 ft,71,58
224,3,7:59.0,,Offensive rebound by J. Teague,71,58
225,3,7:54.0,,Shooting foul by D. Collison (drawn by J. Teague),71,58
226,3,7:54.0,,J. Teague makes free throw 1 of 2,71,59
227,3,7:54.0,,J. Teague makes free throw 2 of 2,71,60
228,3,7:34.0,D. Cousins makes 2-pt layup from 4 ft (assist by D. Collison),,73,60
229,3,7:34.0,Shooting foul by M. Turner (drawn by D. Cousins),,73,60
230,3,7:34.0,D. Cousins makes free throw 1 of 1,,74,60
231,3,7:24.0,,J. Teague misses 2-pt layup from 4 ft,74,60
232,3,7:23.0,Defensive rebound by D. Cousins,,74,60
233,3,7:09.0,Shooting foul by C. Miles (drawn by W. Cauley-Stein),,74,60
234,3,7:09.0,W. Cauley-Stein makes free throw 1 of 2,,75,60
235,3,7:09.0,W. Cauley-Stein makes free throw 2 of 2,,76,60
236,3,6:48.0,,Personal foul by W. Cauley-Stein (drawn by P. George),76,60
237,3,6:35.0,,P. George misses 3-pt jump shot from 26 ft,76,60
238,3,6:35.0,,Offensive rebound by Team,76,60
239,3,6:35.0,Loose ball foul by G. Temple (drawn by C. Miles),,76,60
240,3,6:27.0,,T. Young makes 2-pt layup from 3 ft,76,62
241,3,6:08.0,Shooting foul by M. Turner (drawn by D. Cousins),,76,62
242,3,6:08.0,D. Cousins makes free throw 1 of 2,,77,62
243,3,6:08.0,D. Cousins makes free throw 2 of 2,,78,62
244,3,5:55.0,,P. George misses 2-pt jump shot from 21 ft,78,62
245,3,5:55.0,,Offensive rebound by M. Turner,78,62
246,3,5:39.0,,Shooting foul by A. Afflalo (drawn by P. George),78,62
247,3,5:39.0,,P. George makes free throw 1 of 2,78,63
248,3,5:39.0,,L. Allen enters the game for T. Young,78,63
249,3,5:39.0,,P. George makes free throw 2 of 2,78,64
250,3,5:14.0,D. Cousins misses 3-pt jump shot from 26 ft,,78,64
251,3,5:14.0,,Defensive rebound by J. Teague,78,64
252,3,5:05.0,,J. Teague makes 2-pt jump shot from 10 ft,78,66
253,3,4:52.0,Turnover by D. Collison (bad pass; steal by L. Allen),,78,66
254,3,4:46.0,,L. Allen makes 2-pt dunk from 4 ft (assist by J. Teague),78,68
255,3,4:37.0,Sacramento full timeout,,78,68
256,3,4:37.0,T. Lawson enters the game for D. Collison,,78,68
257,3,4:29.0,Turnover by D. Cousins (bad pass; steal by M. Turner),,78,68
258,3,4:05.0,,C. Miles makes 3-pt jump shot from 23 ft,78,71
259,3,3:47.0,Shooting block foul by L. Allen (drawn by G. Temple),,78,71
260,3,3:47.0,G. Temple makes free throw 1 of 2,,79,71
261,3,3:47.0,G. Temple makes free throw 2 of 2,,80,71
262,3,3:33.0,,L. Allen makes 2-pt layup from 3 ft (assist by J. Teague),80,73
263,3,3:14.0,Turnover by T. Lawson (bad pass; steal by M. Turner),,80,73
264,3,3:09.0,,Turnover by J. Teague (lost ball; steal by G. Temple),80,73
265,3,2:58.0,Offensive foul by D. Cousins (drawn by J. Teague),,80,73
266,3,2:58.0,Turnover by D. Cousins (offensive foul),,80,73
267,3,2:58.0,M. Barnes enters the game for A. Afflalo,,80,73
268,3,2:39.0,,Personal foul by G. Temple (drawn by P. George),80,73
269,3,2:39.0,,P. George makes free throw 1 of 2,80,74
270,3,2:39.0,,A. Jefferson enters the game for M. Turner,80,74
271,3,2:39.0,,M. Ellis enters the game for C. Miles,80,74
272,3,2:39.0,,P. George makes free throw 2 of 2,80,75
273,3,2:29.0,Shooting foul by J. Teague (drawn by T. Lawson),,80,75
274,3,2:29.0,T. Lawson makes free throw 1 of 2,,81,75
275,3,2:29.0,,A. Brooks enters the game for J. Teague,81,75
276,3,2:29.0,K. Koufos enters the game for W. Cauley-Stein,,81,75
277,3,2:29.0,T. Lawson makes free throw 2 of 2,,82,75
278,3,2:21.0,,Offensive foul by A. Jefferson (drawn by M. Barnes),82,75
279,3,2:21.0,,Turnover by A. Jefferson (offensive foul),82,75
280,3,2:02.0,Personal foul by A. Brooks (drawn by T. Lawson),,82,75
281,3,2:02.0,T. Lawson makes free throw 1 of 2,,83,75
282,3,2:02.0,T. Lawson makes free throw 2 of 2,,84,75
283,3,1:48.0,,Shooting foul by M. Barnes (drawn by P. George),84,75
284,3,1:48.0,,P. George makes free throw 1 of 2,84,76
285,3,1:48.0,D. Collison enters the game for G. Temple,,84,76
286,3,1:48.0,,P. George makes free throw 2 of 2,84,77
287,3,1:26.0,D. Cousins misses 2-pt jump shot from 15 ft,,84,77
288,3,1:25.0,,Defensive rebound by L. Allen,84,77
289,3,1:07.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by A. Jefferson),84,80
290,3,0:55.0,Personal foul by L. Allen (drawn by D. Cousins),,84,80
291,3,0:55.0,D. Cousins misses free throw 1 of 2,,84,80
292,3,0:55.0,Offensive rebound by Team,,84,80
293,3,0:55.0,,G. Robinson enters the game for P. George,84,80
294,3,0:55.0,D. Cousins makes free throw 2 of 2,,85,80
295,3,0:37.0,,Shooting foul by K. Koufos (drawn by G. Robinson),85,80
296,3,0:37.0,,G. Robinson makes free throw 1 of 2,85,81
297,3,0:37.0,,G. Robinson misses free throw 2 of 2,85,81
298,3,0:37.0,A. Tolliver enters the game for D. Cousins,,85,81
299,3,0:37.0,,C. Miles enters the game for L. Allen,85,81
300,3,0:36.0,Defensive rebound by T. Lawson,,85,81
301,3,0:29.0,Personal foul by A. Jefferson (drawn by T. Lawson),,85,81
302,3,0:29.0,T. Lawson makes free throw 1 of 2,,86,81
303,3,0:29.0,T. Lawson makes free throw 2 of 2,,87,81
304,3,0:10.0,,A. Brooks misses 3-pt jump shot from 26 ft,87,81
305,3,0:09.0,,Offensive rebound by G. Robinson,87,81
306,3,0:03.0,,Turnover by M. Ellis (lost ball; steal by D. Collison),87,81
307,3,0:00.0,D. Collison misses 3-pt jump shot from 40 ft,,87,81
308,3,0:00.0,Offensive rebound by Team,,87,81
309,4,11:44.0,A. Tolliver makes 2-pt jump shot from 20 ft (assist by T. Lawson),,89,81
310,4,11:24.0,,A. Jefferson misses 2-pt jump shot from 8 ft,89,81
311,4,11:24.0,Defensive rebound by K. Koufos,,89,81
312,4,11:06.0,K. Koufos makes 2-pt layup from 2 ft (assist by M. Barnes),,91,81
313,4,10:48.0,,A. Jefferson makes 2-pt layup from 2 ft,91,83
314,4,10:48.0,,Shooting foul by K. Koufos (drawn by A. Jefferson),91,83
315,4,10:48.0,,P. George enters the game for G. Robinson,91,83
316,4,10:48.0,,J. Teague enters the game for A. Brooks,91,83
317,4,10:48.0,,A. Jefferson makes free throw 1 of 1,91,84
318,4,10:34.0,T. Lawson makes 2-pt layup from 2 ft,,93,84
319,4,10:09.0,,Turnover by A. Jefferson (lost ball; steal by M. Barnes),93,84
320,4,10:03.0,D. Collison makes 2-pt layup from 3 ft (assist by T. Lawson),,95,84
321,4,9:56.0,,Indiana full timeout,95,84
322,4,9:56.0,,G. Robinson enters the game for M. Ellis,95,84
323,4,9:56.0,,M. Turner enters the game for A. Jefferson,95,84
324,4,9:37.0,,J. Teague misses 3-pt jump shot from 28 ft,95,84
325,4,9:36.0,Defensive rebound by A. Tolliver,,95,84
326,4,9:17.0,D. Collison misses 2-pt jump shot from 16 ft,,95,84
327,4,9:17.0,,Defensive rebound by J. Teague,95,84
328,4,9:10.0,,G. Robinson misses 3-pt jump shot from 23 ft,95,84
329,4,9:10.0,Defensive rebound by K. Koufos,,95,84
330,4,9:03.0,T. Lawson misses 2-pt jump shot from 22 ft,,95,84
331,4,9:03.0,Offensive rebound by T. Lawson,,95,84
332,4,8:44.0,T. Lawson misses 3-pt jump shot from 25 ft,,95,84
333,4,8:44.0,,Defensive rebound by P. George,95,84
334,4,8:30.0,,Shooting foul by M. Barnes (drawn by P. George),95,84
335,4,8:30.0,,P. George misses free throw 1 of 2,95,84
336,4,8:30.0,,Offensive rebound by Team,95,84
337,4,8:30.0,,P. George makes free throw 2 of 2,95,85
338,4,8:18.0,D. Collison misses 2-pt jump shot from 9 ft (block by G. Robinson),,95,85
339,4,8:17.0,,Defensive rebound by C. Miles,95,85
340,4,8:12.0,,J. Teague misses 2-pt layup from 2 ft,95,85
341,4,8:11.0,Defensive rebound by M. Barnes,,95,85
342,4,8:00.0,Shooting foul by C. Miles (drawn by K. Koufos),,95,85
343,4,8:00.0,K. Koufos misses free throw 1 of 2,,95,85
344,4,8:00.0,Offensive rebound by Team,,95,85
345,4,8:00.0,K. Koufos makes free throw 2 of 2,,96,85
346,4,7:46.0,,M. Turner misses 2-pt jump shot from 21 ft,96,85
347,4,7:46.0,Defensive rebound by K. Koufos,,96,85
348,4,7:32.0,K. Koufos misses 2-pt layup from 4 ft,,96,85
349,4,7:31.0,,Defensive rebound by M. Turner,96,85
350,4,7:30.0,,Personal take foul by T. Lawson (drawn by J. Teague),96,85
351,4,7:18.0,,J. Teague makes 2-pt jump shot from 16 ft,96,87
352,4,7:00.0,A. Tolliver misses 3-pt jump shot from 23 ft,,96,87
353,4,6:59.0,,Defensive rebound by P. George,96,87
354,4,6:36.0,,Turnover by P. George (lost ball; steal by T. Lawson),96,87
355,4,6:30.0,D. Collison makes 2-pt layup from 1 ft,,98,87
356,4,6:14.0,,Shooting foul by D. Collison (drawn by J. Teague),98,87
357,4,6:14.0,,J. Teague makes free throw 1 of 2,98,88
358,4,6:14.0,D. Cousins enters the game for K. Koufos,,98,88
359,4,6:14.0,,J. Teague makes free throw 2 of 2,98,89
360,4,5:48.0,M. Barnes misses 3-pt jump shot from 25 ft,,98,89
361,4,5:47.0,Offensive rebound by A. Tolliver,,98,89
362,4,5:35.0,T. Lawson misses 2-pt jump shot from 18 ft,,98,89
363,4,5:35.0,,Defensive rebound by C. Miles,98,89
364,4,5:28.0,,Personal foul by M. Barnes (drawn by G. Robinson),98,89
365,4,5:28.0,Official timeout,,98,89
366,4,5:28.0,,G. Robinson makes free throw 1 of 2,98,90
367,4,5:28.0,A. Afflalo enters the game for M. Barnes,,98,89
368,4,5:28.0,G. Temple enters the game for T. Lawson,,98,89
369,4,5:28.0,,G. Robinson misses free throw 2 of 2,98,90
370,4,5:25.0,Defensive rebound by D. Cousins,,98,90
371,4,5:06.0,Turnover by A. Tolliver (bad pass; steal by G. Robinson),,98,90
372,4,4:59.0,,M. Turner makes 2-pt dunk from 1 ft (assist by C. Miles),98,92
373,4,4:28.0,D. Collison misses 2-pt jump shot from 18 ft,,98,92
374,4,4:27.0,,Defensive rebound by G. Robinson,98,92
375,4,4:20.0,,P. George makes 2-pt jump shot from 15 ft,98,94
376,4,4:20.0,,Shooting foul by A. Afflalo (drawn by P. George),98,94
377,4,4:20.0,,P. George makes free throw 1 of 1,98,95
378,4,4:06.0,Personal foul by M. Turner (drawn by D. Cousins),,98,95
379,4,4:06.0,M. Barnes enters the game for A. Tolliver,,98,95
380,4,3:55.0,D. Cousins makes 2-pt layup from 1 ft,,100,95
381,4,3:39.0,,J. Teague misses 2-pt jump shot from 11 ft,100,95
382,4,3:39.0,,Offensive rebound by Team,100,95
383,4,3:39.0,,Flagrant foul type 1 by M. Barnes (drawn by M. Turner),100,95
384,4,3:39.0,,M. Turner makes flagrant free throw 1 of 2,100,96
385,4,3:39.0,,M. Turner misses flagrant free throw 2 of 2,100,96
386,4,3:39.0,,Offensive rebound by Team,100,96
387,4,3:39.0,A. Tolliver enters the game for M. Barnes,,100,96
388,4,3:24.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Teague),100,98
389,4,3:02.0,A. Afflalo makes 3-pt jump shot from 26 ft (assist by D. Cousins),,103,98
