,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
26,1,8:59.0,Turnover by Z. Pachulia (offensive foul),,4,11
27,1,8:48.0,,B. Beal makes 2-pt jump shot from 10 ft,4,13
28,1,8:31.0,D. Green misses 2-pt jump shot from 9 ft,,4,13
29,1,8:31.0,,Defensive rebound by M. Gortat,4,13
30,1,8:24.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),4,16
31,1,8:14.0,Turnover by S. Curry (lost ball; steal by J. Wall),,4,16
32,1,8:10.0,,Turnover by M. Gortat (bad pass),4,16
33,1,8:00.0,S. Curry makes 2-pt jump shot from 19 ft,,6,16
34,1,7:46.0,,J. Wall misses 2-pt layup from 3 ft,6,16
35,1,7:45.0,,Offensive rebound by O. Porter,6,16
36,1,7:42.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by O. Porter),6,19
37,1,7:29.0,S. Curry misses 3-pt jump shot from 26 ft,,6,19
38,1,7:28.0,,Defensive rebound by O. Porter,6,19
39,1,7:22.0,,Offensive foul by M. Gortat (drawn by D. Green),6,19
40,1,7:22.0,,Turnover by M. Gortat (offensive foul),6,19
41,1,7:22.0,,I. Mahinmi enters the game for M. Gortat,6,19
42,1,7:09.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),,9,19
43,1,6:54.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),9,22
44,1,6:40.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by S. Curry),,11,22
45,1,6:27.0,,Turnover by B. Beal (bad pass; steal by K. Thompson),11,22
46,1,6:15.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by P. McCaw),,14,22
47,1,6:06.0,,J. Wall misses 2-pt layup at rim,14,22
48,1,6:05.0,Defensive rebound by D. Green,,14,22
49,1,5:59.0,K. Thompson misses 3-pt jump shot from 29 ft,,14,22
50,1,5:58.0,,Defensive rebound by O. Porter,14,22
51,1,5:49.0,,Washington full timeout,14,22
52,1,5:48.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),14,24
53,1,5:48.0,,Shooting foul by S. Curry (drawn by B. Beal),14,24
54,1,5:48.0,,B. Beal makes free throw 1 of 1,14,25
55,1,5:38.0,D. Green misses 2-pt layup from 3 ft (block by I. Mahinmi),,14,25
56,1,5:36.0,Offensive rebound by Z. Pachulia,,14,25
57,1,5:33.0,Z. Pachulia misses 2-pt layup at rim (block by M. Morris),,14,25
58,1,5:32.0,Offensive rebound by Z. Pachulia,,14,25
59,1,5:25.0,Z. Pachulia misses 2-pt layup from 1 ft (block by M. Morris),,14,25
60,1,5:23.0,,Defensive rebound by Team,14,25
61,1,5:17.0,,I. Mahinmi makes 2-pt hook shot from 3 ft (assist by J. Wall),14,27
62,1,5:08.0,Offensive foul by Z. Pachulia (drawn by I. Mahinmi),,14,27
63,1,5:08.0,Turnover by Z. Pachulia (offensive foul),,14,27
64,1,5:08.0,J. McGee enters the game for Z. Pachulia,,14,27
65,1,5:08.0,A. Iguodala enters the game for D. Green,,14,27
66,1,5:08.0,,B. Bogdanović enters the game for M. Morris,14,27
67,1,4:46.0,,B. Beal makes 2-pt jump shot from 9 ft (assist by J. Wall),14,29
68,1,4:36.0,Shooting foul by O. Porter (drawn by J. McGee),,14,29
69,1,4:36.0,J. McGee makes free throw 1 of 2,,15,29
70,1,4:36.0,J. McGee makes free throw 2 of 2,,16,29
71,1,4:22.0,,B. Beal misses 2-pt layup from 1 ft,16,29
72,1,4:21.0,,Offensive rebound by I. Mahinmi,16,29
73,1,4:20.0,,Shooting foul by S. Curry (drawn by I. Mahinmi),16,29
74,1,4:20.0,,I. Mahinmi misses free throw 1 of 2,16,29
75,1,4:20.0,,Offensive rebound by Team,16,29
76,1,4:20.0,S. Livingston enters the game for S. Curry,,16,29
77,1,4:20.0,,K. Oubre enters the game for O. Porter,16,29
78,1,4:20.0,,I. Mahinmi makes free throw 2 of 2,16,30
79,1,4:06.0,Turnover by J. McGee (step out of bounds),,16,30
80,1,3:56.0,,J. Wall makes 2-pt dunk at rim,16,32
81,1,3:53.0,Golden State full timeout,,16,32
82,1,3:53.0,Violation by Team (jump ball),,16,32
83,1,3:36.0,Shooting foul by I. Mahinmi (drawn by P. McCaw),,16,32
84,1,3:36.0,P. McCaw makes free throw 1 of 2,,17,32
85,1,3:36.0,P. McCaw makes free throw 2 of 2,,18,32
86,1,3:21.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,18,32
87,1,3:20.0,,Offensive rebound by I. Mahinmi,18,32
88,1,3:16.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by I. Mahinmi),18,34
89,1,3:16.0,,Shooting foul by J. McGee (drawn by B. Bogdanović),18,34
90,1,3:16.0,,B. Bogdanović makes free throw 1 of 1,18,35
91,1,3:03.0,S. Livingston makes 2-pt jump shot from 14 ft,,20,35
92,1,2:49.0,,B. Bogdanović misses 2-pt layup from 1 ft,20,35
93,1,2:48.0,,Offensive rebound by I. Mahinmi,20,35
94,1,2:47.0,,I. Mahinmi makes 2-pt layup from 2 ft,20,37
95,1,2:36.0,K. Thompson misses 3-pt jump shot from 32 ft,,20,37
96,1,2:35.0,Offensive rebound by S. Livingston,,20,37
97,1,2:26.0,Turnover by S. Livingston (bad pass; steal by K. Oubre),,20,37
98,1,2:20.0,,K. Oubre makes 2-pt dunk at rim (assist by B. Beal),20,39
99,1,2:05.0,Turnover by K. Thompson (lost ball; steal by B. Beal),,20,39
100,1,2:01.0,,T. Satoranský enters the game for B. Beal,20,39
101,1,2:01.0,D. Green enters the game for K. Thompson,,20,39
102,1,2:01.0,J. McAdoo enters the game for J. McGee,,20,39
103,1,2:01.0,I. Clark enters the game for P. McCaw,,20,39
104,1,1:57.0,,Turnover by I. Mahinmi (lost ball),20,39
105,1,1:44.0,I. Clark makes 2-pt jump shot from 20 ft (assist by D. Green),,22,39
106,1,1:31.0,,J. Wall misses 2-pt layup from 2 ft,22,39
107,1,1:30.0,Defensive rebound by D. Green,,22,39
108,1,1:21.0,J. McAdoo makes 2-pt layup from 2 ft (assist by D. Green),,24,39
109,1,1:05.0,,Personal foul by J. McAdoo (drawn by I. Mahinmi),24,39
110,1,1:05.0,,I. Mahinmi makes free throw 1 of 2,24,40
111,1,1:05.0,,I. Mahinmi misses free throw 2 of 2,24,40
112,1,1:04.0,Defensive rebound by J. McAdoo,,24,40
113,1,0:44.0,I. Clark misses 2-pt jump shot from 17 ft,,24,40
114,1,0:43.0,,Defensive rebound by J. Wall,24,40
115,1,0:38.0,,Turnover by J. Wall (lost ball),24,40
116,1,0:31.0,J. McAdoo makes 2-pt layup at rim (assist by D. Green),,26,40
117,1,0:09.0,,O. Porter enters the game for K. Oubre,26,40
118,1,0:09.0,,Turnover by T. Satoranský (bad pass; steal by A. Iguodala),26,40
119,1,0:05.0,Turnover by I. Clark (bad pass; steal by B. Bogdanović),,26,40
120,1,0:01.0,,J. Wall misses 2-pt layup at rim,26,40
121,1,0:00.0,,Offensive rebound by Team,26,40
122,2,11:45.0,K. Thompson misses 3-pt jump shot from 26 ft,,26,40
123,2,11:44.0,,Defensive rebound by O. Porter,26,40
124,2,11:36.0,,Offensive foul by I. Mahinmi (drawn by D. West),26,40
125,2,11:36.0,,Turnover by I. Mahinmi (offensive foul),26,40
126,2,11:36.0,,Violation by Team (jump ball),26,40
127,2,11:18.0,D. West misses 2-pt jump shot from 5 ft,,26,40
128,2,11:18.0,,Defensive rebound by Team,26,40
129,2,11:18.0,Loose ball foul by D. West (drawn by I. Mahinmi),,26,40
130,2,11:08.0,,B. Bogdanović makes 2-pt jump shot from 18 ft (assist by T. Satoranský),26,42
131,2,10:54.0,D. West makes 2-pt jump shot from 3 ft (assist by D. Green),,28,42
132,2,10:29.0,,K. Oubre misses 3-pt jump shot from 26 ft,28,42
133,2,10:27.0,Defensive rebound by D. West,,28,42
134,2,10:16.0,D. West makes 2-pt jump shot from 19 ft (assist by A. Iguodala),,30,42
135,2,9:48.0,,B. Bogdanović makes 3-pt jump shot from 31 ft (assist by O. Porter),30,45
136,2,9:29.0,A. Iguodala makes 2-pt layup from 2 ft (assist by D. West),,32,45
137,2,9:28.0,Technical foul by A. Iguodala,,32,45
138,2,9:28.0,,B. Bogdanović makes technical free throw,32,46
139,2,9:16.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,32,46
140,2,9:15.0,Defensive rebound by D. West,,32,46
141,2,9:08.0,Personal foul by K. Oubre (drawn by K. Thompson),,32,46
142,2,9:08.0,,M. Morris enters the game for I. Mahinmi,32,46
143,2,9:00.0,K. Thompson misses 2-pt jump shot from 4 ft,,32,46
144,2,8:59.0,,Defensive rebound by K. Oubre,32,46
145,2,8:45.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by M. Morris),32,49
146,2,8:26.0,D. West makes 2-pt layup from 2 ft,,34,49
147,2,8:03.0,,B. Bogdanović misses 2-pt layup from 2 ft,34,49
148,2,8:03.0,Defensive rebound by D. Green,,34,49
149,2,7:50.0,D. Green misses 3-pt jump shot from 30 ft,,34,49
150,2,7:49.0,,Defensive rebound by Team,34,49
151,2,7:49.0,Official timeout,,34,49
152,2,7:49.0,,B. Beal enters the game for T. Satoranský,34,49
153,2,7:49.0,S. Curry enters the game for K. Thompson,,34,49
154,2,7:28.0,,M. Morris misses 3-pt jump shot from 27 ft,34,49
155,2,7:27.0,Defensive rebound by A. Iguodala,,34,49
156,2,7:08.0,S. Livingston misses 2-pt jump shot from 15 ft,,34,49
157,2,7:08.0,,Defensive rebound by Team,34,49
158,2,7:08.0,Loose ball foul by D. West (drawn by M. Morris),,34,49
159,2,6:48.0,,B. Beal misses 3-pt jump shot from 27 ft,34,49
160,2,6:47.0,Defensive rebound by S. Curry,,34,49
161,2,6:41.0,D. West misses 2-pt jump shot from 7 ft,,34,49
162,2,6:40.0,,Defensive rebound by O. Porter,34,49
163,2,6:32.0,,Turnover by B. Beal (bad pass),34,49
164,2,6:32.0,,J. Wall enters the game for K. Oubre,34,49
165,2,6:18.0,Turnover by S. Curry (bad pass; steal by M. Morris),,34,49
166,2,6:12.0,,B. Beal misses 3-pt jump shot from 26 ft,34,49
167,2,6:11.0,Defensive rebound by A. Iguodala,,34,49
168,2,6:04.0,S. Livingston makes 2-pt dunk at rim (assist by D. West),,36,49
169,2,5:46.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,36,49
170,2,5:45.0,Defensive rebound by D. Green,,36,49
171,2,5:39.0,S. Livingston makes 2-pt layup at rim (assist by A. Iguodala),,38,49
172,2,5:38.0,,Washington full timeout,38,49
173,2,5:38.0,,M. Gortat enters the game for B. Bogdanović,38,49
174,2,5:38.0,Z. Pachulia enters the game for D. Green,,38,49
175,2,5:38.0,K. Thompson enters the game for S. Livingston,,38,49
176,2,5:38.0,P. McCaw enters the game for D. West,,38,49
177,2,5:14.0,,J. Wall misses 2-pt jump shot from 18 ft,38,49
178,2,5:13.0,Defensive rebound by S. Curry,,38,49
179,2,5:05.0,S. Curry misses 2-pt jump shot from 13 ft,,38,49
180,2,5:04.0,,Defensive rebound by J. Wall,38,49
181,2,5:01.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),38,51
182,2,4:41.0,K. Thompson misses 3-pt jump shot from 27 ft,,38,51
183,2,4:40.0,,Defensive rebound by B. Beal,38,51
184,2,4:32.0,D. Green enters the game for A. Iguodala,,38,51
185,2,4:21.0,,Turnover by M. Gortat (bad pass; steal by K. Thompson),38,51
186,2,4:16.0,D. Green makes 2-pt dunk at rim (assist by K. Thompson),,40,51
187,2,4:05.0,,B. Beal misses 3-pt jump shot from 27 ft,40,51
188,2,4:04.0,,Offensive rebound by B. Beal,40,51
189,2,4:01.0,,Turnover by B. Beal (bad pass),40,51
190,2,3:41.0,K. Thompson misses 2-pt jump shot from 15 ft,,40,51
191,2,3:41.0,Offensive rebound by Z. Pachulia,,40,51
192,2,3:36.0,S. Curry misses 3-pt jump shot from 27 ft,,40,51
193,2,3:35.0,,Defensive rebound by M. Morris,40,51
194,2,3:24.0,,M. Morris makes 2-pt jump shot from 4 ft (assist by J. Wall),40,53
195,2,3:10.0,Golden State full timeout,,40,53
196,2,3:10.0,A. Iguodala enters the game for P. McCaw,,40,53
197,2,3:10.0,J. McAdoo enters the game for Z. Pachulia,,40,53
198,2,3:01.0,Shooting foul by M. Morris (drawn by S. Curry),,40,53
199,2,3:01.0,S. Curry makes free throw 1 of 2,,41,53
200,2,3:01.0,S. Curry makes free throw 2 of 2,,42,53
201,2,2:49.0,,M. Gortat makes 2-pt jump shot from 8 ft (assist by J. Wall),42,55
202,2,2:28.0,S. Curry makes 2-pt jump shot from 4 ft (assist by D. Green),,44,55
203,2,2:16.0,,J. Wall makes 2-pt layup at rim,44,57
204,2,2:07.0,S. Curry misses 3-pt jump shot from 28 ft,,44,57
205,2,2:06.0,,Defensive rebound by M. Gortat,44,57
206,2,2:01.0,Offensive charge foul by B. Beal (drawn by S. Curry),,44,57
207,2,2:01.0,,Turnover by B. Beal (offensive foul),44,57
208,2,1:44.0,A. Iguodala misses 3-pt jump shot from 24 ft,,44,57
209,2,1:43.0,,Defensive rebound by B. Beal,44,57
210,2,1:30.0,,O. Porter makes 2-pt jump shot from 11 ft (assist by J. Wall),44,59
211,2,1:19.0,Turnover by S. Curry (lost ball),,44,59
212,2,1:05.0,,Turnover by J. Wall (lost ball; steal by D. Green),44,59
213,2,1:01.0,Turnover by S. Curry (bad pass),,44,59
214,2,0:48.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),44,61
215,2,0:37.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),,47,61
216,2,0:32.0,,Turnover by J. Wall (lost ball),47,61
217,2,0:23.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,49,61
218,2,0:07.0,,Personal take foul by A. Iguodala (drawn by B. Beal),49,61
219,2,0:07.0,S. Livingston enters the game for S. Curry,,49,61
220,2,0:07.0,,Washington full timeout,49,61
221,2,0:02.0,,J. Wall misses 2-pt layup from 3 ft (block by J. McAdoo),49,61
222,2,0:01.0,Defensive rebound by S. Livingston,,49,61
223,3,11:43.0,Turnover by P. McCaw (bad pass; steal by M. Morris),,49,61
224,3,11:39.0,,M. Morris misses 2-pt layup from 1 ft,49,61
225,3,11:38.0,,Offensive rebound by J. Wall,49,61
226,3,11:36.0,,J. Wall misses 2-pt layup from 1 ft,49,61
227,3,11:36.0,,Offensive rebound by J. Wall,49,61
228,3,11:34.0,,J. Wall makes 2-pt layup from 1 ft,49,63
229,3,11:22.0,K. Thompson misses 3-pt jump shot from 24 ft,,49,63
230,3,11:21.0,Offensive rebound by Z. Pachulia,,49,63
231,3,11:18.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,52,63
232,3,10:50.0,,M. Gortat misses 2-pt jump shot from 4 ft,52,63
233,3,10:49.0,Defensive rebound by K. Thompson,,52,63
234,3,10:38.0,D. Green misses 2-pt jump shot from 19 ft,,52,63
235,3,10:37.0,Offensive rebound by Z. Pachulia,,52,63
236,3,10:37.0,Z. Pachulia makes 2-pt layup from 2 ft,,54,63
237,3,10:37.0,Flagrant foul type 1 by M. Morris (drawn by Z. Pachulia),,54,63
238,3,10:37.0,Z. Pachulia makes flagrant free throw 1 of 1,,55,63
239,3,10:29.0,D. Green makes 2-pt layup from 1 ft,,57,63
240,3,10:11.0,,M. Morris misses 2-pt jump shot from 17 ft,57,63
241,3,10:10.0,,Offensive rebound by M. Gortat,57,63
242,3,10:00.0,,O. Porter misses 3-pt jump shot from 27 ft,57,63
243,3,10:00.0,Defensive rebound by Team,,57,63
244,3,10:00.0,,Loose ball foul by M. Morris (drawn by D. Green),57,63
245,3,9:37.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),,59,63
246,3,9:37.0,,Washington full timeout,59,63
247,3,9:28.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),59,65
248,3,9:09.0,S. Curry makes 2-pt jump shot from 19 ft (assist by D. Green),,61,65
249,3,8:50.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),61,67
250,3,8:27.0,K. Thompson misses 3-pt jump shot from 28 ft,,61,67
251,3,8:26.0,,Defensive rebound by M. Gortat,61,67
252,3,8:10.0,,M. Morris misses 3-pt jump shot from 23 ft,61,67
253,3,8:09.0,Defensive rebound by Z. Pachulia,,61,67
254,3,7:58.0,K. Thompson misses 3-pt jump shot from 24 ft,,61,67
255,3,7:57.0,,Defensive rebound by M. Gortat,61,67
256,3,7:46.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),61,69
257,3,7:46.0,Golden State full timeout,,61,69
258,3,7:29.0,S. Curry makes 2-pt layup at rim (assist by D. Green),,63,69
259,3,7:13.0,,B. Beal misses 2-pt layup from 2 ft,63,69
260,3,7:12.0,Defensive rebound by P. McCaw,,63,69
261,3,7:08.0,S. Curry misses 3-pt jump shot from 30 ft,,63,69
262,3,7:07.0,Offensive rebound by Z. Pachulia,,63,69
263,3,7:05.0,Personal foul by B. Beal (drawn by Z. Pachulia),,63,69
264,3,6:55.0,P. McCaw makes 3-pt jump shot from 26 ft (assist by D. Green),,66,69
265,3,6:36.0,,B. Beal misses 3-pt jump shot from 23 ft,66,69
266,3,6:35.0,Defensive rebound by D. Green,,66,69
267,3,6:23.0,Z. Pachulia misses 2-pt jump shot from 4 ft,,66,69
268,3,6:22.0,,Defensive rebound by M. Gortat,66,69
269,3,6:16.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),66,72
270,3,5:51.0,Shooting foul by O. Porter (drawn by K. Thompson),,66,72
271,3,5:51.0,K. Thompson makes free throw 1 of 2,,67,72
272,3,5:51.0,A. Iguodala enters the game for P. McCaw,,67,72
273,3,5:51.0,K. Thompson makes free throw 2 of 2,,68,72
274,3,5:42.0,,Personal foul by A. Iguodala (drawn by B. Beal),68,72
275,3,5:42.0,,B. Bogdanović enters the game for M. Morris,68,72
276,3,5:34.0,,B. Bogdanović misses 2-pt layup from 1 ft,68,72
277,3,5:33.0,Defensive rebound by S. Curry,,68,72
278,3,5:29.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,70,72
279,3,5:16.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),70,75
280,3,4:58.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,72,75
281,3,4:47.0,,J. Wall makes 2-pt jump shot from 21 ft,72,77
282,3,4:30.0,S. Curry misses 3-pt jump shot from 23 ft,,72,77
283,3,4:29.0,Offensive rebound by A. Iguodala,,72,77
284,3,4:25.0,Shooting foul by B. Beal (drawn by Z. Pachulia),,72,77
285,3,4:25.0,Z. Pachulia makes free throw 1 of 2,,73,77
286,3,4:25.0,Z. Pachulia misses free throw 2 of 2,,73,77
287,3,4:25.0,S. Livingston enters the game for D. Green,,73,77
288,3,4:24.0,,Defensive rebound by M. Gortat,73,77
289,3,4:10.0,,J. Wall makes 2-pt layup from 1 ft,73,79
290,3,3:56.0,Shooting foul by B. Bogdanović (drawn by Z. Pachulia),,73,79
291,3,3:56.0,Z. Pachulia makes free throw 1 of 2,,74,79
292,3,3:56.0,Z. Pachulia makes free throw 2 of 2,,75,79
293,3,3:41.0,,M. Gortat misses 2-pt layup from 1 ft (block by S. Livingston),75,79
294,3,3:39.0,,Offensive rebound by M. Gortat,75,79
295,3,3:35.0,,J. Wall misses 3-pt jump shot from 28 ft,75,79
296,3,3:33.0,,Offensive rebound by B. Bogdanović,75,79
297,3,3:18.0,,M. Gortat misses 2-pt layup at rim,75,79
298,3,3:17.0,Defensive rebound by Z. Pachulia,,75,79
299,3,3:11.0,Shooting foul by M. Gortat (drawn by S. Curry),,75,79
300,3,3:11.0,S. Curry makes free throw 1 of 2,,76,79
301,3,3:11.0,S. Curry misses free throw 2 of 2,,76,79
302,3,3:11.0,D. West enters the game for Z. Pachulia,,76,79
303,3,3:11.0,P. McCaw enters the game for K. Thompson,,76,79
304,3,3:11.0,,K. Oubre enters the game for O. Porter,76,79
305,3,3:11.0,,I. Mahinmi enters the game for M. Gortat,76,79
306,3,3:09.0,,Defensive rebound by K. Oubre,76,79
307,3,2:58.0,,Personal foul by P. McCaw (drawn by J. Wall),76,79
308,3,2:46.0,,I. Mahinmi misses 2-pt jump shot from 12 ft,76,79
309,3,2:46.0,,Offensive rebound by Team,76,79
310,3,2:46.0,Loose ball foul by S. Livingston (drawn by B. Beal),,76,79
311,3,2:46.0,,T. Satoranský enters the game for B. Beal,76,79
312,3,2:36.0,,J. Wall misses 2-pt jump shot from 18 ft,76,79
313,3,2:35.0,Defensive rebound by Team,,76,79
314,3,2:35.0,,Loose ball foul by T. Satoranský (drawn by S. Livingston),76,79
315,3,2:35.0,S. Livingston makes free throw 1 of 2,,77,79
316,3,2:35.0,S. Livingston makes free throw 2 of 2,,78,79
317,3,2:25.0,,Turnover by B. Bogdanović (bad pass; steal by S. Curry),78,79
318,3,2:11.0,Turnover by S. Livingston (lost ball; steal by J. Wall),,78,79
319,3,2:10.0,,Turnover by J. Wall (lost ball; steal by D. West),78,79
320,3,2:10.0,Personal foul by K. Oubre (drawn by S. Livingston),,78,79
321,3,2:10.0,S. Livingston makes free throw 1 of 2,,79,79
322,3,2:10.0,S. Livingston makes free throw 2 of 2,,80,79
323,3,1:56.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by J. Wall),80,82
324,3,1:45.0,S. Curry makes 2-pt layup from 2 ft,,82,82
325,3,1:41.0,Violation by Team (jump ball),,82,82
326,3,1:41.0,Technical foul by Team,,82,82
327,3,1:41.0,,B. Bogdanović makes technical free throw,82,83
328,3,1:23.0,,J. Wall makes 2-pt jump shot from 6 ft,82,85
329,3,1:03.0,S. Curry makes 3-pt jump shot from 26 ft (assist by S. Livingston),,85,85
330,3,0:57.0,,Turnover by J. Wall (bad pass; steal by S. Livingston),85,85
331,3,0:51.0,Offensive foul by D. West (drawn by K. Oubre),,85,85
332,3,0:51.0,Turnover by D. West (offensive foul),,85,85
333,3,0:32.0,,Personal foul by A. Iguodala (drawn by T. Satoranský),85,85
334,3,0:26.0,,J. Wall misses 2-pt layup from 1 ft (block by D. West),85,85
335,3,0:26.0,Defensive rebound by Team,,85,85
336,3,0:26.0,K. Thompson enters the game for P. McCaw,,85,85
337,3,0:26.0,D. Green enters the game for S. Livingston,,85,85
338,3,0:03.0,S. Curry misses 3-pt jump shot from 28 ft,,85,85
339,3,0:02.0,,Defensive rebound by J. Wall,85,85
340,4,11:36.0,,B. Beal misses 3-pt jump shot from 28 ft (block by D. Green),85,85
341,4,11:36.0,,Offensive rebound by I. Mahinmi,85,85
342,4,11:36.0,,Turnover by Team (shot clock),85,85
343,4,11:21.0,Shooting foul by I. Mahinmi (drawn by D. West),,85,85
344,4,11:21.0,D. West misses free throw 1 of 2,,85,85
345,4,11:21.0,Offensive rebound by Team,,85,85
346,4,11:21.0,D. West makes free throw 2 of 2,,86,85
347,4,11:05.0,,T. Satoranský misses 2-pt layup from 2 ft,86,85
348,4,11:04.0,Defensive rebound by D. West,,86,85
349,4,10:59.0,K. Thompson misses 2-pt layup from 2 ft,,86,85
350,4,10:58.0,,Defensive rebound by I. Mahinmi,86,85
351,4,10:43.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by B. Beal),86,88
352,4,10:20.0,K. Thompson makes 2-pt layup from 1 ft,,88,88
353,4,10:16.0,,Personal take foul by K. Thompson (drawn by B. Beal),88,88
354,4,10:16.0,,M. Morris enters the game for T. Satoranský,88,88
355,4,10:05.0,,Personal foul by S. Livingston (drawn by B. Beal),88,88
356,4,10:01.0,,Shooting foul by K. Thompson (drawn by B. Beal),88,88
357,4,10:01.0,,B. Beal makes free throw 1 of 2,88,89
358,4,10:01.0,,B. Beal makes free throw 2 of 2,88,90
359,4,9:48.0,K. Thompson misses 2-pt jump shot from 18 ft,,88,90
360,4,9:47.0,,Defensive rebound by M. Morris,88,90
361,4,9:38.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by A. Iguodala),88,90
362,4,9:36.0,,Offensive rebound by B. Beal,88,90
363,4,9:30.0,,B. Beal misses 3-pt jump shot from 31 ft,88,90
364,4,9:29.0,,Offensive rebound by B. Bogdanović,88,90
365,4,9:25.0,,K. Oubre misses 3-pt jump shot from 26 ft,88,90
366,4,9:24.0,Defensive rebound by K. Thompson,,88,90
367,4,9:18.0,Personal foul by K. Oubre (drawn by D. Green),,88,90
368,4,9:15.0,K. Thompson misses 3-pt jump shot from 26 ft,,88,90
369,4,9:14.0,,Defensive rebound by I. Mahinmi,88,90
370,4,9:00.0,,Personal foul by A. Iguodala (drawn by B. Beal),88,90
371,4,9:00.0,,O. Porter enters the game for K. Oubre,88,90
372,4,9:00.0,,J. Wall enters the game for I. Mahinmi,88,90
373,4,9:00.0,J. McAdoo enters the game for D. West,,88,90
374,4,8:52.0,,B. Beal misses 2-pt jump shot from 20 ft,88,90
375,4,8:51.0,,Offensive rebound by M. Morris,88,90
376,4,8:49.0,,M. Morris misses 2-pt layup from 1 ft,88,90
377,4,8:49.0,,Offensive rebound by M. Morris,88,90
378,4,8:45.0,,M. Morris makes 2-pt layup from 1 ft,88,92
379,4,8:35.0,S. Livingston makes 2-pt dunk at rim,,90,92
380,4,8:19.0,,O. Porter misses 2-pt layup from 2 ft,90,92
381,4,8:18.0,Defensive rebound by D. Green,,90,92
382,4,8:13.0,Shooting foul by B. Beal (drawn by K. Thompson),,90,92
383,4,8:13.0,Official timeout,,90,92
384,4,8:13.0,K. Thompson makes free throw 1 of 2,,91,92
