,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ATLANTA_ACTION,PORTLAND_SCORE,ATLANTA_SCORE
68,1,3:35.0,E. Turner enters the game for M. Harkless,,27,12
69,1,3:35.0,A. Aminu makes free throw 2 of 2,,28,12
70,1,3:23.0,,M. Muscala misses 2-pt jump shot from 15 ft,28,12
71,1,3:19.0,,Offensive rebound by E. İlyasova,28,12
72,1,3:19.0,,E. İlyasova misses 2-pt layup at rim,28,12
73,1,3:18.0,Defensive rebound by A. Aminu,,28,12
74,1,3:09.0,N. Vonleh makes 2-pt hook shot from 6 ft (assist by D. Lillard),,30,12
75,1,2:55.0,,T. Hardaway misses 3-pt jump shot from 26 ft,30,12
76,1,2:53.0,Defensive rebound by D. Lillard,,30,12
77,1,2:45.0,D. Lillard makes 2-pt jump shot from 21 ft,,32,12
78,1,2:26.0,,M. Delaney misses 3-pt jump shot from 25 ft,32,12
79,1,2:24.0,Defensive rebound by E. Turner,,32,12
80,1,2:13.0,Turnover by A. Aminu (lost ball; steal by E. İlyasova),,32,12
81,1,2:07.0,,T. Prince misses 2-pt layup from 1 ft,32,12
82,1,2:04.0,Defensive rebound by N. Vonleh,,32,12
83,1,1:59.0,A. Crabbe misses 3-pt jump shot from 24 ft,,32,12
84,1,1:56.0,Offensive rebound by A. Aminu,,32,12
85,1,1:53.0,Portland full timeout,,32,12
86,1,1:53.0,C. McCollum enters the game for D. Lillard,,32,12
87,1,1:53.0,,K. Bazemore enters the game for E. İlyasova,32,12
88,1,1:42.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. McCollum),,35,12
89,1,1:22.0,,M. Delaney misses 2-pt layup from 2 ft (block by C. McCollum),35,12
90,1,1:19.0,Defensive rebound by C. McCollum,,35,12
91,1,1:15.0,E. Turner misses 3-pt jump shot from 22 ft,,35,12
92,1,1:13.0,,Defensive rebound by M. Muscala,35,12
93,1,0:59.0,,Shooting foul by E. Turner (drawn by K. Bazemore),35,12
94,1,0:59.0,,K. Bazemore makes free throw 1 of 2,35,13
95,1,0:59.0,,K. Bazemore makes free throw 2 of 2,35,14
96,1,0:41.0,C. McCollum misses 2-pt jump shot from 15 ft,,35,14
97,1,0:40.0,,Defensive rebound by Team,35,14
98,1,0:40.0,Loose ball foul by N. Vonleh (drawn by T. Hardaway),,35,14
99,1,0:40.0,,T. Hardaway makes free throw 1 of 2,35,15
100,1,0:40.0,,T. Hardaway makes free throw 2 of 2,35,16
101,1,0:33.0,C. McCollum makes 2-pt jump shot from 10 ft,,37,16
102,1,0:29.0,,Shooting foul by E. Turner (drawn by T. Hardaway),37,16
103,1,0:29.0,,T. Hardaway makes free throw 1 of 3,37,17
104,1,0:29.0,,T. Hardaway misses free throw 2 of 3,37,17
105,1,0:29.0,,Offensive rebound by Team,37,17
106,1,0:29.0,,T. Hardaway makes free throw 3 of 3,37,18
107,1,0:12.0,N. Vonleh makes 2-pt jump shot from 11 ft (assist by C. McCollum),,39,18
108,1,0:12.0,Shooting block foul by M. Delaney (drawn by N. Vonleh),,39,18
109,1,0:12.0,N. Vonleh makes free throw 1 of 1,,40,18
110,1,0:02.0,,T. Hardaway misses 2-pt jump shot from 11 ft,40,18
111,1,0:01.0,Defensive rebound by N. Vonleh,,40,18
112,1,0:01.0,Turnover by N. Vonleh (lost ball),,40,18
113,1,0:00.0,,K. Bazemore misses 3-pt jump shot from 23 ft,40,18
114,1,0:00.0,,Offensive rebound by Team,40,18
115,2,11:49.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),40,20
116,2,11:25.0,E. Turner misses 2-pt jump shot from 17 ft,,40,20
117,2,11:24.0,,Defensive rebound by Team,40,20
118,2,11:14.0,,Shooting foul by J. Nurkić (drawn by D. Howard),40,20
119,2,11:14.0,,D. Howard makes free throw 1 of 2,40,21
120,2,11:14.0,,D. Howard misses free throw 2 of 2,40,21
121,2,11:11.0,Defensive rebound by E. Turner,,40,21
122,2,10:52.0,A. Crabbe misses 3-pt jump shot from 25 ft,,40,21
123,2,10:51.0,,Defensive rebound by D. Howard,40,21
124,2,10:43.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by M. Delaney),40,24
125,2,10:21.0,C. McCollum misses 2-pt jump shot from 14 ft (block by D. Howard),,40,24
126,2,10:19.0,,Defensive rebound by D. Howard,40,24
127,2,10:17.0,,Turnover by T. Hardaway (bad pass),40,24
128,2,10:08.0,Turnover by A. Aminu (bad pass; steal by D. Howard),,40,24
129,2,10:02.0,,D. Howard makes 2-pt layup from 1 ft (assist by T. Prince),40,26
130,2,10:02.0,Portland full timeout,,40,26
131,2,9:55.0,Personal foul by M. Delaney,,40,26
132,2,9:47.0,A. Aminu makes 2-pt dunk at rim (assist by J. Nurkić),,42,26
133,2,9:31.0,,T. Hardaway misses 2-pt jump shot from 12 ft,42,26
134,2,9:30.0,Defensive rebound by A. Aminu,,42,26
135,2,9:22.0,J. Nurkić misses 2-pt jump shot from 21 ft,,42,26
136,2,9:20.0,,Defensive rebound by T. Prince,42,26
137,2,9:18.0,,Personal foul by J. Nurkić (drawn by D. Howard),42,26
138,2,9:07.0,,T. Prince makes 2-pt jump shot from 14 ft (assist by D. Howard),42,28
139,2,8:50.0,C. McCollum makes 2-pt jump shot from 20 ft,,44,28
140,2,8:26.0,,K. Bazemore makes 2-pt jump shot from 18 ft,44,30
141,2,8:11.0,J. Nurkić misses 2-pt jump shot from 10 ft,,44,30
142,2,8:10.0,,Defensive rebound by T. Prince,44,30
143,2,8:03.0,,T. Prince misses 2-pt layup from 2 ft (block by J. Nurkić),44,30
144,2,8:03.0,,Offensive rebound by Team,44,30
145,2,8:03.0,M. Harkless enters the game for E. Turner,,44,30
146,2,8:00.0,,M. Delaney makes 2-pt jump shot from 17 ft (assist by T. Hardaway),44,32
147,2,7:44.0,Shooting foul by M. Delaney (drawn by A. Crabbe),,44,32
148,2,7:44.0,A. Crabbe makes free throw 1 of 2,,45,32
149,2,7:44.0,,D. Schröder enters the game for T. Hardaway,45,32
150,2,7:44.0,D. Lillard enters the game for C. McCollum,,45,32
151,2,7:44.0,A. Crabbe makes free throw 2 of 2,,46,32
152,2,7:27.0,,K. Bazemore misses 3-pt jump shot from 22 ft,46,32
153,2,7:25.0,Defensive rebound by Team,,46,32
154,2,7:08.0,M. Harkless misses 2-pt jump shot from 22 ft,,46,32
155,2,7:07.0,Offensive rebound by J. Nurkić,,46,32
156,2,7:07.0,J. Nurkić makes 2-pt layup from 1 ft,,48,32
157,2,6:56.0,,D. Howard makes 2-pt layup at rim (assist by D. Schröder),48,34
158,2,6:44.0,M. Harkless makes 2-pt dunk at rim (assist by J. Nurkić),,50,34
159,2,6:31.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by D. Schröder),50,36
160,2,6:16.0,D. Lillard misses 2-pt jump shot from 18 ft,,50,36
161,2,6:15.0,,Defensive rebound by T. Prince,50,36
162,2,6:07.0,,Turnover by D. Schröder (bad pass),50,36
163,2,6:07.0,,T. Hardaway enters the game for M. Delaney,50,36
164,2,5:52.0,J. Nurkić misses 2-pt jump shot from 20 ft,,50,36
165,2,5:50.0,Offensive rebound by A. Aminu,,50,36
166,2,5:48.0,A. Aminu makes 2-pt layup at rim,,52,36
167,2,5:33.0,,D. Schröder misses 2-pt jump shot from 15 ft,52,36
168,2,5:30.0,Defensive rebound by J. Nurkić,,52,36
169,2,5:25.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by M. Harkless),,55,36
170,2,5:24.0,,Atlanta full timeout,55,36
171,2,5:24.0,,T. Sefolosha enters the game for K. Bazemore,55,36
172,2,5:24.0,N. Vonleh enters the game for A. Aminu,,55,36
173,2,5:12.0,,Turnover by D. Howard (lost ball; steal by J. Nurkić),55,36
174,2,5:12.0,Turnover by J. Nurkić (step out of bounds),,55,36
175,2,5:05.0,,T. Prince misses 3-pt jump shot from 25 ft,55,36
176,2,5:04.0,Defensive rebound by A. Crabbe,,55,36
177,2,4:48.0,N. Vonleh misses 2-pt dunk at rim,,55,36
178,2,4:44.0,,Defensive rebound by T. Sefolosha,55,36
179,2,4:31.0,,D. Howard misses 2-pt dunk at rim,55,36
180,2,4:29.0,Defensive rebound by N. Vonleh,,55,36
181,2,4:15.0,M. Harkless makes 2-pt jump shot from 7 ft,,57,36
182,2,3:58.0,,Turnover by D. Schröder (lost ball; steal by D. Lillard),57,36
183,2,3:47.0,A. Crabbe misses 3-pt jump shot from 23 ft,,57,36
184,2,3:45.0,,Defensive rebound by T. Sefolosha,57,36
185,2,3:31.0,,Shooting foul by N. Vonleh (drawn by T. Prince),57,36
186,2,3:31.0,,T. Prince makes free throw 1 of 3,57,37
187,2,3:31.0,,T. Prince makes free throw 2 of 3,57,38
188,2,3:31.0,,T. Prince misses free throw 3 of 3,57,38
189,2,3:31.0,C. McCollum enters the game for A. Crabbe,,57,38
190,2,3:31.0,,M. Delaney enters the game for D. Schröder,57,38
191,2,3:30.0,Defensive rebound by J. Nurkić,,57,38
192,2,3:20.0,D. Lillard misses 2-pt layup from 1 ft (block by T. Prince),,57,38
193,2,3:20.0,Offensive rebound by Team,,57,38
194,2,3:20.0,,K. Bazemore enters the game for T. Prince,57,38
195,2,3:12.0,Turnover by N. Vonleh (offensive goaltending),,57,38
196,2,3:01.0,,T. Hardaway makes 2-pt jump shot from 18 ft (assist by M. Delaney),57,40
197,2,2:48.0,Turnover by N. Vonleh (bad pass; steal by D. Howard),,57,40
198,2,2:42.0,,Turnover by T. Sefolosha (lost ball),57,40
199,2,2:42.0,Official timeout,,57,40
200,2,2:42.0,A. Aminu enters the game for N. Vonleh,,57,40
201,2,2:19.0,C. McCollum misses 2-pt jump shot from 5 ft,,57,40
202,2,2:18.0,Offensive rebound by Team,,57,40
203,2,2:18.0,Turnover by Team (shot clock),,57,40
204,2,2:06.0,,T. Hardaway misses 2-pt jump shot from 18 ft,57,40
205,2,2:04.0,Defensive rebound by A. Aminu,,57,40
206,2,1:50.0,C. McCollum makes 2-pt jump shot from 17 ft,,59,40
207,2,1:41.0,,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),59,42
208,2,1:19.0,C. McCollum makes 2-pt jump shot from 14 ft,,61,42
209,2,1:03.0,,K. Bazemore makes 2-pt layup from 1 ft,61,44
210,2,0:46.0,J. Nurkić misses 2-pt jump shot from 5 ft (block by T. Sefolosha),,61,44
211,2,0:43.0,,Defensive rebound by T. Hardaway,61,44
212,2,0:38.0,,T. Hardaway misses 2-pt layup from 2 ft,61,44
213,2,0:36.0,Defensive rebound by C. McCollum,,61,44
214,2,0:31.0,C. McCollum misses 2-pt layup from 1 ft,,61,44
215,2,0:30.0,Offensive rebound by M. Harkless,,61,44
216,2,0:30.0,Shooting foul by T. Sefolosha (drawn by M. Harkless),,61,44
217,2,0:30.0,,Technical foul by T. Hardaway,61,44
218,2,0:30.0,D. Lillard makes technical free throw,,62,44
219,2,0:30.0,M. Harkless misses free throw 1 of 2,,62,44
220,2,0:30.0,Offensive rebound by Team,,62,44
221,2,0:30.0,,T. Prince enters the game for M. Delaney,62,44
222,2,0:30.0,,E. İlyasova enters the game for T. Sefolosha,62,44
223,2,0:30.0,M. Harkless makes free throw 2 of 2,,63,44
224,2,0:20.0,,K. Bazemore makes 2-pt jump shot from 16 ft,63,46
225,2,0:20.0,Portland full timeout,,63,46
226,2,0:20.0,A. Crabbe enters the game for A. Aminu,,63,46
227,2,0:20.0,,T. Sefolosha enters the game for D. Howard,63,46
228,2,0:01.0,Turnover by D. Lillard (lost ball; steal by T. Sefolosha),,63,46
229,3,11:43.0,,D. Schröder misses 2-pt layup from 2 ft (block by J. Nurkić),63,46
230,3,11:43.0,,Offensive rebound by Team,63,46
231,3,11:36.0,,D. Schröder misses 2-pt jump shot from 9 ft,63,46
232,3,11:33.0,,Offensive rebound by T. Sefolosha,63,46
233,3,11:24.0,,T. Sefolosha misses 2-pt jump shot from 5 ft (block by J. Nurkić),63,46
234,3,11:22.0,Defensive rebound by N. Vonleh,,63,46
235,3,11:12.0,,T. Sefolosha misses 2-pt jump shot from 18 ft,63,46
236,3,11:10.0,,Offensive rebound by D. Howard,63,46
237,3,11:09.0,,D. Howard makes 2-pt layup from 1 ft,63,48
238,3,10:48.0,C. McCollum misses 2-pt jump shot from 12 ft,,63,48
239,3,10:47.0,Offensive rebound by C. McCollum,,63,48
240,3,10:40.0,D. Lillard makes 2-pt jump shot from 12 ft,,65,48
241,3,10:26.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. Schröder),65,51
242,3,10:04.0,C. McCollum makes 2-pt jump shot from 20 ft,,67,51
243,3,9:49.0,,Personal foul by C. McCollum,67,51
244,3,9:38.0,,E. İlyasova makes 2-pt jump shot from 22 ft,67,53
245,3,9:18.0,J. Nurkić misses 2-pt jump shot from 8 ft,,67,53
246,3,9:16.0,Offensive rebound by J. Nurkić,,67,53
247,3,9:16.0,J. Nurkić makes 2-pt layup from 1 ft,,69,53
248,3,9:11.0,,Personal foul by M. Harkless (drawn by T. Sefolosha),69,53
249,3,9:02.0,,Shooting foul by C. McCollum (drawn by E. İlyasova),69,53
250,3,9:02.0,,E. İlyasova misses free throw 1 of 2,69,53
251,3,9:02.0,,Offensive rebound by Team,69,53
252,3,9:02.0,,E. İlyasova makes free throw 2 of 2,69,54
253,3,8:42.0,M. Harkless misses 2-pt jump shot from 11 ft (block by K. Bazemore),,69,54
254,3,8:42.0,Offensive rebound by Team,,69,54
255,3,8:39.0,N. Vonleh misses 2-pt jump shot from 20 ft,,69,54
256,3,8:38.0,,Defensive rebound by D. Schröder,69,54
257,3,8:32.0,,K. Bazemore misses 3-pt jump shot from 25 ft,69,54
258,3,8:29.0,Defensive rebound by J. Nurkić,,69,54
259,3,8:15.0,N. Vonleh misses 2-pt hook shot from 6 ft,,69,54
260,3,8:14.0,Offensive rebound by N. Vonleh,,69,54
261,3,8:14.0,Shooting foul by K. Bazemore (drawn by N. Vonleh),,69,54
262,3,8:14.0,N. Vonleh misses free throw 1 of 2,,69,54
263,3,8:14.0,Offensive rebound by Team,,69,54
264,3,8:14.0,N. Vonleh makes free throw 2 of 2,,70,54
265,3,8:06.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by D. Schröder),70,56
266,3,8:06.0,,Shooting foul by J. Nurkić (drawn by E. İlyasova),70,56
267,3,8:06.0,,E. İlyasova makes free throw 1 of 1,70,57
268,3,7:42.0,C. McCollum makes 2-pt jump shot from 15 ft,,72,57
269,3,7:26.0,,Turnover by D. Howard (lost ball),72,57
270,3,7:26.0,,Technical foul by D. Howard,72,57
271,3,7:26.0,A. Aminu enters the game for N. Vonleh,,72,57
272,3,7:26.0,,T. Hardaway enters the game for K. Bazemore,73,57
273,3,7:26.0,D. Lillard makes technical free throw,,73,57
274,3,7:13.0,D. Lillard misses 2-pt jump shot from 10 ft,,73,57
275,3,7:11.0,,Defensive rebound by E. İlyasova,73,57
276,3,6:58.0,,D. Schröder makes 2-pt layup from 1 ft,73,59
277,3,6:43.0,C. McCollum misses 2-pt jump shot from 15 ft,,73,59
278,3,6:40.0,,Defensive rebound by D. Howard,73,59
279,3,6:34.0,,D. Schröder misses 3-pt jump shot from 25 ft,73,59
280,3,6:32.0,Defensive rebound by C. McCollum,,73,59
281,3,6:26.0,D. Lillard misses 2-pt layup from 1 ft,,73,59
282,3,6:26.0,,Defensive rebound by Team,73,59
283,3,6:26.0,Loose ball foul by A. Aminu (drawn by E. İlyasova),,73,59
284,3,6:26.0,,E. İlyasova makes free throw 1 of 2,73,60
285,3,6:26.0,,E. İlyasova misses free throw 2 of 2,73,60
286,3,6:24.0,Defensive rebound by A. Aminu,,73,60
287,3,6:13.0,Turnover by A. Aminu (traveling),,73,60
288,3,6:00.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,73,60
289,3,5:58.0,Defensive rebound by C. McCollum,,73,60
290,3,5:47.0,D. Lillard misses 3-pt jump shot from 24 ft,,73,60
291,3,5:45.0,,Defensive rebound by D. Howard,73,60
292,3,5:33.0,,Turnover by T. Hardaway (bad pass; steal by M. Harkless),73,60
293,3,5:25.0,M. Harkless makes 2-pt layup from 2 ft (assist by C. McCollum),,75,60
294,3,5:25.0,,Atlanta full timeout,75,60
295,3,5:25.0,A. Crabbe enters the game for C. McCollum,,75,60
296,3,5:25.0,,K. Bazemore enters the game for T. Sefolosha,75,60
297,3,5:25.0,,T. Prince enters the game for E. İlyasova,75,60
298,3,5:09.0,,K. Bazemore misses 2-pt layup from 1 ft (block by J. Nurkić),75,60
299,3,5:06.0,Defensive rebound by A. Crabbe,,75,60
300,3,5:02.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),,78,60
301,3,4:47.0,,Turnover by T. Prince (bad pass; steal by J. Nurkić),78,60
302,3,4:43.0,Turnover by J. Nurkić (lost ball; steal by D. Howard),,78,60
303,3,4:41.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),78,62
304,3,4:41.0,,Shooting foul by D. Lillard (drawn by D. Howard),78,62
305,3,4:41.0,,D. Howard makes free throw 1 of 1,78,63
306,3,4:21.0,Turnover by J. Nurkić (lost ball; steal by D. Howard),,78,63
307,3,4:15.0,,T. Hardaway misses 2-pt layup from 1 ft,78,63
308,3,4:14.0,,Offensive rebound by D. Howard,78,63
309,3,4:14.0,,D. Howard misses 2-pt dunk at rim,78,63
310,3,4:12.0,Defensive rebound by D. Lillard,,78,63
311,3,4:07.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),,81,63
312,3,3:50.0,N. Vonleh enters the game for J. Nurkić,,81,63
313,3,3:50.0,,E. İlyasova enters the game for D. Howard,81,63
314,3,3:37.0,,K. Bazemore misses 3-pt jump shot from 23 ft,81,63
315,3,3:35.0,Defensive rebound by N. Vonleh,,81,63
316,3,3:28.0,Personal foul by E. İlyasova (drawn by D. Lillard),,81,63
317,3,3:28.0,E. Turner enters the game for M. Harkless,,81,63
318,3,3:21.0,D. Lillard misses 2-pt layup from 2 ft (block by E. İlyasova),,81,63
319,3,3:21.0,Offensive rebound by Team,,81,63
320,3,3:14.0,D. Lillard misses 2-pt jump shot from 9 ft,,81,63
321,3,3:11.0,,Defensive rebound by T. Prince,81,63
322,3,3:06.0,,Shooting foul by A. Crabbe (drawn by T. Hardaway),81,63
323,3,3:06.0,Portland full timeout,,81,63
324,3,3:06.0,,T. Hardaway makes free throw 1 of 2,81,64
325,3,3:06.0,,M. Delaney enters the game for D. Schröder,81,63
326,3,3:06.0,,T. Hardaway makes free throw 2 of 2,81,65
327,3,2:46.0,A. Aminu makes 2-pt jump shot from 6 ft,,83,65
328,3,2:23.0,,T. Hardaway misses 2-pt layup from 2 ft,83,65
329,3,2:22.0,,Offensive rebound by T. Hardaway,83,65
330,3,2:22.0,,T. Hardaway makes 2-pt layup at rim,83,67
331,3,2:03.0,E. Turner misses 2-pt jump shot from 14 ft (block by T. Prince),,83,67
332,3,2:03.0,,Defensive rebound by T. Prince,83,67
333,3,2:03.0,,Personal foul by E. Turner (drawn by T. Prince),83,67
334,3,2:03.0,,T. Prince makes free throw 1 of 2,83,68
335,3,2:03.0,,T. Prince makes free throw 2 of 2,83,69
336,3,1:49.0,Turnover by A. Crabbe (traveling),,83,69
337,3,1:49.0,C. McCollum enters the game for D. Lillard,,83,69
338,3,1:39.0,,T. Hardaway makes 2-pt layup from 1 ft,83,71
339,3,1:23.0,,Violation by T. Prince (kicked ball),83,71
340,3,1:18.0,C. McCollum misses 2-pt jump shot from 18 ft,,83,71
341,3,1:15.0,,Defensive rebound by E. İlyasova,83,71
342,3,1:04.0,,T. Hardaway misses 3-pt jump shot from 24 ft,83,71
343,3,1:02.0,Defensive rebound by E. Turner,,83,71
344,3,0:48.0,A. Crabbe makes 2-pt jump shot from 5 ft (assist by E. Turner),,85,71
345,3,0:30.0,,Shooting foul by N. Vonleh (drawn by T. Hardaway),85,71
346,3,0:30.0,,T. Hardaway makes free throw 1 of 2,85,72
347,3,0:30.0,,T. Hardaway makes free throw 2 of 2,85,73
348,3,0:11.0,C. McCollum misses 3-pt jump shot from 26 ft,,85,73
349,3,0:10.0,Offensive rebound by E. Turner,,85,73
350,3,0:03.0,E. Turner misses 2-pt layup from 1 ft,,85,73
351,3,0:02.0,Offensive rebound by E. Turner,,85,73
352,3,0:02.0,E. Turner misses 2-pt layup from 1 ft,,85,73
353,3,0:02.0,Offensive rebound by E. Turner,,85,73
354,3,0:01.0,E. Turner misses 2-pt layup at rim,,85,73
355,3,0:01.0,Offensive rebound by E. Turner,,85,73
356,3,0:01.0,E. Turner misses 2-pt layup at rim,,85,73
357,3,0:01.0,Offensive rebound by N. Vonleh,,85,73
358,4,11:44.0,E. Turner makes 2-pt layup from 1 ft,,87,73
359,4,11:21.0,,Turnover by M. Delaney (bad pass; steal by A. Crabbe),87,73
360,4,11:13.0,C. McCollum misses 2-pt jump shot from 19 ft,,87,73
361,4,11:08.0,Offensive rebound by N. Vonleh,,87,73
362,4,11:07.0,Turnover by N. Vonleh (bad pass; steal by E. İlyasova),,87,73
363,4,11:04.0,,E. İlyasova misses 2-pt jump shot from 8 ft,87,73
364,4,11:01.0,Defensive rebound by A. Aminu,,87,73
365,4,10:44.0,A. Crabbe misses 2-pt jump shot from 22 ft,,87,73
366,4,10:43.0,,Defensive rebound by E. İlyasova,87,73
367,4,10:36.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by E. İlyasova),87,76
368,4,10:17.0,N. Vonleh makes 2-pt dunk at rim (assist by E. Turner),,89,76
369,4,9:56.0,M. Leonard enters the game for N. Vonleh,,89,76
370,4,9:56.0,,D. Howard enters the game for E. İlyasova,89,76
371,4,9:51.0,,M. Delaney makes 2-pt jump shot from 19 ft,89,78
372,4,9:31.0,C. McCollum makes 2-pt layup from 1 ft,,91,78
373,4,9:31.0,,Atlanta full timeout,91,78
374,4,9:31.0,,D. Schröder enters the game for K. Bazemore,91,78
375,4,9:19.0,,T. Hardaway makes 2-pt jump shot from 15 ft (assist by T. Prince),91,80
376,4,9:02.0,C. McCollum makes 2-pt jump shot from 14 ft,,93,80
377,4,8:46.0,,T. Prince misses 3-pt jump shot from 24 ft,93,80
378,4,8:44.0,Defensive rebound by A. Crabbe,,93,80
379,4,8:30.0,M. Leonard misses 3-pt jump shot from 25 ft,,93,80
380,4,8:29.0,,Defensive rebound by D. Schröder,93,80
381,4,8:22.0,,T. Hardaway misses 3-pt jump shot from 24 ft,93,80
