,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
383,4,6:38.0,,D. Howard misses free throw 2 of 2,87,103
384,4,6:38.0,,K. Korver enters the game for T. Sefolosha,87,103
385,4,6:37.0,Defensive rebound by T. Ariza,,87,103
386,4,6:27.0,J. Harden misses 2-pt layup at rim,,87,103
387,4,6:27.0,,Defensive rebound by D. Howard,87,103
388,4,6:27.0,,Personal foul by J. Harden (drawn by D. Howard),87,103
389,4,6:27.0,,D. Howard makes free throw 1 of 2,87,104
390,4,6:27.0,,D. Schröder enters the game for M. Delaney,87,104
391,4,6:27.0,E. Gordon enters the game for B. Brown,,87,104
392,4,6:27.0,,D. Howard makes free throw 2 of 2,87,105
393,4,6:16.0,M. Harrell makes 2-pt jump shot from 18 ft (assist by T. Ariza),,89,105
394,4,5:58.0,,P. Millsap misses 2-pt jump shot from 14 ft,89,105
395,4,5:58.0,,Offensive rebound by D. Howard,89,105
396,4,5:58.0,,Personal foul by M. Harrell (drawn by D. Howard),89,105
397,4,5:58.0,Official timeout,,89,105
398,4,5:58.0,,D. Howard makes free throw 1 of 2,89,106
399,4,5:58.0,,D. Howard misses free throw 2 of 2,89,106
400,4,5:57.0,Defensive rebound by J. Harden,,89,106
401,4,5:44.0,J. Harden misses 3-pt jump shot from 25 ft,,89,106
402,4,5:41.0,,Defensive rebound by D. Schröder,89,106
403,4,5:36.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),89,109
404,4,5:20.0,R. Anderson misses 3-pt jump shot from 25 ft,,89,109
405,4,5:18.0,,Defensive rebound by K. Korver,89,109
406,4,5:09.0,,Personal foul by J. Harden (drawn by P. Millsap),89,109
407,4,5:09.0,,P. Millsap misses free throw 1 of 2,89,109
408,4,5:09.0,,Offensive rebound by Team,89,109
409,4,5:09.0,,P. Millsap makes free throw 2 of 2,89,110
410,4,4:59.0,E. Gordon misses 2-pt jump shot from 8 ft,,89,110
411,4,4:57.0,,Defensive rebound by P. Millsap,89,110
412,4,4:49.0,,D. Schröder misses 3-pt jump shot from 24 ft (block by E. Gordon),89,110
413,4,4:47.0,Defensive rebound by M. Harrell,,89,110
414,4,4:46.0,Shooting foul by D. Schröder (drawn by E. Gordon),,89,110
415,4,4:46.0,E. Gordon makes 2-pt layup from 2 ft (assist by M. Harrell),,91,110
416,4,4:46.0,,T. Hardaway enters the game for K. Korver,91,110
417,4,4:46.0,E. Gordon makes free throw 1 of 1,,92,110
418,4,4:35.0,,Turnover by D. Schröder (lost ball; steal by T. Ariza),92,110
419,4,4:22.0,J. Harden misses 2-pt layup from 3 ft,,92,110
420,4,4:20.0,Offensive rebound by M. Harrell,,92,110
421,4,4:16.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by M. Harrell),,95,110
422,4,4:16.0,,Atlanta full timeout,95,110
423,4,4:05.0,,K. Bazemore misses 2-pt jump shot from 18 ft,95,110
424,4,4:03.0,Defensive rebound by T. Ariza,,95,110
425,4,3:54.0,T. Ariza misses 3-pt jump shot from 26 ft,,95,110
426,4,3:52.0,,Defensive rebound by K. Bazemore,95,110
427,4,3:31.0,,D. Schröder misses 2-pt layup at rim (block by M. Harrell),95,110
428,4,3:28.0,Defensive rebound by T. Ariza,,95,110
429,4,3:13.0,Turnover by M. Harrell (lost ball; steal by P. Millsap),,95,110
430,4,3:05.0,,K. Bazemore misses 2-pt jump shot from 21 ft,95,110
431,4,3:02.0,Defensive rebound by J. Harden,,95,110
432,4,2:56.0,T. Ariza misses 2-pt layup from 3 ft (block by D. Howard),,95,110
433,4,2:51.0,,Defensive rebound by P. Millsap,95,110
434,4,2:38.0,,P. Millsap makes 2-pt jump shot from 9 ft (assist by D. Schröder),95,112
435,4,2:21.0,E. Gordon misses 2-pt hook shot from 9 ft,,95,112
436,4,2:20.0,,Defensive rebound by P. Millsap,95,112
437,4,2:01.0,,K. Bazemore misses 2-pt jump shot from 20 ft,95,112
438,4,2:00.0,Defensive rebound by J. Harden,,95,112
439,4,1:44.0,T. Ariza misses 3-pt jump shot from 25 ft,,95,112
440,4,1:40.0,Offensive rebound by R. Anderson,,95,112
441,4,1:40.0,R. Anderson misses 2-pt layup from 1 ft,,95,112
442,4,1:38.0,,Defensive rebound by D. Howard,95,112
443,4,1:36.0,,Atlanta full timeout,95,112
444,4,1:36.0,S. Dekker enters the game for T. Ariza,,95,112
445,4,1:36.0,K. Wiltjer enters the game for R. Anderson,,95,112
446,4,1:36.0,T. Ennis enters the game for E. Gordon,,95,112
447,4,1:36.0,K. McDaniels enters the game for J. Harden,,95,112
448,4,1:36.0,,M. Muscala enters the game for K. Bazemore,95,112
449,4,1:36.0,,M. Delaney enters the game for P. Millsap,95,112
450,4,1:36.0,,D. Bembry enters the game for D. Howard,95,112
451,4,1:36.0,,T. Prince enters the game for D. Schröder,95,112
452,4,1:36.0,,R. Kelly enters the game for T. Hardaway,95,112
453,4,1:27.0,,M. Muscala misses 2-pt jump shot from 18 ft,95,112
454,4,1:25.0,Defensive rebound by T. Ennis,,95,112
455,4,1:15.0,M. Harrell makes 2-pt dunk at rim (assist by S. Dekker),,97,112
456,4,1:02.0,,Turnover by M. Muscala (lost ball),97,112
457,4,0:54.0,Turnover by M. Harrell (bad pass; steal by R. Kelly),,97,112
458,4,0:32.0,,M. Delaney misses 3-pt jump shot from 27 ft,97,112
459,4,0:30.0,Defensive rebound by S. Dekker,,97,112
460,4,0:21.0,Turnover by K. Wiltjer (bad pass),,97,112
