,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
391,3,0:43.0,,D. Booker makes free throw 1 of 2,92,86
392,3,0:43.0,,D. Booker makes free throw 2 of 2,92,87
393,3,0:28.0,Turnover by T. Burke (lost ball; steal by T. Ulis),,92,87
394,3,0:27.0,Loose ball foul by T. Burke (drawn by T. Ulis),,92,87
395,3,0:27.0,,T. Ulis makes free throw 1 of 2,92,88
396,3,0:27.0,,T. Ulis misses free throw 2 of 2,92,88
397,3,0:27.0,B. Beal enters the game for T. Satoranský,,92,88
398,3,0:26.0,,Offensive rebound by A. Williams,92,88
399,3,0:25.0,,A. Williams makes 2-pt layup from 1 ft,92,90
400,3,0:08.0,Shooting foul by T. Ulis (drawn by B. Bogdanović),,92,90
401,3,0:08.0,B. Bogdanović makes free throw 1 of 2,,93,90
402,3,0:08.0,T. Satoranský enters the game for B. Beal,,93,90
403,3,0:08.0,B. Bogdanović makes free throw 2 of 2,,94,90
404,3,0:02.0,,D. Booker makes 2-pt layup from 3 ft (assist by T. Ulis),94,92
405,4,11:40.0,,L. Barbosa misses 2-pt jump shot from 21 ft,94,92
406,4,11:38.0,Defensive rebound by B. Bogdanović,,94,92
407,4,11:10.0,J. Smith makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),,97,92
408,4,11:06.0,,T. Ulis misses 2-pt jump shot from 17 ft,97,92
409,4,11:01.0,Defensive rebound by J. Smith,,97,92
410,4,10:55.0,T. Burke misses 2-pt jump shot from 15 ft,,97,92
411,4,10:50.0,,Defensive rebound by T. Ulis,97,92
412,4,10:45.0,,Shooting block foul by J. Smith (drawn by A. Williams),97,92
413,4,10:45.0,,A. Williams misses free throw 1 of 2,97,92
414,4,10:45.0,,Offensive rebound by Team,97,92
415,4,10:45.0,,A. Williams misses free throw 2 of 2,97,92
416,4,10:44.0,Defensive rebound by J. Smith,,97,92
417,4,10:26.0,T. Satoranský misses 3-pt jump shot from 25 ft,,97,92
418,4,10:24.0,,Defensive rebound by A. Williams,97,92
419,4,10:15.0,,T. Ulis makes 2-pt jump shot from 12 ft,97,94
420,4,10:00.0,Shooting foul by A. Williams (drawn by B. Bogdanović),,97,94
421,4,10:00.0,B. Bogdanović makes free throw 1 of 2,,98,94
422,4,10:00.0,B. Beal enters the game for T. Burke,,98,94
423,4,10:00.0,,A. Len enters the game for A. Williams,98,94
424,4,10:00.0,B. Bogdanović makes free throw 2 of 2,,99,94
425,4,9:50.0,,A. Len makes 2-pt dunk at rim (assist by T. Ulis),99,96
426,4,9:33.0,I. Mahinmi misses 2-pt jump shot from 6 ft (block by M. Chriss),,99,96
427,4,9:29.0,,Defensive rebound by T. Ulis,99,96
428,4,9:16.0,,L. Barbosa makes 3-pt jump shot from 25 ft,99,99
429,4,9:14.0,Washington full timeout,,99,99
430,4,8:58.0,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by J. Smith),,101,99
431,4,8:38.0,,M. Chriss makes 3-pt jump shot from 26 ft (assist by L. Barbosa),101,102
432,4,8:16.0,B. Beal misses 3-pt jump shot from 26 ft,,101,102
433,4,8:14.0,,Defensive rebound by M. Chriss,101,102
434,4,7:57.0,,T. Ulis makes 2-pt layup from 1 ft,101,104
435,4,7:42.0,J. Wall enters the game for I. Mahinmi,,101,104
436,4,7:42.0,M. Gortat enters the game for J. Smith,,101,104
437,4,7:42.0,M. Morris enters the game for T. Satoranský,,101,104
438,4,7:38.0,B. Beal makes 2-pt layup from 1 ft,,103,104
439,4,7:27.0,,T. Ulis misses 2-pt jump shot from 9 ft,103,104
440,4,7:25.0,Defensive rebound by J. Wall,,103,104
441,4,7:14.0,Turnover by J. Wall (bad pass; steal by A. Len),,103,104
442,4,7:08.0,,L. Barbosa misses 3-pt jump shot from 23 ft,103,104
443,4,7:04.0,Defensive rebound by M. Gortat,,103,104
444,4,7:01.0,B. Bogdanović makes 2-pt dunk at rim (assist by J. Wall),,105,104
445,4,7:01.0,Shooting foul by A. Len (drawn by B. Bogdanović),,105,104
446,4,7:01.0,B. Bogdanović makes free throw 1 of 1,,106,104
447,4,6:44.0,,Shooting foul by B. Beal (drawn by L. Barbosa),106,104
448,4,6:44.0,,L. Barbosa makes free throw 1 of 2,106,105
449,4,6:44.0,,T. Warren enters the game for A. Len,106,105
450,4,6:44.0,,L. Barbosa makes free throw 2 of 2,106,106
451,4,6:29.0,Shooting block foul by M. Chriss (drawn by J. Wall),,106,106
452,4,6:29.0,J. Wall makes free throw 1 of 2,,107,106
453,4,6:29.0,J. Wall makes free throw 2 of 2,,108,106
454,4,6:14.0,,Turnover by L. Barbosa (bad pass; steal by J. Wall),108,106
455,4,6:10.0,M. Morris makes 2-pt layup from 1 ft (assist by J. Wall),,110,106
456,4,6:10.0,,Phoenix full timeout,110,106
457,4,6:10.0,,D. Booker enters the game for L. Barbosa,110,106
458,4,5:53.0,,D. Jones makes 2-pt dunk at rim (assist by D. Booker),110,108
459,4,5:35.0,B. Beal misses 2-pt layup from 3 ft,,110,108
460,4,5:30.0,,Defensive rebound by Team,110,108
461,4,5:16.0,,T. Ulis makes 2-pt jump shot from 16 ft,110,110
462,4,4:56.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by M. Gortat),,113,110
463,4,4:30.0,,T. Warren misses 3-pt jump shot from 24 ft,113,110
464,4,4:28.0,Defensive rebound by B. Bogdanović,,113,110
465,4,4:17.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,115,110
466,4,4:06.0,,D. Booker misses 2-pt layup from 2 ft (block by J. Wall),115,110
467,4,4:04.0,,Offensive rebound by M. Chriss,115,110
468,4,4:04.0,Offensive charge foul by M. Chriss (drawn by M. Gortat),,115,110
469,4,4:04.0,,Turnover by M. Chriss (offensive foul),115,110
470,4,4:04.0,,A. Williams enters the game for M. Chriss,115,110
471,4,4:04.0,,E. Bledsoe enters the game for D. Jones,115,110
472,4,3:54.0,J. Wall makes 2-pt layup from 1 ft,,117,110
473,4,3:54.0,Shooting foul by A. Williams (drawn by J. Wall),,117,110
474,4,3:54.0,,A. Len enters the game for A. Williams,117,110
475,4,3:54.0,J. Wall makes free throw 1 of 1,,118,110
476,4,3:30.0,,T. Warren misses 2-pt jump shot from 13 ft,118,110
477,4,3:28.0,,Offensive rebound by A. Len,118,110
478,4,3:28.0,,A. Len makes 2-pt layup from 1 ft,118,112
479,4,3:03.0,B. Beal makes 2-pt layup from 2 ft (assist by M. Morris),,120,112
480,4,2:56.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,120,112
481,4,2:53.0,Defensive rebound by J. Wall,,120,112
482,4,2:50.0,J. Wall makes 2-pt layup from 1 ft,,122,112
483,4,2:46.0,,Phoenix full timeout,122,112
484,4,2:46.0,Official timeout,,122,112
485,4,2:46.0,,D. Jones enters the game for T. Ulis,122,112
486,4,2:39.0,,Turnover by A. Len (offensive goaltending),122,112
487,4,2:21.0,J. Wall misses 2-pt jump shot from 17 ft,,122,112
488,4,2:18.0,,Defensive rebound by A. Len,122,112
489,4,2:12.0,,Shooting foul by M. Gortat (drawn by E. Bledsoe),122,112
490,4,2:12.0,,E. Bledsoe makes free throw 1 of 2,122,113
491,4,2:12.0,,E. Bledsoe makes free throw 2 of 2,122,114
492,4,1:49.0,M. Gortat misses 2-pt jump shot from 14 ft,,122,114
493,4,1:46.0,,Defensive rebound by T. Warren,122,114
494,4,1:41.0,,T. Warren makes 2-pt layup from 1 ft (assist by E. Bledsoe),122,116
495,4,1:22.0,J. Wall misses 2-pt layup from 1 ft,,122,116
496,4,1:19.0,,Defensive rebound by A. Len,122,116
497,4,1:17.0,,T. Warren misses 2-pt layup from 2 ft (block by M. Gortat),122,116
498,4,1:13.0,Defensive rebound by B. Bogdanović,,122,116
499,4,1:06.0,Turnover by M. Morris (step out of bounds),,122,116
500,4,0:56.0,,E. Bledsoe makes 2-pt layup from 1 ft,122,118
501,4,0:40.0,B. Beal makes 2-pt dunk at rim,,124,118
502,4,0:40.0,,Phoenix full timeout,124,118
503,4,0:40.0,,L. Barbosa enters the game for D. Jones,124,118
504,4,0:40.0,O. Porter enters the game for M. Gortat,,124,118
505,4,0:33.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,124,118
506,4,0:31.0,Defensive rebound by B. Bogdanović,,124,118
507,4,0:29.0,Personal block foul by L. Barbosa (drawn by B. Bogdanović),,124,118
508,4,0:29.0,B. Bogdanović makes free throw 1 of 2,,125,118
509,4,0:29.0,B. Bogdanović makes free throw 2 of 2,,126,118
510,4,0:29.0,,Phoenix full timeout,126,118
511,4,0:21.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Warren),126,121
512,4,0:18.0,Personal take foul by E. Bledsoe (drawn by J. Wall),,126,121
513,4,0:18.0,J. Wall misses free throw 1 of 2,,126,121
514,4,0:18.0,Offensive rebound by Team,,126,121
515,4,0:18.0,J. Wall makes free throw 2 of 2,,127,121
516,4,0:14.0,,D. Booker makes 2-pt layup from 1 ft,127,123
517,4,0:14.0,,Shooting foul by O. Porter (drawn by D. Booker),127,123
518,4,0:14.0,M. Gortat enters the game for B. Bogdanović,,127,123
519,4,0:14.0,,D. Jones enters the game for A. Len,127,124
520,4,0:14.0,B. Bogdanović enters the game for M. Morris,,127,124
521,4,0:14.0,,D. Booker makes free throw 1 of 1,127,124
522,4,0:14.0,Washington full timeout,,127,124
523,4,0:13.0,Personal foul by L. Barbosa (drawn by B. Bogdanović),,127,124
524,4,0:13.0,B. Bogdanović makes free throw 1 of 2,,128,124
525,4,0:13.0,K. Oubre enters the game for M. Gortat,,128,124
526,4,0:13.0,,A. Len enters the game for D. Jones,128,124
527,4,0:13.0,B. Bogdanović makes free throw 2 of 2,,129,124
528,4,0:07.0,,D. Booker makes 3-pt jump shot from 32 ft,129,127
529,4,0:07.0,Personal take foul by E. Bledsoe (drawn by J. Wall),,129,127
530,4,0:07.0,J. Wall makes free throw 1 of 2,,130,127
531,4,0:07.0,J. Wall makes free throw 2 of 2,,131,127
532,4,0:03.0,,D. Booker misses 3-pt jump shot from 57 ft,131,127
533,4,0:02.0,Defensive rebound by O. Porter,,131,127
