,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
34,1,7:34.0,Washington full timeout,,10,10
35,1,7:27.0,B. Beal makes 2-pt jump shot from 18 ft,,12,10
36,1,7:06.0,,S. Ibaka misses 2-pt jump shot from 9 ft,12,10
37,1,7:05.0,Defensive rebound by M. Gortat,,12,10
38,1,6:53.0,M. Morris misses 3-pt jump shot from 25 ft,,12,10
39,1,6:52.0,,Defensive rebound by A. Gordon,12,10
40,1,6:37.0,,N. Vučević misses 2-pt hook shot from 6 ft,12,10
41,1,6:36.0,Defensive rebound by O. Porter,,12,10
42,1,6:25.0,A. Nicholson enters the game for M. Morris,,12,10
43,1,6:21.0,B. Beal misses 2-pt jump shot from 16 ft,,12,10
44,1,6:19.0,Offensive rebound by A. Nicholson,,12,10
45,1,6:18.0,A. Nicholson makes 2-pt hook shot from 3 ft,,14,10
46,1,5:54.0,,E. Fournier misses 3-pt jump shot from 25 ft,14,10
47,1,5:53.0,,Offensive rebound by Team,14,10
48,1,5:38.0,,S. Ibaka misses 3-pt jump shot from 25 ft,14,10
49,1,5:37.0,Defensive rebound by A. Nicholson,,14,10
50,1,5:28.0,Shooting foul by S. Ibaka (drawn by M. Gortat),,14,10
51,1,5:28.0,M. Gortat makes free throw 1 of 2,,15,10
52,1,5:28.0,T. Burke enters the game for T. Satoranský,,15,10
53,1,5:28.0,M. Gortat makes free throw 2 of 2,,16,10
54,1,5:15.0,,Turnover by E. Fournier (bad pass; steal by A. Nicholson),16,10
55,1,5:06.0,M. Gortat misses 2-pt jump shot from 13 ft,,16,10
56,1,5:04.0,Offensive rebound by O. Porter,,16,10
57,1,5:01.0,O. Porter makes 2-pt jump shot from 20 ft,,18,10
58,1,5:01.0,,Orlando full timeout,18,10
59,1,5:01.0,,J. Green enters the game for A. Gordon,18,10
60,1,5:01.0,,B. Biyombo enters the game for S. Ibaka,18,10
61,1,4:46.0,,E. Payton misses 3-pt jump shot from 24 ft,18,10
62,1,4:44.0,Defensive rebound by O. Porter,,18,10
63,1,4:31.0,B. Beal misses 3-pt jump shot from 25 ft,,18,10
64,1,4:29.0,Offensive rebound by B. Beal,,18,10
65,1,4:19.0,A. Nicholson misses 3-pt jump shot from 26 ft,,18,10
66,1,4:19.0,,Defensive rebound by Team,18,10
67,1,4:19.0,Loose ball foul by M. Gortat (drawn by B. Biyombo),,18,10
68,1,4:19.0,M. Thornton enters the game for B. Beal,,18,10
69,1,4:05.0,,J. Green makes 2-pt layup from 2 ft,18,12
70,1,3:43.0,M. Thornton misses 3-pt jump shot from 25 ft,,18,12
71,1,3:42.0,,Defensive rebound by N. Vučević,18,12
72,1,3:35.0,,Turnover by E. Payton (bad pass; steal by M. Gortat),18,12
73,1,3:25.0,Personal foul by E. Fournier (drawn by M. Thornton),,18,12
74,1,3:12.0,M. Gortat misses 2-pt jump shot from 17 ft,,18,12
75,1,3:11.0,,Defensive rebound by B. Biyombo,18,12
76,1,3:01.0,,J. Green misses 3-pt jump shot from 25 ft,18,12
77,1,3:00.0,Defensive rebound by M. Thornton,,18,12
78,1,2:52.0,,Violation by E. Fournier (kicked ball),18,12
79,1,2:52.0,,M. Hezonja enters the game for E. Payton,18,12
80,1,2:52.0,,D. Augustin enters the game for N. Vučević,18,12
81,1,2:45.0,T. Burke makes 2-pt jump shot from 18 ft,,20,12
82,1,2:24.0,,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),20,14
83,1,2:06.0,M. Thornton misses 3-pt jump shot from 25 ft,,20,14
84,1,2:05.0,Offensive rebound by M. Gortat,,20,14
85,1,2:01.0,A. Nicholson misses 2-pt layup from 2 ft,,20,14
86,1,2:00.0,,Defensive rebound by B. Biyombo,20,14
87,1,1:54.0,,J. Green makes 2-pt jump shot from 4 ft,20,16
88,1,1:54.0,,Shooting foul by A. Nicholson (drawn by J. Green),20,16
89,1,1:54.0,J. Smith enters the game for M. Gortat,,20,16
90,1,1:54.0,,J. Green makes free throw 1 of 1,20,17
91,1,1:44.0,Offensive foul by A. Nicholson (drawn by B. Biyombo),,20,17
92,1,1:44.0,Turnover by A. Nicholson (offensive foul),,20,17
93,1,1:44.0,M. Morris enters the game for A. Nicholson,,20,17
94,1,1:44.0,K. Oubre enters the game for O. Porter,,20,17
95,1,1:25.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by J. Green),20,20
96,1,1:05.0,M. Morris makes 2-pt layup from 2 ft,,22,20
97,1,0:53.0,,M. Hezonja misses 2-pt jump shot from 17 ft,22,20
98,1,0:50.0,Defensive rebound by M. Thornton,,22,20
99,1,0:41.0,M. Thornton makes 2-pt jump shot from 8 ft,,24,20
100,1,0:15.0,,M. Hezonja misses 3-pt jump shot from 24 ft,24,20
101,1,0:14.0,Defensive rebound by M. Morris,,24,20
102,1,0:04.0,Turnover by T. Burke (lost ball; steal by D. Augustin),,24,20
103,2,11:44.0,Turnover by M. Morris (traveling),,24,20
104,2,11:34.0,,Offensive foul by B. Biyombo (drawn by M. Thornton),24,20
105,2,11:34.0,,Turnover by B. Biyombo (offensive foul),24,20
106,2,11:11.0,M. Morris makes 2-pt jump shot from 19 ft,,26,20
107,2,10:55.0,,M. Hezonja misses 3-pt jump shot from 25 ft,26,20
108,2,10:54.0,Defensive rebound by M. Morris,,26,20
109,2,10:40.0,Turnover by M. Thornton (bad pass; steal by D. Augustin),,26,20
110,2,10:36.0,,D. Augustin makes 2-pt layup from 2 ft,26,22
111,2,10:27.0,K. Oubre misses 2-pt jump shot from 3 ft,,26,22
112,2,10:23.0,,Defensive rebound by B. Biyombo,26,22
113,2,10:18.0,,D. Augustin misses 2-pt layup from 1 ft (block by J. Smith),26,22
114,2,10:18.0,,Offensive rebound by Team,26,22
115,2,10:12.0,,Shooting foul by M. Thornton (drawn by M. Hezonja),26,22
116,2,10:12.0,,M. Hezonja misses free throw 1 of 2,26,22
117,2,10:12.0,,Offensive rebound by Team,26,22
118,2,10:12.0,,M. Hezonja makes free throw 2 of 2,26,23
119,2,9:56.0,K. Oubre misses 2-pt jump shot from 15 ft,,26,23
120,2,9:55.0,,Defensive rebound by J. Green,26,23
121,2,9:46.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by J. Green),26,25
122,2,9:23.0,T. Burke misses 2-pt jump shot from 21 ft,,26,25
123,2,9:22.0,,Defensive rebound by M. Hezonja,26,25
124,2,8:59.0,,D. Augustin misses 3-pt jump shot from 25 ft,26,25
125,2,8:57.0,Defensive rebound by M. Thornton,,26,25
126,2,8:41.0,Shooting foul by J. Green (drawn by M. Morris),,26,25
127,2,8:41.0,Official timeout,,26,25
128,2,8:41.0,M. Morris misses free throw 1 of 2,,26,25
129,2,8:41.0,Offensive rebound by Team,,26,25
130,2,8:41.0,M. Morris makes free throw 2 of 2,,27,25
131,2,8:26.0,,J. Green misses 2-pt layup from 1 ft,27,25
132,2,8:23.0,,Offensive rebound by B. Biyombo,27,25
133,2,8:23.0,,B. Biyombo makes 2-pt dunk at rim,27,27
134,2,8:08.0,M. Thornton misses 2-pt jump shot from 18 ft,,27,27
135,2,8:06.0,,Defensive rebound by B. Biyombo,27,27
136,2,7:44.0,,M. Hezonja misses 3-pt jump shot from 27 ft,27,27
137,2,7:43.0,Defensive rebound by M. Morris,,27,27
138,2,7:35.0,T. Burke misses 2-pt layup from 2 ft (block by B. Biyombo),,27,27
139,2,7:33.0,,Defensive rebound by B. Biyombo,27,27
140,2,7:30.0,,Shooting foul by J. Smith (drawn by J. Green),27,27
141,2,7:30.0,,J. Green makes free throw 1 of 2,27,28
142,2,7:30.0,,A. Gordon enters the game for M. Hezonja,27,28
143,2,7:30.0,M. Gortat enters the game for J. Smith,,27,28
144,2,7:30.0,B. Beal enters the game for K. Oubre,,27,28
145,2,7:30.0,,J. Green makes free throw 2 of 2,27,29
146,2,7:17.0,M. Morris makes 2-pt hook shot from 9 ft,,29,29
147,2,7:00.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by B. Biyombo),29,32
148,2,6:36.0,M. Thornton makes 2-pt layup from 2 ft (assist by B. Beal),,31,32
149,2,6:24.0,,D. Augustin misses 3-pt jump shot from 26 ft,31,32
150,2,6:23.0,Defensive rebound by M. Gortat,,31,32
151,2,6:14.0,T. Burke makes 2-pt jump shot from 14 ft,,33,32
152,2,5:57.0,,J. Green misses 3-pt jump shot from 26 ft,33,32
153,2,5:56.0,Defensive rebound by M. Thornton,,33,32
154,2,5:49.0,,Violation by B. Biyombo (def goaltending),33,32
155,2,5:49.0,M. Thornton makes 2-pt layup from 3 ft,,35,32
156,2,5:49.0,,Orlando full timeout,35,32
157,2,5:49.0,,S. Ibaka enters the game for J. Green,35,32
158,2,5:49.0,,E. Payton enters the game for D. Augustin,35,32
159,2,5:49.0,T. Satoranský enters the game for T. Burke,,35,32
160,2,5:49.0,O. Porter enters the game for M. Thornton,,35,32
161,2,5:29.0,,E. Payton misses 2-pt jump shot from 5 ft,35,32
162,2,5:27.0,,Offensive rebound by E. Payton,35,32
163,2,5:25.0,,E. Payton misses 2-pt layup from 2 ft (block by M. Morris),35,32
164,2,5:22.0,Defensive rebound by M. Gortat,,35,32
165,2,5:18.0,T. Satoranský misses 2-pt jump shot from 4 ft (block by B. Biyombo),,35,32
166,2,5:16.0,Offensive rebound by M. Morris,,35,32
167,2,5:13.0,B. Beal makes 2-pt jump shot from 16 ft,,37,32
168,2,4:58.0,,Turnover by C. Watson (bad pass; steal by T. Satoranský),37,32
169,2,4:40.0,O. Porter makes 3-pt jump shot from 23 ft (assist by M. Morris),,40,32
170,2,4:21.0,,S. Ibaka misses 2-pt jump shot from 22 ft,40,32
171,2,4:20.0,,Offensive rebound by A. Gordon,40,32
172,2,4:20.0,,A. Gordon makes 2-pt dunk at rim,40,34
173,2,4:03.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,43,34
174,2,4:02.0,,Orlando full timeout,43,34
175,2,4:02.0,,N. Vučević enters the game for C. Watson,43,34
176,2,4:02.0,,E. Fournier enters the game for B. Biyombo,43,34
177,2,3:44.0,,S. Ibaka misses 2-pt jump shot from 18 ft,43,34
178,2,3:43.0,Defensive rebound by M. Gortat,,43,34
179,2,3:35.0,Personal foul by E. Payton (drawn by T. Satoranský),,43,34
180,2,3:23.0,M. Morris makes 2-pt dunk at rim (assist by B. Beal),,45,34
181,2,3:05.0,,Turnover by E. Fournier (lost ball; steal by B. Beal),45,34
182,2,3:00.0,B. Beal misses 3-pt jump shot from 25 ft,,45,34
183,2,2:58.0,,Defensive rebound by S. Ibaka,45,34
184,2,2:37.0,,Turnover by E. Payton (bad pass),45,34
185,2,2:37.0,Washington full timeout,,45,34
186,2,2:23.0,B. Beal misses 2-pt layup at rim,,45,34
187,2,2:22.0,,Defensive rebound by S. Ibaka,45,34
188,2,2:15.0,,Shooting foul by B. Beal (drawn by E. Fournier),45,34
189,2,2:15.0,,E. Fournier makes free throw 1 of 2,45,35
190,2,2:15.0,,E. Fournier makes free throw 2 of 2,45,36
191,2,2:05.0,Personal foul by E. Fournier (drawn by B. Beal),,45,36
192,2,1:59.0,Shooting foul by S. Ibaka (drawn by M. Morris),,45,36
193,2,1:59.0,M. Morris makes free throw 1 of 2,,46,36
194,2,1:59.0,M. Morris makes free throw 2 of 2,,47,36
195,2,1:49.0,,A. Gordon misses 2-pt layup from 2 ft,47,36
196,2,1:47.0,,Offensive rebound by S. Ibaka,47,36
197,2,1:33.0,,S. Ibaka makes 2-pt jump shot from 12 ft (assist by E. Payton),47,38
198,2,1:23.0,Washington full timeout,,47,38
199,2,1:23.0,M. Thornton enters the game for B. Beal,,47,38
200,2,1:10.0,O. Porter misses 2-pt jump shot from 22 ft,,47,38
201,2,1:09.0,,Defensive rebound by S. Ibaka,47,38
202,2,0:51.0,,E. Payton misses 3-pt jump shot from 23 ft,47,38
203,2,0:50.0,,Offensive rebound by N. Vučević,47,38
204,2,0:45.0,,E. Fournier misses 2-pt jump shot from 6 ft (block by M. Morris),47,38
205,2,0:43.0,,Offensive rebound by S. Ibaka,47,38
206,2,0:43.0,,S. Ibaka makes 2-pt layup from 1 ft,47,40
207,2,0:24.0,M. Thornton makes 3-pt jump shot from 23 ft (assist by T. Satoranský),,50,40
208,2,0:06.0,,Personal take foul by T. Satoranský (drawn by E. Payton),50,40
209,2,0:06.0,K. Oubre enters the game for T. Satoranský,,50,40
210,2,0:02.0,,E. Fournier misses 3-pt jump shot from 26 ft,50,40
211,2,0:01.0,Defensive rebound by O. Porter,,50,40
212,2,0:00.0,O. Porter misses 3-pt jump shot from 58 ft,,50,40
213,2,0:00.0,Offensive rebound by Team,,50,40
214,3,11:45.0,T. Satoranský misses 2-pt layup from 2 ft (block by A. Gordon),,50,40
215,3,11:41.0,,Defensive rebound by S. Ibaka,50,40
216,3,11:20.0,,E. Payton makes 3-pt jump shot from 25 ft (assist by N. Vučević),50,43
217,3,10:59.0,Personal foul by E. Fournier (drawn by B. Beal),,50,43
218,3,10:53.0,Shooting foul by E. Payton (drawn by T. Satoranský),,50,43
219,3,10:53.0,T. Satoranský makes 2-pt jump shot from 4 ft,,52,43
220,3,10:53.0,T. Satoranský misses free throw 1 of 1,,52,43
221,3,10:51.0,,Defensive rebound by N. Vučević,52,43
222,3,10:43.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by A. Gordon),52,46
223,3,10:16.0,M. Morris misses 2-pt jump shot from 18 ft,,52,46
224,3,10:14.0,,Defensive rebound by S. Ibaka,52,46
225,3,9:56.0,,N. Vučević makes 2-pt hook shot from 12 ft,52,48
226,3,9:45.0,T. Satoranský misses 2-pt dunk at rim,,52,48
227,3,9:43.0,,Defensive rebound by N. Vučević,52,48
228,3,9:36.0,,A. Gordon misses 3-pt jump shot from 24 ft,52,48
229,3,9:35.0,,Offensive rebound by N. Vučević,52,48
230,3,9:24.0,,Shooting foul by O. Porter (drawn by E. Fournier),52,48
231,3,9:24.0,,E. Fournier makes free throw 1 of 2,52,49
232,3,9:24.0,,E. Fournier makes free throw 2 of 2,52,50
233,3,9:08.0,M. Gortat makes 2-pt hook shot from 12 ft,,54,50
234,3,8:43.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Payton),54,53
235,3,8:42.0,Washington full timeout,,54,53
236,3,8:29.0,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Morris),,57,53
237,3,8:08.0,,Personal foul by O. Porter (drawn by A. Gordon),57,53
238,3,7:58.0,,S. Ibaka misses 2-pt jump shot from 19 ft,57,53
239,3,7:57.0,,Offensive rebound by Team,57,53
240,3,7:57.0,Loose ball foul by O. Porter (drawn by A. Gordon),,57,53
241,3,7:57.0,K. Oubre enters the game for O. Porter,,57,53
242,3,7:49.0,,E. Fournier misses 3-pt jump shot from 26 ft,57,53
243,3,7:48.0,Defensive rebound by M. Gortat,,57,53
244,3,7:36.0,M. Gortat misses 2-pt jump shot from 9 ft,,57,53
245,3,7:36.0,Offensive rebound by Team,,57,53
246,3,7:36.0,,Loose ball foul by E. Fournier (drawn by M. Morris),57,53
247,3,7:36.0,,M. Hezonja enters the game for E. Fournier,57,53
248,3,7:23.0,T. Satoranský makes 2-pt jump shot from 5 ft,,59,53
249,3,7:08.0,,S. Ibaka makes 2-pt jump shot from 8 ft (assist by A. Gordon),59,55
250,3,6:55.0,K. Oubre makes 2-pt layup from 1 ft,,61,55
251,3,6:45.0,,S. Ibaka misses 2-pt hook shot from 9 ft,61,55
252,3,6:44.0,Defensive rebound by T. Satoranský,,61,55
253,3,6:28.0,B. Beal misses 2-pt jump shot from 18 ft,,61,55
254,3,6:26.0,,Defensive rebound by N. Vučević,61,55
255,3,6:19.0,,E. Payton makes 2-pt jump shot from 23 ft,61,57
256,3,5:53.0,K. Oubre misses 2-pt jump shot from 12 ft (block by N. Vučević),,61,57
257,3,5:51.0,,Defensive rebound by N. Vučević,61,57
258,3,5:40.0,,E. Payton misses 2-pt jump shot from 20 ft,61,57
259,3,5:39.0,Defensive rebound by M. Morris,,61,57
260,3,5:20.0,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),,63,57
261,3,4:52.0,,Turnover by Team (shot clock),63,57
262,3,4:52.0,A. Nicholson enters the game for M. Morris,,63,57
263,3,4:34.0,A. Nicholson makes 2-pt layup from 2 ft (assist by M. Gortat),,65,57
264,3,4:17.0,,S. Ibaka misses 2-pt jump shot from 18 ft,65,57
265,3,4:16.0,Defensive rebound by M. Gortat,,65,57
266,3,3:58.0,Turnover by M. Gortat (lost ball),,65,57
267,3,3:58.0,Loose ball foul by M. Gortat (drawn by N. Vučević),,65,57
268,3,3:58.0,,J. Green enters the game for S. Ibaka,65,57
269,3,3:35.0,,A. Gordon misses 3-pt jump shot from 25 ft,65,57
270,3,3:34.0,Defensive rebound by M. Gortat,,65,57
271,3,3:18.0,B. Beal misses 2-pt jump shot from 22 ft,,65,57
272,3,3:16.0,Offensive rebound by A. Nicholson,,65,57
273,3,3:16.0,A. Nicholson makes 2-pt layup from 1 ft,,67,57
274,3,3:16.0,Shooting foul by A. Gordon (drawn by A. Nicholson),,67,57
275,3,3:16.0,,Orlando full timeout,67,57
276,3,3:16.0,,D. Augustin enters the game for A. Gordon,67,57
277,3,3:16.0,,B. Biyombo enters the game for N. Vučević,67,57
278,3,3:16.0,,C. Watson enters the game for E. Payton,67,57
279,3,3:16.0,A. Nicholson makes free throw 1 of 1,,68,57
280,3,3:03.0,,Turnover by J. Green (bad pass),68,57
281,3,2:41.0,A. Nicholson misses 2-pt jump shot from 16 ft,,68,57
282,3,2:40.0,,Defensive rebound by M. Hezonja,68,57
283,3,2:16.0,,C. Watson misses 2-pt jump shot from 20 ft,68,57
284,3,2:15.0,Defensive rebound by M. Gortat,,68,57
285,3,1:56.0,A. Nicholson misses 2-pt hook shot from 8 ft,,68,57
286,3,1:55.0,,Defensive rebound by B. Biyombo,68,57
287,3,1:47.0,,Shooting foul by B. Beal (drawn by B. Biyombo),68,57
288,3,1:47.0,,B. Biyombo misses free throw 1 of 2,68,57
289,3,1:47.0,,Offensive rebound by Team,68,57
290,3,1:47.0,M. Thornton enters the game for B. Beal,,68,57
291,3,1:47.0,,B. Biyombo makes free throw 2 of 2,68,58
292,3,1:32.0,A. Nicholson misses 2-pt hook shot from 5 ft,,68,58
293,3,1:30.0,Offensive rebound by M. Gortat,,68,58
294,3,1:29.0,M. Gortat misses 2-pt layup from 1 ft,,68,58
295,3,1:27.0,Offensive rebound by A. Nicholson,,68,58
296,3,1:25.0,A. Nicholson makes 2-pt layup at rim,,70,58
297,3,1:15.0,,Shooting foul by M. Thornton (drawn by J. Green),70,58
298,3,1:15.0,,J. Green misses free throw 1 of 2,70,58
299,3,1:15.0,,Offensive rebound by Team,70,58
300,3,1:15.0,J. Smith enters the game for M. Gortat,,70,58
301,3,1:15.0,,J. Green makes free throw 2 of 2,70,59
302,3,1:03.0,Turnover by M. Thornton (lost ball; steal by C. Watson),,70,59
303,3,0:59.0,,D. Augustin makes 2-pt layup from 4 ft (assist by M. Hezonja),70,61
304,3,0:47.0,A. Nicholson misses 2-pt layup from 2 ft,,70,61
305,3,0:45.0,,Defensive rebound by J. Green,70,61
306,3,0:41.0,,Shooting foul by K. Oubre (drawn by B. Biyombo),70,61
307,3,0:41.0,,B. Biyombo misses free throw 1 of 2,70,61
308,3,0:41.0,,Offensive rebound by Team,70,61
309,3,0:41.0,,B. Biyombo misses free throw 2 of 2,70,61
310,3,0:41.0,B. Beal enters the game for K. Oubre,,70,61
311,3,0:39.0,,Offensive rebound by B. Biyombo,70,61
312,3,0:30.0,,Turnover by D. Augustin (bad pass),70,61
313,3,0:07.0,B. Beal misses 2-pt jump shot from 2 ft (block by B. Biyombo),,70,61
314,3,0:06.0,Offensive rebound by Team,,70,61
315,3,0:06.0,Turnover by Team (shot clock),,70,61
316,3,0:06.0,,S. Ibaka enters the game for B. Biyombo,70,61
317,3,0:06.0,K. Oubre enters the game for B. Beal,,70,61
318,3,0:00.0,,D. Augustin misses 2-pt jump shot from 15 ft,70,61
319,3,0:00.0,,Offensive rebound by Team,70,61
320,4,11:45.0,,M. Hezonja makes 2-pt jump shot from 20 ft (assist by D. Augustin),70,63
321,4,11:22.0,M. Morris misses 2-pt jump shot from 17 ft,,70,63
322,4,11:20.0,Offensive rebound by J. Smith,,70,63
323,4,11:07.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by M. Morris),,73,63
324,4,10:50.0,,J. Green makes 2-pt jump shot from 16 ft (assist by D. Augustin),73,65
325,4,10:28.0,T. Burke misses 2-pt jump shot from 19 ft,,73,65
326,4,10:27.0,,Defensive rebound by C. Watson,73,65
327,4,10:24.0,,Shooting foul by T. Burke (drawn by J. Green),73,65
328,4,10:24.0,,J. Green makes free throw 1 of 2,73,66
329,4,10:24.0,,J. Green makes free throw 2 of 2,73,67
330,4,10:11.0,Turnover by J. Smith (traveling),,73,67
331,4,9:59.0,,M. Hezonja makes 2-pt jump shot from 17 ft (assist by D. Augustin),73,69
332,4,9:59.0,Washington full timeout,,73,69
333,4,9:59.0,,E. Fournier enters the game for C. Watson,73,69
334,4,9:46.0,M. Morris misses 2-pt dunk at rim,,73,69
335,4,9:45.0,,Defensive rebound by Team,73,69
336,4,9:24.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by J. Green),73,72
337,4,8:57.0,M. Thornton misses 2-pt jump shot from 17 ft,,73,72
338,4,8:54.0,,Defensive rebound by J. Green,73,72
339,4,8:42.0,,J. Green misses 2-pt layup from 3 ft (block by J. Smith),73,72
340,4,8:39.0,,Offensive rebound by J. Green,73,72
341,4,8:39.0,,J. Green misses 2-pt layup from 2 ft,73,72
342,4,8:39.0,,Offensive rebound by Team,73,72
343,4,8:39.0,M. Gortat enters the game for M. Thornton,,73,72
344,4,8:39.0,O. Porter enters the game for J. Smith,,73,72
345,4,8:39.0,B. Beal enters the game for K. Oubre,,73,72
346,4,8:32.0,,M. Hezonja makes 2-pt jump shot from 21 ft (assist by D. Augustin),73,74
347,4,8:16.0,M. Morris misses 2-pt jump shot from 14 ft,,73,74
348,4,8:15.0,,Defensive rebound by B. Biyombo,73,74
349,4,8:06.0,,B. Biyombo makes 2-pt layup from 3 ft (assist by D. Augustin),73,76
350,4,8:06.0,Washington full timeout,,73,76
351,4,8:06.0,T. Satoranský enters the game for T. Burke,,73,76
352,4,7:45.0,B. Beal misses 3-pt jump shot from 26 ft,,73,76
353,4,7:43.0,,Defensive rebound by B. Biyombo,73,76
354,4,7:39.0,,Personal foul by T. Satoranský (drawn by B. Biyombo),73,76
355,4,7:26.0,,J. Green makes 3-pt jump shot from 25 ft (assist by E. Fournier),73,79
356,4,7:11.0,Shooting foul by B. Biyombo (drawn by M. Morris),,73,79
357,4,7:11.0,M. Morris makes free throw 1 of 2,,74,79
358,4,7:11.0,M. Morris makes free throw 2 of 2,,75,79
359,4,6:59.0,,Personal foul by B. Beal (drawn by B. Biyombo),75,79
360,4,6:48.0,,J. Green misses 2-pt jump shot from 22 ft,75,79
361,4,6:46.0,Defensive rebound by B. Beal,,75,79
362,4,6:26.0,M. Morris misses 2-pt jump shot from 8 ft,,75,79
363,4,6:25.0,Offensive rebound by O. Porter,,75,79
364,4,6:25.0,O. Porter misses 2-pt layup from 1 ft,,75,79
365,4,6:25.0,Offensive rebound by M. Gortat,,75,79
366,4,6:25.0,Shooting foul by B. Biyombo (drawn by M. Gortat),,75,79
367,4,6:25.0,M. Gortat misses free throw 1 of 2,,75,79
368,4,6:25.0,Offensive rebound by Team,,75,79
369,4,6:25.0,M. Gortat misses free throw 2 of 2,,75,79
370,4,6:23.0,,Defensive rebound by B. Biyombo,75,79
371,4,6:09.0,,D. Augustin misses 3-pt jump shot from 24 ft,75,79
372,4,6:08.0,Defensive rebound by M. Gortat,,75,79
373,4,5:48.0,Turnover by T. Satoranský (bad pass; steal by M. Hezonja),,75,79
374,4,5:44.0,,M. Hezonja makes 2-pt dunk at rim,75,81
375,4,5:26.0,B. Beal makes 2-pt layup from 1 ft (assist by M. Gortat),,77,81
376,4,5:03.0,,B. Biyombo misses 2-pt hook shot from 3 ft,77,81
377,4,5:01.0,,Offensive rebound by B. Biyombo,77,81
378,4,5:01.0,,B. Biyombo misses 2-pt layup from 2 ft,77,81
379,4,4:58.0,Defensive rebound by O. Porter,,77,81
380,4,4:52.0,B. Beal makes 3-pt jump shot from 27 ft,,80,81
381,4,4:49.0,,Orlando full timeout,80,81
382,4,4:49.0,,N. Vučević enters the game for B. Biyombo,80,81
383,4,4:49.0,,E. Payton enters the game for D. Augustin,80,81
384,4,4:25.0,,M. Hezonja misses 3-pt jump shot from 28 ft,80,81
385,4,4:24.0,Defensive rebound by M. Morris,,80,81
386,4,4:00.0,B. Beal makes 2-pt jump shot from 12 ft,,82,81
387,4,3:34.0,,J. Green makes 3-pt jump shot from 25 ft (assist by E. Payton),82,84
388,4,3:11.0,M. Morris misses 2-pt jump shot from 9 ft,,82,84
389,4,3:10.0,,Defensive rebound by N. Vučević,82,84
390,4,2:51.0,,N. Vučević makes 2-pt hook shot from 8 ft (assist by E. Fournier),82,86
