,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SAN ANTONIO_ACTION,ATLANTA_SCORE,SAN ANTONIO_SCORE
379,4,7:35.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by K. Leonard),85,89
380,4,7:19.0,T. Hardaway makes 2-pt dunk at rim (assist by E. İlyasova),,87,89
381,4,7:09.0,,Turnover by M. Ginóbili (bad pass; steal by E. İlyasova),87,89
382,4,7:05.0,Turnover by E. İlyasova (bad pass),,87,89
383,4,7:05.0,D. Schröder enters the game for J. Calderón,,87,89
384,4,7:05.0,,P. Mills enters the game for B. Forbes,87,89
385,4,6:54.0,,D. Dedmon makes 2-pt dunk at rim (assist by M. Ginóbili),87,91
386,4,6:39.0,Personal foul by D. Dedmon (drawn by D. Howard),,87,91
387,4,6:39.0,P. Millsap enters the game for E. İlyasova,,87,91
388,4,6:39.0,K. Bazemore enters the game for T. Prince,,87,91
389,4,6:39.0,,D. Green enters the game for M. Ginóbili,87,91
390,4,6:25.0,Turnover by D. Schröder (traveling),,87,91
391,4,6:14.0,,K. Leonard misses 2-pt layup from 3 ft,87,91
392,4,6:12.0,Defensive rebound by D. Howard,,87,91
393,4,6:12.0,Personal foul by K. Leonard (drawn by P. Millsap),,87,91
394,4,6:12.0,T. Sefolosha enters the game for T. Hardaway,,87,91
395,4,6:01.0,P. Millsap misses 2-pt jump shot from 13 ft,,87,91
396,4,5:59.0,,Defensive rebound by D. Dedmon,87,91
397,4,5:46.0,,K. Leonard misses 2-pt jump shot from 13 ft,87,91
398,4,5:45.0,Defensive rebound by D. Howard,,87,91
399,4,5:36.0,D. Schröder misses 2-pt layup from 1 ft (block by K. Leonard),,87,91
400,4,5:35.0,,Defensive rebound by D. Dedmon,87,91
401,4,5:20.0,,D. Green makes 3-pt jump shot from 24 ft (assist by P. Mills),87,94
402,4,5:08.0,Atlanta full timeout,,87,94
403,4,5:08.0,T. Hardaway enters the game for T. Sefolosha,,87,94
404,4,5:08.0,,P. Gasol enters the game for D. Dedmon,87,94
405,4,5:00.0,T. Hardaway misses 3-pt jump shot from 25 ft,,87,94
406,4,4:59.0,,Defensive rebound by D. Green,87,94
407,4,4:36.0,,P. Gasol misses 2-pt jump shot from 11 ft (block by P. Millsap),87,94
408,4,4:35.0,Defensive rebound by P. Millsap,,87,94
409,4,4:32.0,K. Bazemore makes 2-pt layup from 2 ft (assist by P. Millsap),,89,94
410,4,4:14.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by K. Leonard),89,97
411,4,3:59.0,,Violation by D. Lee (def goaltending),89,97
412,4,3:59.0,D. Schröder makes 2-pt layup from 2 ft,,91,97
413,4,3:46.0,,Personal foul by K. Bazemore (drawn by K. Leonard),91,97
414,4,3:46.0,T. Sefolosha enters the game for K. Bazemore,,91,97
415,4,3:32.0,,Turnover by Team (shot clock),91,97
416,4,3:32.0,K. Bazemore enters the game for T. Sefolosha,,91,97
417,4,3:22.0,T. Hardaway misses 3-pt jump shot from 25 ft,,91,97
418,4,3:20.0,,Defensive rebound by Team,91,97
419,4,3:06.0,,K. Leonard misses 2-pt jump shot from 17 ft,91,97
420,4,3:05.0,Defensive rebound by K. Bazemore,,91,97
421,4,2:57.0,D. Schröder misses 3-pt jump shot from 25 ft,,91,97
422,4,2:55.0,,Defensive rebound by P. Mills,91,97
423,4,2:45.0,,Turnover by K. Leonard (traveling),91,97
424,4,2:45.0,Official timeout,,91,97
425,4,2:45.0,E. İlyasova enters the game for D. Howard,,91,97
426,4,2:32.0,D. Schröder misses 3-pt jump shot from 24 ft,,91,97
427,4,2:30.0,,Defensive rebound by P. Gasol,91,97
428,4,2:07.0,,K. Leonard makes 3-pt jump shot from 26 ft,91,100
429,4,1:50.0,Turnover by K. Bazemore (lost ball),,91,100
430,4,1:36.0,,P. Mills makes 2-pt jump shot from 18 ft,91,102
431,4,1:28.0,D. Schröder misses 2-pt jump shot from 6 ft,,91,102
432,4,1:27.0,,Defensive rebound by P. Gasol,91,102
433,4,1:13.0,,Personal foul by K. Bazemore (drawn by K. Leonard),91,102
434,4,1:04.0,,K. Leonard misses 2-pt jump shot from 17 ft,91,102
435,4,1:03.0,Defensive rebound by D. Schröder,,91,102
436,4,1:00.0,Atlanta full timeout,,91,102
437,4,0:55.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,94,102
438,4,0:48.0,,Offensive foul by P. Gasol (drawn by D. Schröder),94,102
439,4,0:48.0,,Turnover by P. Gasol (offensive foul),94,102
440,4,0:41.0,T. Hardaway misses 3-pt jump shot from 23 ft (block by D. Green),,94,102
441,4,0:41.0,Offensive rebound by Team,,94,102
442,4,0:41.0,Atlanta full timeout,,94,102
443,4,0:38.0,K. Bazemore makes 2-pt layup from 1 ft (assist by T. Hardaway),,96,102
444,4,0:38.0,,Violation by K. Leonard (def goaltending),96,102
445,4,0:35.0,,Personal foul by K. Bazemore (drawn by K. Leonard),96,102
446,4,0:35.0,,K. Leonard makes free throw 1 of 2,96,103
447,4,0:35.0,T. Sefolosha enters the game for K. Bazemore,,96,102
448,4,0:35.0,,M. Ginóbili enters the game for P. Gasol,96,103
449,4,0:35.0,,K. Leonard makes free throw 2 of 2,96,104
450,4,0:28.0,P. Millsap misses 3-pt jump shot from 24 ft,,96,104
451,4,0:26.0,,Defensive rebound by K. Leonard,96,104
452,4,0:24.0,,Personal take foul by P. Millsap (drawn by K. Leonard),96,104
453,4,0:24.0,,K. Leonard misses free throw 1 of 2,96,104
454,4,0:24.0,,Offensive rebound by Team,96,104
455,4,0:24.0,,K. Leonard makes free throw 2 of 2,96,105
456,4,0:24.0,Atlanta full timeout,,96,105
457,4,0:24.0,T. Prince enters the game for T. Sefolosha,,96,105
458,4,0:21.0,T. Prince makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,99,105
459,4,0:21.0,,San Antonio full timeout,99,105
460,4,0:21.0,T. Sefolosha enters the game for E. İlyasova,,99,105
461,4,0:21.0,,P. Gasol enters the game for D. Lee,99,105
462,4,0:18.0,,Personal foul by P. Millsap (drawn by K. Leonard),99,105
463,4,0:18.0,,K. Leonard makes free throw 1 of 2,99,106
464,4,0:18.0,,K. Anderson enters the game for P. Gasol,99,106
465,4,0:18.0,,K. Leonard makes free throw 2 of 2,99,107
466,4,0:13.0,T. Prince misses 3-pt jump shot from 23 ft,,99,107
467,4,0:08.0,Offensive rebound by T. Sefolosha,,99,107
468,4,0:08.0,T. Sefolosha misses 2-pt jump shot from 5 ft,,99,107
469,4,0:06.0,,Defensive rebound by D. Green,99,107
