,QUARTER,TIME_REMAINING,DETROIT_ACTION,TORONTO_ACTION,DETROIT_SCORE,TORONTO_SCORE
142,2,7:36.0,T. Harris misses 2-pt jump shot from 5 ft (block by L. Nogueira),,37,34
143,2,7:35.0,,Defensive rebound by T. Ross,37,34
144,2,7:25.0,,T. Ross makes 2-pt jump shot from 12 ft,37,36
145,2,6:56.0,S. Johnson misses 2-pt jump shot from 23 ft,,37,36
146,2,6:56.0,,Defensive rebound by N. Powell,37,36
147,2,6:47.0,,N. Powell makes 2-pt layup from 1 ft,37,38
148,2,6:39.0,Detroit full timeout,,37,38
149,2,6:39.0,J. Leuer enters the game for T. Harris,,37,38
150,2,6:39.0,R. Jackson enters the game for I. Smith,,37,38
151,2,6:33.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,37,38
152,2,6:32.0,,Defensive rebound by T. Ross,37,38
153,2,6:20.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by L. Nogueira),37,40
154,2,6:07.0,Personal foul by K. Lowry (drawn by K. Caldwell-Pope),,37,40
155,2,5:59.0,J. Leuer misses 3-pt jump shot from 24 ft (block by L. Nogueira),,37,40
156,2,5:59.0,Offensive rebound by Team,,37,40
157,2,5:59.0,Official timeout,,37,40
158,2,5:59.0,,D. DeRozan enters the game for T. Ross,37,40
159,2,5:52.0,R. Jackson misses 2-pt jump shot from 9 ft,,37,40
160,2,5:52.0,,Defensive rebound by Team,37,40
161,2,5:42.0,,N. Powell misses 3-pt jump shot from 24 ft,37,40
162,2,5:41.0,Defensive rebound by A. Drummond,,37,40
163,2,5:33.0,R. Jackson misses 3-pt jump shot from 24 ft,,37,40
164,2,5:32.0,,Defensive rebound by N. Powell,37,40
165,2,5:22.0,M. Morris enters the game for S. Johnson,,37,40
166,2,5:16.0,,N. Powell misses 2-pt hook shot from 8 ft,37,40
167,2,5:15.0,Defensive rebound by A. Drummond,,37,40
168,2,5:01.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,37,40
169,2,5:00.0,,Defensive rebound by N. Powell,37,40
170,2,4:43.0,,J. Valančiūnas makes 2-pt jump shot from 14 ft (assist by N. Powell),37,42
171,2,4:26.0,M. Morris makes 2-pt jump shot from 16 ft,,39,42
172,2,4:10.0,,Personal foul by M. Morris (drawn by J. Valančiūnas),39,42
173,2,4:10.0,,D. Carroll enters the game for N. Powell,39,42
174,2,4:00.0,,D. DeRozan misses 2-pt jump shot from 17 ft,39,42
175,2,3:59.0,,Offensive rebound by J. Valančiūnas,39,42
176,2,3:56.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft,39,44
177,2,3:43.0,Turnover by R. Jackson (bad pass),,39,44
178,2,3:27.0,,D. DeRozan makes 2-pt jump shot from 18 ft,39,46
179,2,3:26.0,Violation by A. Drummond (def goaltending),,39,46
180,2,3:13.0,R. Jackson misses 2-pt jump shot from 10 ft,,39,46
181,2,3:13.0,,Defensive rebound by D. DeRozan,39,46
182,2,3:04.0,,D. Carroll makes 2-pt jump shot from 7 ft (assist by D. DeRozan),39,48
183,2,2:47.0,A. Drummond misses 2-pt hook shot from 9 ft,,39,48
184,2,2:46.0,,Defensive rebound by K. Lowry,39,48
185,2,2:39.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by K. Lowry),39,51
186,2,2:32.0,Detroit full timeout,,39,51
187,2,2:32.0,,C. Joseph enters the game for K. Lowry,39,51
188,2,2:32.0,,J. Poeltl enters the game for L. Nogueira,39,51
189,2,2:32.0,I. Smith enters the game for J. Leuer,,39,51
190,2,2:32.0,A. Baynes enters the game for A. Drummond,,39,51
191,2,2:32.0,T. Harris enters the game for R. Jackson,,39,51
192,2,2:15.0,T. Harris makes 2-pt jump shot from 17 ft,,41,51
193,2,1:51.0,,D. DeRozan misses 3-pt jump shot from 24 ft,41,51
194,2,1:50.0,Defensive rebound by A. Baynes,,41,51
195,2,1:43.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,41,51
196,2,1:42.0,,Defensive rebound by D. DeRozan,41,51
197,2,1:30.0,,J. Valančiūnas misses 2-pt jump shot from 18 ft,41,51
198,2,1:29.0,Defensive rebound by T. Harris,,41,51
199,2,1:15.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,41,51
200,2,1:15.0,,Defensive rebound by J. Poeltl,41,51
201,2,1:00.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by M. Morris),41,51
202,2,1:00.0,Defensive rebound by Team,,41,51
203,2,0:47.0,Shooting foul by J. Poeltl (drawn by T. Harris),,41,51
204,2,0:47.0,T. Harris makes free throw 1 of 2,,42,51
205,2,0:47.0,,T. Ross enters the game for J. Poeltl,42,51
206,2,0:47.0,T. Harris makes free throw 2 of 2,,43,51
207,2,0:34.0,,D. DeRozan misses 2-pt jump shot from 16 ft (block by I. Smith),43,51
208,2,0:33.0,Defensive rebound by T. Harris,,43,51
209,2,0:26.0,M. Morris misses 3-pt jump shot from 23 ft,,43,51
210,2,0:25.0,Offensive rebound by A. Baynes,,43,51
211,2,0:21.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,43,51
212,2,0:21.0,Offensive rebound by Team,,43,51
213,2,0:21.0,,Loose ball foul by D. DeRozan (drawn by M. Morris),43,51
214,2,0:21.0,M. Morris makes free throw 1 of 2,,44,51
215,2,0:21.0,M. Morris makes free throw 2 of 2,,45,51
216,2,0:00.0,,D. DeRozan misses 2-pt jump shot from 21 ft,45,51
217,2,0:00.0,,Offensive rebound by Team,45,51
218,3,12:00.0,,Technical foul by D. DeRozan,45,51
219,3,12:00.0,K. Caldwell-Pope makes technical free throw,,46,51
220,3,11:49.0,Shooting foul by J. Valančiūnas (drawn by A. Drummond),,46,51
221,3,11:49.0,A. Drummond makes free throw 1 of 2,,47,51
222,3,11:49.0,A. Drummond misses free throw 2 of 2,,47,51
223,3,11:48.0,,Defensive rebound by D. Carroll,47,51
224,3,11:36.0,,Personal foul by M. Morris (drawn by J. Valančiūnas),47,51
225,3,11:21.0,,K. Lowry makes 3-pt jump shot from 25 ft,47,54
226,3,11:11.0,Turnover by K. Caldwell-Pope (bad pass),,47,54
227,3,10:51.0,,J. Valančiūnas makes 2-pt jump shot from 18 ft (assist by D. Carroll),47,56
228,3,10:41.0,R. Jackson misses 3-pt jump shot from 24 ft,,47,56
229,3,10:40.0,,Defensive rebound by J. Valančiūnas,47,56
230,3,10:30.0,,D. Carroll makes 2-pt jump shot from 12 ft (assist by K. Lowry),47,58
231,3,10:30.0,Detroit full timeout,,47,58
232,3,10:18.0,M. Morris misses 2-pt jump shot from 17 ft,,47,58
233,3,10:18.0,,Defensive rebound by J. Valančiūnas,47,58
234,3,10:05.0,,J. Poeltl makes 2-pt hook shot from 5 ft (assist by K. Lowry),47,60
235,3,9:50.0,K. Caldwell-Pope makes 2-pt jump shot from 11 ft,,49,60
236,3,9:31.0,,J. Valančiūnas misses 2-pt jump shot from 6 ft,49,60
237,3,9:31.0,,Offensive rebound by J. Poeltl,49,60
238,3,9:06.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),49,62
239,3,8:37.0,A. Drummond misses 2-pt jump shot from 10 ft,,49,62
240,3,8:36.0,,Defensive rebound by J. Valančiūnas,49,62
241,3,8:24.0,,D. Carroll misses 2-pt layup from 3 ft (block by A. Drummond),49,62
242,3,8:24.0,,Offensive rebound by Team,49,62
243,3,8:12.0,,D. Carroll makes 2-pt jump shot from 19 ft,49,64
244,3,7:42.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,49,64
245,3,7:41.0,,Defensive rebound by J. Poeltl,49,64
246,3,7:32.0,,Personal foul by M. Morris (drawn by J. Valančiūnas),49,64
247,3,7:19.0,,Shooting foul by M. Morris (drawn by J. Poeltl),49,64
248,3,7:19.0,,J. Poeltl makes free throw 1 of 2,49,65
249,3,7:19.0,,J. Poeltl misses free throw 2 of 2,49,65
250,3,7:19.0,Defensive rebound by S. Johnson,,49,65
251,3,7:19.0,A. Baynes enters the game for M. Morris,,49,65
252,3,7:19.0,I. Smith enters the game for J. Leuer,,49,65
253,3,7:19.0,T. Harris enters the game for A. Drummond,,49,65
254,3,7:19.0,S. Johnson enters the game for R. Jackson,,49,65
255,3,7:02.0,S. Johnson makes 2-pt jump shot from 14 ft,,51,65
256,3,6:46.0,,D. DeRozan makes 2-pt jump shot from 10 ft,51,67
257,3,6:33.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft,,54,67
258,3,6:18.0,,D. DeRozan misses 2-pt jump shot from 21 ft,54,67
259,3,6:17.0,,Offensive rebound by J. Poeltl,54,67
260,3,6:09.0,,Shooting foul by S. Johnson (drawn by D. DeRozan),54,67
261,3,6:09.0,,D. DeRozan makes free throw 1 of 2,54,68
262,3,6:09.0,,D. DeRozan makes free throw 2 of 2,54,69
263,3,5:55.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,54,69
264,3,5:54.0,,Defensive rebound by K. Lowry,54,69
265,3,5:44.0,,Shooting foul by K. Caldwell-Pope (drawn by K. Lowry),54,69
266,3,5:44.0,,K. Lowry makes free throw 1 of 2,54,70
267,3,5:44.0,,K. Lowry misses free throw 2 of 2,54,70
268,3,5:43.0,Defensive rebound by A. Baynes,,54,70
269,3,5:24.0,I. Smith makes 3-pt jump shot from 23 ft (assist by T. Harris),,57,70
270,3,4:59.0,,J. Valančiūnas misses 2-pt hook shot from 7 ft,57,70
271,3,4:58.0,,Offensive rebound by D. DeRozan,57,70
272,3,4:58.0,,Turnover by Team (shot clock),57,70
273,3,4:58.0,,L. Nogueira enters the game for J. Poeltl,57,70
274,3,4:45.0,T. Harris makes 2-pt jump shot from 6 ft,,59,70
275,3,4:28.0,,Shooting foul by A. Baynes (drawn by J. Valančiūnas),59,70
276,3,4:28.0,,J. Valančiūnas makes free throw 1 of 2,59,71
277,3,4:28.0,,J. Valančiūnas makes free throw 2 of 2,59,72
278,3,4:18.0,I. Smith misses 2-pt jump shot from 14 ft,,59,72
279,3,4:17.0,,Defensive rebound by K. Lowry,59,72
280,3,4:04.0,,D. Carroll misses 3-pt jump shot from 23 ft,59,72
281,3,4:03.0,,Offensive rebound by Team,59,72
282,3,4:03.0,,Toronto full timeout,59,72
283,3,4:03.0,,T. Ross enters the game for D. Carroll,59,72
284,3,4:03.0,,C. Joseph enters the game for K. Lowry,59,72
285,3,4:03.0,,J. Poeltl enters the game for J. Valančiūnas,59,72
286,3,4:03.0,,Violation by Team (jump ball),59,72
287,3,3:42.0,,Shooting foul by A. Baynes (drawn by D. DeRozan),59,72
288,3,3:42.0,,D. DeRozan makes free throw 1 of 2,59,73
289,3,3:42.0,,D. DeRozan makes free throw 2 of 2,59,74
290,3,3:24.0,Shooting foul by T. Ross (drawn by K. Caldwell-Pope),,59,74
291,3,3:24.0,K. Caldwell-Pope makes free throw 1 of 2,,60,74
292,3,3:24.0,K. Caldwell-Pope makes free throw 2 of 2,,61,74
293,3,3:12.0,,T. Ross misses 2-pt jump shot from 22 ft,61,74
294,3,3:11.0,Defensive rebound by S. Johnson,,61,74
295,3,3:03.0,Personal foul by T. Ross (drawn by K. Caldwell-Pope),,61,74
296,3,2:50.0,T. Harris makes 2-pt layup from 2 ft,,63,74
297,3,2:25.0,,C. Joseph misses 2-pt jump shot from 12 ft,63,74
298,3,2:24.0,Defensive rebound by A. Baynes,,63,74
299,3,2:16.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,63,74
300,3,2:16.0,Offensive rebound by A. Baynes,,63,74
301,3,2:10.0,T. Harris makes 3-pt jump shot from 24 ft (assist by I. Smith),,66,74
302,3,1:47.0,,C. Joseph makes 3-pt jump shot from 24 ft (assist by L. Nogueira),66,77
303,3,1:19.0,T. Harris misses 3-pt jump shot from 25 ft,,66,77
304,3,1:18.0,,Defensive rebound by C. Joseph,66,77
305,3,1:03.0,,Personal foul by I. Smith (drawn by C. Joseph),66,77
306,3,1:03.0,,C. Joseph misses free throw 1 of 2,66,77
307,3,1:03.0,,Offensive rebound by Team,66,77
308,3,1:03.0,,C. Joseph makes free throw 2 of 2,66,78
309,3,0:48.0,S. Johnson misses 3-pt jump shot from 24 ft (block by L. Nogueira),,66,78
310,3,0:47.0,,Defensive rebound by D. DeRozan,66,78
311,3,0:38.0,,C. Joseph makes 2-pt jump shot from 7 ft,66,80
312,3,0:26.0,I. Smith misses 2-pt jump shot from 17 ft,,66,80
313,3,0:26.0,,Defensive rebound by D. DeRozan,66,80
314,3,0:02.0,,D. DeRozan makes 2-pt jump shot from 16 ft,66,82
315,3,0:00.0,S. Johnson misses 3-pt jump shot from 57 ft,,66,82
316,3,0:00.0,Offensive rebound by Team,,66,82
317,4,11:40.0,,Turnover by C. Joseph (bad pass; steal by T. Harris),66,82
318,4,11:24.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,69,82
319,4,11:06.0,,C. Joseph misses 2-pt jump shot from 19 ft,69,82
320,4,11:06.0,Defensive rebound by T. Harris,,69,82
321,4,10:58.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,,71,82
322,4,10:29.0,,C. Joseph makes 2-pt jump shot from 10 ft,71,84
323,4,10:07.0,T. Harris misses 2-pt jump shot from 8 ft,,71,84
324,4,10:05.0,,Defensive rebound by D. Carroll,71,84
325,4,9:55.0,,Shooting foul by T. Harris (drawn by L. Nogueira),71,84
326,4,9:55.0,,L. Nogueira makes free throw 1 of 2,71,85
327,4,9:55.0,,L. Nogueira makes free throw 2 of 2,71,86
328,4,9:40.0,T. Harris makes 2-pt jump shot from 16 ft,,73,86
329,4,9:29.0,,Personal foul by A. Drummond (drawn by C. Joseph),73,86
330,4,9:29.0,M. Morris enters the game for K. Caldwell-Pope,,73,86
331,4,9:23.0,,T. Ross makes 2-pt jump shot from 12 ft (assist by C. Joseph),73,88
332,4,9:08.0,Shooting foul by T. Ross (drawn by M. Morris),,73,88
333,4,9:08.0,M. Morris makes free throw 1 of 2,,74,88
334,4,9:08.0,M. Morris makes free throw 2 of 2,,75,88
335,4,8:46.0,,K. Lowry misses 2-pt jump shot from 11 ft,75,88
336,4,8:45.0,Defensive rebound by M. Morris,,75,88
337,4,8:34.0,S. Johnson makes 3-pt jump shot from 22 ft (assist by I. Smith),,78,88
338,4,8:31.0,,Toronto full timeout,78,88
339,4,8:31.0,,J. Valančiūnas enters the game for T. Ross,78,88
340,4,8:07.0,,C. Joseph misses 2-pt jump shot from 19 ft,78,88
341,4,8:06.0,Defensive rebound by A. Drummond,,78,88
342,4,7:59.0,M. Morris makes 2-pt jump shot from 16 ft,,80,88
343,4,7:41.0,,Turnover by K. Lowry (bad pass; steal by S. Johnson),80,88
344,4,7:40.0,Personal foul by K. Lowry (drawn by I. Smith),,80,88
345,4,7:40.0,,D. DeRozan enters the game for C. Joseph,80,88
346,4,7:26.0,S. Johnson misses 2-pt jump shot from 10 ft,,80,88
347,4,7:25.0,Offensive rebound by A. Drummond,,80,88
348,4,7:23.0,A. Drummond misses 2-pt jump shot from 5 ft,,80,88
349,4,7:22.0,Offensive rebound by A. Drummond,,80,88
350,4,7:19.0,A. Drummond makes 2-pt layup from 1 ft,,82,88
351,4,7:13.0,,D. Carroll misses 3-pt jump shot from 26 ft,82,88
352,4,7:12.0,Defensive rebound by I. Smith,,82,88
353,4,7:10.0,Turnover by I. Smith (lost ball; steal by L. Nogueira),,82,88
354,4,7:00.0,,K. Lowry makes 3-pt jump shot from 26 ft,82,91
355,4,6:47.0,Shooting foul by K. Lowry (drawn by I. Smith),,82,91
356,4,6:47.0,I. Smith makes free throw 1 of 2,,83,91
357,4,6:47.0,I. Smith makes free throw 2 of 2,,84,91
358,4,6:30.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by L. Nogueira),84,93
359,4,6:10.0,S. Johnson misses 2-pt layup from 4 ft (block by K. Lowry),,84,93
360,4,6:10.0,Offensive rebound by Team,,84,93
361,4,6:10.0,K. Caldwell-Pope enters the game for S. Johnson,,84,93
362,4,6:05.0,K. Caldwell-Pope makes 2-pt jump shot from 9 ft (assist by M. Morris),,86,93
363,4,5:43.0,,Shooting foul by T. Harris (drawn by D. DeRozan),86,93
364,4,5:43.0,Official timeout,,86,93
365,4,5:43.0,,D. DeRozan misses free throw 1 of 3,86,93
366,4,5:43.0,,Offensive rebound by Team,86,93
367,4,5:43.0,,D. DeRozan makes free throw 2 of 3,86,94
368,4,5:43.0,,D. DeRozan makes free throw 3 of 3,86,95
369,4,5:30.0,Shooting foul by L. Nogueira (drawn by T. Harris),,86,95
370,4,5:30.0,T. Harris makes free throw 1 of 2,,87,95
371,4,5:30.0,T. Harris makes free throw 2 of 2,,88,95
372,4,5:09.0,,D. DeRozan misses 2-pt jump shot from 21 ft,88,95
373,4,5:08.0,Defensive rebound by A. Drummond,,88,95
374,4,4:56.0,I. Smith makes 2-pt jump shot from 7 ft,,90,95
375,4,4:40.0,,D. DeRozan misses 2-pt layup from 2 ft (block by T. Harris),90,95
376,4,4:38.0,Defensive rebound by A. Drummond,,90,95
377,4,4:35.0,Turnover by A. Drummond (lost ball),,90,95
378,4,4:14.0,,D. DeRozan makes 2-pt jump shot from 9 ft,90,97
379,4,3:54.0,T. Harris makes 2-pt jump shot from 15 ft,,92,97
380,4,3:28.0,,D. DeRozan misses 2-pt jump shot from 19 ft,92,97
381,4,3:27.0,Defensive rebound by T. Harris,,92,97
