,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
37,1,7:22.0,,P. Millsap makes free throw 1 of 2,12,10
38,1,7:22.0,,P. Millsap makes free throw 2 of 2,12,11
39,1,7:11.0,Personal foul by D. Schröder (drawn by D. Russell),,12,11
40,1,7:11.0,,M. Muscala enters the game for P. Millsap,12,11
41,1,7:08.0,Turnover by L. Deng (bad pass),,12,11
42,1,6:56.0,,Turnover by D. Howard (lost ball),12,11
43,1,6:41.0,D. Russell misses 2-pt jump shot from 14 ft,,12,11
44,1,6:40.0,Offensive rebound by D. Russell,,12,11
45,1,6:40.0,Shooting foul by K. Korver (drawn by L. Deng),,12,11
46,1,6:40.0,L. Deng makes free throw 1 of 2,,13,11
47,1,6:40.0,,T. Hardaway enters the game for K. Korver,13,11
48,1,6:40.0,L. Deng makes free throw 2 of 2,,14,11
49,1,6:32.0,,Shooting foul by I. Zubac (drawn by D. Howard),14,11
50,1,6:32.0,,D. Howard makes free throw 1 of 2,14,12
51,1,6:32.0,,D. Howard misses free throw 2 of 2,14,12
52,1,6:32.0,T. Black enters the game for I. Zubac,,14,12
53,1,6:30.0,,Offensive rebound by M. Muscala,14,12
54,1,6:21.0,,D. Howard makes 2-pt layup from 2 ft (assist by M. Muscala),14,14
55,1,6:07.0,N. Young misses 3-pt jump shot from 24 ft,,14,14
56,1,6:06.0,,Defensive rebound by D. Howard,14,14
57,1,5:59.0,,D. Schröder misses 2-pt jump shot from 24 ft,14,14
58,1,5:57.0,Defensive rebound by T. Black,,14,14
59,1,5:49.0,D. Russell misses 2-pt jump shot from 15 ft,,14,14
60,1,5:48.0,,Defensive rebound by D. Howard,14,14
61,1,5:44.0,,Turnover by T. Hardaway (step out of bounds),14,14
62,1,5:44.0,,Atlanta full timeout,14,14
63,1,5:44.0,B. Ingram enters the game for L. Deng,,14,14
64,1,5:44.0,J. Clarkson enters the game for N. Young,,14,14
65,1,5:27.0,Turnover by B. Ingram (lost ball; steal by D. Howard),,14,14
66,1,5:27.0,,Personal foul by B. Ingram (drawn by D. Howard),14,14
67,1,5:27.0,,D. Howard misses free throw 1 of 2,14,14
68,1,5:27.0,,Offensive rebound by Team,14,14
69,1,5:27.0,,D. Howard misses free throw 2 of 2,14,14
70,1,5:26.0,Defensive rebound by B. Ingram,,14,14
71,1,5:05.0,J. Randle makes 2-pt jump shot from 14 ft (assist by B. Ingram),,16,14
72,1,4:47.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by M. Muscala),16,17
73,1,4:40.0,Personal foul by M. Muscala (drawn by J. Randle),,16,17
74,1,4:40.0,,M. Delaney enters the game for D. Schröder,16,17
75,1,4:26.0,J. Clarkson misses 3-pt jump shot from 25 ft,,16,17
76,1,4:25.0,,Defensive rebound by M. Muscala,16,17
77,1,4:20.0,L. Nance enters the game for J. Randle,,16,17
78,1,4:20.0,L. Williams enters the game for D. Russell,,16,17
79,1,4:10.0,,T. Hardaway makes 2-pt jump shot from 2 ft (assist by K. Bazemore),16,19
80,1,3:52.0,T. Black makes 2-pt hook shot from 3 ft (assist by J. Clarkson),,18,19
81,1,3:31.0,,K. Bazemore misses 2-pt layup from 1 ft (block by L. Nance),18,19
82,1,3:31.0,,Offensive rebound by Team,18,19
83,1,3:31.0,,T. Sefolosha enters the game for K. Bazemore,18,19
84,1,3:27.0,,Shooting foul by T. Black (drawn by D. Howard),18,19
85,1,3:27.0,,D. Howard makes free throw 1 of 2,18,20
86,1,3:27.0,,D. Howard makes free throw 2 of 2,18,21
87,1,3:14.0,J. Clarkson misses 2-pt jump shot from 23 ft,,18,21
88,1,3:12.0,,Defensive rebound by D. Howard,18,21
89,1,3:06.0,,T. Sefolosha misses 2-pt layup from 2 ft (block by T. Black),18,21
90,1,3:06.0,,Offensive rebound by Team,18,21
91,1,3:06.0,,P. Millsap enters the game for D. Howard,18,21
92,1,2:59.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),18,24
93,1,2:48.0,L. Williams makes 2-pt layup from 3 ft,,20,24
94,1,2:36.0,,T. Hardaway misses 3-pt jump shot from 25 ft,20,24
95,1,2:35.0,Defensive rebound by L. Williams,,20,24
96,1,2:26.0,L. Nance makes 2-pt jump shot from 20 ft (assist by L. Williams),,22,24
97,1,2:12.0,,M. Muscala makes 2-pt jump shot from 19 ft (assist by M. Delaney),22,26
98,1,1:50.0,L. Nance makes 2-pt layup from 2 ft (assist by J. Clarkson),,24,26
99,1,1:37.0,,P. Millsap misses 2-pt jump shot from 4 ft (block by J. Clarkson),24,26
100,1,1:35.0,Defensive rebound by L. Nance,,24,26
101,1,1:30.0,J. Clarkson makes 2-pt layup from 1 ft,,26,26
102,1,1:09.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by T. Hardaway),26,29
103,1,0:57.0,J. Clarkson makes 2-pt jump shot from 7 ft,,28,29
104,1,0:48.0,,Personal foul by J. Clarkson (drawn by M. Delaney),28,29
105,1,0:48.0,LA Lakers full timeout,,28,29
106,1,0:48.0,,M. Delaney makes free throw 1 of 2,28,30
107,1,0:48.0,,M. Delaney makes free throw 2 of 2,28,31
108,1,0:37.0,L. Williams misses 3-pt jump shot from 24 ft,,28,31
109,1,0:37.0,,Defensive rebound by Team,28,31
110,1,0:28.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by M. Delaney),28,34
111,1,0:07.0,Turnover by B. Ingram (bad pass; steal by P. Millsap),,28,34
112,1,0:00.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by T. Sefolosha),28,37
113,2,11:40.0,J. Clarkson misses 2-pt jump shot from 15 ft,,28,37
114,2,11:37.0,,Defensive rebound by T. Sefolosha,28,37
115,2,11:26.0,,Personal foul by B. Ingram (drawn by P. Millsap),28,37
116,2,11:15.0,,Shooting foul by T. Black (drawn by P. Millsap),28,37
117,2,11:15.0,,P. Millsap makes free throw 1 of 2,28,38
118,2,11:15.0,,P. Millsap misses free throw 2 of 2,28,38
119,2,11:15.0,Defensive rebound by Team,,28,38
120,2,11:15.0,,Loose ball foul by K. Humphries (drawn by L. Nance),28,38
121,2,11:15.0,,K. Humphries enters the game for M. Muscala,28,38
122,2,11:04.0,L. Williams misses 2-pt jump shot from 18 ft,,28,38
123,2,11:02.0,,Defensive rebound by M. Delaney,28,38
124,2,10:52.0,,Turnover by K. Humphries (lost ball),28,38
125,2,10:41.0,L. Nance misses 2-pt layup from 1 ft,,28,38
126,2,10:40.0,Offensive rebound by T. Black,,28,38
127,2,10:38.0,T. Black misses 2-pt layup from 1 ft,,28,38
128,2,10:37.0,,Defensive rebound by P. Millsap,28,38
129,2,10:23.0,,P. Millsap misses 2-pt jump shot from 13 ft,28,38
130,2,10:21.0,Defensive rebound by L. Nance,,28,38
131,2,10:05.0,J. Clarkson makes 2-pt jump shot from 6 ft,,30,38
132,2,9:53.0,,T. Sefolosha misses 2-pt jump shot from 12 ft,30,38
133,2,9:50.0,Defensive rebound by J. Clarkson,,30,38
134,2,9:40.0,Turnover by J. Clarkson (bad pass; steal by T. Sefolosha),,30,38
135,2,9:32.0,,P. Millsap misses 3-pt jump shot from 25 ft,30,38
136,2,9:30.0,Defensive rebound by L. Nance,,30,38
137,2,9:18.0,L. Williams misses 3-pt jump shot from 25 ft,,30,38
138,2,9:17.0,,Defensive rebound by P. Millsap,30,38
139,2,9:00.0,,K. Humphries misses 3-pt jump shot from 24 ft,30,38
140,2,8:58.0,Defensive rebound by B. Ingram,,30,38
141,2,8:50.0,B. Ingram misses 2-pt jump shot from 17 ft,,30,38
142,2,8:48.0,,Defensive rebound by T. Sefolosha,30,38
143,2,8:42.0,,M. Delaney misses 2-pt jump shot from 10 ft (block by B. Ingram),30,38
144,2,8:42.0,,Offensive rebound by Team,30,38
145,2,8:42.0,Official timeout,,30,38
146,2,8:42.0,,K. Korver enters the game for T. Hardaway,30,38
147,2,8:42.0,I. Zubac enters the game for T. Black,,30,38
148,2,8:26.0,,M. Delaney misses 3-pt jump shot from 27 ft,30,38
149,2,8:25.0,,Offensive rebound by K. Humphries,30,38
150,2,8:16.0,,P. Millsap makes 2-pt jump shot from 15 ft (assist by M. Delaney),30,40
151,2,7:51.0,J. Clarkson makes 2-pt jump shot from 20 ft,,32,40
152,2,7:40.0,,Turnover by K. Korver (lost ball; steal by J. Clarkson),32,40
153,2,7:35.0,J. Clarkson makes 2-pt dunk from 1 ft,,34,40
154,2,7:26.0,,K. Humphries makes 2-pt jump shot from 17 ft (assist by T. Sefolosha),34,42
155,2,7:07.0,J. Clarkson makes 2-pt jump shot from 21 ft,,36,42
156,2,6:46.0,,T. Sefolosha makes 2-pt layup at rim,36,44
157,2,6:35.0,Turnover by L. Williams (lost ball; steal by T. Sefolosha),,36,44
158,2,6:29.0,,Turnover by M. Delaney (bad pass; steal by L. Nance),36,44
159,2,6:20.0,L. Williams misses 2-pt jump shot from 8 ft,,36,44
160,2,6:20.0,,Defensive rebound by Team,36,44
161,2,6:20.0,Loose ball foul by L. Williams,,36,44
162,2,6:20.0,,D. Howard enters the game for P. Millsap,36,44
163,2,6:20.0,,K. Bazemore enters the game for M. Delaney,36,44
164,2,6:20.0,,D. Schröder enters the game for T. Sefolosha,36,44
165,2,6:20.0,N. Young enters the game for B. Ingram,,36,44
166,2,6:20.0,D. Russell enters the game for L. Nance,,36,44
167,2,6:20.0,J. Randle enters the game for L. Williams,,36,44
168,2,6:08.0,,D. Schröder makes 2-pt layup from 1 ft,36,46
169,2,6:01.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by D. Russell),,39,46
170,2,5:45.0,,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),39,48
171,2,5:23.0,,Atlanta full timeout,39,48
172,2,5:21.0,Turnover by D. Russell (bad pass; steal by K. Bazemore),,39,48
173,2,5:11.0,,K. Humphries makes 2-pt dunk from 1 ft (assist by K. Bazemore),39,50
174,2,4:56.0,J. Randle makes 2-pt jump shot from 17 ft,,41,50
175,2,4:38.0,,Personal foul by I. Zubac (drawn by D. Howard),41,50
176,2,4:38.0,L. Deng enters the game for J. Clarkson,,41,50
177,2,4:38.0,T. Black enters the game for I. Zubac,,41,50
178,2,4:32.0,,D. Schröder makes 2-pt layup from 1 ft,41,52
179,2,4:17.0,D. Russell makes 2-pt jump shot from 6 ft,,43,52
180,2,4:17.0,Shooting foul by D. Schröder (drawn by D. Russell),,43,52
181,2,4:17.0,D. Russell makes free throw 1 of 1,,44,52
182,2,4:06.0,,K. Bazemore misses 2-pt jump shot from 18 ft,44,52
183,2,4:04.0,Defensive rebound by J. Randle,,44,52
184,2,3:55.0,J. Randle misses 2-pt jump shot from 16 ft,,44,52
185,2,3:53.0,,Defensive rebound by K. Korver,44,52
186,2,3:44.0,,D. Schröder misses 2-pt jump shot from 10 ft (block by D. Russell),44,52
187,2,3:44.0,,Offensive rebound by Team,44,52
188,2,3:40.0,,D. Howard misses 2-pt hook shot from 7 ft,44,52
189,2,3:37.0,Defensive rebound by J. Randle,,44,52
190,2,3:24.0,L. Deng misses 2-pt jump shot from 8 ft,,44,52
191,2,3:23.0,Offensive rebound by T. Black,,44,52
192,2,3:19.0,T. Black misses 2-pt layup at rim,,44,52
193,2,3:18.0,Offensive rebound by L. Deng,,44,52
194,2,3:18.0,L. Deng makes 2-pt layup from 1 ft,,46,52
195,2,3:02.0,,Turnover by K. Humphries (lost ball; steal by J. Randle),46,52
196,2,2:58.0,Turnover by J. Randle (bad pass),,46,52
197,2,2:58.0,LA Lakers full timeout,,46,52
198,2,2:58.0,,T. Hardaway enters the game for K. Korver,46,52
199,2,2:58.0,,P. Millsap enters the game for K. Humphries,46,52
200,2,2:45.0,,Turnover by T. Hardaway (bad pass; steal by D. Russell),46,52
201,2,2:43.0,D. Russell makes 2-pt dunk at rim,,48,52
202,2,2:43.0,Shooting foul by P. Millsap (drawn by D. Russell),,48,52
203,2,2:43.0,D. Russell makes free throw 1 of 1,,49,52
204,2,2:30.0,,K. Bazemore misses 3-pt jump shot from 24 ft,49,52
205,2,2:28.0,Defensive rebound by J. Randle,,49,52
206,2,2:19.0,Turnover by N. Young (bad pass; steal by K. Bazemore),,49,52
207,2,2:17.0,,Shooting foul by N. Young (drawn by T. Hardaway),49,52
208,2,2:17.0,,T. Hardaway makes free throw 1 of 2,49,53
209,2,2:17.0,,T. Hardaway makes free throw 2 of 2,49,54
210,2,2:00.0,N. Young misses 3-pt jump shot from 25 ft,,49,54
211,2,1:58.0,,Defensive rebound by D. Schröder,49,54
212,2,1:40.0,,Turnover by P. Millsap (lost ball),49,54
213,2,1:40.0,,T. Sefolosha enters the game for D. Schröder,49,54
214,2,1:27.0,D. Russell makes 2-pt hook shot from 4 ft,,51,54
215,2,1:17.0,,Personal foul by T. Black (drawn by D. Howard),51,54
216,2,1:17.0,,D. Howard makes free throw 1 of 2,51,55
217,2,1:17.0,B. Ingram enters the game for T. Black,,51,55
218,2,1:17.0,,D. Howard makes free throw 2 of 2,51,56
219,2,1:08.0,D. Russell misses 3-pt jump shot from 25 ft,,51,56
220,2,1:06.0,,Defensive rebound by P. Millsap,51,56
221,2,0:58.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,51,56
222,2,0:55.0,,Offensive rebound by T. Sefolosha,51,56
223,2,0:52.0,,Turnover by T. Sefolosha (bad pass; steal by L. Deng),51,56
224,2,0:42.0,L. Deng misses 2-pt jump shot from 17 ft,,51,56
225,2,0:41.0,,Defensive rebound by P. Millsap,51,56
226,2,0:36.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),51,58
227,2,0:22.0,Personal foul by K. Bazemore (drawn by N. Young),,51,58
228,2,0:14.0,Turnover by D. Russell (bad pass),,51,58
229,2,0:14.0,,K. Korver enters the game for D. Howard,51,58
230,2,0:14.0,L. Nance enters the game for B. Ingram,,51,58
231,2,0:03.0,,K. Bazemore makes 2-pt layup from 2 ft,51,60
232,2,0:00.0,D. Russell misses 3-pt jump shot from 49 ft (block by T. Hardaway),,51,60
233,2,0:00.0,Offensive rebound by Team,,51,60
234,3,11:41.0,Turnover by D. Russell (bad pass; steal by K. Bazemore),,51,60
235,3,11:37.0,,K. Bazemore makes 2-pt layup from 1 ft,51,62
236,3,11:31.0,LA Lakers full timeout,,51,62
237,3,11:09.0,J. Randle misses 2-pt hook shot,,51,62
238,3,11:08.0,Offensive rebound by I. Zubac,,51,62
239,3,11:01.0,,Violation by D. Howard (def goaltending),51,62
240,3,11:01.0,I. Zubac makes 2-pt jump shot from 1 ft,,53,62
241,3,10:51.0,,K. Bazemore misses 3-pt jump shot from 25 ft,53,62
242,3,10:50.0,Defensive rebound by L. Deng,,53,62
243,3,10:43.0,D. Russell misses 2-pt jump shot from 14 ft,,53,62
244,3,10:42.0,Offensive rebound by J. Randle,,53,62
245,3,10:41.0,Shooting foul by D. Howard (drawn by J. Randle),,53,62
246,3,10:41.0,J. Randle makes free throw 1 of 2,,54,62
247,3,10:41.0,J. Randle misses free throw 2 of 2,,54,62
248,3,10:40.0,Offensive rebound by J. Randle,,54,62
249,3,10:34.0,L. Deng makes 2-pt jump shot from 20 ft,,56,62
250,3,10:26.0,,Personal foul by J. Randle (drawn by P. Millsap),56,62
251,3,10:22.0,,K. Bazemore makes 2-pt layup at rim (assist by K. Korver),56,64
252,3,10:06.0,N. Young misses 2-pt jump shot from 13 ft,,56,64
253,3,10:03.0,,Defensive rebound by D. Schröder,56,64
254,3,10:00.0,,D. Schröder misses 2-pt layup at rim (block by D. Russell),56,64
255,3,10:00.0,,Offensive rebound by Team,56,64
256,3,9:47.0,,P. Millsap makes 2-pt layup from 2 ft,56,66
257,3,9:35.0,,Offensive charge foul by J. Randle (drawn by P. Millsap),56,66
258,3,9:35.0,Turnover by J. Randle (offensive foul),,56,66
259,3,9:17.0,,D. Howard makes 2-pt layup from 2 ft,56,68
260,3,9:04.0,Shooting foul by P. Millsap (drawn by J. Randle),,56,68
261,3,9:04.0,J. Randle makes free throw 1 of 2,,57,68
262,3,9:04.0,J. Randle makes free throw 2 of 2,,58,68
263,3,8:53.0,,Turnover by P. Millsap (bad pass; steal by N. Young),58,68
264,3,8:49.0,Personal foul by K. Korver (drawn by L. Deng),,58,68
265,3,8:40.0,J. Randle misses 2-pt jump shot from 22 ft,,58,68
266,3,8:39.0,,Defensive rebound by P. Millsap,58,68
267,3,8:32.0,,Turnover by D. Schröder (bad pass; steal by I. Zubac),58,68
268,3,8:26.0,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Russell),,61,68
269,3,8:25.0,,Atlanta full timeout,61,68
270,3,8:16.0,,D. Schröder misses 2-pt jump shot from 19 ft,61,68
271,3,8:13.0,Defensive rebound by D. Russell,,61,68
272,3,8:07.0,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),,64,68
273,3,7:55.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),64,70
274,3,7:33.0,N. Young makes 2-pt jump shot from 21 ft,,66,70
275,3,7:20.0,,P. Millsap misses 2-pt jump shot from 11 ft,66,70
276,3,7:18.0,Defensive rebound by L. Deng,,66,70
277,3,7:10.0,D. Russell makes 2-pt jump shot from 20 ft,,68,70
278,3,6:49.0,,D. Howard makes 2-pt layup from 1 ft (assist by D. Schröder),68,72
279,3,6:36.0,D. Russell makes 2-pt layup from 1 ft (assist by J. Randle),,70,72
280,3,6:06.0,,D. Howard makes 2-pt layup from 1 ft (assist by D. Schröder),70,74
281,3,5:52.0,N. Young misses 3-pt jump shot from 24 ft,,70,74
282,3,5:51.0,,Defensive rebound by K. Korver,70,74
283,3,5:41.0,,D. Howard misses 2-pt layup from 1 ft,70,74
284,3,5:40.0,,Offensive rebound by D. Howard,70,74
285,3,5:37.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by K. Bazemore),70,77
286,3,5:16.0,N. Young makes 3-pt jump shot from 23 ft (assist by D. Russell),,73,77
287,3,5:05.0,,P. Millsap misses 3-pt jump shot from 25 ft,73,77
288,3,5:03.0,Defensive rebound by I. Zubac,,73,77
289,3,4:53.0,D. Russell misses 2-pt jump shot from 19 ft,,73,77
290,3,4:50.0,,Defensive rebound by D. Howard,73,77
291,3,4:35.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),73,79
292,3,4:16.0,L. Deng misses 2-pt jump shot from 20 ft,,73,79
293,3,4:15.0,,Defensive rebound by P. Millsap,73,79
294,3,4:09.0,,K. Bazemore misses 3-pt jump shot from 26 ft,73,79
295,3,4:06.0,Defensive rebound by I. Zubac,,73,79
296,3,4:03.0,N. Young makes 2-pt dunk at rim (assist by L. Deng),,75,79
297,3,3:39.0,,K. Korver misses 3-pt jump shot from 23 ft,75,79
298,3,3:38.0,,Offensive rebound by P. Millsap,75,79
299,3,3:37.0,,P. Millsap misses 2-pt layup at rim (block by L. Deng),75,79
300,3,3:35.0,Defensive rebound by N. Young,,75,79
301,3,3:25.0,Shooting foul by D. Howard (drawn by L. Deng),,75,79
302,3,3:25.0,L. Deng makes free throw 1 of 2,,76,79
303,3,3:25.0,,K. Humphries enters the game for K. Bazemore,76,79
304,3,3:25.0,,T. Sefolosha enters the game for P. Millsap,76,79
305,3,3:25.0,,M. Delaney enters the game for D. Howard,76,79
306,3,3:25.0,,T. Hardaway enters the game for K. Korver,76,79
307,3,3:25.0,,M. Muscala enters the game for D. Schröder,76,79
308,3,3:25.0,L. Nance enters the game for J. Randle,,76,79
309,3,3:25.0,T. Black enters the game for I. Zubac,,76,79
310,3,3:25.0,J. Clarkson enters the game for N. Young,,76,79
311,3,3:25.0,L. Deng makes free throw 2 of 2,,77,79
312,3,3:13.0,,M. Delaney misses 2-pt jump shot from 10 ft (block by D. Russell),77,79
313,3,3:11.0,,Offensive rebound by M. Delaney,77,79
314,3,3:07.0,,Shooting foul by J. Clarkson (drawn by T. Hardaway),77,79
315,3,3:07.0,,T. Hardaway misses free throw 1 of 2,77,79
316,3,3:07.0,,Offensive rebound by Team,77,79
317,3,3:07.0,N. Young enters the game for L. Deng,,77,79
318,3,3:07.0,,T. Hardaway makes free throw 2 of 2,77,80
319,3,2:55.0,D. Russell makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,80,80
320,3,2:35.0,,Turnover by M. Muscala (step out of bounds),80,80
321,3,2:23.0,J. Clarkson misses 3-pt jump shot from 25 ft,,80,80
322,3,2:20.0,,Defensive rebound by M. Delaney,80,80
323,3,2:12.0,,T. Hardaway makes 2-pt jump shot from 17 ft (assist by K. Humphries),80,82
324,3,2:00.0,D. Russell misses 2-pt jump shot from 10 ft,,80,82
325,3,1:59.0,Offensive rebound by Team,,80,82
326,3,1:59.0,,Loose ball foul by K. Humphries (drawn by D. Russell),80,82
327,3,1:53.0,N. Young makes 2-pt layup from 2 ft (assist by L. Nance),,82,82
328,3,1:41.0,,Shooting foul by J. Clarkson (drawn by T. Hardaway),82,82
329,3,1:41.0,,T. Hardaway makes free throw 1 of 3,82,83
330,3,1:41.0,,T. Hardaway makes free throw 2 of 3,82,84
331,3,1:41.0,,T. Hardaway misses free throw 3 of 3,82,84
332,3,1:39.0,,Offensive rebound by M. Muscala,82,84
333,3,1:35.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by M. Muscala),82,87
334,3,1:21.0,T. Black makes 2-pt layup from 1 ft,,84,87
335,3,1:06.0,,Shooting foul by T. Black (drawn by K. Humphries),84,87
336,3,1:06.0,,K. Humphries makes free throw 1 of 2,84,88
337,3,1:06.0,,Violation by Team (double lane),84,88
338,3,1:06.0,,K. Humphries makes free throw 2 of 2,84,89
339,3,1:01.0,Shooting foul by M. Delaney (drawn by D. Russell),,84,89
340,3,1:01.0,D. Russell makes free throw 1 of 2,,85,89
341,3,1:01.0,L. Williams enters the game for N. Young,,85,89
342,3,1:01.0,D. Russell makes free throw 2 of 2,,86,89
343,3,0:41.0,,K. Humphries makes 3-pt jump shot from 25 ft (assist by M. Delaney),86,92
344,3,0:35.0,L. Nance makes 2-pt jump shot,,88,92
345,3,0:35.0,,Away from play foul by T. Black (drawn by K. Humphries),88,92
346,3,0:35.0,,K. Humphries makes free throw 1 of 2,88,93
347,3,0:35.0,I. Zubac enters the game for T. Black,,88,93
348,3,0:35.0,,K. Humphries makes free throw 2 of 2,88,94
349,3,0:24.0,L. Nance makes 2-pt jump shot from 7 ft (assist by D. Russell),,90,94
350,3,0:01.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,90,94
351,3,0:00.0,Defensive rebound by L. Williams,,90,94
352,4,11:47.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by M. Delaney),90,96
353,4,11:34.0,Shooting foul by M. Delaney (drawn by L. Williams),,90,96
354,4,11:34.0,L. Williams makes free throw 1 of 3,,91,96
355,4,11:34.0,L. Williams makes free throw 2 of 3,,92,96
356,4,11:34.0,L. Williams makes free throw 3 of 3,,93,96
357,4,11:21.0,,K. Humphries misses 2-pt jump shot from 19 ft,93,96
358,4,11:20.0,,Offensive rebound by M. Muscala,93,96
359,4,11:19.0,,M. Muscala makes 2-pt layup from 1 ft,93,98
360,4,11:00.0,L. Williams makes 3-pt jump shot from 23 ft (assist by L. Deng),,96,98
361,4,10:39.0,,M. Delaney misses 2-pt jump shot from 21 ft,96,98
362,4,10:37.0,Defensive rebound by J. Clarkson,,96,98
363,4,10:31.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Williams),,99,98
364,4,10:15.0,,Personal foul by L. Deng (drawn by M. Muscala),99,98
365,4,10:11.0,,Personal foul by J. Clarkson (drawn by T. Hardaway),99,98
366,4,9:59.0,,K. Humphries misses 2-pt hook shot from 8 ft,99,98
367,4,9:57.0,Defensive rebound by L. Nance,,99,98
368,4,9:52.0,L. Williams makes 2-pt jump shot from 10 ft,,101,98
369,4,9:52.0,Shooting foul by K. Humphries (drawn by L. Williams),,101,98
370,4,9:52.0,,P. Millsap enters the game for K. Humphries,101,98
371,4,9:52.0,L. Williams makes free throw 1 of 1,,102,98
372,4,9:40.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by M. Delaney),102,100
373,4,9:16.0,L. Deng misses 2-pt jump shot from 20 ft,,102,100
374,4,9:14.0,,Defensive rebound by T. Sefolosha,102,100
375,4,9:09.0,,Turnover by T. Sefolosha (bad pass; steal by L. Williams),102,100
376,4,9:01.0,J. Clarkson misses 2-pt layup from 1 ft,,102,100
377,4,8:58.0,Offensive rebound by L. Nance,,102,100
378,4,8:58.0,L. Nance makes 2-pt layup at rim,,104,100
379,4,8:41.0,,Turnover by P. Millsap (bad pass; steal by L. Deng),104,100
380,4,8:31.0,L. Williams misses 3-pt jump shot from 24 ft,,104,100
381,4,8:30.0,,Defensive rebound by M. Muscala,104,100
382,4,8:20.0,,T. Hardaway misses 3-pt jump shot from 25 ft,104,100
383,4,8:18.0,Defensive rebound by L. Williams,,104,100
384,4,8:07.0,Shooting foul by M. Delaney (drawn by J. Clarkson),,104,100
