,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
76,1,0:58.0,,Shooting foul by K. Oubre (drawn by N. Hilário),27,14
77,1,0:58.0,,N. Hilário misses free throw 1 of 2,27,14
78,1,0:58.0,,Offensive rebound by Team,27,14
79,1,0:58.0,,N. Hilário misses free throw 2 of 2,27,14
80,1,0:58.0,Defensive rebound by J. Smith,,27,14
81,1,0:45.0,J. Wall misses 2-pt layup from 2 ft,,27,14
82,1,0:43.0,,Defensive rebound by Team,27,14
83,1,0:34.0,,J. Harden misses 3-pt jump shot from 25 ft,27,14
84,1,0:32.0,Defensive rebound by K. Oubre,,27,14
85,1,0:28.0,J. Wall makes 2-pt layup from 1 ft,,29,14
86,1,0:06.0,,E. Gordon misses 2-pt jump shot from 7 ft,29,14
87,1,0:05.0,Defensive rebound by J. Smith,,29,14
88,1,0:03.0,Turnover by J. Smith (bad pass; steal by J. Harden),,29,14
89,1,0:00.0,,T. Ariza misses 3-pt jump shot from 26 ft,29,14
90,1,0:00.0,,Offensive rebound by Team,29,14
91,2,11:45.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by T. Ennis),29,17
92,2,11:31.0,J. Smith makes 2-pt jump shot from 20 ft (assist by M. Gortat),,31,17
93,2,11:15.0,,T. Ennis makes 2-pt layup from 2 ft,31,19
94,2,10:55.0,T. Burke misses 3-pt jump shot from 26 ft,,31,19
95,2,10:54.0,,Defensive rebound by S. Dekker,31,19
96,2,10:46.0,,C. Brewer makes 2-pt dunk from 1 ft (assist by E. Gordon),31,21
97,2,10:34.0,Turnover by M. Gortat (lost ball; steal by N. Hilário),,31,21
98,2,10:29.0,,E. Gordon makes 2-pt layup from 1 ft (assist by C. Brewer),31,23
99,2,10:29.0,Washington full timeout,,31,23
100,2,10:29.0,M. Morris enters the game for M. Gortat,,31,23
101,2,10:12.0,M. Thornton misses 3-pt jump shot from 26 ft,,31,23
102,2,10:11.0,,Defensive rebound by N. Hilário,31,23
103,2,10:00.0,,Shooting foul by J. Smith (drawn by N. Hilário),31,23
104,2,10:00.0,,N. Hilário misses free throw 1 of 2,31,23
105,2,10:00.0,,Offensive rebound by Team,31,23
106,2,10:00.0,,N. Hilário makes free throw 2 of 2,31,24
107,2,9:43.0,M. Thornton makes 2-pt layup from 2 ft (assist by M. Morris),,33,24
108,2,9:35.0,,S. Dekker misses 3-pt jump shot from 25 ft,33,24
109,2,9:34.0,Defensive rebound by M. Thornton,,33,24
110,2,9:27.0,M. Thornton misses 2-pt layup from 3 ft,,33,24
111,2,9:27.0,Offensive rebound by Team,,33,24
112,2,9:24.0,Shooting foul by S. Dekker (drawn by M. Morris),,33,24
113,2,9:24.0,M. Morris makes free throw 1 of 2,,34,24
114,2,9:24.0,M. Morris makes free throw 2 of 2,,35,24
115,2,9:05.0,,C. Brewer misses 3-pt jump shot from 24 ft,35,24
116,2,9:04.0,Defensive rebound by K. Oubre,,35,24
117,2,8:53.0,T. Burke makes 2-pt jump shot from 5 ft,,37,24
118,2,8:40.0,,E. Gordon misses 3-pt jump shot from 26 ft,37,24
119,2,8:39.0,Defensive rebound by M. Morris,,37,24
120,2,8:31.0,T. Burke misses 2-pt jump shot from 19 ft,,37,24
121,2,8:30.0,,Defensive rebound by Team,37,24
122,2,8:30.0,Loose ball foul by J. Smith (drawn by T. Ennis),,37,24
123,2,8:30.0,,R. Anderson enters the game for N. Hilário,37,24
124,2,8:21.0,,Personal foul by K. Oubre (drawn by E. Gordon),37,24
125,2,8:11.0,,T. Ennis misses 2-pt jump shot from 10 ft,37,24
126,2,8:10.0,Defensive rebound by K. Oubre,,37,24
127,2,7:55.0,M. Morris misses 3-pt jump shot from 24 ft,,37,24
128,2,7:53.0,,Defensive rebound by S. Dekker,37,24
129,2,7:47.0,,Turnover by C. Brewer (bad pass; steal by M. Thornton),37,24
130,2,7:39.0,J. Smith makes 2-pt dunk at rim (assist by T. Burke),,39,24
131,2,7:38.0,,Houston full timeout,39,24
132,2,7:38.0,,T. Ariza enters the game for C. Brewer,39,24
133,2,7:38.0,,M. Harrell enters the game for S. Dekker,39,24
134,2,7:38.0,,J. Harden enters the game for T. Ennis,39,24
135,2,7:16.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),39,27
136,2,6:57.0,M. Morris misses 2-pt jump shot from 19 ft,,39,27
137,2,6:53.0,Offensive rebound by K. Oubre,,39,27
138,2,6:52.0,K. Oubre misses 2-pt layup from 2 ft,,39,27
139,2,6:51.0,,Defensive rebound by T. Ariza,39,27
140,2,6:47.0,,E. Gordon misses 3-pt jump shot from 24 ft,39,27
141,2,6:46.0,Defensive rebound by M. Morris,,39,27
142,2,6:39.0,M. Thornton makes 2-pt jump shot from 7 ft (assist by T. Burke),,41,27
143,2,6:28.0,,Personal foul by T. Burke (drawn by E. Gordon),41,27
144,2,6:28.0,B. Beal enters the game for K. Oubre,,41,27
145,2,6:28.0,J. Wall enters the game for J. Smith,,41,27
146,2,6:28.0,M. Gortat enters the game for M. Thornton,,41,27
147,2,6:28.0,O. Porter enters the game for T. Burke,,41,27
148,2,6:14.0,,Turnover by Team (shot clock),41,27
149,2,5:57.0,M. Morris misses 3-pt jump shot from 24 ft,,41,27
150,2,5:56.0,,Defensive rebound by E. Gordon,41,27
151,2,5:43.0,,R. Anderson makes 2-pt jump shot from 9 ft,41,29
152,2,5:30.0,B. Beal misses 2-pt jump shot from 4 ft (block by M. Harrell),,41,29
153,2,5:29.0,Offensive rebound by M. Morris,,41,29
154,2,5:24.0,O. Porter misses 3-pt jump shot from 24 ft,,41,29
155,2,5:23.0,,Defensive rebound by R. Anderson,41,29
156,2,5:18.0,,E. Gordon misses 3-pt jump shot from 26 ft,41,29
157,2,5:16.0,Defensive rebound by M. Gortat,,41,29
158,2,5:03.0,J. Wall makes 2-pt layup from 4 ft,,43,29
159,2,4:56.0,,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),43,31
160,2,4:50.0,Shooting foul by T. Ariza (drawn by M. Gortat),,43,31
161,2,4:50.0,M. Gortat misses free throw 1 of 2,,43,31
162,2,4:50.0,Offensive rebound by Team,,43,31
163,2,4:50.0,M. Gortat makes free throw 2 of 2,,44,31
164,2,4:43.0,,Shooting foul by M. Morris (drawn by J. Harden),44,31
165,2,4:43.0,,J. Harden makes free throw 1 of 2,44,32
166,2,4:43.0,,J. Harden makes free throw 2 of 2,44,33
167,2,4:31.0,O. Porter makes 2-pt layup from 3 ft (assist by M. Morris),,46,33
168,2,4:06.0,,J. Harden misses 2-pt jump shot from 17 ft,46,33
169,2,4:04.0,Defensive rebound by J. Wall,,46,33
170,2,3:57.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,48,33
171,2,3:41.0,,R. Anderson misses 3-pt jump shot from 29 ft,48,33
172,2,3:40.0,,Offensive rebound by M. Harrell,48,33
173,2,3:40.0,,M. Harrell makes 2-pt layup from 1 ft,48,35
174,2,3:40.0,,Shooting foul by M. Morris (drawn by M. Harrell),48,35
175,2,3:40.0,,M. Harrell makes free throw 1 of 1,48,36
176,2,3:28.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,51,36
177,2,3:11.0,,M. Harrell misses 2-pt jump shot from 15 ft,51,36
178,2,3:10.0,Defensive rebound by B. Beal,,51,36
179,2,3:01.0,O. Porter misses 2-pt jump shot from 20 ft,,51,36
180,2,3:00.0,,Defensive rebound by J. Harden,51,36
181,2,2:51.0,,M. Harrell makes 2-pt dunk at rim (assist by R. Anderson),51,38
182,2,2:51.0,,Violation by Team (jump ball),51,38
183,2,2:40.0,Turnover by J. Wall (bad pass; steal by J. Harden),,51,38
184,2,2:37.0,,T. Ariza misses 2-pt layup from 4 ft (block by O. Porter),51,38
185,2,2:37.0,Defensive rebound by Team,,51,38
186,2,2:37.0,Official timeout,,51,38
187,2,2:20.0,B. Beal misses 3-pt jump shot from 26 ft,,51,38
188,2,2:19.0,,Defensive rebound by M. Harrell,51,38
189,2,2:07.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),51,40
190,2,1:46.0,Turnover by J. Wall (lost ball; steal by T. Ariza),,51,40
191,2,1:41.0,,J. Harden misses 2-pt layup from 4 ft,51,40
192,2,1:38.0,Defensive rebound by M. Morris,,51,40
193,2,1:32.0,O. Porter misses 2-pt jump shot from 8 ft,,51,40
194,2,1:32.0,Offensive rebound by J. Wall,,51,40
195,2,1:32.0,J. Wall misses 2-pt layup from 1 ft,,51,40
196,2,1:32.0,,Defensive rebound by Team,51,40
197,2,1:21.0,,J. Harden misses 3-pt jump shot from 26 ft,51,40
198,2,1:19.0,Defensive rebound by J. Wall,,51,40
199,2,1:15.0,B. Beal misses 2-pt layup from 1 ft,,51,40
200,2,1:12.0,,Defensive rebound by T. Ariza,51,40
201,2,1:09.0,,Turnover by E. Gordon (step out of bounds),51,40
202,2,0:57.0,M. Gortat misses 2-pt jump shot from 9 ft,,51,40
203,2,0:56.0,,Defensive rebound by M. Harrell,51,40
204,2,0:49.0,,Turnover by E. Gordon (lost ball),51,40
205,2,0:31.0,J. Wall misses 2-pt jump shot from 17 ft (block by M. Harrell),,51,40
206,2,0:29.0,,Defensive rebound by M. Harrell,51,40
207,2,0:28.0,,Personal foul by J. Wall (drawn by M. Harrell),51,40
208,2,0:28.0,,M. Harrell misses free throw 1 of 2,51,40
209,2,0:28.0,,Offensive rebound by Team,51,40
210,2,0:28.0,,M. Harrell makes free throw 2 of 2,51,41
211,2,0:10.0,Personal foul by E. Gordon (drawn by J. Wall),,51,41
212,2,0:07.0,J. Wall makes 2-pt layup from 3 ft (assist by M. Gortat),,53,41
213,2,0:07.0,Shooting block foul by R. Anderson (drawn by J. Wall),,53,41
214,2,0:07.0,J. Wall misses free throw 1 of 1,,53,41
215,2,0:07.0,,Defensive rebound by M. Harrell,53,41
216,2,0:07.0,K. Oubre enters the game for M. Morris,,53,41
217,2,0:01.0,,M. Harrell misses 2-pt layup from 3 ft,53,41
218,2,0:00.0,Defensive rebound by M. Gortat,,53,41
219,3,11:50.0,,Turnover by M. Harrell (bad pass; steal by M. Gortat),53,41
220,3,11:30.0,Turnover by M. Morris (bad pass),,53,41
221,3,11:22.0,,J. Harden makes 2-pt layup from 1 ft,53,43
222,3,11:22.0,,Shooting foul by M. Morris (drawn by J. Harden),53,43
223,3,11:22.0,,J. Harden misses free throw 1 of 1,53,43
224,3,11:22.0,Defensive rebound by M. Gortat,,53,43
225,3,11:05.0,Turnover by B. Beal (bad pass; steal by R. Anderson),,53,43
226,3,11:00.0,,Turnover by J. Harden (bad pass; steal by J. Wall),53,43
227,3,10:49.0,B. Beal makes 2-pt jump shot from 23 ft (assist by J. Wall),,55,43
228,3,10:32.0,,T. Ariza makes 3-pt jump shot from 27 ft (assist by C. Brewer),55,46
229,3,10:25.0,B. Beal misses 3-pt jump shot from 26 ft,,55,46
230,3,10:24.0,,Defensive rebound by T. Ariza,55,46
231,3,10:05.0,,C. Brewer misses 3-pt jump shot from 24 ft,55,46
232,3,10:03.0,Defensive rebound by M. Morris,,55,46
233,3,9:48.0,Turnover by M. Gortat (bad pass),,55,46
234,3,9:29.0,Violation by M. Gortat (kicked ball),,55,46
235,3,9:20.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by T. Ariza),55,49
236,3,8:56.0,M. Gortat makes 2-pt layup from 1 ft,,57,49
237,3,8:41.0,,J. Harden misses 3-pt jump shot from 24 ft,57,49
238,3,8:39.0,Defensive rebound by O. Porter,,57,49
239,3,8:35.0,Turnover by J. Wall (offensive foul),,57,49
240,3,8:35.0,,Offensive charge foul by J. Wall (drawn by J. Harden),57,49
241,3,8:25.0,,Shooting foul by O. Porter (drawn by J. Harden),57,49
242,3,8:25.0,,J. Harden makes free throw 1 of 3,57,50
243,3,8:25.0,,J. Harden makes free throw 2 of 3,57,51
244,3,8:25.0,,J. Harden makes free throw 3 of 3,57,52
245,3,8:10.0,M. Morris misses 2-pt jump shot from 10 ft,,57,52
246,3,8:09.0,,Defensive rebound by M. Harrell,57,52
247,3,7:56.0,,J. Harden makes 2-pt jump shot from 19 ft,57,54
248,3,7:55.0,Washington full timeout,,57,54
249,3,7:47.0,Personal foul by C. Brewer (drawn by J. Wall),,57,54
250,3,7:29.0,J. Wall misses 2-pt jump shot from 18 ft,,57,54
251,3,7:28.0,,Defensive rebound by T. Ariza,57,54
252,3,7:06.0,,J. Harden misses 2-pt jump shot from 18 ft,57,54
253,3,7:04.0,Defensive rebound by M. Gortat,,57,54
254,3,6:54.0,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),,60,54
255,3,6:27.0,,Turnover by Team (shot clock),60,54
256,3,6:27.0,,E. Gordon enters the game for C. Brewer,60,54
257,3,6:15.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,62,54
258,3,6:05.0,,Personal foul by M. Gortat (drawn by T. Ariza),62,54
259,3,5:55.0,,J. Harden misses 2-pt jump shot from 12 ft,62,54
260,3,5:54.0,Defensive rebound by M. Gortat,,62,54
261,3,5:48.0,J. Wall misses 2-pt layup from 3 ft (block by E. Gordon),,62,54
262,3,5:45.0,,Defensive rebound by M. Harrell,62,54
263,3,5:39.0,,E. Gordon makes 2-pt layup from 1 ft (assist by T. Ariza),62,56
264,3,5:16.0,B. Beal misses 3-pt jump shot from 25 ft,,62,56
265,3,5:15.0,,Defensive rebound by J. Harden,62,56
266,3,4:58.0,,E. Gordon makes 3-pt jump shot from 25 ft,62,59
267,3,4:44.0,J. Wall makes 2-pt layup from 2 ft,,64,59
268,3,4:27.0,,J. Harden misses 3-pt jump shot from 25 ft,64,59
269,3,4:24.0,Defensive rebound by Team,,64,59
270,3,4:24.0,K. Oubre enters the game for M. Morris,,64,59
271,3,4:09.0,O. Porter misses 3-pt jump shot from 23 ft,,64,59
272,3,4:09.0,Offensive rebound by Team,,64,59
273,3,4:09.0,,Loose ball foul by R. Anderson (drawn by M. Gortat),64,59
274,3,4:05.0,Offensive foul by M. Gortat (drawn by E. Gordon),,64,59
275,3,4:05.0,Turnover by M. Gortat (offensive foul),,64,59
276,3,3:54.0,,E. Gordon makes 3-pt jump shot from 27 ft,64,62
277,3,3:38.0,J. Wall misses 3-pt jump shot from 25 ft,,64,62
278,3,3:37.0,,Defensive rebound by R. Anderson,64,62
279,3,3:32.0,,Turnover by J. Harden (lost ball; steal by K. Oubre),64,62
280,3,3:26.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,66,62
281,3,3:18.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by R. Anderson),66,65
282,3,3:05.0,B. Beal misses 3-pt jump shot from 26 ft,,66,65
283,3,3:04.0,Offensive rebound by M. Gortat,,66,65
284,3,3:01.0,J. Wall misses 3-pt jump shot from 25 ft,,66,65
285,3,3:01.0,,Defensive rebound by Team,66,65
286,3,3:01.0,,Houston full timeout,66,65
287,3,3:01.0,,S. Dekker enters the game for R. Anderson,66,65
288,3,3:01.0,,N. Hilário enters the game for M. Harrell,66,65
289,3,3:01.0,M. Thornton enters the game for B. Beal,,66,65
290,3,2:53.0,,Personal foul by O. Porter (drawn by N. Hilário),66,65
291,3,2:45.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),66,67
292,3,2:30.0,O. Porter misses 2-pt jump shot from 6 ft (block by N. Hilário),,66,67
293,3,2:30.0,,Defensive rebound by Team,66,67
294,3,2:05.0,,N. Hilário makes 2-pt jump shot from 13 ft (assist by T. Ariza),66,69
295,3,1:44.0,M. Thornton misses 2-pt jump shot from 9 ft (block by T. Ariza),,66,69
296,3,1:44.0,,Defensive rebound by Team,66,69
297,3,1:28.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),66,71
298,3,1:13.0,M. Gortat makes 2-pt layup from 3 ft (assist by J. Wall),,68,71
299,3,0:59.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by E. Gordon),68,74
300,3,0:54.0,Shooting foul by E. Gordon (drawn by J. Wall),,68,74
301,3,0:54.0,J. Wall makes free throw 1 of 2,,69,74
302,3,0:54.0,J. Wall makes free throw 2 of 2,,70,74
303,3,0:37.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by N. Hilário),70,77
304,3,0:24.0,O. Porter misses 3-pt jump shot from 25 ft,,70,77
305,3,0:23.0,,Defensive rebound by S. Dekker,70,77
306,3,0:17.0,,Shooting foul by O. Porter (drawn by E. Gordon),70,77
307,3,0:17.0,,E. Gordon misses free throw 1 of 2,70,77
308,3,0:17.0,,Offensive rebound by Team,70,77
309,3,0:17.0,,E. Gordon makes free throw 2 of 2,70,78
310,3,0:00.0,J. Wall misses 2-pt jump shot from 21 ft,,70,78
311,3,0:00.0,Offensive rebound by Team,,70,78
312,4,11:36.0,M. Thornton makes 3-pt jump shot from 26 ft (assist by M. Gortat),,73,78
313,4,11:22.0,,Turnover by J. Harden (bad pass),73,78
314,4,11:13.0,Personal foul by J. Harden (drawn by O. Porter),,73,78
315,4,11:07.0,Turnover by T. Burke (traveling),,73,78
316,4,10:53.0,,J. Harden misses 2-pt layup from 3 ft,73,78
317,4,10:50.0,,Offensive rebound by Team,73,78
318,4,10:42.0,,T. Ariza makes 2-pt dunk at rim,73,80
319,4,10:30.0,O. Porter misses 3-pt jump shot from 24 ft,,73,80
320,4,10:29.0,,Defensive rebound by J. Harden,73,80
321,4,10:20.0,,J. Harden misses 2-pt jump shot from 16 ft,73,80
322,4,10:19.0,Defensive rebound by O. Porter,,73,80
323,4,10:07.0,M. Thornton misses 3-pt jump shot from 26 ft,,73,80
324,4,10:06.0,,Defensive rebound by S. Dekker,73,80
325,4,9:57.0,,Personal foul by T. Burke (drawn by N. Hilário),73,80
326,4,9:57.0,B. Beal enters the game for O. Porter,,73,80
327,4,9:52.0,,N. Hilário misses 2-pt dunk at rim,73,80
328,4,9:51.0,Defensive rebound by B. Beal,,73,80
329,4,9:33.0,Turnover by B. Beal (bad pass; steal by S. Dekker),,73,80
330,4,9:23.0,,T. Ariza misses 3-pt jump shot from 24 ft,73,80
331,4,9:22.0,Defensive rebound by K. Oubre,,73,80
332,4,9:05.0,M. Thornton misses 2-pt jump shot from 7 ft,,73,80
333,4,9:04.0,,Defensive rebound by E. Gordon,73,80
334,4,8:55.0,,E. Gordon misses 3-pt jump shot from 26 ft,73,80
335,4,8:54.0,,Offensive rebound by S. Dekker,73,80
336,4,8:49.0,,E. Gordon misses 3-pt jump shot from 27 ft,73,80
337,4,8:48.0,Defensive rebound by M. Gortat,,73,80
338,4,8:35.0,B. Beal makes 3-pt jump shot from 25 ft,,76,80
339,4,8:10.0,,Shooting foul by M. Thornton (drawn by J. Harden),76,80
340,4,8:10.0,,Houston full timeout,76,80
341,4,8:10.0,,J. Harden makes free throw 1 of 2,76,81
342,4,8:10.0,,M. Harrell enters the game for N. Hilário,76,80
343,4,8:10.0,,J. Harden makes free throw 2 of 2,76,82
344,4,7:57.0,M. Gortat misses 2-pt hook shot from 8 ft,,76,82
345,4,7:56.0,,Defensive rebound by J. Harden,76,82
346,4,7:48.0,,J. Harden misses 3-pt jump shot from 26 ft,76,82
347,4,7:47.0,Defensive rebound by M. Thornton,,76,82
348,4,7:30.0,B. Beal misses 2-pt jump shot from 20 ft,,76,82
349,4,7:29.0,,Defensive rebound by J. Harden,76,82
350,4,7:21.0,,M. Harrell misses 2-pt jump shot from 10 ft,76,82
351,4,7:20.0,Defensive rebound by M. Thornton,,76,82
352,4,7:07.0,K. Oubre misses 2-pt jump shot from 6 ft (block by S. Dekker),,76,82
353,4,7:03.0,,Defensive rebound by S. Dekker,76,82
354,4,6:44.0,,S. Dekker misses 3-pt jump shot from 25 ft,76,82
355,4,6:43.0,Defensive rebound by K. Oubre,,76,82
356,4,6:32.0,B. Beal makes 2-pt jump shot from 18 ft,,78,82
357,4,6:32.0,,Houston full timeout,78,82
358,4,6:32.0,M. Morris enters the game for M. Gortat,,78,82
359,4,6:32.0,J. Wall enters the game for T. Burke,,78,82
360,4,6:32.0,,R. Anderson enters the game for J. Harden,78,82
361,4,6:32.0,,T. Ennis enters the game for S. Dekker,78,82
362,4,6:15.0,,T. Ennis misses 2-pt layup from 4 ft (block by M. Morris),78,82
363,4,6:15.0,,Offensive rebound by Team,78,82
364,4,6:12.0,,T. Ennis misses 3-pt jump shot from 23 ft,78,82
365,4,6:10.0,,Offensive rebound by M. Harrell,78,82
366,4,6:08.0,,M. Harrell misses 2-pt layup from 2 ft,78,82
367,4,6:07.0,Defensive rebound by M. Morris,,78,82
368,4,5:52.0,Turnover by B. Beal (bad pass; steal by T. Ariza),,78,82
369,4,5:46.0,,T. Ariza misses 3-pt jump shot from 25 ft,78,82
370,4,5:43.0,Defensive rebound by M. Morris,,78,82
371,4,5:32.0,Turnover by M. Thornton (bad pass; steal by T. Ariza),,78,82
372,4,5:27.0,,M. Harrell misses 2-pt dunk at rim,78,82
373,4,5:26.0,Defensive rebound by M. Morris,,78,82
374,4,5:20.0,J. Wall makes 2-pt layup from 2 ft,,80,82
375,4,5:02.0,,Turnover by E. Gordon (bad pass; steal by K. Oubre),80,82
376,4,4:58.0,Shooting foul by E. Gordon (drawn by M. Morris),,80,82
377,4,4:58.0,M. Morris makes 2-pt layup from 1 ft (assist by J. Wall),,82,82
378,4,4:58.0,M. Morris misses free throw 1 of 1,,82,82
379,4,4:58.0,,J. Harden enters the game for T. Ennis,82,82
380,4,4:56.0,,Defensive rebound by J. Harden,82,82
381,4,4:45.0,,J. Harden misses 2-pt layup from 3 ft,82,82
382,4,4:43.0,,Offensive rebound by R. Anderson,82,82
383,4,4:43.0,Loose ball foul by M. Thornton (drawn by R. Anderson),,82,82
384,4,4:29.0,,E. Gordon makes 3-pt jump shot from 26 ft,82,85
385,4,4:11.0,J. Wall misses 2-pt jump shot from 20 ft,,82,85
386,4,4:10.0,,Defensive rebound by J. Harden,82,85
387,4,4:02.0,,M. Harrell makes 2-pt dunk at rim (assist by T. Ariza),82,87
388,4,4:02.0,Washington full timeout,,82,87
389,4,4:02.0,O. Porter enters the game for M. Thornton,,82,87
390,4,3:53.0,J. Wall misses 2-pt jump shot from 5 ft (block by T. Ariza),,82,87
