,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
26,1,8:21.0,,Defensive rebound by D. Cousins,5,9
27,1,8:07.0,,K. Koufos misses 2-pt hook shot from 4 ft,5,9
28,1,8:05.0,Defensive rebound by T. Young,,5,9
29,1,8:01.0,Offensive foul by P. George (drawn by R. Gay),,5,9
30,1,8:01.0,Turnover by P. George (offensive foul),,5,9
31,1,8:01.0,Violation by Team (jump ball),,5,9
32,1,7:46.0,,D. Cousins misses 2-pt jump shot from 5 ft (block by M. Turner),5,9
33,1,7:43.0,Defensive rebound by J. Teague,,5,9
34,1,7:41.0,T. Young makes 2-pt layup from 3 ft (assist by J. Teague),,7,9
35,1,7:26.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),7,12
36,1,7:10.0,G. Robinson makes 2-pt layup from 2 ft,,9,12
37,1,6:58.0,,D. Collison makes 2-pt jump shot from 18 ft,9,14
38,1,6:45.0,Personal foul by R. Gay (drawn by M. Turner),,9,14
39,1,6:36.0,T. Young makes 2-pt dunk at rim (assist by J. Teague),,11,14
40,1,6:15.0,,D. Cousins makes 2-pt layup from 2 ft,11,16
41,1,5:57.0,P. George makes 2-pt dunk at rim,,13,16
42,1,5:37.0,,K. Koufos makes 2-pt hook shot from 3 ft (assist by D. Cousins),13,18
43,1,5:30.0,Indiana full timeout,,13,18
44,1,5:30.0,K. Séraphin enters the game for T. Young,,13,18
45,1,5:30.0,,A. Tolliver enters the game for K. Koufos,13,18
46,1,5:21.0,P. George misses 3-pt jump shot from 25 ft,,13,18
47,1,5:21.0,,Defensive rebound by A. Tolliver,13,18
48,1,4:57.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Collison),13,21
49,1,4:37.0,G. Robinson misses 3-pt jump shot from 24 ft,,13,21
50,1,4:37.0,,Defensive rebound by D. Cousins,13,21
51,1,4:22.0,,A. Afflalo misses 3-pt jump shot from 23 ft,13,21
52,1,4:22.0,,Offensive rebound by R. Gay,13,21
53,1,4:12.0,,A. Afflalo misses 2-pt jump shot from 20 ft,13,21
54,1,4:12.0,Defensive rebound by Team,,13,21
55,1,4:12.0,M. Ellis enters the game for G. Robinson,,13,21
56,1,4:04.0,Personal foul by D. Cousins (drawn by M. Turner),,13,21
57,1,3:50.0,P. George makes 2-pt jump shot from 21 ft (assist by J. Teague),,15,21
58,1,3:43.0,Violation by K. Séraphin (def goaltending),,15,21
59,1,3:43.0,,D. Collison makes 2-pt layup from 3 ft,15,23
60,1,3:33.0,Offensive foul by J. Teague (drawn by A. Tolliver),,15,23
61,1,3:33.0,Turnover by J. Teague (offensive foul),,15,23
62,1,3:33.0,A. Brooks enters the game for J. Teague,,15,23
63,1,3:33.0,,G. Temple enters the game for A. Afflalo,15,23
64,1,3:23.0,,Turnover by D. Cousins (bad pass; steal by M. Ellis),15,23
65,1,3:21.0,Shooting foul by G. Temple (drawn by M. Ellis),,15,23
66,1,3:21.0,M. Ellis makes 2-pt layup from 2 ft,,17,23
67,1,3:21.0,M. Ellis misses free throw 1 of 1,,17,23
68,1,3:20.0,,Defensive rebound by D. Cousins,17,23
69,1,3:05.0,,R. Gay misses 2-pt jump shot from 16 ft,17,23
70,1,3:04.0,Defensive rebound by M. Ellis,,17,23
71,1,2:55.0,M. Turner misses 3-pt jump shot from 26 ft,,17,23
72,1,2:53.0,,Defensive rebound by A. Tolliver,17,23
73,1,2:33.0,,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),17,25
74,1,2:18.0,Turnover by A. Brooks (bad pass; steal by D. Collison),,17,25
75,1,2:10.0,,R. Gay misses 3-pt jump shot from 25 ft,17,25
76,1,2:10.0,Defensive rebound by M. Turner,,17,25
77,1,1:58.0,K. Séraphin misses 2-pt jump shot from 4 ft (block by R. Gay),,17,25
78,1,1:57.0,,Defensive rebound by G. Temple,17,25
79,1,1:53.0,,Shooting block foul by A. Brooks (drawn by D. Collison),17,25
80,1,1:53.0,,Sacramento full timeout,17,25
81,1,1:53.0,,Violation by Team (jump ball),17,25
82,1,1:53.0,,D. Collison makes free throw 1 of 2,17,26
83,1,1:53.0,C. Miles enters the game for M. Turner,,17,25
84,1,1:53.0,A. Jefferson enters the game for P. George,,17,25
85,1,1:53.0,,W. Cauley-Stein enters the game for D. Cousins,17,25
86,1,1:53.0,,D. Collison misses free throw 2 of 2,17,26
87,1,1:51.0,Defensive rebound by K. Séraphin,,17,26
88,1,1:39.0,Turnover by M. Ellis (bad pass; steal by A. Tolliver),,17,26
89,1,1:31.0,,G. Temple misses 3-pt jump shot from 26 ft,17,26
90,1,1:30.0,,Offensive rebound by Team,17,26
91,1,1:29.0,,M. Barnes enters the game for R. Gay,17,26
92,1,1:16.0,,A. Tolliver misses 3-pt jump shot from 24 ft,17,26
93,1,1:15.0,,Offensive rebound by G. Temple,17,26
94,1,1:08.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by G. Temple),17,29
95,1,0:49.0,Shooting foul by W. Cauley-Stein (drawn by A. Jefferson),,17,29
96,1,0:49.0,A. Jefferson makes free throw 1 of 2,,18,29
97,1,0:49.0,A. Jefferson makes free throw 2 of 2,,19,29
98,1,0:39.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by M. Barnes),19,32
99,1,0:31.0,C. Miles misses 3-pt jump shot from 25 ft,,19,32
100,1,0:30.0,,Defensive rebound by M. Barnes,19,32
101,1,0:16.0,T. Young enters the game for K. Séraphin,,19,32
102,1,0:14.0,,Turnover by M. Barnes (bad pass; steal by T. Young),19,32
103,1,0:01.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by A. Brooks),,21,32
104,1,0:00.0,,G. Temple makes 2-pt layup from 2 ft (assist by M. Barnes),21,34
105,2,11:40.0,,M. Barnes misses 3-pt jump shot from 25 ft,21,34
106,2,11:39.0,,Offensive rebound by W. Cauley-Stein,21,34
107,2,11:22.0,,G. Temple misses 3-pt jump shot from 25 ft,21,34
108,2,11:21.0,,Offensive rebound by B. McLemore,21,34
109,2,11:08.0,,G. Temple makes 2-pt layup from 2 ft (assist by M. Barnes),21,36
110,2,10:44.0,C. Miles makes 3-pt jump shot from 25 ft (assist by A. Jefferson),,24,36
111,2,10:31.0,Offensive charge foul by A. Tolliver (drawn by A. Jefferson),,24,36
112,2,10:31.0,,Turnover by A. Tolliver (offensive foul),24,36
113,2,10:12.0,A. Brooks misses 2-pt layup from 3 ft,,24,36
114,2,10:10.0,Offensive rebound by A. Jefferson,,24,36
115,2,10:10.0,A. Jefferson makes 2-pt layup from 2 ft,,26,36
116,2,10:01.0,,Turnover by B. McLemore (step out of bounds),26,36
117,2,9:45.0,C. Miles misses 2-pt layup from 3 ft,,26,36
118,2,9:44.0,Offensive rebound by A. Jefferson,,26,36
119,2,9:40.0,A. Jefferson makes 2-pt jump shot from 19 ft,,28,36
120,2,9:32.0,,Sacramento full timeout,28,36
121,2,9:21.0,,Turnover by G. Temple (bad pass),28,36
122,2,9:00.0,C. Miles misses 3-pt jump shot from 23 ft,,28,36
123,2,8:59.0,,Defensive rebound by G. Temple,28,36
124,2,8:42.0,,A. Tolliver makes 2-pt jump shot from 17 ft (assist by G. Temple),28,38
125,2,8:25.0,A. Jefferson makes 2-pt layup from 2 ft,,30,38
126,2,8:16.0,,Turnover by M. Barnes (bad pass),30,38
127,2,8:16.0,,D. Cousins enters the game for W. Cauley-Stein,30,38
128,2,7:51.0,C. Miles misses 3-pt jump shot from 26 ft,,30,38
129,2,7:50.0,,Defensive rebound by D. Cousins,30,38
130,2,7:42.0,,Turnover by B. McLemore (bad pass; steal by A. Brooks),30,38
131,2,7:33.0,,Offensive charge foul by T. Young (drawn by D. Cousins),30,38
132,2,7:33.0,Turnover by T. Young (offensive foul),,30,38
133,2,7:33.0,,D. Collison enters the game for B. McLemore,30,38
134,2,7:33.0,J. Teague enters the game for A. Brooks,,30,38
135,2,7:33.0,P. George enters the game for C. Miles,,30,38
136,2,7:24.0,,Personal foul by A. Jefferson (drawn by D. Cousins),30,38
137,2,7:14.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by A. Tolliver),30,40
138,2,6:57.0,A. Jefferson makes 2-pt jump shot from 18 ft (assist by M. Ellis),,32,40
139,2,6:28.0,,M. Barnes misses 3-pt jump shot from 25 ft,32,40
140,2,6:28.0,Defensive rebound by A. Jefferson,,32,40
141,2,6:06.0,P. George misses 2-pt jump shot from 16 ft,,32,40
142,2,6:05.0,,Defensive rebound by D. Cousins,32,40
143,2,6:00.0,,Turnover by D. Cousins (bad pass),32,40
144,2,6:00.0,,R. Gay enters the game for M. Barnes,32,40
145,2,6:00.0,M. Turner enters the game for A. Jefferson,,32,40
146,2,5:48.0,M. Ellis misses 2-pt jump shot from 18 ft,,32,40
147,2,5:47.0,,Defensive rebound by D. Cousins,32,40
148,2,5:35.0,Official timeout,,32,40
149,2,5:35.0,,K. Koufos enters the game for A. Tolliver,32,40
150,2,5:24.0,,Turnover by K. Koufos (lost ball; steal by T. Young),32,40
151,2,5:19.0,M. Ellis misses 2-pt layup from 3 ft,,32,40
152,2,5:17.0,Offensive rebound by M. Ellis,,32,40
153,2,5:17.0,M. Ellis misses 2-pt layup from 2 ft,,32,40
154,2,5:15.0,Offensive rebound by T. Young,,32,40
155,2,5:14.0,T. Young misses 2-pt dunk at rim,,32,40
156,2,5:13.0,,Defensive rebound by G. Temple,32,40
157,2,5:00.0,,Turnover by D. Cousins (lost ball; steal by M. Ellis),32,40
158,2,4:53.0,M. Ellis misses 3-pt jump shot from 23 ft,,32,40
159,2,4:51.0,,Defensive rebound by D. Collison,32,40
160,2,4:38.0,,D. Cousins misses 2-pt layup from 3 ft,32,40
161,2,4:38.0,,Offensive rebound by D. Cousins,32,40
162,2,4:37.0,,D. Cousins makes 2-pt layup from 3 ft,32,42
163,2,4:13.0,Turnover by P. George (lost ball; steal by R. Gay),,32,42
164,2,4:10.0,,R. Gay makes 2-pt dunk at rim (assist by D. Collison),32,44
165,2,3:59.0,Indiana full timeout,,32,44
166,2,3:59.0,,A. Afflalo enters the game for G. Temple,32,44
167,2,3:59.0,G. Robinson enters the game for T. Young,,32,44
168,2,3:59.0,A. Jefferson enters the game for M. Ellis,,32,44
169,2,3:44.0,J. Teague makes 2-pt jump shot from 11 ft,,34,44
170,2,3:25.0,,D. Cousins makes 2-pt layup from 1 ft,34,46
171,2,3:17.0,Turnover by J. Teague (step out of bounds),,34,46
172,2,3:17.0,Violation by Team (jump ball),,34,46
173,2,3:17.0,Technical foul by Team,,34,46
174,2,3:17.0,,A. Afflalo makes technical free throw,34,47
175,2,3:03.0,,Shooting foul by M. Turner (drawn by D. Cousins),34,47
176,2,3:03.0,,D. Cousins makes free throw 1 of 2,34,48
177,2,3:03.0,,D. Cousins makes free throw 2 of 2,34,49
178,2,2:44.0,A. Jefferson misses 2-pt layup from 3 ft (block by A. Afflalo),,34,49
179,2,2:43.0,,Defensive rebound by A. Afflalo,34,49
180,2,2:40.0,,R. Gay makes 2-pt dunk at rim (assist by D. Collison),34,51
181,2,2:31.0,Shooting block foul by D. Collison (drawn by J. Teague),,34,51
182,2,2:31.0,J. Teague makes free throw 1 of 2,,35,51
183,2,2:31.0,J. Teague makes free throw 2 of 2,,36,51
184,2,2:14.0,,K. Koufos makes 2-pt jump shot from 6 ft (assist by D. Cousins),36,53
185,2,1:51.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by J. Teague),,38,53
186,2,1:34.0,,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),38,55
187,2,1:16.0,A. Jefferson misses 2-pt jump shot from 4 ft,,38,55
188,2,1:16.0,Offensive rebound by M. Turner,,38,55
189,2,1:07.0,Turnover by Team (shot clock),,38,55
190,2,1:07.0,K. Séraphin enters the game for M. Turner,,38,55
191,2,1:07.0,A. Brooks enters the game for J. Teague,,38,55
192,2,0:49.0,,Shooting foul by K. Séraphin (drawn by D. Cousins),38,55
193,2,0:49.0,,D. Cousins makes free throw 1 of 2,38,56
194,2,0:49.0,Indiana full timeout,,38,56
195,2,0:49.0,,D. Cousins makes free throw 2 of 2,38,57
196,2,0:35.0,P. George misses 2-pt jump shot from 17 ft,,38,57
197,2,0:34.0,,Defensive rebound by D. Cousins,38,57
198,2,0:13.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Cousins),38,60
199,2,0:01.0,A. Brooks makes 3-pt jump shot from 24 ft (assist by P. George),,41,60
200,3,11:43.0,,R. Gay misses 2-pt layup from 1 ft,41,60
201,3,11:43.0,,Offensive rebound by Team,41,60
202,3,11:30.0,,D. Cousins misses 2-pt jump shot from 17 ft,41,60
203,3,11:29.0,Defensive rebound by G. Robinson,,41,60
204,3,11:25.0,T. Young makes 2-pt dunk at rim (assist by G. Robinson),,43,60
205,3,10:58.0,,D. Cousins misses 2-pt jump shot from 19 ft,43,60
206,3,10:57.0,Defensive rebound by P. George,,43,60
207,3,10:50.0,P. George makes 2-pt layup from 4 ft (assist by G. Robinson),,45,60
208,3,10:40.0,,Turnover by D. Cousins (bad pass),45,60
209,3,10:40.0,,Loose ball foul by A. Afflalo (drawn by G. Robinson),45,60
210,3,10:26.0,T. Young misses 3-pt jump shot from 23 ft,,45,60
211,3,10:25.0,,Defensive rebound by Team,45,60
212,3,10:25.0,,Sacramento full timeout,45,60
213,3,10:07.0,,D. Cousins misses 2-pt hook shot from 4 ft,45,60
214,3,10:06.0,Defensive rebound by M. Turner,,45,60
215,3,9:54.0,M. Turner makes 2-pt jump shot from 4 ft (assist by J. Teague),,47,60
216,3,9:29.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by D. Collison),47,63
217,3,9:20.0,P. George misses 2-pt jump shot from 15 ft,,47,63
218,3,9:18.0,,Defensive rebound by K. Koufos,47,63
219,3,9:05.0,,K. Koufos misses 2-pt hook shot from 5 ft,47,63
220,3,9:04.0,Defensive rebound by P. George,,47,63
221,3,9:00.0,T. Young makes 2-pt dunk at rim (assist by P. George),,49,63
222,3,8:36.0,,Turnover by R. Gay (back court),49,63
223,3,8:24.0,Personal foul by R. Gay (drawn by P. George),,49,63
224,3,8:16.0,Personal foul by R. Gay (drawn by M. Turner),,49,63
225,3,8:04.0,T. Young misses 3-pt jump shot from 25 ft,,49,63
226,3,8:03.0,,Defensive rebound by D. Collison,49,63
227,3,8:03.0,,Personal foul by T. Young (drawn by D. Cousins),49,63
228,3,7:54.0,,K. Koufos makes 2-pt layup from 2 ft (assist by D. Cousins),49,65
229,3,7:37.0,Turnover by J. Teague (bad pass; steal by D. Collison),,49,65
230,3,7:21.0,,Turnover by D. Cousins (bad pass; steal by J. Teague),49,65
231,3,7:18.0,Shooting foul by A. Afflalo (drawn by P. George),,49,65
232,3,7:18.0,P. George makes free throw 1 of 2,,50,65
233,3,7:18.0,P. George makes free throw 2 of 2,,51,65
234,3,7:00.0,,R. Gay misses 2-pt jump shot from 3 ft,51,65
235,3,7:00.0,,Offensive rebound by R. Gay,51,65
236,3,6:59.0,,R. Gay misses 2-pt layup from 2 ft (block by T. Young),51,65
237,3,6:58.0,Defensive rebound by T. Young,,51,65
238,3,6:55.0,T. Young misses 2-pt layup from 4 ft (block by D. Cousins),,51,65
239,3,6:55.0,Offensive rebound by Team,,51,65
240,3,6:55.0,Technical foul by Team,,51,65
241,3,6:55.0,,D. Collison makes technical free throw,51,66
242,3,6:35.0,J. Teague makes 2-pt jump shot from 9 ft,,53,66
243,3,6:18.0,,Turnover by A. Afflalo (bad pass),53,66
244,3,6:04.0,T. Young misses 2-pt layup from 2 ft (block by D. Cousins),,53,66
245,3,6:02.0,,Defensive rebound by K. Koufos,53,66
246,3,5:43.0,,Turnover by D. Cousins (bad pass; steal by G. Robinson),53,66
247,3,5:33.0,T. Young misses 2-pt hook shot from 7 ft,,53,66
248,3,5:33.0,,Defensive rebound by D. Cousins,53,66
249,3,5:24.0,,Shooting foul by T. Young (drawn by D. Cousins),53,66
250,3,5:24.0,,D. Cousins misses free throw 1 of 2,53,66
251,3,5:24.0,,Offensive rebound by Team,53,66
252,3,5:24.0,,G. Temple enters the game for A. Afflalo,53,66
253,3,5:24.0,,D. Cousins makes free throw 2 of 2,53,67
254,3,5:05.0,Turnover by P. George (lost ball; steal by D. Collison),,53,67
255,3,4:57.0,,D. Collison misses 2-pt jump shot from 3 ft,53,67
256,3,4:55.0,,Offensive rebound by K. Koufos,53,67
257,3,4:53.0,,K. Koufos misses 2-pt layup from 3 ft,53,67
258,3,4:52.0,Defensive rebound by J. Teague,,53,67
259,3,4:44.0,Turnover by G. Robinson (lost ball; steal by R. Gay),,53,67
260,3,4:42.0,,Personal foul by J. Teague (drawn by R. Gay),53,67
261,3,4:42.0,Technical foul by P. George,,53,67
262,3,4:42.0,,D. Collison makes technical free throw,53,68
263,3,4:42.0,M. Ellis enters the game for G. Robinson,,53,68
264,3,4:24.0,,D. Cousins misses 2-pt jump shot from 19 ft,53,68
265,3,4:24.0,Defensive rebound by P. George,,53,68
266,3,4:17.0,Turnover by P. George (bad pass; steal by K. Koufos),,53,68
267,3,4:01.0,,K. Koufos makes 2-pt layup from 1 ft (assist by G. Temple),53,70
268,3,4:01.0,Indiana full timeout,,53,70
269,3,4:01.0,,A. Tolliver enters the game for D. Cousins,53,70
270,3,4:01.0,C. Miles enters the game for T. Young,,53,70
271,3,3:43.0,M. Turner makes 3-pt jump shot from 25 ft (assist by J. Teague),,56,70
272,3,3:24.0,,R. Gay makes 2-pt jump shot from 18 ft,56,72
273,3,3:16.0,J. Teague makes 3-pt jump shot from 26 ft,,59,72
274,3,2:54.0,,D. Collison makes 2-pt jump shot from 20 ft,59,74
275,3,2:50.0,Personal foul by D. Collison (drawn by J. Teague),,59,74
276,3,2:50.0,J. Teague makes free throw 1 of 2,,60,74
277,3,2:50.0,J. Teague makes free throw 2 of 2,,61,74
278,3,2:35.0,,Turnover by R. Gay (lost ball),61,74
279,3,2:19.0,Personal foul by A. Tolliver (drawn by J. Teague),,61,74
280,3,2:19.0,J. Teague makes free throw 1 of 2,,62,74
281,3,2:19.0,J. Teague makes free throw 2 of 2,,63,74
282,3,1:56.0,,D. Collison misses 2-pt jump shot from 19 ft,63,74
283,3,1:55.0,,Offensive rebound by R. Gay,63,74
284,3,1:44.0,,K. Koufos makes 2-pt jump shot from 9 ft (assist by D. Collison),63,76
285,3,1:29.0,J. Teague makes 2-pt jump shot from 8 ft,,65,76
286,3,1:11.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Collison),65,79
287,3,0:59.0,M. Turner makes 2-pt dunk at rim (assist by M. Ellis),,67,79
288,3,0:41.0,,D. Collison misses 2-pt jump shot from 17 ft,67,79
289,3,0:41.0,Defensive rebound by J. Teague,,67,79
290,3,0:36.0,C. Miles makes 2-pt jump shot from 16 ft (assist by J. Teague),,69,79
291,3,0:18.0,,Turnover by R. Gay (lost ball; steal by C. Miles),69,79
292,3,0:14.0,Shooting foul by G. Temple (drawn by P. George),,69,79
293,3,0:14.0,,Sacramento full timeout,69,79
294,3,0:14.0,P. George makes free throw 1 of 2,,70,79
295,3,0:14.0,A. Brooks enters the game for J. Teague,,69,79
296,3,0:14.0,,M. Barnes enters the game for R. Gay,69,79
297,3,0:14.0,T. Young enters the game for C. Miles,,70,79
298,3,0:14.0,P. George makes free throw 2 of 2,,71,79
299,3,0:01.0,,M. Barnes misses 3-pt jump shot from 26 ft,71,79
300,3,0:00.0,Defensive rebound by T. Young,,71,79
301,4,11:47.0,Personal foul by A. Tolliver (drawn by P. George),,71,79
302,4,11:37.0,C. Miles makes 3-pt jump shot from 26 ft (assist by P. George),,74,79
303,4,11:24.0,,Personal foul by A. Jefferson (drawn by D. Cousins),74,79
304,4,11:09.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by D. Cousins),74,82
305,4,10:52.0,Personal foul by A. Afflalo (drawn by P. George),,74,82
306,4,10:38.0,A. Brooks misses 3-pt jump shot from 26 ft,,74,82
307,4,10:37.0,Offensive rebound by A. Brooks,,74,82
308,4,10:26.0,Shooting foul by A. Tolliver (drawn by C. Miles),,74,82
309,4,10:26.0,C. Miles misses free throw 1 of 3,,74,82
310,4,10:26.0,Offensive rebound by Team,,74,82
311,4,10:26.0,C. Miles makes free throw 2 of 3,,75,82
312,4,10:26.0,C. Miles misses free throw 3 of 3,,75,82
313,4,10:26.0,,Defensive rebound by A. Tolliver,75,82
314,4,10:19.0,,Personal foul by A. Jefferson (drawn by A. Afflalo),75,82
315,4,10:03.0,,D. Cousins misses 2-pt jump shot from 18 ft,75,82
316,4,10:02.0,Defensive rebound by C. Miles,,75,82
317,4,9:42.0,A. Jefferson makes 2-pt layup from 2 ft (assist by M. Ellis),,77,82
318,4,9:14.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by D. Cousins),77,85
319,4,8:55.0,A. Jefferson makes 2-pt hook shot from 6 ft,,79,85
320,4,8:35.0,,D. Cousins misses 3-pt jump shot from 25 ft,79,85
321,4,8:34.0,Defensive rebound by M. Ellis,,79,85
322,4,8:22.0,A. Jefferson makes 2-pt hook shot from 8 ft,,81,85
323,4,8:13.0,,Turnover by D. Cousins (bad pass; steal by P. George),81,85
324,4,8:09.0,P. George makes 2-pt layup from 1 ft,,83,85
325,4,8:09.0,,Sacramento full timeout,83,85
326,4,7:56.0,,A. Afflalo makes 2-pt jump shot from 8 ft (assist by D. Cousins),83,87
327,4,7:29.0,A. Jefferson misses 2-pt jump shot from 13 ft,,83,87
328,4,7:29.0,,Defensive rebound by M. Barnes,83,87
329,4,7:18.0,,Personal foul by M. Ellis (drawn by A. Afflalo),83,87
330,4,7:18.0,M. Turner enters the game for A. Brooks,,83,87
331,4,7:18.0,J. Teague enters the game for A. Jefferson,,83,87
332,4,7:10.0,,Shooting foul by M. Ellis (drawn by A. Afflalo),83,87
333,4,7:10.0,,A. Afflalo makes free throw 1 of 2,83,88
334,4,7:10.0,,A. Afflalo makes free throw 2 of 2,83,89
335,4,6:58.0,C. Miles misses 3-pt jump shot from 24 ft,,83,89
336,4,6:57.0,Offensive rebound by C. Miles,,83,89
337,4,6:51.0,Turnover by M. Ellis (traveling),,83,89
338,4,6:35.0,,D. Cousins misses 2-pt jump shot from 7 ft,83,89
339,4,6:34.0,Defensive rebound by J. Teague,,83,89
340,4,6:30.0,J. Teague makes 2-pt layup from 2 ft,,85,89
341,4,6:30.0,Shooting foul by G. Temple (drawn by J. Teague),,85,89
342,4,6:30.0,J. Teague makes free throw 1 of 1,,86,89
343,4,6:16.0,,M. Barnes makes 2-pt layup from 2 ft (assist by D. Cousins),86,91
344,4,5:50.0,M. Turner makes 2-pt jump shot from 14 ft,,88,91
345,4,5:32.0,,Shooting block foul by C. Miles (drawn by D. Cousins),88,91
346,4,5:32.0,Official timeout,,88,91
347,4,5:32.0,,D. Cousins makes free throw 1 of 2,88,92
348,4,5:32.0,,D. Collison enters the game for A. Tolliver,88,91
349,4,5:32.0,,D. Cousins makes free throw 2 of 2,88,93
350,4,5:17.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),,91,93
351,4,4:57.0,,M. Barnes misses 2-pt layup from 3 ft,91,93
352,4,4:56.0,Defensive rebound by P. George,,91,93
353,4,4:40.0,P. George misses 3-pt jump shot from 24 ft,,91,93
354,4,4:40.0,,Defensive rebound by Team,91,93
355,4,4:25.0,,G. Temple makes 2-pt jump shot from 14 ft (assist by M. Barnes),91,95
356,4,4:09.0,M. Ellis misses 2-pt jump shot from 7 ft,,91,95
357,4,4:07.0,Offensive rebound by M. Ellis,,91,95
358,4,3:57.0,M. Turner makes 2-pt layup from 2 ft (assist by J. Teague),,93,95
359,4,3:41.0,,Personal foul by M. Turner (drawn by D. Cousins),93,95
360,4,3:41.0,,D. Cousins misses free throw 1 of 2,93,95
361,4,3:41.0,,Offensive rebound by Team,93,95
362,4,3:41.0,,D. Cousins makes free throw 2 of 2,93,96
363,4,3:28.0,Turnover by M. Ellis (lost ball; steal by D. Collison),,93,96
364,4,3:10.0,,Offensive foul by D. Cousins (drawn by M. Turner),93,96
365,4,3:10.0,,Turnover by D. Cousins (offensive foul),93,96
366,4,3:10.0,Indiana full timeout,,93,96
367,4,2:52.0,Shooting foul by G. Temple (drawn by J. Teague),,93,96
368,4,2:52.0,J. Teague makes free throw 1 of 2,,94,96
369,4,2:52.0,J. Teague makes free throw 2 of 2,,95,96
370,4,2:35.0,,D. Collison misses 2-pt layup from 3 ft,95,96
371,4,2:34.0,,Offensive rebound by M. Barnes,95,96
372,4,2:34.0,,M. Barnes misses 2-pt layup from 1 ft,95,96
373,4,2:33.0,,Offensive rebound by M. Barnes,95,96
374,4,2:33.0,,Shooting foul by C. Miles (drawn by M. Barnes),95,96
375,4,2:33.0,,M. Barnes makes free throw 1 of 2,95,97
376,4,2:33.0,,M. Barnes makes free throw 2 of 2,95,98
377,4,2:22.0,P. George makes 2-pt jump shot from 18 ft,,97,98
378,4,2:03.0,,D. Cousins misses 2-pt layup from 4 ft,97,98
379,4,2:02.0,Defensive rebound by M. Turner,,97,98
380,4,1:56.0,Shooting foul by D. Collison (drawn by J. Teague),,97,98
381,4,1:56.0,J. Teague makes free throw 1 of 2,,98,98
382,4,1:56.0,J. Teague makes free throw 2 of 2,,99,98
383,4,1:41.0,,Turnover by D. Cousins (bad pass; steal by J. Teague),99,98
384,4,1:34.0,P. George makes 2-pt jump shot from 18 ft,,101,98
385,4,1:34.0,,Sacramento full timeout,101,98
386,4,1:21.0,,Personal foul by C. Miles (drawn by D. Cousins),101,98
387,4,1:21.0,,D. Cousins misses free throw 1 of 2,101,98
388,4,1:21.0,,Offensive rebound by Team,101,98
389,4,1:21.0,Indiana full timeout,,101,98
