,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
378,4,0:11.0,,Portland full timeout,106,103
379,4,0:08.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by M. Plumlee),106,106
380,4,0:08.0,Detroit full timeout,,106,106
381,4,0:08.0,,M. Harkless enters the game for C. McCollum,106,106
382,4,0:08.0,,E. Turner enters the game for D. Lillard,106,106
383,4,0:08.0,T. Harris enters the game for S. Johnson,,106,106
384,4,0:01.0,R. Jackson misses 2-pt layup from 2 ft,,106,106
385,4,0:01.0,Offensive rebound by Team,,106,106
386,1OT,4:41.0,A. Drummond misses 2-pt jump shot from 13 ft (block by M. Plumlee),,106,106
387,1OT,4:39.0,,Defensive rebound by D. Lillard,106,106
388,1OT,4:31.0,,D. Lillard misses 3-pt jump shot from 27 ft,106,106
389,1OT,4:31.0,Defensive rebound by S. Johnson,,106,106
390,1OT,4:26.0,Personal block foul by A. Crabbe (drawn by R. Jackson),,106,106
391,1OT,4:15.0,R. Jackson misses 3-pt jump shot from 29 ft,,106,106
392,1OT,4:15.0,,Defensive rebound by Team,106,106
393,1OT,3:59.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Plumlee),106,109
394,1OT,3:29.0,R. Jackson misses 2-pt jump shot from 17 ft,,106,109
395,1OT,3:28.0,,Defensive rebound by A. Aminu,106,109
396,1OT,3:08.0,,D. Lillard misses 2-pt layup from 1 ft (block by A. Drummond),106,109
397,1OT,3:07.0,Defensive rebound by Team,,106,109
398,1OT,3:07.0,T. Harris enters the game for S. Johnson,,106,109
399,1OT,2:44.0,M. Morris makes 2-pt jump shot from 18 ft,,108,109
400,1OT,2:22.0,,A. Aminu misses 3-pt jump shot from 23 ft,108,109
401,1OT,2:22.0,,Offensive rebound by M. Plumlee,108,109
402,1OT,2:14.0,,Personal foul by A. Drummond (drawn by D. Lillard),108,109
403,1OT,2:04.0,,C. McCollum makes 2-pt layup from 1 ft (assist by A. Crabbe),108,111
404,1OT,1:52.0,A. Drummond makes 2-pt jump shot from 7 ft,,110,111
405,1OT,1:31.0,,C. McCollum misses 3-pt jump shot from 28 ft,110,111
406,1OT,1:30.0,,Offensive rebound by M. Plumlee,110,111
407,1OT,1:16.0,,M. Plumlee misses 2-pt layup from 4 ft (block by T. Harris),110,111
408,1OT,1:13.0,Defensive rebound by T. Harris,,110,111
409,1OT,1:08.0,R. Jackson makes 2-pt layup from 2 ft,,112,111
410,1OT,0:43.0,,M. Plumlee misses 2-pt jump shot from 21 ft,112,111
411,1OT,0:42.0,Defensive rebound by K. Caldwell-Pope,,112,111
412,1OT,0:25.0,R. Jackson makes 2-pt layup from 1 ft,,114,111
413,1OT,0:25.0,,Portland full timeout,114,111
414,1OT,0:25.0,S. Johnson enters the game for T. Harris,,114,111
415,1OT,0:23.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Plumlee),114,114
416,1OT,0:17.0,Detroit full timeout,,114,114
417,1OT,0:17.0,,E. Turner enters the game for C. McCollum,114,114
418,1OT,0:17.0,,M. Harkless enters the game for D. Lillard,114,114
419,1OT,0:17.0,T. Harris enters the game for S. Johnson,,114,114
420,1OT,0:01.0,R. Jackson misses 2-pt jump shot from 20 ft,,114,114
421,1OT,0:00.0,Offensive rebound by Team,,114,114
422,2OT,4:48.0,R. Jackson misses 3-pt jump shot from 27 ft,,114,114
423,2OT,4:47.0,,Defensive rebound by D. Lillard,114,114
424,2OT,4:33.0,,A. Aminu makes 2-pt dunk at rim (assist by M. Plumlee),114,116
425,2OT,4:12.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Jackson),,117,116
426,2OT,3:48.0,,C. McCollum makes 2-pt jump shot from 10 ft (assist by D. Lillard),117,118
427,2OT,3:24.0,R. Jackson makes 2-pt layup from 1 ft,,119,118
428,2OT,3:00.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by M. Plumlee),119,120
429,2OT,2:42.0,T. Harris misses 3-pt jump shot from 26 ft,,119,120
430,2OT,2:42.0,,Defensive rebound by D. Lillard,119,120
431,2OT,2:23.0,,C. McCollum makes 2-pt layup from 2 ft (assist by M. Plumlee),119,122
432,2OT,2:10.0,Detroit full timeout,,119,122
433,2OT,2:10.0,M. Morris enters the game for S. Johnson,,119,122
434,2OT,1:59.0,R. Jackson misses 3-pt jump shot from 28 ft,,119,122
435,2OT,1:58.0,,Defensive rebound by M. Plumlee,119,122
436,2OT,1:50.0,,Personal block foul by A. Drummond (drawn by M. Plumlee),119,122
437,2OT,1:41.0,,A. Aminu makes 2-pt jump shot from 19 ft (assist by M. Plumlee),119,124
438,2OT,1:34.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by T. Harris),,122,124
439,2OT,1:13.0,,M. Plumlee misses 2-pt layup from 2 ft,122,124
440,2OT,1:11.0,,Offensive rebound by A. Aminu,122,124
441,2OT,0:52.0,,D. Lillard misses 2-pt jump shot from 18 ft,122,124
442,2OT,0:51.0,Defensive rebound by A. Drummond,,122,124
443,2OT,0:37.0,Turnover by Team (back court),,122,124
444,2OT,0:15.0,,E. Turner enters the game for D. Lillard,122,124
445,2OT,0:12.0,,M. Plumlee misses 3-pt jump shot from 47 ft,122,124
446,2OT,0:12.0,,Offensive rebound by Team,122,124
447,2OT,0:12.0,,Turnover by Team (shot clock),122,124
448,2OT,0:12.0,Detroit full timeout,,122,124
449,2OT,0:12.0,,M. Harkless enters the game for C. McCollum,122,124
450,2OT,0:09.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Jackson),,125,124
451,2OT,0:09.0,,Portland full timeout,125,124
452,2OT,0:09.0,,C. McCollum enters the game for M. Harkless,125,124
453,2OT,0:09.0,,D. Lillard enters the game for E. Turner,125,124
454,2OT,0:09.0,S. Johnson enters the game for T. Harris,,125,124
455,2OT,0:02.0,,C. McCollum misses 2-pt jump shot from 17 ft,125,124
456,2OT,0:00.0,,Offensive rebound by Team,125,124
457,2OT,0:00.0,,Portland full timeout,125,124
458,2OT,0:00.0,A. Baynes enters the game for K. Caldwell-Pope,,125,124
459,2OT,0:00.0,B. Marjanović enters the game for R. Jackson,,125,124
460,2OT,0:00.0,,M. Harkless enters the game for A. Aminu,125,124
