,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
81,1,3:25.0,,Shooting block foul by R. Anderson (drawn by A. Johnson),20,20
82,1,3:25.0,,A. Johnson makes free throw 1 of 2,20,21
83,1,3:25.0,,K. Olynyk enters the game for J. Jerebko,20,21
84,1,3:25.0,S. Dekker enters the game for R. Anderson,,20,21
85,1,3:25.0,,A. Johnson makes free throw 2 of 2,20,22
86,1,3:09.0,S. Dekker makes 2-pt layup from 3 ft (assist by T. Ariza),,22,22
87,1,2:54.0,,I. Thomas misses 2-pt jump shot from 13 ft,22,22
88,1,2:52.0,,Offensive rebound by Team,22,22
89,1,2:52.0,Houston full timeout,,22,22
90,1,2:52.0,,J. Young enters the game for J. Crowder,22,22
91,1,2:41.0,,M. Smart misses 2-pt jump shot from 22 ft,22,22
92,1,2:40.0,,Offensive rebound by Team,22,22
93,1,2:40.0,,Turnover by A. Johnson (punched ball),22,22
94,1,2:28.0,S. Dekker makes 3-pt jump shot from 25 ft (assist by J. Harden),,25,22
95,1,2:12.0,,K. Olynyk misses 2-pt jump shot from 15 ft,25,22
96,1,2:11.0,Defensive rebound by Team,,25,22
97,1,2:05.0,Shooting foul by A. Johnson (drawn by J. Harden),,25,22
98,1,2:05.0,J. Harden makes free throw 1 of 2,,26,22
99,1,2:05.0,J. Harden makes free throw 2 of 2,,27,22
100,1,1:54.0,,I. Thomas makes 2-pt layup from 1 ft (assist by A. Johnson),27,24
101,1,1:39.0,T. Ariza misses 3-pt jump shot from 25 ft,,27,24
102,1,1:38.0,,Defensive rebound by A. Johnson,27,24
103,1,1:28.0,,Turnover by K. Olynyk (lost ball),27,24
104,1,1:17.0,J. Harden misses 3-pt jump shot from 26 ft,,27,24
105,1,1:16.0,,Defensive rebound by A. Johnson,27,24
106,1,1:03.0,,Turnover by I. Thomas (bad pass),27,24
107,1,1:03.0,,T. Rozier enters the game for I. Thomas,27,24
108,1,0:55.0,Turnover by J. Harden (offensive foul),,27,24
109,1,0:55.0,Offensive foul by J. Harden (drawn by M. Smart),,27,24
110,1,0:41.0,,T. Rozier misses 3-pt jump shot from 24 ft,27,24
111,1,0:38.0,,Offensive rebound by T. Rozier,27,24
112,1,0:37.0,,T. Rozier misses 2-pt layup from 1 ft,27,24
113,1,0:36.0,Defensive rebound by M. Harrell,,27,24
114,1,0:32.0,S. Dekker misses 2-pt layup from 2 ft,,27,24
115,1,0:31.0,,Defensive rebound by Team,27,24
116,1,0:18.0,,J. Young misses 3-pt jump shot from 24 ft,27,24
117,1,0:17.0,Defensive rebound by J. Harden,,27,24
118,1,0:03.0,Turnover by J. Harden (bad pass; steal by M. Smart),,27,24
119,1,0:01.0,S. Dekker misses 3-pt jump shot from 37 ft,,27,24
120,1,0:00.0,Offensive rebound by Team,,27,24
121,1,0:01.0,,Turnover by M. Smart (bad pass; steal by S. Dekker),27,24
122,2,11:35.0,,A. Horford misses 2-pt hook shot from 12 ft,27,24
123,2,11:34.0,Defensive rebound by R. Anderson,,27,24
124,2,11:18.0,P. Beverley misses 2-pt jump shot from 11 ft,,27,24
125,2,11:17.0,,Defensive rebound by J. Brown,27,24
126,2,11:05.0,,J. Brown makes 2-pt layup from 1 ft (assist by K. Olynyk),27,26
127,2,10:48.0,M. Harrell makes 2-pt jump shot from 18 ft (assist by P. Beverley),,29,26
128,2,10:26.0,,K. Olynyk makes 2-pt hook shot from 7 ft,29,28
129,2,10:07.0,C. Brewer makes 2-pt layup from 1 ft (assist by M. Harrell),,31,28
130,2,9:49.0,,K. Olynyk makes 2-pt dunk at rim (assist by A. Horford),31,30
131,2,9:31.0,C. Brewer makes 2-pt jump shot from 8 ft,,33,30
132,2,9:11.0,,J. Brown misses 2-pt jump shot from 4 ft (block by P. Beverley),33,30
133,2,9:11.0,,Offensive rebound by Team,33,30
134,2,9:04.0,,T. Rozier makes 2-pt layup from 1 ft (assist by A. Horford),33,32
135,2,8:58.0,S. Dekker makes 2-pt layup from 2 ft (assist by P. Beverley),,35,32
136,2,8:48.0,,Shooting foul by R. Anderson (drawn by K. Olynyk),35,32
137,2,8:48.0,Official timeout,,35,32
138,2,8:48.0,,K. Olynyk misses free throw 1 of 2,35,32
139,2,8:48.0,,Offensive rebound by Team,35,32
140,2,8:48.0,,K. Olynyk makes free throw 2 of 2,35,33
141,2,8:33.0,R. Anderson misses 2-pt layup from 2 ft,,35,33
142,2,8:32.0,Offensive rebound by Team,,35,33
143,2,8:30.0,Personal foul by J. Brown (drawn by C. Brewer),,35,33
144,2,8:25.0,P. Beverley makes 2-pt layup at rim (assist by M. Harrell),,37,33
145,2,8:25.0,Shooting foul by K. Olynyk (drawn by P. Beverley),,37,33
146,2,8:25.0,P. Beverley makes free throw 1 of 1,,38,33
147,2,8:08.0,,T. Rozier misses 2-pt jump shot from 22 ft,38,33
148,2,8:04.0,Defensive rebound by S. Dekker,,38,33
149,2,7:58.0,S. Dekker makes 2-pt dunk at rim (assist by P. Beverley),,40,33
150,2,7:58.0,,Boston full timeout,40,33
151,2,7:41.0,,J. Brown misses 3-pt jump shot from 23 ft,40,33
152,2,7:40.0,,Offensive rebound by K. Olynyk,40,33
153,2,7:34.0,,Turnover by K. Olynyk (lost ball; steal by C. Brewer),40,33
154,2,7:30.0,,J. Crowder enters the game for K. Olynyk,40,33
155,2,7:30.0,,J. Jerebko enters the game for T. Rozier,40,33
156,2,7:17.0,M. Harrell makes 2-pt jump shot from 18 ft,,42,33
157,2,7:07.0,,Personal foul by S. Dekker (drawn by M. Smart),42,33
158,2,7:00.0,,A. Horford misses 2-pt layup from 1 ft,42,33
159,2,6:59.0,,Offensive rebound by J. Jerebko,42,33
160,2,6:55.0,,Offensive foul by J. Brown (drawn by S. Dekker),42,33
161,2,6:55.0,,Turnover by J. Brown (offensive foul),42,33
162,2,6:40.0,S. Dekker makes 2-pt jump shot from 11 ft,,44,33
163,2,6:23.0,,J. Crowder makes 2-pt layup from 1 ft (assist by A. Horford),44,35
164,2,6:12.0,C. Brewer makes 2-pt layup from 1 ft (assist by P. Beverley),,46,35
165,2,5:58.0,,Shooting foul by P. Beverley (drawn by M. Smart),46,35
166,2,5:58.0,,M. Smart makes free throw 1 of 2,46,36
167,2,5:58.0,T. Ariza enters the game for S. Dekker,,46,36
168,2,5:58.0,J. Harden enters the game for C. Brewer,,46,36
169,2,5:58.0,,I. Thomas enters the game for J. Brown,46,36
170,2,5:58.0,C. Capela enters the game for M. Harrell,,46,36
171,2,5:58.0,,M. Smart makes free throw 2 of 2,46,37
172,2,5:50.0,Turnover by P. Beverley (bad pass),,46,37
173,2,5:50.0,,G. Green enters the game for M. Smart,46,37
174,2,5:34.0,,I. Thomas makes 2-pt layup from 2 ft (assist by A. Horford),46,39
175,2,5:17.0,T. Ariza misses 2-pt layup from 2 ft,,46,39
176,2,5:16.0,,Defensive rebound by G. Green,46,39
177,2,5:13.0,,Turnover by G. Green (offensive foul),46,39
178,2,5:13.0,Offensive charge foul by G. Green (drawn by R. Anderson),,46,39
179,2,4:58.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,48,39
180,2,4:45.0,,Personal foul by P. Beverley (drawn by I. Thomas),48,39
181,2,4:45.0,C. Brewer enters the game for P. Beverley,,48,39
182,2,4:33.0,,A. Horford misses 2-pt layup from 2 ft,48,39
183,2,4:32.0,Defensive rebound by C. Capela,,48,39
184,2,4:22.0,J. Harden misses 3-pt jump shot from 26 ft,,48,39
185,2,4:21.0,,Defensive rebound by G. Green,48,39
186,2,4:13.0,,I. Thomas makes 2-pt hook shot from 7 ft,48,41
187,2,4:01.0,Personal foul by G. Green (drawn by C. Capela),,48,41
188,2,4:01.0,,K. Olynyk enters the game for A. Horford,48,41
189,2,3:56.0,J. Harden misses 3-pt jump shot from 25 ft,,48,41
190,2,3:55.0,,Defensive rebound by J. Jerebko,48,41
191,2,3:42.0,,G. Green misses 3-pt jump shot from 26 ft,48,41
192,2,3:40.0,,Offensive rebound by J. Jerebko,48,41
193,2,3:39.0,Offensive charge foul by J. Crowder (drawn by J. Harden),,48,41
194,2,3:39.0,,Turnover by J. Crowder (offensive foul),48,41
195,2,3:30.0,Shooting block foul by J. Jerebko (drawn by C. Capela),,48,41
196,2,3:30.0,C. Capela makes free throw 1 of 2,,49,41
197,2,3:30.0,,Violation by I. Thomas (lane),49,41
198,2,3:30.0,,Technical foul by J. Jerebko,49,41
199,2,3:30.0,J. Harden makes technical free throw,,50,41
200,2,3:30.0,C. Capela misses free throw 2 of 2,,50,41
201,2,3:28.0,Offensive rebound by Team,,50,41
202,2,3:19.0,Shooting foul by J. Jerebko (drawn by C. Brewer),,50,41
203,2,3:19.0,,Technical foul by Team,50,41
204,2,3:19.0,Houston full timeout,,50,41
205,2,3:19.0,J. Harden misses technical free throw,,50,41
206,2,3:19.0,Offensive rebound by Team,,50,41
207,2,3:19.0,C. Brewer misses free throw 1 of 2,,50,41
208,2,3:19.0,Offensive rebound by Team,,50,41
209,2,3:19.0,C. Brewer makes free throw 2 of 2,,51,41
210,2,3:05.0,,I. Thomas misses 2-pt jump shot from 3 ft,51,41
211,2,3:04.0,,Offensive rebound by I. Thomas,51,41
212,2,3:04.0,,I. Thomas misses 2-pt layup from 1 ft (block by C. Capela),51,41
213,2,3:02.0,,Offensive rebound by K. Olynyk,51,41
214,2,2:58.0,,J. Crowder makes 2-pt layup from 2 ft (assist by K. Olynyk),51,43
215,2,2:45.0,Shooting foul by K. Olynyk (drawn by C. Capela),,51,43
216,2,2:45.0,C. Capela makes free throw 1 of 2,,52,43
217,2,2:45.0,C. Capela misses free throw 2 of 2,,52,43
218,2,2:45.0,,Defensive rebound by J. Crowder,52,43
219,2,2:45.0,S. Dekker enters the game for C. Brewer,,52,43
220,2,2:45.0,,M. Smart enters the game for G. Green,52,43
221,2,2:29.0,,J. Crowder misses 3-pt jump shot from 26 ft,52,43
222,2,2:26.0,,Offensive rebound by I. Thomas,52,43
223,2,2:23.0,,I. Thomas misses 3-pt jump shot from 24 ft (block by C. Capela),52,43
224,2,2:22.0,,Offensive rebound by I. Thomas,52,43
225,2,2:17.0,,I. Thomas makes 2-pt layup from 1 ft,52,45
226,2,2:11.0,Personal take foul by J. Jerebko (drawn by C. Capela),,52,45
227,2,2:11.0,C. Capela misses free throw 1 of 2,,52,45
228,2,2:11.0,Offensive rebound by Team,,52,45
229,2,2:11.0,C. Capela misses free throw 2 of 2,,52,45
230,2,2:11.0,,Defensive rebound by J. Crowder,52,45
231,2,2:11.0,,A. Horford enters the game for J. Jerebko,52,45
232,2,1:49.0,,Shooting foul by C. Capela (drawn by I. Thomas),52,45
233,2,1:49.0,,I. Thomas makes free throw 1 of 2,52,46
234,2,1:49.0,,I. Thomas makes free throw 2 of 2,52,47
235,2,1:31.0,J. Harden misses 3-pt jump shot from 24 ft,,52,47
236,2,1:29.0,,Defensive rebound by K. Olynyk,52,47
237,2,1:20.0,,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),52,49
238,2,1:11.0,S. Dekker misses 3-pt jump shot from 26 ft,,52,49
239,2,1:09.0,Offensive rebound by C. Capela,,52,49
240,2,1:08.0,C. Capela misses 2-pt hook shot from 6 ft,,52,49
241,2,1:07.0,Offensive rebound by Team,,52,49
242,2,1:07.0,,Loose ball foul by M. Smart (drawn by R. Anderson),52,49
243,2,1:07.0,R. Anderson makes free throw 1 of 2,,53,49
244,2,1:07.0,R. Anderson makes free throw 2 of 2,,54,49
245,2,0:57.0,,K. Olynyk misses 3-pt jump shot from 25 ft,54,49
246,2,0:56.0,Defensive rebound by J. Harden,,54,49
247,2,0:46.0,Shooting foul by M. Smart (drawn by J. Harden),,54,49
248,2,0:46.0,,Technical foul by M. Smart,54,49
249,2,0:46.0,J. Harden makes technical free throw,,55,49
250,2,0:46.0,J. Harden makes free throw 1 of 2,,56,49
251,2,0:46.0,J. Harden misses free throw 2 of 2,,56,49
252,2,0:46.0,,Defensive rebound by J. Crowder,56,49
253,2,0:46.0,,G. Green enters the game for K. Olynyk,56,49
254,2,0:30.0,,A. Horford misses 2-pt layup from 1 ft (block by J. Harden),56,49
255,2,0:29.0,Defensive rebound by Team,,56,49
256,2,0:05.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,58,49
257,2,0:01.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by M. Smart),58,52
258,3,11:40.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by I. Thomas),58,55
259,3,11:24.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by C. Capela),,61,55
260,3,11:07.0,,I. Thomas misses 3-pt jump shot from 25 ft,61,55
261,3,11:06.0,,Offensive rebound by J. Jerebko,61,55
262,3,11:02.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by A. Horford),61,58
263,3,10:39.0,C. Capela misses 2-pt layup from 1 ft (block by A. Horford),,61,58
264,3,10:38.0,,Defensive rebound by A. Horford,61,58
265,3,10:30.0,,Shooting block foul by R. Anderson (drawn by J. Crowder),61,58
266,3,10:30.0,,J. Crowder makes free throw 1 of 2,61,59
267,3,10:30.0,,J. Crowder makes free throw 2 of 2,61,60
268,3,10:19.0,Turnover by J. Harden (bad pass; steal by A. Horford),,61,60
269,3,10:08.0,,J. Crowder makes 2-pt layup from 1 ft (assist by A. Horford),61,62
270,3,9:50.0,T. Ariza misses 3-pt jump shot from 25 ft,,61,62
271,3,9:49.0,,Defensive rebound by J. Crowder,61,62
272,3,9:28.0,,A. Horford makes 2-pt hook shot from 7 ft (assist by M. Smart),61,64
273,3,9:13.0,T. Ariza misses 3-pt jump shot from 24 ft,,61,64
274,3,9:12.0,,Defensive rebound by J. Crowder,61,64
275,3,8:57.0,,A. Horford makes 2-pt dunk at rim (assist by M. Smart),61,66
276,3,8:57.0,Houston full timeout,,61,66
277,3,8:57.0,S. Dekker enters the game for R. Anderson,,61,66
278,3,8:57.0,M. Harrell enters the game for C. Capela,,61,66
279,3,8:43.0,M. Harrell makes 2-pt dunk at rim (assist by P. Beverley),,63,66
280,3,8:23.0,,I. Thomas makes 3-pt jump shot from 26 ft,63,69
281,3,8:05.0,J. Harden makes 2-pt layup from 3 ft,,65,69
282,3,8:02.0,,Turnover by M. Smart (bad pass),65,69
283,3,8:02.0,,G. Green enters the game for J. Jerebko,65,69
284,3,7:51.0,Shooting foul by G. Green (drawn by M. Harrell),,65,69
285,3,7:51.0,M. Harrell makes free throw 1 of 2,,66,69
286,3,7:51.0,M. Harrell misses free throw 2 of 2,,66,69
287,3,7:51.0,,Defensive rebound by J. Crowder,66,69
288,3,7:35.0,,I. Thomas misses 2-pt jump shot from 23 ft,66,69
289,3,7:33.0,Defensive rebound by J. Harden,,66,69
290,3,7:27.0,S. Dekker misses 2-pt jump shot from 5 ft,,66,69
291,3,7:26.0,,Defensive rebound by A. Horford,66,69
292,3,7:15.0,,A. Horford makes 2-pt layup from 1 ft (assist by I. Thomas),66,71
293,3,7:03.0,Turnover by J. Harden (bad pass; steal by A. Horford),,66,71
294,3,6:58.0,,J. Crowder makes 2-pt layup from 1 ft,66,73
295,3,6:43.0,J. Harden misses 2-pt jump shot from 16 ft,,66,73
296,3,6:42.0,,Defensive rebound by M. Smart,66,73
297,3,6:37.0,,Turnover by I. Thomas (lost ball; steal by P. Beverley),66,73
298,3,6:31.0,S. Dekker makes 2-pt layup from 2 ft (assist by J. Harden),,68,73
299,3,6:14.0,,Turnover by M. Smart (bad pass; steal by T. Ariza),68,73
300,3,6:03.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),,71,73
301,3,5:42.0,,I. Thomas makes 2-pt layup at rim,71,75
302,3,5:24.0,M. Harrell makes 2-pt dunk at rim (assist by T. Ariza),,73,75
303,3,5:01.0,,Shooting foul by P. Beverley (drawn by J. Crowder),73,75
304,3,5:01.0,,J. Crowder makes free throw 1 of 2,73,76
305,3,5:01.0,C. Brewer enters the game for P. Beverley,,73,76
306,3,5:01.0,,A. Johnson enters the game for A. Horford,73,76
307,3,5:01.0,,J. Crowder makes free throw 2 of 2,73,77
308,3,4:48.0,M. Harrell misses 2-pt jump shot from 18 ft,,73,77
309,3,4:47.0,,Defensive rebound by J. Crowder,73,77
310,3,4:34.0,,Turnover by A. Johnson (bad pass; steal by J. Harden),73,77
311,3,4:28.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,76,77
312,3,4:10.0,,A. Johnson makes 2-pt dunk at rim (assist by J. Crowder),76,79
313,3,3:49.0,J. Harden misses 3-pt jump shot from 25 ft,,76,79
314,3,3:47.0,,Defensive rebound by A. Johnson,76,79
315,3,3:33.0,,G. Green makes 2-pt jump shot from 19 ft (assist by M. Smart),76,81
316,3,3:23.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,78,81
317,3,3:05.0,,I. Thomas misses 2-pt jump shot from 9 ft (block by S. Dekker),78,81
318,3,3:04.0,Defensive rebound by S. Dekker,,78,81
319,3,2:56.0,Shooting foul by A. Johnson (drawn by J. Harden),,78,81
320,3,2:56.0,,Boston full timeout,78,81
321,3,2:56.0,J. Harden makes free throw 1 of 2,,79,81
322,3,2:56.0,,T. Rozier enters the game for I. Thomas,78,81
323,3,2:56.0,J. Harden makes free throw 2 of 2,,80,81
324,3,2:43.0,,Shooting foul by S. Dekker (drawn by J. Crowder),80,81
325,3,2:43.0,,J. Crowder makes free throw 1 of 2,80,82
326,3,2:43.0,,J. Jerebko enters the game for M. Smart,80,82
327,3,2:43.0,,J. Crowder makes free throw 2 of 2,80,83
328,3,2:26.0,J. Harden misses 2-pt jump shot from 13 ft,,80,83
329,3,2:25.0,,Defensive rebound by G. Green,80,83
330,3,2:19.0,,J. Crowder makes 2-pt jump shot from 23 ft,80,85
331,3,2:04.0,S. Dekker misses 3-pt jump shot from 25 ft,,80,85
332,3,2:03.0,,Defensive rebound by A. Johnson,80,85
333,3,1:52.0,,J. Crowder misses 3-pt jump shot from 26 ft,80,85
334,3,1:51.0,Defensive rebound by C. Brewer,,80,85
335,3,1:43.0,Turnover by J. Harden (bad pass; steal by T. Rozier),,80,85
336,3,1:30.0,,G. Green makes 3-pt jump shot from 26 ft,80,88
337,3,1:11.0,T. Ariza makes 3-pt jump shot from 27 ft (assist by J. Harden),,83,88
338,3,0:49.0,,J. Crowder misses 2-pt jump shot from 19 ft,83,88
339,3,0:47.0,Defensive rebound by J. Harden,,83,88
340,3,0:37.0,J. Harden misses 2-pt jump shot from 18 ft,,83,88
341,3,0:35.0,,Defensive rebound by T. Rozier,83,88
342,3,0:27.0,,T. Rozier misses 2-pt layup from 2 ft,83,88
343,3,0:26.0,Defensive rebound by T. Ariza,,83,88
344,3,0:08.0,Shooting foul by T. Rozier (drawn by J. Harden),,83,88
345,3,0:08.0,J. Harden makes free throw 1 of 3,,84,88
346,3,0:08.0,J. Harden makes free throw 2 of 3,,85,88
347,3,0:08.0,,I. Thomas enters the game for A. Johnson,85,88
348,3,0:08.0,J. Harden makes free throw 3 of 3,,86,88
349,3,0:04.0,,Personal block foul by C. Brewer (drawn by I. Thomas),86,88
350,3,0:03.0,Offensive charge foul by J. Jerebko (drawn by T. Ariza),,86,88
351,3,0:03.0,,Turnover by J. Jerebko (bad pass),86,88
352,3,0:03.0,,A. Johnson enters the game for I. Thomas,86,88
353,3,0:03.0,Turnover by C. Brewer (bad pass; steal by J. Crowder),,86,88
354,3,0:01.0,,J. Crowder misses 3-pt jump shot from 29 ft,86,88
355,3,0:00.0,,Offensive rebound by Team,86,88
356,4,11:38.0,S. Dekker misses 3-pt jump shot from 25 ft,,86,88
357,4,11:35.0,,Defensive rebound by T. Rozier,86,88
358,4,11:19.0,,G. Green misses 3-pt jump shot from 23 ft,86,88
359,4,11:17.0,Defensive rebound by S. Dekker,,86,88
360,4,11:09.0,Turnover by C. Capela (traveling),,86,88
361,4,10:56.0,,T. Rozier misses 3-pt jump shot from 26 ft,86,88
362,4,10:55.0,Defensive rebound by S. Dekker,,86,88
363,4,10:44.0,P. Beverley misses 2-pt jump shot from 21 ft,,86,88
364,4,10:43.0,,Defensive rebound by G. Green,86,88
365,4,10:35.0,,Turnover by I. Thomas (lost ball; steal by P. Beverley),86,88
366,4,10:31.0,S. Dekker makes 2-pt dunk at rim (assist by P. Beverley),,88,88
367,4,10:12.0,,I. Thomas misses 2-pt layup from 1 ft,88,88
368,4,10:11.0,Defensive rebound by C. Capela,,88,88
369,4,10:03.0,R. Anderson makes 3-pt jump shot from 29 ft (assist by P. Beverley),,91,88
370,4,9:42.0,,G. Green makes 2-pt layup from 1 ft (assist by I. Thomas),91,90
371,4,9:21.0,Offensive foul by C. Brewer (drawn by I. Thomas),,91,90
372,4,9:21.0,Turnover by C. Brewer (offensive foul),,91,90
373,4,9:08.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by I. Thomas),91,93
374,4,8:48.0,C. Brewer misses 2-pt jump shot from 9 ft (block by A. Horford),,91,93
375,4,8:47.0,,Defensive rebound by I. Thomas,91,93
376,4,8:43.0,,I. Thomas misses 3-pt jump shot from 26 ft,91,93
377,4,8:42.0,Defensive rebound by C. Capela,,91,93
378,4,8:30.0,C. Capela makes 2-pt dunk at rim (assist by P. Beverley),,93,93
379,4,8:06.0,,A. Horford misses 2-pt hook shot from 8 ft,93,93
380,4,8:05.0,Defensive rebound by C. Capela,,93,93
381,4,7:56.0,Official timeout,,93,93
382,4,7:56.0,,J. Jerebko enters the game for K. Olynyk,93,93
383,4,7:56.0,,M. Smart enters the game for G. Green,93,93
384,4,7:50.0,P. Beverley misses 3-pt jump shot from 26 ft,,93,93
385,4,7:49.0,Offensive rebound by R. Anderson,,93,93
386,4,7:48.0,R. Anderson misses 2-pt layup from 1 ft,,93,93
387,4,7:46.0,Offensive rebound by R. Anderson,,93,93
