,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
206,2,3:31.0,A. Len makes free throw 1 of 2,,34,59
207,2,3:31.0,A. Len misses free throw 2 of 2,,34,59
208,2,3:31.0,,Defensive rebound by A. Horford,34,59
209,2,3:31.0,,J. Crowder enters the game for G. Green,34,59
210,2,3:12.0,,A. Horford misses 3-pt jump shot from 26 ft,34,59
211,2,3:11.0,,Offensive rebound by A. Johnson,34,59
212,2,3:05.0,,M. Smart misses 3-pt jump shot from 24 ft,34,59
213,2,3:03.0,,Offensive rebound by A. Horford,34,59
214,2,3:00.0,,M. Smart misses 3-pt jump shot from 24 ft,34,59
215,2,2:59.0,Defensive rebound by D. Booker,,34,59
216,2,2:38.0,A. Len makes 2-pt jump shot from 7 ft (assist by J. Dudley),,36,59
217,2,2:16.0,,I. Thomas misses 2-pt layup from 2 ft,36,59
218,2,2:15.0,Defensive rebound by D. Booker,,36,59
219,2,2:09.0,D. Booker misses 2-pt layup from 1 ft,,36,59
220,2,2:08.0,,Defensive rebound by A. Horford,36,59
221,2,2:04.0,,I. Thomas makes 2-pt layup from 1 ft (assist by A. Horford),36,61
222,2,1:48.0,,Offensive charge foul by D. Booker (drawn by A. Johnson),36,61
223,2,1:48.0,Turnover by D. Booker (offensive foul),,36,61
224,2,1:34.0,,J. Crowder misses 3-pt jump shot from 26 ft,36,61
225,2,1:33.0,Defensive rebound by A. Len,,36,61
226,2,1:19.0,J. Dudley makes 2-pt layup from 2 ft (assist by A. Len),,38,61
227,2,1:11.0,,I. Thomas makes 3-pt jump shot from 25 ft,38,64
228,2,0:57.0,D. Jones makes 2-pt dunk at rim (assist by J. Dudley),,40,64
229,2,0:35.0,,A. Horford misses 2-pt jump shot from 15 ft,40,64
230,2,0:33.0,,Offensive rebound by Team,40,64
231,2,0:33.0,,Boston full timeout,40,64
232,2,0:33.0,,K. Olynyk enters the game for A. Johnson,40,64
233,2,0:30.0,,A. Horford makes 2-pt hook shot at rim (assist by M. Smart),40,66
234,2,0:17.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by D. Booker),,43,66
235,2,0:01.0,,I. Thomas misses 3-pt jump shot from 24 ft,43,66
236,2,0:00.0,,Offensive rebound by Team,43,66
237,3,11:46.0,,I. Thomas misses 3-pt jump shot from 25 ft,43,66
238,3,11:45.0,Defensive rebound by Team,,43,66
239,3,11:30.0,A. Len makes 2-pt jump shot from 15 ft (assist by D. Booker),,45,66
240,3,11:15.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Brown),45,69
241,3,11:09.0,D. Booker makes 2-pt jump shot from 8 ft (assist by T. Ulis),,47,69
242,3,11:09.0,Shooting foul by A. Horford (drawn by D. Booker),,47,69
243,3,11:09.0,D. Booker makes free throw 1 of 1,,48,69
244,3,10:54.0,,A. Horford makes 2-pt hook shot from 7 ft (assist by I. Thomas),48,71
245,3,10:38.0,D. Booker misses 2-pt jump shot from 20 ft,,48,71
246,3,10:37.0,Offensive rebound by A. Len,,48,71
247,3,10:36.0,A. Len makes 2-pt layup from 1 ft,,50,71
248,3,10:36.0,Shooting foul by A. Johnson (drawn by A. Len),,50,71
249,3,10:36.0,A. Len misses free throw 1 of 1,,50,71
250,3,10:36.0,Offensive rebound by Team,,50,71
251,3,10:36.0,,M. Smart enters the game for J. Brown,50,71
252,3,10:31.0,Shooting foul by M. Smart (drawn by D. Booker),,50,71
253,3,10:31.0,D. Booker makes free throw 1 of 2,,51,71
254,3,10:31.0,D. Booker makes free throw 2 of 2,,52,71
255,3,10:23.0,,Personal foul by A. Len (drawn by A. Johnson),52,71
256,3,10:05.0,,M. Smart misses 2-pt layup from 2 ft,52,71
257,3,10:04.0,,Offensive rebound by M. Smart,52,71
258,3,9:58.0,,Shooting foul by A. Len (drawn by J. Crowder),52,71
259,3,9:58.0,,J. Crowder makes free throw 1 of 2,52,72
260,3,9:58.0,,J. Crowder makes free throw 2 of 2,52,73
261,3,9:44.0,Turnover by A. Len (lost ball; steal by A. Johnson),,52,73
262,3,9:39.0,,Personal foul by D. Jones (drawn by J. Crowder),52,73
263,3,9:39.0,,Technical foul by J. Crowder,52,73
264,3,9:39.0,Technical foul by D. Jones,,52,73
265,3,9:36.0,,Personal foul by T. Ulis (drawn by I. Thomas),52,73
266,3,9:25.0,,I. Thomas misses 3-pt jump shot from 25 ft,52,73
267,3,9:24.0,Defensive rebound by M. Chriss,,52,73
268,3,9:13.0,M. Chriss misses 2-pt jump shot from 6 ft (block by A. Johnson),,52,73
269,3,9:12.0,,Defensive rebound by A. Johnson,52,73
270,3,9:09.0,,Turnover by J. Crowder (bad pass),52,73
271,3,8:52.0,Shooting foul by M. Smart (drawn by D. Booker),,52,73
272,3,8:52.0,D. Booker makes 2-pt jump shot from 7 ft,,54,73
273,3,8:52.0,D. Booker makes free throw 1 of 1,,55,73
274,3,8:41.0,,Turnover by I. Thomas (lost ball),55,73
275,3,8:35.0,T. Ulis misses 2-pt jump shot from 18 ft,,55,73
276,3,8:34.0,Offensive rebound by D. Jones,,55,73
277,3,8:31.0,,Loose ball foul by A. Johnson (drawn by M. Chriss),55,73
278,3,8:31.0,M. Chriss misses free throw 1 of 2,,55,73
279,3,8:31.0,Offensive rebound by Team,,55,73
280,3,8:31.0,M. Chriss makes free throw 2 of 2,,56,73
281,3,8:09.0,,A. Horford makes 2-pt hook shot from 6 ft,56,75
282,3,8:09.0,,Shooting foul by M. Chriss (drawn by A. Horford),56,75
283,3,8:09.0,,A. Horford makes free throw 1 of 1,56,76
284,3,7:49.0,D. Booker misses 3-pt jump shot from 24 ft,,56,76
285,3,7:47.0,,Defensive rebound by A. Horford,56,76
286,3,7:39.0,,I. Thomas misses 2-pt jump shot from 13 ft,56,76
287,3,7:37.0,,Offensive rebound by A. Johnson,56,76
288,3,7:37.0,,A. Johnson misses 2-pt layup from 1 ft,56,76
289,3,7:36.0,Defensive rebound by M. Chriss,,56,76
290,3,7:28.0,T. Ulis misses 2-pt jump shot from 8 ft,,56,76
291,3,7:26.0,,Defensive rebound by A. Johnson,56,76
292,3,7:15.0,,J. Crowder misses 3-pt jump shot from 27 ft,56,76
293,3,7:15.0,Defensive rebound by A. Len,,56,76
294,3,7:00.0,D. Booker misses 2-pt jump shot from 16 ft,,56,76
295,3,6:59.0,,Defensive rebound by J. Crowder,56,76
296,3,6:53.0,,A. Johnson makes 2-pt layup from 1 ft (assist by J. Crowder),56,78
297,3,6:40.0,A. Len makes 2-pt jump shot from 17 ft (assist by D. Booker),,58,78
298,3,6:28.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Smart),58,80
299,3,6:08.0,M. Chriss makes 2-pt dunk at rim (assist by D. Booker),,60,80
300,3,5:51.0,,A. Johnson misses 3-pt jump shot from 25 ft,60,80
301,3,5:50.0,Defensive rebound by D. Booker,,60,80
302,3,5:41.0,Personal foul by A. Johnson (drawn by D. Booker),,60,80
303,3,5:41.0,,Boston full timeout,60,80
304,3,5:41.0,D. Booker makes free throw 1 of 2,,61,80
305,3,5:41.0,,T. Zeller enters the game for A. Horford,60,80
306,3,5:41.0,D. Booker makes free throw 2 of 2,,62,80
307,3,5:28.0,,A. Johnson makes 2-pt hook shot at rim (assist by M. Smart),62,82
308,3,5:15.0,M. Chriss misses 3-pt jump shot from 25 ft,,62,82
309,3,5:14.0,,Defensive rebound by J. Crowder,62,82
310,3,5:05.0,Loose ball foul by D. Booker (drawn by T. Zeller),,62,82
311,3,5:05.0,,T. Zeller misses free throw 1 of 2,62,82
312,3,5:05.0,,Offensive rebound by Team,62,82
313,3,5:05.0,,T. Zeller misses free throw 2 of 2,62,82
314,3,5:05.0,Defensive rebound by M. Chriss,,62,82
315,3,4:47.0,Turnover by D. Booker (lost ball; steal by M. Smart),,62,82
316,3,4:43.0,,I. Thomas makes 2-pt layup from 1 ft (assist by M. Smart),62,84
317,3,4:32.0,Personal foul by T. Zeller (drawn by D. Booker),,62,84
318,3,4:32.0,D. Booker makes free throw 1 of 2,,63,84
319,3,4:32.0,D. Booker makes free throw 2 of 2,,64,84
320,3,4:20.0,,Shooting foul by M. Chriss (drawn by M. Smart),64,84
321,3,4:20.0,,M. Smart makes free throw 1 of 2,64,85
322,3,4:20.0,J. Dudley enters the game for M. Chriss,,64,85
323,3,4:20.0,,J. Brown enters the game for I. Thomas,64,85
324,3,4:20.0,L. Barbosa enters the game for T. Ulis,,64,85
325,3,4:20.0,,M. Smart makes free throw 2 of 2,64,86
326,3,4:13.0,Turnover by D. Booker (lost ball; steal by M. Smart),,64,86
327,3,4:06.0,,M. Smart misses 2-pt layup from 1 ft,64,86
328,3,4:05.0,,Offensive rebound by A. Johnson,64,86
329,3,4:05.0,,A. Johnson makes 2-pt layup from 1 ft,64,88
330,3,3:45.0,D. Booker makes 3-pt jump shot from 26 ft (assist by A. Len),,67,88
331,3,3:31.0,,Turnover by T. Zeller (bad pass; steal by D. Jones),67,88
332,3,3:27.0,Shooting foul by M. Smart (drawn by D. Booker),,67,88
333,3,3:27.0,D. Booker makes free throw 1 of 2,,68,88
334,3,3:27.0,,K. Olynyk enters the game for A. Johnson,68,88
335,3,3:27.0,A. Williams enters the game for A. Len,,68,88
336,3,3:27.0,D. Booker makes free throw 2 of 2,,69,88
337,3,3:15.0,,M. Smart misses 3-pt jump shot from 26 ft,69,88
338,3,3:14.0,Defensive rebound by L. Barbosa,,69,88
339,3,3:05.0,Shooting foul by K. Olynyk (drawn by A. Williams),,69,88
340,3,3:05.0,A. Williams misses free throw 1 of 2,,69,88
341,3,3:05.0,Offensive rebound by Team,,69,88
342,3,3:05.0,A. Williams makes free throw 2 of 2,,70,88
343,3,2:59.0,,J. Crowder makes 2-pt jump shot from 11 ft,70,90
344,3,2:59.0,,Shooting foul by L. Barbosa (drawn by J. Crowder),70,90
345,3,2:59.0,Phoenix full timeout,,70,90
346,3,2:59.0,,J. Crowder makes free throw 1 of 1,70,91
347,3,2:46.0,L. Barbosa misses 2-pt jump shot from 23 ft,,70,91
348,3,2:45.0,,Defensive rebound by J. Crowder,70,91
349,3,2:31.0,,Shooting foul by A. Williams (drawn by M. Smart),70,91
350,3,2:31.0,,M. Smart makes free throw 1 of 2,70,92
351,3,2:31.0,,M. Smart makes free throw 2 of 2,70,93
352,3,2:12.0,D. Booker makes 2-pt jump shot from 16 ft (assist by J. Dudley),,72,93
353,3,2:04.0,,Turnover by J. Crowder (bad pass; steal by D. Booker),72,93
354,3,1:59.0,D. Booker makes 2-pt layup from 1 ft,,74,93
355,3,1:35.0,,M. Smart misses 3-pt jump shot from 26 ft,74,93
356,3,1:34.0,Defensive rebound by J. Dudley,,74,93
357,3,1:29.0,Shooting foul by K. Olynyk (drawn by A. Williams),,74,93
358,3,1:29.0,A. Williams misses free throw 1 of 2,,74,93
359,3,1:29.0,Offensive rebound by Team,,74,93
360,3,1:29.0,,A. Horford enters the game for T. Zeller,74,93
361,3,1:29.0,,G. Green enters the game for J. Crowder,74,93
362,3,1:29.0,A. Williams makes free throw 2 of 2,,75,93
363,3,1:21.0,,K. Olynyk misses 3-pt jump shot from 25 ft,75,93
364,3,1:21.0,,Offensive rebound by A. Horford,75,93
365,3,1:17.0,,Turnover by M. Smart (bad pass; steal by D. Booker),75,93
366,3,1:11.0,Shooting block foul by J. Brown (drawn by A. Williams),,75,93
367,3,1:11.0,A. Williams misses free throw 1 of 2,,75,93
368,3,1:11.0,Offensive rebound by Team,,75,93
369,3,1:11.0,A. Williams makes free throw 2 of 2,,76,93
370,3,0:55.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by A. Horford),76,95
371,3,0:40.0,D. Booker misses 3-pt jump shot from 26 ft,,76,95
372,3,0:40.0,Offensive rebound by Team,,76,95
373,3,0:40.0,,Loose ball foul by J. Brown (drawn by D. Jones),76,95
374,3,0:40.0,D. Jones makes free throw 1 of 2,,77,95
375,3,0:40.0,D. Jones makes free throw 2 of 2,,78,95
376,3,0:32.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by M. Smart),78,97
377,3,0:32.0,,Shooting foul by J. Dudley (drawn by K. Olynyk),78,97
378,3,0:32.0,,K. Olynyk misses free throw 1 of 1,78,97
379,3,0:32.0,Defensive rebound by A. Williams,,78,97
380,3,0:13.0,D. Booker makes 2-pt jump shot from 14 ft,,80,97
381,3,0:01.0,,K. Olynyk misses 2-pt jump shot from 20 ft,80,97
382,3,0:00.0,Defensive rebound by L. Barbosa,,80,97
383,4,11:47.0,D. Booker misses 3-pt jump shot from 26 ft,,80,97
384,4,11:46.0,,Defensive rebound by M. Smart,80,97
385,4,11:33.0,,A. Horford misses 2-pt jump shot from 20 ft,80,97
386,4,11:32.0,Defensive rebound by D. Booker,,80,97
387,4,11:26.0,A. Williams makes 2-pt layup from 1 ft (assist by J. Dudley),,82,97
388,4,11:06.0,,M. Smart misses 3-pt jump shot from 25 ft,82,97
389,4,11:05.0,Defensive rebound by A. Williams,,82,97
390,4,10:57.0,D. Booker misses 2-pt layup from 2 ft,,82,97
391,4,10:57.0,,Defensive rebound by Team,82,97
