,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
389,4,9:42.0,C. Payne makes 2-pt jump shot from 19 ft,,77,101
390,4,9:28.0,,K. Oubre misses 2-pt jump shot from 20 ft,77,101
391,4,9:26.0,Defensive rebound by K. Singler,,77,101
392,4,9:18.0,Shooting foul by I. Mahinmi (drawn by K. Singler),,77,101
393,4,9:18.0,K. Singler makes free throw 1 of 2,,78,101
394,4,9:18.0,K. Singler makes free throw 2 of 2,,79,101
395,4,8:55.0,,T. Satoranský misses 3-pt jump shot from 24 ft,79,101
396,4,8:54.0,,Offensive rebound by J. Smith,79,101
397,4,8:52.0,,J. Smith makes 2-pt layup from 1 ft,79,103
398,4,8:46.0,C. Payne misses 3-pt jump shot from 25 ft,,79,103
399,4,8:45.0,Offensive rebound by J. Grant,,79,103
400,4,8:41.0,Á. Abrines makes 3-pt jump shot from 27 ft (assist by J. Grant),,82,103
401,4,8:41.0,,Washington full timeout,82,103
402,4,8:41.0,,J. Wall enters the game for K. Oubre,82,103
403,4,8:41.0,,O. Porter enters the game for T. Burke,82,103
404,4,8:41.0,,B. Beal enters the game for T. Satoranský,82,103
405,4,8:21.0,,Shooting foul by Á. Abrines (drawn by I. Mahinmi),82,103
406,4,8:21.0,,I. Mahinmi makes free throw 1 of 2,82,104
407,4,8:21.0,,I. Mahinmi makes free throw 2 of 2,82,105
408,4,8:08.0,Shooting foul by J. Smith (drawn by J. Grant),,82,105
409,4,8:08.0,J. Grant misses free throw 1 of 2,,82,105
410,4,8:08.0,Offensive rebound by Team,,82,105
411,4,8:08.0,J. Grant misses free throw 2 of 2,,82,105
412,4,8:07.0,,Defensive rebound by O. Porter,82,105
413,4,7:53.0,,Turnover by J. Wall (lost ball; steal by J. Grant),82,105
414,4,7:47.0,J. Grant misses 2-pt layup from 1 ft,,82,105
415,4,7:46.0,,Defensive rebound by O. Porter,82,105
416,4,7:40.0,,J. Wall misses 2-pt jump shot from 20 ft,82,105
417,4,7:38.0,Defensive rebound by Á. Abrines,,82,105
418,4,7:29.0,J. Lauvergne makes 2-pt jump shot from 4 ft (assist by C. Payne),,84,105
419,4,7:08.0,,Shooting foul by J. Lauvergne (drawn by I. Mahinmi),84,105
420,4,7:08.0,,I. Mahinmi makes free throw 1 of 2,84,106
421,4,7:08.0,D. Sabonis enters the game for J. Grant,,84,106
422,4,7:08.0,,I. Mahinmi makes free throw 2 of 2,84,107
423,4,6:57.0,C. Payne misses 2-pt jump shot from 10 ft,,84,107
424,4,6:56.0,,Defensive rebound by O. Porter,84,107
425,4,6:43.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Wall),84,110
426,4,6:28.0,D. Sabonis misses 3-pt jump shot from 24 ft (block by J. Smith),,84,110
427,4,6:26.0,Offensive rebound by J. Lauvergne,,84,110
428,4,6:23.0,J. Lauvergne makes 2-pt dunk at rim,,86,110
429,4,6:10.0,,Turnover by I. Mahinmi (lost ball),86,110
430,4,6:10.0,,T. Burke enters the game for B. Beal,86,110
431,4,6:10.0,,T. Satoranský enters the game for J. Wall,86,110
432,4,6:10.0,,M. Morris enters the game for I. Mahinmi,86,110
433,4,5:54.0,Á. Abrines misses 2-pt layup from 2 ft,,86,110
434,4,5:53.0,Offensive rebound by J. Lauvergne,,86,110
435,4,5:53.0,Offensive foul by J. Lauvergne (drawn by J. Smith),,86,110
436,4,5:53.0,Turnover by J. Lauvergne (offensive foul),,86,110
437,4,5:53.0,Official timeout,,86,110
438,4,5:37.0,,Shooting foul by D. Sabonis (drawn by M. Morris),86,110
439,4,5:37.0,,M. Morris makes free throw 1 of 2,86,111
440,4,5:37.0,,M. Morris makes free throw 2 of 2,86,112
441,4,5:22.0,D. Sabonis misses 3-pt jump shot from 26 ft,,86,112
442,4,5:20.0,,Defensive rebound by M. Morris,86,112
443,4,5:02.0,,O. Porter misses 2-pt layup from 3 ft (block by D. Sabonis),86,112
444,4,5:01.0,Defensive rebound by K. Singler,,86,112
445,4,4:53.0,C. Payne makes 2-pt jump shot from 14 ft,,88,112
446,4,4:33.0,,O. Porter makes 2-pt jump shot from 19 ft,88,114
447,4,4:22.0,Turnover by C. Payne (discontinued dribble),,88,114
448,4,4:07.0,,O. Porter misses 2-pt jump shot from 20 ft,88,114
449,4,4:06.0,,Offensive rebound by J. Smith,88,114
450,4,4:02.0,,Turnover by M. Morris (bad pass; steal by Á. Abrines),88,114
451,4,3:47.0,J. Lauvergne makes 2-pt layup from 3 ft,,90,114
452,4,3:28.0,,T. Satoranský misses 2-pt layup from 1 ft,90,114
453,4,3:27.0,Defensive rebound by D. Sabonis,,90,114
454,4,3:13.0,J. Lauvergne misses 2-pt jump shot from 7 ft,,90,114
455,4,3:12.0,,Defensive rebound by M. Morris,90,114
456,4,3:02.0,,T. Burke makes 2-pt jump shot from 15 ft,90,116
457,4,2:58.0,Personal foul by J. Smith (drawn by C. Payne),,90,116
458,4,2:58.0,Oklahoma City full timeout,,90,116
459,4,2:58.0,,A. Nicholson enters the game for O. Porter,90,116
460,4,2:58.0,,S. Mac enters the game for M. Morris,90,116
461,4,2:58.0,S. Christon enters the game for C. Payne,,90,116
462,4,2:41.0,K. Singler makes 2-pt layup from 2 ft (assist by J. Lauvergne),,92,116
463,4,2:23.0,,A. Nicholson misses 2-pt jump shot from 7 ft,92,116
464,4,2:22.0,Defensive rebound by D. Sabonis,,92,116
465,4,2:17.0,Shooting foul by S. Mac (drawn by Á. Abrines),,92,116
466,4,2:17.0,Á. Abrines makes free throw 1 of 2,,93,116
467,4,2:17.0,Á. Abrines makes free throw 2 of 2,,94,116
468,4,2:09.0,,Turnover by T. Satoranský (bad pass),94,116
469,4,1:53.0,D. Sabonis makes 2-pt jump shot from 8 ft (assist by K. Singler),,96,116
470,4,1:29.0,,S. Mac makes 2-pt layup from 1 ft (assist by T. Satoranský),96,118
471,4,1:19.0,K. Singler misses 2-pt jump shot from 22 ft,,96,118
472,4,1:18.0,,Defensive rebound by T. Burke,96,118
473,4,1:01.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by T. Burke),96,120
474,4,0:41.0,J. Lauvergne makes 2-pt layup from 2 ft,,98,120
475,4,0:17.0,,T. Satoranský misses 2-pt jump shot from 21 ft,98,120
476,4,0:16.0,Defensive rebound by J. Lauvergne,,98,120
477,4,0:03.0,Á. Abrines misses 3-pt jump shot from 26 ft,,98,120
478,4,0:02.0,,Defensive rebound by J. Smith,98,120
