,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
82,1,2:31.0,,Charlotte full timeout,31,25
83,1,2:31.0,LA Lakers full timeout,,31,25
84,1,2:31.0,I. Zubac enters the game for J. Randle,,31,25
85,1,2:25.0,,N. Batum misses 2-pt layup from 1 ft,31,25
86,1,2:25.0,,Offensive rebound by Team,31,25
87,1,2:20.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by R. Sessions),31,27
88,1,2:04.0,I. Zubac misses 2-pt layup from 3 ft,,31,27
89,1,2:03.0,,Defensive rebound by R. Hibbert,31,27
90,1,1:56.0,,R. Sessions makes 2-pt jump shot from 16 ft,31,29
91,1,1:44.0,L. Nance makes 2-pt layup from 2 ft (assist by L. Williams),,33,29
92,1,1:32.0,,R. Hibbert makes 2-pt layup from 2 ft (assist by R. Sessions),33,31
93,1,1:21.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. Williams),,36,31
94,1,1:05.0,,M. Belinelli misses 2-pt jump shot from 20 ft,36,31
95,1,1:04.0,Defensive rebound by I. Zubac,,36,31
96,1,0:58.0,Shooting foul by F. Kaminsky (drawn by L. Williams),,36,31
97,1,0:58.0,L. Williams makes free throw 1 of 2,,37,31
98,1,0:58.0,L. Williams makes free throw 2 of 2,,38,31
99,1,0:46.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),38,33
100,1,0:37.0,L. Williams misses 2-pt jump shot from 12 ft (block by R. Hibbert),,38,33
101,1,0:34.0,Offensive rebound by L. Williams,,38,33
102,1,0:34.0,Turnover by L. Williams (lost ball),,38,33
103,1,0:12.0,,R. Hibbert makes 2-pt dunk at rim (assist by N. Batum),38,35
104,1,0:01.0,L. Nance makes 3-pt jump shot from 25 ft (assist by L. Williams),,41,35
105,2,11:49.0,J. Clarkson makes 3-pt jump shot from 25 ft,,44,35
106,2,11:36.0,,R. Sessions misses 2-pt jump shot from 19 ft,44,35
107,2,11:34.0,Defensive rebound by B. Ingram,,44,35
108,2,11:22.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. Williams),,47,35
109,2,11:01.0,,J. Lamb misses 3-pt jump shot from 27 ft,47,35
110,2,11:01.0,,Offensive rebound by Team,47,35
111,2,11:01.0,,Charlotte full timeout,47,35
112,2,10:52.0,,R. Hibbert misses 2-pt hook shot from 6 ft,47,35
113,2,10:51.0,Defensive rebound by B. Ingram,,47,35
114,2,10:39.0,Shooting foul by R. Hibbert (drawn by L. Nance),,47,35
115,2,10:39.0,L. Nance misses free throw 1 of 2,,47,35
116,2,10:39.0,Offensive rebound by Team,,47,35
117,2,10:39.0,L. Nance makes free throw 2 of 2,,48,35
118,2,10:23.0,,J. Lamb misses 2-pt jump shot from 10 ft,48,35
119,2,10:21.0,Defensive rebound by L. Deng,,48,35
120,2,10:05.0,L. Williams misses 2-pt jump shot from 18 ft,,48,35
121,2,10:02.0,Offensive rebound by B. Ingram,,48,35
122,2,10:01.0,L. Nance makes 2-pt dunk at rim (assist by B. Ingram),,50,35
123,2,9:46.0,,Shooting foul by B. Ingram (drawn by F. Kaminsky),50,35
124,2,9:46.0,,F. Kaminsky misses free throw 1 of 2,50,35
125,2,9:46.0,,Offensive rebound by Team,50,35
126,2,9:46.0,,F. Kaminsky misses free throw 2 of 2,50,35
127,2,9:44.0,Defensive rebound by L. Deng,,50,35
128,2,9:30.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Deng),,53,35
129,2,9:13.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by R. Sessions),53,37
130,2,9:03.0,Personal foul by R. Sessions (drawn by B. Ingram),,53,37
131,2,9:00.0,Personal foul by J. Lamb (drawn by B. Ingram),,53,37
132,2,9:00.0,,K. Walker enters the game for R. Sessions,53,37
133,2,8:52.0,B. Ingram misses 2-pt layup from 1 ft,,53,37
134,2,8:51.0,,Defensive rebound by F. Kaminsky,53,37
135,2,8:38.0,,Shooting foul by L. Williams (drawn by F. Kaminsky),53,37
136,2,8:38.0,,F. Kaminsky makes free throw 1 of 2,53,38
137,2,8:38.0,LA Lakers full timeout,,53,38
138,2,8:38.0,,F. Kaminsky makes free throw 2 of 2,53,39
139,2,8:27.0,J. Clarkson misses 2-pt jump shot from 6 ft,,53,39
140,2,8:25.0,,Defensive rebound by F. Kaminsky,53,39
141,2,8:07.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,53,39
142,2,8:05.0,Defensive rebound by L. Nance,,53,39
143,2,8:01.0,L. Deng makes 2-pt layup from 1 ft (assist by L. Nance),,55,39
144,2,7:47.0,,M. Belinelli misses 3-pt jump shot from 26 ft,55,39
145,2,7:46.0,Defensive rebound by L. Deng,,55,39
146,2,7:35.0,L. Nance makes 2-pt jump shot from 18 ft (assist by J. Clarkson),,57,39
147,2,7:18.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Belinelli),57,42
148,2,7:10.0,J. Clarkson misses 3-pt jump shot from 25 ft,,57,42
149,2,7:08.0,,Defensive rebound by F. Kaminsky,57,42
150,2,7:00.0,,K. Walker misses 2-pt layup at rim,57,42
151,2,6:58.0,,Offensive rebound by K. Walker,57,42
152,2,6:57.0,,M. Belinelli misses 2-pt jump shot from 18 ft,57,42
153,2,6:57.0,Defensive rebound by Team,,57,42
154,2,6:57.0,,Loose ball foul by F. Kaminsky (drawn by B. Ingram),57,42
155,2,6:57.0,N. Young enters the game for B. Ingram,,57,42
156,2,6:57.0,,M. Williams enters the game for R. Hibbert,57,42
157,2,6:40.0,L. Deng makes 2-pt layup from 1 ft (assist by L. Williams),,59,42
158,2,6:25.0,,J. Lamb misses 2-pt jump shot from 19 ft,59,42
159,2,6:24.0,Defensive rebound by L. Nance,,59,42
160,2,6:18.0,L. Williams makes 2-pt jump shot from 4 ft,,61,42
161,2,6:11.0,,Charlotte full timeout,61,42
162,2,6:11.0,,N. Batum enters the game for F. Kaminsky,61,42
163,2,6:11.0,,M. Kidd-Gilchrist enters the game for J. Lamb,61,42
164,2,5:52.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,61,44
165,2,5:30.0,J. Clarkson makes 2-pt layup from 1 ft,,63,44
166,2,5:09.0,,M. Kidd-Gilchrist misses 2-pt layup at rim (block by J. Clarkson),63,44
167,2,5:09.0,,Offensive rebound by Team,63,44
168,2,5:09.0,D. Russell enters the game for L. Williams,,63,44
169,2,5:09.0,J. Randle enters the game for J. Clarkson,,63,44
170,2,5:06.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),63,46
171,2,4:55.0,Turnover by D. Russell (traveling),,63,46
172,2,4:35.0,,K. Walker misses 2-pt jump shot from 15 ft,63,46
173,2,4:34.0,,Offensive rebound by Team,63,46
174,2,4:29.0,,Turnover by M. Kidd-Gilchrist (traveling),63,46
175,2,4:13.0,Turnover by J. Randle (lost ball; steal by M. Kidd-Gilchrist),,63,46
176,2,3:53.0,,M. Williams makes 2-pt layup from 2 ft (assist by N. Batum),63,48
177,2,3:41.0,J. Randle misses 2-pt layup from 2 ft,,63,48
178,2,3:40.0,,Defensive rebound by Team,63,48
179,2,3:40.0,Loose ball foul by J. Randle (drawn by M. Kidd-Gilchrist),,63,48
180,2,3:28.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),63,51
181,2,3:28.0,LA Lakers full timeout,,63,51
182,2,3:28.0,J. Clarkson enters the game for J. Randle,,63,51
183,2,3:28.0,B. Ingram enters the game for D. Russell,,63,51
184,2,3:17.0,N. Young misses 2-pt jump shot from 19 ft,,63,51
185,2,3:15.0,Offensive rebound by L. Nance,,63,51
186,2,3:01.0,B. Ingram makes 2-pt layup from 1 ft,,65,51
187,2,2:38.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),65,54
188,2,2:13.0,N. Young makes 2-pt layup at rim (assist by L. Nance),,67,54
189,2,2:01.0,,K. Walker misses 2-pt layup from 1 ft,67,54
190,2,1:59.0,Defensive rebound by L. Deng,,67,54
191,2,1:37.0,L. Deng misses 2-pt jump shot from 10 ft,,67,54
192,2,1:36.0,,Defensive rebound by M. Kidd-Gilchrist,67,54
193,2,1:17.0,,M. Williams misses 3-pt jump shot from 24 ft,67,54
194,2,1:16.0,Defensive rebound by L. Deng,,67,54
195,2,1:10.0,N. Young makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,70,54
196,2,0:44.0,,M. Williams makes 2-pt jump shot from 7 ft (assist by N. Batum),70,56
197,2,0:35.0,L. Deng misses 3-pt jump shot from 23 ft,,70,56
198,2,0:33.0,Offensive rebound by L. Nance,,70,56
199,2,0:30.0,N. Young makes 3-pt jump shot from 25 ft (assist by B. Ingram),,73,56
200,2,0:06.0,,K. Walker makes 3-pt jump shot from 25 ft,73,59
201,2,0:00.0,J. Clarkson misses 3-pt jump shot from 25 ft,,73,59
202,2,0:00.0,Offensive rebound by Team,,73,59
203,3,11:47.0,D. Russell makes 2-pt jump shot from 16 ft,,75,59
204,3,11:36.0,,Shooting foul by T. Mozgov (drawn by C. Zeller),75,59
205,3,11:36.0,,C. Zeller makes free throw 1 of 2,75,60
206,3,11:36.0,,C. Zeller misses free throw 2 of 2,75,60
207,3,11:34.0,Defensive rebound by T. Mozgov,,75,60
208,3,11:22.0,D. Russell makes 2-pt layup at rim,,77,60
209,3,11:22.0,,Charlotte full timeout,77,60
210,3,11:05.0,,K. Walker makes 2-pt jump shot from 19 ft,77,62
211,3,10:52.0,Turnover by J. Randle (bad pass; steal by C. Zeller),,77,62
212,3,10:47.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),77,64
213,3,10:29.0,N. Young misses 2-pt jump shot from 19 ft,,77,64
214,3,10:27.0,,Defensive rebound by M. Williams,77,64
215,3,10:20.0,,N. Batum makes 2-pt jump shot from 17 ft,77,66
216,3,10:04.0,J. Randle misses 2-pt layup from 1 ft,,77,66
217,3,10:01.0,,Defensive rebound by M. Kidd-Gilchrist,77,66
218,3,9:48.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),77,69
219,3,9:48.0,LA Lakers full timeout,,77,69
220,3,9:26.0,L. Deng misses 3-pt jump shot from 23 ft,,77,69
221,3,9:26.0,,Defensive rebound by Team,77,69
222,3,9:03.0,,N. Batum makes 2-pt layup at rim (assist by K. Walker),77,71
223,3,8:49.0,N. Young misses 3-pt jump shot from 25 ft,,77,71
224,3,8:47.0,Offensive rebound by T. Mozgov,,77,71
225,3,8:47.0,Personal foul by K. Walker (drawn by T. Mozgov),,77,71
226,3,8:41.0,N. Young misses 2-pt jump shot from 15 ft,,77,71
227,3,8:39.0,,Defensive rebound by M. Kidd-Gilchrist,77,71
228,3,8:30.0,,K. Walker makes 2-pt layup from 1 ft,77,73
229,3,8:19.0,J. Randle misses 2-pt layup at rim,,77,73
230,3,8:17.0,,Defensive rebound by C. Zeller,77,73
231,3,8:09.0,,K. Walker misses 3-pt jump shot from 24 ft,77,73
232,3,8:07.0,,Offensive rebound by C. Zeller,77,73
233,3,8:00.0,,N. Batum makes 2-pt layup from 1 ft (assist by M. Williams),77,75
234,3,7:59.0,LA Lakers full timeout,,77,75
235,3,7:59.0,J. Clarkson enters the game for J. Randle,,77,75
236,3,7:59.0,L. Nance enters the game for T. Mozgov,,77,75
237,3,7:59.0,L. Williams enters the game for D. Russell,,77,75
238,3,7:42.0,N. Young makes 3-pt jump shot from 29 ft (assist by J. Clarkson),,80,75
239,3,7:27.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),80,77
240,3,7:10.0,Turnover by L. Nance (bad pass; steal by N. Batum),,80,77
241,3,7:04.0,,K. Walker misses 2-pt layup from 1 ft,80,77
242,3,7:01.0,,Offensive rebound by M. Kidd-Gilchrist,80,77
243,3,7:01.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by L. Deng),80,77
244,3,7:00.0,,Offensive rebound by C. Zeller,80,77
245,3,7:00.0,,C. Zeller misses 2-pt layup at rim (block by L. Deng),80,77
246,3,7:00.0,,Offensive rebound by Team,80,77
247,3,6:52.0,,Turnover by N. Batum (bad pass; steal by L. Nance),80,77
248,3,6:45.0,N. Young misses 3-pt jump shot from 25 ft,,80,77
249,3,6:44.0,,Defensive rebound by K. Walker,80,77
250,3,6:36.0,,K. Walker makes 2-pt layup from 1 ft,80,79
251,3,6:15.0,Turnover by J. Clarkson (step out of bounds),,80,79
252,3,6:02.0,Loose ball foul by L. Deng (drawn by M. Williams),,80,79
253,3,5:53.0,,K. Walker makes 3-pt jump shot from 25 ft,80,82
254,3,5:42.0,Personal foul by N. Batum,,80,82
255,3,5:34.0,N. Young makes 2-pt layup at rim (assist by J. Clarkson),,82,82
256,3,5:34.0,Shooting foul by M. Williams (drawn by N. Young),,82,82
257,3,5:34.0,N. Young makes free throw 1 of 1,,83,82
258,3,5:20.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),83,84
259,3,5:07.0,,Offensive charge foul by L. Deng (drawn by M. Kidd-Gilchrist),83,84
260,3,5:07.0,Turnover by L. Deng (offensive foul),,83,84
261,3,5:07.0,B. Ingram enters the game for L. Deng,,83,84
262,3,4:57.0,,K. Walker makes 2-pt jump shot from 21 ft,83,86
263,3,4:47.0,L. Williams misses 2-pt jump shot from 15 ft,,83,86
264,3,4:45.0,,Defensive rebound by M. Williams,83,86
265,3,4:33.0,,Turnover by K. Walker (bad pass; steal by L. Williams),83,86
266,3,4:28.0,J. Clarkson misses 2-pt layup from 2 ft,,83,86
267,3,4:28.0,,Defensive rebound by Team,83,86
268,3,4:28.0,Loose ball foul by L. Nance (drawn by N. Batum),,83,86
269,3,4:19.0,,Personal foul by L. Nance (drawn by C. Zeller),83,86
270,3,4:19.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,83,86
271,3,4:17.0,,Turnover by N. Batum (bad pass; steal by L. Nance),83,86
272,3,4:15.0,Turnover by L. Nance (bad pass),,83,86
273,3,4:15.0,Loose ball foul by L. Nance (drawn by C. Zeller),,83,86
274,3,4:15.0,,C. Zeller makes free throw 1 of 2,83,87
275,3,4:15.0,J. Randle enters the game for L. Nance,,83,87
276,3,4:15.0,,C. Zeller makes free throw 2 of 2,83,88
277,3,3:53.0,B. Ingram makes 2-pt jump shot from 20 ft (assist by L. Williams),,85,88
278,3,3:36.0,,N. Batum misses 3-pt jump shot from 25 ft,85,88
279,3,3:35.0,Defensive rebound by N. Young,,85,88
280,3,3:28.0,L. Williams misses 2-pt layup from 3 ft (block by M. Belinelli),,85,88
281,3,3:28.0,Offensive rebound by Team,,85,88
282,3,3:28.0,D. Russell enters the game for N. Young,,85,88
283,3,3:28.0,,M. Kidd-Gilchrist enters the game for M. Williams,85,88
284,3,3:23.0,D. Russell makes 2-pt jump shot from 15 ft,,87,88
285,3,3:07.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by J. Randle),87,88
286,3,3:06.0,Defensive rebound by J. Randle,,87,88
287,3,2:59.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Williams),,90,88
288,3,2:42.0,,K. Walker misses 2-pt layup from 1 ft (block by L. Williams),90,88
289,3,2:40.0,Defensive rebound by J. Randle,,90,88
290,3,2:37.0,J. Randle makes 2-pt layup at rim,,92,88
291,3,2:36.0,,Charlotte full timeout,92,88
292,3,2:36.0,,F. Kaminsky enters the game for C. Zeller,92,88
293,3,2:34.0,Violation by Team (jump ball),,92,88
294,3,2:25.0,,Turnover by N. Batum (lost ball),92,88
295,3,2:12.0,Turnover by L. Williams (bad pass),,92,88
296,3,2:00.0,,K. Walker misses 3-pt jump shot from 25 ft,92,88
297,3,1:58.0,,Offensive rebound by M. Kidd-Gilchrist,92,88
298,3,1:58.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. Randle),92,88
299,3,1:55.0,Defensive rebound by J. Clarkson,,92,88
300,3,1:47.0,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),,94,88
301,3,1:33.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by J. Randle),94,88
302,3,1:31.0,Defensive rebound by J. Randle,,94,88
303,3,1:26.0,J. Randle misses 2-pt layup at rim,,94,88
304,3,1:24.0,,Defensive rebound by N. Batum,94,88
305,3,1:11.0,,Shooting foul by J. Randle (drawn by N. Batum),94,88
306,3,1:11.0,,N. Batum makes free throw 1 of 2,94,89
307,3,1:11.0,,N. Batum makes free throw 2 of 2,94,90
308,3,0:54.0,D. Russell misses 2-pt jump shot from 9 ft,,94,90
309,3,0:52.0,,Defensive rebound by M. Kidd-Gilchrist,94,90
310,3,0:46.0,,K. Walker makes 2-pt layup from 1 ft,94,92
311,3,0:35.0,L. Williams makes 2-pt jump shot from 14 ft,,96,92
312,3,0:22.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),96,94
313,3,0:00.0,J. Randle misses 2-pt layup from 2 ft,,96,94
314,3,0:00.0,Offensive rebound by Team,,96,94
315,4,11:43.0,,F. Kaminsky makes 2-pt layup at rim (assist by M. Belinelli),96,96
316,4,11:31.0,Turnover by D. Russell (bad pass; steal by F. Kaminsky),,96,96
317,4,11:24.0,,M. Belinelli misses 3-pt jump shot from 26 ft,96,96
318,4,11:22.0,Defensive rebound by J. Clarkson,,96,96
319,4,11:14.0,Shooting foul by K. Walker (drawn by D. Russell),,96,96
320,4,11:14.0,D. Russell makes free throw 1 of 2,,97,96
321,4,11:14.0,D. Russell makes free throw 2 of 2,,98,96
322,4,10:54.0,,Turnover by K. Walker (bad pass; steal by L. Williams),98,96
323,4,10:45.0,B. Ingram misses 3-pt jump shot from 25 ft,,98,96
324,4,10:43.0,,Defensive rebound by J. Lamb,98,96
325,4,10:35.0,,Shooting foul by B. Ingram (drawn by J. Lamb),98,96
326,4,10:35.0,,J. Lamb makes free throw 1 of 2,98,97
327,4,10:35.0,,J. Lamb makes free throw 2 of 2,98,98
328,4,10:14.0,L. Williams misses 3-pt jump shot from 26 ft,,98,98
329,4,10:13.0,,Defensive rebound by J. Lamb,98,98
330,4,9:58.0,,J. Lamb misses 2-pt jump shot from 11 ft,98,98
331,4,9:57.0,Defensive rebound by D. Russell,,98,98
332,4,9:43.0,J. Clarkson makes 2-pt layup from 1 ft,,100,98
333,4,9:27.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Walker),100,101
334,4,9:01.0,D. Russell makes 3-pt jump shot from 25 ft (assist by L. Williams),,103,101
335,4,8:43.0,,Turnover by M. Belinelli (bad pass; steal by J. Clarkson),103,101
336,4,8:37.0,L. Williams misses 3-pt jump shot from 28 ft,,103,101
337,4,8:34.0,,Defensive rebound by M. Kidd-Gilchrist,103,101
338,4,8:26.0,,K. Walker misses 2-pt layup from 1 ft (block by J. Randle),103,101
339,4,8:23.0,,Offensive rebound by M. Kidd-Gilchrist,103,101
340,4,8:22.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,103,101
341,4,8:20.0,,Offensive rebound by M. Kidd-Gilchrist,103,101
342,4,8:20.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by D. Russell),103,101
343,4,8:18.0,,Offensive rebound by J. Lamb,103,101
344,4,8:18.0,,J. Lamb misses 2-pt layup at rim,103,101
345,4,8:15.0,,Offensive rebound by K. Walker,103,101
346,4,7:58.0,,J. Lamb misses 2-pt jump shot from 7 ft,103,101
347,4,7:56.0,,Offensive rebound by M. Kidd-Gilchrist,103,101
348,4,7:38.0,,F. Kaminsky misses 2-pt jump shot from 5 ft,103,101
349,4,7:36.0,Defensive rebound by D. Russell,,103,101
350,4,7:23.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by D. Russell),,106,101
351,4,6:59.0,,Shooting foul by J. Clarkson (drawn by M. Belinelli),106,101
352,4,6:59.0,Official timeout,,106,101
353,4,6:59.0,,M. Belinelli makes free throw 1 of 3,106,102
354,4,6:59.0,,M. Belinelli makes free throw 2 of 3,106,103
355,4,6:59.0,,C. Zeller enters the game for M. Kidd-Gilchrist,106,101
356,4,6:59.0,,N. Batum enters the game for F. Kaminsky,106,101
357,4,6:59.0,,M. Williams enters the game for J. Lamb,106,101
358,4,6:59.0,L. Deng enters the game for J. Clarkson,,106,101
359,4,6:59.0,,M. Belinelli misses free throw 3 of 3,106,103
360,4,6:57.0,Defensive rebound by J. Randle,,106,103
361,4,6:44.0,L. Williams makes 2-pt dunk at rim (assist by B. Ingram),,108,103
362,4,6:20.0,,K. Walker misses 3-pt jump shot from 28 ft,108,103
363,4,6:18.0,Defensive rebound by L. Williams,,108,103
364,4,6:08.0,D. Russell misses 3-pt jump shot from 25 ft,,108,103
365,4,6:06.0,,Defensive rebound by Team,108,103
366,4,5:39.0,,K. Walker misses 2-pt layup from 1 ft,108,103
367,4,5:38.0,,Offensive rebound by M. Williams,108,103
368,4,5:38.0,,M. Williams makes 2-pt layup from 1 ft,108,105
369,4,5:23.0,Shooting foul by K. Walker (drawn by L. Williams),,108,105
370,4,5:23.0,,Charlotte full timeout,108,105
371,4,5:23.0,L. Williams makes free throw 1 of 3,,109,105
372,4,5:23.0,L. Williams makes free throw 2 of 3,,110,105
373,4,5:23.0,L. Williams makes free throw 3 of 3,,111,105
374,4,5:06.0,,M. Williams misses 2-pt jump shot from 5 ft (block by L. Deng),111,105
375,4,5:04.0,,Offensive rebound by M. Williams,111,105
376,4,5:04.0,,M. Williams misses 2-pt layup from 1 ft (block by D. Russell),111,105
377,4,5:02.0,Defensive rebound by B. Ingram,,111,105
378,4,4:47.0,L. Deng misses 2-pt jump shot from 22 ft,,111,105
