,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
382,4,1:33.0,,I. Thomas makes free throw 1 of 2,102,112
383,4,1:33.0,,I. Thomas makes free throw 2 of 2,102,113
384,4,1:15.0,G. Hayward misses 2-pt layup from 3 ft (block by A. Johnson),,102,113
385,4,1:14.0,,Defensive rebound by J. Crowder,102,113
386,4,0:55.0,,Personal block foul by J. Ingles (drawn by I. Thomas),102,113
387,4,0:55.0,,I. Thomas makes free throw 1 of 2,102,114
388,4,0:55.0,,I. Thomas makes free throw 2 of 2,102,115
389,4,0:42.0,J. Ingles misses 3-pt jump shot from 24 ft,,102,115
390,4,0:40.0,Offensive rebound by R. Gobert,,102,115
391,4,0:36.0,R. Gobert misses 2-pt layup from 3 ft,,102,115
392,4,0:35.0,Offensive rebound by J. Ingles,,102,115
393,4,0:30.0,R. Hood misses 3-pt jump shot from 25 ft,,102,115
394,4,0:29.0,Offensive rebound by R. Gobert,,102,115
395,4,0:28.0,R. Gobert makes 2-pt dunk at rim,,104,115
396,4,0:04.0,,Turnover by Team (shot clock),104,115
