,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHILADELPHIA_ACTION,LA CLIPPERS_SCORE,PHILADELPHIA_SCORE
381,4,7:32.0,,S. Rodríguez misses 3-pt jump shot from 24 ft,97,100
382,4,7:31.0,Defensive rebound by D. Jordan,,97,100
383,4,7:24.0,Personal foul by G. Henderson (drawn by J. Crawford),,97,100
384,4,7:08.0,A. Rivers misses 2-pt jump shot from 5 ft,,97,100
385,4,7:07.0,Offensive rebound by D. Jordan,,97,100
386,4,7:07.0,Turnover by Team (shot clock),,97,100
387,4,6:53.0,,G. Henderson makes 2-pt jump shot from 18 ft (assist by N. Noel),97,102
388,4,6:41.0,Personal foul by E. İlyasova (drawn by B. Griffin),,97,102
389,4,6:41.0,,N. Stauskas enters the game for G. Henderson,97,102
390,4,6:34.0,J. Redick misses 2-pt layup from 3 ft (block by N. Noel),,97,102
391,4,6:32.0,,Defensive rebound by R. Covington,97,102
392,4,6:29.0,,Personal foul by J. Redick (drawn by N. Stauskas),97,102
393,4,6:21.0,,N. Noel makes 2-pt dunk at rim,97,104
394,4,6:13.0,Personal take foul by N. Stauskas (drawn by D. Jordan),,97,104
395,4,6:13.0,D. Jordan makes free throw 1 of 2,,98,104
396,4,6:13.0,D. Jordan misses free throw 2 of 2,,98,104
397,4,6:12.0,,Defensive rebound by N. Stauskas,98,104
398,4,6:02.0,,S. Rodríguez makes 2-pt jump shot from 17 ft,98,106
399,4,6:01.0,LA Clippers full timeout,,98,106
400,4,6:01.0,L. Mbah a Moute enters the game for D. Jordan,,98,106
401,4,5:47.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,98,106
402,4,5:46.0,Offensive rebound by Team,,98,106
403,4,5:39.0,J. Crawford misses 2-pt jump shot from 7 ft,,98,106
404,4,5:37.0,,Defensive rebound by R. Covington,98,106
405,4,5:24.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,98,106
406,4,5:23.0,Defensive rebound by Team,,98,106
407,4,5:02.0,Turnover by J. Crawford (bad pass; steal by N. Noel),,98,106
408,4,4:46.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by N. Stauskas),98,109
409,4,4:35.0,Personal block foul by E. İlyasova (drawn by J. Redick),,98,109
410,4,4:35.0,J. Redick makes free throw 1 of 2,,99,109
411,4,4:35.0,J. Redick misses free throw 2 of 2,,99,109
412,4,4:35.0,,D. Šarić enters the game for E. İlyasova,99,109
413,4,4:34.0,,Defensive rebound by S. Rodríguez,99,109
414,4,4:22.0,,Turnover by N. Noel (lost ball; steal by B. Griffin),99,109
415,4,4:18.0,Turnover by B. Griffin (dbl dribble),,99,109
416,4,4:18.0,,Philadelphia full timeout,99,109
417,4,3:53.0,,N. Noel makes 2-pt layup from 1 ft (assist by D. Šarić),99,111
418,4,3:36.0,Personal foul by N. Noel (drawn by B. Griffin),,99,111
419,4,3:36.0,B. Griffin makes free throw 1 of 2,,100,111
420,4,3:36.0,B. Griffin misses free throw 2 of 2,,100,111
421,4,3:36.0,,T. McConnell enters the game for S. Rodríguez,100,111
422,4,3:35.0,,Defensive rebound by N. Noel,100,111
423,4,3:26.0,,Personal foul by B. Griffin (drawn by N. Noel),100,111
424,4,3:19.0,,T. McConnell makes 2-pt layup from 2 ft (assist by N. Noel),100,113
425,4,2:59.0,J. Redick makes 3-pt jump shot from 26 ft (assist by A. Rivers),,103,113
426,4,2:45.0,,D. Šarić makes 2-pt layup from 2 ft (assist by T. McConnell),103,115
427,4,2:30.0,Shooting block foul by N. Noel (drawn by B. Griffin),,103,115
428,4,2:30.0,B. Griffin makes free throw 1 of 2,,104,115
429,4,2:30.0,B. Griffin misses free throw 2 of 2,,104,115
430,4,2:30.0,D. Jordan enters the game for L. Mbah a Moute,,104,115
431,4,2:29.0,,Defensive rebound by D. Šarić,104,115
432,4,2:07.0,,T. McConnell misses 3-pt jump shot from 24 ft,104,115
433,4,2:05.0,Defensive rebound by Team,,104,115
434,4,1:43.0,B. Griffin misses 2-pt jump shot from 4 ft (block by N. Noel),,104,115
435,4,1:42.0,Offensive rebound by D. Jordan,,104,115
436,4,1:42.0,Shooting foul by R. Covington (drawn by D. Jordan),,104,115
437,4,1:42.0,D. Jordan misses free throw 1 of 2,,104,115
438,4,1:42.0,Offensive rebound by Team,,104,115
439,4,1:42.0,D. Jordan makes free throw 2 of 2,,105,115
440,4,1:17.0,,D. Šarić misses 2-pt layup from 3 ft,105,115
441,4,1:15.0,Defensive rebound by D. Jordan,,105,115
442,4,1:08.0,Turnover by B. Griffin (bad pass; steal by R. Covington),,105,115
443,4,0:59.0,,Personal foul by A. Rivers (drawn by T. McConnell),105,115
444,4,0:59.0,W. Johnson enters the game for B. Griffin,,105,115
445,4,0:59.0,,G. Henderson enters the game for N. Stauskas,105,115
446,4,0:52.0,,Personal foul by D. Jordan (drawn by G. Henderson),105,115
447,4,0:52.0,,G. Henderson makes free throw 1 of 2,105,116
448,4,0:52.0,,G. Henderson makes free throw 2 of 2,105,117
449,4,0:52.0,LA Clippers full timeout,,105,117
450,4,0:49.0,J. Crawford makes 3-pt jump shot from 22 ft (assist by J. Redick),,108,117
451,4,0:45.0,,Personal foul by A. Rivers (drawn by G. Henderson),108,117
452,4,0:45.0,,G. Henderson makes free throw 1 of 2,108,118
453,4,0:45.0,,G. Henderson makes free throw 2 of 2,108,119
454,4,0:45.0,LA Clippers full timeout,,108,119
455,4,0:42.0,J. Redick misses 3-pt jump shot from 30 ft,,108,119
456,4,0:41.0,Offensive rebound by W. Johnson,,108,119
457,4,0:40.0,W. Johnson makes 2-pt jump shot from 7 ft,,110,119
458,4,0:39.0,,Personal foul by J. Redick (drawn by D. Šarić),110,119
459,4,0:39.0,,D. Šarić makes free throw 1 of 2,110,120
460,4,0:39.0,,D. Šarić makes free throw 2 of 2,110,121
461,4,0:30.0,A. Rivers misses 2-pt layup from 3 ft (block by D. Šarić),,110,121
462,4,0:28.0,,Defensive rebound by N. Noel,110,121
463,4,0:00.0,,Turnover by Team (shot clock),110,121
