,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
381,4,7:28.0,T. Ariza misses 3-pt jump shot from 25 ft,,112,105
382,4,7:27.0,,Defensive rebound by D. DeRozan,112,105
383,4,7:19.0,,D. DeRozan makes 2-pt jump shot from 9 ft,112,107
384,4,7:19.0,Houston full timeout,,112,107
385,4,7:19.0,,D. Carroll enters the game for N. Powell,112,107
386,4,7:19.0,R. Anderson enters the game for M. Harrell,,112,107
387,4,7:19.0,J. Harden enters the game for C. Brewer,,112,107
388,4,6:57.0,E. Gordon makes 2-pt layup from 3 ft,,114,107
389,4,6:36.0,,T. Ross misses 3-pt jump shot from 25 ft,114,107
390,4,6:36.0,Defensive rebound by R. Anderson,,114,107
391,4,6:24.0,Turnover by J. Harden (bad pass),,114,107
392,4,6:12.0,,D. DeRozan makes 2-pt jump shot from 3 ft,114,109
393,4,5:54.0,E. Gordon makes 2-pt layup from 2 ft,,116,109
394,4,5:54.0,Shooting block foul by P. Patterson (drawn by E. Gordon),,116,109
395,4,5:54.0,E. Gordon makes free throw 1 of 1,,117,109
396,4,5:39.0,,D. DeRozan makes 2-pt layup from 2 ft,117,111
397,4,5:13.0,J. Harden makes 2-pt layup from 1 ft,,119,111
398,4,5:01.0,,D. DeRozan misses 2-pt jump shot from 17 ft,119,111
399,4,5:00.0,Defensive rebound by R. Anderson,,119,111
400,4,4:53.0,,Violation by D. DeRozan (def goaltending),119,111
401,4,4:53.0,J. Harden makes 2-pt layup from 2 ft,,121,111
402,4,4:44.0,,Personal block foul by T. Ariza (drawn by D. DeRozan),121,111
403,4,4:44.0,,C. Joseph enters the game for T. Ross,121,111
404,4,4:42.0,,Personal foul by T. Ariza (drawn by D. DeRozan),121,111
405,4,4:42.0,Technical foul by T. Ariza,,121,111
406,4,4:42.0,,D. DeRozan makes technical free throw,121,112
407,4,4:28.0,,K. Lowry misses 2-pt jump shot from 9 ft (block by P. Beverley),121,112
408,4,4:28.0,,Offensive rebound by Team,121,112
409,4,4:28.0,,Turnover by Team (shot clock),121,112
410,4,4:08.0,Turnover by J. Harden (palming),,121,112
411,4,3:55.0,,D. DeRozan misses 2-pt jump shot from 17 ft,121,112
412,4,3:54.0,Defensive rebound by P. Beverley,,121,112
413,4,3:51.0,Personal foul by D. DeRozan (drawn by P. Beverley),,121,112
414,4,3:51.0,,Technical foul by D. DeRozan,121,112
415,4,3:51.0,J. Harden makes technical free throw,,122,112
416,4,3:30.0,J. Harden misses 3-pt jump shot from 25 ft,,122,112
417,4,3:27.0,,Defensive rebound by K. Lowry,122,112
418,4,3:15.0,Offensive charge foul by P. Patterson (drawn by J. Harden),,122,112
419,4,3:15.0,,Turnover by P. Patterson (offensive foul),122,112
420,4,3:02.0,Turnover by J. Harden (bad pass; steal by D. Carroll),,122,112
421,4,2:58.0,,Shooting block foul by R. Anderson (drawn by D. Carroll),122,112
422,4,2:58.0,Official timeout,,122,112
423,4,2:58.0,,D. Carroll makes free throw 1 of 2,122,113
424,4,2:58.0,,D. Carroll makes free throw 2 of 2,122,114
425,4,2:44.0,E. Gordon misses 3-pt jump shot from 25 ft,,122,114
426,4,2:43.0,,Defensive rebound by P. Patterson,122,114
427,4,2:34.0,,Turnover by D. DeRozan (bad pass; steal by R. Anderson),122,114
428,4,2:30.0,Houston full timeout,,122,114
429,4,2:17.0,P. Beverley misses 3-pt jump shot from 24 ft,,122,114
430,4,2:16.0,,Defensive rebound by D. DeRozan,122,114
431,4,2:01.0,,D. DeRozan misses 2-pt jump shot from 7 ft (block by J. Harden),122,114
432,4,2:00.0,Defensive rebound by J. Harden,,122,114
433,4,1:41.0,R. Anderson misses 3-pt jump shot from 25 ft,,122,114
434,4,1:40.0,,Defensive rebound by C. Joseph,122,114
435,4,1:29.0,,D. Carroll misses 3-pt jump shot from 24 ft,122,114
436,4,1:29.0,Defensive rebound by E. Gordon,,122,114
437,4,1:08.0,J. Harden makes 3-pt jump shot from 24 ft,,125,114
438,4,1:08.0,,Toronto full timeout,125,114
439,4,1:04.0,,C. Joseph misses 2-pt layup from 3 ft,125,114
440,4,1:04.0,,Offensive rebound by P. Patterson,125,114
441,4,1:01.0,,P. Patterson makes 2-pt dunk at rim,125,116
442,4,0:42.0,E. Gordon misses 2-pt jump shot from 19 ft,,125,116
443,4,0:42.0,,Defensive rebound by Team,125,116
444,4,0:35.0,,D. DeRozan makes 2-pt dunk at rim,125,118
445,4,0:32.0,P. Beverley makes 2-pt layup from 1 ft (assist by J. Harden),,127,118
446,4,0:28.0,,C. Joseph makes 2-pt layup from 3 ft,127,120
447,4,0:27.0,Personal foul by D. DeRozan (drawn by J. Harden),,127,120
448,4,0:16.0,Personal take foul by P. Patterson (drawn by T. Ariza),,127,120
449,4,0:16.0,T. Ariza makes free throw 1 of 2,,128,120
450,4,0:16.0,,N. Powell enters the game for P. Patterson,127,120
451,4,0:16.0,M. Harrell enters the game for R. Anderson,,128,120
452,4,0:16.0,T. Ariza makes free throw 2 of 2,,129,120
453,4,0:09.0,,C. Joseph makes 2-pt jump shot from 4 ft,129,122
