,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHICAGO_ACTION,OKLAHOMA CITY_SCORE,CHICAGO_SCORE
379,4,1:18.0,C. Payne enters the game for A. Roberson,,109,92
380,4,1:18.0,J. Lauvergne enters the game for S. Adams,,109,92
381,4,1:18.0,D. Sabonis enters the game for V. Oladipo,,109,92
382,4,1:18.0,J. Grant enters the game for R. Westbrook,,109,92
383,4,1:18.0,Á. Abrines enters the game for E. Freedom,,109,92
384,4,1:11.0,,B. Portis misses 2-pt jump shot from 18 ft,109,92
385,4,1:10.0,Defensive rebound by J. Grant,,109,92
386,4,0:51.0,C. Payne misses 3-pt jump shot from 26 ft,,109,92
387,4,0:50.0,,Defensive rebound by C. Felício,109,92
388,4,0:43.0,,Personal foul by C. Payne (drawn by I. Canaan),109,92
389,4,0:43.0,,I. Canaan makes free throw 1 of 2,109,93
390,4,0:43.0,,I. Canaan makes free throw 2 of 2,109,94
391,4,0:27.0,Turnover by Á. Abrines (bad pass; steal by C. Felício),,109,94
392,4,0:15.0,,I. Canaan misses 2-pt jump shot from 14 ft (block by Á. Abrines),109,94
393,4,0:14.0,,Offensive rebound by I. Canaan,109,94
394,4,0:06.0,,J. Grant misses 3-pt jump shot from 25 ft,109,94
395,4,0:04.0,Defensive rebound by C. Payne,,109,94
