,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
361,4,4:26.0,,J. Ingles enters the game for D. Exum,105,108
362,4,4:08.0,,S. Mack misses 3-pt jump shot from 23 ft,105,108
363,4,4:08.0,Defensive rebound by K. Towns,,105,108
364,4,3:58.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,107,108
365,4,3:38.0,,S. Mack misses 3-pt jump shot from 25 ft,107,108
366,4,3:37.0,Defensive rebound by K. Towns,,107,108
367,4,3:22.0,R. Rubio misses 2-pt jump shot from 19 ft,,107,108
368,4,3:22.0,,Defensive rebound by S. Mack,107,108
369,4,3:17.0,,Shooting foul by A. Wiggins (drawn by J. Johnson),107,108
370,4,3:17.0,,J. Johnson makes free throw 1 of 2,107,109
371,4,3:17.0,,R. Gobert enters the game for D. Favors,107,109
372,4,3:17.0,,J. Johnson makes free throw 2 of 2,107,110
373,4,3:08.0,Turnover by R. Rubio (bad pass; steal by J. Johnson),,107,110
374,4,3:03.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),107,112
375,4,3:03.0,Minnesota full timeout,,107,112
376,4,2:53.0,A. Wiggins misses 2-pt jump shot from 6 ft,,107,112
377,4,2:53.0,Offensive rebound by A. Wiggins,,107,112
378,4,2:51.0,A. Wiggins makes 2-pt layup from 1 ft,,109,112
379,4,2:33.0,,J. Ingles misses 3-pt jump shot from 24 ft,109,112
380,4,2:33.0,Defensive rebound by K. Towns,,109,112
381,4,2:15.0,K. Towns misses 3-pt jump shot from 24 ft,,109,112
