,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
67,1,3:22.0,,R. Jackson makes 3-pt jump shot from 26 ft,16,13
68,1,3:07.0,D. Dedmon makes 2-pt layup at rim (assist by K. Leonard),,18,13
69,1,2:54.0,,M. Morris misses 3-pt jump shot from 25 ft,18,13
70,1,2:53.0,Defensive rebound by D. Dedmon,,18,13
71,1,2:36.0,K. Leonard makes 2-pt jump shot from 17 ft,,20,13
72,1,2:20.0,,R. Jackson misses 2-pt jump shot from 6 ft,20,13
73,1,2:18.0,,Offensive rebound by A. Drummond,20,13
74,1,2:15.0,,A. Drummond misses 2-pt layup from 1 ft (block by D. Dedmon),20,13
75,1,2:14.0,Defensive rebound by D. Lee,,20,13
76,1,2:12.0,Personal foul by R. Jackson,,20,13
77,1,2:12.0,,A. Baynes enters the game for A. Drummond,20,13
78,1,2:12.0,,I. Smith enters the game for R. Jackson,20,13
79,1,2:07.0,Personal foul by M. Morris (drawn by K. Leonard),,20,13
80,1,1:55.0,K. Leonard misses 3-pt jump shot from 25 ft,,20,13
81,1,1:54.0,,Defensive rebound by K. Caldwell-Pope,20,13
82,1,1:45.0,,I. Smith makes 2-pt jump shot from 19 ft,20,15
83,1,1:31.0,K. Leonard misses 2-pt jump shot from 9 ft,,20,15
84,1,1:30.0,Offensive rebound by D. Dedmon,,20,15
85,1,1:24.0,D. Dedmon makes 2-pt dunk at rim (assist by P. Mills),,22,15
86,1,1:08.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,22,17
87,1,0:54.0,M. Ginóbili misses 2-pt jump shot from 15 ft,,22,17
88,1,0:52.0,,Defensive rebound by K. Caldwell-Pope,22,17
89,1,0:43.0,,I. Smith misses 2-pt jump shot from 7 ft,22,17
90,1,0:41.0,Defensive rebound by D. Dedmon,,22,17
91,1,0:38.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by P. Mills),,25,17
92,1,0:28.0,,Personal foul by M. Ginóbili (drawn by K. Caldwell-Pope),25,17
93,1,0:19.0,,I. Smith makes 2-pt jump shot from 9 ft,25,19
94,1,0:03.0,K. Leonard misses 2-pt jump shot from 8 ft,,25,19
95,1,0:03.0,Offensive rebound by D. Lee,,25,19
96,1,0:02.0,D. Lee makes 2-pt layup at rim,,27,19
97,1,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 46 ft,27,19
98,1,0:00.0,,Offensive rebound by Team,27,19
99,2,11:47.0,Turnover by M. Ginóbili (bad pass; steal by T. Harris),,27,19
100,2,11:31.0,,Turnover by I. Smith (lost ball; steal by L. Aldridge),27,19
101,2,11:16.0,L. Aldridge makes 2-pt layup at rim (assist by J. Simmons),,29,19
102,2,10:56.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by J. Leuer),29,22
103,2,10:48.0,Turnover by P. Mills (traveling),,29,22
104,2,10:27.0,,A. Baynes makes 2-pt hook shot from 4 ft (assist by S. Johnson),29,24
105,2,10:15.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by P. Mills),,31,24
106,2,10:00.0,,Personal foul by D. Lee (drawn by A. Baynes),31,24
107,2,10:00.0,D. Bertāns enters the game for D. Lee,,31,24
108,2,9:48.0,,I. Smith makes 2-pt jump shot from 13 ft,31,26
109,2,9:25.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by P. Mills),,34,26
110,2,9:04.0,,A. Baynes misses 2-pt layup from 2 ft (block by L. Aldridge),34,26
111,2,9:02.0,,Offensive rebound by Team,34,26
112,2,9:02.0,,Detroit full timeout,34,26
113,2,9:02.0,,A. Drummond enters the game for A. Baynes,34,26
114,2,9:02.0,T. Parker enters the game for P. Mills,,34,26
115,2,8:58.0,,S. Johnson misses 2-pt layup from 1 ft (block by M. Ginóbili),34,26
116,2,8:58.0,,Offensive rebound by Team,34,26
117,2,8:45.0,,J. Leuer misses 2-pt layup from 1 ft (block by L. Aldridge),34,26
118,2,8:45.0,Defensive rebound by L. Aldridge,,34,26
119,2,8:33.0,D. Bertāns misses 3-pt jump shot from 23 ft,,34,26
120,2,8:32.0,,Defensive rebound by A. Drummond,34,26
121,2,8:25.0,,A. Drummond misses 2-pt jump shot from 6 ft,34,26
122,2,8:24.0,Defensive rebound by L. Aldridge,,34,26
123,2,8:11.0,L. Aldridge misses 2-pt jump shot from 17 ft,,34,26
124,2,8:10.0,,Defensive rebound by A. Drummond,34,26
125,2,8:01.0,,I. Smith makes 2-pt jump shot from 17 ft,34,28
126,2,7:47.0,T. Parker makes 2-pt jump shot from 9 ft,,36,28
127,2,7:32.0,,S. Johnson misses 3-pt jump shot from 24 ft,36,28
128,2,7:32.0,Defensive rebound by J. Simmons,,36,28
129,2,7:21.0,Turnover by L. Aldridge (3 sec),,36,28
130,2,7:21.0,D. Green enters the game for M. Ginóbili,,36,28
131,2,7:21.0,D. Dedmon enters the game for L. Aldridge,,36,28
132,2,7:03.0,,T. Harris misses 2-pt jump shot from 7 ft,36,28
133,2,7:02.0,Defensive rebound by D. Green,,36,28
134,2,6:55.0,T. Parker misses 2-pt layup from 2 ft (block by I. Smith),,36,28
135,2,6:53.0,,Defensive rebound by I. Smith,36,28
136,2,6:44.0,,S. Johnson misses 3-pt jump shot from 25 ft,36,28
137,2,6:44.0,,Offensive rebound by Team,36,28
138,2,6:35.0,,T. Harris misses 2-pt jump shot from 13 ft,36,28
139,2,6:34.0,,Offensive rebound by A. Drummond,36,28
140,2,6:31.0,,A. Drummond misses 2-pt layup from 3 ft,36,28
141,2,6:31.0,Defensive rebound by T. Parker,,36,28
142,2,6:22.0,Turnover by D. Bertāns (back court),,36,28
143,2,6:22.0,,M. Morris enters the game for J. Leuer,36,28
144,2,6:01.0,,M. Morris makes 2-pt layup at rim (assist by I. Smith),36,30
145,2,6:01.0,San Antonio full timeout,,36,30
146,2,6:01.0,K. Leonard enters the game for J. Simmons,,36,30
147,2,6:01.0,D. Lee enters the game for D. Bertāns,,36,30
148,2,6:01.0,,R. Jackson enters the game for I. Smith,36,30
149,2,5:48.0,D. Lee makes 2-pt jump shot from 18 ft (assist by T. Parker),,38,30
150,2,5:23.0,,T. Harris makes 2-pt jump shot from 16 ft (assist by M. Morris),38,32
151,2,5:10.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,41,32
152,2,4:58.0,,R. Jackson makes 3-pt jump shot from 27 ft,41,35
153,2,4:42.0,K. Leonard makes 2-pt jump shot from 17 ft,,43,35
154,2,4:42.0,Shooting foul by M. Morris (drawn by K. Leonard),,43,35
155,2,4:42.0,K. Leonard misses free throw 1 of 1,,43,35
156,2,4:42.0,,K. Caldwell-Pope enters the game for S. Johnson,43,35
157,2,4:41.0,,Defensive rebound by A. Drummond,43,35
158,2,4:26.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,43,35
159,2,4:26.0,Defensive rebound by K. Leonard,,43,35
160,2,4:19.0,T. Parker misses 2-pt jump shot from 15 ft,,43,35
161,2,4:18.0,Offensive rebound by D. Lee,,43,35
162,2,4:13.0,D. Green makes 3-pt jump shot from 25 ft (assist by D. Lee),,46,35
163,2,3:53.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),46,37
164,2,3:30.0,D. Lee misses 2-pt jump shot from 4 ft (block by A. Drummond),,46,37
165,2,3:29.0,,Defensive rebound by A. Drummond,46,37
166,2,3:22.0,,T. Harris misses 3-pt jump shot from 26 ft,46,37
167,2,3:22.0,Defensive rebound by D. Lee,,46,37
168,2,3:09.0,D. Lee makes 2-pt layup at rim (assist by T. Parker),,48,37
169,2,2:55.0,,R. Jackson makes 2-pt layup at rim,48,39
170,2,2:37.0,D. Green makes 3-pt jump shot from 26 ft (assist by T. Parker),,51,39
171,2,2:20.0,,M. Morris makes 2-pt jump shot from 19 ft,51,41
172,2,1:56.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by T. Parker),,54,41
173,2,1:41.0,,R. Jackson misses 2-pt jump shot from 5 ft,54,41
174,2,1:39.0,Defensive rebound by K. Leonard,,54,41
175,2,1:32.0,K. Leonard misses 2-pt jump shot from 6 ft,,54,41
176,2,1:32.0,Offensive rebound by D. Dedmon,,54,41
177,2,1:32.0,D. Dedmon makes 2-pt layup from 1 ft,,56,41
178,2,1:32.0,Shooting foul by A. Drummond (drawn by D. Dedmon),,56,41
179,2,1:32.0,,Technical foul by M. Morris,56,41
180,2,1:32.0,Official timeout,,56,41
181,2,1:32.0,K. Leonard makes technical free throw,,57,41
182,2,1:32.0,L. Aldridge enters the game for D. Lee,,56,41
183,2,1:32.0,,J. Leuer enters the game for M. Morris,57,41
184,2,1:32.0,,A. Baynes enters the game for A. Drummond,57,41
185,2,1:32.0,,S. Johnson enters the game for T. Harris,57,41
186,2,1:32.0,D. Dedmon makes free throw 1 of 1,,58,41
187,2,1:20.0,,Personal foul by L. Aldridge (drawn by J. Leuer),58,41
188,2,1:07.0,,Turnover by S. Johnson (bad pass),58,41
189,2,0:46.0,Offensive foul by K. Leonard (drawn by A. Baynes),,58,41
190,2,0:46.0,Turnover by K. Leonard (offensive foul),,58,41
191,2,0:32.0,,S. Johnson misses 2-pt jump shot from 10 ft,58,41
192,2,0:31.0,Defensive rebound by D. Dedmon,,58,41
193,2,0:13.0,K. Leonard makes 2-pt jump shot from 12 ft,,60,41
194,2,0:05.0,,J. Leuer misses 2-pt layup from 1 ft,60,41
195,2,0:04.0,Defensive rebound by D. Dedmon,,60,41
196,2,0:02.0,Turnover by D. Dedmon (bad pass; steal by S. Johnson),,60,41
197,2,0:01.0,,Offensive foul by S. Johnson (drawn by D. Dedmon),60,41
198,2,0:01.0,,Turnover by S. Johnson (bad pass),60,41
199,3,11:36.0,L. Aldridge makes 2-pt jump shot from 9 ft,,62,41
200,3,11:23.0,,M. Morris misses 2-pt jump shot from 14 ft,62,41
201,3,11:23.0,Defensive rebound by D. Green,,62,41
202,3,11:10.0,Turnover by K. Leonard (back court),,62,41
203,3,10:55.0,,A. Drummond makes 2-pt layup from 1 ft (assist by M. Morris),62,43
204,3,10:40.0,K. Leonard misses 3-pt jump shot from 26 ft,,62,43
205,3,10:40.0,,Defensive rebound by M. Morris,62,43
206,3,10:31.0,,A. Drummond misses 2-pt hook shot from 5 ft,62,43
207,3,10:29.0,Defensive rebound by D. Dedmon,,62,43
208,3,10:09.0,L. Aldridge misses 2-pt jump shot from 6 ft,,62,43
209,3,10:08.0,,Defensive rebound by A. Drummond,62,43
210,3,10:02.0,,J. Leuer makes 2-pt jump shot from 15 ft (assist by R. Jackson),62,45
211,3,9:49.0,Shooting foul by J. Leuer (drawn by K. Leonard),,62,45
212,3,9:49.0,K. Leonard makes free throw 1 of 2,,63,45
213,3,9:49.0,K. Leonard makes free throw 2 of 2,,64,45
214,3,9:41.0,,R. Jackson misses 2-pt layup from 1 ft,64,45
215,3,9:40.0,Defensive rebound by K. Leonard,,64,45
216,3,9:25.0,K. Leonard makes 2-pt jump shot from 12 ft (assist by T. Parker),,66,45
217,3,9:15.0,,Turnover by J. Leuer (bad pass),66,45
218,3,9:00.0,K. Leonard misses 2-pt jump shot from 17 ft,,66,45
219,3,8:59.0,,Defensive rebound by M. Morris,66,45
220,3,8:46.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),66,48
221,3,8:32.0,L. Aldridge misses 2-pt jump shot from 20 ft,,66,48
222,3,8:32.0,,Defensive rebound by K. Caldwell-Pope,66,48
223,3,8:30.0,,Personal foul by L. Aldridge (drawn by J. Leuer),66,48
224,3,8:24.0,,J. Leuer misses 3-pt jump shot from 24 ft,66,48
225,3,8:21.0,,Offensive rebound by A. Drummond,66,48
226,3,8:21.0,,A. Drummond makes 2-pt dunk at rim,66,50
227,3,8:21.0,,Shooting foul by D. Dedmon (drawn by A. Drummond),66,50
228,3,8:21.0,,A. Drummond misses free throw 1 of 1,66,50
229,3,8:19.0,Defensive rebound by L. Aldridge,,66,50
230,3,8:10.0,Offensive foul by L. Aldridge (drawn by J. Leuer),,66,50
231,3,8:10.0,Turnover by L. Aldridge (offensive foul),,66,50
232,3,7:54.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,66,50
233,3,7:54.0,Defensive rebound by D. Dedmon,,66,50
234,3,7:37.0,T. Parker misses 3-pt jump shot from 23 ft,,66,50
235,3,7:35.0,,Defensive rebound by A. Drummond,66,50
236,3,7:31.0,,R. Jackson misses 2-pt jump shot from 5 ft (block by D. Dedmon),66,50
237,3,7:31.0,,Offensive rebound by Team,66,50
238,3,7:31.0,D. Lee enters the game for L. Aldridge,,66,50
239,3,7:21.0,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Leonard),66,50
240,3,7:11.0,D. Dedmon makes 2-pt dunk at rim (assist by K. Leonard),,68,50
241,3,7:06.0,,Detroit full timeout,68,50
242,3,6:54.0,,J. Leuer makes 2-pt jump shot from 12 ft (assist by K. Caldwell-Pope),68,52
243,3,6:36.0,D. Lee misses 2-pt hook shot from 6 ft,,68,52
244,3,6:34.0,,Defensive rebound by A. Drummond,68,52
245,3,6:17.0,,J. Leuer misses 2-pt jump shot from 13 ft,68,52
246,3,6:17.0,,Offensive rebound by M. Morris,68,52
247,3,6:13.0,,M. Morris makes 2-pt jump shot from 12 ft,68,54
248,3,5:59.0,Shooting foul by A. Drummond (drawn by K. Leonard),,68,54
249,3,5:59.0,K. Leonard makes free throw 1 of 2,,69,54
250,3,5:59.0,P. Mills enters the game for T. Parker,,69,54
251,3,5:59.0,,T. Harris enters the game for J. Leuer,69,54
252,3,5:59.0,K. Leonard makes free throw 2 of 2,,70,54
253,3,5:40.0,,M. Morris misses 2-pt jump shot from 7 ft,70,54
254,3,5:40.0,Defensive rebound by D. Dedmon,,70,54
255,3,5:16.0,K. Leonard misses 3-pt jump shot from 26 ft,,70,54
256,3,5:16.0,,Defensive rebound by K. Caldwell-Pope,70,54
257,3,5:08.0,,M. Morris misses 3-pt jump shot from 27 ft,70,54
258,3,5:08.0,,Offensive rebound by A. Drummond,70,54
259,3,5:08.0,,Personal foul by D. Dedmon (drawn by A. Drummond),70,54
260,3,4:55.0,,Shooting foul by D. Lee (drawn by A. Drummond),70,54
261,3,4:55.0,,A. Drummond makes free throw 1 of 2,70,55
262,3,4:55.0,,A. Drummond misses free throw 2 of 2,70,55
263,3,4:55.0,M. Ginóbili enters the game for D. Green,,70,55
264,3,4:55.0,J. Anthony enters the game for D. Dedmon,,70,55
265,3,4:55.0,,I. Smith enters the game for R. Jackson,70,55
266,3,4:54.0,Defensive rebound by D. Lee,,70,55
267,3,4:41.0,K. Leonard makes 2-pt jump shot from 12 ft (assist by D. Lee),,72,55
268,3,4:41.0,Shooting foul by A. Drummond (drawn by K. Leonard),,72,55
269,3,4:41.0,K. Leonard misses free throw 1 of 1,,72,55
270,3,4:41.0,,Defensive rebound by T. Harris,72,55
271,3,4:41.0,,J. Leuer enters the game for A. Drummond,72,55
272,3,4:41.0,D. Bertāns enters the game for J. Anthony,,72,55
273,3,4:28.0,,I. Smith misses 2-pt jump shot from 15 ft,72,55
274,3,4:28.0,Defensive rebound by D. Lee,,72,55
275,3,4:12.0,M. Ginóbili misses 2-pt layup from 1 ft,,72,55
276,3,4:09.0,Offensive rebound by D. Lee,,72,55
277,3,4:08.0,D. Lee misses 2-pt jump shot from 3 ft,,72,55
278,3,4:08.0,,Defensive rebound by M. Morris,72,55
279,3,4:05.0,,Personal foul by K. Leonard (drawn by I. Smith),72,55
280,3,4:05.0,,I. Smith makes free throw 1 of 2,72,56
281,3,4:05.0,San Antonio full timeout,,72,56
282,3,4:05.0,,I. Smith makes free throw 2 of 2,72,57
283,3,3:45.0,K. Leonard makes 2-pt jump shot from 10 ft,,74,57
284,3,3:38.0,,Shooting foul by D. Bertāns (drawn by M. Morris),74,57
285,3,3:38.0,,M. Morris makes free throw 1 of 2,74,58
286,3,3:38.0,,M. Morris misses free throw 2 of 2,74,58
287,3,3:38.0,L. Aldridge enters the game for D. Lee,,74,58
288,3,3:38.0,J. Simmons enters the game for K. Leonard,,74,58
289,3,3:37.0,Defensive rebound by M. Ginóbili,,74,58
290,3,3:15.0,D. Bertāns makes 2-pt layup at rim (assist by M. Ginóbili),,76,58
291,3,2:59.0,,T. Harris makes 2-pt jump shot from 9 ft (assist by K. Caldwell-Pope),76,60
292,3,2:47.0,J. Simmons misses 2-pt jump shot from 8 ft,,76,60
293,3,2:46.0,Offensive rebound by L. Aldridge,,76,60
294,3,2:40.0,L. Aldridge makes 2-pt layup from 1 ft,,78,60
295,3,2:22.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,78,60
296,3,2:21.0,Defensive rebound by D. Bertāns,,78,60
297,3,2:16.0,,A. Baynes enters the game for J. Leuer,78,60
298,3,2:10.0,Shooting foul by T. Harris (drawn by L. Aldridge),,78,60
299,3,2:10.0,L. Aldridge makes free throw 1 of 2,,79,60
300,3,2:10.0,L. Aldridge makes free throw 2 of 2,,80,60
301,3,1:58.0,,M. Morris misses 2-pt jump shot from 12 ft,80,60
302,3,1:57.0,Defensive rebound by M. Ginóbili,,80,60
303,3,1:45.0,L. Aldridge misses 2-pt layup from 3 ft,,80,60
304,3,1:45.0,,Defensive rebound by I. Smith,80,60
305,3,1:42.0,,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),80,62
306,3,1:26.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),,83,62
307,3,1:09.0,,A. Baynes makes 2-pt jump shot from 9 ft (assist by I. Smith),83,64
308,3,0:57.0,Turnover by L. Aldridge (traveling),,83,64
309,3,0:45.0,,A. Baynes misses 2-pt jump shot from 9 ft,83,64
310,3,0:45.0,,Offensive rebound by Team,83,64
311,3,0:45.0,Loose ball foul by J. Simmons (drawn by T. Harris),,83,64
312,3,0:45.0,,T. Harris makes free throw 1 of 2,83,65
313,3,0:45.0,,T. Harris makes free throw 2 of 2,83,66
314,3,0:34.0,L. Aldridge misses 2-pt jump shot from 14 ft,,83,66
315,3,0:34.0,,Defensive rebound by M. Morris,83,66
316,3,0:24.0,,A. Baynes misses 2-pt layup from 1 ft,83,66
317,3,0:23.0,Defensive rebound by P. Mills,,83,66
318,3,0:08.0,P. Mills misses 2-pt jump shot from 7 ft (block by I. Smith),,83,66
319,3,0:06.0,,Defensive rebound by T. Harris,83,66
320,3,0:00.0,,Turnover by I. Smith (lost ball; steal by M. Ginóbili),83,66
321,4,11:44.0,,T. Harris makes 2-pt jump shot from 10 ft,83,68
322,4,11:28.0,P. Mills makes 2-pt layup from 1 ft,,85,68
323,4,11:17.0,,Turnover by S. Johnson (traveling),85,68
324,4,11:04.0,D. Bertāns misses 2-pt jump shot from 6 ft,,85,68
325,4,11:04.0,,Defensive rebound by I. Smith,85,68
326,4,11:04.0,,Personal foul by M. Ginóbili (drawn by I. Smith),85,68
327,4,10:52.0,,I. Smith makes 2-pt jump shot from 6 ft,85,70
328,4,10:28.0,P. Mills misses 3-pt jump shot from 23 ft,,85,70
329,4,10:27.0,Offensive rebound by L. Aldridge,,85,70
330,4,10:25.0,Turnover by D. Bertāns (lost ball; steal by A. Drummond),,85,70
331,4,10:19.0,,A. Drummond makes 2-pt dunk at rim (assist by J. Leuer),85,72
332,4,10:07.0,Personal foul by S. Johnson (drawn by L. Aldridge),,85,72
333,4,10:07.0,T. Parker enters the game for P. Mills,,85,72
334,4,10:07.0,D. Lee enters the game for D. Bertāns,,85,72
335,4,9:56.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by M. Ginóbili),,87,72
336,4,9:45.0,,I. Smith misses 2-pt jump shot from 17 ft,87,72
337,4,9:45.0,Defensive rebound by L. Aldridge,,87,72
338,4,9:32.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by T. Parker),,89,72
339,4,9:27.0,,Detroit full timeout,89,72
340,4,9:16.0,,J. Leuer makes 2-pt jump shot from 16 ft (assist by T. Harris),89,74
341,4,9:04.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by T. Parker),,91,74
342,4,8:46.0,,T. Harris misses 2-pt jump shot from 8 ft,91,74
343,4,8:46.0,Defensive rebound by J. Simmons,,91,74
344,4,8:21.0,M. Ginóbili misses 3-pt jump shot from 27 ft,,91,74
345,4,8:21.0,,Defensive rebound by T. Harris,91,74
346,4,8:12.0,,Personal foul by L. Aldridge (drawn by A. Drummond),91,74
347,4,8:12.0,D. Green enters the game for M. Ginóbili,,91,74
348,4,8:02.0,,S. Johnson makes 3-pt jump shot from 25 ft (assist by I. Smith),91,77
349,4,7:47.0,D. Lee makes 2-pt layup from 1 ft (assist by T. Parker),,93,77
350,4,7:29.0,,T. Harris makes 2-pt jump shot from 7 ft,93,79
351,4,7:15.0,D. Lee misses 2-pt jump shot from 6 ft,,93,79
352,4,7:15.0,,Defensive rebound by T. Harris,93,79
353,4,7:11.0,,Shooting foul by D. Green (drawn by J. Leuer),93,79
354,4,7:11.0,,J. Leuer makes free throw 1 of 2,93,80
355,4,7:11.0,K. Leonard enters the game for J. Simmons,,93,80
356,4,7:11.0,,J. Leuer makes free throw 2 of 2,93,81
357,4,6:54.0,D. Lee misses 2-pt jump shot from 13 ft,,93,81
358,4,6:54.0,Offensive rebound by L. Aldridge,,93,81
359,4,6:54.0,,Loose ball foul by J. Leuer (drawn by L. Aldridge),93,81
360,4,6:54.0,D. Dedmon enters the game for L. Aldridge,,93,81
361,4,6:39.0,Shooting foul by S. Johnson (drawn by K. Leonard),,93,81
362,4,6:39.0,K. Leonard makes free throw 1 of 2,,94,81
363,4,6:39.0,K. Leonard makes free throw 2 of 2,,95,81
364,4,6:35.0,,Detroit full timeout,95,81
365,4,6:35.0,,R. Jackson enters the game for I. Smith,95,81
366,4,6:35.0,,K. Caldwell-Pope enters the game for S. Johnson,95,81
367,4,6:25.0,,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,95,81
368,4,6:24.0,,Offensive rebound by A. Drummond,95,81
369,4,6:23.0,,A. Drummond misses 2-pt layup from 2 ft,95,81
370,4,6:15.0,Defensive rebound by K. Leonard,,95,81
371,4,6:01.0,K. Leonard misses 3-pt jump shot from 27 ft,,95,81
372,4,6:01.0,,Defensive rebound by Team,95,81
373,4,5:47.0,,K. Caldwell-Pope makes 2-pt jump shot from 7 ft,95,83
374,4,5:28.0,Turnover by T. Parker (bad pass; steal by R. Jackson),,95,83
375,4,5:25.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),95,85
376,4,5:25.0,San Antonio full timeout,,95,85
377,4,5:25.0,L. Aldridge enters the game for D. Lee,,95,85
378,4,5:01.0,L. Aldridge misses 2-pt jump shot from 12 ft,,95,85
379,4,5:01.0,Offensive rebound by Team,,95,85
380,4,5:01.0,,Loose ball foul by J. Leuer (drawn by D. Dedmon),95,85
