,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
384,4,3:53.0,M. Beasley misses 3-pt jump shot from 25 ft,,79,97
385,4,3:51.0,,Defensive rebound by G. Hill,79,97
386,4,3:39.0,,G. Hayward misses 3-pt jump shot from 25 ft,79,97
387,4,3:38.0,,Offensive rebound by R. Gobert,79,97
388,4,3:36.0,,R. Gobert misses 2-pt layup from 2 ft,79,97
389,4,3:34.0,,Offensive rebound by R. Gobert,79,97
390,4,3:34.0,,Personal foul by M. Dellavedova (drawn by R. Gobert),79,97
391,4,3:29.0,,Offensive foul by R. Gobert (drawn by T. Maker),79,97
392,4,3:29.0,,Turnover by R. Gobert (offensive foul),79,97
393,4,3:20.0,Turnover by M. Dellavedova (bad pass; steal by G. Hayward),,79,97
394,4,3:14.0,,G. Hill misses 3-pt jump shot from 23 ft,79,97
395,4,3:14.0,Defensive rebound by G. Antetokounmpo,,79,97
396,4,3:00.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,79,97
397,4,3:00.0,Offensive rebound by M. Brogdon,,79,97
398,4,2:55.0,Shooting foul by G. Hayward (drawn by M. Beasley),,79,97
399,4,2:55.0,Milwaukee full timeout,,79,97
400,4,2:55.0,M. Beasley makes free throw 1 of 2,,80,97
401,4,2:55.0,M. Beasley makes free throw 2 of 2,,81,97
402,4,2:39.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),81,99
403,4,2:24.0,T. Maker misses 2-pt layup from 2 ft,,81,99
404,4,2:23.0,,Defensive rebound by R. Gobert,81,99
405,4,2:01.0,,G. Hill misses 3-pt jump shot from 24 ft,81,99
406,4,2:01.0,Defensive rebound by M. Dellavedova,,81,99
407,4,1:52.0,Shooting foul by R. Gobert (drawn by G. Antetokounmpo),,81,99
408,4,1:52.0,G. Antetokounmpo makes free throw 1 of 2,,82,99
409,4,1:52.0,G. Antetokounmpo misses free throw 2 of 2,,82,99
410,4,1:52.0,,J. Ingles enters the game for G. Hayward,82,99
411,4,1:51.0,Offensive rebound by T. Maker,,82,99
412,4,1:44.0,M. Beasley makes 2-pt jump shot from 6 ft (assist by M. Brogdon),,84,99
413,4,1:22.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),84,102
414,4,1:22.0,Turnover by M. Beasley (bad pass; steal by J. Ingles),,84,102
415,4,1:19.0,,A. Burks makes 2-pt layup from 1 ft (assist by J. Ingles),84,104
416,4,1:10.0,Shooting block foul by R. Gobert (drawn by G. Antetokounmpo),,84,104
417,4,1:10.0,G. Antetokounmpo makes free throw 1 of 2,,85,104
418,4,1:10.0,,J. Withey enters the game for R. Gobert,84,104
419,4,1:10.0,,T. Lyles enters the game for J. Johnson,85,104
420,4,1:10.0,,D. Exum enters the game for G. Hill,85,104
421,4,1:10.0,G. Antetokounmpo makes free throw 2 of 2,,86,104
422,4,0:45.0,,D. Exum misses 2-pt jump shot from 8 ft,86,104
423,4,0:45.0,,Offensive rebound by Team,86,104
424,4,0:45.0,,Turnover by Team (shot clock),86,104
425,4,0:36.0,Shooting foul by T. Lyles (drawn by G. Antetokounmpo),,86,104
426,4,0:36.0,G. Antetokounmpo makes free throw 1 of 2,,87,104
427,4,0:36.0,G. Antetokounmpo makes free throw 2 of 2,,88,104
428,4,0:17.0,,A. Burks misses 2-pt layup from 3 ft,88,104
429,4,0:15.0,,Offensive rebound by J. Withey,88,104
430,4,0:15.0,,J. Withey misses 2-pt layup from 2 ft,88,104
431,4,0:14.0,Defensive rebound by M. Brogdon,,88,104
432,4,0:06.0,M. Brogdon misses 2-pt layup from 1 ft (block by J. Withey),,88,104
433,4,0:04.0,Offensive rebound by T. Maker,,88,104
434,4,0:04.0,T. Maker misses 2-pt layup from 2 ft,,88,104
435,4,0:03.0,,Defensive rebound by J. Ingles,88,104
