,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
378,4,3:55.0,Defensive rebound by F. Kaminsky,,97,94
379,4,3:49.0,K. Walker misses 2-pt layup from 1 ft (block by N. Vučević),,97,94
380,4,3:49.0,Offensive rebound by Team,,97,94
381,4,3:49.0,,Violation by T. Ross (kicked ball),97,94
382,4,3:34.0,K. Walker makes 2-pt hook shot from 5 ft,,99,94
383,4,3:15.0,,N. Vučević misses 2-pt hook shot from 8 ft,99,94
384,4,3:13.0,,Offensive rebound by E. Payton,99,94
385,4,3:10.0,,E. Payton makes 3-pt jump shot from 22 ft,99,97
386,4,2:48.0,N. Batum makes 2-pt jump shot from 18 ft (assist by K. Walker),,101,97
387,4,2:27.0,,E. Fournier misses 3-pt jump shot from 24 ft,101,97
388,4,2:26.0,Defensive rebound by N. Batum,,101,97
389,4,2:14.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,104,97
390,4,2:14.0,,Orlando full timeout,104,97
391,4,2:14.0,Charlotte full timeout,,104,97
392,4,1:50.0,,A. Gordon misses 3-pt jump shot from 25 ft,104,97
393,4,1:50.0,Defensive rebound by Team,,104,97
394,4,1:37.0,K. Walker misses 2-pt layup from 3 ft,,104,97
395,4,1:36.0,Offensive rebound by C. Zeller,,104,97
396,4,1:36.0,C. Zeller makes 2-pt layup from 2 ft,,106,97
397,4,1:24.0,,Turnover by N. Vučević (bad pass; steal by N. Batum),106,97
398,4,1:10.0,K. Walker misses 3-pt jump shot from 26 ft,,106,97
399,4,1:08.0,,Defensive rebound by N. Vučević,106,97
400,4,0:59.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),106,99
401,4,0:39.0,N. Batum misses 2-pt jump shot from 13 ft,,106,99
402,4,0:38.0,,Defensive rebound by T. Ross,106,99
403,4,0:33.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Ross),106,102
404,4,0:25.0,Personal take foul by N. Vučević (drawn by F. Kaminsky),,106,102
405,4,0:25.0,Charlotte full timeout,,106,102
406,4,0:25.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,106,102
407,4,0:19.0,Personal take foul by E. Payton (drawn by K. Walker),,106,102
408,4,0:19.0,K. Walker misses free throw 1 of 2,,106,102
409,4,0:19.0,Offensive rebound by Team,,106,102
410,4,0:19.0,M. Williams enters the game for F. Kaminsky,,106,102
411,4,0:19.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,106,102
412,4,0:19.0,,D. Augustin enters the game for A. Gordon,107,102
413,4,0:19.0,,J. Meeks enters the game for E. Payton,107,102
414,4,0:19.0,K. Walker makes free throw 2 of 2,,107,102
415,4,0:19.0,,Orlando full timeout,107,102
416,4,0:17.0,,Personal foul by C. Zeller (drawn by E. Fournier),107,102
417,4,0:14.0,,E. Fournier misses 3-pt jump shot from 24 ft,107,102
418,4,0:12.0,Defensive rebound by K. Walker,,107,102
419,4,0:11.0,Personal take foul by D. Augustin (drawn by K. Walker),,107,102
420,4,0:11.0,K. Walker makes free throw 1 of 2,,108,102
421,4,0:11.0,K. Walker makes free throw 2 of 2,,109,102
422,4,0:11.0,,Orlando full timeout,109,102
423,4,0:11.0,,Turnover by T. Ross (bad pass; steal by N. Batum),109,102
