,QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW YORK_ACTION,ATLANTA_SCORE,NEW YORK_SCORE
107,1,0:00.0,,C. Anthony makes 2-pt jump shot from 22 ft,20,24
108,2,11:43.0,,Def 3 sec tech foul by K. Humphries,20,24
109,2,11:43.0,,K. Porziņģis makes technical free throw,20,25
110,2,11:30.0,,W. Hernangómez misses 2-pt layup from 1 ft,20,25
111,2,11:29.0,Defensive rebound by K. Korver,,20,25
112,2,11:18.0,P. Millsap misses 2-pt layup from 3 ft,,20,25
113,2,11:17.0,Offensive rebound by K. Humphries,,20,25
114,2,11:15.0,Turnover by K. Humphries (lost ball; steal by J. Holiday),,20,25
115,2,11:10.0,,Turnover by J. Holiday (bad pass; steal by K. Humphries),20,25
116,2,11:03.0,T. Prince misses 3-pt jump shot from 24 ft,,20,25
117,2,11:01.0,,Defensive rebound by K. Porziņģis,20,25
118,2,10:48.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Kuzminskas),20,28
119,2,10:33.0,Turnover by M. Delaney (lost ball; steal by B. Jennings),,20,28
120,2,10:28.0,,Turnover by W. Hernangómez (lost ball),20,28
121,2,10:15.0,M. Delaney misses 2-pt jump shot from 19 ft,,20,28
122,2,10:14.0,Offensive rebound by T. Prince,,20,28
123,2,10:08.0,P. Millsap misses 3-pt jump shot from 26 ft,,20,28
124,2,10:07.0,,Defensive rebound by M. Kuzminskas,20,28
125,2,10:02.0,,B. Jennings misses 2-pt jump shot from 5 ft (block by T. Prince),20,28
126,2,10:01.0,Defensive rebound by K. Humphries,,20,28
127,2,9:54.0,K. Korver misses 3-pt jump shot from 27 ft,,20,28
128,2,9:53.0,Offensive rebound by T. Prince,,20,28
129,2,9:51.0,T. Prince misses 2-pt layup from 1 ft,,20,28
130,2,9:50.0,,Defensive rebound by W. Hernangómez,20,28
131,2,9:49.0,,New York full timeout,20,28
132,2,9:37.0,,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by W. Hernangómez),20,30
133,2,9:14.0,P. Millsap makes 2-pt layup from 1 ft,,22,30
134,2,8:57.0,,K. Porziņģis makes 2-pt layup from 3 ft (assist by M. Kuzminskas),22,32
135,2,8:41.0,P. Millsap makes 2-pt layup from 2 ft,,24,32
136,2,8:41.0,Shooting foul by K. Porziņģis (drawn by P. Millsap),,24,32
137,2,8:41.0,P. Millsap misses free throw 1 of 1,,24,32
138,2,8:41.0,D. Schröder enters the game for M. Delaney,,24,32
139,2,8:40.0,,Defensive rebound by K. Porziņģis,24,32
140,2,8:29.0,,J. Holiday misses 2-pt jump shot from 22 ft,24,32
141,2,8:28.0,Defensive rebound by P. Millsap,,24,32
142,2,8:17.0,Turnover by D. Schröder (bad pass; steal by B. Jennings),,24,32
143,2,8:11.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,24,32
144,2,8:10.0,Defensive rebound by P. Millsap,,24,32
145,2,7:47.0,K. Humphries misses 2-pt jump shot from 16 ft,,24,32
146,2,7:46.0,,Defensive rebound by K. Porziņģis,24,32
147,2,7:34.0,,K. Porziņģis makes 2-pt jump shot from 6 ft,24,34
148,2,7:34.0,,Shooting foul by P. Millsap (drawn by K. Porziņģis),24,34
149,2,7:34.0,,K. Porziņģis misses free throw 1 of 1,24,34
150,2,7:34.0,K. Bazemore enters the game for T. Prince,,24,34
151,2,7:33.0,Defensive rebound by P. Millsap,,24,34
152,2,7:21.0,P. Millsap makes 2-pt layup from 4 ft,,26,34
153,2,7:12.0,M. Muscala enters the game for K. Humphries,,26,34
154,2,7:12.0,D. Howard enters the game for P. Millsap,,26,34
155,2,7:10.0,,J. Holiday misses 2-pt jump shot from 18 ft,26,34
156,2,7:09.0,Defensive rebound by D. Howard,,26,34
157,2,6:51.0,Shooting block foul by W. Hernangómez (drawn by M. Muscala),,26,34
158,2,6:51.0,M. Muscala makes free throw 1 of 2,,27,34
159,2,6:51.0,M. Muscala makes free throw 2 of 2,,28,34
160,2,6:38.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,28,34
161,2,6:37.0,Defensive rebound by K. Korver,,28,34
162,2,6:25.0,Shooting foul by B. Jennings (drawn by D. Schröder),,28,34
163,2,6:25.0,D. Schröder misses free throw 1 of 2,,28,34
164,2,6:25.0,Offensive rebound by Team,,28,34
165,2,6:25.0,,C. Anthony enters the game for M. Kuzminskas,28,34
166,2,6:25.0,D. Schröder makes free throw 2 of 2,,29,34
167,2,6:12.0,,J. Holiday misses 2-pt layup from 2 ft (block by D. Howard),29,34
168,2,6:11.0,Defensive rebound by D. Howard,,29,34
169,2,6:03.0,K. Bazemore misses 2-pt layup from 2 ft,,29,34
170,2,6:02.0,,Defensive rebound by Team,29,34
171,2,6:02.0,Loose ball foul by D. Howard (drawn by W. Hernangómez),,29,34
172,2,6:02.0,Technical foul by K. Bazemore,,29,34
173,2,6:02.0,,C. Anthony makes technical free throw,29,35
174,2,6:02.0,,C. Lee enters the game for W. Hernangómez,29,35
175,2,5:48.0,,C. Lee misses 2-pt jump shot from 3 ft,29,35
176,2,5:47.0,Defensive rebound by K. Bazemore,,29,35
177,2,5:38.0,M. Muscala misses 2-pt jump shot from 14 ft,,29,35
178,2,5:37.0,,Defensive rebound by C. Anthony,29,35
179,2,5:29.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,29,35
180,2,5:28.0,Defensive rebound by M. Muscala,,29,35
181,2,5:21.0,Personal foul by K. Porziņģis (drawn by D. Howard),,29,35
182,2,5:21.0,Official timeout,,29,35
183,2,5:21.0,,M. Plumlee enters the game for K. Porziņģis,29,35
184,2,5:20.0,K. Bazemore makes 2-pt layup from 3 ft (assist by K. Korver),,31,35
185,2,4:57.0,,C. Anthony makes 2-pt jump shot from 19 ft,31,37
186,2,4:41.0,D. Schröder misses 3-pt jump shot from 27 ft,,31,37
187,2,4:40.0,,Defensive rebound by C. Lee,31,37
188,2,4:33.0,,J. Holiday misses 3-pt jump shot from 24 ft,31,37
189,2,4:32.0,,Offensive rebound by C. Lee,31,37
190,2,4:28.0,,D. Rose enters the game for J. Holiday,31,37
191,2,4:28.0,P. Millsap enters the game for M. Muscala,,31,37
192,2,4:28.0,T. Hardaway enters the game for K. Korver,,31,37
193,2,4:17.0,,C. Lee makes 2-pt jump shot from 14 ft (assist by D. Rose),31,39
194,2,4:03.0,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),,33,39
195,2,3:44.0,,D. Rose misses 2-pt hook shot from 4 ft,33,39
196,2,3:43.0,Defensive rebound by D. Howard,,33,39
197,2,3:37.0,D. Schröder misses 3-pt jump shot from 26 ft,,33,39
198,2,3:36.0,,Defensive rebound by B. Jennings,33,39
199,2,3:23.0,,B. Jennings misses 3-pt jump shot from 27 ft,33,39
200,2,3:22.0,Defensive rebound by D. Howard,,33,39
201,2,3:05.0,K. Bazemore makes 2-pt layup from 2 ft (assist by P. Millsap),,35,39
202,2,2:38.0,,C. Anthony misses 3-pt jump shot from 26 ft,35,39
203,2,2:37.0,Defensive rebound by K. Bazemore,,35,39
204,2,2:27.0,P. Millsap misses 2-pt jump shot from 12 ft,,35,39
205,2,2:26.0,Offensive rebound by D. Howard,,35,39
206,2,2:22.0,T. Hardaway misses 3-pt jump shot from 24 ft,,35,39
207,2,2:21.0,,Defensive rebound by M. Plumlee,35,39
208,2,2:17.0,,D. Rose misses 2-pt layup from 1 ft,35,39
209,2,2:16.0,Defensive rebound by T. Hardaway,,35,39
210,2,2:11.0,Atlanta full timeout,,35,39
211,2,2:11.0,,W. Hernangómez enters the game for B. Jennings,35,39
212,2,2:11.0,,K. Porziņģis enters the game for M. Plumlee,35,39
213,2,2:11.0,K. Korver enters the game for D. Schröder,,35,39
214,2,1:56.0,K. Korver makes 2-pt jump shot from 22 ft (assist by T. Hardaway),,37,39
215,2,1:29.0,,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by C. Anthony),37,41
216,2,1:22.0,Personal foul by W. Hernangómez (drawn by D. Howard),,37,41
217,2,1:22.0,D. Howard makes free throw 1 of 2,,38,41
218,2,1:22.0,D. Howard misses free throw 2 of 2,,38,41
219,2,1:21.0,,Defensive rebound by W. Hernangómez,38,41
220,2,1:05.0,,Shooting foul by K. Bazemore (drawn by K. Porziņģis),38,41
221,2,1:05.0,,K. Porziņģis misses free throw 1 of 2,38,41
222,2,1:05.0,,Offensive rebound by Team,38,41
223,2,1:05.0,,K. Porziņģis makes free throw 2 of 2,38,42
224,2,0:53.0,P. Millsap misses 2-pt jump shot from 8 ft,,38,42
225,2,0:52.0,,Defensive rebound by K. Porziņģis,38,42
226,2,0:42.0,,D. Rose makes 2-pt layup from 3 ft,38,44
227,2,0:31.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by P. Millsap),,41,44
228,2,0:13.0,,C. Lee makes 2-pt layup from 1 ft,41,46
229,3,11:40.0,,Turnover by K. O'Quinn (bad pass; steal by K. Korver),41,46
230,3,11:33.0,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),,43,46
231,3,11:18.0,,D. Rose misses 2-pt jump shot from 18 ft,43,46
232,3,11:17.0,Defensive rebound by D. Howard,,43,46
233,3,11:03.0,P. Millsap misses 2-pt jump shot from 15 ft,,43,46
234,3,11:02.0,,Defensive rebound by K. Porziņģis,43,46
235,3,10:55.0,,Personal foul by P. Millsap (drawn by K. O'Quinn),43,46
236,3,10:48.0,,C. Lee misses 2-pt layup from 2 ft,43,46
237,3,10:47.0,,Offensive rebound by Team,43,46
238,3,10:47.0,Loose ball foul by K. Korver (drawn by K. O'Quinn),,43,46
239,3,10:28.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by C. Lee),43,48
240,3,10:14.0,K. Korver makes 2-pt jump shot from 22 ft (assist by D. Schröder),,45,48
241,3,9:52.0,,C. Lee misses 2-pt jump shot from 20 ft,45,48
242,3,9:51.0,Defensive rebound by D. Howard,,45,48
243,3,9:42.0,D. Schröder misses 2-pt jump shot from 16 ft,,45,48
244,3,9:41.0,,Defensive rebound by K. Porziņģis,45,48
245,3,9:37.0,,Turnover by D. Rose (bad pass; steal by P. Millsap),45,48
246,3,9:33.0,Personal foul by C. Anthony (drawn by K. Bazemore),,45,48
247,3,9:23.0,K. Korver misses 2-pt jump shot from 19 ft,,45,48
248,3,9:22.0,,Defensive rebound by C. Anthony,45,48
249,3,9:10.0,,Turnover by C. Lee (step out of bounds),45,48
250,3,8:53.0,P. Millsap makes 2-pt jump shot from 6 ft,,47,48
251,3,8:26.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Lee),47,51
252,3,8:19.0,P. Millsap misses 2-pt layup from 1 ft,,47,51
253,3,8:18.0,,Defensive rebound by C. Lee,47,51
254,3,8:09.0,,D. Rose makes 2-pt jump shot from 4 ft,47,53
255,3,8:00.0,Personal foul by K. Porziņģis (drawn by K. Korver),,47,53
256,3,8:00.0,Personal foul by C. Anthony (drawn by K. Bazemore),,47,53
257,3,7:55.0,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),,49,53
258,3,7:34.0,,C. Anthony misses 2-pt jump shot from 5 ft,49,53
259,3,7:33.0,Defensive rebound by K. Bazemore,,49,53
260,3,7:29.0,Shooting foul by K. Porziņģis (drawn by K. Bazemore),,49,53
261,3,7:29.0,K. Bazemore makes free throw 1 of 2,,50,53
262,3,7:29.0,,W. Hernangómez enters the game for K. Porziņģis,50,53
263,3,7:29.0,K. Bazemore makes free throw 2 of 2,,51,53
264,3,7:11.0,,D. Rose misses 2-pt layup from 2 ft (block by D. Howard),51,53
265,3,7:10.0,Defensive rebound by P. Millsap,,51,53
266,3,7:03.0,K. Korver misses 3-pt jump shot from 23 ft,,51,53
267,3,7:02.0,,Defensive rebound by C. Anthony,51,53
268,3,6:53.0,,C. Anthony makes 2-pt jump shot from 18 ft,51,55
269,3,6:37.0,D. Howard misses 2-pt layup from 1 ft,,51,55
270,3,6:36.0,,Defensive rebound by D. Rose,51,55
271,3,6:32.0,,C. Lee makes 2-pt layup from 1 ft (assist by D. Rose),51,57
272,3,6:31.0,Atlanta full timeout,,51,57
273,3,6:21.0,Turnover by K. Bazemore (bad pass; steal by C. Lee),,51,57
274,3,6:12.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by C. Lee),51,60
275,3,5:56.0,P. Millsap misses 2-pt jump shot from 8 ft,,51,60
276,3,5:55.0,,Defensive rebound by K. O'Quinn,51,60
277,3,5:39.0,,D. Rose makes 2-pt jump shot from 13 ft,51,62
278,3,5:28.0,D. Schröder misses 2-pt layup from 2 ft,,51,62
279,3,5:27.0,,Defensive rebound by Team,51,62
280,3,5:27.0,Loose ball foul by D. Schröder (drawn by K. O'Quinn),,51,62
281,3,5:27.0,M. Muscala enters the game for P. Millsap,,51,62
282,3,5:27.0,M. Delaney enters the game for D. Schröder,,51,62
283,3,5:11.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Anthony),51,64
284,3,5:11.0,,Shooting foul by D. Howard (drawn by W. Hernangómez),51,64
285,3,5:11.0,,W. Hernangómez makes free throw 1 of 1,51,65
286,3,5:01.0,K. Bazemore misses 3-pt jump shot from 26 ft,,51,65
287,3,5:00.0,Offensive rebound by D. Howard,,51,65
288,3,4:59.0,Personal foul by K. O'Quinn (drawn by D. Howard),,51,65
289,3,4:59.0,D. Howard misses free throw 1 of 2,,51,65
290,3,4:59.0,Offensive rebound by Team,,51,65
291,3,4:59.0,D. Howard misses free throw 2 of 2,,51,65
292,3,4:59.0,,M. Plumlee enters the game for K. O'Quinn,51,65
293,3,4:58.0,Offensive rebound by D. Howard,,51,65
294,3,4:53.0,K. Korver makes 3-pt jump shot from 26 ft (assist by K. Bazemore),,54,65
295,3,4:35.0,,D. Rose misses 3-pt jump shot from 25 ft,54,65
296,3,4:34.0,Defensive rebound by D. Howard,,54,65
297,3,4:24.0,D. Howard misses 2-pt dunk from 2 ft,,54,65
298,3,4:23.0,,Defensive rebound by D. Rose,54,65
299,3,4:16.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by D. Rose),54,68
300,3,4:08.0,Shooting foul by M. Plumlee (drawn by D. Howard),,54,68
301,3,4:08.0,D. Howard misses free throw 1 of 2,,54,68
302,3,4:08.0,Offensive rebound by Team,,54,68
303,3,4:08.0,D. Howard makes free throw 2 of 2,,55,68
304,3,4:00.0,,D. Rose misses 2-pt jump shot from 15 ft,55,68
305,3,3:59.0,Defensive rebound by K. Korver,,55,68
306,3,3:52.0,K. Bazemore misses 3-pt jump shot from 25 ft,,55,68
307,3,3:51.0,,Defensive rebound by C. Lee,55,68
308,3,3:47.0,,C. Anthony makes 2-pt layup at rim (assist by D. Rose),55,70
309,3,3:30.0,M. Muscala makes 2-pt jump shot from 12 ft (assist by M. Delaney),,57,70
310,3,3:07.0,,Turnover by W. Hernangómez (traveling),57,70
311,3,3:07.0,P. Millsap enters the game for K. Bazemore,,57,70
312,3,3:07.0,T. Prince enters the game for D. Howard,,57,70
313,3,3:07.0,T. Hardaway enters the game for K. Korver,,57,70
314,3,3:07.0,,B. Jennings enters the game for D. Rose,57,70
315,3,2:52.0,T. Hardaway makes 2-pt hook shot from 6 ft,,59,70
316,3,2:43.0,,New York full timeout,59,70
317,3,2:43.0,,J. Holiday enters the game for M. Plumlee,59,70
318,3,2:26.0,,C. Anthony misses 2-pt jump shot from 22 ft,59,70
319,3,2:23.0,,Offensive rebound by Team,59,70
320,3,2:05.0,,C. Anthony makes 3-pt jump shot from 27 ft (assist by C. Lee),59,73
321,3,1:52.0,Personal foul by C. Lee (drawn by P. Millsap),,59,73
322,3,1:52.0,P. Millsap makes free throw 1 of 2,,60,73
323,3,1:52.0,P. Millsap misses free throw 2 of 2,,60,73
324,3,1:51.0,,Defensive rebound by W. Hernangómez,60,73
325,3,1:37.0,,C. Lee misses 2-pt jump shot from 8 ft,60,73
326,3,1:36.0,Defensive rebound by P. Millsap,,60,73
327,3,1:25.0,M. Delaney makes 2-pt jump shot from 9 ft,,62,73
328,3,1:06.0,,Turnover by C. Anthony (lost ball),62,73
329,3,0:56.0,Shooting foul by B. Jennings (drawn by M. Delaney),,62,73
330,3,0:56.0,M. Delaney makes free throw 1 of 2,,63,73
331,3,0:56.0,M. Delaney makes free throw 2 of 2,,64,73
332,3,0:33.0,,J. Holiday misses 3-pt jump shot from 26 ft,64,73
333,3,0:32.0,,Offensive rebound by W. Hernangómez,64,73
334,3,0:28.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Anthony),64,75
335,3,0:12.0,Personal foul by C. Lee (drawn by M. Delaney),,64,75
336,3,0:12.0,M. Delaney makes free throw 1 of 2,,65,75
337,3,0:12.0,M. Delaney makes free throw 2 of 2,,66,75
338,3,0:03.0,,Turnover by C. Anthony (palming),66,75
339,3,0:02.0,Turnover by M. Muscala (bad pass; steal by C. Anthony),,66,75
340,4,11:45.0,M. Delaney misses 3-pt jump shot from 25 ft,,66,75
341,4,11:44.0,,Defensive rebound by B. Jennings,66,75
342,4,11:36.0,,Turnover by B. Jennings (lost ball; steal by M. Delaney),66,75
343,4,11:33.0,Turnover by M. Delaney (bad pass),,66,75
344,4,11:10.0,,K. Porziņģis makes 2-pt jump shot from 19 ft,66,77
345,4,10:49.0,T. Prince makes 2-pt layup from 2 ft,,68,77
346,4,10:41.0,,Personal foul by T. Prince (drawn by W. Hernangómez),68,77
347,4,10:35.0,,Turnover by C. Lee (bad pass),68,77
348,4,10:23.0,T. Hardaway misses 2-pt layup from 2 ft,,68,77
349,4,10:22.0,,Defensive rebound by W. Hernangómez,68,77
350,4,10:07.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,68,77
351,4,10:06.0,Defensive rebound by T. Prince,,68,77
352,4,10:01.0,T. Prince misses 2-pt layup from 1 ft,,68,77
353,4,10:00.0,,Defensive rebound by K. Porziņģis,68,77
354,4,9:46.0,,C. Lee misses 2-pt layup from 1 ft (block by P. Millsap),68,77
355,4,9:45.0,Defensive rebound by T. Prince,,68,77
356,4,9:33.0,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),,71,77
357,4,9:11.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by B. Jennings),71,80
358,4,8:57.0,M. Delaney misses 2-pt jump shot from 19 ft,,71,80
359,4,8:56.0,,Defensive rebound by K. Porziņģis,71,80
360,4,8:42.0,,B. Jennings makes 2-pt layup from 1 ft,71,82
361,4,8:20.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by P. Millsap),,74,82
362,4,7:56.0,,B. Jennings makes 3-pt jump shot from 26 ft,74,85
363,4,7:40.0,T. Hardaway makes 2-pt layup from 2 ft,,76,85
364,4,7:24.0,,Turnover by W. Hernangómez (bad pass; steal by P. Millsap),76,85
365,4,7:20.0,Personal foul by J. Holiday (drawn by T. Hardaway),,76,85
366,4,7:20.0,Official timeout,,76,85
367,4,7:20.0,,D. Rose enters the game for K. Porziņģis,76,85
368,4,7:20.0,,C. Anthony enters the game for C. Lee,76,85
369,4,7:09.0,T. Prince misses 3-pt jump shot from 24 ft,,76,85
370,4,7:08.0,,Defensive rebound by J. Holiday,76,85
371,4,6:54.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by B. Jennings),76,88
372,4,6:37.0,T. Hardaway misses 2-pt layup from 1 ft,,76,88
373,4,6:36.0,,Defensive rebound by W. Hernangómez,76,88
374,4,6:29.0,,B. Jennings misses 3-pt jump shot from 26 ft,76,88
375,4,6:28.0,Defensive rebound by M. Delaney,,76,88
376,4,6:16.0,Personal foul by W. Hernangómez (drawn by P. Millsap),,76,88
377,4,6:16.0,D. Howard enters the game for P. Millsap,,76,88
378,4,6:16.0,K. Bazemore enters the game for M. Delaney,,76,88
379,4,6:09.0,T. Prince misses 2-pt layup from 2 ft,,76,88
380,4,6:08.0,Offensive rebound by D. Howard,,76,88
381,4,6:08.0,D. Howard makes 2-pt layup from 2 ft,,78,88
382,4,5:47.0,,J. Holiday misses 3-pt jump shot from 27 ft,78,88
383,4,5:46.0,,Offensive rebound by D. Rose,78,88
384,4,5:44.0,,D. Rose misses 2-pt layup from 1 ft,78,88
