,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
37,1,7:12.0,N. Jokić makes 2-pt jump shot from 6 ft,,15,12
38,1,6:54.0,,Turnover by G. Dragić (lost ball; steal by J. Murray),15,12
39,1,6:53.0,Personal foul by G. Dragić (drawn by N. Jokić),,15,12
40,1,6:53.0,,T. Johnson enters the game for L. Babbitt,15,12
41,1,6:53.0,,J. Johnson enters the game for G. Dragić,15,12
42,1,6:33.0,N. Jokić makes 2-pt hook shot from 7 ft,,17,12
43,1,6:20.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Johnson),17,15
44,1,6:13.0,Personal block foul by J. Johnson (drawn by D. Gallinari),,17,15
45,1,6:07.0,N. Jokić makes 2-pt jump shot from 17 ft (assist by G. Harris),,19,15
46,1,5:49.0,,J. Richardson makes 2-pt layup from 1 ft (assist by T. Johnson),19,17
47,1,5:39.0,N. Jokić makes 2-pt layup from 2 ft,,21,17
48,1,5:26.0,,Turnover by J. Johnson (bad pass; steal by K. Faried),21,17
49,1,5:25.0,Personal foul by J. Richardson (drawn by G. Harris),,21,17
50,1,5:25.0,,Miami full timeout,21,17
51,1,5:25.0,G. Harris makes free throw 1 of 2,,22,17
52,1,5:25.0,E. Mudiay enters the game for K. Faried,,21,17
53,1,5:25.0,W. Chandler enters the game for J. Murray,,21,17
54,1,5:25.0,G. Harris misses free throw 2 of 2,,22,17
55,1,5:24.0,,Defensive rebound by H. Whiteside,22,17
56,1,5:09.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Johnson),22,19
57,1,4:55.0,D. Gallinari makes 2-pt dunk at rim (assist by N. Jokić),,24,19
58,1,4:41.0,,T. Johnson misses 2-pt jump shot from 20 ft,24,19
59,1,4:40.0,Defensive rebound by E. Mudiay,,24,19
60,1,4:21.0,D. Gallinari misses 2-pt jump shot from 19 ft,,24,19
61,1,4:20.0,,Defensive rebound by H. Whiteside,24,19
62,1,4:04.0,,H. Whiteside makes 2-pt hook shot from 3 ft (assist by R. McGruder),24,21
63,1,3:45.0,D. Gallinari makes 2-pt jump shot from 20 ft,,26,21
64,1,3:24.0,,T. Johnson misses 2-pt layup from 3 ft (block by W. Chandler),26,21
65,1,3:23.0,Defensive rebound by N. Jokić,,26,21
66,1,3:11.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by G. Harris),,29,21
67,1,2:46.0,,T. Johnson misses 2-pt jump shot from 20 ft,29,21
68,1,2:45.0,Defensive rebound by N. Jokić,,29,21
69,1,2:39.0,Shooting foul by T. Johnson (drawn by E. Mudiay),,29,21
70,1,2:39.0,Denver full timeout,,29,21
71,1,2:39.0,E. Mudiay makes free throw 1 of 2,,30,21
72,1,2:39.0,M. Plumlee enters the game for N. Jokić,,29,21
73,1,2:39.0,,O. White enters the game for R. McGruder,29,21
74,1,2:39.0,,G. Dragić enters the game for J. Richardson,29,21
75,1,2:39.0,E. Mudiay makes free throw 2 of 2,,31,21
76,1,2:23.0,,Personal foul by M. Plumlee (drawn by H. Whiteside),31,21
77,1,2:13.0,,J. Johnson makes 2-pt dunk at rim (assist by T. Johnson),31,23
78,1,1:58.0,D. Gallinari misses 2-pt jump shot from 5 ft (block by O. White),,31,23
79,1,1:57.0,Offensive rebound by D. Gallinari,,31,23
80,1,1:55.0,D. Gallinari makes 2-pt layup from 1 ft,,33,23
81,1,1:33.0,,H. Whiteside misses 2-pt hook shot from 5 ft,33,23
82,1,1:32.0,Defensive rebound by W. Chandler,,33,23
83,1,1:23.0,,W. Reed enters the game for H. Whiteside,33,23
84,1,1:18.0,W. Chandler makes 2-pt jump shot from 18 ft (assist by E. Mudiay),,35,23
85,1,1:06.0,,J. Johnson misses 2-pt jump shot from 15 ft,35,23
86,1,1:05.0,Defensive rebound by W. Chandler,,35,23
87,1,1:00.0,E. Mudiay misses 2-pt layup from 2 ft (block by T. Johnson),,35,23
88,1,0:59.0,,Defensive rebound by J. Johnson,35,23
89,1,0:54.0,,J. Johnson makes 2-pt layup from 2 ft,35,25
90,1,0:47.0,Personal foul by W. Reed (drawn by M. Plumlee),,35,25
91,1,0:47.0,M. Plumlee makes free throw 1 of 2,,36,25
92,1,0:47.0,J. Murray enters the game for D. Gallinari,,36,25
93,1,0:47.0,J. Hernangómez enters the game for G. Harris,,36,25
94,1,0:47.0,M. Plumlee makes free throw 2 of 2,,37,25
95,1,0:36.0,,Shooting foul by E. Mudiay (drawn by G. Dragić),37,25
96,1,0:36.0,,G. Dragić makes free throw 1 of 3,37,26
97,1,0:36.0,,G. Dragić makes free throw 2 of 3,37,27
98,1,0:36.0,,G. Dragić makes free throw 3 of 3,37,28
99,1,0:22.0,Shooting foul by J. Johnson (drawn by M. Plumlee),,37,28
100,1,0:22.0,M. Plumlee misses free throw 1 of 2,,37,28
101,1,0:22.0,Offensive rebound by Team,,37,28
102,1,0:22.0,M. Plumlee misses free throw 2 of 2,,37,28
103,1,0:22.0,,Defensive rebound by O. White,37,28
104,1,0:22.0,,W. Ellington enters the game for J. Johnson,37,28
105,1,0:05.0,,G. Dragić makes 2-pt jump shot from 7 ft,37,30
106,1,0:01.0,E. Mudiay misses 2-pt jump shot from 17 ft,,37,30
107,1,0:00.0,,Defensive rebound by W. Reed,37,30
108,2,11:45.0,W. Chandler makes 2-pt layup from 2 ft (assist by E. Mudiay),,39,30
109,2,11:29.0,,T. Johnson misses 2-pt layup from 2 ft,39,30
110,2,11:28.0,Defensive rebound by M. Plumlee,,39,30
111,2,11:18.0,E. Mudiay misses 2-pt layup from 2 ft,,39,30
112,2,11:17.0,,Defensive rebound by W. Reed,39,30
113,2,11:12.0,,W. Reed makes 2-pt dunk at rim (assist by G. Dragić),39,32
114,2,10:56.0,W. Chandler makes 2-pt layup from 2 ft (assist by M. Plumlee),,41,32
115,2,10:36.0,,W. Ellington makes 2-pt jump shot from 16 ft (assist by T. Johnson),41,34
116,2,10:17.0,W. Chandler makes 2-pt jump shot from 12 ft,,43,34
117,2,9:54.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by O. White),43,37
118,2,9:47.0,W. Chandler misses 2-pt jump shot from 17 ft,,43,37
119,2,9:46.0,,Defensive rebound by W. Reed,43,37
120,2,9:40.0,,G. Dragić misses 2-pt layup from 1 ft,43,37
121,2,9:39.0,,Offensive rebound by W. Reed,43,37
122,2,9:38.0,,W. Reed makes 2-pt layup from 1 ft,43,39
123,2,9:37.0,Denver full timeout,,43,39
124,2,9:37.0,,J. Johnson enters the game for O. White,43,39
125,2,9:16.0,M. Plumlee makes 2-pt dunk at rim (assist by E. Mudiay),,45,39
126,2,8:57.0,,W. Ellington misses 3-pt jump shot from 24 ft,45,39
127,2,8:56.0,Defensive rebound by M. Plumlee,,45,39
128,2,8:44.0,M. Plumlee misses 2-pt hook shot from 8 ft,,45,39
129,2,8:43.0,Offensive rebound by W. Chandler,,45,39
130,2,8:37.0,J. Murray misses 3-pt jump shot from 25 ft,,45,39
131,2,8:36.0,,Defensive rebound by T. Johnson,45,39
132,2,8:16.0,,G. Dragić misses 3-pt jump shot from 25 ft,45,39
133,2,8:15.0,Defensive rebound by W. Chandler,,45,39
134,2,8:04.0,E. Mudiay makes 2-pt jump shot from 8 ft,,47,39
135,2,7:57.0,,Miami full timeout,47,39
136,2,7:57.0,K. Faried enters the game for J. Murray,,47,39
137,2,7:57.0,G. Harris enters the game for J. Hernangómez,,47,39
138,2,7:57.0,,J. Richardson enters the game for T. Johnson,47,39
139,2,7:45.0,,W. Reed makes 2-pt dunk at rim (assist by G. Dragić),47,41
140,2,7:31.0,M. Plumlee makes 2-pt dunk at rim (assist by E. Mudiay),,49,41
141,2,7:10.0,,H. Whiteside enters the game for W. Reed,49,41
142,2,7:10.0,D. Gallinari enters the game for W. Chandler,,49,41
143,2,7:00.0,,W. Ellington misses 2-pt jump shot from 17 ft,49,41
144,2,6:59.0,,Offensive rebound by H. Whiteside,49,41
145,2,6:59.0,,Shooting foul by K. Faried (drawn by H. Whiteside),49,41
146,2,6:59.0,,H. Whiteside makes free throw 1 of 2,49,42
147,2,6:59.0,N. Jokić enters the game for M. Plumlee,,49,42
148,2,6:59.0,,H. Whiteside makes free throw 2 of 2,49,43
149,2,6:44.0,Shooting foul by W. Ellington (drawn by G. Harris),,49,43
150,2,6:44.0,G. Harris makes free throw 1 of 2,,50,43
151,2,6:44.0,G. Harris makes free throw 2 of 2,,51,43
152,2,6:26.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Johnson),51,45
153,2,6:18.0,Turnover by E. Mudiay (step out of bounds),,51,45
154,2,6:05.0,,W. Ellington misses 3-pt jump shot from 25 ft,51,45
155,2,6:04.0,Defensive rebound by N. Jokić,,51,45
156,2,5:49.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,53,45
157,2,5:41.0,,Shooting foul by G. Harris (drawn by G. Dragić),53,45
158,2,5:41.0,,G. Dragić makes 2-pt jump shot from 14 ft,53,47
159,2,5:41.0,,G. Dragić misses free throw 1 of 1,53,47
160,2,5:41.0,,R. McGruder enters the game for W. Ellington,53,47
161,2,5:40.0,Defensive rebound by D. Gallinari,,53,47
162,2,5:27.0,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),,55,47
163,2,5:15.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),55,49
164,2,5:04.0,Personal foul by G. Dragić (drawn by E. Mudiay),,55,49
165,2,5:04.0,E. Mudiay makes free throw 1 of 3,,56,49
166,2,5:04.0,E. Mudiay makes free throw 2 of 3,,57,49
167,2,5:04.0,,T. Johnson enters the game for G. Dragić,57,49
168,2,5:04.0,E. Mudiay makes free throw 3 of 3,,58,49
169,2,4:49.0,,R. McGruder makes 2-pt jump shot from 11 ft,58,51
170,2,4:39.0,K. Faried misses 2-pt hook shot from 8 ft,,58,51
171,2,4:38.0,,Defensive rebound by H. Whiteside,58,51
172,2,4:29.0,,Turnover by R. McGruder (lost ball; steal by N. Jokić),58,51
173,2,4:27.0,Shooting foul by J. Richardson (drawn by E. Mudiay),,58,51
174,2,4:27.0,E. Mudiay makes free throw 1 of 2,,59,51
175,2,4:27.0,E. Mudiay makes free throw 2 of 2,,60,51
176,2,4:09.0,,Turnover by T. Johnson (bad pass; steal by N. Jokić),60,51
177,2,4:04.0,E. Mudiay misses 2-pt layup from 2 ft,,60,51
178,2,4:03.0,,Defensive rebound by R. McGruder,60,51
179,2,3:55.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Johnson),60,53
180,2,3:44.0,W. Chandler enters the game for K. Faried,,60,53
181,2,3:29.0,N. Jokić misses 2-pt jump shot from 8 ft,,60,53
182,2,3:28.0,,Defensive rebound by R. McGruder,60,53
183,2,3:26.0,,T. Johnson misses 2-pt layup from 1 ft,60,53
184,2,3:25.0,Defensive rebound by Team,,60,53
185,2,3:24.0,,Loose ball foul by H. Whiteside (drawn by W. Chandler),60,53
186,2,3:24.0,J. Murray enters the game for E. Mudiay,,60,53
187,2,3:16.0,J. Murray makes 2-pt jump shot from 11 ft,,62,53
188,2,3:04.0,,J. Johnson makes 2-pt layup from 2 ft,62,55
189,2,2:44.0,N. Jokić makes 2-pt hook shot from 6 ft (assist by W. Chandler),,64,55
190,2,2:34.0,,Turnover by J. Johnson (bad pass; steal by J. Murray),64,55
191,2,2:27.0,G. Harris misses 2-pt layup from 2 ft (block by J. Richardson),,64,55
192,2,2:26.0,,Defensive rebound by R. McGruder,64,55
193,2,2:21.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by R. McGruder),64,57
194,2,2:10.0,G. Harris misses 2-pt layup from 2 ft,,64,57
195,2,2:09.0,,Defensive rebound by J. Johnson,64,57
196,2,1:58.0,,J. Richardson misses 3-pt jump shot from 24 ft,64,57
197,2,1:57.0,Defensive rebound by N. Jokić,,64,57
198,2,1:48.0,Personal foul by R. McGruder (drawn by D. Gallinari),,64,57
199,2,1:48.0,Official timeout,,64,57
200,2,1:48.0,D. Gallinari makes free throw 1 of 2,,65,57
201,2,1:48.0,,G. Dragić enters the game for J. Richardson,64,57
202,2,1:48.0,,L. Babbitt enters the game for J. Johnson,64,57
203,2,1:48.0,D. Gallinari makes free throw 2 of 2,,66,57
204,2,1:28.0,,G. Dragić misses 3-pt jump shot from 24 ft,66,57
205,2,1:27.0,Defensive rebound by J. Murray,,66,57
206,2,1:19.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,68,57
207,2,1:09.0,,Shooting foul by J. Murray (drawn by T. Johnson),68,57
208,2,1:09.0,,T. Johnson misses free throw 1 of 2,68,57
209,2,1:09.0,,Offensive rebound by Team,68,57
210,2,1:09.0,,W. Reed enters the game for H. Whiteside,68,57
211,2,1:09.0,,J. Richardson enters the game for G. Dragić,68,57
212,2,1:09.0,,O. White enters the game for L. Babbitt,68,57
213,2,1:09.0,,T. Johnson makes free throw 2 of 2,68,58
214,2,0:52.0,G. Harris misses 3-pt jump shot from 26 ft,,68,58
215,2,0:42.0,,Defensive rebound by W. Reed,68,58
216,2,0:36.0,,W. Reed misses 2-pt hook shot from 5 ft,68,58
217,2,0:35.0,Defensive rebound by N. Jokić,,68,58
218,2,0:23.0,D. Gallinari misses 2-pt hook shot from 6 ft,,68,58
219,2,0:21.0,,Defensive rebound by O. White,68,58
220,2,0:19.0,,Miami full timeout,68,58
221,2,0:19.0,M. Plumlee enters the game for N. Jokić,,68,58
222,2,0:19.0,,L. Babbitt enters the game for J. Richardson,68,58
223,2,0:19.0,,G. Dragić enters the game for T. Johnson,68,58
224,2,0:19.0,,W. Ellington enters the game for O. White,68,58
225,2,0:01.0,,Turnover by G. Dragić (bad pass; steal by G. Harris),68,58
226,2,0:00.0,G. Harris misses 3-pt jump shot from 50 ft,,68,58
227,2,0:00.0,Offensive rebound by Team,,68,58
228,3,11:47.0,Turnover by J. Murray (bad pass; steal by L. Babbitt),,68,58
229,3,11:42.0,,G. Dragić makes 2-pt jump shot from 3 ft,68,60
230,3,11:23.0,J. Murray misses 2-pt layup from 3 ft (block by J. Richardson),,68,60
231,3,11:22.0,,Defensive rebound by L. Babbitt,68,60
232,3,11:14.0,,G. Dragić misses 2-pt jump shot from 22 ft,68,60
233,3,11:13.0,Defensive rebound by J. Murray,,68,60
234,3,10:52.0,K. Faried misses 2-pt hook shot from 8 ft,,68,60
235,3,10:51.0,,Defensive rebound by H. Whiteside,68,60
236,3,10:44.0,,G. Dragić makes 2-pt jump shot from 16 ft (assist by H. Whiteside),68,62
237,3,10:20.0,D. Gallinari makes 2-pt jump shot from 19 ft (assist by K. Faried),,70,62
238,3,9:57.0,,L. Babbitt misses 3-pt jump shot from 27 ft,70,62
239,3,9:56.0,Defensive rebound by D. Gallinari,,70,62
240,3,9:45.0,D. Gallinari makes 2-pt layup from 2 ft,,72,62
241,3,9:28.0,,R. McGruder misses 2-pt jump shot from 6 ft,72,62
242,3,9:27.0,,Offensive rebound by H. Whiteside,72,62
243,3,9:24.0,,H. Whiteside misses 2-pt layup from 2 ft (block by K. Faried),72,62
244,3,9:23.0,Defensive rebound by D. Gallinari,,72,62
245,3,9:16.0,K. Faried misses 2-pt layup from 1 ft,,72,62
246,3,9:15.0,,Defensive rebound by L. Babbitt,72,62
247,3,9:10.0,,Shooting foul by D. Gallinari (drawn by R. McGruder),72,62
248,3,9:10.0,,R. McGruder makes free throw 1 of 2,72,63
249,3,9:10.0,,R. McGruder makes free throw 2 of 2,72,64
250,3,8:55.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by K. Faried),,75,64
251,3,8:35.0,,L. Babbitt makes 3-pt jump shot from 24 ft (assist by R. McGruder),75,67
252,3,8:21.0,N. Jokić misses 3-pt jump shot from 24 ft,,75,67
253,3,8:20.0,,Defensive rebound by H. Whiteside,75,67
254,3,8:09.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by L. Babbitt),75,70
255,3,8:09.0,Denver full timeout,,75,70
256,3,8:03.0,Personal foul by J. Richardson (drawn by D. Gallinari),,75,70
257,3,7:57.0,N. Jokić makes 2-pt jump shot from 20 ft (assist by D. Gallinari),,77,70
258,3,7:42.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by H. Whiteside),77,73
259,3,7:29.0,N. Jokić misses 2-pt hook shot from 7 ft,,77,73
260,3,7:28.0,,Defensive rebound by R. McGruder,77,73
261,3,7:22.0,,R. McGruder makes 2-pt jump shot at rim,77,75
262,3,7:03.0,N. Jokić misses 2-pt jump shot from 3 ft (block by H. Whiteside),,77,75
263,3,7:02.0,,Defensive rebound by J. Richardson,77,75
264,3,6:51.0,,R. McGruder misses 2-pt jump shot from 13 ft,77,75
265,3,6:50.0,Defensive rebound by K. Faried,,77,75
266,3,6:38.0,J. Murray makes 2-pt jump shot from 11 ft,,79,75
267,3,6:23.0,,Turnover by G. Dragić (bad pass; steal by K. Faried),79,75
268,3,6:12.0,D. Gallinari misses 2-pt jump shot from 21 ft,,79,75
269,3,6:11.0,,Defensive rebound by R. McGruder,79,75
270,3,6:02.0,,J. Richardson misses 2-pt layup from 2 ft,79,75
271,3,6:01.0,,Offensive rebound by J. Richardson,79,75
272,3,6:01.0,,Shooting foul by J. Murray (drawn by J. Richardson),79,75
273,3,6:01.0,,J. Richardson misses free throw 1 of 2,79,75
274,3,6:01.0,,Offensive rebound by Team,79,75
275,3,6:01.0,W. Chandler enters the game for K. Faried,,79,75
276,3,6:01.0,,J. Richardson makes free throw 2 of 2,79,76
277,3,5:43.0,W. Chandler misses 3-pt jump shot from 24 ft,,79,76
278,3,5:42.0,,Defensive rebound by H. Whiteside,79,76
279,3,5:29.0,,Shooting foul by W. Chandler (drawn by H. Whiteside),79,76
280,3,5:29.0,,H. Whiteside misses free throw 1 of 2,79,76
281,3,5:29.0,,Offensive rebound by Team,79,76
282,3,5:29.0,,J. Johnson enters the game for L. Babbitt,79,76
283,3,5:29.0,,T. Johnson enters the game for J. Richardson,79,76
284,3,5:29.0,E. Mudiay enters the game for J. Murray,,79,76
285,3,5:29.0,,H. Whiteside makes free throw 2 of 2,79,77
286,3,5:16.0,G. Harris misses 3-pt jump shot from 25 ft,,79,77
287,3,5:15.0,,Defensive rebound by Team,79,77
288,3,5:02.0,,G. Dragić makes 2-pt jump shot from 10 ft,79,79
289,3,4:49.0,E. Mudiay makes 2-pt layup from 1 ft,,81,79
290,3,4:29.0,,H. Whiteside misses 2-pt layup from 2 ft,81,79
291,3,4:28.0,Defensive rebound by W. Chandler,,81,79
292,3,4:18.0,D. Gallinari misses 3-pt jump shot from 24 ft,,81,79
293,3,4:17.0,Offensive rebound by G. Harris,,81,79
294,3,4:07.0,D. Gallinari makes 2-pt jump shot from 12 ft (assist by E. Mudiay),,83,79
295,3,4:07.0,,Miami full timeout,83,79
296,3,3:52.0,,J. Johnson misses 3-pt jump shot from 24 ft,83,79
297,3,3:51.0,Defensive rebound by E. Mudiay,,83,79
298,3,3:39.0,N. Jokić makes 2-pt layup from 2 ft (assist by D. Gallinari),,85,79
299,3,3:22.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by J. Johnson),85,82
300,3,2:55.0,D. Gallinari makes 2-pt jump shot from 16 ft,,87,82
301,3,2:42.0,,Personal foul by E. Mudiay (drawn by T. Johnson),87,82
302,3,2:42.0,,W. Reed enters the game for H. Whiteside,87,82
303,3,2:42.0,,J. Richardson enters the game for R. McGruder,87,82
304,3,2:42.0,M. Plumlee enters the game for N. Jokić,,87,82
305,3,2:28.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by T. Johnson),87,85
306,3,2:16.0,Shooting foul by J. Johnson (drawn by D. Gallinari),,87,85
307,3,2:16.0,D. Gallinari makes free throw 1 of 2,,88,85
308,3,2:16.0,D. Gallinari makes free throw 2 of 2,,89,85
309,3,2:08.0,,W. Reed misses 2-pt jump shot from 5 ft,89,85
310,3,2:07.0,,Offensive rebound by W. Reed,89,85
311,3,2:06.0,,W. Reed makes 2-pt layup at rim,89,87
312,3,1:42.0,W. Chandler misses 2-pt layup from 2 ft (block by J. Richardson),,89,87
313,3,1:41.0,Offensive rebound by Team,,89,87
314,3,1:41.0,J. Murray enters the game for G. Harris,,89,87
315,3,1:38.0,D. Gallinari misses 3-pt jump shot from 24 ft,,89,87
316,3,1:37.0,Offensive rebound by W. Chandler,,89,87
317,3,1:36.0,W. Chandler makes 2-pt layup from 1 ft,,91,87
318,3,1:11.0,,G. Dragić misses 2-pt jump shot from 19 ft,91,87
319,3,1:10.0,,Offensive rebound by Team,91,87
320,3,1:10.0,,Turnover by Team (shot clock),91,87
321,3,1:10.0,,W. Ellington enters the game for G. Dragić,91,87
322,3,0:59.0,Personal foul by W. Ellington (drawn by E. Mudiay),,91,87
323,3,0:59.0,E. Mudiay makes free throw 1 of 3,,92,87
324,3,0:59.0,E. Mudiay misses free throw 2 of 3,,92,87
325,3,0:59.0,Offensive rebound by Team,,92,87
326,3,0:59.0,E. Mudiay makes free throw 3 of 3,,93,87
327,3,0:48.0,,W. Reed misses 2-pt dunk at rim (block by M. Plumlee),93,87
328,3,0:47.0,Defensive rebound by D. Gallinari,,93,87
329,3,0:45.0,Turnover by D. Gallinari (bad pass),,93,87
330,3,0:30.0,,Turnover by T. Johnson (lost ball; steal by D. Gallinari),93,87
331,3,0:10.0,J. Murray misses 3-pt jump shot from 26 ft,,93,87
332,3,0:09.0,,Defensive rebound by T. Johnson,93,87
333,3,0:01.0,,W. Ellington misses 3-pt jump shot from 26 ft,93,87
334,3,0:00.0,,Offensive rebound by J. Johnson,93,87
335,4,11:38.0,,Shooting foul by M. Plumlee (drawn by T. Johnson),93,87
336,4,11:38.0,,T. Johnson makes free throw 1 of 2,93,88
337,4,11:38.0,,T. Johnson makes free throw 2 of 2,93,89
338,4,11:19.0,M. Plumlee misses 2-pt jump shot from 12 ft,,93,89
339,4,11:18.0,,Defensive rebound by W. Reed,93,89
340,4,11:09.0,,T. Johnson misses 3-pt layup from 24 ft,93,89
341,4,11:08.0,Defensive rebound by W. Chandler,,93,89
342,4,10:55.0,W. Chandler misses 2-pt layup from 2 ft (block by W. Reed),,93,89
343,4,10:54.0,,Defensive rebound by W. Ellington,93,89
344,4,10:47.0,,J. Johnson misses 2-pt jump shot from 5 ft,93,89
345,4,10:43.0,,Offensive rebound by Team,93,89
346,4,10:31.0,,W. Ellington makes 2-pt jump shot from 20 ft,93,91
347,4,10:14.0,Turnover by E. Mudiay (lost ball; steal by W. Reed),,93,91
348,4,10:08.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Johnson),93,94
349,4,10:08.0,Denver full timeout,,93,94
350,4,10:08.0,N. Jokić enters the game for M. Plumlee,,93,94
351,4,9:44.0,K. Faried makes 2-pt hook shot from 9 ft,,95,94
352,4,9:27.0,,W. Ellington misses 3-pt jump shot from 25 ft,95,94
353,4,9:26.0,Defensive rebound by J. Murray,,95,94
354,4,9:17.0,W. Chandler makes 2-pt layup from 2 ft (assist by N. Jokić),,97,94
355,4,9:01.0,,Shooting foul by J. Murray (drawn by T. Johnson),97,94
356,4,9:01.0,,T. Johnson makes 2-pt jump shot from 4 ft,97,96
357,4,9:01.0,,T. Johnson makes free throw 1 of 1,97,97
358,4,8:51.0,Shooting foul by W. Reed (drawn by W. Chandler),,97,97
359,4,8:51.0,W. Chandler makes free throw 1 of 2,,98,97
360,4,8:51.0,W. Chandler makes free throw 2 of 2,,99,97
361,4,8:38.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by T. Johnson),99,100
362,4,8:10.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,101,100
363,4,7:49.0,,T. Johnson misses 2-pt jump shot from 8 ft (block by J. Murray),101,100
364,4,7:48.0,Defensive rebound by W. Chandler,,101,100
365,4,7:43.0,E. Mudiay makes 2-pt layup from 1 ft (assist by W. Chandler),,103,100
366,4,7:20.0,,Turnover by W. Reed (lost ball; steal by J. Murray),103,100
367,4,7:17.0,Turnover by J. Murray (step out of bounds),,103,100
368,4,7:17.0,,O. White enters the game for T. Johnson,103,100
369,4,7:17.0,,G. Dragić enters the game for J. Johnson,103,100
370,4,7:17.0,,H. Whiteside enters the game for W. Reed,103,100
371,4,7:17.0,G. Harris enters the game for J. Murray,,103,100
372,4,6:58.0,,J. Richardson makes 2-pt layup from 1 ft,103,102
373,4,6:43.0,Personal foul by J. Richardson (drawn by N. Jokić),,103,102
374,4,6:43.0,D. Gallinari enters the game for W. Chandler,,103,102
375,4,6:43.0,,R. McGruder enters the game for W. Ellington,103,102
376,4,6:33.0,N. Jokić misses 3-pt jump shot from 23 ft,,103,102
377,4,6:32.0,,Defensive rebound by R. McGruder,103,102
378,4,6:21.0,,R. McGruder misses 3-pt jump shot from 25 ft,103,102
379,4,6:20.0,,Offensive rebound by H. Whiteside,103,102
380,4,6:06.0,,H. Whiteside misses 2-pt hook shot from 4 ft,103,102
381,4,6:05.0,Defensive rebound by G. Harris,,103,102
