,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
387,4,5:18.0,,K. Towns makes free throw 1 of 1,85,84
388,4,4:59.0,,Violation by G. Dieng (kicked ball),85,84
389,4,4:59.0,A. Bradley enters the game for J. Brown,,85,84
390,4,4:59.0,I. Thomas enters the game for T. Rozier,,85,84
391,4,4:59.0,A. Horford enters the game for A. Johnson,,85,84
392,4,4:50.0,M. Smart makes 3-pt jump shot from 24 ft (assist by A. Horford),,88,84
393,4,4:34.0,,K. Towns misses 2-pt jump shot from 16 ft,88,84
394,4,4:33.0,Defensive rebound by J. Jerebko,,88,84
395,4,4:16.0,I. Thomas misses 3-pt jump shot from 26 ft,,88,84
396,4,4:15.0,,Offensive rebound by Team,88,84
397,4,4:06.0,,Turnover by A. Wiggins (lost ball; steal by M. Smart),88,84
398,4,4:06.0,Personal foul by A. Wiggins (drawn by I. Thomas),,88,84
399,4,4:00.0,Boston full timeout,,88,84
400,4,3:57.0,Turnover by M. Smart (bad pass; steal by G. Dieng),,88,84
401,4,3:35.0,,G. Dieng misses 2-pt jump shot from 19 ft,88,84
402,4,3:34.0,Defensive rebound by A. Bradley,,88,84
403,4,3:21.0,A. Bradley misses 2-pt jump shot from 7 ft,,88,84
404,4,3:20.0,,Defensive rebound by K. Towns,88,84
405,4,3:13.0,,A. Wiggins misses 2-pt jump shot from 17 ft,88,84
406,4,3:11.0,Defensive rebound by M. Smart,,88,84
407,4,3:05.0,I. Thomas makes 2-pt jump shot from 12 ft,,90,84
408,4,2:41.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),90,87
409,4,2:20.0,A. Bradley makes 2-pt dunk at rim (assist by A. Horford),,92,87
410,4,2:03.0,,Personal foul by A. Horford (drawn by G. Dieng),92,87
411,4,1:48.0,,R. Rubio misses 3-pt jump shot from 25 ft,92,87
412,4,1:46.0,Defensive rebound by M. Smart,,92,87
413,4,1:30.0,A. Horford misses 2-pt jump shot from 16 ft,,92,87
414,4,1:29.0,,Defensive rebound by K. Towns,92,87
415,4,1:20.0,,K. Towns misses 3-pt jump shot from 25 ft,92,87
416,4,1:19.0,Defensive rebound by A. Bradley,,92,87
417,4,1:09.0,Shooting foul by Z. LaVine (drawn by I. Thomas),,92,87
418,4,1:09.0,I. Thomas makes free throw 1 of 2,,93,87
419,4,1:09.0,I. Thomas misses free throw 2 of 2,,93,87
420,4,1:09.0,,Defensive rebound by K. Towns,93,87
421,4,0:51.0,,Turnover by K. Towns (bad pass; steal by J. Jerebko),93,87
422,4,0:32.0,Personal foul by K. Towns (drawn by I. Thomas),,93,87
423,4,0:32.0,I. Thomas makes free throw 1 of 2,,94,87
424,4,0:32.0,I. Thomas makes free throw 2 of 2,,95,87
425,4,0:26.0,,A. Wiggins misses 3-pt jump shot from 25 ft,95,87
426,4,0:25.0,,Offensive rebound by G. Dieng,95,87
427,4,0:23.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),95,89
428,4,0:19.0,Personal take foul by K. Towns (drawn by I. Thomas),,95,89
429,4,0:19.0,I. Thomas makes free throw 1 of 2,,96,89
430,4,0:19.0,I. Thomas makes free throw 2 of 2,,97,89
431,4,0:16.0,,Personal block foul by A. Bradley (drawn by Z. LaVine),97,89
432,4,0:12.0,,Z. LaVine misses 3-pt jump shot from 24 ft,97,89
433,4,0:10.0,,Offensive rebound by G. Dieng,97,89
434,4,0:10.0,,G. Dieng makes 2-pt layup at rim,97,91
435,4,0:07.0,Personal take foul by R. Rubio (drawn by I. Thomas),,97,91
436,4,0:07.0,I. Thomas makes free throw 1 of 2,,98,91
437,4,0:07.0,I. Thomas makes free throw 2 of 2,,99,91
438,4,0:01.0,,A. Wiggins makes 2-pt layup from 1 ft,99,93
