,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BROOKLYN_ACTION,HOUSTON_SCORE,BROOKLYN_SCORE
98,1,0:47.0,,R. Hollis-Jefferson makes free throw 2 of 2,35,34
99,1,0:42.0,Shooting foul by S. Kilpatrick (drawn by E. Gordon),,35,34
100,1,0:42.0,E. Gordon misses free throw 1 of 2,,35,34
101,1,0:42.0,Offensive rebound by Team,,35,34
102,1,0:42.0,E. Gordon makes free throw 2 of 2,,36,34
103,1,0:36.0,,Personal foul by E. Gordon (drawn by R. Foye),36,34
104,1,0:36.0,,R. Foye makes free throw 1 of 2,36,35
105,1,0:36.0,,R. Foye makes free throw 2 of 2,36,36
106,1,0:30.0,Shooting foul by Q. Acy (drawn by J. Harden),,36,36
107,1,0:30.0,J. Harden misses free throw 1 of 2,,36,36
108,1,0:30.0,Offensive rebound by Team,,36,36
109,1,0:30.0,J. Harden makes free throw 2 of 2,,37,36
110,1,0:09.0,,S. Kilpatrick misses 2-pt layup from 2 ft (block by N. Hilário),37,36
111,1,0:09.0,,Offensive rebound by Team,37,36
112,1,0:06.0,,R. Hollis-Jefferson misses 2-pt jump shot from 20 ft,37,36
113,1,0:04.0,Defensive rebound by E. Gordon,,37,36
114,1,0:01.0,Turnover by J. Harden (bad pass),,37,36
115,1,0:00.0,,S. Kilpatrick misses 3-pt jump shot from 39 ft,37,36
116,1,0:00.0,,Offensive rebound by Team,37,36
117,2,11:53.0,,Personal foul by C. Brewer (drawn by R. Hollis-Jefferson),37,36
118,2,11:42.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by P. Beverley),37,36
119,2,11:22.0,E. Gordon makes 2-pt layup from 1 ft,,39,36
120,2,11:05.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by N. Hilário),39,36
121,2,11:00.0,C. Brewer misses 2-pt layup from 1 ft (block by Q. Acy),,39,36
122,2,10:58.0,Offensive rebound by N. Hilário,,39,36
123,2,10:50.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by S. Dekker),,41,36
124,2,10:40.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,41,36
125,2,10:38.0,Defensive rebound by P. Beverley,,41,36
126,2,10:25.0,Personal foul by R. Foye (drawn by N. Hilário),,41,36
127,2,10:19.0,P. Beverley makes 2-pt layup from 2 ft,,43,36
128,2,10:10.0,,B. Bogdanović makes 2-pt layup from 3 ft,43,38
129,2,10:10.0,,Shooting foul by N. Hilário (drawn by B. Bogdanović),43,38
130,2,10:10.0,,B. Bogdanović misses free throw 1 of 1,43,38
131,2,10:09.0,Defensive rebound by S. Dekker,,43,38
132,2,10:03.0,Personal foul by R. Foye (drawn by P. Beverley),,43,38
133,2,10:03.0,,I. Whitehead enters the game for R. Foye,43,38
134,2,9:58.0,N. Hilário makes 2-pt layup from 1 ft,,45,38
135,2,9:38.0,,Personal foul by N. Hilário (drawn by Q. Acy),45,38
136,2,9:32.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),45,41
137,2,9:22.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Beverley),,48,41
138,2,9:05.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,48,41
139,2,9:04.0,Defensive rebound by P. Beverley,,48,41
140,2,8:58.0,S. Dekker misses 3-pt jump shot from 24 ft,,48,41
141,2,8:57.0,,Defensive rebound by R. Hollis-Jefferson,48,41
142,2,8:45.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,48,41
143,2,8:44.0,Defensive rebound by N. Hilário,,48,41
144,2,8:38.0,E. Gordon misses 3-pt jump shot from 25 ft,,48,41
145,2,8:37.0,,Defensive rebound by R. Hollis-Jefferson,48,41
146,2,8:33.0,Offensive charge foul by R. Hollis-Jefferson (drawn by P. Beverley),,48,41
147,2,8:33.0,,Turnover by R. Hollis-Jefferson (offensive foul),48,41
148,2,8:33.0,Official timeout,,48,41
149,2,8:33.0,,J. Hamilton enters the game for Q. Acy,48,41
150,2,8:33.0,M. Harrell enters the game for N. Hilário,,48,41
151,2,8:15.0,P. Beverley misses 3-pt jump shot from 26 ft,,48,41
152,2,8:14.0,,Defensive rebound by R. Hollis-Jefferson,48,41
153,2,8:09.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft,48,43
154,2,8:09.0,,Shooting foul by S. Dekker (drawn by R. Hollis-Jefferson),48,43
155,2,8:09.0,,R. Hollis-Jefferson makes free throw 1 of 1,48,44
156,2,7:59.0,Personal foul by I. Whitehead (drawn by P. Beverley),,48,44
157,2,7:49.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by M. Harrell),,51,44
158,2,7:34.0,,J. Hamilton makes 2-pt hook shot from 9 ft,51,46
159,2,7:18.0,P. Beverley misses 2-pt jump shot from 7 ft,,51,46
160,2,7:16.0,Offensive rebound by M. Harrell,,51,46
161,2,7:16.0,Personal foul by J. Hamilton (drawn by M. Harrell),,51,46
162,2,7:16.0,M. Harrell misses free throw 1 of 2,,51,46
163,2,7:16.0,Offensive rebound by Team,,51,46
164,2,7:16.0,M. Harrell makes free throw 2 of 2,,52,46
165,2,7:06.0,,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,52,46
166,2,7:05.0,Defensive rebound by P. Beverley,,52,46
167,2,6:59.0,E. Gordon makes 2-pt layup from 2 ft,,54,46
168,2,6:53.0,,Brooklyn full timeout,54,46
169,2,6:53.0,,T. Booker enters the game for J. Hamilton,54,46
170,2,6:53.0,R. Anderson enters the game for S. Dekker,,54,46
171,2,6:47.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,54,46
172,2,6:46.0,Defensive rebound by R. Anderson,,54,46
173,2,6:32.0,E. Gordon makes 2-pt layup from 2 ft (assist by R. Anderson),,56,46
174,2,6:17.0,,T. Booker misses 3-pt jump shot from 24 ft,56,46
175,2,6:16.0,,Offensive rebound by R. Hollis-Jefferson,56,46
176,2,6:03.0,,I. Whitehead makes 3-pt jump shot from 25 ft (assist by T. Booker),56,49
177,2,5:50.0,R. Anderson misses 2-pt jump shot from 12 ft,,56,49
178,2,5:49.0,,Defensive rebound by S. Kilpatrick,56,49
179,2,5:37.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,56,49
180,2,5:36.0,Defensive rebound by R. Anderson,,56,49
181,2,5:33.0,,C. LeVert enters the game for B. Bogdanović,56,49
182,2,5:33.0,,J. Harris enters the game for S. Kilpatrick,56,49
183,2,5:33.0,T. Ariza enters the game for P. Beverley,,56,49
184,2,5:33.0,J. Harden enters the game for C. Brewer,,56,49
185,2,5:31.0,Turnover by R. Anderson (lost ball; steal by T. Booker),,56,49
186,2,5:21.0,,I. Whitehead misses 2-pt jump shot from 22 ft,56,49
187,2,5:18.0,Defensive rebound by J. Harden,,56,49
188,2,5:15.0,Turnover by J. Harden (lost ball),,56,49
189,2,5:07.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by I. Whitehead),56,51
190,2,5:07.0,,Shooting foul by E. Gordon (drawn by R. Hollis-Jefferson),56,51
191,2,5:07.0,,R. Hollis-Jefferson makes free throw 1 of 1,56,52
192,2,5:00.0,E. Gordon makes 2-pt layup from 2 ft,,58,52
193,2,5:00.0,Shooting block foul by I. Whitehead (drawn by E. Gordon),,58,52
194,2,5:00.0,E. Gordon makes free throw 1 of 1,,59,52
195,2,4:46.0,,T. Booker misses 2-pt hook shot from 11 ft,59,52
196,2,4:45.0,Defensive rebound by R. Anderson,,59,52
197,2,4:38.0,Shooting foul by J. Harris (drawn by M. Harrell),,59,52
198,2,4:38.0,M. Harrell misses free throw 1 of 2,,59,52
199,2,4:38.0,Offensive rebound by Team,,59,52
200,2,4:38.0,,S. Dinwiddie enters the game for I. Whitehead,59,52
201,2,4:38.0,M. Harrell makes free throw 2 of 2,,60,52
202,2,4:25.0,,C. LeVert misses 2-pt jump shot from 13 ft,60,52
203,2,4:24.0,,Offensive rebound by J. Harris,60,52
204,2,4:18.0,,T. Booker makes 2-pt layup from 1 ft,60,54
205,2,4:01.0,M. Harrell makes 2-pt layup from 3 ft (assist by E. Gordon),,62,54
206,2,3:40.0,,J. Harris misses 3-pt jump shot from 26 ft,62,54
207,2,3:39.0,,Offensive rebound by Team,62,54
208,2,3:39.0,Loose ball foul by J. Harden (drawn by T. Booker),,62,54
209,2,3:39.0,,T. Booker makes free throw 1 of 2,62,55
210,2,3:39.0,,T. Booker misses free throw 2 of 2,62,55
211,2,3:39.0,,Q. Acy enters the game for R. Hollis-Jefferson,62,55
212,2,3:38.0,Defensive rebound by J. Harden,,62,55
213,2,3:32.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),,65,55
214,2,3:05.0,,J. Harris makes 2-pt jump shot from 15 ft (assist by S. Dinwiddie),65,57
215,2,2:40.0,E. Gordon misses 3-pt jump shot from 24 ft,,65,57
216,2,2:39.0,Offensive rebound by E. Gordon,,65,57
217,2,2:39.0,Turnover by Team (shot clock),,65,57
218,2,2:39.0,Houston full timeout,,65,57
219,2,2:21.0,,T. Booker makes 2-pt hook shot from 7 ft,65,59
220,2,2:05.0,Turnover by J. Harden (bad pass; steal by T. Booker),,65,59
221,2,2:00.0,,T. Booker makes 2-pt layup from 2 ft,65,61
222,2,1:49.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Harden),,68,61
223,2,1:34.0,,C. LeVert misses 2-pt jump shot from 8 ft,68,61
224,2,1:33.0,Defensive rebound by M. Harrell,,68,61
225,2,1:20.0,E. Gordon misses 3-pt jump shot from 26 ft,,68,61
226,2,1:19.0,,Defensive rebound by T. Booker,68,61
227,2,1:08.0,,C. LeVert misses 3-pt jump shot from 26 ft,68,61
228,2,1:07.0,,Offensive rebound by S. Dinwiddie,68,61
229,2,1:02.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),68,63
230,2,0:50.0,J. Harden makes 3-pt jump shot from 25 ft,,71,63
231,2,0:40.0,,C. LeVert makes 3-pt jump shot from 23 ft (assist by J. Harris),71,66
232,2,0:29.0,J. Harden makes 3-pt jump shot from 25 ft,,74,66
233,2,0:06.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft (block by M. Harrell),74,66
234,2,0:05.0,,Offensive rebound by Team,74,66
235,2,0:05.0,,Turnover by Team (shot clock),74,66
236,2,0:02.0,J. Harden misses 3-pt jump shot from 26 ft,,74,66
237,2,0:00.0,Offensive rebound by Team,,74,66
238,3,11:40.0,,J. Hamilton makes 2-pt hook shot from 5 ft (assist by J. Harris),74,68
239,3,11:21.0,Turnover by J. Harden (bad pass; steal by T. Booker),,74,68
240,3,11:17.0,,Turnover by T. Booker (bad pass),74,68
241,3,11:08.0,R. Anderson misses 2-pt jump shot from 20 ft,,74,68
242,3,11:07.0,,Defensive rebound by B. Bogdanović,74,68
243,3,10:57.0,,T. Booker misses 2-pt layup from 2 ft,74,68
244,3,10:56.0,Defensive rebound by T. Ariza,,74,68
245,3,10:50.0,T. Ariza makes 3-pt jump shot from 27 ft (assist by J. Harden),,77,68
246,3,10:43.0,,J. Harris misses 3-pt jump shot from 25 ft,77,68
247,3,10:42.0,,Offensive rebound by J. Hamilton,77,68
248,3,10:37.0,,Personal foul by T. Ariza (drawn by T. Booker),77,68
249,3,10:37.0,,Offensive foul by S. Dinwiddie (drawn by P. Beverley),77,68
250,3,10:37.0,,Turnover by S. Dinwiddie (offensive foul),77,68
251,3,10:27.0,M. Harrell makes 2-pt layup from 3 ft (assist by J. Harden),,79,68
252,3,10:12.0,,J. Harris misses 3-pt jump shot from 23 ft,79,68
253,3,10:11.0,Defensive rebound by J. Harden,,79,68
254,3,9:55.0,Shooting foul by S. Dinwiddie (drawn by J. Harden),,79,68
255,3,9:55.0,J. Harden makes free throw 1 of 2,,80,68
256,3,9:55.0,J. Harden makes free throw 2 of 2,,81,68
257,3,9:41.0,,T. Booker misses 2-pt jump shot from 7 ft,81,68
258,3,9:39.0,Defensive rebound by J. Harden,,81,68
259,3,9:31.0,J. Harden makes 3-pt jump shot from 25 ft,,84,68
260,3,9:21.0,,J. Harris misses 3-pt jump shot from 25 ft,84,68
261,3,9:20.0,Defensive rebound by P. Beverley,,84,68
262,3,9:12.0,J. Harden misses 3-pt jump shot from 25 ft,,84,68
263,3,9:12.0,,Defensive rebound by B. Bogdanović,84,68
264,3,9:00.0,,J. Hamilton misses 3-pt jump shot from 24 ft,84,68
265,3,8:57.0,Defensive rebound by T. Ariza,,84,68
266,3,8:49.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by P. Beverley),,87,68
267,3,8:47.0,,Brooklyn full timeout,87,68
268,3,8:27.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),87,71
269,3,8:05.0,M. Harrell misses 2-pt layup from 3 ft,,87,71
270,3,8:04.0,Offensive rebound by R. Anderson,,87,71
271,3,8:01.0,R. Anderson misses 2-pt layup from 1 ft,,87,71
272,3,8:00.0,Offensive rebound by R. Anderson,,87,71
273,3,7:54.0,T. Ariza misses 3-pt jump shot from 25 ft,,87,71
274,3,7:53.0,,Defensive rebound by J. Harris,87,71
275,3,7:38.0,,T. Booker misses 3-pt jump shot from 23 ft,87,71
276,3,7:37.0,Defensive rebound by J. Harden,,87,71
277,3,7:32.0,M. Harrell misses 2-pt layup from 2 ft,,87,71
278,3,7:31.0,,Defensive rebound by J. Hamilton,87,71
279,3,7:25.0,Violation by T. Ariza (def goaltending),,87,71
280,3,7:25.0,,J. Hamilton makes 2-pt layup from 1 ft (assist by S. Dinwiddie),87,73
281,3,7:18.0,Shooting foul by S. Dinwiddie (drawn by J. Harden),,87,73
282,3,7:18.0,J. Harden makes free throw 1 of 3,,88,73
283,3,7:18.0,J. Harden makes free throw 2 of 3,,89,73
284,3,7:18.0,,R. Foye enters the game for S. Dinwiddie,89,73
285,3,7:18.0,,R. Hollis-Jefferson enters the game for T. Booker,89,73
286,3,7:18.0,J. Harden makes free throw 3 of 3,,90,73
287,3,7:09.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,90,73
288,3,7:08.0,Defensive rebound by J. Harden,,90,73
289,3,7:00.0,R. Anderson misses 2-pt layup from 2 ft,,90,73
290,3,6:59.0,Offensive rebound by R. Anderson,,90,73
291,3,6:58.0,R. Anderson misses 2-pt layup from 2 ft,,90,73
292,3,6:57.0,,Defensive rebound by R. Hollis-Jefferson,90,73
293,3,6:50.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Ariza),90,73
294,3,6:38.0,P. Beverley misses 2-pt layup from 2 ft,,90,73
295,3,6:37.0,,Defensive rebound by J. Harris,90,73
296,3,6:24.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,90,73
297,3,6:23.0,Defensive rebound by J. Harden,,90,73
298,3,6:20.0,,S. Kilpatrick enters the game for B. Bogdanović,90,73
299,3,6:20.0,N. Hilário enters the game for M. Harrell,,90,73
300,3,6:08.0,R. Anderson misses 3-pt jump shot from 26 ft,,90,73
301,3,6:07.0,Offensive rebound by N. Hilário,,90,73
302,3,6:00.0,J. Harden misses 2-pt jump shot from 6 ft,,90,73
303,3,5:59.0,,Defensive rebound by Team,90,73
304,3,5:59.0,Loose ball foul by J. Harden (drawn by J. Hamilton),,90,73
305,3,5:59.0,,Q. Acy enters the game for J. Hamilton,90,73
306,3,5:59.0,,C. LeVert enters the game for J. Harris,90,73
307,3,5:50.0,,Personal foul by N. Hilário (drawn by S. Kilpatrick),90,73
308,3,5:50.0,E. Gordon enters the game for P. Beverley,,90,73
309,3,5:39.0,,Q. Acy misses 3-pt jump shot from 23 ft,90,73
310,3,5:38.0,Defensive rebound by T. Ariza,,90,73
311,3,5:25.0,Shooting foul by S. Kilpatrick (drawn by N. Hilário),,90,73
312,3,5:25.0,N. Hilário misses free throw 1 of 2,,90,73
313,3,5:25.0,Offensive rebound by Team,,90,73
314,3,5:25.0,N. Hilário misses free throw 2 of 2,,90,73
315,3,5:24.0,,Defensive rebound by R. Hollis-Jefferson,90,73
316,3,5:09.0,,C. LeVert misses 3-pt jump shot from 26 ft,90,73
317,3,5:09.0,,Offensive rebound by Team,90,73
318,3,5:09.0,Loose ball foul by J. Harden (drawn by Q. Acy),,90,73
319,3,5:04.0,,Turnover by S. Kilpatrick (bad pass),90,73
320,3,4:49.0,Turnover by E. Gordon (lost ball; steal by C. LeVert),,90,73
321,3,4:49.0,,Brooklyn full timeout,90,73
322,3,4:41.0,,C. LeVert misses 3-pt jump shot from 26 ft,90,73
323,3,4:40.0,Defensive rebound by J. Harden,,90,73
324,3,4:37.0,Shooting block foul by Q. Acy (drawn by R. Anderson),,90,73
325,3,4:37.0,R. Anderson makes free throw 1 of 2,,91,73
326,3,4:37.0,R. Anderson makes free throw 2 of 2,,92,73
327,3,4:13.0,,R. Foye makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),92,76
328,3,3:57.0,Turnover by R. Anderson (lost ball; steal by R. Hollis-Jefferson),,92,76
329,3,3:53.0,,Turnover by R. Hollis-Jefferson (lost ball),92,76
330,3,3:53.0,S. Dekker enters the game for R. Anderson,,92,76
331,3,3:38.0,N. Hilário makes 2-pt dunk at rim (assist by S. Dekker),,94,76
332,3,3:24.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft,94,78
333,3,3:08.0,Turnover by J. Harden (bad pass; steal by S. Kilpatrick),,94,78
334,3,3:02.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by R. Foye),94,80
335,3,2:56.0,Turnover by J. Harden (bad pass; steal by R. Hollis-Jefferson),,94,80
336,3,2:51.0,Houston full timeout,,94,80
337,3,2:51.0,,L. Scola enters the game for R. Hollis-Jefferson,94,80
338,3,2:40.0,,Turnover by L. Scola (lost ball; steal by J. Harden),94,80
339,3,2:35.0,Shooting block foul by L. Scola (drawn by N. Hilário),,94,80
340,3,2:35.0,N. Hilário misses free throw 1 of 2,,94,80
341,3,2:35.0,Offensive rebound by Team,,94,80
342,3,2:35.0,N. Hilário makes free throw 2 of 2,,95,80
343,3,2:16.0,,Q. Acy makes 2-pt jump shot from 16 ft (assist by R. Foye),95,82
344,3,2:07.0,E. Gordon makes 3-pt jump shot from 26 ft,,98,82
345,3,1:52.0,,S. Kilpatrick misses 2-pt jump shot from 11 ft,98,82
346,3,1:50.0,Defensive rebound by J. Harden,,98,82
347,3,1:42.0,S. Dekker makes 2-pt dunk at rim (assist by N. Hilário),,100,82
348,3,1:23.0,,Turnover by R. Foye (bad pass; steal by T. Ariza),100,82
349,3,1:19.0,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),,102,82
350,3,1:00.0,,L. Scola makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),102,85
351,3,0:48.0,N. Hilário misses 2-pt layup from 3 ft,,102,85
352,3,0:46.0,,Defensive rebound by L. Scola,102,85
353,3,0:39.0,,R. Foye makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),102,88
354,3,0:28.0,J. Harden misses 3-pt jump shot from 27 ft,,102,88
355,3,0:27.0,,Defensive rebound by Q. Acy,102,88
356,3,0:20.0,,Personal foul by J. Harden (drawn by C. LeVert),102,88
357,3,0:20.0,,C. LeVert makes free throw 1 of 2,102,89
358,3,0:20.0,,T. Booker enters the game for L. Scola,102,89
359,3,0:20.0,,C. LeVert makes free throw 2 of 2,102,90
360,3,0:01.0,J. Harden makes 2-pt jump shot from 19 ft,,104,90
361,4,11:39.0,P. Beverley makes 2-pt layup from 3 ft,,106,90
362,4,11:24.0,,Shooting foul by S. Dekker (drawn by Q. Acy),106,90
363,4,11:24.0,,Q. Acy makes free throw 1 of 2,106,91
364,4,11:24.0,,Q. Acy makes free throw 2 of 2,106,92
365,4,11:12.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by P. Beverley),,109,92
366,4,11:01.0,,Offensive foul by R. Foye (drawn by P. Beverley),109,92
367,4,11:01.0,,Turnover by R. Foye (offensive foul),109,92
368,4,10:52.0,S. Dekker makes 2-pt layup from 2 ft,,111,92
369,4,10:52.0,Shooting foul by Q. Acy (drawn by S. Dekker),,111,92
370,4,10:52.0,S. Dekker misses free throw 1 of 1,,111,92
371,4,10:51.0,,Defensive rebound by T. Booker,111,92
372,4,10:36.0,,R. Foye misses 2-pt jump shot from 20 ft,111,92
