,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ATLANTA_ACTION,SACRAMENTO_SCORE,ATLANTA_SCORE
385,4,10:54.0,,Offensive rebound by Team,83,81
386,4,10:54.0,,P. Millsap makes free throw 2 of 2,83,82
387,4,10:42.0,,K. Humphries enters the game for M. Muscala,83,82
388,4,10:41.0,Turnover by M. Barnes (bad pass; steal by T. Sefolosha),,83,82
389,4,10:35.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),83,85
390,4,10:21.0,A. Tolliver misses 3-pt jump shot from 26 ft,,83,85
391,4,10:19.0,,Defensive rebound by Team,83,85
392,4,10:07.0,,P. Millsap makes 2-pt jump shot from 19 ft,83,87
393,4,9:38.0,M. Barnes misses 3-pt jump shot from 25 ft,,83,87
394,4,9:36.0,Offensive rebound by W. Cauley-Stein,,83,87
395,4,9:27.0,Personal foul by M. Delaney (drawn by G. Temple),,83,87
396,4,9:22.0,A. Tolliver misses 3-pt jump shot from 24 ft,,83,87
397,4,9:20.0,,Defensive rebound by P. Millsap,83,87
398,4,9:20.0,,Personal foul by G. Temple (drawn by P. Millsap),83,87
399,4,9:05.0,,M. Delaney makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),83,90
400,4,9:05.0,Sacramento full timeout,,83,90
401,4,9:05.0,R. Gay enters the game for W. Cauley-Stein,,83,90
402,4,9:05.0,K. Koufos enters the game for A. Tolliver,,83,90
403,4,8:49.0,K. Koufos misses 2-pt hook shot from 8 ft,,83,90
404,4,8:48.0,,Defensive rebound by P. Millsap,83,90
405,4,8:37.0,,T. Sefolosha misses 2-pt layup at rim (block by B. McLemore),83,90
406,4,8:36.0,Defensive rebound by G. Temple,,83,90
407,4,8:34.0,,Offensive charge foul by G. Temple (drawn by M. Delaney),83,90
408,4,8:34.0,Turnover by G. Temple (offensive foul),,83,90
409,4,8:34.0,,K. Korver enters the game for T. Sefolosha,83,90
410,4,8:20.0,,P. Millsap misses 2-pt jump shot from 7 ft,83,90
411,4,8:18.0,Defensive rebound by K. Koufos,,83,90
412,4,8:06.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by R. Gay),,86,90
413,4,7:51.0,,K. Bazemore misses 3-pt jump shot from 25 ft,86,90
414,4,7:50.0,Defensive rebound by M. Barnes,,86,90
415,4,7:45.0,R. Gay makes 2-pt layup from 1 ft (assist by M. Barnes),,88,90
416,4,7:28.0,,M. Delaney misses 2-pt jump shot from 21 ft,88,90
417,4,7:26.0,Defensive rebound by K. Koufos,,88,90
418,4,7:12.0,Shooting foul by K. Bazemore (drawn by R. Gay),,88,90
419,4,7:12.0,R. Gay misses free throw 1 of 2,,88,90
420,4,7:12.0,Offensive rebound by Team,,88,90
421,4,7:12.0,R. Gay misses free throw 2 of 2,,88,90
422,4,7:12.0,,D. Howard enters the game for K. Bazemore,88,90
423,4,7:12.0,,T. Sefolosha enters the game for M. Delaney,88,90
424,4,7:12.0,,D. Schröder enters the game for K. Humphries,88,90
425,4,7:12.0,T. Lawson enters the game for G. Temple,,88,90
426,4,7:11.0,Offensive rebound by Team,,88,90
427,4,7:03.0,K. Koufos misses 2-pt layup from 1 ft,,88,90
428,4,7:03.0,,Defensive rebound by Team,88,90
429,4,6:45.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,88,90
430,4,6:43.0,Defensive rebound by K. Koufos,,88,90
431,4,6:36.0,Turnover by M. Barnes (bad pass; steal by K. Korver),,88,90
432,4,6:26.0,,D. Schröder makes 3-pt jump shot from 25 ft,88,93
433,4,6:08.0,R. Gay misses 2-pt jump shot from 12 ft,,88,93
434,4,6:06.0,Offensive rebound by B. McLemore,,88,93
435,4,5:56.0,T. Lawson misses 2-pt jump shot from 19 ft,,88,93
436,4,5:53.0,,Defensive rebound by D. Schröder,88,93
437,4,5:51.0,,Shooting foul by B. McLemore (drawn by D. Schröder),88,93
438,4,5:51.0,Official timeout,,88,93
439,4,5:51.0,,D. Schröder makes free throw 1 of 2,88,94
440,4,5:51.0,D. Cousins enters the game for M. Barnes,,88,93
441,4,5:51.0,,D. Schröder makes free throw 2 of 2,88,95
442,4,5:39.0,B. McLemore misses 2-pt jump shot from 20 ft,,88,95
443,4,5:37.0,,Defensive rebound by D. Schröder,88,95
444,4,5:33.0,,K. Korver misses 3-pt jump shot from 26 ft,88,95
445,4,5:31.0,Defensive rebound by K. Koufos,,88,95
446,4,5:11.0,D. Cousins misses 2-pt layup from 4 ft (block by D. Howard),,88,95
447,4,5:11.0,,Defensive rebound by D. Howard,88,95
448,4,4:47.0,,P. Millsap misses 2-pt layup from 1 ft (block by K. Koufos),88,95
449,4,4:45.0,Defensive rebound by R. Gay,,88,95
450,4,4:42.0,Turnover by R. Gay (lost ball; steal by T. Sefolosha),,88,95
451,4,4:34.0,,P. Millsap misses 2-pt layup from 1 ft,88,95
452,4,4:34.0,,Offensive rebound by D. Howard,88,95
453,4,4:34.0,,Shooting foul by B. McLemore (drawn by D. Howard),88,95
454,4,4:34.0,,D. Howard misses free throw 1 of 2,88,95
455,4,4:34.0,,Offensive rebound by Team,88,95
456,4,4:34.0,,D. Howard misses free throw 2 of 2,88,95
457,4,4:34.0,M. Barnes enters the game for K. Koufos,,88,95
458,4,4:31.0,Defensive rebound by B. McLemore,,88,95
459,4,4:10.0,B. McLemore misses 2-pt layup from 1 ft (block by D. Howard),,88,95
460,4,4:08.0,,Defensive rebound by T. Sefolosha,88,95
461,4,3:59.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by P. Millsap),88,98
462,4,3:59.0,Sacramento full timeout,,88,98
463,4,3:59.0,A. Afflalo enters the game for B. McLemore,,88,98
464,4,3:39.0,R. Gay makes 2-pt jump shot from 13 ft,,90,98
465,4,3:20.0,,P. Millsap makes 2-pt jump shot from 17 ft (assist by D. Schröder),90,100
466,4,2:53.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by T. Lawson),,93,100
467,4,2:31.0,Violation by D. Cousins (def goaltending),,93,100
468,4,2:31.0,,D. Schröder makes 2-pt layup from 2 ft (assist by P. Millsap),93,102
469,4,2:17.0,Turnover by R. Gay (bad pass; steal by P. Millsap),,93,102
470,4,1:57.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,93,102
471,4,1:56.0,Defensive rebound by T. Lawson,,93,102
472,4,1:51.0,Personal foul by D. Howard (drawn by D. Cousins),,93,102
473,4,1:44.0,D. Cousins makes 2-pt dunk at rim (assist by T. Lawson),,95,102
474,4,1:26.0,,P. Millsap misses 2-pt jump shot from 15 ft,95,102
475,4,1:23.0,Defensive rebound by D. Cousins,,95,102
476,4,1:06.0,Turnover by M. Barnes (lost ball; steal by T. Sefolosha),,95,102
477,4,0:46.0,,Shooting foul by M. Barnes (drawn by D. Howard),95,102
478,4,0:46.0,,D. Howard makes free throw 1 of 2,95,103
479,4,0:46.0,,D. Howard makes free throw 2 of 2,95,104
480,4,0:34.0,M. Barnes misses 3-pt jump shot from 23 ft,,95,104
481,4,0:32.0,,Defensive rebound by T. Sefolosha,95,104
482,4,0:13.0,,D. Howard makes 2-pt layup from 2 ft (assist by D. Schröder),95,106
