,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DENVER_ACTION,PHILADELPHIA_SCORE,DENVER_SCORE
381,4,9:13.0,,W. Barton makes 3-pt jump shot from 24 ft,94,94
382,4,8:59.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by T. McConnell),,97,94
383,4,8:50.0,,Offensive foul by J. Nurkić (drawn by T. McConnell),97,94
384,4,8:50.0,,Turnover by J. Nurkić (offensive foul),97,94
385,4,8:50.0,Official timeout,,97,94
386,4,8:50.0,N. Noel enters the game for E. İlyasova,,97,94
387,4,8:50.0,N. Stauskas enters the game for J. Embiid,,97,94
388,4,8:50.0,D. Šarić enters the game for H. Thompson,,97,94
389,4,8:42.0,Shooting foul by W. Barton (drawn by D. Šarić),,97,94
390,4,8:42.0,D. Šarić makes free throw 1 of 2,,98,94
391,4,8:42.0,D. Šarić makes free throw 2 of 2,,99,94
392,4,8:29.0,,J. Murray misses 3-pt jump shot from 25 ft,99,94
393,4,8:29.0,Defensive rebound by Team,,99,94
394,4,8:29.0,,Loose ball foul by J. Nurkić (drawn by N. Noel),99,94
395,4,8:07.0,N. Stauskas misses 2-pt jump shot from 16 ft,,99,94
396,4,8:06.0,,Defensive rebound by J. Nurkić,99,94
397,4,7:47.0,,J. Nelson makes 3-pt jump shot from 26 ft (assist by W. Barton),99,97
398,4,7:23.0,N. Noel misses 2-pt layup from 2 ft,,99,97
399,4,7:22.0,,Defensive rebound by J. Nurkić,99,97
400,4,7:12.0,,J. Nelson makes 2-pt jump shot from 22 ft,99,99
401,4,7:01.0,Shooting foul by J. Nelson (drawn by T. McConnell),,99,99
402,4,7:01.0,T. McConnell makes free throw 1 of 2,,100,99
403,4,7:01.0,T. McConnell makes free throw 2 of 2,,101,99
404,4,6:41.0,,Personal foul by N. Noel (drawn by J. Nurkić),101,99
405,4,6:41.0,E. İlyasova enters the game for R. Covington,,101,99
406,4,6:39.0,,Personal foul by N. Stauskas (drawn by J. Murray),101,99
407,4,6:27.0,,W. Chandler misses 2-pt jump shot from 12 ft,101,99
408,4,6:26.0,,Offensive rebound by J. Nurkić,101,99
409,4,6:26.0,,J. Nurkić misses 2-pt layup from 3 ft,101,99
410,4,6:25.0,Defensive rebound by D. Šarić,,101,99
411,4,6:13.0,T. McConnell misses 2-pt jump shot from 11 ft,,101,99
412,4,6:12.0,,Defensive rebound by W. Barton,101,99
413,4,6:02.0,,W. Barton misses 2-pt layup from 2 ft,101,99
414,4,6:01.0,Defensive rebound by E. İlyasova,,101,99
415,4,5:48.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by D. Šarić),,104,99
416,4,5:48.0,,Denver full timeout,104,99
417,4,5:48.0,,G. Harris enters the game for W. Barton,104,99
418,4,5:48.0,,N. Jokić enters the game for J. Nurkić,104,99
419,4,5:48.0,,D. Gallinari enters the game for J. Murray,104,99
420,4,5:26.0,,D. Gallinari misses 2-pt jump shot from 22 ft,104,99
421,4,5:25.0,Defensive rebound by E. İlyasova,,104,99
422,4,5:17.0,D. Šarić makes 2-pt layup from 2 ft (assist by E. İlyasova),,106,99
423,4,5:17.0,Shooting block foul by D. Gallinari (drawn by D. Šarić),,106,99
424,4,5:17.0,D. Šarić makes free throw 1 of 1,,107,99
425,4,5:10.0,,Personal foul by N. Noel (drawn by N. Jokić),107,99
426,4,5:10.0,,E. Mudiay enters the game for J. Nelson,107,99
427,4,5:01.0,,Personal block foul by D. Šarić (drawn by E. Mudiay),107,99
428,4,5:01.0,,E. Mudiay misses free throw 1 of 2,107,99
429,4,5:01.0,,Offensive rebound by Team,107,99
430,4,5:01.0,,E. Mudiay makes free throw 2 of 2,107,100
431,4,4:53.0,T. McConnell makes 2-pt jump shot from 18 ft,,109,100
432,4,4:35.0,,Personal foul by N. Noel (drawn by G. Harris),109,100
433,4,4:35.0,,G. Harris makes free throw 1 of 2,109,101
434,4,4:35.0,,G. Harris makes free throw 2 of 2,109,102
435,4,4:20.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,112,102
436,4,4:10.0,,Shooting foul by N. Stauskas (drawn by G. Harris),112,102
437,4,4:10.0,,G. Harris misses free throw 1 of 2,112,102
438,4,4:10.0,,Offensive rebound by Team,112,102
439,4,4:10.0,,G. Harris makes free throw 2 of 2,112,103
440,4,3:55.0,N. Stauskas misses 3-pt jump shot from 26 ft,,112,103
441,4,3:54.0,Offensive rebound by D. Šarić,,112,103
442,4,3:37.0,D. Šarić misses 3-pt jump shot from 25 ft,,112,103
443,4,3:36.0,,Defensive rebound by W. Chandler,112,103
444,4,3:27.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by G. Harris),112,106
445,4,3:20.0,Philadelphia full timeout,,112,106
446,4,3:20.0,J. Embiid enters the game for N. Stauskas,,112,106
447,4,3:20.0,R. Covington enters the game for N. Noel,,112,106
448,4,3:10.0,E. İlyasova misses 3-pt jump shot from 26 ft,,112,106
449,4,3:09.0,,Defensive rebound by W. Chandler,112,106
450,4,3:04.0,,Shooting foul by E. İlyasova (drawn by D. Gallinari),112,106
451,4,3:04.0,,D. Gallinari makes free throw 1 of 2,112,107
452,4,3:04.0,,D. Gallinari makes free throw 2 of 2,112,108
453,4,2:49.0,Philadelphia full timeout,,112,108
454,4,2:40.0,D. Šarić misses 3-pt jump shot from 26 ft,,112,108
455,4,2:40.0,,Defensive rebound by Team,112,108
456,4,2:40.0,Loose ball foul by J. Embiid (drawn by N. Jokić),,112,108
457,4,2:40.0,,N. Jokić misses free throw 1 of 2,112,108
458,4,2:40.0,,Offensive rebound by Team,112,108
459,4,2:40.0,,N. Jokić makes free throw 2 of 2,112,109
460,4,2:24.0,Personal foul by E. Mudiay (drawn by R. Covington),,112,109
461,4,2:24.0,R. Covington makes free throw 1 of 2,,113,109
462,4,2:24.0,R. Covington makes free throw 2 of 2,,114,109
463,4,2:10.0,,N. Jokić makes 2-pt dunk at rim (assist by D. Gallinari),114,111
464,4,1:52.0,T. McConnell misses 2-pt jump shot from 14 ft,,114,111
465,4,1:51.0,,Defensive rebound by N. Jokić,114,111
466,4,1:44.0,,W. Chandler makes 2-pt jump shot from 13 ft (assist by N. Jokić),114,113
467,4,1:22.0,T. McConnell makes 3-pt jump shot from 24 ft (assist by J. Embiid),,117,113
468,4,1:22.0,,Denver full timeout,117,113
469,4,1:10.0,,Personal foul by J. Embiid (drawn by D. Gallinari),117,113
470,4,1:10.0,,D. Gallinari makes free throw 1 of 2,117,114
471,4,1:10.0,,D. Gallinari makes free throw 2 of 2,117,115
472,4,0:59.0,J. Embiid misses 3-pt jump shot from 26 ft,,117,115
473,4,0:59.0,,Defensive rebound by E. Mudiay,117,115
474,4,0:49.0,,Personal foul by R. Covington (drawn by N. Jokić),117,115
475,4,0:49.0,,N. Jokić makes free throw 1 of 2,117,116
476,4,0:49.0,,N. Jokić makes free throw 2 of 2,117,117
477,4,0:32.0,Shooting foul by W. Chandler (drawn by J. Embiid),,117,117
478,4,0:32.0,J. Embiid misses free throw 1 of 2,,117,117
479,4,0:32.0,Offensive rebound by Team,,117,117
480,4,0:32.0,,K. Faried enters the game for W. Chandler,117,117
481,4,0:32.0,,W. Chandler enters the game for K. Faried,118,117
482,4,0:32.0,J. Embiid makes free throw 2 of 2,,118,117
483,4,0:32.0,,Denver full timeout,118,117
484,4,0:19.0,,N. Jokić misses 2-pt layup from 2 ft (block by J. Embiid),118,117
485,4,0:19.0,Defensive rebound by D. Šarić,,118,117
486,4,0:16.0,Personal take foul by G. Harris (drawn by J. Embiid),,118,117
487,4,0:16.0,J. Embiid makes free throw 1 of 2,,119,117
488,4,0:16.0,,K. Faried enters the game for W. Chandler,119,117
489,4,0:16.0,,W. Chandler enters the game for K. Faried,120,117
490,4,0:16.0,J. Embiid makes free throw 2 of 2,,120,117
491,4,0:16.0,,Denver full timeout,120,117
492,4,0:10.0,,D. Gallinari makes 2-pt dunk at rim,120,119
493,4,0:10.0,Philadelphia full timeout,,120,119
494,4,0:10.0,N. Stauskas enters the game for T. McConnell,,120,119
495,4,0:10.0,,W. Barton enters the game for N. Jokić,120,119
496,4,0:09.0,Personal take foul by E. Mudiay (drawn by R. Covington),,120,119
497,4,0:09.0,R. Covington makes free throw 1 of 2,,121,119
498,4,0:09.0,,N. Jokić enters the game for W. Barton,121,119
499,4,0:09.0,T. McConnell enters the game for J. Embiid,,121,119
500,4,0:09.0,R. Covington makes free throw 2 of 2,,122,119
501,4,0:06.0,,Personal take foul by T. McConnell (drawn by E. Mudiay),122,119
502,4,0:06.0,,E. Mudiay makes free throw 1 of 2,122,120
503,4,0:06.0,,E. Mudiay misses free throw 2 of 2,122,120
504,4,0:06.0,J. Embiid enters the game for T. McConnell,,122,120
505,4,0:06.0,,K. Faried enters the game for W. Chandler,122,120
506,4,0:06.0,,W. Chandler enters the game for D. Gallinari,122,120
507,4,0:05.0,Defensive rebound by J. Embiid,,122,120
508,4,0:05.0,Personal take foul by N. Jokić (drawn by J. Embiid),,122,120
509,4,0:05.0,J. Embiid makes free throw 1 of 2,,123,120
510,4,0:05.0,,D. Gallinari enters the game for K. Faried,123,120
511,4,0:05.0,T. McConnell enters the game for N. Stauskas,,123,120
512,4,0:05.0,J. Embiid makes free throw 2 of 2,,124,120
513,4,0:03.0,,Shooting foul by J. Embiid (drawn by N. Jokić),124,120
514,4,0:03.0,,N. Jokić makes free throw 1 of 3,124,121
515,4,0:03.0,,N. Jokić makes free throw 2 of 3,124,122
516,4,0:03.0,N. Noel enters the game for J. Embiid,,124,120
517,4,0:03.0,,K. Faried enters the game for D. Gallinari,124,120
518,4,0:03.0,,J. Nurkić enters the game for E. Mudiay,124,120
519,4,0:03.0,,N. Jokić misses free throw 3 of 3,124,122
520,4,0:03.0,,Offensive rebound by G. Harris,124,122
521,4,0:02.0,,G. Harris misses 2-pt jump shot from 6 ft,124,122
522,4,0:02.0,,Offensive rebound by K. Faried,124,122
523,4,0:02.0,,K. Faried misses 2-pt layup from 3 ft,124,122
524,4,0:01.0,,Offensive rebound by W. Chandler,124,122
525,4,0:01.0,,W. Chandler misses 2-pt layup from 2 ft,124,122
526,4,0:00.0,Defensive rebound by N. Noel,,124,122
