,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SACRAMENTO_ACTION,CLEVELAND_SCORE,SACRAMENTO_SCORE
387,4,3:08.0,K. Love enters the game for C. Frye,,112,102
388,4,3:07.0,Defensive rebound by L. James,,112,102
389,4,2:50.0,K. Love misses 3-pt jump shot from 25 ft,,112,102
390,4,2:50.0,,Defensive rebound by D. Cousins,112,102
391,4,2:43.0,,Offensive foul by T. Lawson (drawn by K. Korver),112,102
392,4,2:43.0,,Turnover by T. Lawson (offensive foul),112,102
393,4,2:24.0,K. Korver makes 2-pt jump shot from 15 ft (assist by L. James),,114,102
394,4,2:16.0,,Shooting foul by K. Irving (drawn by T. Lawson),114,102
395,4,2:16.0,,T. Lawson makes free throw 1 of 2,114,103
396,4,2:16.0,,T. Lawson makes free throw 2 of 2,114,104
397,4,1:58.0,Shooting foul by R. Gay (drawn by K. Irving),,114,104
398,4,1:58.0,K. Irving makes free throw 1 of 2,,115,104
399,4,1:58.0,K. Irving makes free throw 2 of 2,,116,104
400,4,1:46.0,,D. Cousins misses 3-pt jump shot from 25 ft,116,104
401,4,1:45.0,,Offensive rebound by A. Tolliver,116,104
402,4,1:42.0,,A. Tolliver misses 2-pt jump shot from 5 ft,116,104
403,4,1:41.0,,Offensive rebound by R. Gay,116,104
404,4,1:41.0,,R. Gay misses 2-pt layup from 2 ft,116,104
405,4,1:41.0,,Offensive rebound by R. Gay,116,104
406,4,1:41.0,,R. Gay makes 2-pt layup from 2 ft,116,106
407,4,1:25.0,K. Irving makes 2-pt layup from 2 ft (assist by L. James),,118,106
408,4,1:16.0,,D. Cousins makes 2-pt dunk at rim,118,108
409,4,0:56.0,I. Shumpert misses 2-pt jump shot from 3 ft,,118,108
410,4,0:54.0,,Defensive rebound by G. Temple,118,108
411,4,0:50.0,,Turnover by D. Cousins (bad pass; steal by K. Korver),118,108
412,4,0:46.0,Cleveland full timeout,,118,108
413,4,0:46.0,J. Jones enters the game for I. Shumpert,,118,108
414,4,0:46.0,J. McRae enters the game for K. Love,,118,108
415,4,0:46.0,D. Liggins enters the game for K. Irving,,118,108
416,4,0:46.0,K. Felder enters the game for K. Korver,,118,108
417,4,0:46.0,R. Jefferson enters the game for L. James,,118,108
418,4,0:46.0,,W. Cauley-Stein enters the game for R. Gay,118,108
419,4,0:46.0,,M. Richardson enters the game for A. Tolliver,118,108
420,4,0:46.0,,B. McLemore enters the game for D. Cousins,118,108
421,4,0:27.0,K. Felder makes 2-pt jump shot from 19 ft,,120,108
422,4,0:04.0,,B. McLemore misses 2-pt jump shot from 22 ft,120,108
423,4,0:03.0,Defensive rebound by J. Jones,,120,108
