,QUARTER,TIME_REMAINING,BOSTON_ACTION,MEMPHIS_ACTION,BOSTON_SCORE,MEMPHIS_SCORE
55,1,5:20.0,,J. Green makes 2-pt layup from 2 ft,10,8
56,1,5:06.0,J. Crowder misses 3-pt jump shot from 25 ft,,10,8
57,1,5:06.0,,Defensive rebound by T. Daniels,10,8
58,1,4:57.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by V. Carter),10,11
59,1,4:42.0,Turnover by J. Crowder (bad pass; steal by V. Carter),,10,11
60,1,4:35.0,,T. Daniels makes 2-pt jump shot from 22 ft (assist by M. Gasol),10,13
61,1,4:19.0,A. Horford makes 2-pt dunk at rim (assist by A. Bradley),,12,13
62,1,4:01.0,,T. Daniels misses 2-pt layup from 3 ft,12,13
63,1,3:59.0,Defensive rebound by A. Horford,,12,13
64,1,3:47.0,A. Bradley misses 3-pt jump shot from 25 ft,,12,13
65,1,3:46.0,,Defensive rebound by V. Carter,12,13
66,1,3:38.0,,T. Daniels misses 3-pt jump shot from 23 ft,12,13
67,1,3:38.0,,Offensive rebound by Team,12,13
68,1,3:38.0,Loose ball foul by J. Jerebko (drawn by J. Green),,12,13
69,1,3:38.0,,A. Harrison enters the game for M. Conley,12,13
70,1,3:38.0,J. Brown enters the game for J. Crowder,,12,13
71,1,3:38.0,M. Smart enters the game for I. Thomas,,12,13
72,1,3:31.0,,A. Harrison misses 3-pt jump shot from 25 ft,12,13
73,1,3:30.0,,Offensive rebound by J. Green,12,13
74,1,3:30.0,Loose ball foul by J. Jerebko (drawn by J. Green),,12,13
75,1,3:20.0,,V. Carter misses 2-pt layup from 2 ft,12,13
76,1,3:20.0,Defensive rebound by Team,,12,13
77,1,3:20.0,,Loose ball foul by M. Gasol (drawn by J. Brown),12,13
78,1,3:20.0,,Technical foul by M. Gasol,12,13
79,1,3:20.0,A. Bradley makes technical free throw,,13,13
80,1,3:08.0,A. Bradley makes 2-pt jump shot from 23 ft (assist by M. Smart),,15,13
81,1,2:52.0,,Shooting foul by A. Horford (drawn by M. Gasol),15,13
82,1,2:52.0,Boston full timeout,,15,13
83,1,2:52.0,,M. Gasol makes free throw 1 of 2,15,14
84,1,2:52.0,,M. Gasol makes free throw 2 of 2,15,15
85,1,2:40.0,Turnover by A. Bradley (traveling),,15,15
86,1,2:40.0,,Z. Randolph enters the game for M. Gasol,15,15
87,1,2:29.0,,Shooting foul by A. Horford (drawn by T. Daniels),15,15
88,1,2:29.0,,T. Daniels makes free throw 1 of 2,15,16
89,1,2:29.0,A. Johnson enters the game for A. Horford,,15,16
90,1,2:29.0,,T. Daniels makes free throw 2 of 2,15,17
91,1,2:04.0,J. Brown misses 3-pt jump shot from 25 ft,,15,17
92,1,2:02.0,Offensive rebound by A. Johnson,,15,17
93,1,1:58.0,M. Smart misses 3-pt jump shot from 25 ft,,15,17
94,1,1:57.0,,Defensive rebound by Z. Randolph,15,17
95,1,1:37.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by Z. Randolph),15,20
96,1,1:15.0,J. Brown misses 3-pt jump shot from 25 ft,,15,20
97,1,1:14.0,,Defensive rebound by J. Green,15,20
98,1,0:57.0,,A. Harrison misses 3-pt jump shot from 25 ft,15,20
99,1,0:56.0,Defensive rebound by A. Bradley,,15,20
100,1,0:37.0,J. Brown misses 2-pt layup from 3 ft (block by V. Carter),,15,20
101,1,0:35.0,,Defensive rebound by A. Harrison,15,20
102,1,0:24.0,,Z. Randolph makes 2-pt jump shot from 22 ft (assist by A. Harrison),15,22
103,1,0:02.0,Turnover by M. Smart (bad pass; steal by V. Carter),,15,22
104,2,11:39.0,,Z. Randolph misses 2-pt hook shot from 6 ft,15,22
105,2,11:37.0,Defensive rebound by J. Brown,,15,22
106,2,11:13.0,K. Olynyk misses 2-pt jump shot from 13 ft,,15,22
107,2,11:09.0,,Defensive rebound by Z. Randolph,15,22
108,2,11:01.0,,Turnover by J. Martin (bad pass; steal by K. Olynyk),15,22
109,2,10:37.0,J. Brown misses 2-pt layup from 4 ft,,15,22
110,2,10:36.0,Offensive rebound by Team,,15,22
111,2,10:36.0,Turnover by Team (shot clock),,15,22
112,2,10:23.0,,Offensive foul by J. Martin (drawn by T. Rozier),15,22
113,2,10:23.0,,Turnover by J. Martin (offensive foul),15,22
114,2,10:23.0,G. Green enters the game for J. Brown,,15,22
115,2,10:11.0,M. Smart misses 3-pt jump shot from 25 ft,,15,22
116,2,10:10.0,,Defensive rebound by J. Martin,15,22
117,2,9:55.0,,J. Martin misses 2-pt jump shot from 18 ft,15,22
118,2,9:54.0,Defensive rebound by K. Olynyk,,15,22
119,2,9:41.0,A. Johnson misses 3-pt jump shot from 23 ft,,15,22
120,2,9:39.0,Offensive rebound by G. Green,,15,22
121,2,9:36.0,G. Green misses 2-pt jump shot from 6 ft,,15,22
122,2,9:35.0,,Defensive rebound by J. Martin,15,22
123,2,9:22.0,,T. Daniels makes 2-pt jump shot from 21 ft,15,24
124,2,9:06.0,Turnover by G. Green (bad pass; steal by A. Harrison),,15,24
125,2,9:01.0,,T. Daniels misses 2-pt layup from 2 ft,15,24
126,2,8:59.0,,Offensive rebound by T. Allen,15,24
127,2,8:56.0,,T. Allen makes 2-pt jump shot from 6 ft,15,26
128,2,8:56.0,Boston full timeout,,15,26
129,2,8:46.0,K. Olynyk makes 2-pt layup from 4 ft,,17,26
130,2,8:30.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by Z. Randolph),17,29
131,2,8:22.0,G. Green makes 3-pt jump shot from 25 ft (assist by T. Rozier),,20,29
132,2,8:04.0,,Shooting foul by A. Johnson (drawn by T. Daniels),20,29
133,2,8:04.0,,T. Daniels makes free throw 1 of 2,20,30
134,2,8:04.0,J. Crowder enters the game for M. Smart,,20,30
135,2,8:04.0,,T. Daniels makes free throw 2 of 2,20,31
136,2,7:51.0,G. Green misses 3-pt jump shot from 25 ft,,20,31
137,2,7:50.0,,Defensive rebound by J. Martin,20,31
138,2,7:31.0,,Z. Randolph misses 2-pt jump shot from 17 ft,20,31
139,2,7:31.0,Defensive rebound by Team,,20,31
140,2,7:31.0,,Loose ball foul by J. Martin (drawn by K. Olynyk),20,31
141,2,7:14.0,T. Rozier misses 2-pt jump shot from 21 ft,,20,31
142,2,7:12.0,,Defensive rebound by J. Martin,20,31
143,2,6:56.0,,Personal foul by A. Johnson (drawn by Z. Randolph),20,31
144,2,6:56.0,I. Thomas enters the game for T. Rozier,,20,31
145,2,6:56.0,,M. Conley enters the game for T. Daniels,20,31
146,2,6:56.0,A. Horford enters the game for A. Johnson,,20,31
147,2,6:48.0,,A. Harrison misses 2-pt jump shot from 10 ft (block by K. Olynyk),20,31
148,2,6:48.0,,Offensive rebound by Team,20,31
149,2,6:45.0,,Z. Randolph misses 3-pt jump shot from 24 ft,20,31
150,2,6:44.0,Defensive rebound by G. Green,,20,31
151,2,6:35.0,K. Olynyk misses 2-pt layup from 3 ft (block by T. Allen),,20,31
152,2,6:35.0,,Defensive rebound by Team,20,31
153,2,6:16.0,,Z. Randolph misses 2-pt jump shot from 6 ft,20,31
154,2,6:13.0,,Offensive rebound by T. Allen,20,31
155,2,6:13.0,,T. Allen makes 2-pt layup from 2 ft,20,33
156,2,6:02.0,Personal foul by T. Allen (drawn by I. Thomas),,20,33
157,2,5:56.0,A. Horford misses 3-pt jump shot from 25 ft,,20,33
158,2,5:55.0,,Defensive rebound by M. Conley,20,33
159,2,5:51.0,,Z. Randolph misses 2-pt layup from 1 ft,20,33
160,2,5:49.0,,Offensive rebound by Z. Randolph,20,33
161,2,5:49.0,,Z. Randolph misses 2-pt layup from 2 ft,20,33
162,2,5:48.0,Defensive rebound by J. Crowder,,20,33
163,2,5:48.0,Personal foul by Z. Randolph (drawn by J. Crowder),,20,33
164,2,5:48.0,Boston full timeout,,20,33
165,2,5:48.0,,M. Gasol enters the game for A. Harrison,20,33
166,2,5:48.0,,J. Ennis enters the game for Z. Randolph,20,33
167,2,5:48.0,,J. Green enters the game for J. Martin,20,33
168,2,5:35.0,G. Green misses 2-pt layup from 2 ft,,20,33
169,2,5:33.0,,Defensive rebound by M. Conley,20,33
170,2,5:10.0,,J. Green misses 2-pt jump shot from 7 ft,20,33
171,2,5:09.0,Defensive rebound by A. Horford,,20,33
172,2,4:56.0,G. Green makes 2-pt dunk at rim (assist by A. Horford),,22,33
173,2,4:37.0,,M. Gasol misses 2-pt layup from 2 ft (block by K. Olynyk),22,33
174,2,4:37.0,,Offensive rebound by M. Gasol,22,33
175,2,4:37.0,,M. Gasol makes 2-pt layup from 2 ft,22,35
176,2,4:37.0,,Shooting foul by J. Crowder (drawn by M. Gasol),22,35
177,2,4:37.0,A. Bradley enters the game for K. Olynyk,,22,35
178,2,4:37.0,,M. Gasol makes free throw 1 of 1,22,36
179,2,4:25.0,A. Horford misses 3-pt jump shot from 25 ft,,22,36
180,2,4:24.0,,Defensive rebound by J. Green,22,36
181,2,4:15.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),22,39
182,2,4:01.0,Personal foul by J. Ennis (drawn by A. Bradley),,22,39
183,2,3:47.0,G. Green misses 3-pt jump shot from 26 ft,,22,39
184,2,3:47.0,,Defensive rebound by M. Gasol,22,39
185,2,3:40.0,,Personal foul by A. Bradley (drawn by M. Gasol),22,39
186,2,3:21.0,,M. Conley misses 3-pt jump shot from 24 ft,22,39
187,2,3:20.0,Defensive rebound by G. Green,,22,39
188,2,3:07.0,Shooting foul by J. Green (drawn by J. Crowder),,22,39
189,2,3:07.0,J. Crowder makes free throw 1 of 2,,23,39
190,2,3:07.0,M. Smart enters the game for G. Green,,23,39
191,2,3:07.0,,T. Daniels enters the game for T. Allen,23,39
192,2,3:07.0,J. Crowder makes free throw 2 of 2,,24,39
193,2,2:48.0,,M. Gasol misses 2-pt hook shot from 8 ft,24,39
194,2,2:45.0,Defensive rebound by A. Horford,,24,39
195,2,2:35.0,I. Thomas makes 2-pt jump shot from 17 ft (assist by A. Horford),,26,39
196,2,2:33.0,,Memphis full timeout,26,39
197,2,2:10.0,,M. Gasol misses 2-pt jump shot from 6 ft,26,39
198,2,2:08.0,Defensive rebound by I. Thomas,,26,39
199,2,2:03.0,Personal foul by M. Gasol (drawn by A. Bradley),,26,39
200,2,2:03.0,A. Bradley misses free throw 1 of 2,,26,39
201,2,2:03.0,Offensive rebound by Team,,26,39
202,2,2:03.0,A. Bradley makes free throw 2 of 2,,27,39
203,2,1:55.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),27,41
204,2,1:36.0,Turnover by A. Horford (lost ball; steal by J. Green),,27,41
205,2,1:33.0,,Turnover by J. Green (bad pass; steal by A. Bradley),27,41
206,2,1:27.0,I. Thomas misses 3-pt jump shot from 25 ft,,27,41
207,2,1:25.0,,Defensive rebound by J. Green,27,41
208,2,1:15.0,,M. Gasol misses 3-pt jump shot from 25 ft,27,41
209,2,1:14.0,Defensive rebound by I. Thomas,,27,41
210,2,1:08.0,I. Thomas misses 2-pt layup from 2 ft,,27,41
211,2,1:05.0,Offensive rebound by M. Smart,,27,41
212,2,1:05.0,M. Smart misses 2-pt layup from 1 ft,,27,41
213,2,1:02.0,,Defensive rebound by J. Green,27,41
214,2,1:01.0,,J. Ennis makes 2-pt dunk at rim (assist by J. Green),27,43
215,2,0:44.0,A. Horford makes 2-pt jump shot from 16 ft (assist by I. Thomas),,29,43
216,2,0:33.0,,Turnover by M. Conley (bad pass),29,43
217,2,0:28.0,I. Thomas makes 2-pt layup from 3 ft,,31,43
218,2,0:25.0,,Memphis full timeout,31,43
219,2,0:06.0,,M. Conley makes 2-pt jump shot from 17 ft,31,45
220,2,0:06.0,Boston full timeout,,31,45
221,2,0:06.0,,J. Martin enters the game for M. Gasol,31,45
222,2,0:06.0,,T. Allen enters the game for T. Daniels,31,45
223,2,0:06.0,T. Rozier enters the game for M. Smart,,31,45
224,2,0:00.0,T. Rozier misses 3-pt jump shot from 27 ft,,31,45
225,2,0:00.0,Offensive rebound by Team,,31,45
226,3,11:35.0,,J. Ennis makes 2-pt layup from 3 ft,31,47
227,3,11:35.0,,Shooting foul by A. Bradley (drawn by J. Ennis),31,47
228,3,11:35.0,,J. Ennis makes free throw 1 of 1,31,48
229,3,11:26.0,Shooting foul by J. Ennis (drawn by I. Thomas),,31,48
230,3,11:26.0,I. Thomas makes free throw 1 of 2,,32,48
231,3,11:26.0,I. Thomas makes free throw 2 of 2,,33,48
232,3,11:13.0,,M. Conley misses 3-pt jump shot from 24 ft,33,48
233,3,11:12.0,Defensive rebound by A. Horford,,33,48
234,3,11:02.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Bradley),,36,48
235,3,10:46.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),36,50
236,3,10:30.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by I. Thomas),,39,50
237,3,10:13.0,,Turnover by M. Gasol (bad pass; steal by I. Thomas),39,50
238,3,10:08.0,Personal take foul by T. Allen (drawn by A. Bradley),,39,50
239,3,10:02.0,I. Thomas makes 3-pt jump shot from 25 ft,,42,50
240,3,10:01.0,,Memphis full timeout,42,50
241,3,9:45.0,,Shooting foul by J. Crowder (drawn by M. Conley),42,50
242,3,9:45.0,,M. Conley misses free throw 1 of 2,42,50
243,3,9:45.0,,Offensive rebound by Team,42,50
244,3,9:45.0,,M. Conley makes free throw 2 of 2,42,51
245,3,9:23.0,I. Thomas misses 3-pt jump shot from 25 ft,,42,51
246,3,9:22.0,,Defensive rebound by J. Green,42,51
247,3,9:09.0,,Personal foul by A. Horford (drawn by M. Gasol),42,51
248,3,9:01.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),42,54
249,3,8:45.0,A. Horford misses 3-pt jump shot from 25 ft,,42,54
250,3,8:44.0,,Defensive rebound by T. Allen,42,54
251,3,8:27.0,,Shooting foul by A. Johnson (drawn by M. Gasol),42,54
252,3,8:27.0,,M. Gasol makes free throw 1 of 2,42,55
253,3,8:27.0,K. Olynyk enters the game for A. Johnson,,42,55
254,3,8:27.0,,M. Gasol makes free throw 2 of 2,42,56
255,3,8:10.0,A. Horford makes 2-pt layup from 2 ft,,44,56
256,3,8:10.0,Shooting foul by J. Green (drawn by A. Horford),,44,56
257,3,8:10.0,A. Horford misses free throw 1 of 1,,44,56
258,3,8:09.0,,Defensive rebound by T. Allen,44,56
259,3,7:56.0,,Turnover by M. Conley (bad pass; steal by I. Thomas),44,56
260,3,7:56.0,,Loose ball foul by M. Gasol (drawn by I. Thomas),44,56
261,3,7:43.0,Turnover by A. Horford (bad pass; steal by M. Conley),,44,56
262,3,7:39.0,,T. Allen misses 2-pt layup from 2 ft (block by I. Thomas),44,56
263,3,7:39.0,,Offensive rebound by Team,44,56
264,3,7:26.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by M. Conley),44,58
265,3,6:58.0,A. Horford misses 3-pt jump shot from 24 ft,,44,58
266,3,6:56.0,,Defensive rebound by M. Conley,44,58
267,3,6:43.0,,Turnover by M. Conley (lost ball; steal by K. Olynyk),44,58
268,3,6:39.0,Turnover by K. Olynyk (bad pass; steal by J. Green),,44,58
269,3,6:32.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),44,61
270,3,6:23.0,Personal foul by M. Conley (drawn by I. Thomas),,44,61
271,3,6:23.0,I. Thomas makes free throw 1 of 2,,45,61
272,3,6:23.0,,V. Carter enters the game for J. Ennis,45,61
273,3,6:23.0,I. Thomas makes free throw 2 of 2,,46,61
274,3,6:03.0,,J. Green misses 3-pt jump shot from 25 ft,46,61
275,3,6:02.0,Defensive rebound by J. Crowder,,46,61
276,3,5:50.0,J. Crowder misses 3-pt jump shot from 25 ft,,46,61
277,3,5:48.0,Offensive rebound by K. Olynyk,,46,61
278,3,5:48.0,K. Olynyk misses 2-pt layup from 2 ft,,46,61
279,3,5:46.0,,Defensive rebound by M. Gasol,46,61
280,3,5:42.0,,Turnover by V. Carter (bad pass; steal by K. Olynyk),46,61
281,3,5:38.0,Turnover by K. Olynyk (bad pass; steal by M. Conley),,46,61
282,3,5:33.0,,T. Allen makes 2-pt dunk from 1 ft (assist by V. Carter),46,63
283,3,5:33.0,Boston full timeout,,46,63
284,3,5:33.0,,A. Harrison enters the game for M. Conley,46,63
285,3,5:20.0,Personal foul by A. Harrison (drawn by I. Thomas),,46,63
286,3,5:20.0,I. Thomas makes free throw 1 of 2,,47,63
287,3,5:20.0,I. Thomas makes free throw 2 of 2,,48,63
288,3,5:02.0,,M. Gasol misses 2-pt jump shot from 23 ft,48,63
289,3,5:00.0,Defensive rebound by I. Thomas,,48,63
290,3,4:52.0,A. Horford makes 2-pt jump shot from 14 ft (assist by J. Crowder),,50,63
291,3,4:24.0,,A. Harrison misses 3-pt jump shot from 26 ft,50,63
292,3,4:23.0,Defensive rebound by A. Bradley,,50,63
293,3,4:15.0,A. Bradley makes 3-pt jump shot from 25 ft,,53,63
294,3,4:08.0,,Memphis full timeout,53,63
295,3,4:08.0,,Z. Randolph enters the game for M. Gasol,53,63
296,3,4:08.0,,T. Daniels enters the game for T. Allen,53,63
297,3,4:08.0,M. Smart enters the game for I. Thomas,,53,63
298,3,3:49.0,,Z. Randolph misses 3-pt jump shot from 28 ft,53,63
299,3,3:47.0,Defensive rebound by J. Crowder,,53,63
300,3,3:32.0,A. Horford makes 3-pt jump shot from 25 ft (assist by A. Bradley),,56,63
301,3,3:07.0,,Shooting foul by M. Smart (drawn by J. Green),56,63
302,3,3:07.0,,J. Green misses free throw 1 of 2,56,63
303,3,3:07.0,,Offensive rebound by Team,56,63
304,3,3:07.0,,J. Green makes free throw 2 of 2,56,64
305,3,2:48.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by A. Horford),,58,64
306,3,2:25.0,,V. Carter misses 3-pt jump shot from 26 ft,58,64
307,3,2:24.0,Defensive rebound by A. Horford,,58,64
308,3,2:09.0,K. Olynyk misses 3-pt jump shot from 23 ft,,58,64
309,3,2:05.0,Offensive rebound by A. Horford,,58,64
310,3,1:59.0,Shooting foul by J. Green (drawn by K. Olynyk),,58,64
311,3,1:59.0,K. Olynyk makes free throw 1 of 2,,59,64
312,3,1:59.0,A. Johnson enters the game for A. Horford,,59,64
313,3,1:59.0,,J. Martin enters the game for J. Green,59,64
314,3,1:59.0,K. Olynyk makes free throw 2 of 2,,60,64
315,3,1:44.0,,Shooting foul by M. Smart (drawn by A. Harrison),60,64
316,3,1:44.0,,A. Harrison makes free throw 1 of 2,60,65
317,3,1:44.0,,A. Harrison makes free throw 2 of 2,60,66
318,3,1:35.0,Shooting foul by V. Carter (drawn by J. Crowder),,60,66
319,3,1:35.0,J. Crowder makes free throw 1 of 2,,61,66
320,3,1:35.0,T. Rozier enters the game for A. Bradley,,61,66
321,3,1:35.0,J. Crowder makes free throw 2 of 2,,62,66
322,3,1:18.0,,Z. Randolph makes 2-pt hook shot from 5 ft,62,68
323,3,1:05.0,Turnover by M. Smart (bad pass; steal by T. Daniels),,62,68
324,3,0:56.0,,Z. Randolph misses 2-pt jump shot from 14 ft,62,68
325,3,0:56.0,Defensive rebound by M. Smart,,62,68
326,3,0:49.0,T. Rozier misses 2-pt jump shot from 13 ft,,62,68
327,3,0:45.0,,Defensive rebound by J. Martin,62,68
328,3,0:35.0,,J. Martin misses 2-pt jump shot from 20 ft,62,68
329,3,0:34.0,Defensive rebound by T. Rozier,,62,68
330,3,0:26.0,T. Rozier misses 2-pt jump shot from 5 ft,,62,68
331,3,0:23.0,,Defensive rebound by J. Martin,62,68
332,3,0:12.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by A. Harrison),62,71
333,3,0:01.0,J. Crowder misses 3-pt jump shot from 23 ft,,62,71
334,3,0:00.0,,Defensive rebound by V. Carter,62,71
335,4,11:46.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by M. Smart),,65,71
336,4,11:26.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by A. Harrison),65,74
337,4,11:08.0,I. Thomas misses 2-pt jump shot from 6 ft (block by Z. Randolph),,65,74
338,4,11:08.0,,Defensive rebound by Team,65,74
339,4,10:53.0,,T. Daniels misses 3-pt jump shot from 26 ft,65,74
340,4,10:53.0,Defensive rebound by Team,,65,74
341,4,10:42.0,Shooting foul by A. Harrison (drawn by I. Thomas),,65,74
342,4,10:42.0,I. Thomas makes free throw 1 of 3,,66,74
343,4,10:42.0,I. Thomas makes free throw 2 of 3,,67,74
344,4,10:42.0,I. Thomas makes free throw 3 of 3,,68,74
345,4,10:22.0,,V. Carter misses 3-pt jump shot from 25 ft,68,74
346,4,10:21.0,,Offensive rebound by J. Martin,68,74
347,4,10:18.0,,J. Martin makes 2-pt layup from 1 ft,68,76
348,4,10:03.0,I. Thomas makes 3-pt jump shot from 25 ft,,71,76
349,4,9:37.0,,Z. Randolph misses 2-pt jump shot from 20 ft,71,76
350,4,9:37.0,Defensive rebound by Team,,71,76
351,4,9:37.0,,Loose ball foul by J. Martin (drawn by J. Jerebko),71,76
352,4,9:37.0,,T. Allen enters the game for V. Carter,71,76
353,4,9:28.0,Personal foul by J. Martin (drawn by A. Johnson),,71,76
354,4,9:20.0,A. Johnson makes 2-pt layup from 3 ft (assist by I. Thomas),,73,76
355,4,9:13.0,,Memphis full timeout,73,76
356,4,9:13.0,,M. Conley enters the game for A. Harrison,73,76
357,4,9:13.0,,M. Gasol enters the game for Z. Randolph,73,76
358,4,8:56.0,,T. Daniels makes 2-pt jump shot from 23 ft,73,78
359,4,8:46.0,Turnover by I. Thomas (lost ball; steal by M. Gasol),,73,78
360,4,8:42.0,,Turnover by T. Daniels (lost ball; steal by M. Smart),73,78
361,4,8:37.0,J. Brown makes 2-pt layup from 2 ft,,75,78
362,4,8:22.0,,M. Conley misses 2-pt jump shot from 17 ft,75,78
363,4,8:20.0,,Offensive rebound by J. Martin,75,78
364,4,8:20.0,,Turnover by J. Martin (bad pass),75,78
365,4,8:20.0,Boston full timeout,,75,78
366,4,8:20.0,A. Horford enters the game for A. Johnson,,75,78
367,4,8:00.0,J. Brown misses 3-pt jump shot from 25 ft,,75,78
368,4,7:58.0,Offensive rebound by J. Jerebko,,75,78
369,4,7:52.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by M. Smart),,78,78
370,4,7:28.0,,M. Conley makes 2-pt jump shot from 18 ft (assist by M. Gasol),78,80
371,4,7:02.0,A. Horford misses 3-pt jump shot from 23 ft,,78,80
372,4,6:59.0,,Defensive rebound by T. Daniels,78,80
373,4,6:37.0,,M. Conley makes 3-pt jump shot from 28 ft (assist by M. Gasol),78,83
374,4,6:23.0,Personal foul by T. Daniels (drawn by M. Smart),,78,83
375,4,6:23.0,A. Bradley enters the game for M. Smart,,78,83
376,4,6:15.0,I. Thomas misses 2-pt jump shot from 5 ft,,78,83
377,4,6:13.0,,Defensive rebound by M. Gasol,78,83
378,4,6:05.0,,Shooting foul by J. Jerebko (drawn by M. Conley),78,83
379,4,6:05.0,,M. Conley makes free throw 1 of 2,78,84
380,4,6:05.0,Violation by J. Crowder (lane),,78,84
381,4,6:05.0,J. Crowder enters the game for J. Brown,,78,84
382,4,6:05.0,M. Smart enters the game for I. Thomas,,78,84
383,4,6:05.0,,M. Conley makes free throw 2 of 2,78,85
384,4,6:00.0,Boston full timeout,,78,85
385,4,6:00.0,K. Olynyk enters the game for J. Jerebko,,78,85
386,4,6:00.0,,J. Green enters the game for J. Martin,78,85
387,4,5:51.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Smart),,81,85
388,4,5:26.0,,M. Gasol misses 2-pt jump shot from 21 ft,81,85
389,4,5:24.0,Defensive rebound by J. Crowder,,81,85
390,4,5:12.0,J. Crowder misses 2-pt jump shot from 19 ft,,81,85
391,4,5:11.0,,Defensive rebound by M. Conley,81,85
