,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
35,1,7:20.0,M. Chriss misses 3-pt jump shot from 24 ft,,3,20
36,1,7:20.0,Offensive rebound by D. Booker,,3,20
37,1,7:13.0,Turnover by D. Booker (bad pass),,3,20
38,1,7:03.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),3,22
39,1,7:00.0,Phoenix full timeout,,3,22
40,1,6:45.0,A. Len makes 2-pt hook shot from 5 ft,,5,22
41,1,6:32.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),5,24
42,1,6:19.0,A. Len makes 2-pt jump shot from 17 ft (assist by T. Warren),,7,24
43,1,5:58.0,,N. Batum misses 2-pt jump shot from 16 ft,7,24
44,1,5:55.0,Defensive rebound by Team,,7,24
45,1,5:55.0,,F. Kaminsky enters the game for M. Williams,7,24
46,1,5:43.0,Turnover by M. Chriss (bad pass; steal by C. Zeller),,7,24
47,1,5:34.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),7,26
48,1,5:34.0,,Shooting foul by D. Booker (drawn by C. Zeller),7,26
49,1,5:34.0,J. Dudley enters the game for M. Chriss,,7,26
50,1,5:34.0,,M. Belinelli enters the game for N. Batum,7,26
51,1,5:34.0,,C. Zeller makes free throw 1 of 1,7,27
52,1,5:15.0,Turnover by J. Dudley (bad pass; steal by C. Zeller),,7,27
53,1,5:05.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by C. Zeller),7,30
54,1,4:56.0,T. Ulis misses 2-pt jump shot from 20 ft,,7,30
55,1,4:55.0,,Defensive rebound by F. Kaminsky,7,30
56,1,4:39.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,7,30
57,1,4:38.0,Defensive rebound by A. Len,,7,30
58,1,4:23.0,J. Dudley misses 2-pt jump shot from 16 ft,,7,30
59,1,4:21.0,,Defensive rebound by M. Kidd-Gilchrist,7,30
60,1,4:17.0,,Personal foul by D. Booker (drawn by M. Kidd-Gilchrist),7,30
61,1,4:17.0,D. Jones enters the game for T. Ulis,,7,30
62,1,4:05.0,,M. Belinelli misses 2-pt jump shot from 21 ft,7,30
63,1,4:04.0,Defensive rebound by T. Warren,,7,30
64,1,3:54.0,A. Len makes 2-pt layup from 1 ft (assist by T. Warren),,9,30
65,1,3:34.0,,M. Belinelli makes 2-pt jump shot from 12 ft,9,32
66,1,3:15.0,D. Jones misses 2-pt layup from 2 ft (block by K. Walker),,9,32
67,1,3:14.0,Offensive rebound by D. Jones,,9,32
68,1,3:11.0,D. Booker misses 3-pt jump shot from 24 ft,,9,32
69,1,3:10.0,,Defensive rebound by K. Walker,9,32
70,1,2:51.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,9,32
71,1,2:50.0,Defensive rebound by T. Warren,,9,32
72,1,2:40.0,A. Len misses 2-pt jump shot from 18 ft,,9,32
73,1,2:39.0,,Defensive rebound by F. Kaminsky,9,32
74,1,2:26.0,,K. Walker misses 3-pt jump shot from 25 ft,9,32
75,1,2:25.0,Defensive rebound by T. Warren,,9,32
76,1,2:18.0,Shooting foul by C. Zeller (drawn by T. Warren),,9,32
77,1,2:18.0,,Charlotte full timeout,9,32
78,1,2:18.0,T. Warren makes free throw 1 of 2,,10,32
79,1,2:18.0,A. Williams enters the game for A. Len,,9,32
80,1,2:18.0,,B. Weber enters the game for C. Zeller,9,32
81,1,2:18.0,,M. Williams enters the game for K. Walker,9,32
82,1,2:18.0,T. Warren makes free throw 2 of 2,,11,32
83,1,1:58.0,,M. Belinelli makes 2-pt jump shot from 23 ft (assist by M. Williams),11,34
84,1,1:42.0,D. Booker makes 3-pt jump shot from 25 ft (assist by J. Dudley),,14,34
85,1,1:24.0,,M. Williams misses 3-pt jump shot from 23 ft,14,34
86,1,1:23.0,Defensive rebound by D. Jones,,14,34
87,1,1:14.0,D. Jones makes 2-pt layup from 2 ft (assist by J. Dudley),,16,34
88,1,0:58.0,,Shooting foul by A. Williams (drawn by F. Kaminsky),16,34
89,1,0:58.0,,F. Kaminsky makes free throw 1 of 2,16,35
90,1,0:58.0,,F. Kaminsky makes free throw 2 of 2,16,36
91,1,0:43.0,D. Booker misses 2-pt layup from 2 ft,,16,36
92,1,0:41.0,,Defensive rebound by M. Belinelli,16,36
93,1,0:34.0,,B. Weber misses 2-pt jump shot from 16 ft,16,36
94,1,0:33.0,,Offensive rebound by M. Kidd-Gilchrist,16,36
95,1,0:33.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,16,38
96,1,0:25.0,Turnover by D. Jones (lost ball; steal by B. Weber),,16,38
97,1,0:07.0,,Turnover by F. Kaminsky (bad pass; steal by T. Warren),16,38
98,1,0:04.0,T. Warren makes 2-pt layup from 2 ft,,18,38
99,1,0:00.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,18,38
100,1,0:00.0,,Offensive rebound by Team,18,38
101,2,11:42.0,A. Williams makes 2-pt hook shot from 6 ft (assist by J. Dudley),,20,38
102,2,11:23.0,,M. Belinelli misses 2-pt jump shot from 22 ft,20,38
103,2,11:22.0,Defensive rebound by A. Williams,,20,38
104,2,11:13.0,T. Ulis makes 2-pt jump shot from 11 ft,,22,38
105,2,10:47.0,,F. Kaminsky misses 2-pt layup from 1 ft,22,38
106,2,10:45.0,,Offensive rebound by B. Weber,22,38
107,2,10:41.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by B. Weber),22,41
108,2,10:21.0,J. Dudley makes 2-pt layup from 1 ft,,24,41
109,2,9:56.0,,J. Lamb misses 2-pt jump shot from 18 ft,24,41
110,2,9:54.0,,Offensive rebound by F. Kaminsky,24,41
111,2,9:50.0,,J. Lamb misses 3-pt jump shot from 24 ft,24,41
112,2,9:49.0,Defensive rebound by A. Williams,,24,41
113,2,9:37.0,Shooting foul by B. Weber (drawn by J. Dudley),,24,41
114,2,9:37.0,J. Dudley makes free throw 1 of 2,,25,41
115,2,9:37.0,M. Chriss enters the game for J. Eddie,,25,41
116,2,9:37.0,J. Dudley makes free throw 2 of 2,,26,41
117,2,9:15.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Williams),26,44
118,2,9:05.0,A. Williams makes 2-pt layup from 1 ft (assist by T. Ulis),,28,44
119,2,9:05.0,,Charlotte full timeout,28,44
120,2,8:42.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,28,44
121,2,8:41.0,Defensive rebound by A. Williams,,28,44
122,2,8:28.0,M. Chriss makes 2-pt dunk at rim (assist by A. Williams),,30,44
123,2,8:13.0,,B. Weber misses 2-pt layup from 1 ft (block by A. Williams),30,44
124,2,8:12.0,Defensive rebound by T. Ulis,,30,44
125,2,7:59.0,Shooting foul by M. Williams (drawn by M. Chriss),,30,44
126,2,7:59.0,M. Chriss makes free throw 1 of 2,,31,44
127,2,7:59.0,,N. Batum enters the game for M. Belinelli,31,44
128,2,7:59.0,,K. Walker enters the game for B. Weber,31,44
129,2,7:59.0,M. Chriss makes free throw 2 of 2,,32,44
130,2,7:37.0,,N. Batum misses 2-pt jump shot from 19 ft,32,44
131,2,7:36.0,,Offensive rebound by M. Williams,32,44
132,2,7:31.0,,N. Batum misses 3-pt jump shot from 23 ft,32,44
133,2,7:30.0,Defensive rebound by T. Ulis,,32,44
134,2,7:19.0,A. Williams makes 2-pt layup from 1 ft (assist by J. Dudley),,34,44
135,2,7:07.0,,C. Zeller enters the game for M. Williams,34,44
136,2,6:59.0,,J. Lamb misses 3-pt jump shot from 25 ft,34,44
137,2,6:57.0,,Offensive rebound by C. Zeller,34,44
138,2,6:53.0,,F. Kaminsky misses 2-pt layup from 1 ft,34,44
139,2,6:52.0,,Offensive rebound by F. Kaminsky,34,44
140,2,6:43.0,,K. Walker makes 2-pt jump shot from 19 ft,34,46
141,2,6:29.0,A. Williams misses 2-pt hook shot from 7 ft,,34,46
142,2,6:26.0,,Defensive rebound by J. Lamb,34,46
143,2,6:17.0,,J. Lamb makes 2-pt dunk at rim,34,48
144,2,6:15.0,Phoenix full timeout,,34,48
145,2,6:15.0,,M. Kidd-Gilchrist enters the game for J. Lamb,34,48
146,2,6:15.0,D. Booker enters the game for D. Jones,,34,48
147,2,6:05.0,Turnover by J. Dudley (bad pass),,34,48
148,2,5:50.0,,Turnover by N. Batum (bad pass; steal by A. Williams),34,48
149,2,5:43.0,T. Ulis misses 3-pt jump shot from 24 ft,,34,48
150,2,5:41.0,,Defensive rebound by N. Batum,34,48
151,2,5:34.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,34,48
152,2,5:31.0,Defensive rebound by A. Williams,,34,48
153,2,5:24.0,D. Booker makes 3-pt jump shot from 25 ft (assist by A. Williams),,37,48
154,2,5:10.0,,K. Walker makes 3-pt jump shot from 25 ft,37,51
155,2,4:54.0,M. Chriss makes 2-pt jump shot from 6 ft (assist by D. Booker),,39,51
156,2,4:33.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by N. Batum),39,54
157,2,4:04.0,T. Ulis misses 2-pt jump shot from 15 ft,,39,54
158,2,4:03.0,,Defensive rebound by M. Kidd-Gilchrist,39,54
159,2,3:58.0,,Personal foul by A. Williams (drawn by C. Zeller),39,54
160,2,3:58.0,,M. Williams enters the game for F. Kaminsky,39,54
161,2,3:43.0,,N. Batum misses 3-pt jump shot from 25 ft,39,54
162,2,3:42.0,Defensive rebound by A. Williams,,39,54
163,2,3:36.0,Turnover by J. Dudley (bad pass; steal by C. Zeller),,39,54
164,2,3:17.0,,M. Kidd-Gilchrist misses 2-pt dunk at rim,39,54
165,2,3:16.0,Defensive rebound by J. Dudley,,39,54
166,2,3:09.0,J. Dudley misses 3-pt jump shot from 24 ft,,39,54
167,2,3:08.0,,Defensive rebound by K. Walker,39,54
168,2,3:02.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),39,57
169,2,2:52.0,Personal foul by N. Batum (drawn by J. Dudley),,39,57
170,2,2:52.0,T. Warren enters the game for T. Ulis,,39,57
171,2,2:52.0,A. Len enters the game for J. Dudley,,39,57
172,2,2:52.0,D. Jones enters the game for A. Williams,,39,57
173,2,2:42.0,M. Chriss misses 3-pt jump shot from 25 ft,,39,57
174,2,2:41.0,,Defensive rebound by M. Williams,39,57
175,2,2:29.0,,Shooting foul by D. Jones (drawn by M. Williams),39,57
176,2,2:29.0,,M. Williams makes free throw 1 of 2,39,58
177,2,2:29.0,,M. Williams makes free throw 2 of 2,39,59
178,2,2:16.0,D. Booker makes 2-pt jump shot from 15 ft (assist by D. Jones),,41,59
179,2,1:52.0,,Turnover by N. Batum (bad pass; steal by T. Warren),41,59
180,2,1:49.0,Turnover by D. Booker (lost ball; steal by C. Zeller),,41,59
181,2,1:43.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),41,61
182,2,1:33.0,Shooting foul by M. Williams (drawn by D. Booker),,41,61
183,2,1:33.0,D. Booker makes free throw 1 of 2,,42,61
184,2,1:33.0,,F. Kaminsky enters the game for M. Williams,42,61
185,2,1:33.0,D. Booker makes free throw 2 of 2,,43,61
186,2,1:20.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),43,64
187,2,1:11.0,Shooting foul by C. Zeller (drawn by A. Len),,43,64
188,2,1:11.0,A. Len makes free throw 1 of 2,,44,64
189,2,1:11.0,A. Len makes free throw 2 of 2,,45,64
190,2,1:00.0,,K. Walker misses 3-pt jump shot from 25 ft,45,64
191,2,0:59.0,Defensive rebound by D. Booker,,45,64
192,2,0:53.0,D. Booker misses 2-pt jump shot from 13 ft,,45,64
193,2,0:50.0,Offensive rebound by T. Warren,,45,64
194,2,0:50.0,T. Warren misses 2-pt layup from 1 ft,,45,64
195,2,0:48.0,,Defensive rebound by N. Batum,45,64
196,2,0:41.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),45,66
197,2,0:33.0,A. Len misses 2-pt jump shot from 17 ft,,45,66
198,2,0:30.0,,Defensive rebound by C. Zeller,45,66
199,2,0:10.0,,C. Zeller misses 2-pt layup from 1 ft (block by A. Len),45,66
200,2,0:08.0,Defensive rebound by D. Booker,,45,66
201,2,0:04.0,T. Warren makes 2-pt jump shot from 16 ft (assist by D. Booker),,47,66
202,2,0:01.0,,K. Walker makes 3-pt jump shot from 25 ft,47,69
203,3,11:48.0,T. Ulis misses 2-pt jump shot from 7 ft,,47,69
204,3,11:47.0,,Defensive rebound by C. Zeller,47,69
205,3,11:34.0,,Shooting foul by D. Booker (drawn by C. Zeller),47,69
206,3,11:34.0,,C. Zeller misses free throw 1 of 2,47,69
207,3,11:34.0,,Offensive rebound by Team,47,69
208,3,11:34.0,,C. Zeller makes free throw 2 of 2,47,70
209,3,11:21.0,,Violation by M. Williams (kicked ball),47,70
210,3,11:16.0,D. Booker misses 2-pt jump shot from 20 ft,,47,70
211,3,11:15.0,,Defensive rebound by C. Zeller,47,70
212,3,11:06.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 10 ft (assist by K. Walker),47,72
213,3,10:51.0,M. Chriss misses 2-pt jump shot from 11 ft,,47,72
214,3,10:50.0,,Defensive rebound by M. Kidd-Gilchrist,47,72
215,3,10:39.0,,Turnover by M. Williams (bad pass),47,72
216,3,10:25.0,T. Warren makes 2-pt jump shot from 7 ft (assist by T. Ulis),,49,72
217,3,10:08.0,,K. Walker makes 2-pt jump shot from 19 ft,49,74
218,3,9:52.0,M. Chriss makes 2-pt layup from 1 ft (assist by D. Booker),,51,74
219,3,9:39.0,,N. Batum misses 2-pt jump shot from 16 ft,51,74
220,3,9:37.0,Defensive rebound by T. Ulis,,51,74
221,3,9:31.0,T. Ulis makes 2-pt jump shot from 17 ft (assist by D. Booker),,53,74
222,3,9:14.0,,K. Walker misses 3-pt jump shot from 23 ft,53,74
223,3,9:14.0,Defensive rebound by Team,,53,74
224,3,8:55.0,T. Warren misses 2-pt jump shot from 3 ft,,53,74
225,3,8:54.0,Offensive rebound by T. Warren,,53,74
226,3,8:54.0,T. Warren makes 2-pt layup from 1 ft,,55,74
227,3,8:54.0,Shooting foul by C. Zeller (drawn by T. Warren),,55,74
228,3,8:54.0,T. Warren makes free throw 1 of 1,,56,74
229,3,8:39.0,,N. Batum misses 3-pt jump shot from 25 ft,56,74
230,3,8:38.0,Defensive rebound by M. Chriss,,56,74
231,3,8:34.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Booker),,56,74
232,3,8:34.0,D. Booker makes free throw 1 of 2,,57,74
233,3,8:34.0,D. Booker makes free throw 2 of 2,,58,74
234,3,8:09.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,58,74
235,3,8:08.0,Defensive rebound by A. Len,,58,74
236,3,8:01.0,D. Booker misses 2-pt jump shot from 22 ft,,58,74
237,3,8:00.0,,Defensive rebound by C. Zeller,58,74
238,3,7:47.0,,K. Walker misses 2-pt layup from 1 ft,58,74
239,3,7:46.0,Defensive rebound by T. Warren,,58,74
240,3,7:37.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by T. Ulis),,61,74
241,3,7:37.0,,Charlotte full timeout,61,74
242,3,7:32.0,,Personal foul by M. Chriss (drawn by K. Walker),61,74
243,3,7:06.0,,C. Zeller misses 2-pt jump shot from 18 ft,61,74
244,3,7:05.0,Defensive rebound by T. Warren,,61,74
245,3,6:43.0,M. Chriss makes 2-pt jump shot from 21 ft (assist by D. Booker),,63,74
246,3,6:24.0,,N. Batum makes 2-pt jump shot from 6 ft,63,76
247,3,6:21.0,D. Booker makes 2-pt jump shot from 3 ft,,65,76
248,3,6:21.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Booker),,65,76
249,3,6:21.0,,F. Kaminsky enters the game for M. Williams,65,76
250,3,6:21.0,D. Booker makes free throw 1 of 1,,66,76
251,3,6:12.0,,Shooting foul by T. Warren (drawn by N. Batum),66,76
252,3,6:12.0,,N. Batum makes free throw 1 of 2,66,77
253,3,6:12.0,,N. Batum misses free throw 2 of 2,66,77
254,3,6:11.0,Defensive rebound by M. Chriss,,66,77
255,3,5:59.0,D. Booker misses 3-pt jump shot from 24 ft,,66,77
256,3,5:58.0,Offensive rebound by T. Warren,,66,77
257,3,5:55.0,T. Warren misses 2-pt jump shot from 11 ft,,66,77
258,3,5:54.0,,Defensive rebound by F. Kaminsky,66,77
259,3,5:42.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),66,79
260,3,5:22.0,T. Ulis makes 2-pt jump shot from 12 ft,,68,79
261,3,5:03.0,,N. Batum misses 2-pt layup from 1 ft,68,79
262,3,5:02.0,Defensive rebound by A. Len,,68,79
263,3,4:55.0,T. Warren misses 2-pt jump shot from 6 ft,,68,79
264,3,4:52.0,Offensive rebound by T. Warren,,68,79
265,3,4:52.0,T. Warren makes 2-pt jump shot from 7 ft,,70,79
266,3,4:39.0,,Personal foul by T. Warren,70,79
267,3,4:39.0,,M. Belinelli enters the game for N. Batum,70,79
268,3,4:28.0,,Shooting foul by A. Len (drawn by K. Walker),70,79
269,3,4:28.0,,K. Walker makes free throw 1 of 2,70,80
270,3,4:28.0,,K. Walker makes free throw 2 of 2,70,81
271,3,4:07.0,M. Chriss misses 3-pt jump shot from 24 ft,,70,81
272,3,4:06.0,,Defensive rebound by F. Kaminsky,70,81
273,3,3:44.0,,F. Kaminsky makes 2-pt jump shot from 20 ft (assist by M. Kidd-Gilchrist),70,83
274,3,3:27.0,T. Ulis makes 2-pt layup from 1 ft,,72,83
275,3,3:12.0,,K. Walker makes 2-pt jump shot from 17 ft,72,85
276,3,2:56.0,T. Warren makes 2-pt dunk at rim (assist by T. Ulis),,74,85
277,3,2:56.0,,Charlotte full timeout,74,85
278,3,2:56.0,Phoenix full timeout,,74,85
279,3,2:56.0,A. Williams enters the game for A. Len,,74,85
280,3,2:56.0,,M. Williams enters the game for C. Zeller,74,85
281,3,2:39.0,,Personal foul by A. Williams (drawn by M. Belinelli),74,85
282,3,2:39.0,,M. Belinelli makes free throw 1 of 2,74,86
283,3,2:39.0,,M. Belinelli makes free throw 2 of 2,74,87
284,3,2:22.0,M. Chriss misses 3-pt jump shot from 25 ft,,74,87
285,3,2:21.0,,Defensive rebound by F. Kaminsky,74,87
286,3,2:07.0,,K. Walker misses 2-pt jump shot from 12 ft,74,87
287,3,2:05.0,Defensive rebound by D. Booker,,74,87
288,3,2:00.0,M. Chriss misses 2-pt dunk at rim,,74,87
289,3,1:59.0,,Defensive rebound by M. Belinelli,74,87
290,3,1:51.0,,F. Kaminsky misses 2-pt layup from 2 ft,74,87
291,3,1:50.0,,Offensive rebound by M. Kidd-Gilchrist,74,87
292,3,1:50.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,74,89
293,3,1:35.0,D. Booker makes 2-pt jump shot from 15 ft,,76,89
294,3,1:25.0,,Personal foul by T. Ulis (drawn by K. Walker),76,89
295,3,1:25.0,,K. Walker makes free throw 1 of 2,76,90
296,3,1:25.0,J. Dudley enters the game for M. Chriss,,76,90
297,3,1:25.0,,K. Walker makes free throw 2 of 2,76,91
298,3,1:13.0,D. Booker misses 3-pt jump shot from 26 ft,,76,91
299,3,1:12.0,,Defensive rebound by M. Williams,76,91
300,3,1:00.0,,Personal foul by J. Dudley (drawn by M. Williams),76,91
301,3,1:00.0,,M. Williams makes free throw 1 of 2,76,92
302,3,1:00.0,,M. Williams makes free throw 2 of 2,76,93
303,3,0:43.0,D. Booker makes 2-pt jump shot from 18 ft,,78,93
304,3,0:32.0,,K. Walker makes 3-pt jump shot from 26 ft,78,96
305,3,0:11.0,Shooting foul by F. Kaminsky (drawn by D. Booker),,78,96
306,3,0:11.0,D. Booker makes free throw 1 of 2,,79,96
307,3,0:11.0,D. Jones enters the game for T. Ulis,,79,96
308,3,0:11.0,D. Booker makes free throw 2 of 2,,80,96
309,3,0:00.0,,K. Walker makes 2-pt jump shot from 16 ft,80,98
310,4,11:34.0,,F. Kaminsky misses 2-pt jump shot from 18 ft,80,98
311,4,11:33.0,Defensive rebound by A. Williams,,80,98
312,4,11:19.0,T. Warren misses 2-pt jump shot from 13 ft,,80,98
313,4,11:18.0,,Defensive rebound by J. Lamb,80,98
314,4,11:10.0,,M. Belinelli misses 3-pt jump shot from 24 ft,80,98
315,4,11:10.0,Defensive rebound by Team,,80,98
316,4,10:47.0,J. Dudley makes 2-pt jump shot from 20 ft (assist by T. Ulis),,82,98
317,4,10:31.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by F. Kaminsky),82,100
318,4,10:14.0,T. Ulis misses 3-pt jump shot from 25 ft,,82,100
319,4,10:12.0,Offensive rebound by A. Williams,,82,100
320,4,10:12.0,A. Williams makes 2-pt layup from 1 ft,,84,100
321,4,9:40.0,,M. Williams misses 2-pt jump shot from 16 ft,84,100
322,4,9:38.0,Defensive rebound by T. Ulis,,84,100
323,4,9:21.0,Shooting foul by F. Kaminsky (drawn by A. Williams),,84,100
324,4,9:21.0,A. Williams makes free throw 1 of 2,,85,100
325,4,9:21.0,A. Williams misses free throw 2 of 2,,85,100
326,4,9:17.0,,Defensive rebound by M. Williams,85,100
327,4,9:04.0,,J. Lamb misses 2-pt layup from 1 ft,85,100
328,4,9:03.0,Defensive rebound by A. Williams,,85,100
329,4,8:58.0,T. Warren makes 2-pt jump shot from 10 ft,,87,100
330,4,8:42.0,,J. Lamb misses 2-pt layup from 2 ft,87,100
331,4,8:41.0,Defensive rebound by A. Williams,,87,100
332,4,8:35.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by T. Ulis),,90,100
333,4,8:35.0,,Charlotte full timeout,90,100
334,4,8:35.0,,K. Walker enters the game for B. Weber,90,100
335,4,8:35.0,,N. Batum enters the game for J. Lamb,90,100
336,4,8:10.0,,M. Belinelli misses 2-pt jump shot from 16 ft,90,100
337,4,8:10.0,,Offensive rebound by Team,90,100
338,4,8:01.0,,N. Batum misses 3-pt jump shot from 23 ft,90,100
339,4,8:00.0,Defensive rebound by A. Williams,,90,100
340,4,7:42.0,T. Warren misses 2-pt jump shot from 16 ft,,90,100
341,4,7:41.0,,Defensive rebound by N. Batum,90,100
342,4,7:30.0,,Turnover by N. Batum (bad pass; steal by T. Warren),90,100
343,4,7:24.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Dudley),,92,100
344,4,6:56.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),92,103
345,4,6:39.0,A. Williams makes 2-pt layup from 1 ft (assist by T. Ulis),,94,103
346,4,6:23.0,,K. Walker misses 3-pt jump shot from 25 ft,94,103
347,4,6:22.0,Defensive rebound by J. Dudley,,94,103
348,4,6:06.0,T. Ulis misses 2-pt jump shot from 16 ft,,94,103
349,4,6:06.0,,Defensive rebound by Team,94,103
350,4,6:06.0,,C. Zeller enters the game for M. Williams,94,103
351,4,5:52.0,,Turnover by C. Zeller (bad pass; steal by T. Warren),94,103
352,4,5:51.0,Personal foul by F. Kaminsky,,94,103
353,4,5:51.0,Official timeout,,94,103
354,4,5:40.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by T. Ulis),,97,103
355,4,5:24.0,,K. Walker makes 2-pt jump shot from 23 ft (assist by N. Batum),97,105
356,4,5:13.0,T. Ulis makes 2-pt jump shot from 12 ft,,99,105
357,4,4:50.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,99,105
358,4,4:50.0,Defensive rebound by Team,,99,105
359,4,4:50.0,D. Booker enters the game for D. Jones,,99,105
360,4,4:50.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,99,105
361,4,4:40.0,T. Ulis misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,99,105
362,4,4:40.0,Offensive rebound by Team,,99,105
363,4,4:40.0,,M. Williams enters the game for F. Kaminsky,99,105
364,4,4:36.0,T. Warren makes 2-pt layup from 1 ft (assist by T. Ulis),,101,105
365,4,4:18.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Zeller),101,108
366,4,3:57.0,T. Ulis misses 2-pt jump shot from 12 ft,,101,108
367,4,3:56.0,,Defensive rebound by N. Batum,101,108
368,4,3:48.0,,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),101,110
369,4,3:48.0,Phoenix full timeout,,101,110
370,4,3:48.0,M. Chriss enters the game for J. Dudley,,101,110
371,4,3:43.0,Offensive foul by A. Williams (drawn by K. Walker),,101,110
372,4,3:43.0,Turnover by A. Williams (offensive foul),,101,110
373,4,3:28.0,,K. Walker misses 2-pt jump shot from 16 ft,101,110
374,4,3:27.0,,Offensive rebound by C. Zeller,101,110
375,4,3:13.0,,N. Batum makes 2-pt jump shot from 11 ft,101,112
376,4,2:58.0,D. Booker misses 2-pt jump shot from 22 ft,,101,112
377,4,2:57.0,,Defensive rebound by K. Walker,101,112
378,4,2:52.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),101,114
379,4,2:52.0,Phoenix full timeout,,101,114
380,4,2:35.0,Turnover by M. Chriss (lost ball; steal by M. Kidd-Gilchrist),,101,114
