,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
384,4,7:46.0,Defensive rebound by E. Davis,,94,93
385,4,7:39.0,E. Turner makes 2-pt jump shot from 17 ft,,96,93
386,4,7:15.0,,D. Valentine misses 3-pt jump shot from 24 ft,96,93
387,4,7:15.0,Defensive rebound by Team,,96,93
388,4,7:15.0,D. Lillard enters the game for C. McCollum,,96,93
389,4,7:15.0,,J. Butler enters the game for D. Valentine,96,93
390,4,7:00.0,E. Turner makes 2-pt jump shot from 12 ft,,98,93
391,4,6:59.0,,Chicago full timeout,98,93
392,4,6:59.0,,R. Lopez enters the game for T. Gibson,98,93
393,4,6:59.0,,J. Grant enters the game for D. Wade,98,93
394,4,6:46.0,,J. Butler misses 2-pt jump shot from 9 ft (block by E. Davis),98,93
395,4,6:46.0,Defensive rebound by Team,,98,93
396,4,6:27.0,E. Turner makes 2-pt jump shot from 6 ft,,100,93
397,4,6:05.0,,Turnover by J. Butler (lost ball; steal by D. Lillard),100,93
398,4,5:55.0,D. Lillard makes 3-pt jump shot from 27 ft,,103,93
399,4,5:55.0,,Chicago full timeout,103,93
400,4,5:42.0,,I. Canaan misses 2-pt layup from 3 ft (block by E. Davis),103,93
401,4,5:42.0,Defensive rebound by Team,,103,93
402,4,5:19.0,M. Harkless misses 2-pt layup from 2 ft (block by N. Mirotić),,103,93
403,4,5:17.0,,Defensive rebound by J. Grant,103,93
404,4,5:11.0,,I. Canaan makes 2-pt layup from 3 ft,103,95
405,4,4:47.0,A. Crabbe misses 2-pt jump shot from 6 ft,,103,95
406,4,4:46.0,,Defensive rebound by R. Lopez,103,95
407,4,4:30.0,,Personal foul by A. Crabbe (drawn by I. Canaan),103,95
408,4,4:30.0,,D. Wade enters the game for J. Grant,103,95
409,4,4:18.0,,D. Wade misses 2-pt jump shot from 5 ft,103,95
410,4,4:16.0,Defensive rebound by E. Davis,,103,95
411,4,4:07.0,D. Lillard misses 3-pt jump shot from 24 ft,,103,95
412,4,4:07.0,Offensive rebound by M. Harkless,,103,95
413,4,4:07.0,Shooting foul by I. Canaan (drawn by M. Harkless),,103,95
414,4,4:07.0,M. Harkless makes free throw 1 of 2,,104,95
415,4,4:07.0,M. Harkless misses free throw 2 of 2,,104,95
416,4,4:05.0,,Defensive rebound by J. Butler,104,95
417,4,3:47.0,,I. Canaan misses 2-pt jump shot from 8 ft,104,95
418,4,3:46.0,Defensive rebound by D. Lillard,,104,95
419,4,3:32.0,M. Harkless misses 3-pt jump shot from 23 ft,,104,95
420,4,3:30.0,,Defensive rebound by R. Lopez,104,95
421,4,3:23.0,,Shooting foul by E. Davis (drawn by J. Butler),104,95
422,4,3:23.0,,J. Butler makes free throw 1 of 2,104,96
423,4,3:23.0,,J. Butler makes free throw 2 of 2,104,97
424,4,3:10.0,D. Lillard makes 2-pt jump shot from 17 ft (assist by E. Turner),,106,97
425,4,2:51.0,,D. Wade makes 2-pt jump shot from 11 ft,106,99
426,4,2:50.0,Portland full timeout,,106,99
427,4,2:31.0,A. Crabbe misses 2-pt jump shot from 24 ft,,106,99
428,4,2:30.0,,Defensive rebound by D. Wade,106,99
429,4,2:24.0,,Shooting foul by E. Turner (drawn by D. Wade),106,99
430,4,2:24.0,,D. Wade makes free throw 1 of 2,106,100
431,4,2:24.0,,D. Wade makes free throw 2 of 2,106,101
432,4,2:08.0,D. Lillard makes 2-pt jump shot from 11 ft,,108,101
433,4,1:56.0,,Personal foul by A. Crabbe (drawn by J. Butler),108,101
434,4,1:56.0,,J. Butler makes free throw 1 of 2,108,102
435,4,1:56.0,,J. Butler makes free throw 2 of 2,108,103
436,4,1:37.0,D. Lillard misses 2-pt layup from 3 ft (block by D. Wade),,108,103
437,4,1:35.0,,Defensive rebound by N. Mirotić,108,103
438,4,1:14.0,,J. Butler misses 3-pt jump shot from 25 ft,108,103
439,4,1:11.0,Defensive rebound by D. Lillard,,108,103
440,4,1:11.0,Portland full timeout,,108,103
441,4,1:01.0,A. Crabbe misses 3-pt jump shot from 25 ft,,108,103
442,4,1:00.0,,Defensive rebound by N. Mirotić,108,103
443,4,0:45.0,,N. Mirotić misses 2-pt jump shot from 21 ft,108,103
444,4,0:44.0,Defensive rebound by M. Harkless,,108,103
445,4,0:38.0,Personal take foul by D. Wade (drawn by D. Lillard),,108,103
446,4,0:38.0,C. McCollum enters the game for E. Davis,,108,103
447,4,0:27.0,D. Lillard misses 3-pt jump shot from 26 ft,,108,103
448,4,0:27.0,,Defensive rebound by R. Lopez,108,103
449,4,0:27.0,,Chicago full timeout,108,103
450,4,0:20.0,,D. Wade misses 3-pt jump shot from 25 ft,108,103
451,4,0:20.0,,Offensive rebound by Team,108,103
452,4,0:20.0,Loose ball foul by M. Harkless (drawn by N. Mirotić),,108,103
453,4,0:20.0,,N. Mirotić makes free throw 1 of 2,108,104
454,4,0:20.0,,T. Gibson enters the game for R. Lopez,108,104
455,4,0:20.0,,N. Mirotić makes free throw 2 of 2,108,105
456,4,0:18.0,Personal foul by I. Canaan (drawn by D. Lillard),,108,105
457,4,0:18.0,D. Lillard makes free throw 1 of 2,,109,105
458,4,0:18.0,,R. Lopez enters the game for I. Canaan,109,105
459,4,0:18.0,,I. Canaan enters the game for T. Gibson,110,105
460,4,0:18.0,E. Davis enters the game for C. McCollum,,110,105
461,4,0:18.0,D. Lillard makes free throw 2 of 2,,110,105
462,4,0:18.0,,Chicago full timeout,110,105
463,4,0:13.0,,J. Butler misses 3-pt jump shot from 26 ft,110,105
464,4,0:12.0,,Offensive rebound by I. Canaan,110,105
465,4,0:08.0,,I. Canaan misses 3-pt jump shot from 24 ft,110,105
466,4,0:07.0,Defensive rebound by M. Harkless,,110,105
467,4,0:06.0,Turnover by M. Harkless (lost ball; steal by N. Mirotić),,110,105
468,4,0:06.0,,N. Mirotić makes 2-pt layup from 1 ft,110,107
469,4,0:04.0,Personal take foul by N. Mirotić (drawn by D. Lillard),,110,107
470,4,0:04.0,D. Lillard makes free throw 1 of 2,,111,107
471,4,0:04.0,D. Lillard makes free throw 2 of 2,,112,107
472,4,0:00.0,,J. Butler makes 3-pt jump shot from 27 ft,112,110
