,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
386,4,5:54.0,,Defensive rebound by J. Nelson,93,106
387,4,5:32.0,,N. Jokić misses 2-pt jump shot from 6 ft,93,106
388,4,5:32.0,,Offensive rebound by Team,93,106
389,4,5:32.0,Official timeout,,93,106
390,4,5:16.0,,Personal foul by A. Bradley (drawn by G. Harris),93,106
391,4,5:16.0,,G. Harris makes free throw 1 of 2,93,107
392,4,5:16.0,,G. Harris makes free throw 2 of 2,93,108
393,4,5:09.0,Personal foul by N. Jokić (drawn by I. Thomas),,93,108
394,4,5:09.0,I. Thomas makes free throw 1 of 2,,94,108
395,4,5:09.0,,D. Gallinari enters the game for W. Barton,94,108
396,4,5:09.0,M. Smart enters the game for J. Jerebko,,94,108
397,4,5:09.0,A. Horford enters the game for A. Johnson,,94,108
398,4,5:09.0,I. Thomas makes free throw 2 of 2,,95,108
399,4,4:59.0,,Turnover by N. Jokić (bad pass),95,108
400,4,4:49.0,A. Horford misses 3-pt jump shot from 26 ft,,95,108
401,4,4:47.0,,Defensive rebound by W. Chandler,95,108
402,4,4:31.0,,Turnover by D. Gallinari (bad pass; steal by A. Bradley),95,108
403,4,4:24.0,M. Smart misses 2-pt layup from 2 ft,,95,108
404,4,4:23.0,Offensive rebound by M. Smart,,95,108
405,4,4:17.0,A. Bradley misses 3-pt jump shot from 24 ft,,95,108
406,4,4:16.0,,Defensive rebound by W. Chandler,95,108
407,4,3:57.0,,Personal foul by M. Smart (drawn by W. Chandler),95,108
408,4,3:57.0,,W. Chandler makes free throw 1 of 2,95,109
409,4,3:57.0,,W. Chandler misses free throw 2 of 2,95,109
410,4,3:56.0,Defensive rebound by Team,,95,109
411,4,3:46.0,Offensive foul by M. Smart (drawn by G. Harris),,95,109
412,4,3:46.0,Turnover by M. Smart (offensive foul),,95,109
413,4,3:46.0,J. Brown enters the game for M. Smart,,95,109
414,4,3:36.0,,Turnover by G. Harris (lost ball),95,109
415,4,3:27.0,Turnover by I. Thomas (lost ball; steal by N. Jokić),,95,109
416,4,3:25.0,,Personal foul by I. Thomas (drawn by N. Jokić),95,109
417,4,3:25.0,,N. Jokić misses free throw 1 of 2,95,109
418,4,3:25.0,,Offensive rebound by Team,95,109
419,4,3:25.0,,N. Jokić makes free throw 2 of 2,95,110
420,4,3:00.0,J. Brown misses 3-pt jump shot from 24 ft,,95,110
421,4,2:58.0,,Defensive rebound by Team,95,110
422,4,2:58.0,Boston full timeout,,95,110
423,4,2:58.0,Technical foul by I. Thomas,,95,110
424,4,2:58.0,,D. Gallinari makes technical free throw,95,111
425,4,2:42.0,,J. Nelson makes 2-pt layup from 2 ft,95,113
426,4,2:28.0,Turnover by J. Brown (lost ball; steal by W. Chandler),,95,113
427,4,2:02.0,,D. Gallinari misses 2-pt jump shot from 22 ft,95,113
428,4,2:01.0,Defensive rebound by J. Crowder,,95,113
429,4,1:58.0,Personal block foul by D. Gallinari (drawn by J. Brown),,95,113
430,4,1:58.0,J. Brown misses free throw 1 of 2,,95,113
431,4,1:58.0,Offensive rebound by Team,,95,113
432,4,1:58.0,J. Mickey enters the game for J. Crowder,,95,113
433,4,1:58.0,T. Zeller enters the game for A. Horford,,95,113
434,4,1:58.0,T. Rozier enters the game for A. Bradley,,95,113
435,4,1:58.0,G. Green enters the game for I. Thomas,,95,113
436,4,1:58.0,J. Brown makes free throw 2 of 2,,96,113
437,4,1:42.0,,N. Jokić makes 2-pt jump shot from 12 ft,96,115
438,4,1:33.0,Shooting foul by W. Chandler (drawn by J. Mickey),,96,115
439,4,1:33.0,J. Mickey makes free throw 1 of 2,,97,115
440,4,1:33.0,J. Mickey misses free throw 2 of 2,,97,115
441,4,1:33.0,,J. Murray enters the game for J. Nelson,97,115
442,4,1:33.0,,R. Hibbert enters the game for N. Jokić,97,115
443,4,1:33.0,,J. Hernangómez enters the game for W. Chandler,97,115
444,4,1:24.0,,Defensive rebound by J. Hernangómez,97,115
445,4,1:12.0,,R. Hibbert misses 2-pt layup from 2 ft,97,115
446,4,1:06.0,,Offensive rebound by R. Hibbert,97,115
447,4,1:02.0,,R. Hibbert makes 2-pt layup from 2 ft,97,117
448,4,0:59.0,Turnover by J. Mickey (bad pass; steal by J. Hernangómez),,97,117
449,4,0:42.0,,J. Murray makes 2-pt jump shot from 20 ft,97,119
450,4,0:34.0,T. Zeller makes 2-pt hook shot from 4 ft (assist by T. Rozier),,99,119
451,4,0:21.0,,J. Murray misses 3-pt jump shot from 27 ft,99,119
452,4,0:20.0,,Offensive rebound by D. Gallinari,99,119
