,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
382,4,3:22.0,M. Gasol misses free throw 2 of 2,,93,98
383,4,3:22.0,J. Green enters the game for Z. Randolph,,93,98
384,4,3:21.0,,Defensive rebound by G. Antetokounmpo,93,98
385,4,3:11.0,,Shooting foul by J. Green (drawn by G. Monroe),93,98
386,4,3:11.0,,G. Monroe makes free throw 1 of 2,93,99
387,4,3:11.0,,G. Monroe misses free throw 2 of 2,93,99
388,4,3:11.0,Z. Randolph enters the game for J. Green,,93,99
389,4,3:08.0,Defensive rebound by Z. Randolph,,93,99
390,4,2:56.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by M. Gasol),,96,99
391,4,2:48.0,,Shooting foul by V. Carter (drawn by G. Antetokounmpo),96,99
392,4,2:48.0,Official timeout,,96,99
393,4,2:48.0,,G. Antetokounmpo misses free throw 1 of 2,96,99
394,4,2:48.0,,Offensive rebound by Team,96,99
395,4,2:48.0,,T. Snell enters the game for J. Terry,96,99
396,4,2:48.0,,G. Antetokounmpo makes free throw 2 of 2,96,100
397,4,2:36.0,C. Parsons misses 2-pt layup at rim (block by G. Antetokounmpo),,96,100
398,4,2:31.0,,Defensive rebound by G. Monroe,96,100
399,4,2:20.0,,G. Monroe makes 2-pt layup at rim (assist by G. Antetokounmpo),96,102
400,4,2:17.0,Memphis full timeout,,96,102
401,4,2:01.0,M. Conley misses 3-pt jump shot from 27 ft,,96,102
402,4,2:00.0,,Defensive rebound by T. Snell,96,102
403,4,1:42.0,,Personal foul by V. Carter (drawn by G. Antetokounmpo),96,102
404,4,1:42.0,,G. Antetokounmpo misses free throw 1 of 2,96,102
405,4,1:42.0,,Offensive rebound by Team,96,102
406,4,1:42.0,,G. Antetokounmpo makes free throw 2 of 2,96,103
407,4,1:25.0,Turnover by M. Conley (lost ball; steal by G. Antetokounmpo),,96,103
408,4,1:06.0,,G. Antetokounmpo makes 2-pt layup at rim,96,105
409,4,1:06.0,Memphis full timeout,,96,105
410,4,1:06.0,J. Ennis enters the game for Z. Randolph,,96,105
411,4,1:01.0,Turnover by M. Gasol (lost ball; steal by G. Monroe),,96,105
412,4,0:47.0,,Offensive foul by G. Antetokounmpo (drawn by M. Gasol),96,105
413,4,0:47.0,,Turnover by G. Antetokounmpo (offensive foul),96,105
414,4,0:35.0,M. Conley misses 3-pt jump shot from 28 ft,,96,105
415,4,0:33.0,,Defensive rebound by G. Monroe,96,105
416,4,0:12.0,,Shooting foul by M. Gasol (drawn by J. Parker),96,105
417,4,0:12.0,,J. Parker makes free throw 1 of 2,96,106
418,4,0:12.0,J. Green enters the game for M. Gasol,,96,105
419,4,0:12.0,,J. Parker misses free throw 2 of 2,96,106
420,4,0:11.0,Defensive rebound by V. Carter,,96,106
421,4,0:02.0,V. Carter misses 3-pt jump shot from 28 ft,,96,106
422,4,0:01.0,,Defensive rebound by M. Dellavedova,96,106
