,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
390,4,2:15.0,,S. Curry misses 2-pt jump shot from 7 ft,90,104
391,4,2:14.0,,Offensive rebound by D. Powell,90,104
392,4,2:14.0,,D. Powell misses 2-pt layup from 1 ft,90,104
393,4,2:13.0,Defensive rebound by D. Liggins,,90,104
394,4,2:00.0,D. Liggins makes 2-pt layup from 1 ft,,92,104
395,4,1:54.0,,Dallas full timeout,92,104
396,4,1:54.0,,N. Brussino enters the game for S. Curry,92,104
397,4,1:40.0,,J. Anderson misses 3-pt jump shot from 26 ft,92,104
398,4,1:39.0,Defensive rebound by J. McRae,,92,104
399,4,1:29.0,Turnover by K. Korver (lost ball; steal by Y. Ferrell),,92,104
400,4,1:16.0,,Turnover by Y. Ferrell (bad pass; steal by K. Felder),92,104
401,4,1:06.0,J. McRae misses 2-pt jump shot from 19 ft,,92,104
402,4,1:05.0,,Defensive rebound by D. Powell,92,104
403,4,0:47.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,92,104
404,4,0:46.0,Defensive rebound by J. McRae,,92,104
405,4,0:38.0,J. Jones makes 3-pt jump shot from 25 ft (assist by K. Felder),,95,104
406,4,0:20.0,,Turnover by J. Anderson (lost ball; steal by D. Liggins),95,104
407,4,0:17.0,K. Felder makes 2-pt layup from 2 ft (assist by D. Liggins),,97,104
