,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
31,1,6:05.0,,C. Miles misses 3-pt jump shot from 27 ft,18,12
32,1,6:03.0,Defensive rebound by T. Allen,,18,12
33,1,5:48.0,M. Gasol misses 3-pt jump shot from 26 ft,,18,12
34,1,5:47.0,,Defensive rebound by C. Miles,18,12
35,1,5:41.0,,T. Young makes 2-pt jump shot from 5 ft (assist by J. Teague),18,14
36,1,5:35.0,Memphis full timeout,,18,14
37,1,5:35.0,V. Carter enters the game for C. Parsons,,18,14
38,1,5:35.0,Z. Randolph enters the game for J. Green,,18,14
39,1,5:35.0,,M. Ellis enters the game for T. Young,18,14
40,1,5:35.0,,L. Allen enters the game for C. Miles,18,14
41,1,5:21.0,M. Conley misses 3-pt jump shot from 25 ft,,18,14
42,1,5:21.0,,Defensive rebound by L. Allen,18,14
43,1,5:05.0,,J. Teague misses 2-pt jump shot from 22 ft,18,14
44,1,5:05.0,Defensive rebound by V. Carter,,18,14
45,1,4:52.0,M. Gasol makes 2-pt jump shot from 11 ft,,20,14
46,1,4:28.0,,L. Allen makes 2-pt jump shot from 20 ft (assist by J. Teague),20,16
47,1,4:12.0,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Conley),,23,16
48,1,3:48.0,,P. George misses 2-pt jump shot from 11 ft,23,16
49,1,3:48.0,Defensive rebound by M. Conley,,23,16
50,1,3:40.0,M. Gasol misses 2-pt jump shot from 6 ft,,23,16
51,1,3:40.0,,Defensive rebound by L. Allen,23,16
52,1,3:32.0,,M. Turner makes 2-pt layup from 2 ft (assist by J. Teague),23,18
53,1,3:17.0,V. Carter misses 3-pt jump shot from 26 ft,,23,18
54,1,3:16.0,,Defensive rebound by L. Allen,23,18
55,1,3:06.0,,P. George misses 3-pt jump shot from 26 ft,23,18
56,1,3:05.0,Defensive rebound by T. Allen,,23,18
57,1,3:01.0,M. Conley makes 2-pt layup from 2 ft (assist by T. Allen),,25,18
58,1,2:52.0,,Indiana full timeout,25,18
59,1,2:52.0,T. Douglas enters the game for M. Gasol,,25,18
60,1,2:52.0,J. Ennis enters the game for T. Allen,,25,18
61,1,2:52.0,J. Green enters the game for M. Conley,,25,18
62,1,2:52.0,,G. Robinson enters the game for P. George,25,18
63,1,2:52.0,,R. Stuckey enters the game for J. Teague,25,18
64,1,2:34.0,,M. Ellis makes 3-pt jump shot from 27 ft,25,21
65,1,2:21.0,Shooting block foul by M. Turner (drawn by Z. Randolph),,25,21
66,1,2:21.0,Z. Randolph makes free throw 1 of 2,,26,21
67,1,2:21.0,Z. Randolph misses free throw 2 of 2,,26,21
68,1,2:21.0,,Defensive rebound by L. Allen,26,21
69,1,2:21.0,,R. Christmas enters the game for M. Turner,26,21
70,1,2:10.0,,G. Robinson makes 2-pt jump shot from 19 ft,26,23
71,1,1:40.0,T. Douglas misses 3-pt jump shot from 25 ft,,26,23
72,1,1:40.0,,Defensive rebound by L. Allen,26,23
73,1,1:37.0,,Personal foul by J. Green (drawn by R. Christmas),26,23
74,1,1:30.0,,M. Ellis misses 2-pt jump shot from 14 ft,26,23
75,1,1:28.0,,Offensive rebound by R. Christmas,26,23
76,1,1:27.0,,R. Christmas misses 2-pt layup from 2 ft (block by Z. Randolph),26,23
77,1,1:27.0,,Offensive rebound by Team,26,23
78,1,1:22.0,,R. Stuckey misses 2-pt jump shot from 16 ft,26,23
79,1,1:22.0,Defensive rebound by Team,,26,23
80,1,1:22.0,,Loose ball foul by R. Christmas (drawn by Z. Randolph),26,23
81,1,1:08.0,Turnover by J. Green (bad pass; steal by L. Allen),,26,23
82,1,1:03.0,,G. Robinson misses 2-pt layup from 3 ft,26,23
83,1,1:02.0,Defensive rebound by J. Ennis,,26,23
84,1,0:52.0,Z. Randolph misses 2-pt jump shot from 4 ft (block by L. Allen),,26,23
85,1,0:51.0,,Defensive rebound by L. Allen,26,23
86,1,0:49.0,,M. Ellis makes 2-pt layup from 2 ft (assist by G. Robinson),26,25
87,1,0:29.0,Z. Randolph misses 2-pt layup from 3 ft,,26,25
88,1,0:29.0,,Defensive rebound by R. Stuckey,26,25
89,1,0:23.0,,Turnover by R. Stuckey (bad pass),26,25
90,1,0:02.0,J. Ennis misses 2-pt jump shot from 17 ft,,26,25
91,1,0:01.0,,Defensive rebound by R. Christmas,26,25
92,2,11:45.0,,M. Ellis makes 2-pt jump shot from 5 ft,26,27
93,2,11:30.0,Shooting block foul by R. Christmas (drawn by V. Carter),,26,27
94,2,11:30.0,V. Carter misses free throw 1 of 2,,26,27
95,2,11:30.0,Offensive rebound by Team,,26,27
96,2,11:30.0,V. Carter makes free throw 2 of 2,,27,27
97,2,11:21.0,,Turnover by M. Ellis (bad pass; steal by T. Douglas),27,27
98,2,11:17.0,T. Douglas makes 2-pt layup from 4 ft,,29,27
99,2,11:03.0,,R. Christmas makes 2-pt dunk from 4 ft (assist by M. Ellis),29,29
100,2,10:47.0,Z. Randolph misses 2-pt layup from 4 ft (block by R. Christmas),,29,29
101,2,10:46.0,,Defensive rebound by R. Stuckey,29,29
102,2,10:26.0,,R. Christmas makes 2-pt layup from 2 ft (assist by M. Ellis),29,31
103,2,10:05.0,T. Douglas misses 3-pt jump shot from 27 ft,,29,31
104,2,10:04.0,,Defensive rebound by L. Allen,29,31
105,2,9:58.0,,G. Robinson makes 3-pt jump shot from 26 ft (assist by R. Stuckey),29,34
106,2,9:48.0,Memphis full timeout,,29,34
107,2,9:48.0,M. Conley enters the game for T. Douglas,,29,34
108,2,9:38.0,J. Green misses 3-pt jump shot from 24 ft,,29,34
109,2,9:37.0,,Defensive rebound by G. Robinson,29,34
110,2,9:31.0,,R. Stuckey misses 2-pt layup from 2 ft,29,34
111,2,9:29.0,,Offensive rebound by L. Allen,29,34
112,2,9:29.0,,L. Allen makes 2-pt layup from 3 ft,29,36
113,2,9:07.0,Z. Randolph misses 2-pt layup from 3 ft,,29,36
114,2,9:07.0,,Defensive rebound by L. Allen,29,36
115,2,9:01.0,,Personal foul by V. Carter (drawn by R. Christmas),29,36
116,2,9:01.0,M. Gasol enters the game for Z. Randolph,,29,36
117,2,8:53.0,,R. Stuckey misses 3-pt jump shot from 23 ft,29,36
118,2,8:53.0,,Offensive rebound by G. Robinson,29,36
119,2,8:45.0,,M. Ellis makes 2-pt jump shot from 20 ft,29,38
120,2,8:32.0,Shooting foul by M. Ellis (drawn by M. Conley),,29,38
121,2,8:32.0,Official timeout,,29,38
122,2,8:32.0,M. Conley misses free throw 1 of 2,,29,38
123,2,8:32.0,Offensive rebound by Team,,29,38
124,2,8:32.0,M. Conley misses free throw 2 of 2,,29,38
125,2,8:32.0,T. Douglas enters the game for J. Ennis,,29,38
126,2,8:31.0,Offensive rebound by M. Gasol,,29,38
127,2,8:09.0,M. Conley makes 2-pt jump shot from 20 ft,,31,38
128,2,7:47.0,,R. Stuckey makes 3-pt jump shot from 26 ft,31,41
129,2,7:27.0,M. Conley makes 2-pt layup from 4 ft (assist by V. Carter),,33,41
130,2,7:18.0,,Offensive foul by R. Christmas (drawn by M. Conley),33,41
131,2,7:18.0,,Turnover by R. Christmas (offensive foul),33,41
132,2,7:18.0,,T. Young enters the game for L. Allen,33,41
133,2,7:18.0,,M. Turner enters the game for R. Christmas,33,41
134,2,7:18.0,,P. George enters the game for G. Robinson,33,41
135,2,7:18.0,T. Allen enters the game for V. Carter,,33,41
136,2,7:02.0,T. Allen misses 2-pt jump shot from 21 ft,,33,41
137,2,7:01.0,Offensive rebound by J. Green,,33,41
138,2,6:46.0,M. Conley makes 2-pt jump shot from 21 ft (assist by M. Gasol),,35,41
139,2,6:26.0,,R. Stuckey misses 2-pt layup from 4 ft,35,41
140,2,6:26.0,,Offensive rebound by R. Stuckey,35,41
141,2,6:26.0,,Shooting foul by T. Allen (drawn by R. Stuckey),35,41
142,2,6:26.0,,R. Stuckey makes free throw 1 of 2,35,42
143,2,6:26.0,C. Parsons enters the game for T. Douglas,,35,42
144,2,6:26.0,,R. Stuckey makes free throw 2 of 2,35,43
145,2,6:07.0,Shooting foul by T. Young (drawn by J. Green),,35,43
146,2,6:07.0,J. Green makes free throw 1 of 2,,36,43
147,2,6:07.0,J. Green misses free throw 2 of 2,,36,43
148,2,6:07.0,,Defensive rebound by M. Ellis,36,43
149,2,6:07.0,,J. Teague enters the game for R. Stuckey,36,43
150,2,5:51.0,,Turnover by P. George (bad pass; steal by T. Allen),36,43
151,2,5:35.0,M. Gasol makes 2-pt jump shot from 10 ft,,38,43
152,2,5:22.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by J. Teague),38,46
153,2,5:03.0,J. Green misses 2-pt jump shot from 12 ft,,38,46
154,2,5:03.0,,Defensive rebound by M. Turner,38,46
155,2,4:46.0,,M. Ellis makes 2-pt jump shot from 22 ft,38,48
156,2,4:25.0,M. Gasol makes 2-pt jump shot from 16 ft (assist by M. Conley),,40,48
157,2,4:11.0,,Personal foul by C. Parsons (drawn by M. Turner),40,48
158,2,4:11.0,,Indiana full timeout,40,48
159,2,4:11.0,Z. Randolph enters the game for J. Green,,40,48
160,2,3:56.0,,Turnover by Team (shot clock),40,48
161,2,3:56.0,,C. Miles enters the game for M. Ellis,40,48
162,2,3:41.0,C. Parsons misses 3-pt jump shot from 24 ft,,40,48
163,2,3:39.0,,Defensive rebound by P. George,40,48
164,2,3:36.0,,Shooting foul by M. Gasol (drawn by P. George),40,48
165,2,3:36.0,,P. George makes free throw 1 of 2,40,49
166,2,3:36.0,,P. George makes free throw 2 of 2,40,50
167,2,3:25.0,Z. Randolph makes 2-pt layup from 3 ft (assist by M. Gasol),,42,50
168,2,3:25.0,Shooting foul by T. Young (drawn by Z. Randolph),,42,50
169,2,3:25.0,,L. Allen enters the game for T. Young,42,50
170,2,3:25.0,Z. Randolph makes free throw 1 of 1,,43,50
171,2,3:12.0,,L. Allen makes 2-pt jump shot from 9 ft (assist by J. Teague),43,52
172,2,2:59.0,Personal foul by M. Turner (drawn by M. Gasol),,43,52
173,2,2:59.0,Memphis full timeout,,43,52
174,2,2:59.0,M. Gasol makes free throw 1 of 2,,44,52
175,2,2:59.0,M. Gasol makes free throw 2 of 2,,45,52
176,2,2:46.0,,C. Miles misses 3-pt jump shot from 25 ft,45,52
177,2,2:45.0,Defensive rebound by M. Gasol,,45,52
178,2,2:38.0,M. Gasol misses 3-pt jump shot from 26 ft,,45,52
179,2,2:37.0,Offensive rebound by T. Allen,,45,52
180,2,2:34.0,T. Allen misses 2-pt layup from 2 ft,,45,52
181,2,2:32.0,,Defensive rebound by M. Turner,45,52
182,2,2:20.0,,J. Teague makes 2-pt jump shot from 8 ft,45,54
183,2,1:56.0,M. Gasol makes 2-pt jump shot from 12 ft,,47,54
184,2,1:43.0,,P. George misses 3-pt jump shot from 26 ft,47,54
185,2,1:42.0,Defensive rebound by Z. Randolph,,47,54
186,2,1:26.0,M. Gasol misses 2-pt jump shot from 9 ft,,47,54
187,2,1:25.0,,Defensive rebound by P. George,47,54
188,2,1:16.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Teague),47,57
189,2,0:46.0,C. Parsons misses 2-pt jump shot from 7 ft (block by C. Miles),,47,57
190,2,0:45.0,,Defensive rebound by C. Miles,47,57
191,2,0:44.0,,C. Miles makes 2-pt layup from 1 ft,47,59
192,2,0:30.0,Z. Randolph makes 2-pt layup from 4 ft (assist by M. Conley),,49,59
193,2,0:28.0,,Indiana full timeout,49,59
194,2,0:28.0,J. Green enters the game for C. Parsons,,49,59
195,2,0:28.0,T. Douglas enters the game for Z. Randolph,,49,59
196,2,0:28.0,,T. Young enters the game for M. Turner,49,59
197,2,0:08.0,,L. Allen makes 2-pt hook shot from 6 ft (assist by P. George),49,61
198,2,0:02.0,M. Conley misses 3-pt jump shot from 25 ft,,49,61
199,2,0:01.0,,Defensive rebound by C. Miles,49,61
200,3,11:43.0,,Turnover by P. George (bad pass; steal by T. Allen),49,61
201,3,11:37.0,T. Allen makes 2-pt layup from 3 ft,,51,61
202,3,11:10.0,,J. Teague misses 3-pt jump shot from 27 ft,51,61
203,3,11:09.0,,Offensive rebound by P. George,51,61
204,3,11:06.0,,Personal foul by C. Parsons (drawn by M. Turner),51,61
205,3,11:02.0,,T. Young makes 2-pt layup from 4 ft (assist by M. Turner),51,63
206,3,10:41.0,Turnover by M. Conley (bad pass; steal by C. Miles),,51,63
207,3,10:34.0,,P. George makes 2-pt jump shot from 12 ft,51,65
208,3,10:33.0,Memphis full timeout,,51,65
209,3,10:15.0,Turnover by C. Parsons (lost ball; steal by M. Turner),,51,65
210,3,10:01.0,,M. Turner makes 2-pt layup from 2 ft (assist by J. Teague),51,67
211,3,9:45.0,C. Parsons misses 3-pt jump shot from 26 ft,,51,67
212,3,9:44.0,,Defensive rebound by P. George,51,67
213,3,9:36.0,,Turnover by J. Teague (lost ball; steal by T. Allen),51,67
214,3,9:30.0,C. Parsons makes 2-pt layup from 2 ft (assist by M. Conley),,53,67
215,3,9:13.0,,P. George misses 3-pt jump shot from 25 ft,53,67
216,3,9:12.0,Defensive rebound by J. Green,,53,67
217,3,9:04.0,Personal foul by C. Miles (drawn by C. Parsons),,53,67
218,3,8:56.0,Personal foul by J. Teague (drawn by M. Conley),,53,67
219,3,8:45.0,M. Gasol misses 2-pt jump shot from 18 ft,,53,67
220,3,8:44.0,,Defensive rebound by M. Turner,53,67
221,3,8:35.0,,J. Teague makes 3-pt jump shot from 25 ft,53,70
222,3,8:20.0,Turnover by T. Allen (lost ball; steal by C. Miles),,53,70
223,3,8:20.0,,Personal foul by T. Allen (drawn by C. Miles),53,70
224,3,8:12.0,,Personal foul by T. Allen (drawn by M. Turner),53,70
225,3,8:06.0,,Shooting foul by M. Conley (drawn by J. Teague),53,70
226,3,8:06.0,,J. Teague makes free throw 1 of 3,53,71
227,3,8:06.0,,J. Teague makes free throw 2 of 3,53,72
228,3,8:06.0,,J. Teague makes free throw 3 of 3,53,73
229,3,7:54.0,Turnover by T. Allen (bad pass; steal by M. Turner),,53,73
230,3,7:42.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by P. George),53,76
231,3,7:34.0,Memphis full timeout,,53,76
232,3,7:34.0,V. Carter enters the game for J. Green,,53,76
233,3,7:16.0,M. Gasol misses 2-pt jump shot from 12 ft,,53,76
234,3,7:16.0,,Defensive rebound by J. Teague,53,76
235,3,7:10.0,,Turnover by J. Teague (bad pass),53,76
236,3,6:57.0,T. Allen misses 2-pt jump shot from 4 ft,,53,76
237,3,6:55.0,Offensive rebound by M. Gasol,,53,76
238,3,6:55.0,M. Gasol makes 2-pt layup from 2 ft,,55,76
239,3,6:31.0,,T. Young misses 2-pt jump shot from 4 ft,55,76
240,3,6:30.0,Defensive rebound by T. Allen,,55,76
241,3,6:27.0,Turnover by T. Allen (lost ball; steal by P. George),,55,76
242,3,6:22.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by P. George),55,79
243,3,6:09.0,M. Conley misses 3-pt jump shot from 26 ft,,55,79
244,3,6:08.0,,Defensive rebound by T. Young,55,79
245,3,5:55.0,,J. Teague misses 2-pt jump shot from 7 ft,55,79
246,3,5:54.0,Defensive rebound by T. Allen,,55,79
247,3,5:48.0,,Offensive charge foul by T. Allen (drawn by C. Miles),55,79
248,3,5:48.0,Turnover by T. Allen (offensive foul),,55,79
249,3,5:48.0,T. Daniels enters the game for T. Allen,,55,79
250,3,5:35.0,,P. George misses 2-pt jump shot from 21 ft,55,79
251,3,5:35.0,Defensive rebound by M. Gasol,,55,79
252,3,5:21.0,Turnover by T. Daniels (step out of bounds),,55,79
253,3,5:06.0,,Turnover by J. Teague (bad pass; steal by V. Carter),55,79
254,3,5:02.0,Personal foul by J. Teague (drawn by M. Conley),,55,79
255,3,5:02.0,T. Douglas enters the game for M. Conley,,55,79
256,3,5:02.0,Z. Randolph enters the game for C. Parsons,,55,79
257,3,5:02.0,,L. Allen enters the game for T. Young,55,79
258,3,4:55.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by T. Douglas),,58,79
259,3,4:45.0,,Shooting foul by T. Douglas (drawn by J. Teague),58,79
260,3,4:45.0,,J. Teague makes free throw 1 of 2,58,80
261,3,4:45.0,,M. Ellis enters the game for C. Miles,58,80
262,3,4:45.0,,J. Teague makes free throw 2 of 2,58,81
263,3,4:28.0,Shooting foul by L. Allen (drawn by V. Carter),,58,81
264,3,4:28.0,V. Carter makes free throw 1 of 2,,59,81
265,3,4:28.0,V. Carter makes free throw 2 of 2,,60,81
266,3,4:14.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Teague),60,83
267,3,3:56.0,Z. Randolph misses 2-pt jump shot from 16 ft,,60,83
268,3,3:56.0,,Defensive rebound by P. George,60,83
269,3,3:42.0,,M. Turner makes 2-pt jump shot from 4 ft (assist by M. Ellis),60,85
270,3,3:23.0,T. Daniels misses 2-pt jump shot from 21 ft,,60,85
271,3,3:21.0,Offensive rebound by V. Carter,,60,85
272,3,3:21.0,V. Carter misses 2-pt layup from 4 ft,,60,85
273,3,3:19.0,,Defensive rebound by P. George,60,85
274,3,3:08.0,,P. George misses 2-pt jump shot from 16 ft,60,85
275,3,3:08.0,Defensive rebound by Z. Randolph,,60,85
276,3,2:55.0,M. Gasol misses 2-pt hook shot from 7 ft,,60,85
277,3,2:54.0,,Defensive rebound by M. Turner,60,85
278,3,2:36.0,,M. Ellis misses 3-pt jump shot from 24 ft,60,85
279,3,2:35.0,,Offensive rebound by L. Allen,60,85
280,3,2:35.0,,L. Allen makes 2-pt layup from 2 ft,60,87
281,3,2:27.0,Memphis full timeout,,60,87
282,3,2:27.0,J. Green enters the game for M. Gasol,,60,87
283,3,2:27.0,,R. Stuckey enters the game for P. George,60,87
284,3,2:27.0,,G. Robinson enters the game for M. Turner,60,87
285,3,2:27.0,,R. Christmas enters the game for J. Teague,60,87
286,3,2:19.0,T. Daniels misses 2-pt jump shot from 21 ft,,60,87
287,3,2:18.0,Offensive rebound by Z. Randolph,,60,87
288,3,2:18.0,Z. Randolph makes 2-pt layup from 2 ft,,62,87
289,3,2:01.0,,Turnover by M. Ellis (lost ball; steal by T. Daniels),62,87
290,3,1:57.0,V. Carter makes 2-pt dunk from 2 ft (assist by T. Daniels),,64,87
291,3,1:32.0,,Turnover by G. Robinson (bad pass; steal by T. Douglas),64,87
292,3,1:22.0,T. Douglas makes 2-pt layup from 2 ft,,66,87
293,3,1:22.0,,Indiana full timeout,66,87
294,3,1:08.0,,Turnover by G. Robinson (bad pass; steal by T. Daniels),66,87
295,3,0:53.0,J. Green misses 2-pt layup from 3 ft,,66,87
296,3,0:53.0,Offensive rebound by J. Green,,66,87
297,3,0:53.0,J. Green makes 2-pt layup from 3 ft,,68,87
298,3,0:34.0,,G. Robinson misses 3-pt jump shot from 27 ft,68,87
299,3,0:33.0,Defensive rebound by Team,,68,87
300,3,0:24.0,Z. Randolph misses 3-pt jump shot from 26 ft,,68,87
301,3,0:23.0,,Defensive rebound by R. Christmas,68,87
302,3,0:05.0,,Shooting foul by V. Carter (drawn by R. Stuckey),68,87
303,3,0:05.0,,R. Stuckey makes free throw 1 of 2,68,88
304,3,0:05.0,,R. Stuckey makes free throw 2 of 2,68,89
305,3,0:00.0,T. Douglas misses 3-pt jump shot from 41 ft,,68,89
306,3,0:00.0,Offensive rebound by Team,,68,89
307,4,11:41.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by V. Carter),,71,89
308,4,11:17.0,,R. Stuckey makes 2-pt jump shot from 4 ft,71,91
309,4,11:00.0,Z. Randolph misses 2-pt layup from 2 ft,,71,91
310,4,10:58.0,,Defensive rebound by R. Christmas,71,91
311,4,10:49.0,,R. Stuckey misses 2-pt jump shot from 5 ft (block by T. Douglas),71,91
312,4,10:48.0,Defensive rebound by V. Carter,,71,91
313,4,10:41.0,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Green),,74,91
314,4,10:23.0,,M. Ellis makes 2-pt jump shot from 8 ft,74,93
315,4,10:05.0,T. Daniels misses 3-pt jump shot from 26 ft,,74,93
316,4,10:03.0,Offensive rebound by J. Green,,74,93
317,4,9:55.0,Z. Randolph makes 2-pt hook shot from 7 ft (assist by T. Daniels),,76,93
318,4,9:42.0,,Turnover by L. Allen (bad pass; steal by T. Daniels),76,93
319,4,9:41.0,Clear path foul by M. Ellis,,76,93
320,4,9:41.0,T. Daniels makes clear path free throw 1 of 2,,77,93
321,4,9:41.0,T. Daniels misses clear path free throw 2 of 2,,77,93
322,4,9:41.0,Offensive rebound by Team,,77,93
323,4,9:41.0,M. Conley enters the game for T. Douglas,,77,93
324,4,9:41.0,,T. Young enters the game for L. Allen,77,93
325,4,9:41.0,,M. Turner enters the game for G. Robinson,77,93
326,4,9:41.0,,P. George enters the game for R. Christmas,77,93
327,4,9:27.0,Turnover by Z. Randolph (bad pass; steal by M. Turner),,77,93
328,4,9:23.0,,M. Turner makes 2-pt dunk from 3 ft,77,95
329,4,9:01.0,V. Carter misses 2-pt jump shot from 6 ft (block by M. Turner),,77,95
330,4,8:59.0,,Defensive rebound by P. George,77,95
331,4,8:55.0,,P. George misses 2-pt layup from 2 ft,77,95
332,4,8:55.0,Defensive rebound by M. Conley,,77,95
333,4,8:33.0,M. Conley misses 2-pt jump shot from 13 ft,,77,95
334,4,8:31.0,Offensive rebound by M. Conley,,77,95
335,4,8:24.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by M. Conley),,80,95
336,4,7:55.0,,P. George misses 3-pt jump shot from 24 ft,80,95
337,4,7:54.0,Defensive rebound by Z. Randolph,,80,95
338,4,7:44.0,Shooting foul by P. George (drawn by Z. Randolph),,80,95
339,4,7:44.0,Official timeout,,80,95
340,4,7:44.0,Z. Randolph makes free throw 1 of 2,,81,95
341,4,7:44.0,M. Gasol enters the game for J. Green,,80,95
342,4,7:44.0,,J. Teague enters the game for R. Stuckey,80,95
343,4,7:44.0,Z. Randolph misses free throw 2 of 2,,81,95
344,4,7:44.0,,Defensive rebound by M. Turner,81,95
345,4,7:24.0,,M. Turner misses 2-pt jump shot from 20 ft,81,95
346,4,7:22.0,Defensive rebound by Z. Randolph,,81,95
347,4,7:07.0,T. Daniels misses 3-pt jump shot from 26 ft,,81,95
348,4,7:06.0,,Defensive rebound by J. Teague,81,95
349,4,6:46.0,,P. George misses 2-pt jump shot from 5 ft (block by V. Carter),81,95
350,4,6:45.0,Defensive rebound by Z. Randolph,,81,95
351,4,6:37.0,Turnover by V. Carter (bad pass),,81,95
352,4,6:37.0,T. Douglas enters the game for T. Daniels,,81,95
353,4,6:24.0,,M. Ellis misses 2-pt layup from 2 ft,81,95
354,4,6:23.0,Defensive rebound by T. Douglas,,81,95
355,4,6:19.0,Shooting foul by J. Teague (drawn by M. Conley),,81,95
356,4,6:19.0,M. Conley misses free throw 1 of 2,,81,95
357,4,6:19.0,Offensive rebound by Team,,81,95
358,4,6:19.0,M. Conley misses free throw 2 of 2,,81,95
359,4,6:19.0,,Defensive rebound by J. Teague,81,95
360,4,6:19.0,T. Allen enters the game for V. Carter,,81,95
361,4,6:00.0,,Personal foul by T. Allen (drawn by P. George),81,95
362,4,6:00.0,,C. Miles enters the game for M. Ellis,81,95
363,4,5:52.0,,Turnover by P. George (bad pass),81,95
364,4,5:52.0,,Indiana full timeout,81,95
365,4,5:39.0,M. Gasol misses 3-pt jump shot from 26 ft,,81,95
366,4,5:39.0,Offensive rebound by Z. Randolph,,81,95
367,4,5:36.0,Z. Randolph misses 2-pt layup from 3 ft (block by T. Young),,81,95
368,4,5:35.0,,Defensive rebound by J. Teague,81,95
369,4,5:31.0,,J. Teague misses 3-pt jump shot from 25 ft,81,95
370,4,5:30.0,Defensive rebound by M. Conley,,81,95
371,4,5:18.0,Personal foul by C. Miles (drawn by M. Gasol),,81,95
372,4,5:18.0,T. Daniels enters the game for T. Douglas,,81,95
373,4,5:09.0,T. Daniels misses 2-pt jump shot from 5 ft (block by C. Miles),,81,95
374,4,5:09.0,,Defensive rebound by T. Young,81,95
375,4,5:08.0,,Personal foul by M. Conley (drawn by T. Young),81,95
376,4,4:41.0,,T. Young makes 2-pt layup from 3 ft,81,97
377,4,4:23.0,Turnover by M. Gasol (lost ball; steal by T. Young),,81,97
378,4,4:02.0,,C. Miles misses 3-pt jump shot from 26 ft,81,97
379,4,4:01.0,Defensive rebound by Z. Randolph,,81,97
380,4,3:54.0,T. Daniels misses 3-pt jump shot from 26 ft,,81,97
381,4,3:54.0,,Defensive rebound by C. Miles,81,97
382,4,3:49.0,,J. Teague misses 2-pt layup from 2 ft (block by M. Gasol),81,97
383,4,3:47.0,Defensive rebound by T. Allen,,81,97
384,4,3:36.0,Z. Randolph misses 2-pt jump shot from 4 ft,,81,97
385,4,3:33.0,,Defensive rebound by T. Young,81,97
386,4,3:30.0,,T. Young makes 2-pt layup from 2 ft,81,99
387,4,3:28.0,Memphis full timeout,,81,99
388,4,3:28.0,D. Davis enters the game for M. Gasol,,81,99
389,4,3:28.0,T. Douglas enters the game for T. Allen,,81,99
390,4,3:28.0,J. Green enters the game for M. Conley,,81,99
391,4,3:28.0,J. Ennis enters the game for Z. Randolph,,81,99
392,4,3:28.0,A. Harrison enters the game for T. Daniels,,81,99
