,QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
385,4,3:52.0,Violation by K. Olynyk (kicked ball),,93,79
386,4,3:47.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),93,82
387,4,3:26.0,I. Thomas misses 3-pt jump shot from 26 ft,,93,82
388,4,3:26.0,,Defensive rebound by K. Thompson,93,82
389,4,3:21.0,Offensive charge foul by D. Green (drawn by A. Bradley),,93,82
390,4,3:21.0,,Turnover by D. Green (offensive foul),93,82
391,4,3:21.0,M. Smart enters the game for J. Crowder,,93,82
392,4,3:21.0,A. Horford enters the game for K. Olynyk,,93,82
393,4,3:03.0,J. Jerebko misses 2-pt jump shot from 7 ft,,93,82
394,4,3:02.0,,Defensive rebound by D. Green,93,82
395,4,2:53.0,,P. McCaw makes 2-pt dunk at rim,93,84
396,4,2:53.0,Boston full timeout,,93,84
397,4,2:45.0,J. Crowder enters the game for J. Jerebko,,93,84
398,4,2:30.0,J. Crowder misses 3-pt jump shot from 26 ft,,93,84
399,4,2:29.0,Offensive rebound by M. Smart,,93,84
400,4,2:09.0,J. Crowder misses 3-pt jump shot from 26 ft,,93,84
401,4,2:08.0,Offensive rebound by A. Horford,,93,84
402,4,1:55.0,Personal foul by S. Curry (drawn by I. Thomas),,93,84
403,4,1:45.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by A. Horford),,95,84
404,4,1:38.0,,Turnover by A. Iguodala (bad pass; steal by I. Thomas),95,84
405,4,1:36.0,Personal foul by A. Iguodala (drawn by I. Thomas),,95,84
406,4,1:36.0,I. Thomas makes free throw 1 of 2,,96,84
407,4,1:36.0,,J. McAdoo enters the game for D. Green,96,84
408,4,1:36.0,,K. Looney enters the game for K. Thompson,96,84
409,4,1:36.0,,M. Barnes enters the game for S. Curry,96,84
410,4,1:36.0,,I. Clark enters the game for A. Iguodala,96,84
411,4,1:36.0,I. Thomas makes free throw 2 of 2,,97,84
412,4,1:27.0,,Personal foul by I. Thomas (drawn by P. McCaw),97,84
413,4,1:14.0,,K. Looney misses 2-pt jump shot from 16 ft,97,84
414,4,1:13.0,Defensive rebound by J. Crowder,,97,84
415,4,0:56.0,I. Thomas misses 2-pt jump shot from 6 ft,,97,84
416,4,0:56.0,Offensive rebound by A. Bradley,,97,84
417,4,0:56.0,A. Bradley makes 2-pt dunk at rim,,99,84
418,4,0:48.0,,P. McCaw misses 3-pt jump shot from 27 ft,99,84
419,4,0:47.0,,Offensive rebound by K. Looney,99,84
420,4,0:45.0,,Personal foul by M. Smart (drawn by K. Looney),99,84
421,4,0:45.0,,K. Looney misses free throw 1 of 2,99,84
422,4,0:45.0,,Offensive rebound by Team,99,84
423,4,0:45.0,,K. Looney misses free throw 2 of 2,99,84
424,4,0:45.0,J. Jerebko enters the game for J. Crowder,,99,84
425,4,0:45.0,J. Mickey enters the game for A. Horford,,99,84
426,4,0:45.0,J. Brown enters the game for A. Bradley,,99,84
427,4,0:45.0,T. Rozier enters the game for I. Thomas,,99,84
428,4,0:45.0,T. Zeller enters the game for M. Smart,,99,84
429,4,0:44.0,Defensive rebound by J. Mickey,,99,84
430,4,0:30.0,J. Brown misses 2-pt jump shot from 15 ft,,99,84
431,4,0:29.0,,Defensive rebound by M. Barnes,99,84
432,4,0:20.0,,I. Clark makes 2-pt layup from 2 ft (assist by P. McCaw),99,86
