,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
60,1,4:35.0,D. Rose makes 2-pt layup from 1 ft (assist by M. Kuzminskas),,13,18
61,1,4:26.0,,K. Leonard makes 2-pt hook shot from 8 ft,13,20
62,1,4:26.0,,Shooting foul by K. Porziņģis (drawn by K. Leonard),13,20
63,1,4:26.0,,K. Leonard makes free throw 1 of 1,13,21
64,1,4:10.0,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),,16,21
65,1,3:58.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by K. Leonard),16,24
66,1,3:49.0,D. Rose makes 2-pt jump shot from 20 ft,,18,24
67,1,3:37.0,,Turnover by L. Aldridge (offensive goaltending),18,24
68,1,3:24.0,Turnover by D. Rose (bad pass; steal by P. Mills),,18,24
69,1,3:19.0,,K. Leonard makes 2-pt layup from 1 ft (assist by P. Mills),18,26
70,1,3:01.0,,Offensive charge foul by K. Porziņģis (drawn by M. Ginóbili),18,26
71,1,3:01.0,Turnover by K. Porziņģis (offensive foul),,18,26
72,1,3:01.0,M. Plumlee enters the game for K. Porziņģis,,18,26
73,1,3:01.0,,D. Lee enters the game for L. Aldridge,18,26
74,1,2:48.0,,P. Gasol makes 2-pt layup from 1 ft (assist by M. Ginóbili),18,28
75,1,2:39.0,C. Lee misses 2-pt jump shot from 14 ft,,18,28
76,1,2:37.0,,Defensive rebound by D. Lee,18,28
77,1,2:25.0,,D. Lee makes 2-pt layup at rim (assist by P. Gasol),18,30
78,1,2:25.0,New York full timeout,,18,30
79,1,2:25.0,J. Holiday enters the game for C. Lee,,18,30
80,1,2:06.0,K. O'Quinn misses 2-pt jump shot from 19 ft,,18,30
81,1,2:05.0,,Defensive rebound by D. Lee,18,30
82,1,2:01.0,Violation by J. Holiday (kicked ball),,18,30
83,1,1:45.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by D. Lee),18,32
84,1,1:27.0,M. Plumlee misses 2-pt layup from 1 ft (block by K. Leonard),,18,32
85,1,1:25.0,,Defensive rebound by D. Lee,18,32
86,1,1:21.0,,Personal block foul by M. Kuzminskas (drawn by K. Leonard),18,32
87,1,1:21.0,,K. Leonard misses free throw 1 of 2,18,32
88,1,1:21.0,,Offensive rebound by Team,18,32
89,1,1:21.0,,K. Leonard makes free throw 2 of 2,18,33
90,1,1:06.0,D. Rose misses 2-pt hook shot from 9 ft,,18,33
91,1,1:04.0,Offensive rebound by K. O'Quinn,,18,33
92,1,0:52.0,M. Kuzminskas makes 3-pt jump shot from 25 ft,,21,33
93,1,0:41.0,,P. Gasol misses 2-pt jump shot from 8 ft (block by K. O'Quinn),21,33
94,1,0:40.0,Defensive rebound by K. O'Quinn,,21,33
95,1,0:37.0,Turnover by K. O'Quinn (traveling),,21,33
96,1,0:37.0,,J. Simmons enters the game for K. Leonard,21,33
97,1,0:29.0,,Turnover by P. Mills (bad pass),21,33
98,1,0:29.0,C. Lee enters the game for M. Plumlee,,21,33
99,1,0:09.0,J. Holiday misses 2-pt jump shot from 8 ft,,21,33
100,1,0:09.0,Offensive rebound by Team,,21,33
101,1,0:09.0,,Loose ball foul by M. Ginóbili (drawn by K. O'Quinn),21,33
102,1,0:04.0,D. Rose misses 2-pt layup from 1 ft (block by P. Gasol),,21,33
103,1,0:03.0,Offensive rebound by D. Rose,,21,33
104,1,0:01.0,D. Rose makes 2-pt hook shot from 7 ft,,23,33
105,2,11:46.0,J. Holiday misses 2-pt jump shot from 18 ft,,23,33
106,2,11:45.0,,Defensive rebound by M. Ginóbili,23,33
107,2,11:37.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,23,33
108,2,11:36.0,,Offensive rebound by Team,23,33
109,2,11:23.0,,J. Simmons misses 2-pt jump shot from 15 ft,23,33
110,2,11:23.0,Defensive rebound by K. O'Quinn,,23,33
111,2,11:13.0,Turnover by J. Holiday (lost ball),,23,33
112,2,11:01.0,,P. Gasol makes 2-pt layup from 1 ft (assist by M. Ginóbili),23,35
113,2,10:49.0,Turnover by M. Plumlee (lost ball; steal by M. Ginóbili),,23,35
114,2,10:43.0,,Shooting foul by K. O'Quinn (drawn by J. Simmons),23,35
115,2,10:43.0,,J. Simmons makes free throw 1 of 2,23,36
116,2,10:43.0,,T. Parker enters the game for P. Mills,23,36
117,2,10:43.0,,D. Dedmon enters the game for P. Gasol,23,36
118,2,10:43.0,,J. Simmons makes free throw 2 of 2,23,37
119,2,10:43.0,Turnover by K. O'Quinn (bad pass; steal by T. Parker),,23,37
120,2,10:27.0,,D. Lee misses 2-pt jump shot from 17 ft,23,37
121,2,10:27.0,Defensive rebound by K. O'Quinn,,23,37
122,2,10:14.0,R. Baker misses 2-pt jump shot from 16 ft,,23,37
123,2,10:13.0,Offensive rebound by K. O'Quinn,,23,37
124,2,10:09.0,K. O'Quinn misses 2-pt layup from 2 ft (block by D. Lee),,23,37
125,2,10:08.0,,Defensive rebound by J. Simmons,23,37
126,2,9:52.0,,Turnover by D. Lee (3 sec),23,37
127,2,9:52.0,,K. Anderson enters the game for M. Ginóbili,23,37
128,2,9:52.0,M. Ndour enters the game for M. Plumlee,,23,37
129,2,9:52.0,C. Randle enters the game for M. Kuzminskas,,23,37
130,2,9:34.0,K. O'Quinn makes 2-pt jump shot from 7 ft (assist by R. Baker),,25,37
131,2,9:17.0,,K. Anderson misses 2-pt jump shot from 5 ft (block by K. O'Quinn),25,37
132,2,9:15.0,Defensive rebound by R. Baker,,25,37
133,2,9:13.0,Personal foul by J. Simmons (drawn by R. Baker),,25,37
134,2,9:07.0,J. Holiday misses 3-pt jump shot from 26 ft,,25,37
135,2,9:07.0,,Defensive rebound by D. Dedmon,25,37
136,2,8:53.0,,T. Parker makes 2-pt jump shot from 6 ft (assist by K. Anderson),25,39
137,2,8:35.0,M. Ndour misses 2-pt jump shot from 16 ft,,25,39
138,2,8:34.0,,Defensive rebound by D. Lee,25,39
139,2,8:20.0,,T. Parker misses 2-pt layup at rim,25,39
140,2,8:20.0,Defensive rebound by K. O'Quinn,,25,39
141,2,8:08.0,Personal foul by J. Simmons (drawn by R. Baker),,25,39
142,2,8:08.0,Official timeout,,25,39
143,2,8:08.0,,L. Aldridge enters the game for D. Lee,25,39
144,2,8:08.0,W. Hernangómez enters the game for K. O'Quinn,,25,39
145,2,8:02.0,Shooting foul by J. Simmons (drawn by M. Ndour),,25,39
146,2,8:02.0,M. Ndour misses free throw 1 of 2,,25,39
147,2,8:02.0,Offensive rebound by Team,,25,39
148,2,8:02.0,,K. Leonard enters the game for J. Simmons,25,39
149,2,8:02.0,M. Ndour makes free throw 2 of 2,,26,39
150,2,7:38.0,,K. Leonard makes 3-pt jump shot from 29 ft (assist by K. Anderson),26,42
151,2,7:28.0,C. Randle misses 2-pt jump shot from 20 ft,,26,42
152,2,7:26.0,,Defensive rebound by K. Leonard,26,42
153,2,7:17.0,,T. Parker makes 2-pt jump shot from 7 ft,26,44
154,2,6:57.0,W. Hernangómez makes 2-pt layup at rim (assist by C. Randle),,28,44
155,2,6:41.0,,T. Parker misses 2-pt jump shot from 18 ft,28,44
156,2,6:39.0,,Offensive rebound by D. Dedmon,28,44
157,2,6:38.0,,Turnover by D. Dedmon (lost ball; steal by W. Hernangómez),28,44
158,2,6:28.0,C. Randle misses 3-pt jump shot from 24 ft,,28,44
159,2,6:27.0,,Defensive rebound by K. Anderson,28,44
160,2,6:23.0,,K. Anderson makes 2-pt layup from 1 ft,28,46
161,2,6:23.0,New York full timeout,,28,46
162,2,6:23.0,D. Rose enters the game for J. Holiday,,28,46
163,2,6:23.0,C. Lee enters the game for C. Randle,,28,46
164,2,6:05.0,W. Hernangómez makes 2-pt jump shot from 8 ft,,30,46
165,2,5:40.0,,L. Aldridge misses 3-pt jump shot from 23 ft,30,46
166,2,5:40.0,Defensive rebound by Team,,30,46
167,2,5:22.0,Turnover by M. Ndour (lost ball; steal by T. Parker),,30,46
168,2,5:07.0,,K. Anderson misses 2-pt jump shot from 20 ft,30,46
169,2,5:07.0,Defensive rebound by W. Hernangómez,,30,46
170,2,5:00.0,Shooting foul by D. Dedmon (drawn by D. Rose),,30,46
171,2,5:00.0,D. Rose makes free throw 1 of 2,,31,46
172,2,5:00.0,,P. Mills enters the game for T. Parker,31,46
173,2,5:00.0,,M. Ginóbili enters the game for K. Anderson,31,46
174,2,5:00.0,K. Porziņģis enters the game for R. Baker,,31,46
175,2,5:00.0,D. Rose makes free throw 2 of 2,,32,46
176,2,4:50.0,,K. Leonard misses 2-pt jump shot from 13 ft,32,46
177,2,4:48.0,Defensive rebound by K. Porziņģis,,32,46
178,2,4:48.0,Personal foul by L. Aldridge (drawn by K. Porziņģis),,32,46
179,2,4:48.0,K. Porziņģis makes free throw 1 of 2,,33,46
180,2,4:48.0,,San Antonio full timeout,33,46
181,2,4:48.0,,P. Gasol enters the game for D. Dedmon,33,46
182,2,4:48.0,K. Porziņģis makes free throw 2 of 2,,34,46
183,2,4:30.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),34,48
184,2,4:16.0,M. Kuzminskas enters the game for M. Ndour,,34,48
185,2,4:12.0,Shooting foul by P. Gasol (drawn by W. Hernangómez),,34,48
186,2,4:12.0,W. Hernangómez makes free throw 1 of 2,,35,48
187,2,4:12.0,W. Hernangómez misses free throw 2 of 2,,35,48
188,2,4:12.0,,Defensive rebound by L. Aldridge,35,48
189,2,3:56.0,,P. Gasol misses 2-pt jump shot from 10 ft,35,48
190,2,3:55.0,Defensive rebound by K. Porziņģis,,35,48
191,2,3:53.0,Turnover by K. Porziņģis (bad pass; steal by M. Ginóbili),,35,48
192,2,3:49.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,35,48
193,2,3:49.0,,Offensive rebound by P. Gasol,35,48
194,2,3:49.0,,Personal foul by K. Porziņģis,35,48
195,2,3:49.0,K. O'Quinn enters the game for K. Porziņģis,,35,48
196,2,3:37.0,,L. Aldridge makes 2-pt hook shot from 9 ft,35,50
197,2,3:17.0,Turnover by W. Hernangómez (lost ball; steal by M. Ginóbili),,35,50
198,2,3:09.0,,K. Leonard makes 2-pt jump shot from 8 ft (assist by M. Ginóbili),35,52
199,2,2:50.0,D. Rose makes 2-pt jump shot from 17 ft,,37,52
200,2,2:39.0,,L. Aldridge misses 2-pt jump shot from 19 ft,37,52
201,2,2:39.0,Defensive rebound by W. Hernangómez,,37,52
202,2,2:30.0,C. Lee misses 2-pt jump shot from 14 ft,,37,52
203,2,2:29.0,,Defensive rebound by P. Gasol,37,52
204,2,2:19.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by P. Mills),37,55
205,2,2:02.0,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by D. Rose),,39,55
206,2,1:51.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by P. Mills),39,57
207,2,1:37.0,C. Lee misses 2-pt layup from 2 ft (block by P. Gasol),,39,57
208,2,1:36.0,Offensive rebound by C. Lee,,39,57
209,2,1:31.0,W. Hernangómez makes 2-pt jump shot from 7 ft (assist by C. Lee),,41,57
210,2,1:16.0,,Turnover by P. Mills (bad pass; steal by K. O'Quinn),41,57
211,2,1:10.0,D. Rose misses 2-pt layup at rim,,41,57
212,2,1:08.0,Offensive rebound by D. Rose,,41,57
213,2,1:01.0,K. O'Quinn misses 2-pt layup from 3 ft,,41,57
214,2,1:00.0,,Defensive rebound by L. Aldridge,41,57
215,2,0:58.0,,K. Leonard makes 2-pt layup at rim (assist by M. Ginóbili),41,59
216,2,0:42.0,D. Rose misses 2-pt layup at rim,,41,59
217,2,0:41.0,,Defensive rebound by P. Gasol,41,59
218,2,0:32.0,,K. Leonard makes 2-pt jump shot from 13 ft,41,61
219,2,0:16.0,M. Kuzminskas misses 3-pt jump shot from 25 ft,,41,61
220,2,0:15.0,Offensive rebound by D. Rose,,41,61
221,2,0:01.0,C. Lee makes 2-pt jump shot from 20 ft (assist by K. O'Quinn),,43,61
222,3,11:44.0,W. Hernangómez makes 2-pt jump shot from 6 ft (assist by C. Lee),,45,61
223,3,11:30.0,,L. Aldridge misses 2-pt jump shot from 21 ft,45,61
224,3,11:29.0,Defensive rebound by D. Rose,,45,61
225,3,11:17.0,Personal foul by J. Simmons (drawn by M. Kuzminskas),,45,61
226,3,11:17.0,,K. Anderson enters the game for J. Simmons,45,61
227,3,11:10.0,W. Hernangómez misses 2-pt hook shot from 3 ft,,45,61
228,3,11:09.0,,Defensive rebound by D. Dedmon,45,61
229,3,11:00.0,,T. Parker misses 2-pt layup from 2 ft,45,61
230,3,10:59.0,Defensive rebound by M. Ndour,,45,61
231,3,10:51.0,D. Rose misses 2-pt jump shot from 19 ft,,45,61
232,3,10:50.0,,Defensive rebound by K. Anderson,45,61
233,3,10:39.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Parker),45,63
234,3,10:25.0,Turnover by C. Lee (bad pass; steal by K. Anderson),,45,63
235,3,10:09.0,,Personal foul by M. Ndour (drawn by L. Aldridge),45,63
236,3,10:02.0,,T. Parker misses 2-pt jump shot from 11 ft,45,63
237,3,10:01.0,,Offensive rebound by D. Dedmon,45,63
238,3,9:59.0,,D. Dedmon misses 2-pt layup from 2 ft,45,63
239,3,9:58.0,,Offensive rebound by D. Dedmon,45,63
240,3,9:56.0,,D. Dedmon makes 2-pt dunk at rim,45,65
241,3,9:39.0,M. Kuzminskas misses 3-pt jump shot from 25 ft,,45,65
242,3,9:37.0,,Defensive rebound by L. Aldridge,45,65
243,3,9:24.0,,T. Parker misses 3-pt jump shot from 24 ft,45,65
244,3,9:23.0,Defensive rebound by C. Lee,,45,65
245,3,9:12.0,C. Lee misses 2-pt jump shot from 17 ft,,45,65
246,3,9:10.0,,Defensive rebound by D. Dedmon,45,65
247,3,9:03.0,,Personal block foul by W. Hernangómez (drawn by T. Parker),45,65
248,3,9:03.0,,San Antonio full timeout,45,65
249,3,9:03.0,,P. Mills enters the game for T. Parker,45,65
250,3,8:53.0,,P. Mills misses 2-pt jump shot from 19 ft,45,65
251,3,8:51.0,,Offensive rebound by L. Aldridge,45,65
252,3,8:37.0,,K. Anderson misses 2-pt layup from 1 ft,45,65
253,3,8:36.0,Defensive rebound by W. Hernangómez,,45,65
254,3,8:29.0,Turnover by C. Lee (lost ball; steal by K. Anderson),,45,65
255,3,8:24.0,,Turnover by K. Leonard (lost ball; steal by C. Lee),45,65
256,3,8:15.0,Shooting foul by K. Anderson (drawn by D. Rose),,45,65
257,3,8:15.0,D. Rose makes free throw 1 of 2,,46,65
258,3,8:15.0,D. Rose makes free throw 2 of 2,,47,65
259,3,8:00.0,,K. Leonard misses 3-pt jump shot from 25 ft,47,65
260,3,7:59.0,Defensive rebound by M. Ndour,,47,65
261,3,7:45.0,M. Ndour makes 2-pt jump shot from 18 ft (assist by D. Rose),,49,65
262,3,7:34.0,,Personal foul by M. Kuzminskas (drawn by K. Leonard),49,65
263,3,7:27.0,,Offensive foul by K. Leonard (drawn by M. Ndour),49,65
264,3,7:27.0,,Turnover by K. Leonard (offensive foul),49,65
265,3,7:13.0,C. Lee makes 2-pt jump shot from 9 ft,,51,65
266,3,7:13.0,,San Antonio full timeout,51,65
267,3,6:57.0,,K. Leonard misses 2-pt layup from 2 ft (block by W. Hernangómez),51,65
268,3,6:56.0,Defensive rebound by M. Ndour,,51,65
269,3,6:52.0,D. Rose makes 2-pt layup from 1 ft (assist by M. Ndour),,53,65
270,3,6:40.0,,L. Aldridge misses 2-pt layup from 2 ft,53,65
271,3,6:38.0,,Offensive rebound by L. Aldridge,53,65
272,3,6:38.0,,L. Aldridge makes 2-pt layup at rim,53,67
273,3,6:12.0,W. Hernangómez misses 2-pt jump shot from 16 ft,,53,67
274,3,6:10.0,,Defensive rebound by D. Dedmon,53,67
275,3,6:09.0,,Turnover by P. Mills (bad pass),53,67
276,3,6:09.0,,P. Gasol enters the game for D. Dedmon,53,67
277,3,6:09.0,,M. Ginóbili enters the game for K. Anderson,53,67
278,3,5:58.0,D. Rose makes 2-pt layup from 2 ft,,55,67
279,3,5:43.0,,L. Aldridge misses 2-pt hook shot from 5 ft,55,67
280,3,5:42.0,Defensive rebound by W. Hernangómez,,55,67
281,3,5:21.0,W. Hernangómez misses 2-pt hook shot from 3 ft,,55,67
282,3,5:20.0,,Defensive rebound by L. Aldridge,55,67
283,3,5:14.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by P. Mills),55,70
284,3,4:59.0,D. Rose makes 2-pt jump shot from 20 ft (assist by M. Ndour),,57,70
285,3,4:46.0,,Turnover by P. Mills (bad pass; steal by C. Lee),57,70
286,3,4:36.0,D. Rose misses 2-pt layup from 2 ft,,57,70
287,3,4:34.0,Offensive rebound by M. Kuzminskas,,57,70
288,3,4:34.0,M. Kuzminskas makes 2-pt layup at rim,,59,70
289,3,4:19.0,,P. Mills misses 3-pt jump shot from 24 ft,59,70
290,3,4:18.0,Defensive rebound by W. Hernangómez,,59,70
291,3,4:06.0,W. Hernangómez makes 2-pt jump shot from 4 ft,,61,70
292,3,3:51.0,,P. Gasol makes 2-pt layup from 1 ft (assist by K. Leonard),61,72
293,3,3:51.0,New York full timeout,,61,72
294,3,3:51.0,,T. Parker enters the game for P. Mills,61,72
295,3,3:51.0,K. Porziņģis enters the game for M. Ndour,,61,72
296,3,3:39.0,C. Lee misses 2-pt layup from 2 ft,,61,72
297,3,3:38.0,,Defensive rebound by T. Parker,61,72
298,3,3:15.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,61,72
299,3,3:14.0,,Offensive rebound by L. Aldridge,61,72
300,3,3:14.0,,L. Aldridge makes 2-pt layup from 2 ft,61,74
301,3,2:58.0,M. Kuzminskas misses 2-pt layup from 1 ft,,61,74
302,3,2:58.0,Offensive rebound by W. Hernangómez,,61,74
303,3,2:58.0,W. Hernangómez makes 2-pt layup at rim,,63,74
304,3,2:58.0,Shooting foul by P. Gasol (drawn by W. Hernangómez),,63,74
305,3,2:58.0,W. Hernangómez makes free throw 1 of 1,,64,74
306,3,2:46.0,,K. Leonard misses 2-pt jump shot from 15 ft,64,74
307,3,2:44.0,Defensive rebound by W. Hernangómez,,64,74
308,3,2:26.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Kuzminskas),,66,74
309,3,2:09.0,,L. Aldridge misses 2-pt jump shot from 19 ft,66,74
310,3,2:08.0,Defensive rebound by W. Hernangómez,,66,74
311,3,1:58.0,D. Rose makes 2-pt jump shot from 13 ft,,68,74
312,3,1:48.0,,L. Aldridge makes 2-pt dunk at rim (assist by K. Leonard),68,76
313,3,1:29.0,D. Rose misses 2-pt jump shot from 9 ft,,68,76
314,3,1:27.0,Offensive rebound by W. Hernangómez,,68,76
315,3,1:27.0,W. Hernangómez misses 2-pt layup from 2 ft,,68,76
316,3,1:25.0,Offensive rebound by W. Hernangómez,,68,76
317,3,1:25.0,W. Hernangómez makes 2-pt layup from 1 ft,,70,76
318,3,1:09.0,,P. Gasol misses 3-pt jump shot from 24 ft,70,76
319,3,1:07.0,Defensive rebound by C. Lee,,70,76
320,3,1:01.0,Turnover by K. Porziņģis (lost ball; steal by K. Leonard),,70,76
321,3,0:57.0,,L. Aldridge misses 2-pt layup from 1 ft (block by C. Lee),70,76
322,3,0:57.0,,Offensive rebound by Team,70,76
323,3,0:57.0,,D. Dedmon enters the game for P. Gasol,70,76
324,3,0:57.0,,D. Lee enters the game for L. Aldridge,70,76
325,3,0:57.0,R. Baker enters the game for D. Rose,,70,76
326,3,0:52.0,,M. Ginóbili misses 2-pt layup from 1 ft,70,76
327,3,0:51.0,Defensive rebound by C. Lee,,70,76
328,3,0:35.0,W. Hernangómez makes 2-pt jump shot from 5 ft (assist by R. Baker),,72,76
329,3,0:20.0,,T. Parker makes 2-pt jump shot from 9 ft (assist by K. Leonard),72,78
330,3,0:12.0,Personal take foul by D. Lee (drawn by R. Baker),,72,78
331,3,0:06.0,R. Baker makes 2-pt layup from 2 ft,,74,78
332,3,0:00.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,74,78
333,3,0:00.0,,Offensive rebound by Team,74,78
334,4,11:39.0,,J. Simmons misses 2-pt jump shot from 16 ft,74,78
335,4,11:38.0,Defensive rebound by C. Lee,,74,78
336,4,11:26.0,Offensive foul by K. Porziņģis (drawn by J. Simmons),,74,78
337,4,11:26.0,Turnover by K. Porziņģis (offensive foul),,74,78
338,4,11:00.0,,T. Parker makes 2-pt layup from 4 ft,74,80
339,4,10:48.0,Shooting foul by D. Lee (drawn by K. Porziņģis),,74,80
340,4,10:48.0,K. Porziņģis makes free throw 1 of 2,,75,80
341,4,10:48.0,,P. Mills enters the game for K. Anderson,75,80
342,4,10:48.0,K. Porziņģis makes free throw 2 of 2,,76,80
343,4,10:36.0,,J. Simmons misses 3-pt jump shot from 24 ft,76,80
344,4,10:34.0,Defensive rebound by R. Baker,,76,80
345,4,10:22.0,C. Lee misses 3-pt jump shot from 23 ft,,76,80
346,4,10:21.0,,Defensive rebound by D. Dedmon,76,80
347,4,10:21.0,,Turnover by T. Parker (lost ball),76,80
348,4,10:12.0,Turnover by K. Porziņģis (lost ball),,76,80
349,4,9:59.0,,T. Parker misses 2-pt jump shot from 10 ft (block by K. Porziņģis),76,80
350,4,9:56.0,,Offensive rebound by D. Lee,76,80
351,4,9:56.0,,D. Lee misses 2-pt layup from 1 ft,76,80
352,4,9:56.0,,Offensive rebound by D. Dedmon,76,80
353,4,9:56.0,,D. Dedmon makes 2-pt layup from 1 ft,76,82
354,4,9:56.0,,Shooting foul by M. Ndour (drawn by D. Dedmon),76,82
355,4,9:56.0,,D. Dedmon makes free throw 1 of 1,76,83
356,4,9:38.0,M. Kuzminskas makes 2-pt jump shot from 18 ft,,78,83
357,4,9:17.0,,Turnover by D. Lee (lost ball; steal by M. Ndour),78,83
358,4,9:12.0,Shooting foul by J. Simmons (drawn by K. Porziņģis),,78,83
359,4,9:12.0,K. Porziņģis makes free throw 1 of 2,,79,83
360,4,9:12.0,W. Hernangómez enters the game for M. Kuzminskas,,79,83
361,4,9:12.0,J. Holiday enters the game for M. Ndour,,79,83
362,4,9:12.0,,K. Leonard enters the game for T. Parker,79,83
363,4,9:12.0,,L. Aldridge enters the game for D. Lee,79,83
364,4,9:12.0,K. Porziņģis makes free throw 2 of 2,,80,83
365,4,8:56.0,,P. Mills makes 2-pt jump shot from 23 ft,80,85
366,4,8:40.0,Personal foul by P. Mills,,80,85
367,4,8:27.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,80,85
368,4,8:25.0,,Defensive rebound by D. Dedmon,80,85
369,4,8:12.0,,K. Leonard misses 2-pt jump shot from 13 ft,80,85
370,4,8:11.0,Defensive rebound by R. Baker,,80,85
371,4,8:06.0,Turnover by R. Baker (bad pass; steal by L. Aldridge),,80,85
372,4,8:03.0,Official timeout,,80,85
373,4,8:03.0,,P. Gasol enters the game for D. Dedmon,80,85
374,4,7:56.0,,K. Leonard misses 3-pt jump shot from 26 ft,80,85
375,4,7:54.0,,Offensive rebound by P. Gasol,80,85
