,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
125,2,10:12.0,Offensive rebound by Team,,17,43
126,2,9:59.0,A. Bennett misses 3-pt jump shot from 24 ft,,17,43
127,2,9:58.0,,Defensive rebound by B. Bass,17,43
128,2,9:37.0,,R. Felton makes 3-pt jump shot from 29 ft (assist by A. Rivers),17,46
129,2,9:25.0,Turnover by A. Bennett (lost ball; steal by M. Speights),,17,46
130,2,9:15.0,,M. Speights misses 3-pt jump shot from 26 ft,17,46
131,2,9:14.0,Defensive rebound by Y. Ferrell,,17,46
132,2,9:07.0,Personal foul by R. Felton (drawn by Y. Ferrell),,17,46
133,2,8:59.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,20,46
134,2,8:44.0,,J. Crawford makes 3-pt jump shot from 25 ft,20,49
135,2,8:29.0,B. Bogdanović makes 2-pt dunk from 1 ft,,22,49
136,2,8:11.0,,B. Bass makes 2-pt jump shot from 14 ft (assist by J. Crawford),22,51
137,2,7:57.0,Y. Ferrell misses 2-pt jump shot from 19 ft,,22,51
138,2,7:56.0,Offensive rebound by A. Bennett,,22,51
139,2,7:52.0,A. Bennett makes 2-pt layup from 2 ft,,24,51
140,2,7:41.0,,J. Crawford misses 2-pt jump shot from 19 ft,24,51
141,2,7:38.0,Defensive rebound by A. Bennett,,24,51
142,2,7:24.0,B. Bogdanović makes 2-pt layup from 2 ft,,26,51
143,2,7:05.0,,A. Rivers misses 3-pt jump shot from 26 ft,26,51
144,2,7:05.0,Defensive rebound by A. Bennett,,26,51
145,2,6:56.0,Shooting foul by R. Felton (drawn by A. Bennett),,26,51
146,2,6:56.0,Official timeout,,26,51
147,2,6:56.0,Violation by Team (jump ball),,26,51
148,2,6:56.0,A. Bennett makes free throw 1 of 2,,27,51
149,2,6:56.0,,C. Paul enters the game for B. Bass,26,51
150,2,6:56.0,,B. Griffin enters the game for R. Felton,26,51
151,2,6:56.0,A. Bennett makes free throw 2 of 2,,28,51
152,2,6:43.0,,J. Crawford misses 2-pt layup from 1 ft,28,51
153,2,6:42.0,Defensive rebound by J. Hamilton,,28,51
154,2,6:36.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by R. Foye),,30,51
155,2,6:10.0,,M. Speights misses 2-pt hook shot from 8 ft,30,51
156,2,6:08.0,Defensive rebound by A. Bennett,,30,51
157,2,6:01.0,Y. Ferrell makes 2-pt layup from 2 ft,,32,51
158,2,5:35.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by J. Crawford),32,54
159,2,5:21.0,B. Bogdanović makes 2-pt layup from 1 ft,,34,54
160,2,5:07.0,,J. Crawford makes 2-pt layup from 2 ft (assist by B. Griffin),34,56
161,2,4:50.0,R. Foye makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,37,56
162,2,4:50.0,,LA Clippers full timeout,37,56
163,2,4:50.0,,D. Jordan enters the game for M. Speights,37,56
164,2,4:50.0,,L. Mbah a Moute enters the game for J. Crawford,37,56
165,2,4:50.0,,J. Redick enters the game for A. Rivers,37,56
166,2,4:50.0,T. Booker enters the game for B. Bogdanović,,37,56
167,2,4:50.0,J. Harris enters the game for A. Bennett,,37,56
168,2,4:32.0,,B. Griffin makes 2-pt layup from 3 ft (assist by J. Redick),37,58
169,2,4:11.0,Y. Ferrell makes 2-pt jump shot from 18 ft (assist by R. Foye),,39,58
170,2,3:54.0,,Turnover by D. Jordan (bad pass),39,58
171,2,3:54.0,R. Hollis-Jefferson enters the game for R. Foye,,39,58
172,2,3:38.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,39,58
173,2,3:38.0,,Defensive rebound by D. Jordan,39,58
174,2,3:29.0,,D. Jordan misses 2-pt layup from 1 ft,39,58
175,2,3:28.0,Defensive rebound by T. Booker,,39,58
176,2,3:22.0,J. Harris misses 3-pt jump shot from 25 ft,,39,58
177,2,3:20.0,,Defensive rebound by J. Redick,39,58
178,2,3:13.0,,J. Redick makes 2-pt layup from 1 ft,39,60
179,2,3:13.0,,Shooting foul by J. Harris (drawn by J. Redick),39,60
180,2,3:13.0,S. Kilpatrick enters the game for Y. Ferrell,,39,60
181,2,3:13.0,,J. Redick makes free throw 1 of 1,39,61
182,2,2:58.0,J. Hamilton makes 3-pt jump shot from 23 ft (assist by J. Harris),,42,61
183,2,2:45.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),42,63
184,2,2:40.0,Personal foul by C. Paul (drawn by R. Hollis-Jefferson),,42,63
185,2,2:40.0,Brooklyn full timeout,,42,63
186,2,2:40.0,R. Hollis-Jefferson makes free throw 1 of 2,,43,63
187,2,2:40.0,L. Scola enters the game for J. Hamilton,,42,63
188,2,2:40.0,R. Hollis-Jefferson makes free throw 2 of 2,,44,63
189,2,2:29.0,,Personal foul by T. Booker (drawn by B. Griffin),44,63
190,2,2:23.0,,Shooting foul by L. Scola (drawn by B. Griffin),44,63
191,2,2:23.0,,B. Griffin makes free throw 1 of 2,44,64
192,2,2:23.0,,B. Griffin misses free throw 2 of 2,44,64
193,2,2:22.0,Defensive rebound by L. Scola,,44,64
194,2,2:13.0,Turnover by S. Kilpatrick (bad pass; steal by B. Griffin),,44,64
195,2,1:55.0,,C. Paul makes 2-pt layup from 1 ft (assist by B. Griffin),44,66
196,2,1:47.0,Turnover by S. Kilpatrick (lost ball),,44,66
197,2,1:40.0,,Turnover by C. Paul (bad pass; steal by S. Kilpatrick),44,66
198,2,1:36.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by T. Booker),,46,66
199,2,1:36.0,Shooting foul by B. Griffin (drawn by S. Kilpatrick),,46,66
200,2,1:36.0,S. Kilpatrick makes free throw 1 of 1,,47,66
201,2,1:17.0,,J. Redick misses 2-pt jump shot from 16 ft,47,66
202,2,1:15.0,,Offensive rebound by D. Jordan,47,66
203,2,1:12.0,,D. Jordan misses 2-pt layup from 1 ft,47,66
204,2,1:12.0,Defensive rebound by S. Kilpatrick,,47,66
205,2,1:10.0,Turnover by S. Kilpatrick (lost ball; steal by J. Redick),,47,66
206,2,0:53.0,,Personal foul by R. Hollis-Jefferson (drawn by C. Paul),47,66
207,2,0:44.0,,C. Paul makes 2-pt jump shot from 17 ft,47,68
208,2,0:35.0,Turnover by T. Booker (bad pass; steal by C. Paul),,47,68
209,2,0:32.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by C. Paul),47,70
210,2,0:32.0,Technical foul by T. Booker,,47,70
211,2,0:32.0,,C. Paul makes technical free throw,47,71
212,2,0:17.0,S. Kilpatrick misses 2-pt jump shot from 22 ft,,47,71
213,2,0:16.0,,Defensive rebound by C. Paul,47,71
214,2,0:03.0,,J. Redick misses 2-pt jump shot from 20 ft,47,71
215,2,0:01.0,Defensive rebound by R. Hollis-Jefferson,,47,71
216,3,11:40.0,Turnover by S. Kilpatrick (bad pass; steal by D. Jordan),,47,71
217,3,11:34.0,,J. Redick misses 3-pt jump shot from 25 ft,47,71
218,3,11:32.0,Defensive rebound by Team,,47,71
219,3,11:17.0,R. Hollis-Jefferson makes 2-pt jump shot from 16 ft,,49,71
220,3,10:53.0,,J. Redick makes 2-pt jump shot from 22 ft,49,73
221,3,10:40.0,S. Kilpatrick misses 2-pt jump shot from 8 ft,,49,73
222,3,10:36.0,Offensive rebound by S. Kilpatrick,,49,73
223,3,10:36.0,S. Kilpatrick misses 2-pt layup from 1 ft,,49,73
224,3,10:35.0,,Defensive rebound by D. Jordan,49,73
225,3,10:24.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Jordan),49,73
226,3,10:24.0,,D. Jordan makes free throw 1 of 2,49,74
227,3,10:24.0,,D. Jordan misses free throw 2 of 2,49,74
228,3,10:23.0,Defensive rebound by J. Hamilton,,49,74
229,3,10:09.0,J. Hamilton misses 3-pt jump shot from 24 ft,,49,74
230,3,10:08.0,,Defensive rebound by L. Mbah a Moute,49,74
231,3,9:59.0,,B. Griffin misses 2-pt layup from 2 ft,49,74
232,3,9:58.0,,Offensive rebound by D. Jordan,49,74
233,3,9:54.0,,D. Jordan misses 2-pt hook shot from 5 ft,49,74
234,3,9:53.0,Defensive rebound by S. Kilpatrick,,49,74
235,3,9:37.0,S. Kilpatrick misses 3-pt jump shot from 23 ft,,49,74
236,3,9:37.0,,Defensive rebound by D. Jordan,49,74
237,3,9:19.0,,C. Paul makes 3-pt jump shot from 25 ft,49,77
238,3,9:04.0,S. Kilpatrick makes 3-pt jump shot from 25 ft,,52,77
239,3,8:54.0,,Personal foul by B. Bogdanović (drawn by J. Redick),52,77
240,3,8:54.0,Y. Ferrell enters the game for S. Kilpatrick,,52,77
241,3,8:52.0,,Turnover by J. Redick (bad pass; steal by T. Booker),52,77
242,3,8:37.0,Turnover by J. Hamilton (lost ball; steal by B. Griffin),,52,77
243,3,8:31.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),52,80
244,3,8:14.0,B. Bogdanović makes 2-pt jump shot from 18 ft (assist by R. Hollis-Jefferson),,54,80
245,3,7:52.0,,C. Paul makes 2-pt jump shot from 16 ft,54,82
246,3,7:36.0,J. Hamilton misses 3-pt jump shot from 26 ft,,54,82
247,3,7:35.0,,Defensive rebound by B. Griffin,54,82
248,3,7:13.0,,J. Redick misses 2-pt jump shot from 18 ft,54,82
249,3,7:11.0,,Offensive rebound by D. Jordan,54,82
250,3,7:09.0,,LA Clippers full timeout,54,82
251,3,7:09.0,A. Bennett enters the game for T. Booker,,54,82
252,3,7:08.0,,Turnover by B. Griffin (traveling),54,82
253,3,7:00.0,Turnover by Y. Ferrell (bad pass; steal by C. Paul),,54,82
254,3,6:49.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by B. Griffin),54,84
255,3,6:37.0,Personal foul by L. Mbah a Moute (drawn by R. Hollis-Jefferson),,54,84
256,3,6:26.0,Personal foul by B. Griffin (drawn by R. Hollis-Jefferson),,54,84
257,3,6:20.0,Personal foul by J. Redick (drawn by B. Bogdanović),,54,84
258,3,6:05.0,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by Y. Ferrell),,56,84
259,3,5:45.0,,L. Mbah a Moute makes 2-pt jump shot from 18 ft (assist by J. Redick),56,86
260,3,5:27.0,Personal foul by J. Redick (drawn by B. Bogdanović),,56,86
261,3,5:27.0,J. Harris enters the game for B. Bogdanović,,56,86
262,3,5:19.0,J. Hamilton misses 3-pt jump shot from 25 ft,,56,86
263,3,5:19.0,,Defensive rebound by D. Jordan,56,86
264,3,5:14.0,,Turnover by D. Jordan (bad pass; steal by J. Harris),56,86
265,3,5:08.0,J. Harris makes 3-pt jump shot from 25 ft,,59,86
266,3,4:50.0,,L. Mbah a Moute makes 2-pt layup from 1 ft,59,88
267,3,4:50.0,,Shooting foul by R. Hollis-Jefferson (drawn by L. Mbah a Moute),59,88
268,3,4:50.0,,L. Mbah a Moute makes free throw 1 of 1,59,89
269,3,4:38.0,,Offensive charge foul by R. Hollis-Jefferson (drawn by L. Mbah a Moute),59,89
270,3,4:38.0,Turnover by R. Hollis-Jefferson (offensive foul),,59,89
271,3,4:38.0,R. Foye enters the game for R. Hollis-Jefferson,,59,89
272,3,4:19.0,,B. Griffin makes 2-pt dunk at rim (assist by J. Redick),59,91
273,3,3:54.0,J. Harris misses 3-pt jump shot from 24 ft,,59,91
274,3,3:54.0,,Defensive rebound by C. Paul,59,91
275,3,3:47.0,,C. Paul misses 3-pt jump shot from 24 ft,59,91
276,3,3:46.0,,Offensive rebound by D. Jordan,59,91
277,3,3:32.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),59,93
278,3,3:32.0,Brooklyn full timeout,,59,93
279,3,3:32.0,,R. Felton enters the game for L. Mbah a Moute,59,93
280,3,3:32.0,,J. Crawford enters the game for J. Redick,59,93
281,3,3:32.0,,A. Rivers enters the game for C. Paul,59,93
282,3,3:32.0,T. Booker enters the game for J. Hamilton,,59,93
283,3,3:32.0,L. Scola enters the game for A. Bennett,,59,93
284,3,3:15.0,R. Foye misses 3-pt jump shot from 24 ft,,59,93
285,3,3:14.0,,Defensive rebound by D. Jordan,59,93
286,3,2:57.0,,B. Griffin misses 2-pt jump shot from 8 ft,59,93
287,3,2:57.0,,Offensive rebound by Team,59,93
288,3,2:57.0,,Personal foul by T. Booker (drawn by D. Jordan),59,93
289,3,2:57.0,,B. Bass enters the game for B. Griffin,59,93
290,3,2:57.0,,M. Speights enters the game for D. Jordan,59,93
291,3,2:54.0,,Shooting foul by J. Harris (drawn by A. Rivers),59,93
292,3,2:54.0,,A. Rivers misses free throw 1 of 2,59,93
293,3,2:54.0,,Offensive rebound by Team,59,93
294,3,2:54.0,,A. Rivers makes free throw 2 of 2,59,94
295,3,2:38.0,Shooting foul by A. Rivers (drawn by T. Booker),,59,94
296,3,2:38.0,T. Booker makes free throw 1 of 2,,60,94
297,3,2:38.0,T. Booker makes free throw 2 of 2,,61,94
298,3,2:22.0,,R. Felton misses 2-pt jump shot from 11 ft,61,94
299,3,2:21.0,Defensive rebound by L. Scola,,61,94
300,3,2:17.0,Turnover by Y. Ferrell (lost ball; steal by J. Crawford),,61,94
301,3,2:01.0,,J. Crawford misses 3-pt jump shot from 24 ft,61,94
302,3,2:01.0,,Offensive rebound by Team,61,94
303,3,1:58.0,,Personal foul by R. Foye (drawn by J. Crawford),61,94
304,3,1:58.0,,J. Crawford makes free throw 1 of 2,61,95
305,3,1:58.0,,J. Crawford makes free throw 2 of 2,61,96
306,3,1:48.0,Y. Ferrell makes 2-pt jump shot from 17 ft,,63,96
307,3,1:21.0,,J. Crawford makes 2-pt jump shot from 20 ft,63,98
308,3,1:09.0,Y. Ferrell misses 2-pt jump shot from 10 ft,,63,98
309,3,1:08.0,Offensive rebound by J. Harris,,63,98
310,3,1:08.0,J. Harris makes 2-pt layup from 1 ft,,65,98
311,3,0:50.0,,B. Bass misses 2-pt jump shot from 12 ft,65,98
312,3,0:49.0,Defensive rebound by R. Foye,,65,98
313,3,0:40.0,Turnover by R. Foye (bad pass; steal by R. Felton),,65,98
314,3,0:28.0,,A. Rivers misses 3-pt jump shot from 26 ft,65,98
315,3,0:28.0,,Offensive rebound by M. Speights,65,98
316,3,0:27.0,,Shooting foul by J. Harris (drawn by M. Speights),65,98
317,3,0:27.0,,M. Speights misses free throw 1 of 2,65,98
318,3,0:27.0,,Offensive rebound by Team,65,98
319,3,0:27.0,,M. Speights makes free throw 2 of 2,65,99
320,3,0:03.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,65,99
321,3,0:01.0,,Defensive rebound by B. Bass,65,99
322,4,11:45.0,,A. Rivers misses 2-pt layup from 5 ft (block by C. McCullough),65,99
323,4,11:44.0,Defensive rebound by A. Bennett,,65,99
324,4,11:30.0,S. Kilpatrick misses 2-pt layup from 1 ft (block by M. Speights),,65,99
325,4,11:30.0,Offensive rebound by S. Kilpatrick,,65,99
326,4,11:30.0,S. Kilpatrick makes 2-pt layup from 1 ft,,67,99
327,4,11:30.0,Shooting foul by R. Felton (drawn by S. Kilpatrick),,67,99
328,4,11:30.0,S. Kilpatrick makes free throw 1 of 1,,68,99
329,4,11:14.0,,M. Speights makes 3-pt jump shot from 24 ft (assist by J. Crawford),68,102
330,4,10:54.0,C. McCullough misses 2-pt layup from 1 ft (block by M. Speights),,68,102
331,4,10:52.0,,Defensive rebound by B. Bass,68,102
332,4,10:40.0,,M. Speights misses 2-pt layup from 1 ft,68,102
333,4,10:40.0,Defensive rebound by Team,,68,102
334,4,10:30.0,B. Bogdanović misses 2-pt jump shot from 13 ft (block by B. Bass),,68,102
335,4,10:30.0,Offensive rebound by Team,,68,102
336,4,10:19.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,68,102
337,4,10:19.0,Offensive rebound by Team,,68,102
338,4,10:13.0,Turnover by R. Foye (bad pass; steal by M. Speights),,68,102
339,4,10:02.0,,M. Speights misses 3-pt jump shot from 26 ft,68,102
340,4,10:02.0,Defensive rebound by R. Foye,,68,102
341,4,9:53.0,C. McCullough makes 3-pt jump shot from 25 ft (assist by R. Foye),,71,102
342,4,9:41.0,Violation by A. Bennett (kicked ball),,71,102
343,4,9:34.0,,Turnover by J. Crawford (bad pass; steal by B. Bogdanović),71,102
344,4,9:28.0,S. Kilpatrick misses 2-pt layup from 1 ft,,71,102
345,4,9:26.0,,Defensive rebound by A. Rivers,71,102
346,4,9:19.0,,M. Speights makes 2-pt dunk at rim (assist by R. Felton),71,104
347,4,9:19.0,Brooklyn full timeout,,71,104
348,4,9:11.0,Turnover by B. Bogdanović (bad pass; steal by R. Felton),,71,104
349,4,8:54.0,,R. Felton makes 2-pt layup from 1 ft,71,106
350,4,8:43.0,Turnover by B. Bogdanović (bad pass),,71,106
351,4,8:25.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by A. Rivers),71,109
352,4,8:13.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by C. McCullough),,73,109
353,4,7:57.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by A. Rivers),73,112
354,4,7:57.0,,Shooting foul by R. Foye (drawn by J. Crawford),73,112
355,4,7:57.0,,D. Stone enters the game for M. Speights,73,112
356,4,7:57.0,Y. Ferrell enters the game for S. Kilpatrick,,73,112
357,4,7:57.0,J. Harris enters the game for B. Bogdanović,,73,112
358,4,7:57.0,,J. Crawford makes free throw 1 of 1,73,113
359,4,7:37.0,A. Bennett makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,76,113
360,4,7:21.0,,A. Rivers misses 2-pt layup from 2 ft,76,113
361,4,7:17.0,,Offensive rebound by D. Stone,76,113
362,4,7:17.0,,D. Stone misses 2-pt layup from 2 ft,76,113
363,4,7:16.0,Defensive rebound by J. Harris,,76,113
364,4,7:11.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,76,113
365,4,7:11.0,Offensive rebound by C. McCullough,,76,113
366,4,7:07.0,C. McCullough makes 2-pt layup from 2 ft,,78,113
367,4,6:52.0,,Personal foul by R. Foye (drawn by R. Felton),78,113
368,4,6:45.0,,B. Bass makes 2-pt dunk at rim (assist by A. Rivers),78,115
369,4,6:37.0,Shooting foul by D. Stone (drawn by Y. Ferrell),,78,115
370,4,6:37.0,Y. Ferrell makes free throw 1 of 2,,79,115
371,4,6:37.0,Y. Ferrell misses free throw 2 of 2,,79,115
372,4,6:36.0,,Defensive rebound by D. Stone,79,115
