,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHICAGO_ACTION,PHOENIX_SCORE,CHICAGO_SCORE
62,1,3:55.0,,R. Lopez makes 2-pt hook shot from 11 ft (assist by R. Rondo),19,12
63,1,3:32.0,T. Warren misses 3-pt jump shot from 25 ft,,19,12
64,1,3:31.0,,Defensive rebound by N. Mirotić,19,12
65,1,3:16.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Butler),19,14
66,1,3:07.0,D. Booker misses 2-pt layup from 3 ft,,19,14
67,1,3:06.0,,Defensive rebound by N. Mirotić,19,14
68,1,2:58.0,,J. Butler makes 2-pt layup from 2 ft (assist by R. Rondo),19,16
69,1,2:58.0,Phoenix full timeout,,19,16
70,1,2:58.0,T. Ulis enters the game for E. Bledsoe,,19,16
71,1,2:49.0,Turnover by A. Len (3 sec),,19,16
72,1,2:33.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by J. Butler),19,19
73,1,2:08.0,Personal foul by J. Butler (drawn by M. Chriss),,19,19
74,1,2:08.0,A. Williams enters the game for A. Len,,19,19
75,1,1:57.0,D. Booker misses 2-pt jump shot from 10 ft (block by R. Rondo),,19,19
76,1,1:55.0,,Defensive rebound by R. Rondo,19,19
77,1,1:53.0,,Turnover by D. Valentine (lost ball),19,19
78,1,1:53.0,J. Dudley enters the game for M. Chriss,,19,19
79,1,1:53.0,,C. Felício enters the game for R. Lopez,19,19
80,1,1:38.0,Personal foul by R. Rondo (drawn by D. Booker),,19,19
81,1,1:31.0,T. Ulis makes 2-pt layup from 2 ft,,21,19
82,1,1:14.0,,R. Rondo makes 2-pt jump shot from 9 ft,21,21
83,1,1:01.0,D. Booker makes 2-pt dunk at rim (assist by T. Ulis),,23,21
84,1,0:49.0,,Personal foul by A. Williams (drawn by J. Butler),23,21
85,1,0:39.0,,R. Rondo misses 3-pt jump shot from 23 ft,23,21
86,1,0:38.0,Defensive rebound by T. Ulis,,23,21
87,1,0:30.0,A. Williams makes 2-pt layup from 2 ft (assist by T. Ulis),,25,21
88,1,0:17.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Butler),25,24
89,1,0:01.0,Turnover by D. Booker (lost ball; steal by J. Butler),,25,24
90,2,11:44.0,J. Dudley misses 3-pt jump shot from 26 ft,,25,24
91,2,11:43.0,,Defensive rebound by D. Valentine,25,24
92,2,11:34.0,,C. Felício makes 2-pt dunk at rim (assist by D. Wade),25,26
93,2,11:24.0,A. Williams makes 2-pt jump shot from 5 ft,,27,26
94,2,11:24.0,Shooting foul by C. Felício (drawn by A. Williams),,27,26
95,2,11:24.0,A. Williams misses free throw 1 of 1,,27,26
96,2,11:22.0,,Defensive rebound by C. Felício,27,26
97,2,11:07.0,,R. Rondo misses 2-pt jump shot from 19 ft,27,26
98,2,11:06.0,Defensive rebound by D. Jones,,27,26
99,2,11:00.0,Shooting foul by D. Wade (drawn by D. Jones),,27,26
100,2,11:00.0,D. Jones makes free throw 1 of 2,,28,26
101,2,11:00.0,D. Jones makes free throw 2 of 2,,29,26
102,2,10:53.0,Violation by J. Dudley (kicked ball),,29,26
103,2,10:43.0,,N. Mirotić misses 3-pt jump shot from 25 ft,29,26
104,2,10:41.0,Defensive rebound by T. Ulis,,29,26
105,2,10:24.0,L. Barbosa misses 3-pt jump shot from 23 ft,,29,26
106,2,10:23.0,,Defensive rebound by D. Valentine,29,26
107,2,10:10.0,,D. Valentine misses 2-pt jump shot from 20 ft,29,26
108,2,10:09.0,Defensive rebound by Team,,29,26
109,2,9:46.0,D. Jones misses 2-pt layup from 2 ft,,29,26
110,2,9:45.0,Offensive rebound by D. Jones,,29,26
111,2,9:45.0,D. Jones makes 2-pt dunk at rim,,31,26
112,2,9:30.0,,D. Wade misses 2-pt jump shot from 22 ft,31,26
113,2,9:28.0,Defensive rebound by A. Williams,,31,26
114,2,9:20.0,Turnover by D. Jones (bad pass; steal by D. Valentine),,31,26
115,2,9:16.0,,Shooting foul by L. Barbosa (drawn by N. Mirotić),31,26
116,2,9:16.0,,N. Mirotić makes free throw 1 of 2,31,27
117,2,9:16.0,,N. Mirotić misses free throw 2 of 2,31,27
118,2,9:14.0,Defensive rebound by J. Dudley,,31,27
119,2,9:02.0,T. Ulis misses 2-pt jump shot from 20 ft,,31,27
120,2,9:02.0,,Defensive rebound by Team,31,27
121,2,8:51.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. Valentine),31,30
122,2,8:32.0,A. Williams makes 2-pt jump shot from 7 ft (assist by T. Ulis),,33,30
123,2,8:22.0,,Shooting foul by A. Williams (drawn by D. Wade),33,30
124,2,8:22.0,,Chicago full timeout,33,30
125,2,8:22.0,,D. Wade makes free throw 1 of 2,33,31
126,2,8:22.0,,D. Wade makes free throw 2 of 2,33,32
127,2,8:05.0,A. Williams makes 2-pt jump shot from 5 ft (assist by D. Jones),,35,32
128,2,7:53.0,,Turnover by D. Valentine (bad pass),35,32
129,2,7:53.0,,J. Grant enters the game for D. Valentine,35,32
130,2,7:32.0,L. Barbosa misses 3-pt jump shot from 27 ft,,35,32
131,2,7:31.0,Offensive rebound by A. Williams,,35,32
132,2,7:28.0,J. Dudley misses 2-pt jump shot from 22 ft,,35,32
133,2,7:27.0,,Defensive rebound by Team,35,32
134,2,7:27.0,,Personal foul by A. Williams (drawn by R. Rondo),35,32
135,2,7:27.0,A. Len enters the game for A. Williams,,35,32
136,2,7:27.0,,J. Butler enters the game for R. Rondo,35,32
137,2,7:27.0,E. Bledsoe enters the game for T. Ulis,,35,32
138,2,7:16.0,,J. Grant misses 3-pt jump shot from 24 ft,35,32
139,2,7:14.0,Defensive rebound by L. Barbosa,,35,32
140,2,7:09.0,D. Jones makes 2-pt dunk at rim (assist by L. Barbosa),,37,32
141,2,6:55.0,,D. Wade makes 2-pt jump shot from 15 ft (assist by J. Butler),37,34
142,2,6:45.0,A. Len misses 2-pt jump shot from 14 ft,,37,34
143,2,6:44.0,,Defensive rebound by N. Mirotić,37,34
144,2,6:34.0,,J. Butler misses 2-pt jump shot from 12 ft,37,34
145,2,6:33.0,Defensive rebound by A. Len,,37,34
146,2,6:27.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,40,34
147,2,6:08.0,,D. Wade makes 2-pt jump shot from 17 ft,40,36
148,2,6:04.0,Shooting foul by D. Wade (drawn by A. Len),,40,36
149,2,6:04.0,A. Len misses free throw 1 of 2,,40,36
150,2,6:04.0,Offensive rebound by Team,,40,36
151,2,6:04.0,A. Len misses free throw 2 of 2,,40,36
152,2,6:04.0,,R. Rondo enters the game for D. Wade,40,36
153,2,6:02.0,,Defensive rebound by C. Felício,40,36
154,2,5:42.0,,C. Felício misses 2-pt jump shot from 18 ft,40,36
155,2,5:40.0,Defensive rebound by L. Barbosa,,40,36
156,2,5:35.0,Turnover by E. Bledsoe (bad pass; steal by J. Grant),,40,36
157,2,5:28.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Rondo),40,39
158,2,5:10.0,,Chicago full timeout,40,39
159,2,5:10.0,T. Warren enters the game for J. Dudley,,40,39
160,2,5:10.0,D. Booker enters the game for L. Barbosa,,40,39
161,2,5:10.0,,R. Lopez enters the game for C. Felício,40,39
162,2,4:59.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,40,39
163,2,4:58.0,,Defensive rebound by J. Grant,40,39
164,2,4:41.0,,J. Butler makes 2-pt jump shot from 21 ft,40,41
165,2,4:22.0,Turnover by T. Warren (lost ball; steal by J. Grant),,40,41
166,2,4:08.0,,N. Mirotić misses 2-pt layup from 2 ft (block by A. Len),40,41
167,2,4:06.0,Defensive rebound by E. Bledsoe,,40,41
168,2,4:03.0,E. Bledsoe makes 2-pt layup from 1 ft,,42,41
169,2,3:54.0,,R. Rondo makes 2-pt layup from 3 ft,42,43
170,2,3:33.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,42,43
171,2,3:32.0,,Defensive rebound by N. Mirotić,42,43
172,2,3:18.0,,Shooting foul by D. Booker (drawn by J. Grant),42,43
173,2,3:18.0,,J. Grant misses free throw 1 of 2,42,43
174,2,3:18.0,,Offensive rebound by Team,42,43
175,2,3:18.0,,B. Portis enters the game for N. Mirotić,42,43
176,2,3:18.0,M. Chriss enters the game for D. Jones,,42,43
177,2,3:18.0,,J. Grant makes free throw 2 of 2,42,44
178,2,3:11.0,Personal foul by J. Grant (drawn by E. Bledsoe),,42,44
179,2,2:57.0,D. Booker misses 2-pt jump shot from 22 ft,,42,44
180,2,2:56.0,Offensive rebound by T. Warren,,42,44
181,2,2:54.0,T. Warren makes 2-pt jump shot from 9 ft,,44,44
182,2,2:41.0,,J. Butler misses 2-pt jump shot from 5 ft,44,44
183,2,2:40.0,,Offensive rebound by B. Portis,44,44
184,2,2:39.0,,B. Portis misses 2-pt layup at rim (block by A. Len),44,44
185,2,2:38.0,Defensive rebound by M. Chriss,,44,44
186,2,2:34.0,M. Chriss makes 2-pt dunk at rim (assist by D. Booker),,46,44
187,2,2:13.0,,Turnover by J. Butler (lost ball; steal by M. Chriss),46,44
188,2,2:11.0,T. Warren makes 2-pt dunk at rim (assist by E. Bledsoe),,48,44
189,2,2:11.0,,Chicago full timeout,48,44
190,2,2:11.0,Phoenix full timeout,,48,44
191,2,1:58.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by R. Rondo),48,47
192,2,1:37.0,T. Warren makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,50,47
193,2,1:17.0,,B. Portis misses 2-pt jump shot from 20 ft,50,47
194,2,1:16.0,Defensive rebound by T. Warren,,50,47
195,2,1:10.0,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by D. Booker),,53,47
196,2,0:48.0,,R. Lopez misses 2-pt jump shot from 19 ft,53,47
197,2,0:47.0,,Offensive rebound by B. Portis,53,47
198,2,0:46.0,,B. Portis misses 2-pt layup from 1 ft,53,47
199,2,0:44.0,,Offensive rebound by J. Grant,53,47
200,2,0:40.0,,B. Portis makes 2-pt layup from 2 ft (assist by J. Grant),53,49
201,2,0:36.0,Personal block foul by B. Portis (drawn by D. Booker),,53,49
202,2,0:36.0,D. Booker misses free throw 1 of 2,,53,49
203,2,0:36.0,Offensive rebound by Team,,53,49
204,2,0:36.0,,D. Valentine enters the game for R. Rondo,53,49
205,2,0:36.0,D. Booker makes free throw 2 of 2,,54,49
206,2,0:19.0,,Shooting foul by A. Len (drawn by J. Grant),54,49
207,2,0:19.0,,J. Grant makes 2-pt layup from 3 ft,54,51
208,2,0:19.0,,J. Grant makes free throw 1 of 1,54,52
209,2,0:00.0,D. Booker misses 2-pt jump shot from 18 ft,,54,52
210,2,0:00.0,Offensive rebound by Team,,54,52
211,3,11:45.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by T. Warren),,57,52
212,3,11:27.0,,Shooting foul by D. Booker (drawn by D. Wade),57,52
213,3,11:27.0,,D. Wade misses free throw 1 of 2,57,52
214,3,11:27.0,,Offensive rebound by Team,57,52
215,3,11:27.0,,D. Wade makes free throw 2 of 2,57,53
216,3,11:15.0,D. Booker makes 3-pt jump shot from 25 ft,,60,53
217,3,11:05.0,,Turnover by M. Carter-Williams (bad pass; steal by E. Bledsoe),60,53
218,3,10:58.0,T. Warren misses 2-pt jump shot from 7 ft,,60,53
219,3,10:57.0,,Defensive rebound by R. Lopez,60,53
220,3,10:50.0,,M. Carter-Williams misses 2-pt jump shot from 7 ft,60,53
221,3,10:49.0,Defensive rebound by D. Booker,,60,53
222,3,10:44.0,Shooting foul by B. Portis (drawn by D. Booker),,60,53
223,3,10:44.0,D. Booker misses free throw 1 of 2,,60,53
224,3,10:44.0,Offensive rebound by Team,,60,53
225,3,10:44.0,,J. Grant enters the game for M. Carter-Williams,60,53
226,3,10:44.0,D. Booker makes free throw 2 of 2,,61,53
227,3,10:32.0,,Personal foul by D. Booker (drawn by D. Wade),61,53
228,3,10:23.0,,Shooting foul by E. Bledsoe (drawn by J. Grant),61,53
229,3,10:23.0,,J. Grant misses free throw 1 of 2,61,53
230,3,10:23.0,,Offensive rebound by Team,61,53
231,3,10:23.0,,J. Grant misses free throw 2 of 2,61,53
232,3,10:20.0,Defensive rebound by A. Len,,61,53
233,3,10:12.0,E. Bledsoe misses 2-pt layup from 2 ft (block by D. Wade),,61,53
234,3,10:11.0,,Defensive rebound by B. Portis,61,53
235,3,10:07.0,,D. Wade makes 2-pt jump shot from 8 ft,61,55
236,3,9:48.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,61,55
237,3,9:47.0,,Defensive rebound by B. Portis,61,55
238,3,9:44.0,,Turnover by D. Wade (bad pass; steal by D. Booker),61,55
239,3,9:32.0,A. Len misses 2-pt jump shot from 19 ft,,61,55
240,3,9:31.0,,Defensive rebound by J. Grant,61,55
241,3,9:15.0,,Turnover by J. Butler (bad pass; steal by T. Warren),61,55
242,3,9:13.0,Personal foul by J. Grant,,61,55
243,3,8:55.0,Shooting foul by D. Wade (drawn by E. Bledsoe),,61,55
244,3,8:55.0,E. Bledsoe makes free throw 1 of 2,,62,55
245,3,8:55.0,,D. Valentine enters the game for D. Wade,62,55
246,3,8:55.0,E. Bledsoe makes free throw 2 of 2,,63,55
247,3,8:31.0,,J. Butler misses 3-pt jump shot from 25 ft,63,55
248,3,8:30.0,Defensive rebound by E. Bledsoe,,63,55
249,3,8:26.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,63,55
250,3,8:25.0,,Defensive rebound by R. Lopez,63,55
251,3,8:16.0,,Personal block foul by M. Chriss (drawn by J. Butler),63,55
252,3,8:02.0,,R. Lopez makes 2-pt jump shot from 13 ft (assist by D. Valentine),63,57
253,3,7:45.0,Shooting foul by J. Grant (drawn by E. Bledsoe),,63,57
254,3,7:45.0,E. Bledsoe makes free throw 1 of 3,,64,57
255,3,7:45.0,E. Bledsoe makes free throw 2 of 3,,65,57
256,3,7:45.0,E. Bledsoe makes free throw 3 of 3,,66,57
257,3,7:27.0,,B. Portis makes 2-pt jump shot from 20 ft (assist by J. Butler),66,59
258,3,7:01.0,A. Len misses 2-pt layup from 2 ft,,66,59
259,3,7:00.0,,Defensive rebound by D. Valentine,66,59
260,3,6:45.0,,R. Lopez misses 2-pt hook shot from 8 ft,66,59
261,3,6:44.0,,Offensive rebound by R. Lopez,66,59
262,3,6:42.0,,R. Lopez misses 2-pt layup from 3 ft,66,59
263,3,6:41.0,Defensive rebound by D. Booker,,66,59
264,3,6:35.0,D. Booker makes 2-pt layup from 3 ft,,68,59
265,3,6:35.0,,Chicago full timeout,68,59
266,3,6:18.0,,Turnover by J. Butler (bad pass; steal by M. Chriss),68,59
267,3,6:15.0,M. Chriss misses 2-pt layup from 1 ft,,68,59
268,3,6:13.0,Offensive rebound by T. Warren,,68,59
269,3,6:12.0,T. Warren makes 2-pt layup from 1 ft,,70,59
270,3,6:05.0,,Personal foul by T. Warren,70,59
271,3,6:05.0,,J. Butler makes free throw 1 of 2,70,60
272,3,6:05.0,,N. Mirotić enters the game for B. Portis,70,60
273,3,6:05.0,,R. Rondo enters the game for J. Grant,70,60
274,3,6:05.0,,J. Butler makes free throw 2 of 2,70,61
275,3,5:53.0,T. Warren makes 2-pt jump shot from 13 ft,,72,61
276,3,5:39.0,,R. Lopez makes 2-pt layup from 2 ft (assist by R. Rondo),72,63
277,3,5:21.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,75,63
278,3,5:03.0,,R. Lopez misses 2-pt jump shot from 19 ft,75,63
279,3,5:03.0,Defensive rebound by D. Booker,,75,63
280,3,5:03.0,Personal foul by N. Mirotić (drawn by M. Chriss),,75,63
281,3,5:03.0,M. Chriss misses free throw 1 of 2,,75,63
282,3,5:03.0,Offensive rebound by Team,,75,63
283,3,5:03.0,M. Chriss makes free throw 2 of 2,,76,63
284,3,4:49.0,,Shooting foul by E. Bledsoe (drawn by N. Mirotić),76,63
285,3,4:49.0,,N. Mirotić makes free throw 1 of 3,76,64
286,3,4:49.0,,N. Mirotić makes free throw 2 of 3,76,65
287,3,4:49.0,,N. Mirotić makes free throw 3 of 3,76,66
288,3,4:33.0,A. Len misses 3-pt jump shot from 23 ft,,76,66
289,3,4:32.0,,Defensive rebound by R. Rondo,76,66
290,3,4:18.0,Violation by M. Chriss (kicked ball),,76,66
291,3,4:10.0,,J. Butler misses 2-pt layup from 2 ft,76,66
292,3,4:08.0,Defensive rebound by A. Len,,76,66
293,3,4:04.0,Turnover by D. Booker (lost ball; steal by R. Rondo),,76,66
294,3,3:58.0,,D. Valentine makes 3-pt jump shot from 24 ft (assist by R. Rondo),76,69
295,3,3:56.0,Phoenix full timeout,,76,69
296,3,3:45.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,76,69
297,3,3:44.0,,Defensive rebound by D. Valentine,76,69
298,3,3:29.0,,J. Butler misses 2-pt jump shot from 17 ft,76,69
299,3,3:29.0,,Offensive rebound by Team,76,69
300,3,3:29.0,Loose ball foul by A. Len (drawn by R. Lopez),,76,69
301,3,3:29.0,,R. Lopez makes free throw 1 of 2,76,70
302,3,3:29.0,J. Dudley enters the game for A. Len,,76,70
303,3,3:29.0,,R. Lopez makes free throw 2 of 2,76,71
304,3,3:15.0,D. Booker makes 2-pt jump shot from 16 ft (assist by M. Chriss),,78,71
305,3,2:58.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by N. Mirotić),78,74
306,3,2:39.0,T. Warren misses 2-pt jump shot from 17 ft,,78,74
307,3,2:39.0,,Defensive rebound by Team,78,74
308,3,2:39.0,,C. Felício enters the game for R. Lopez,78,74
309,3,2:18.0,,Turnover by N. Mirotić (lost ball; steal by T. Warren),78,74
310,3,1:56.0,J. Dudley misses 3-pt jump shot from 23 ft,,78,74
311,3,1:55.0,,Defensive rebound by R. Rondo,78,74
312,3,1:45.0,,D. Valentine makes 3-pt jump shot from 23 ft (assist by R. Rondo),78,77
313,3,1:28.0,Turnover by M. Chriss (bad pass; steal by R. Rondo),,78,77
314,3,1:10.0,,D. Valentine misses 3-pt jump shot from 26 ft,78,77
315,3,1:08.0,Defensive rebound by T. Warren,,78,77
316,3,0:53.0,Turnover by D. Booker (bad pass; steal by D. Valentine),,78,77
317,3,0:49.0,,N. Mirotić makes 2-pt dunk from 1 ft,78,79
318,3,0:34.0,E. Bledsoe misses 2-pt jump shot from 21 ft,,78,79
319,3,0:33.0,,Defensive rebound by C. Felício,78,79
320,3,0:21.0,,N. Mirotić misses 3-pt jump shot from 24 ft,78,79
321,3,0:20.0,Defensive rebound by T. Warren,,78,79
322,3,0:18.0,Personal block foul by R. Rondo,,78,79
323,3,0:18.0,T. Warren misses free throw 1 of 2,,78,79
324,3,0:18.0,Offensive rebound by Team,,78,79
325,3,0:18.0,T. Warren makes free throw 2 of 2,,79,79
326,3,0:00.0,,J. Butler misses 2-pt jump shot from 21 ft,79,79
327,3,0:00.0,,Offensive rebound by C. Felício,79,79
328,3,0:00.0,,Shooting foul by J. Dudley (drawn by C. Felício),79,79
329,3,0:00.0,,C. Felício makes free throw 1 of 2,79,80
330,3,0:00.0,,C. Felício misses free throw 2 of 2,79,80
331,3,0:00.0,,Offensive rebound by Team,79,80
332,3,0:00.0,,D. Wade enters the game for J. Butler,79,80
333,4,11:45.0,,Turnover by D. Wade (bad pass; steal by T. Ulis),79,80
334,4,11:37.0,D. Jones misses 2-pt layup from 2 ft,,79,80
335,4,11:36.0,,Defensive rebound by N. Mirotić,79,80
336,4,11:30.0,,C. Felício makes 2-pt layup from 2 ft (assist by R. Rondo),79,82
337,4,11:18.0,Turnover by T. Ulis (bad pass; steal by R. Rondo),,79,82
338,4,11:09.0,,Turnover by N. Mirotić (lost ball),79,82
339,4,10:59.0,L. Barbosa makes 2-pt layup from 3 ft,,81,82
340,4,10:42.0,,Shooting foul by A. Williams (drawn by N. Mirotić),81,82
341,4,10:42.0,,N. Mirotić makes free throw 1 of 2,81,83
342,4,10:42.0,,N. Mirotić makes free throw 2 of 2,81,84
343,4,10:34.0,Turnover by A. Williams (lost ball; steal by R. Rondo),,81,84
344,4,10:34.0,Loose ball foul by A. Williams (drawn by R. Rondo),,81,84
345,4,10:15.0,,D. Valentine misses 3-pt jump shot from 23 ft,81,84
346,4,10:15.0,Defensive rebound by Team,,81,84
347,4,9:59.0,A. Williams makes 2-pt jump shot from 4 ft (assist by D. Jones),,83,84
348,4,9:50.0,,D. Wade misses 2-pt layup from 2 ft,83,84
349,4,9:48.0,,Offensive rebound by D. Wade,83,84
350,4,9:47.0,,D. Wade misses 2-pt jump shot from 5 ft (block by L. Barbosa),83,84
351,4,9:45.0,Defensive rebound by L. Barbosa,,83,84
352,4,9:41.0,T. Ulis makes 2-pt jump shot from 19 ft (assist by L. Barbosa),,85,84
353,4,9:41.0,,Technical foul by D. Wade,85,84
354,4,9:41.0,L. Barbosa makes technical free throw,,86,84
355,4,9:24.0,,N. Mirotić misses 3-pt jump shot from 25 ft,86,84
356,4,9:23.0,,Offensive rebound by C. Felício,86,84
357,4,9:21.0,,C. Felício misses 2-pt layup from 1 ft,86,84
358,4,9:20.0,,Offensive rebound by R. Rondo,86,84
359,4,9:19.0,,R. Rondo makes 2-pt layup from 2 ft,86,86
360,4,8:53.0,A. Williams makes 2-pt dunk at rim (assist by T. Ulis),,88,86
361,4,8:32.0,,Turnover by R. Rondo (bad pass),88,86
362,4,8:32.0,Phoenix full timeout,,88,86
363,4,8:13.0,L. Barbosa misses 2-pt jump shot from 9 ft,,88,86
364,4,8:11.0,,Defensive rebound by C. Felício,88,86
365,4,8:02.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by R. Rondo),88,89
366,4,7:34.0,T. Ulis makes 2-pt jump shot from 16 ft,,90,89
367,4,7:15.0,,D. Wade misses 2-pt jump shot from 12 ft,90,89
368,4,7:14.0,Defensive rebound by A. Williams,,90,89
369,4,7:02.0,A. Williams makes 2-pt jump shot from 7 ft (assist by J. Dudley),,92,89
370,4,6:47.0,,D. Valentine misses 3-pt jump shot from 23 ft,92,89
371,4,6:47.0,Defensive rebound by Team,,92,89
372,4,6:47.0,,J. Butler enters the game for D. Valentine,92,89
373,4,6:31.0,L. Barbosa misses 3-pt jump shot from 25 ft,,92,89
374,4,6:31.0,Offensive rebound by Team,,92,89
375,4,6:31.0,,Loose ball foul by C. Felício (drawn by A. Williams),92,89
376,4,6:31.0,,R. Lopez enters the game for C. Felício,92,89
377,4,6:31.0,D. Booker enters the game for T. Ulis,,92,89
378,4,6:31.0,E. Bledsoe enters the game for D. Jones,,92,89
379,4,6:24.0,L. Barbosa makes 2-pt jump shot from 17 ft,,94,89
380,4,6:22.0,,Chicago full timeout,94,89
381,4,6:08.0,,D. Wade misses 2-pt layup from 2 ft,94,89
382,4,6:08.0,,Offensive rebound by Team,94,89
383,4,6:08.0,Loose ball foul by L. Barbosa (drawn by R. Lopez),,94,89
384,4,6:03.0,,D. Wade misses 2-pt jump shot from 17 ft,94,89
385,4,6:03.0,Defensive rebound by Team,,94,89
386,4,5:44.0,L. Barbosa makes 3-pt jump shot from 24 ft (assist by A. Williams),,97,89
