,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
385,4,4:00.0,,B. Bass makes 2-pt dunk at rim (assist by M. Speights),70,110
386,4,3:45.0,S. Johnson makes 2-pt jump shot from 15 ft,,72,110
387,4,3:17.0,,B. Bass makes 2-pt dunk at rim (assist by A. Rivers),72,112
388,4,3:03.0,S. Johnson makes 2-pt jump shot from 14 ft,,74,112
389,4,2:50.0,,Personal foul by S. Johnson (drawn by A. Rivers),74,112
390,4,2:50.0,,LA Clippers full timeout,74,112
391,4,2:37.0,,M. Speights misses 3-pt jump shot from 27 ft,74,112
392,4,2:37.0,Defensive rebound by Team,,74,112
393,4,2:26.0,B. Marjanović makes 2-pt layup from 2 ft (assist by D. Hilliard),,76,112
394,4,2:26.0,Shooting foul by M. Speights (drawn by B. Marjanović),,76,112
395,4,2:26.0,,J. Crawford enters the game for M. Speights,76,112
396,4,2:26.0,B. Marjanović makes free throw 1 of 1,,77,112
397,4,2:09.0,,A. Rivers makes 2-pt jump shot from 11 ft,77,114
398,4,1:51.0,D. Hilliard misses 2-pt jump shot from 9 ft,,77,114
399,4,1:50.0,,Defensive rebound by A. Rivers,77,114
400,4,1:42.0,,A. Rivers misses 3-pt jump shot from 25 ft,77,114
401,4,1:41.0,,Offensive rebound by W. Johnson,77,114
402,4,1:22.0,,W. Johnson misses 2-pt jump shot from 13 ft,77,114
403,4,1:22.0,Defensive rebound by Team,,77,114
404,4,1:12.0,Personal foul by W. Johnson (drawn by D. Hilliard),,77,114
405,4,1:12.0,D. Hilliard makes free throw 1 of 2,,78,114
406,4,1:12.0,D. Hilliard misses free throw 2 of 2,,78,114
407,4,1:10.0,Offensive rebound by B. Marjanović,,78,114
408,4,1:08.0,B. Marjanović misses 2-pt dunk at rim (block by W. Johnson),,78,114
409,4,1:08.0,Offensive rebound by J. Leuer,,78,114
410,4,1:07.0,J. Leuer makes 2-pt layup from 3 ft,,80,114
411,4,0:53.0,,R. Felton misses 2-pt jump shot from 19 ft,80,114
412,4,0:51.0,Defensive rebound by D. Hilliard,,80,114
413,4,0:40.0,J. Leuer makes 2-pt dunk at rim (assist by S. Johnson),,82,114
414,4,0:16.0,,Turnover by Team (shot clock),82,114
