,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
392,4,4:23.0,S. Johnson makes 2-pt hook shot from 7 ft,,90,89
393,4,4:04.0,,J. Clarkson makes 2-pt layup from 2 ft,90,91
394,4,3:47.0,M. Morris makes 3-pt jump shot from 23 ft (assist by R. Jackson),,93,91
395,4,3:33.0,,L. Williams misses 3-pt jump shot from 27 ft,93,91
396,4,3:32.0,Defensive rebound by T. Harris,,93,91
397,4,3:21.0,R. Jackson misses 2-pt layup from 3 ft,,93,91
398,4,3:18.0,,Defensive rebound by L. Williams,93,91
399,4,3:14.0,,J. Clarkson misses 2-pt layup from 3 ft,93,91
400,4,3:11.0,,Offensive rebound by B. Ingram,93,91
401,4,3:06.0,,L. Williams makes 3-pt jump shot from 28 ft,93,94
402,4,2:46.0,R. Jackson makes 2-pt jump shot from 18 ft,,95,94
403,4,2:46.0,Shooting foul by J. Clarkson (drawn by R. Jackson),,95,94
404,4,2:46.0,Official timeout,,95,94
405,4,2:46.0,,D. Russell enters the game for J. Clarkson,95,94
406,4,2:46.0,R. Jackson makes free throw 1 of 1,,96,94
407,4,2:27.0,,L. Williams misses 2-pt layup from 3 ft,96,94
408,4,2:24.0,Defensive rebound by A. Drummond,,96,94
409,4,2:09.0,M. Morris misses 2-pt jump shot from 13 ft,,96,94
410,4,2:07.0,,Defensive rebound by J. Randle,96,94
411,4,2:02.0,,L. Williams misses 3-pt jump shot from 27 ft,96,94
412,4,1:59.0,Defensive rebound by T. Harris,,96,94
413,4,1:40.0,T. Harris misses 3-pt jump shot from 25 ft,,96,94
414,4,1:39.0,,Defensive rebound by J. Randle,96,94
415,4,1:33.0,,Shooting foul by S. Johnson (drawn by B. Ingram),96,94
416,4,1:33.0,,B. Ingram makes free throw 1 of 2,96,95
417,4,1:33.0,,B. Ingram misses free throw 2 of 2,96,95
418,4,1:31.0,Defensive rebound by A. Drummond,,96,95
419,4,1:19.0,A. Drummond misses 2-pt dunk at rim,,96,95
420,4,1:19.0,Offensive rebound by Team,,96,95
421,4,1:09.0,R. Jackson misses 2-pt jump shot from 8 ft,,96,95
422,4,1:07.0,,Defensive rebound by J. Randle,96,95
423,4,0:57.0,,D. Russell misses 3-pt jump shot from 27 ft,96,95
424,4,0:53.0,Defensive rebound by A. Drummond,,96,95
425,4,0:31.0,T. Harris makes 3-pt jump shot from 23 ft (assist by A. Drummond),,99,95
426,4,0:31.0,,LA Lakers full timeout,99,95
427,4,0:31.0,,N. Young enters the game for B. Ingram,99,95
428,4,0:23.0,,L. Williams misses 3-pt jump shot from 28 ft,99,95
429,4,0:23.0,,Offensive rebound by J. Randle,99,95
430,4,0:18.0,,D. Russell misses 3-pt jump shot from 27 ft,99,95
431,4,0:17.0,Defensive rebound by T. Harris,,99,95
432,4,0:16.0,Personal take foul by L. Deng (drawn by T. Harris),,99,95
433,4,0:16.0,A. Baynes enters the game for A. Drummond,,99,95
434,4,0:15.0,Personal take foul by L. Williams,,99,95
435,4,0:15.0,M. Morris misses free throw 1 of 2,,99,95
436,4,0:15.0,Offensive rebound by Team,,99,95
437,4,0:15.0,M. Morris makes free throw 2 of 2,,100,95
438,4,0:15.0,,LA Lakers full timeout,100,95
439,4,0:10.0,,N. Young misses 3-pt jump shot from 26 ft,100,95
440,4,0:09.0,,Offensive rebound by D. Russell,100,95
441,4,0:09.0,,Personal foul by T. Harris (drawn by D. Russell),100,95
442,4,0:09.0,,D. Russell makes free throw 1 of 2,100,96
443,4,0:09.0,,D. Russell makes free throw 2 of 2,100,97
444,4,0:09.0,Detroit full timeout,,100,97
445,4,0:09.0,B. Udrih enters the game for S. Johnson,,100,97
446,4,0:09.0,,B. Ingram enters the game for L. Williams,100,97
447,4,0:08.0,Personal take foul by N. Young (drawn by R. Jackson),,100,97
448,4,0:08.0,R. Jackson makes free throw 1 of 2,,101,97
449,4,0:08.0,S. Johnson enters the game for B. Udrih,,101,97
450,4,0:08.0,R. Jackson makes free throw 2 of 2,,102,97
451,4,0:02.0,,D. Russell misses 3-pt jump shot from 29 ft,102,97
452,4,0:01.0,Defensive rebound by M. Morris,,102,97
