,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
393,4,8:21.0,E. Payton misses 2-pt jump shot from 16 ft,,89,90
394,4,8:20.0,,Defensive rebound by G. Hayward,89,90
395,4,8:14.0,,Shooting foul by E. Payton (drawn by R. Gobert),89,90
396,4,8:14.0,,R. Gobert makes free throw 1 of 2,89,91
397,4,8:14.0,,R. Gobert makes free throw 2 of 2,89,92
398,4,8:01.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by A. Gordon),,92,92
399,4,7:39.0,,G. Hill makes 2-pt layup from 2 ft (assist by T. Lyles),92,94
400,4,7:25.0,S. Ibaka enters the game for J. Green,,92,94
401,4,7:25.0,N. Vučević enters the game for B. Biyombo,,92,94
402,4,7:24.0,Turnover by J. Meeks (lost ball; steal by G. Hill),,92,94
403,4,7:06.0,,G. Hayward misses 3-pt jump shot from 25 ft,92,94
404,4,7:05.0,Defensive rebound by S. Ibaka,,92,94
405,4,6:46.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,94,94
406,4,6:20.0,,T. Lyles misses 3-pt jump shot from 24 ft,94,94
407,4,6:20.0,Defensive rebound by A. Gordon,,94,94
408,4,6:03.0,A. Gordon misses 3-pt jump shot from 25 ft,,94,94
409,4,6:03.0,Offensive rebound by E. Payton,,94,94
410,4,5:58.0,E. Payton misses 3-pt jump shot from 24 ft,,94,94
411,4,5:58.0,,Defensive rebound by T. Lyles,94,94
412,4,5:44.0,,Shooting foul by N. Vučević (drawn by R. Gobert),94,94
413,4,5:44.0,,Utah full timeout,94,94
414,4,5:44.0,,Violation by Team (jump ball),94,94
415,4,5:44.0,,R. Gobert makes free throw 1 of 2,94,95
416,4,5:44.0,,A. Burks enters the game for R. Hood,94,94
417,4,5:44.0,,R. Gobert misses free throw 2 of 2,94,95
418,4,5:43.0,Defensive rebound by N. Vučević,,94,95
419,4,5:26.0,E. Payton makes 3-pt jump shot from 25 ft (assist by N. Vučević),,97,95
420,4,5:11.0,,Shooting foul by E. Payton (drawn by G. Hill),97,95
421,4,5:11.0,,G. Hill misses free throw 1 of 3,97,95
422,4,5:11.0,,Offensive rebound by Team,97,95
423,4,5:11.0,,G. Hill makes free throw 2 of 3,97,96
424,4,5:11.0,,G. Hill makes free throw 3 of 3,97,97
425,4,4:58.0,J. Meeks misses 3-pt jump shot from 24 ft,,97,97
426,4,4:57.0,,Defensive rebound by R. Gobert,97,97
427,4,4:45.0,,T. Lyles misses 3-pt jump shot from 24 ft,97,97
428,4,4:45.0,,Offensive rebound by A. Burks,97,97
429,4,4:42.0,,A. Burks misses 2-pt layup from 3 ft,97,97
430,4,4:40.0,Defensive rebound by N. Vučević,,97,97
431,4,4:33.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by J. Meeks),,100,97
432,4,4:07.0,,Turnover by A. Burks (bad pass),100,97
433,4,4:07.0,,R. Hood enters the game for A. Burks,100,97
434,4,4:07.0,,D. Favors enters the game for T. Lyles,100,97
435,4,3:54.0,E. Payton makes 2-pt layup from 2 ft,,102,97
436,4,3:37.0,,Turnover by D. Favors (lost ball),102,97
437,4,3:21.0,Turnover by N. Vučević (lost ball),,102,97
438,4,3:07.0,,Shooting foul by A. Gordon (drawn by G. Hayward),102,97
439,4,3:07.0,,G. Hayward makes free throw 1 of 3,102,98
440,4,3:07.0,,G. Hayward makes free throw 2 of 3,102,99
441,4,3:07.0,Orlando full timeout,,102,99
442,4,3:07.0,,G. Hayward makes free throw 3 of 3,102,100
443,4,2:54.0,Personal foul by R. Hood (drawn by J. Meeks),,102,100
444,4,2:54.0,Offensive foul by N. Vučević (drawn by R. Gobert),,102,100
445,4,2:54.0,Turnover by N. Vučević (offensive foul),,102,100
446,4,2:43.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),102,102
447,4,2:43.0,,Shooting foul by S. Ibaka (drawn by D. Favors),102,102
448,4,2:43.0,,D. Favors makes free throw 1 of 1,102,103
449,4,2:20.0,N. Vučević misses 3-pt jump shot from 25 ft,,102,103
450,4,2:19.0,,Defensive rebound by D. Favors,102,103
451,4,2:01.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by G. Hill),102,106
452,4,2:01.0,Orlando full timeout,,102,106
453,4,1:47.0,N. Vučević misses 2-pt jump shot from 5 ft (block by R. Gobert),,102,106
454,4,1:46.0,,Defensive rebound by R. Hood,102,106
455,4,1:44.0,,Shooting foul by J. Meeks (drawn by R. Hood),102,106
456,4,1:44.0,,Utah full timeout,102,106
457,4,1:44.0,,J. Withey misses free throw 1 of 2,102,106
458,4,1:44.0,,Offensive rebound by Team,102,106
459,4,1:44.0,,J. Withey enters the game for R. Hood,102,106
460,4,1:44.0,,J. Withey makes free throw 2 of 2,102,107
461,4,1:43.0,Personal foul by J. Withey (drawn by J. Meeks),,102,107
462,4,1:43.0,,J. Ingles enters the game for J. Withey,102,107
463,4,1:32.0,J. Meeks misses 3-pt jump shot from 25 ft,,102,107
464,4,1:31.0,,Defensive rebound by R. Gobert,102,107
465,4,1:07.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),102,110
466,4,1:07.0,Orlando full timeout,,102,110
467,4,0:51.0,J. Meeks misses 3-pt jump shot from 25 ft,,102,110
468,4,0:51.0,Offensive rebound by N. Vučević,,102,110
469,4,0:46.0,S. Ibaka makes 2-pt jump shot from 2 ft (assist by A. Gordon),,104,110
470,4,0:27.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),104,113
471,4,0:27.0,Orlando full timeout,,104,113
472,4,0:27.0,D. Augustin enters the game for E. Payton,,104,113
473,4,0:19.0,A. Gordon makes 3-pt jump shot from 24 ft,,107,113
474,4,0:16.0,,Personal foul by J. Meeks (drawn by G. Hill),107,113
475,4,0:16.0,,G. Hill misses free throw 1 of 2,107,113
476,4,0:16.0,,Offensive rebound by Team,107,113
477,4,0:16.0,,G. Hill makes free throw 2 of 2,107,114
478,4,0:11.0,J. Meeks misses 3-pt jump shot from 25 ft,,107,114
479,4,0:10.0,,Defensive rebound by G. Hayward,107,114
