,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MIAMI_ACTION,PHOENIX_SCORE,MIAMI_SCORE
394,4,7:56.0,,Personal foul by J. Dudley (drawn by T. Johnson),78,89
395,4,7:50.0,,Personal foul by T. Ulis (drawn by J. Richardson),78,89
396,4,7:42.0,,T. Johnson makes 2-pt jump shot from 9 ft,78,91
397,4,7:29.0,D. Jones makes 2-pt dunk at rim (assist by J. Dudley),,80,91
398,4,7:15.0,,J. Johnson makes 2-pt jump shot from 12 ft,80,93
399,4,7:13.0,Turnover by M. Chriss (bad pass),,80,93
400,4,7:04.0,,W. Ellington misses 2-pt jump shot from 19 ft,80,93
401,4,7:03.0,Defensive rebound by J. Dudley,,80,93
402,4,7:00.0,Personal block foul by J. Richardson (drawn by T. Ulis),,80,93
403,4,7:00.0,,G. Dragić enters the game for T. Johnson,80,93
404,4,6:51.0,Turnover by M. Chriss (step out of bounds),,80,93
405,4,6:40.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by J. Richardson),80,96
406,4,6:39.0,Phoenix full timeout,,80,96
407,4,6:27.0,Shooting foul by J. Johnson (drawn by J. Dudley),,80,96
408,4,6:27.0,J. Dudley misses free throw 1 of 3,,80,96
409,4,6:27.0,Offensive rebound by Team,,80,96
410,4,6:27.0,J. Dudley misses free throw 2 of 3,,80,96
411,4,6:27.0,Offensive rebound by Team,,80,96
412,4,6:27.0,J. Dudley makes free throw 3 of 3,,81,96
413,4,6:11.0,Violation by M. Chriss (def goaltending),,81,96
414,4,6:11.0,,G. Dragić makes 2-pt layup from 1 ft,81,98
415,4,5:58.0,L. Barbosa misses 2-pt layup from 3 ft,,81,98
416,4,5:57.0,Offensive rebound by M. Chriss,,81,98
417,4,5:56.0,M. Chriss makes 2-pt layup from 1 ft,,83,98
418,4,5:43.0,,W. Ellington misses 3-pt jump shot from 26 ft,83,98
419,4,5:42.0,Defensive rebound by J. Dudley,,83,98
420,4,5:39.0,T. Ulis makes 2-pt jump shot from 9 ft,,85,98
421,4,5:39.0,Shooting foul by W. Reed (drawn by T. Ulis),,85,98
422,4,5:39.0,T. Ulis misses free throw 1 of 1,,85,98
423,4,5:39.0,,H. Whiteside enters the game for W. Reed,85,98
424,4,5:39.0,D. Booker enters the game for J. Dudley,,85,98
425,4,5:39.0,T. Warren enters the game for D. Jones,,85,98
426,4,5:38.0,,Defensive rebound by J. Johnson,85,98
427,4,5:22.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),85,100
428,4,5:22.0,,Shooting foul by M. Chriss (drawn by H. Whiteside),85,100
429,4,5:22.0,,H. Whiteside makes free throw 1 of 1,85,101
430,4,5:13.0,Shooting foul by H. Whiteside (drawn by M. Chriss),,85,101
431,4,5:13.0,M. Chriss misses free throw 1 of 2,,85,101
432,4,5:13.0,Offensive rebound by Team,,85,101
433,4,5:13.0,A. Len enters the game for T. Ulis,,85,101
434,4,5:13.0,M. Chriss makes free throw 2 of 2,,86,101
435,4,4:57.0,,J. Richardson makes 2-pt jump shot from 11 ft,86,103
436,4,4:47.0,L. Barbosa misses 2-pt layup from 2 ft (block by J. Richardson),,86,103
437,4,4:46.0,,Defensive rebound by J. Richardson,86,103
438,4,4:40.0,,G. Dragić makes 2-pt jump shot from 15 ft,86,105
439,4,4:39.0,Phoenix full timeout,,86,105
440,4,4:39.0,T. Ulis enters the game for L. Barbosa,,86,105
441,4,4:21.0,M. Chriss misses 2-pt jump shot from 22 ft,,86,105
442,4,4:20.0,Offensive rebound by D. Booker,,86,105
443,4,4:15.0,Turnover by A. Len (bad pass; steal by G. Dragić),,86,105
444,4,4:06.0,,G. Dragić misses 3-pt jump shot from 25 ft,86,105
445,4,4:05.0,Defensive rebound by A. Len,,86,105
446,4,3:55.0,T. Ulis misses 2-pt jump shot from 15 ft,,86,105
447,4,3:54.0,,Defensive rebound by H. Whiteside,86,105
448,4,3:41.0,,Offensive foul by H. Whiteside (drawn by D. Booker),86,105
449,4,3:41.0,,Turnover by H. Whiteside (offensive foul),86,105
450,4,3:41.0,J. Eddie enters the game for D. Booker,,86,105
451,4,3:41.0,,T. Johnson enters the game for G. Dragić,86,105
452,4,3:32.0,Turnover by M. Chriss (bad pass; steal by H. Whiteside),,86,105
453,4,3:14.0,,H. Whiteside makes 2-pt layup from 2 ft,86,107
454,4,3:05.0,J. Eddie misses 3-pt jump shot from 24 ft,,86,107
455,4,3:04.0,,Defensive rebound by H. Whiteside,86,107
456,4,2:56.0,,H. Whiteside makes 2-pt jump shot from 12 ft,86,109
457,4,2:56.0,,Shooting foul by A. Len (drawn by H. Whiteside),86,109
458,4,2:56.0,,R. McGruder enters the game for W. Ellington,86,109
459,4,2:56.0,,O. White enters the game for J. Johnson,86,109
460,4,2:56.0,D. Jones enters the game for T. Warren,,86,109
461,4,2:56.0,,H. Whiteside makes free throw 1 of 1,86,110
462,4,2:45.0,M. Chriss makes 2-pt dunk at rim,,88,110
463,4,2:22.0,,R. McGruder makes 2-pt jump shot from 21 ft (assist by T. Johnson),88,112
464,4,2:08.0,Shooting foul by R. McGruder (drawn by M. Chriss),,88,112
465,4,2:08.0,M. Chriss makes free throw 1 of 2,,89,112
466,4,2:08.0,,W. Reed enters the game for H. Whiteside,88,112
467,4,2:08.0,M. Chriss makes free throw 2 of 2,,90,112
468,4,1:52.0,,J. Richardson misses 2-pt jump shot from 22 ft,90,112
469,4,1:51.0,Defensive rebound by M. Chriss,,90,112
470,4,1:31.0,M. Chriss makes 2-pt hook shot from 6 ft,,92,112
471,4,1:31.0,Shooting foul by W. Reed (drawn by M. Chriss),,92,112
472,4,1:31.0,M. Chriss makes free throw 1 of 1,,93,112
473,4,1:07.0,,Turnover by Team (shot clock),93,112
474,4,0:58.0,Turnover by M. Chriss (lost ball),,93,112
475,4,0:38.0,,O. White misses 2-pt layup from 3 ft (block by A. Len),93,112
476,4,0:37.0,Defensive rebound by T. Ulis,,93,112
477,4,0:27.0,Shooting foul by W. Reed (drawn by D. Jones),,93,112
478,4,0:27.0,D. Jones makes free throw 1 of 2,,94,112
479,4,0:27.0,D. Jones makes free throw 2 of 2,,95,112
480,4,0:12.0,,Turnover by R. McGruder (bad pass; steal by M. Chriss),95,112
481,4,0:07.0,D. Jones misses 2-pt layup from 1 ft,,95,112
482,4,0:05.0,Offensive rebound by J. Eddie,,95,112
483,4,0:05.0,J. Eddie makes 2-pt layup at rim,,97,112
