,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BOSTON_ACTION,MINNESOTA_SCORE,BOSTON_SCORE
29,1,8:45.0,Personal foul by J. Crowder (drawn by R. Rubio),,7,12
30,1,8:33.0,A. Wiggins misses 2-pt jump shot from 18 ft,,7,12
31,1,8:32.0,,Defensive rebound by A. Bradley,7,12
32,1,8:15.0,,J. Crowder misses 3-pt jump shot from 23 ft,7,12
33,1,8:14.0,Defensive rebound by G. Dieng,,7,12
34,1,7:56.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,9,12
35,1,7:42.0,,Shooting block foul by G. Dieng (drawn by J. Crowder),9,12
36,1,7:42.0,,J. Crowder makes free throw 1 of 2,9,13
37,1,7:42.0,,J. Crowder makes free throw 2 of 2,9,14
38,1,7:29.0,G. Dieng misses 2-pt jump shot from 16 ft,,9,14
39,1,7:28.0,,Defensive rebound by A. Bradley,9,14
40,1,7:17.0,,A. Horford makes 2-pt hook shot from 6 ft (assist by I. Thomas),9,16
41,1,7:02.0,Minnesota full timeout,,9,16
42,1,6:55.0,A. Wiggins misses 2-pt jump shot from 17 ft,,9,16
43,1,6:54.0,,Defensive rebound by A. Horford,9,16
44,1,6:43.0,,A. Johnson makes 2-pt hook shot from 10 ft (assist by A. Horford),9,18
45,1,6:23.0,B. Rush misses 3-pt jump shot from 24 ft,,9,18
46,1,6:22.0,,Defensive rebound by J. Crowder,9,18
47,1,6:13.0,,A. Bradley misses 2-pt jump shot from 19 ft,9,18
48,1,6:12.0,Defensive rebound by A. Wiggins,,9,18
49,1,5:53.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,12,18
50,1,5:34.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by A. Bradley),12,20
51,1,5:14.0,G. Dieng makes 2-pt layup from 3 ft,,14,20
52,1,5:01.0,,A. Horford misses 3-pt jump shot from 25 ft,14,20
53,1,5:00.0,Defensive rebound by K. Towns,,14,20
54,1,4:55.0,,M. Smart enters the game for J. Crowder,14,20
55,1,4:55.0,,K. Olynyk enters the game for A. Horford,14,20
56,1,4:55.0,N. Bjelica enters the game for K. Towns,,14,20
57,1,4:45.0,Shooting block foul by A. Johnson (drawn by A. Wiggins),,14,20
58,1,4:45.0,A. Wiggins misses free throw 1 of 2,,14,20
59,1,4:45.0,Offensive rebound by Team,,14,20
60,1,4:45.0,A. Wiggins misses free throw 2 of 2,,14,20
61,1,4:45.0,Offensive rebound by N. Bjelica,,14,20
62,1,4:31.0,B. Rush makes 3-pt jump shot from 25 ft (assist by R. Rubio),,17,20
63,1,4:07.0,,K. Olynyk makes 2-pt jump shot from 13 ft,17,22
64,1,3:43.0,G. Dieng misses 2-pt jump shot from 15 ft,,17,22
65,1,3:42.0,Offensive rebound by G. Dieng,,17,22
66,1,3:39.0,G. Dieng makes 2-pt hook shot from 7 ft,,19,22
67,1,3:31.0,,I. Thomas misses 3-pt jump shot from 24 ft,19,22
68,1,3:30.0,Defensive rebound by R. Rubio,,19,22
69,1,3:20.0,R. Rubio makes 2-pt jump shot from 19 ft,,21,22
70,1,3:20.0,,Boston full timeout,21,22
71,1,3:20.0,,J. Jerebko enters the game for A. Johnson,21,22
72,1,3:20.0,S. Muhammad enters the game for B. Rush,,21,22
73,1,3:06.0,,Shooting foul by G. Dieng (drawn by K. Olynyk),21,22
74,1,3:06.0,,K. Olynyk makes free throw 1 of 2,21,23
75,1,3:06.0,,J. Brown enters the game for I. Thomas,21,23
76,1,3:06.0,,K. Olynyk makes free throw 2 of 2,21,24
77,1,2:51.0,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),,23,24
78,1,2:36.0,,M. Smart makes 2-pt jump shot from 8 ft (assist by K. Olynyk),23,26
79,1,2:14.0,S. Muhammad misses 3-pt jump shot from 25 ft,,23,26
80,1,2:12.0,Offensive rebound by G. Dieng,,23,26
81,1,2:08.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by G. Dieng),,26,26
82,1,1:53.0,,J. Jerebko misses 2-pt hook shot from 6 ft,26,26
83,1,1:53.0,Defensive rebound by N. Bjelica,,26,26
84,1,1:40.0,S. Muhammad makes 2-pt hook shot from 10 ft (assist by R. Rubio),,28,26
85,1,1:24.0,,Personal foul by G. Dieng (drawn by K. Olynyk),28,26
86,1,1:24.0,,K. Olynyk misses free throw 1 of 2,28,26
87,1,1:24.0,,Offensive rebound by Team,28,26
88,1,1:24.0,K. Towns enters the game for G. Dieng,,28,26
89,1,1:24.0,K. Dunn enters the game for R. Rubio,,28,26
90,1,1:24.0,,T. Rozier enters the game for A. Bradley,28,26
91,1,1:24.0,,K. Olynyk makes free throw 2 of 2,28,27
92,1,1:11.0,K. Dunn makes 2-pt jump shot from 7 ft,,30,27
93,1,0:58.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by J. Jerebko),30,30
94,1,0:43.0,Offensive foul by N. Bjelica (drawn by T. Rozier),,30,30
95,1,0:43.0,Turnover by N. Bjelica (offensive foul),,30,30
96,1,0:25.0,,M. Smart misses 3-pt jump shot from 26 ft,30,30
97,1,0:24.0,Defensive rebound by K. Towns,,30,30
98,1,0:02.0,A. Wiggins makes 2-pt jump shot from 20 ft,,32,30
99,1,0:00.0,,M. Smart misses 3-pt jump shot from 74 ft,32,30
100,1,0:00.0,,Offensive rebound by Team,32,30
101,2,11:45.0,,Turnover by M. Smart (bad pass; steal by K. Dunn),32,30
102,2,11:22.0,K. Dunn misses 2-pt jump shot from 23 ft,,32,30
103,2,11:21.0,,Defensive rebound by J. Brown,32,30
104,2,11:14.0,,Turnover by J. Brown (lost ball),32,30
105,2,11:00.0,K. Towns makes 2-pt jump shot from 18 ft,,34,30
106,2,10:36.0,,J. Brown makes 2-pt jump shot from 17 ft (assist by T. Rozier),34,32
107,2,10:23.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by T. Jones),,37,32
108,2,10:10.0,,Loose ball foul by M. Smart (drawn by K. Dunn),37,32
109,2,10:10.0,,Turnover by M. Smart (offensive foul),37,32
110,2,9:47.0,K. Towns makes 3-pt jump shot from 26 ft (assist by S. Muhammad),,40,32
111,2,9:31.0,,A. Horford makes 2-pt hook shot from 7 ft,40,34
112,2,9:20.0,S. Muhammad misses 3-pt jump shot from 24 ft,,40,34
113,2,9:19.0,,Defensive rebound by J. Jerebko,40,34
114,2,9:10.0,,T. Rozier misses 2-pt jump shot from 7 ft,40,34
115,2,9:09.0,Defensive rebound by K. Towns,,40,34
116,2,8:59.0,S. Muhammad misses 2-pt layup from 2 ft (block by A. Horford),,40,34
117,2,8:58.0,,Defensive rebound by T. Rozier,40,34
118,2,8:52.0,,M. Smart makes 2-pt layup from 2 ft (assist by T. Rozier),40,36
119,2,8:25.0,T. Jones makes 2-pt layup from 2 ft,,42,36
120,2,8:14.0,,T. Rozier misses 3-pt jump shot from 26 ft,42,36
121,2,8:13.0,Defensive rebound by K. Towns,,42,36
122,2,7:56.0,S. Muhammad misses 3-pt jump shot from 26 ft,,42,36
123,2,7:55.0,,Defensive rebound by J. Jerebko,42,36
124,2,7:48.0,,J. Brown misses 2-pt layup from 3 ft (block by S. Muhammad),42,36
125,2,7:47.0,,Offensive rebound by Team,42,36
126,2,7:47.0,Official timeout,,42,36
127,2,7:47.0,,I. Thomas enters the game for M. Smart,42,36
128,2,7:47.0,,A. Johnson enters the game for J. Jerebko,42,36
129,2,7:47.0,,J. Crowder enters the game for J. Brown,42,36
130,2,7:36.0,,J. Crowder misses 2-pt jump shot from 6 ft,42,36
131,2,7:35.0,Defensive rebound by N. Bjelica,,42,36
132,2,7:31.0,S. Muhammad makes 2-pt dunk at rim (assist by N. Bjelica),,44,36
133,2,7:12.0,,Personal foul by T. Jones (drawn by A. Johnson),44,36
134,2,7:12.0,A. Wiggins enters the game for T. Jones,,44,36
135,2,7:01.0,,A. Horford misses 2-pt hook shot from 8 ft,44,36
136,2,7:00.0,Defensive rebound by N. Bjelica,,44,36
137,2,6:52.0,N. Bjelica misses 2-pt jump shot from 4 ft,,44,36
138,2,6:52.0,Offensive rebound by Team,,44,36
139,2,6:52.0,R. Rubio enters the game for K. Dunn,,44,36
140,2,6:40.0,N. Bjelica misses 2-pt hook shot from 6 ft,,44,36
141,2,6:37.0,Offensive rebound by S. Muhammad,,44,36
142,2,6:32.0,S. Muhammad makes 2-pt dunk at rim (assist by A. Wiggins),,46,36
143,2,6:21.0,,Shooting foul by R. Rubio (drawn by I. Thomas),46,36
144,2,6:21.0,,I. Thomas makes free throw 1 of 3,46,37
145,2,6:21.0,,I. Thomas makes free throw 2 of 3,46,38
146,2,6:21.0,,A. Bradley enters the game for T. Rozier,46,38
147,2,6:21.0,,K. Olynyk enters the game for A. Horford,46,38
148,2,6:21.0,,I. Thomas makes free throw 3 of 3,46,39
149,2,6:12.0,A. Wiggins misses 2-pt layup from 2 ft,,46,39
150,2,6:11.0,,Defensive rebound by A. Johnson,46,39
151,2,6:05.0,,I. Thomas makes 2-pt layup from 2 ft (assist by A. Johnson),46,41
152,2,5:43.0,N. Bjelica misses 3-pt jump shot from 24 ft,,46,41
153,2,5:42.0,,Defensive rebound by A. Johnson,46,41
154,2,5:36.0,,Turnover by I. Thomas (bad pass),46,41
155,2,5:36.0,,Boston full timeout,46,41
156,2,5:36.0,B. Rush enters the game for N. Bjelica,,46,41
157,2,5:21.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,48,41
158,2,5:07.0,,Shooting foul by B. Rush (drawn by I. Thomas),48,41
159,2,5:07.0,,I. Thomas makes free throw 1 of 2,48,42
160,2,5:07.0,,I. Thomas makes free throw 2 of 2,48,43
161,2,5:02.0,Shooting block foul by K. Olynyk (drawn by S. Muhammad),,48,43
162,2,5:02.0,S. Muhammad makes free throw 1 of 2,,49,43
163,2,5:02.0,S. Muhammad makes free throw 2 of 2,,50,43
164,2,4:43.0,,Turnover by K. Olynyk (traveling),50,43
165,2,4:27.0,A. Wiggins misses 2-pt layup from 2 ft (block by A. Johnson),,50,43
166,2,4:25.0,,Defensive rebound by A. Bradley,50,43
167,2,4:20.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Bradley),50,46
168,2,3:57.0,K. Towns makes 2-pt jump shot from 17 ft (assist by B. Rush),,52,46
169,2,3:40.0,,Shooting foul by K. Towns (drawn by A. Johnson),52,46
170,2,3:40.0,,A. Johnson makes free throw 1 of 2,52,47
171,2,3:40.0,,A. Johnson misses free throw 2 of 2,52,47
172,2,3:40.0,Defensive rebound by Team,,52,47
173,2,3:40.0,,A. Horford enters the game for K. Olynyk,52,47
174,2,3:29.0,Shooting foul by A. Johnson (drawn by K. Towns),,52,47
175,2,3:29.0,K. Towns makes free throw 1 of 2,,53,47
176,2,3:29.0,,M. Smart enters the game for A. Johnson,53,47
177,2,3:29.0,K. Towns makes free throw 2 of 2,,54,47
178,2,3:12.0,,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),54,49
179,2,2:45.0,A. Wiggins misses 2-pt jump shot from 7 ft,,54,49
180,2,2:44.0,Offensive rebound by A. Wiggins,,54,49
181,2,2:43.0,A. Wiggins misses 2-pt layup from 1 ft (block by J. Crowder),,54,49
182,2,2:42.0,Offensive rebound by B. Rush,,54,49
183,2,2:39.0,B. Rush misses 2-pt layup from 2 ft,,54,49
184,2,2:38.0,,Defensive rebound by J. Crowder,54,49
185,2,2:36.0,,Turnover by M. Smart (lost ball; steal by B. Rush),54,49
186,2,2:31.0,S. Muhammad makes 2-pt layup at rim (assist by B. Rush),,56,49
187,2,2:21.0,,M. Smart makes 2-pt layup from 1 ft,56,51
188,2,2:04.0,Shooting block foul by A. Bradley (drawn by S. Muhammad),,56,51
189,2,2:04.0,Minnesota full timeout,,56,51
190,2,2:04.0,S. Muhammad makes free throw 1 of 2,,57,51
191,2,2:04.0,S. Muhammad makes free throw 2 of 2,,58,51
192,2,1:50.0,,I. Thomas makes 2-pt layup from 2 ft (assist by M. Smart),58,53
193,2,1:30.0,R. Rubio misses 2-pt jump shot from 18 ft,,58,53
194,2,1:29.0,,Defensive rebound by I. Thomas,58,53
195,2,1:25.0,,I. Thomas misses 3-pt jump shot from 25 ft,58,53
196,2,1:24.0,Defensive rebound by S. Muhammad,,58,53
197,2,1:19.0,Turnover by R. Rubio (bad pass),,58,53
198,2,1:10.0,Violation by R. Rubio (kicked ball),,58,53
199,2,1:03.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by A. Horford),58,56
200,2,0:40.0,R. Rubio misses 3-pt jump shot from 26 ft,,58,56
201,2,0:38.0,,Defensive rebound by M. Smart,58,56
202,2,0:33.0,,Personal foul by B. Rush (drawn by I. Thomas),58,56
203,2,0:33.0,,I. Thomas makes free throw 1 of 2,58,57
204,2,0:33.0,,I. Thomas makes free throw 2 of 2,58,58
205,2,0:17.0,R. Rubio makes 2-pt jump shot from 17 ft,,60,58
206,2,0:01.0,,J. Crowder misses 2-pt layup from 2 ft,60,58
207,2,0:00.0,,Offensive rebound by Team,60,58
208,3,11:36.0,,Turnover by A. Horford (bad pass),60,58
209,3,11:29.0,Personal foul by J. Crowder (drawn by A. Wiggins),,60,58
210,3,11:14.0,A. Wiggins misses 2-pt jump shot from 17 ft,,60,58
211,3,11:13.0,,Defensive rebound by A. Johnson,60,58
212,3,10:58.0,,A. Horford makes 2-pt hook shot from 10 ft,60,60
213,3,10:58.0,,Shooting foul by K. Towns (drawn by A. Horford),60,60
214,3,10:58.0,,A. Horford makes free throw 1 of 1,60,61
215,3,10:51.0,B. Rush makes 2-pt jump shot from 18 ft (assist by R. Rubio),,62,61
216,3,10:37.0,,Personal foul by R. Rubio (drawn by I. Thomas),62,61
217,3,10:29.0,,A. Horford makes 2-pt layup from 1 ft (assist by A. Bradley),62,63
218,3,10:13.0,Offensive foul by K. Towns (drawn by A. Horford),,62,63
219,3,10:13.0,Turnover by K. Towns (offensive foul),,62,63
220,3,9:58.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by A. Horford),62,66
221,3,9:34.0,Shooting foul by I. Thomas (drawn by G. Dieng),,62,66
222,3,9:34.0,G. Dieng makes free throw 1 of 2,,63,66
223,3,9:34.0,G. Dieng makes free throw 2 of 2,,64,66
224,3,9:21.0,,A. Bradley misses 3-pt jump shot from 25 ft,64,66
225,3,9:20.0,,Offensive rebound by J. Crowder,64,66
226,3,9:17.0,,J. Crowder misses 2-pt jump shot from 16 ft,64,66
227,3,9:16.0,,Offensive rebound by A. Horford,64,66
228,3,9:13.0,,I. Thomas misses 3-pt jump shot from 26 ft,64,66
229,3,9:13.0,Defensive rebound by K. Towns,,64,66
230,3,9:00.0,G. Dieng misses 2-pt jump shot from 9 ft,,64,66
231,3,8:59.0,,Defensive rebound by I. Thomas,64,66
232,3,8:53.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by A. Horford),64,69
233,3,8:52.0,Minnesota full timeout,,64,69
234,3,8:38.0,R. Rubio misses 2-pt layup from 2 ft,,64,69
235,3,8:37.0,,Defensive rebound by A. Horford,64,69
236,3,8:32.0,,J. Crowder misses 3-pt jump shot from 23 ft,64,69
237,3,8:31.0,Defensive rebound by K. Towns,,64,69
238,3,8:18.0,A. Wiggins misses 2-pt hook shot from 10 ft,,64,69
239,3,8:17.0,,Defensive rebound by A. Horford,64,69
240,3,7:58.0,,I. Thomas misses 2-pt layup from 2 ft,64,69
241,3,7:57.0,Defensive rebound by G. Dieng,,64,69
242,3,7:47.0,B. Rush misses 3-pt jump shot from 24 ft,,64,69
243,3,7:46.0,Offensive rebound by R. Rubio,,64,69
244,3,7:39.0,B. Rush misses 3-pt jump shot from 24 ft,,64,69
245,3,7:38.0,,Defensive rebound by A. Horford,64,69
246,3,7:29.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by I. Thomas),64,72
247,3,7:10.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),,67,72
248,3,6:46.0,,A. Horford misses 2-pt jump shot from 19 ft,67,72
249,3,6:45.0,Defensive rebound by K. Towns,,67,72
250,3,6:34.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by G. Dieng),,69,72
251,3,6:18.0,,A. Bradley misses 2-pt layup from 3 ft,69,72
252,3,6:17.0,Defensive rebound by A. Wiggins,,69,72
253,3,6:08.0,K. Towns misses 3-pt jump shot from 25 ft,,69,72
254,3,6:07.0,,Defensive rebound by Team,69,72
255,3,5:56.0,,I. Thomas misses 3-pt jump shot from 26 ft,69,72
256,3,5:55.0,Defensive rebound by G. Dieng,,69,72
257,3,5:38.0,K. Towns makes 2-pt hook shot from 12 ft (assist by A. Wiggins),,71,72
258,3,5:26.0,,Personal foul by R. Rubio (drawn by A. Johnson),71,72
259,3,5:26.0,,K. Olynyk enters the game for A. Horford,71,72
260,3,5:26.0,,M. Smart enters the game for J. Crowder,71,72
261,3,5:26.0,K. Dunn enters the game for R. Rubio,,71,72
262,3,5:18.0,,Personal foul by K. Dunn (drawn by I. Thomas),71,72
263,3,5:05.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by I. Thomas),71,74
264,3,4:49.0,K. Dunn misses 2-pt jump shot from 18 ft,,71,74
265,3,4:48.0,Offensive rebound by K. Towns,,71,74
266,3,4:47.0,K. Towns misses 2-pt layup from 1 ft (block by A. Johnson),,71,74
267,3,4:45.0,Offensive rebound by G. Dieng,,71,74
268,3,4:41.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by K. Dunn),,73,74
269,3,4:15.0,,M. Smart misses 3-pt jump shot from 23 ft,73,74
270,3,4:13.0,Defensive rebound by K. Towns,,73,74
271,3,4:08.0,,Offensive charge foul by B. Rush (drawn by M. Smart),73,74
272,3,4:08.0,Turnover by B. Rush (offensive foul),,73,74
273,3,4:08.0,,J. Jerebko enters the game for A. Johnson,73,74
274,3,4:08.0,S. Muhammad enters the game for K. Towns,,73,74
275,3,3:57.0,,I. Thomas makes 2-pt layup from 1 ft (assist by K. Olynyk),73,76
276,3,3:39.0,Personal foul by I. Thomas (drawn by K. Dunn),,73,76
277,3,3:39.0,,J. Brown enters the game for A. Bradley,73,76
278,3,3:39.0,Offensive foul by G. Dieng (drawn by K. Olynyk),,73,76
279,3,3:39.0,Turnover by G. Dieng (offensive foul),,73,76
280,3,3:30.0,,I. Thomas misses 3-pt jump shot from 26 ft,73,76
281,3,3:29.0,Defensive rebound by B. Rush,,73,76
282,3,3:23.0,A. Wiggins misses 3-pt jump shot from 27 ft,,73,76
283,3,3:22.0,,Defensive rebound by K. Olynyk,73,76
284,3,3:21.0,,Boston full timeout,73,76
285,3,3:11.0,,M. Smart makes 2-pt jump shot from 21 ft (assist by K. Olynyk),73,78
286,3,2:59.0,Personal foul by M. Smart (drawn by A. Wiggins),,73,78
287,3,2:50.0,A. Wiggins makes 2-pt dunk at rim (assist by K. Dunn),,75,78
288,3,2:30.0,,K. Olynyk makes 2-pt hook shot from 5 ft (assist by J. Jerebko),75,80
289,3,2:08.0,S. Muhammad misses 3-pt jump shot from 24 ft,,75,80
290,3,2:07.0,,Defensive rebound by J. Brown,75,80
291,3,1:58.0,,M. Smart misses 2-pt jump shot from 17 ft,75,80
292,3,1:57.0,Defensive rebound by B. Rush,,75,80
293,3,1:45.0,A. Wiggins misses 2-pt jump shot from 17 ft,,75,80
294,3,1:44.0,,Defensive rebound by J. Brown,75,80
295,3,1:26.0,,K. Olynyk makes 2-pt dunk at rim (assist by M. Smart),75,82
296,3,1:01.0,A. Wiggins misses 2-pt layup from 1 ft,,75,82
297,3,1:00.0,,Defensive rebound by J. Brown,75,82
298,3,0:52.0,,Personal foul by K. Dunn (drawn by K. Olynyk),75,82
299,3,0:52.0,,K. Olynyk misses free throw 1 of 2,75,82
300,3,0:52.0,,Offensive rebound by Team,75,82
301,3,0:52.0,,T. Rozier enters the game for I. Thomas,75,82
302,3,0:52.0,,K. Olynyk makes free throw 2 of 2,75,83
303,3,0:41.0,K. Dunn makes 2-pt layup from 2 ft,,77,83
304,3,0:23.0,,T. Rozier makes 2-pt jump shot from 16 ft (assist by M. Smart),77,85
305,3,0:07.0,,Offensive charge foul by A. Wiggins (drawn by M. Smart),77,85
306,3,0:07.0,Turnover by A. Wiggins (offensive foul),,77,85
307,3,0:07.0,,I. Thomas enters the game for J. Jerebko,77,85
308,3,0:01.0,,K. Olynyk misses 3-pt jump shot from 23 ft,77,85
309,3,0:00.0,,Offensive rebound by Team,77,85
310,4,11:44.0,B. Rush misses 3-pt jump shot from 25 ft,,77,85
311,4,11:43.0,,Defensive rebound by M. Smart,77,85
312,4,11:24.0,,J. Brown makes 3-pt jump shot from 22 ft (assist by A. Horford),77,88
313,4,11:08.0,K. Dunn misses 2-pt layup from 2 ft,,77,88
314,4,11:07.0,Offensive rebound by K. Towns,,77,88
315,4,10:54.0,K. Towns misses 2-pt jump shot from 18 ft,,77,88
316,4,10:53.0,Offensive rebound by S. Muhammad,,77,88
317,4,10:53.0,S. Muhammad misses 2-pt layup from 1 ft,,77,88
318,4,10:51.0,,Defensive rebound by J. Jerebko,77,88
319,4,10:36.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by A. Horford),77,90
320,4,10:36.0,Minnesota full timeout,,77,90
321,4,10:36.0,L. Stephenson enters the game for B. Rush,,77,90
322,4,10:21.0,K. Dunn misses 2-pt jump shot from 10 ft,,77,90
323,4,10:19.0,,Defensive rebound by J. Jerebko,77,90
324,4,9:59.0,,T. Rozier misses 2-pt layup from 1 ft,77,90
325,4,9:58.0,Defensive rebound by T. Jones,,77,90
326,4,9:57.0,Shooting foul by J. Brown (drawn by S. Muhammad),,77,90
327,4,9:57.0,S. Muhammad misses free throw 1 of 2,,77,90
328,4,9:57.0,Offensive rebound by Team,,77,90
329,4,9:57.0,S. Muhammad makes free throw 2 of 2,,78,90
330,4,9:39.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Smart),78,93
331,4,9:13.0,Turnover by K. Towns (lost ball; steal by J. Brown),,78,93
332,4,9:08.0,,Turnover by J. Brown (lost ball; steal by T. Jones),78,93
333,4,9:02.0,T. Jones misses 2-pt jump shot from 6 ft,,78,93
334,4,9:01.0,Offensive rebound by K. Towns,,78,93
335,4,9:01.0,K. Towns makes 2-pt layup from 1 ft,,80,93
336,4,8:35.0,,J. Brown misses 3-pt jump shot from 26 ft,80,93
337,4,8:34.0,Defensive rebound by K. Dunn,,80,93
338,4,8:31.0,Minnesota full timeout,,80,93
339,4,8:31.0,G. Dieng enters the game for L. Stephenson,,80,93
340,4,8:21.0,K. Towns misses 3-pt jump shot from 26 ft,,80,93
341,4,8:20.0,,Defensive rebound by J. Brown,80,93
342,4,8:06.0,,J. Brown misses 2-pt layup from 1 ft,80,93
343,4,8:05.0,Defensive rebound by K. Towns,,80,93
344,4,8:01.0,Shooting foul by M. Smart (drawn by S. Muhammad),,80,93
345,4,8:01.0,S. Muhammad makes free throw 1 of 2,,81,93
346,4,8:01.0,R. Rubio enters the game for K. Dunn,,81,93
347,4,8:01.0,A. Wiggins enters the game for T. Jones,,81,93
348,4,8:01.0,S. Muhammad makes free throw 2 of 2,,82,93
349,4,7:44.0,,A. Horford makes 2-pt jump shot from 19 ft,82,95
350,4,7:20.0,A. Wiggins misses 2-pt layup from 2 ft (block by J. Jerebko),,82,95
351,4,7:18.0,,Defensive rebound by A. Horford,82,95
352,4,7:12.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by T. Rozier),82,97
353,4,7:12.0,,Violation by Team (jump ball),82,97
354,4,6:55.0,R. Rubio makes 2-pt jump shot from 19 ft,,84,97
355,4,6:33.0,,T. Rozier misses 3-pt jump shot from 25 ft,84,97
356,4,6:32.0,Defensive rebound by A. Wiggins,,84,97
357,4,6:26.0,S. Muhammad misses 3-pt jump shot from 26 ft,,84,97
358,4,6:25.0,,Defensive rebound by J. Jerebko,84,97
359,4,6:24.0,,Boston full timeout,84,97
360,4,6:24.0,,I. Thomas enters the game for M. Smart,84,97
361,4,6:24.0,,A. Bradley enters the game for J. Brown,84,97
362,4,6:24.0,,J. Crowder enters the game for T. Rozier,84,97
363,4,6:06.0,,A. Bradley makes 2-pt jump shot from 23 ft,84,99
364,4,5:40.0,S. Muhammad makes 2-pt jump shot from 11 ft,,86,99
365,4,5:24.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by J. Jerebko),86,102
366,4,5:04.0,K. Towns misses 3-pt jump shot from 25 ft,,86,102
367,4,5:03.0,Offensive rebound by Team,,86,102
368,4,5:03.0,,A. Johnson enters the game for A. Horford,86,102
369,4,4:52.0,A. Wiggins misses 2-pt jump shot from 7 ft,,86,102
370,4,4:51.0,Offensive rebound by K. Towns,,86,102
371,4,4:51.0,K. Towns misses 2-pt layup at rim,,86,102
372,4,4:50.0,,Defensive rebound by I. Thomas,86,102
373,4,4:43.0,,I. Thomas makes 3-pt jump shot from 25 ft,86,105
374,4,4:41.0,Minnesota full timeout,,86,105
375,4,4:32.0,R. Rubio makes 2-pt jump shot from 17 ft,,88,105
376,4,4:12.0,,I. Thomas misses 2-pt layup from 2 ft,88,105
377,4,4:12.0,,Offensive rebound by A. Johnson,88,105
378,4,4:09.0,,A. Bradley misses 3-pt jump shot from 24 ft,88,105
379,4,4:08.0,Defensive rebound by G. Dieng,,88,105
380,4,4:02.0,R. Rubio misses 3-pt jump shot from 26 ft,,88,105
381,4,4:01.0,Offensive rebound by Team,,88,105
382,4,3:53.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,90,105
