,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
144,2,6:32.0,,J. Brown misses 2-pt jump shot from 18 ft,30,38
145,2,6:32.0,Defensive rebound by D. Bertāns,,30,38
146,2,6:25.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by T. Parker),,33,38
147,2,6:24.0,,Boston full timeout,33,38
148,2,6:24.0,,I. Thomas enters the game for A. Johnson,33,38
149,2,6:24.0,,J. Jerebko enters the game for T. Rozier,33,38
150,2,6:24.0,,J. Crowder enters the game for J. Brown,33,38
151,2,6:09.0,,A. Horford misses 2-pt jump shot from 14 ft,33,38
152,2,6:08.0,Defensive rebound by D. Green,,33,38
153,2,5:51.0,K. Leonard misses 3-pt jump shot from 26 ft,,33,38
154,2,5:50.0,,Defensive rebound by J. Crowder,33,38
155,2,5:29.0,,A. Bradley misses 2-pt jump shot from 18 ft,33,38
156,2,5:27.0,Defensive rebound by Team,,33,38
157,2,5:11.0,L. Aldridge makes 2-pt hook shot from 14 ft,,35,38
158,2,4:51.0,,I. Thomas misses 2-pt jump shot from 7 ft,35,38
159,2,4:50.0,Defensive rebound by D. Green,,35,38
160,2,4:33.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by L. Aldridge),,37,38
161,2,4:21.0,,J. Jerebko makes 2-pt hook shot from 7 ft (assist by I. Thomas),37,40
162,2,4:21.0,San Antonio full timeout,,37,40
163,2,4:21.0,,M. Smart enters the game for J. Jerebko,37,40
164,2,4:21.0,P. Mills enters the game for D. Green,,37,40
165,2,4:21.0,M. Ginóbili enters the game for T. Parker,,37,40
166,2,4:03.0,D. Bertāns makes 2-pt dunk at rim (assist by K. Leonard),,39,40
167,2,3:44.0,,J. Crowder misses 3-pt jump shot from 25 ft,39,40
168,2,3:43.0,Defensive rebound by K. Leonard,,39,40
169,2,3:24.0,K. Leonard misses 2-pt jump shot from 14 ft,,39,40
170,2,3:23.0,,Defensive rebound by A. Horford,39,40
171,2,3:04.0,,Offensive foul by A. Horford (drawn by K. Leonard),39,40
172,2,3:04.0,,Turnover by A. Horford (offensive foul),39,40
173,2,2:49.0,L. Aldridge misses 2-pt jump shot from 16 ft,,39,40
174,2,2:48.0,,Defensive rebound by J. Crowder,39,40
175,2,2:38.0,,J. Crowder misses 3-pt jump shot from 25 ft,39,40
176,2,2:37.0,,Offensive rebound by M. Smart,39,40
177,2,2:35.0,,M. Smart makes 2-pt jump shot from 6 ft,39,42
178,2,2:21.0,,Offensive charge foul by M. Ginóbili (drawn by J. Crowder),39,42
179,2,2:21.0,Turnover by M. Ginóbili (offensive foul),,39,42
180,2,2:13.0,,I. Thomas makes 2-pt jump shot from 19 ft (assist by J. Crowder),39,44
181,2,2:12.0,San Antonio full timeout,,39,44
182,2,1:59.0,K. Leonard misses 2-pt hook shot from 10 ft,,39,44
183,2,1:58.0,,Defensive rebound by A. Horford,39,44
184,2,1:45.0,,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),39,46
185,2,1:27.0,Shooting foul by I. Thomas (drawn by P. Mills),,39,46
186,2,1:27.0,P. Mills makes free throw 1 of 2,,40,46
187,2,1:27.0,J. Simmons enters the game for K. Leonard,,40,46
188,2,1:27.0,D. Lee enters the game for L. Aldridge,,40,46
189,2,1:27.0,D. Green enters the game for D. Bertāns,,40,46
190,2,1:27.0,P. Mills makes free throw 2 of 2,,41,46
191,2,1:16.0,,I. Thomas misses 3-pt jump shot from 25 ft,41,46
192,2,1:15.0,,Offensive rebound by A. Horford,41,46
193,2,1:15.0,,A. Horford makes 2-pt layup from 2 ft,41,48
194,2,0:59.0,D. Lee makes 2-pt layup from 2 ft (assist by D. Green),,43,48
195,2,0:44.0,,A. Horford misses 2-pt jump shot from 17 ft,43,48
196,2,0:43.0,Defensive rebound by D. Green,,43,48
197,2,0:28.0,Shooting foul by J. Crowder (drawn by M. Ginóbili),,43,48
198,2,0:28.0,M. Ginóbili makes free throw 1 of 2,,44,48
199,2,0:28.0,M. Ginóbili misses free throw 2 of 2,,44,48
200,2,0:28.0,,Defensive rebound by J. Crowder,44,48
201,2,0:04.0,,J. Crowder misses 3-pt jump shot from 26 ft,44,48
202,2,0:02.0,,Offensive rebound by A. Horford,44,48
203,2,0:02.0,,A. Horford misses 2-pt layup from 1 ft,44,48
204,2,0:01.0,Defensive rebound by M. Ginóbili,,44,48
205,2,0:01.0,Personal block foul by J. Crowder (drawn by M. Ginóbili),,44,48
206,2,0:01.0,M. Ginóbili makes free throw 1 of 2,,45,48
207,2,0:01.0,P. Gasol enters the game for D. Lee,,45,48
208,2,0:01.0,,J. Jerebko enters the game for A. Bradley,46,48
209,2,0:01.0,,J. Brown enters the game for I. Thomas,46,48
210,2,0:01.0,M. Ginóbili makes free throw 2 of 2,,46,48
211,2,0:01.0,,Boston full timeout,46,48
212,3,11:33.0,,I. Thomas misses 2-pt hook shot from 8 ft,46,48
213,3,11:33.0,,Offensive rebound by A. Johnson,46,48
214,3,11:33.0,,A. Johnson misses 2-pt layup from 1 ft,46,48
215,3,11:32.0,Defensive rebound by P. Gasol,,46,48
216,3,11:20.0,L. Aldridge misses 2-pt jump shot from 13 ft,,46,48
217,3,11:19.0,Offensive rebound by Team,,46,48
218,3,11:19.0,Personal foul by A. Horford (drawn by P. Gasol),,46,48
219,3,11:04.0,T. Parker makes 2-pt layup from 2 ft (assist by L. Aldridge),,48,48
220,3,10:52.0,,A. Bradley misses 2-pt layup from 1 ft (block by P. Gasol),48,48
221,3,10:51.0,Defensive rebound by P. Gasol,,48,48
222,3,10:37.0,L. Aldridge misses 2-pt jump shot from 5 ft,,48,48
223,3,10:36.0,,Defensive rebound by A. Horford,48,48
224,3,10:26.0,,Turnover by J. Crowder (bad pass),48,48
225,3,10:12.0,T. Parker makes 2-pt layup at rim,,50,48
226,3,10:12.0,Shooting foul by I. Thomas (drawn by T. Parker),,50,48
227,3,10:12.0,T. Parker makes free throw 1 of 1,,51,48
228,3,9:52.0,,A. Johnson misses 2-pt layup from 2 ft (block by K. Leonard),51,48
229,3,9:50.0,Defensive rebound by K. Leonard,,51,48
230,3,9:38.0,K. Leonard makes 2-pt layup from 2 ft (assist by P. Gasol),,53,48
231,3,9:22.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Crowder),53,51
232,3,9:08.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by T. Parker),,55,51
233,3,8:51.0,,A. Johnson misses 3-pt jump shot from 26 ft,55,51
234,3,8:50.0,Defensive rebound by K. Leonard,,55,51
235,3,8:37.0,Shooting foul by A. Johnson (drawn by D. Green),,55,51
236,3,8:37.0,D. Green makes free throw 1 of 2,,56,51
237,3,8:37.0,,K. Olynyk enters the game for A. Johnson,56,51
238,3,8:37.0,D. Green makes free throw 2 of 2,,57,51
239,3,8:25.0,,A. Horford makes 2-pt layup from 2 ft (assist by I. Thomas),57,53
240,3,8:09.0,L. Aldridge misses 2-pt jump shot from 20 ft,,57,53
241,3,8:08.0,,Defensive rebound by A. Bradley,57,53
242,3,7:45.0,,J. Crowder misses 3-pt jump shot from 24 ft,57,53
243,3,7:44.0,Defensive rebound by D. Green,,57,53
244,3,7:25.0,K. Leonard makes 2-pt dunk at rim (assist by L. Aldridge),,59,53
245,3,7:25.0,,Boston full timeout,59,53
246,3,7:10.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by K. Olynyk),59,56
247,3,6:43.0,P. Gasol misses 2-pt jump shot from 9 ft,,59,56
248,3,6:42.0,Offensive rebound by Team,,59,56
249,3,6:40.0,P. Gasol misses 3-pt jump shot from 27 ft,,59,56
250,3,6:40.0,Offensive rebound by Team,,59,56
251,3,6:40.0,Turnover by Team (shot clock),,59,56
252,3,6:30.0,,I. Thomas misses 3-pt jump shot from 23 ft,59,56
253,3,6:29.0,Defensive rebound by K. Leonard,,59,56
254,3,6:14.0,K. Leonard makes 2-pt jump shot from 16 ft,,61,56
255,3,5:57.0,,A. Horford misses 3-pt jump shot from 26 ft,61,56
256,3,5:57.0,Defensive rebound by T. Parker,,61,56
257,3,5:46.0,T. Parker misses 2-pt layup from 1 ft,,61,56
258,3,5:45.0,,Defensive rebound by A. Horford,61,56
259,3,5:42.0,,A. Bradley makes 2-pt dunk at rim (assist by A. Horford),61,58
260,3,5:27.0,Turnover by P. Gasol (offensive foul),,61,58
261,3,5:27.0,,Offensive charge foul by P. Gasol (drawn by K. Olynyk),61,58
262,3,5:27.0,P. Mills enters the game for L. Aldridge,,61,58
263,3,5:27.0,D. Lee enters the game for D. Green,,61,58
264,3,5:27.0,M. Ginóbili enters the game for T. Parker,,61,58
265,3,5:07.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Crowder),61,61
266,3,4:52.0,Turnover by P. Gasol (bad pass; steal by K. Olynyk),,61,61
267,3,4:47.0,,Turnover by A. Bradley (bad pass),61,61
268,3,4:30.0,K. Leonard misses 3-pt jump shot from 26 ft,,61,61
269,3,4:29.0,,Defensive rebound by A. Horford,61,61
270,3,4:19.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by I. Thomas),61,64
271,3,4:17.0,San Antonio full timeout,,61,64
272,3,4:17.0,,J. Jerebko enters the game for J. Crowder,61,64
273,3,4:17.0,,T. Rozier enters the game for A. Horford,61,64
274,3,4:17.0,,M. Smart enters the game for A. Bradley,61,64
275,3,4:17.0,D. Bertāns enters the game for P. Gasol,,61,64
276,3,4:06.0,P. Mills makes 2-pt layup from 2 ft,,63,64
277,3,3:44.0,,J. Jerebko misses 2-pt jump shot from 19 ft,63,64
278,3,3:43.0,Defensive rebound by D. Lee,,63,64
279,3,3:38.0,Personal foul by M. Smart (drawn by K. Leonard),,63,64
280,3,3:38.0,J. Simmons enters the game for K. Leonard,,63,64
281,3,3:32.0,Turnover by M. Ginóbili (bad pass; steal by M. Smart),,63,64
282,3,3:26.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by I. Thomas),63,67
283,3,3:16.0,M. Ginóbili misses 2-pt layup from 2 ft,,63,67
284,3,3:16.0,Offensive rebound by D. Lee,,63,67
285,3,3:15.0,Shooting foul by M. Smart (drawn by D. Lee),,63,67
286,3,3:15.0,D. Lee makes free throw 1 of 2,,64,67
287,3,3:15.0,D. Lee makes free throw 2 of 2,,65,67
288,3,3:03.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by I. Thomas),65,69
289,3,2:48.0,J. Simmons makes 2-pt jump shot from 8 ft (assist by P. Mills),,67,69
290,3,2:39.0,,I. Thomas misses 3-pt jump shot from 25 ft,67,69
291,3,2:38.0,Defensive rebound by Team,,67,69
292,3,2:24.0,D. Lee makes 2-pt dunk at rim (assist by J. Simmons),,69,69
293,3,2:17.0,,Personal block foul by P. Mills,69,69
294,3,2:17.0,,T. Zeller enters the game for K. Olynyk,69,69
295,3,2:10.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by M. Smart),69,72
296,3,2:00.0,Turnover by P. Mills (bad pass; steal by T. Rozier),,69,72
297,3,2:00.0,,Personal foul by M. Ginóbili (drawn by T. Rozier),69,72
298,3,1:46.0,,I. Thomas misses 2-pt layup from 2 ft,69,72
299,3,1:45.0,,Offensive rebound by M. Smart,69,72
300,3,1:45.0,,M. Smart misses 2-pt layup from 1 ft,69,72
301,3,1:44.0,Defensive rebound by D. Bertāns,,69,72
302,3,1:39.0,J. Simmons misses 2-pt layup from 2 ft,,69,72
303,3,1:38.0,Offensive rebound by D. Lee,,69,72
304,3,1:37.0,D. Lee misses 2-pt layup from 1 ft,,69,72
305,3,1:36.0,,Defensive rebound by J. Jerebko,69,72
306,3,1:31.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Jerebko),69,74
307,3,1:12.0,D. Bertāns misses 3-pt jump shot from 27 ft,,69,74
308,3,1:10.0,Offensive rebound by D. Lee,,69,74
309,3,0:58.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,69,74
310,3,0:57.0,,Defensive rebound by J. Jerebko,69,74
311,3,0:39.0,,I. Thomas misses 3-pt jump shot from 25 ft,69,74
312,3,0:38.0,Defensive rebound by P. Mills,,69,74
313,3,0:24.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. Lee),,72,74
314,3,0:06.0,,Turnover by I. Thomas (lost ball),72,74
315,3,0:05.0,,A. Bradley enters the game for I. Thomas,72,74
316,3,0:00.0,P. Mills makes 3-pt jump shot from 34 ft,,75,74
317,3,0:00.0,,M. Smart misses 3-pt jump shot from 74 ft,75,74
318,3,0:00.0,,Offensive rebound by Team,75,74
319,4,11:47.0,Personal foul by A. Bradley (drawn by J. Simmons),,75,74
320,4,11:38.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by M. Ginóbili),,78,74
321,4,11:21.0,,A. Bradley makes 2-pt jump shot from 8 ft (assist by M. Smart),78,76
322,4,11:08.0,Turnover by J. Simmons (lost ball; steal by K. Olynyk),,78,76
323,4,11:02.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by M. Smart),78,79
324,4,10:51.0,Shooting foul by T. Rozier (drawn by P. Mills),,78,79
325,4,10:51.0,P. Mills makes free throw 1 of 2,,79,79
326,4,10:51.0,P. Mills makes free throw 2 of 2,,80,79
327,4,10:38.0,,A. Horford makes 2-pt dunk at rim (assist by M. Smart),80,81
328,4,10:24.0,P. Mills misses 2-pt jump shot from 18 ft,,80,81
329,4,10:23.0,,Defensive rebound by A. Bradley,80,81
330,4,10:11.0,,M. Smart misses 2-pt jump shot from 11 ft,80,81
331,4,10:10.0,Defensive rebound by D. Lee,,80,81
332,4,9:57.0,J. Simmons makes 2-pt jump shot from 12 ft (assist by D. Lee),,82,81
333,4,9:41.0,,T. Rozier misses 3-pt jump shot from 25 ft,82,81
334,4,9:40.0,Defensive rebound by D. Lee,,82,81
335,4,9:31.0,Turnover by P. Mills (bad pass),,82,81
336,4,9:31.0,,Technical foul by M. Smart,82,81
337,4,9:31.0,P. Mills makes technical free throw,,83,81
338,4,9:31.0,T. Parker enters the game for P. Mills,,83,81
339,4,9:31.0,D. Green enters the game for M. Ginóbili,,83,81
340,4,9:31.0,L. Aldridge enters the game for D. Lee,,83,81
341,4,9:21.0,,K. Olynyk misses 3-pt jump shot from 26 ft,83,81
342,4,9:20.0,Defensive rebound by Team,,83,81
343,4,9:08.0,Turnover by T. Parker (bad pass; steal by K. Olynyk),,83,81
344,4,8:51.0,,A. Bradley misses 2-pt layup from 2 ft,83,81
345,4,8:51.0,Defensive rebound by Team,,83,81
346,4,8:51.0,Official timeout,,83,81
347,4,8:51.0,K. Leonard enters the game for J. Simmons,,83,81
348,4,8:27.0,T. Parker misses 2-pt jump shot from 22 ft,,83,81
349,4,8:27.0,Offensive rebound by K. Leonard,,83,81
350,4,8:23.0,D. Green makes 3-pt jump shot from 27 ft (assist by K. Leonard),,86,81
351,4,8:06.0,,M. Smart misses 3-pt jump shot from 25 ft,86,81
352,4,8:04.0,Defensive rebound by D. Green,,86,81
353,4,7:41.0,D. Bertāns misses 3-pt jump shot from 26 ft,,86,81
354,4,7:40.0,,Defensive rebound by M. Smart,86,81
355,4,7:34.0,,M. Smart makes 2-pt jump shot from 8 ft,86,83
356,4,7:34.0,,Shooting foul by T. Parker (drawn by M. Smart),86,83
357,4,7:34.0,,M. Smart makes free throw 1 of 1,86,84
358,4,7:16.0,K. Leonard makes 3-pt jump shot from 25 ft,,89,84
359,4,6:52.0,,K. Olynyk makes 2-pt jump shot from 15 ft (assist by A. Bradley),89,86
360,4,6:27.0,L. Aldridge misses 2-pt jump shot from 9 ft (block by A. Horford),,89,86
361,4,6:26.0,Offensive rebound by L. Aldridge,,89,86
362,4,6:25.0,L. Aldridge makes 2-pt layup from 1 ft,,91,86
363,4,6:11.0,,T. Rozier makes 2-pt jump shot from 7 ft,91,88
364,4,6:11.0,,Shooting foul by T. Parker (drawn by T. Rozier),91,88
365,4,6:11.0,D. Lee enters the game for D. Bertāns,,91,88
366,4,6:11.0,,J. Crowder enters the game for A. Horford,91,88
367,4,6:11.0,,A. Johnson enters the game for M. Smart,91,88
368,4,6:11.0,,T. Rozier makes free throw 1 of 1,91,89
369,4,5:47.0,K. Leonard misses 3-pt jump shot from 26 ft,,91,89
370,4,5:45.0,Offensive rebound by D. Lee,,91,89
371,4,5:30.0,Turnover by D. Lee (lost ball; steal by T. Rozier),,91,89
372,4,5:24.0,,A. Bradley misses 3-pt jump shot from 23 ft,91,89
373,4,5:22.0,Defensive rebound by D. Lee,,91,89
374,4,5:17.0,D. Lee makes 2-pt jump shot from 8 ft (assist by D. Green),,93,89
375,4,5:17.0,Shooting foul by A. Johnson (drawn by D. Lee),,93,89
376,4,5:17.0,,Boston full timeout,93,89
377,4,5:17.0,,I. Thomas enters the game for A. Johnson,93,89
378,4,5:17.0,,M. Smart enters the game for K. Olynyk,93,89
379,4,5:17.0,,A. Horford enters the game for T. Rozier,93,89
380,4,5:17.0,P. Mills enters the game for T. Parker,,93,89
381,4,5:17.0,D. Lee makes free throw 1 of 1,,94,89
382,4,5:04.0,,I. Thomas makes 2-pt layup from 1 ft,94,91
383,4,4:42.0,Personal foul by J. Crowder (drawn by L. Aldridge),,94,91
384,4,4:42.0,M. Ginóbili enters the game for D. Lee,,94,91
